r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p35033,0.02075,0.0415,0.083,0.138,0.199,0.32,0.549,0.797090285,1.16819733,1.616734427,2.092390134,2.241316884,2.101,2.197,2.298,2.387,2.507,2.559,2.648,2.781,2.917
p35035,0.35025,0.7005,1.401,2.636,4.404,7.535,12.587,16.09713611,20.4121528,25.4998646,31.30909767,33.31948653,31.304,33.306,34.387,35.798,36.884,38.065,39.27,40.139,41.547
p35039,0.2185,0.437,0.874,1.481,2.144,3.392,5.542,7.677614502,10.47663981,13.65763971,17.1951976,18.33089073,17.355,18.686,19.461,20.356,21.182,21.787,22.729,23.696,25.036
p35043,0.62775,1.2555,2.511,4.868,8.335,14.663,24.285,31.15294531,41.10972347,52.75510324,65.46811747,68.52829186,64.428,67.891,70.437,72.989,76.209,79.051,82.495,86.18,90.553
p35045,0.3595,0.719,1.438,1.631,1.726,2.084,2.5,3.042227921,5.759287108,11.02239534,20.22310082,24.38458304,26.182,30.856,34.531,37.385,39.806,41.984,44.125,45.994,47.885
p35047,0.1735,0.347,0.694,1.469,2.677,4.925,8.253,9.971803847,12.53610486,15.73286736,19.17746194,20.04702197,18.743,19.879,20.712,21.304,21.974,23.157,24.356,25.435,26.567
p35049,0.862,1.724,3.448,5.205,7.484,11.344,18.768,26.01375679,35.85761013,47.0435877,59.31330906,62.96942113,59.086,62.131,64.477,66.774,69.307,72.02,74.627,78.02,83.275
p35051,0.1015,0.203,0.406,0.738,1.259,2.274,4.108,5.953651283,8.423540963,11.13265205,13.836917,14.40155746,13.281,13.859,14.344,14.802,15.18,15.599,15.979,16.387,16.849
p35053,0.142,0.284,0.568,0.952,1.481,2.551,4.197,5.306781859,6.82562527,8.595656229,10.55650312,11.09075119,10.464,11.257,11.97,12.676,13.197,13.802,14.627,15.6,16.533
p35055,0.18925,0.3785,0.757,1.268,1.892,3.161,5.507,7.934114068,11.12174787,14.70780751,18.57455102,19.6905255,18.342,19.234,19.661,20.404,21.049,21.762,22.827,23.629,24.823
p35057,0.08625,0.1725,0.345,0.535,0.773,1.215,2.004,2.766312053,3.728469951,4.853478231,6.158145552,6.722826059,6.616,7.236,7.723,8.072,8.489,8.894,9.398,9.887,10.455
p35059,0.02875,0.0575,0.115,0.245,0.467,0.859,1.381,1.707612649,2.180422809,2.807725149,3.59299316,3.762893274,3.494,3.661,3.805,3.941,4.084,4.247,4.483,4.714,4.962
p35061,0.35725,0.7145,1.429,2.395,3.803,6.131,9.619,11.26043314,13.57803926,16.0297963,19.08068473,19.87270982,19.129,20.943,22.31,23.53,24.596,25.943,27.461,29.228,31.534
p46019,0,0,0,0,0,0,0.001,0.001021911,0.001061033,0.002183301,0.002224764,0.003373784,0.005,0.007,0.011,0.018,0.028,0.044,0.069,0.105,0.155
p46033,0,0,0,0,0,0.001,0.002,0.003065732,0.003183099,0.003274952,0.004449527,0.006747567,0.01,0.016,0.026,0.041,0.064,0.1,0.153,0.235,0.352
p46047,0,0,0,0,0.001,0.006,0.017,0.020438212,0.027586858,0.038207768,0.056731471,0.085469184,0.116,0.178,0.262,0.377,0.524,0.704,0.916,1.163,1.44
p46081,0,0,0,0,0.012,0.057,0.158,0.201316392,0.275868579,0.39517749,0.580663291,0.868186972,1.154,1.702,2.421,3.315,4.371,5.599,6.963,8.477,10.105
p46103,0,0,0,0,0.033,0.174,0.452,0.836944799,1.470591734,2.492238147,4.118037361,6.592373094,9.091,13.712,19.771,27.144,35.826,45.578,56.036,67.242,78.574
p08001,4.49625,8.9925,17.985,23.541,33.16,47.418,66.453,71.19140347,81.83853609,97.58809862,116.0325438,137.8235572,145.749,168.948,188.507,206.114,222.949,241.164,245.664,254.436,273.337
p08005,4.961,9.922,19.844,25.472,35.194,52.216,74.436,83.03636948,97.63413432,115.1527556,135.0865314,157.1980716,159.971,179.559,195.579,209.678,223.894,238.343,238.902,239.547,240.64
p08013,2.9825,5.965,11.93,15.435,20.836,28.677,40.22,43.86551344,50.75875754,60.35735749,71.09565691,85.92689372,91.448,107.951,121.307,133.867,147.541,162.488,167.093,172.948,179.779
p08014,0.56025,1.1205,2.241,2.827,3.796,5.164,7.634,8.559523368,10.27398251,12.23958568,14.31190402,16.61925786,17.013,19.113,20.691,22.273,23.821,25.424,25.424,25.448,25.523
p08019,0.07625,0.1525,0.305,0.421,0.588,0.894,1.341,1.418411943,1.691286597,2.034836577,2.582950501,3.196097635,3.432,4.043,4.545,4.96,5.304,5.687,5.691,5.691,5.702
p08031,7.14775,14.2955,28.591,34.849,46.426,66.263,93.291,101.5278422,116.6977142,135.9727144,157.1940069,180.8381731,183.168,204.744,221.949,237.055,252.457,268.961,269.024,269.707,271.071
p08035,2.77575,5.5515,11.103,19.768,33.192,50.919,71.334,74.07830097,79.93610393,87.41828234,97.02638866,109.5310082,113.329,129.906,142.818,154.2,164.661,174.334,175.537,177.485,179.751
p08037,0.48575,0.9715,1.943,2.305,2.907,4.113,5.889,6.369568906,8.102047965,10.22003221,12.55656557,15.39682362,16.734,19.832,22.235,24.604,27.087,29.718,30.859,32.181,33.691
p08045,0.4225,0.845,1.69,2.031,2.586,3.698,5.336,6.692492662,8.902066845,11.86296625,15.01492931,18.56705558,19.904,23.025,25.518,27.946,30.386,32.84,32.875,33.056,33.332
p08047,0.06875,0.1375,0.275,0.397,0.599,0.892,1.211,1.336659093,1.791023699,2.369973288,3.063499431,3.83149354,4.157,4.923,5.487,5.977,6.46,6.998,7.029,7.104,7.209
p08049,0.181,0.362,0.724,0.801,0.897,1.161,1.56,1.59418057,1.659455607,1.725899479,1.79649658,1.869076097,1.902,2.586,3.2,3.733,4.152,4.539,4.634,4.754,4.89
p08057,0.0145,0.029,0.058,0.064,0.071,0.092,0.124,0.126716917,0.131568092,0.137547966,0.14349725,0.150695666,0.201,0.295,0.377,0.441,0.504,0.557,0.569,0.582,0.6
p08059,4.7055,9.411,18.822,25.531,35.766,51.118,74.297,82.98527395,101.899487,125.4230037,151.3918236,181.7580914,192.05,220.613,243.686,264.396,284.771,306.659,306.754,306.768,306.941
p08065,0.06425,0.1285,0.257,0.365,0.518,0.803,1.24,1.475638938,1.902432164,2.397264551,2.964497452,3.600951663,3.804,4.402,4.9,5.353,5.798,6.251,6.251,6.251,6.258
p08069,3.04875,6.0975,12.195,13.909,17.246,23.504,32.303,34.3944458,39.50756364,49.38736137,62.12207307,77.19666644,85.913,103.492,117.438,128.806,138.878,149.561,152.139,156.043,160.658
p08075,0.276,0.552,1.104,2.029,3.114,4.239,5.699,6.126354178,6.799099445,7.753993674,9.079260115,11.10537092,12.239,14.865,17.025,18.947,20.985,23.302,24.134,25.056,25.896
p08077,1.602,3.204,6.408,9.499,14.395,20.983,29.793,33.87633711,40.52509429,49.00310039,58.88837922,70.25229526,72.801,82.86,91.131,98.948,106.744,114.476,114.476,114.476,114.476
p08081,0.10375,0.2075,0.415,0.469,0.566,0.766,1.045,1.08424717,1.143793571,1.200815577,1.933319539,2.871089817,3.536,4.61,5.5,6.28,6.986,7.652,7.847,8.048,8.27
p08087,0.3035,0.607,1.214,2.149,3.596,5.446,7.575,7.748126334,8.522217032,9.547575486,11.15496452,13.40404212,14.439,17.334,19.706,21.872,23.898,25.906,26.543,27.17,27.797
p08093,0.22825,0.4565,0.913,1.517,2.416,3.861,5.662,6.395116671,7.569409401,9.146939743,11.09267114,13.11839511,13.848,16.081,17.776,19.222,20.391,21.739,21.739,21.739,21.739
p08095,0.04375,0.0875,0.175,0.294,0.448,0.632,0.866,0.943223504,1.065277129,1.293605871,1.615178349,2.053509599,2.278,2.764,3.155,3.522,3.886,4.262,4.376,4.48,4.589
p08097,0.157,0.314,0.628,0.745,0.898,1.191,1.707,2.000900997,3.0483478,4.547816084,6.204865587,7.910397875,8.875,10.558,11.506,12.497,13.497,14.464,14.489,14.498,14.684
p08103,0.06125,0.1225,0.245,0.293,0.358,0.489,0.663,0.763367234,0.914610443,1.135316545,1.386027702,1.672272056,1.886,2.308,2.655,2.963,3.231,3.509,3.587,3.676,3.807
p08107,0.186,0.372,0.744,0.845,0.971,1.283,1.749,1.816957086,1.921530758,2.021736771,3.176962373,4.994324277,6.296,8.057,9.574,10.975,12.237,13.43,13.465,13.52,13.601
p08115,0.03275,0.0655,0.131,0.229,0.375,0.594,0.863,0.894171794,0.963417961,1.063267611,1.198035181,1.386625047,1.443,1.719,1.947,2.177,2.404,2.624,2.746,2.857,2.96
p08117,0.32075,0.6415,1.283,1.424,1.601,2.08,2.805,2.8766784,3.051530899,3.250935262,3.44949591,3.647060038,3.788,4.371,4.853,6.331,7.699,9.069,9.162,9.253,9.465
p08119,0.44925,0.8985,1.797,3.786,6.516,10.251,14.933,15.45537624,16.42372976,17.80700335,19.34876874,21.0456619,20.362,22.475,24.286,26.08,27.704,29.252,29.506,29.775,30.063
p08121,0.043,0.086,0.172,0.239,0.314,0.427,0.616,0.777673983,1.018591677,1.366746456,1.750888927,2.171592024,2.343,2.742,3.049,3.314,3.573,3.846,3.892,3.942,3.989
p08123,2.51175,5.0235,10.047,13.369,18.863,26.991,37.961,42.07512603,49.65846633,58.76245608,69.83644073,83.72493765,90.024,105.195,117.623,129.391,141.538,153.817,156.098,158.724,161.716
p08125,0.0675,0.135,0.27,0.321,0.388,0.529,0.729,1.039283102,1.673249036,2.468221836,3.339370113,4.313944591,4.796,5.683,6.371,6.922,7.509,8.147,8.195,8.247,8.295
p08003,0.2705,0.541,1.082,1.875,3.014,4.754,6.84,7.195272688,7.762517406,8.445008456,9.297286944,10.36313853,10.225,11.284,12.063,12.831,13.563,14.29,14.504,14.716,15.064
p08007,0.15975,0.3195,0.639,0.87,1.202,1.621,2.36,2.837845797,3.613878388,4.590390455,5.617528005,6.953367936,7.605,9.005,10.073,10.994,12,13.041,13.312,13.558,13.843
p08009,0.081,0.162,0.324,0.662,1.133,1.707,2.394,2.477111347,2.616507371,2.797900294,3.055712758,3.398524649,3.399,3.866,4.239,4.57,4.87,5.164,5.2,5.232,5.262
p08011,0.055,0.11,0.22,0.404,0.686,1.094,1.571,1.666736224,1.84089225,2.079594249,2.386058925,2.737263069,2.772,3.142,3.454,3.713,3.973,4.224,4.238,4.26,4.29
p08015,0.34525,0.6905,1.381,2.506,4.326,6.775,9.797,10.31925346,11.11219858,12.08129635,13.4397967,15.26637065,15.558,17.713,19.466,20.84,22.075,23.299,23.46,23.617,23.823
p08017,0.026,0.052,0.104,0.183,0.299,0.416,0.597,0.628475032,0.675878019,0.746688959,0.858758737,1.012135071,1.052,1.21,1.35,1.481,1.608,1.72,1.74,1.76,1.782
p08021,0.0955,0.191,0.382,0.673,1.135,1.826,2.69,2.830692422,3.073812592,3.41468284,3.851065733,4.339810265,4.42,5.097,5.65,6.183,6.674,7.16,7.306,7.478,7.655
p08023,0.06,0.12,0.24,0.469,0.843,1.445,2.148,2.314627558,2.546479193,2.779342235,3.141366156,3.586331934,3.6,3.964,4.234,4.446,4.635,4.8,4.805,4.81,4.823
p08025,0.04125,0.0825,0.165,0.329,0.608,1.092,1.683,1.776080661,1.910920428,2.101427259,2.368260816,2.676534965,2.638,2.842,2.979,3.07,3.148,3.23,3.242,3.255,3.273
p08027,0.11325,0.2265,0.453,0.812,1.466,2.695,4.357,4.767213051,5.375193163,6.125251092,6.969071872,7.796813829,7.553,8.034,8.371,8.595,8.788,8.957,8.971,8.986,9.026
p08029,0.27175,0.5435,1.087,1.228,1.501,2.056,2.815,2.928795842,3.253127169,4.619865019,6.185955096,7.83954842,8.616,10.26,11.499,12.571,13.508,14.507,14.862,15.384,15.946
p08033,0.0245,0.049,0.098,0.124,0.166,0.223,0.328,0.437377746,0.597361577,0.79144663,0.993356932,1.224683436,1.308,1.508,1.659,1.788,1.932,2.085,2.093,2.111,2.129
p08039,0.27025,0.5405,1.081,2.228,3.948,5.852,8.166,8.465507591,8.911616142,9.497359562,10.41856778,11.79362276,12.434,14.763,16.579,18.327,19.897,21.43,21.837,22.345,22.931
p08041,7.42275,14.8455,29.691,46.924,72.566,105.638,149.453,155.2650122,168.0729319,185.9550253,210.9543061,242.781964,249.656,287.561,319.264,347.846,375.616,402.709,409.196,416.108,423.614
p08043,0.5835,1.167,2.334,4.364,7.643,12.237,17.41,18.12460679,19.18029349,20.63765316,23.25656594,26.44821399,26.866,30.347,32.971,35.26,37.155,39.156,39.169,39.201,39.248
p08051,0.2065,0.413,0.826,1.485,2.508,4.152,6.234,6.663879165,7.297784953,8.079305531,9.065911533,10.26417421,10.387,11.817,12.984,13.982,14.85,15.661,15.674,15.674,15.679
p08053,0.02375,0.0475,0.095,0.161,0.268,0.47,0.761,0.83796671,0.944319367,1.079642369,1.231406634,1.383251263,1.4,1.597,1.744,1.879,1.99,2.09,2.09,2.09,2.09
p08055,0.145,0.29,0.58,1.058,1.703,2.651,3.862,4.210271762,4.744939563,5.364370677,6.0635931,6.848780646,6.742,7.379,7.899,8.327,8.832,9.362,9.397,9.517,9.573
p08061,0.04625,0.0925,0.185,0.25,0.374,0.573,0.813,0.852273459,0.910366311,0.983577122,1.080122712,1.184198033,1.146,1.261,1.352,1.434,1.515,1.584,1.585,1.587,1.589
p08063,0.08725,0.1745,0.349,0.576,0.91,1.209,1.771,1.858855421,2.032939222,2.419097562,2.895529782,3.532351397,3.805,4.466,5.048,5.568,6.041,6.521,6.621,6.725,6.832
p08067,0.582,1.164,2.328,3.384,4.711,6.355,8.944,10.54611762,13.44010497,17.07232255,20.99064425,25.7700835,28.925,34.942,39.642,43.393,47.571,51.753,53.233,54.629,56.249
p08071,0.3405,0.681,1.362,2.887,4.702,7.036,10.023,10.36115179,11.08036759,11.98741441,13.06492404,14.51401691,14.304,15.707,16.809,17.776,18.711,19.564,19.608,19.652,19.704
p08073,0.07225,0.1445,0.289,0.514,0.849,1.321,1.868,1.920170058,2.034000255,2.202950758,2.472824704,2.82947982,2.867,3.263,3.587,3.868,4.135,4.386,4.452,4.514,4.582
p08079,0.0215,0.043,0.086,0.147,0.252,0.461,0.784,0.90336899,1.049361634,1.199723926,1.379353411,1.57893071,1.588,1.736,1.834,1.899,1.955,2.006,2.006,2.006,2.006
p08083,0.357,0.714,1.428,2.144,3.174,4.749,6.862,7.219798543,7.904695828,8.800886527,9.938018851,11.26843712,11.649,13.476,15.145,16.645,18.086,19.651,20.314,21.093,21.944
p08085,0.34275,0.6855,1.371,1.566,1.926,2.656,3.654,4.160198141,4.884995918,6.28681537,7.842291572,9.998769905,10.941,12.953,14.6,16.052,17.462,18.814,18.883,19.102,19.642
p08089,0.19075,0.3815,0.763,1.089,1.614,2.449,3.791,4.308375181,5.042028802,5.846880208,6.753269806,7.770948154,7.858,8.858,9.683,10.43,11.172,11.905,11.948,12.007,12.107
p08091,0.09525,0.1905,0.381,0.729,1.328,2.276,3.31,3.419312941,3.640404213,3.932125189,4.337176573,5.029186707,5.252,6.005,6.588,7.045,7.431,7.768,7.87,7.981,8.1
p08099,0.19875,0.3975,0.795,1.695,2.963,4.547,6.37,6.589279689,6.980536087,7.442873275,8.07811651,8.941651053,9.119,10.364,11.375,12.315,13.149,13.917,13.983,14.049,14.142
p08101,2.21375,4.4275,8.855,14.984,25.998,43.521,62.615,65.47074781,70.40484452,77.8717985,88.42878986,100.7760398,100.296,110.172,117.568,123.858,129.277,134.632,134.816,135.068,135.623
p08105,0.13875,0.2775,0.555,1.088,1.946,3.344,5.288,5.633793258,6.17415101,6.895956362,7.820043936,8.90116565,8.966,9.948,10.684,11.274,11.787,12.261,12.261,12.261,12.261
p08109,0.094,0.188,0.376,0.722,1.29,2.021,2.877,3.020767798,3.235089608,3.490006726,3.938943894,4.493879714,4.63,5.329,5.927,6.405,6.852,7.256,7.265,7.275,7.301
p08111,0.01325,0.0265,0.053,0.104,0.188,0.319,0.466,0.487451367,0.525211334,0.570933224,0.641844289,0.724238873,0.759,0.874,0.96,1.039,1.099,1.147,1.147,1.147,1.147
p08113,0.1415,0.283,0.566,1.059,1.863,3.087,4.512,4.722248983,5.100385617,5.509560196,6.049132137,6.775682002,6.966,7.889,8.589,9.167,9.602,9.956,9.993,10.032,10.076
p30011,0.00025,0.0005,0.001,0.006,0.012,0.024,0.044,0.047007889,0.050929584,0.057857478,0.076754343,0.103462696,0.12,0.146,0.168,0.184,0.204,0.218,0.238,0.261,0.281
p30017,0.002,0.004,0.008,0.041,0.085,0.176,0.316,0.341318148,0.403192539,0.474867978,0.569539473,0.74335698,0.83,1.034,1.179,1.314,1.388,1.498,1.556,1.662,1.736
p30019,0.0005,0.001,0.002,0.009,0.019,0.04,0.07,0.073577565,0.088065739,0.112440004,0.147946777,0.195679447,0.221,0.268,0.313,0.344,0.369,0.408,0.428,0.457,0.483
p30021,0.00075,0.0015,0.003,0.017,0.034,0.069,0.129,0.137957934,0.150666686,0.168114181,0.202453485,0.285647009,0.367,0.491,0.61,0.7,0.792,0.899,0.965,1.061,1.193
p30025,0.00025,0.0005,0.001,0.004,0.008,0.017,0.031,0.03270114,0.036075122,0.040391069,0.045607653,0.061852699,0.073,0.105,0.136,0.166,0.19,0.218,0.248,0.287,0.33
p30055,0.002,0.004,0.008,0.041,0.088,0.175,0.326,0.339274326,0.367117417,0.397360791,0.436053659,0.483575645,0.467,0.511,0.542,0.583,0.622,0.673,0.72,0.766,0.817
p30079,0,0,0,0.002,0.005,0.01,0.018,0.019416302,0.02122066,0.022924661,0.026697163,0.033737836,0.05,0.075,0.099,0.118,0.134,0.15,0.164,0.179,0.196
p30083,0.00575,0.0115,0.023,0.124,0.28,0.56,1.064,1.094466276,1.14697667,1.195357324,1.262553324,1.393372614,1.42,1.618,1.818,1.988,2.092,2.24,2.373,2.493,2.651
p30085,0.001,0.002,0.004,0.018,0.037,0.077,0.143,0.150220861,0.163399082,0.179030686,0.211352539,0.284522414,0.376,0.541,0.675,0.785,0.899,1.008,1.09,1.187,1.314
p30091,0.0005,0.001,0.002,0.012,0.024,0.049,0.093,0.09912533,0.108225366,0.118989907,0.139047723,0.182184313,0.212,0.273,0.323,0.359,0.389,0.419,0.449,0.491,0.524
p30109,0.00075,0.0015,0.003,0.021,0.039,0.077,0.115,0.121607364,0.138995323,0.171389132,0.215802066,0.272151875,0.291,0.346,0.383,0.42,0.451,0.493,0.525,0.563,0.599
p38001,0,0,0,0,0,0,0.001,0.001021911,0.001061033,0.001091651,0.001112382,0.002249189,0.002,0.004,0.007,0.01,0.016,0.025,0.039,0.059,0.092
p38007,0,0,0,0,0,0,0,0,0,0,0,0.001124595,0.001,0.002,0.003,0.005,0.008,0.012,0.02,0.031,0.048
p38011,0,0,0,0,0,0.001,0.001,0.001021911,0.001061033,0.002183301,0.002224764,0.003373784,0.005,0.008,0.013,0.019,0.029,0.044,0.067,0.101,0.155
p38013,0,0,0,0,0,0,0,0,0,0,0.001112382,0.001124595,0.001,0.002,0.004,0.007,0.011,0.019,0.03,0.048,0.078
p38015,0,0,0,0.002,0.006,0.015,0.032,0.033723051,0.036075122,0.038207768,0.048944798,0.10683648,0.197,0.354,0.568,0.861,1.276,1.874,2.828,4.224,6.263
p38021,0,0,0,0.006,0.012,0.03,0.052,0.053139352,0.055173716,0.056765827,0.057843853,0.058478915,0.053,0.055,0.058,0.061,0.064,0.07,0.075,0.083,0.091
p38023,0,0,0,0,0,0,0,0,0.001061033,0.001091651,0.001112382,0.001124595,0.001,0.002,0.004,0.007,0.012,0.019,0.032,0.052,0.087
p38025,0,0,0,0,0,0.001,0.002,0.002043821,0.002122066,0.002183301,0.002224764,0.003373784,0.004,0.007,0.011,0.016,0.025,0.038,0.057,0.086,0.135
p38029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.004,0.007,0.012,0.023
p38033,0,0,0,0,0,0,0.001,0.001021911,0.001061033,0.001091651,0.001112382,0.002249189,0.002,0.004,0.006,0.01,0.015,0.022,0.032,0.048,0.075
p38037,0,0,0,0,0,0,0.001,0.001021911,0.001061033,0.001091651,0.001112382,0.002249189,0.005,0.01,0.016,0.025,0.038,0.055,0.081,0.121,0.186
p38041,0,0,0,0,0,0,0.001,0.001021911,0.001061033,0.001091651,0.001112382,0.002249189,0.003,0.005,0.009,0.014,0.022,0.033,0.052,0.079,0.123
p38047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.003,0.005,0.009,0.015
p38051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.004,0.007,0.012,0.02,0.035
p38053,0,0,0,0,0.001,0.002,0.004,0.004087642,0.004244132,0.005458253,0.005561909,0.006747567,0.01,0.019,0.031,0.05,0.077,0.118,0.181,0.273,0.424
p38057,0,0,0,0,0,0.001,0.002,0.002043821,0.002122066,0.002183301,0.002224764,0.003373784,0.005,0.01,0.017,0.028,0.045,0.072,0.115,0.181,0.296
p38059,0,0,0,0.001,0.002,0.004,0.008,0.008175285,0.009549297,0.009824855,0.010011436,0.014619729,0.021,0.041,0.069,0.106,0.159,0.232,0.341,0.498,0.758
p38061,0,0,0,0,0,0,0.001,0.001021911,0.001061033,0.001091651,0.001112382,0.001124595,0.002,0.004,0.006,0.011,0.018,0.03,0.051,0.082,0.139
p38065,0,0,0,0,0,0,0,0,0,0,0.001112382,0.001124595,0.001,0.002,0.004,0.006,0.01,0.016,0.025,0.039,0.064
p38075,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.004,0.007,0.011,0.019,0.03,0.05
p38085,0,0,0,0,0,0,0.001,0.001021911,0.001061033,0.001091651,0.001112382,0.001124595,0.002,0.004,0.006,0.01,0.016,0.025,0.039,0.06,0.095
p38087,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.002,0.004,0.006,0.01,0.016,0.026
p38089,0,0,0,0.001,0.002,0.005,0.011,0.011241017,0.012732396,0.013099806,0.015573345,0.033737836,0.06,0.107,0.174,0.262,0.38,0.54,0.786,1.152,1.703
p38105,0,0,0,0,0,0.001,0.003,0.003065732,0.004244132,0.004366602,0.004449527,0.006747567,0.01,0.018,0.032,0.053,0.089,0.144,0.236,0.373,0.62
p38003,0,0,0,0,0,0.001,0.003,0.003065732,0.003183099,0.003274952,0.004449527,0.006747567,0.011,0.019,0.033,0.055,0.089,0.142,0.227,0.352,0.534
p38005,0,0,0,0,0,0,0.001,0.001021911,0.001061033,0.001091651,0.001112382,0.001124595,0.002,0.003,0.005,0.009,0.015,0.026,0.042,0.069,0.108
p38009,0,0,0,0,0,0.001,0.002,0.002043821,0.002122066,0.002183301,0.003337145,0.004498378,0.007,0.011,0.019,0.03,0.05,0.079,0.128,0.2,0.304
p38017,0,0,0,0,0.032,0.08,0.274,0.327011399,0.428657331,0.605866041,0.891017808,1.369756129,1.91,2.998,4.543,6.551,9.254,12.631,16.82,21.571,26.683
p38019,0,0,0,0,0,0.001,0.002,0.002043821,0.002122066,0.003274952,0.004449527,0.006747567,0.01,0.016,0.027,0.044,0.071,0.112,0.176,0.27,0.402
p38027,0,0,0,0,0,0,0,0,0,0.001091651,0.001112382,0.001124595,0.001,0.002,0.004,0.006,0.01,0.016,0.026,0.04,0.062
p38031,0,0,0,0,0,0,0,0,0.001061033,0.001091651,0.001112382,0.001124595,0.002,0.003,0.005,0.008,0.014,0.022,0.036,0.056,0.086
p38035,0,0,0,0,0.002,0.005,0.014,0.014306749,0.015915495,0.024016312,0.038933362,0.067475671,0.105,0.185,0.313,0.507,0.819,1.29,2.043,3.136,4.65
p38039,0,0,0,0,0,0,0,0,0,0,0,0.001124595,0.001,0.002,0.003,0.006,0.01,0.016,0.027,0.043,0.067
p38043,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.004,0.007,0.011,0.019,0.031,0.049
p38045,0,0,0,0.017,0.033,0.082,0.14,0.143067487,0.14854462,0.152831073,0.15573345,0.157443233,0.141,0.142,0.144,0.146,0.15,0.156,0.166,0.181,0.204
p38049,0,0,0,0,0,0,0.001,0.001021911,0.001061033,0.001091651,0.002224764,0.002249189,0.004,0.006,0.01,0.016,0.027,0.043,0.069,0.109,0.167
p38055,0,0,0,0,0,0.001,0.002,0.003065732,0.003183099,0.003274952,0.004449527,0.006747567,0.013,0.026,0.046,0.077,0.126,0.201,0.318,0.494,0.754
p38063,0,0,0,0,0,0,0,0,0,0,0.001112382,0.001124595,0.001,0.002,0.004,0.007,0.013,0.021,0.034,0.055,0.086
p38067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.003,0.006,0.01,0.019,0.033,0.056
p38069,0,0,0,0,0,0,0,0,0,0.001091651,0.001112382,0.001124595,0.001,0.002,0.004,0.007,0.012,0.019,0.032,0.053,0.085
p38071,0,0,0,0,0,0.001,0.002,0.002043821,0.002122066,0.002183301,0.003337145,0.005622973,0.009,0.017,0.03,0.05,0.081,0.13,0.208,0.324,0.493
p38073,0,0,0,0.003,0.006,0.014,0.025,0.025547766,0.026525825,0.027291263,0.027809545,0.029239458,0.027,0.03,0.034,0.039,0.048,0.06,0.079,0.107,0.146
p38077,0,0,0,0.019,0.038,0.094,0.161,0.16452761,0.170826313,0.176847385,0.181318231,0.185558096,0.17,0.178,0.192,0.211,0.243,0.291,0.37,0.493,0.677
p38079,0,0,0,0,0,0.001,0.003,0.003065732,0.003183099,0.004366602,0.005561909,0.008996756,0.014,0.024,0.041,0.067,0.108,0.17,0.268,0.412,0.616
p38081,0,0,0,0.002,0.004,0.009,0.015,0.015328659,0.015915495,0.016374758,0.017798109,0.017993512,0.016,0.017,0.017,0.018,0.019,0.021,0.022,0.025,0.029
p38083,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.003,0.005,0.009,0.014,0.023,0.035
p38091,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.003,0.005,0.009,0.016,0.025,0.04
p38093,0,0,0,0,0.001,0.002,0.006,0.006131464,0.006366198,0.007641554,0.010011436,0.014619729,0.023,0.042,0.072,0.117,0.191,0.306,0.491,0.768,1.164
p38095,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.003,0.006,0.009,0.015,0.025,0.039
p38097,0,0,0,0,0,0.001,0.002,0.002043821,0.002122066,0.003274952,0.005561909,0.007872162,0.011,0.018,0.029,0.045,0.07,0.106,0.16,0.239,0.349
p38099,0,0,0,0,0,0,0.001,0.001021911,0.001061033,0.001091651,0.001112382,0.001124595,0.001,0.002,0.004,0.007,0.013,0.023,0.041,0.07,0.115
p38101,0,0,0,0,0.009,0.023,0.075,0.085840492,0.105042267,0.138639617,0.194666812,0.291269981,0.401,0.625,0.968,1.436,2.1,2.958,4.082,5.454,7.044
p38103,0,0,0,0,0,0,0.001,0.001021911,0.001061033,0.001091651,0.001112382,0.002249189,0.003,0.006,0.009,0.015,0.025,0.04,0.064,0.101,0.153
p46003,0,0,0,0,0,0,0.001,0.001021911,0.001061033,0.001091651,0.001112382,0.002249189,0.004,0.007,0.012,0.019,0.03,0.048,0.074,0.114,0.172
p46005,0,0,0,0,0,0.001,0.003,0.003065732,0.004244132,0.004366602,0.006674291,0.008996756,0.012,0.019,0.028,0.043,0.064,0.097,0.147,0.217,0.317
p46007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p46009,0,0,0,0,0,0.001,0.002,0.002043821,0.003183099,0.003274952,0.003337145,0.004498378,0.006,0.009,0.014,0.021,0.032,0.049,0.075,0.112,0.166
p46011,0,0,0,0,0.001,0.002,0.005,0.006131464,0.006366198,0.008733204,0.0122362,0.020242701,0.03,0.05,0.082,0.132,0.208,0.326,0.508,0.783,1.189
