t,r,i,UnitCT,value
2022,p75,o-g-s,recirc,0.9
2048,p75,o-g-s,recirc,3.2
2020,p76,o-g-s,recirc,1.21
2022,p76,o-g-s,recirc,2.2
2028,p76,o-g-s,recirc,2.37
2056,p76,o-g-s,recirc,8.4
2020,p77,o-g-s,recirc,3.21
2040,p77,o-g-s,recirc,1.5
2050,p77,o-g-s,recirc,5.99
2052,p77,o-g-s,recirc,3.82
2054,p77,o-g-s,recirc,2
2010,p78,o-g-s,recirc,50.8
2052,p78,o-g-s,recirc,49.7
2014,p79,o-g-s,recirc,2.7
2018,p79,o-g-s,recirc,2
2056,p79,o-g-s,recirc,8.13
2010,p80,o-g-s,recirc,9.4
2012,p80,o-g-s,recirc,11.2
2020,p80,o-g-s,recirc,1.8
2030,p80,o-g-s,recirc,16.2
2054,p80,o-g-s,recirc,6
2060,p80,o-g-s,recirc,6
2062,p80,o-g-s,recirc,18.9
2012,p81,o-g-s,recirc,14.1
2014,p81,o-g-s,recirc,0.46
2018,p81,o-g-s,recirc,3
2020,p81,o-g-s,recirc,36.94
2022,p81,o-g-s,recirc,8
2024,p81,o-g-s,recirc,7.2
2030,p81,o-g-s,recirc,6.7
2032,p81,o-g-s,recirc,3
2036,p81,o-g-s,recirc,2.6
2042,p81,o-g-s,recirc,2.5
2044,p81,o-g-s,recirc,5.8
2046,p81,o-g-s,recirc,13.6
2048,p81,o-g-s,recirc,8.8
2050,p81,o-g-s,recirc,7.5
2052,p81,o-g-s,recirc,8
2054,p81,o-g-s,recirc,2.5
2058,p81,o-g-s,recirc,7.975
2070,p81,o-g-s,recirc,77.85
2052,p82,o-g-s,recirc,5.1
2012,p83,o-g-s,recirc,0.7
2014,p83,o-g-s,recirc,13.6
2018,p83,o-g-s,recirc,7.7
2020,p83,o-g-s,recirc,7.5
2022,p83,o-g-s,recirc,4.4
2024,p83,o-g-s,recirc,4.3
2046,p83,o-g-s,recirc,8.1
2050,p83,o-g-s,recirc,21.6
2052,p83,o-g-s,recirc,38.6
2058,p83,o-g-s,recirc,3.6
2062,p83,o-g-s,recirc,10.9
2010,p84,o-g-s,recirc,7.2
2014,p84,o-g-s,recirc,1.2
2020,p84,o-g-s,recirc,5.9
2024,p84,o-g-s,recirc,6.3
2046,p84,o-g-s,recirc,5.4
2012,p85,o-g-s,recirc,16.8
2014,p85,o-g-s,recirc,475
2020,p85,o-g-s,recirc,5
2026,p85,o-g-s,recirc,2.2
2042,p85,o-g-s,recirc,1.8
2050,p85,o-g-s,recirc,3.2
2012,p86,o-g-s,recirc,126
2010,p87,o-g-s,recirc,18.9
2012,p87,o-g-s,recirc,264.6
2016,p87,o-g-s,recirc,92
2018,p87,o-g-s,recirc,37.9
2020,p87,o-g-s,recirc,18.6
2022,p87,o-g-s,recirc,7.5
2030,p87,o-g-s,recirc,59
2042,p87,o-g-s,recirc,538.9
2046,p87,o-g-s,recirc,692.4
2048,p87,o-g-s,recirc,489
2050,p89,o-g-s,recirc,3.6
2014,p9,o-g-s,recirc,337
2058,p9,o-g-s,recirc,12
2070,p9,o-g-s,recirc,9.2
2072,p9,o-g-s,recirc,9
2076,p9,o-g-s,recirc,1.3
2046,p90,o-g-s,recirc,3.6
2048,p90,o-g-s,recirc,1.9
2052,p90,o-g-s,recirc,3.5
2012,p92,o-g-s,recirc,18
2050,p92,o-g-s,recirc,19.8
2052,p92,o-g-s,recirc,19.8
2016,p94,o-g-s,recirc,237
2020,p94,o-g-s,recirc,2
2022,p94,o-g-s,recirc,2.5
2050,p94,o-g-s,recirc,707
2010,p95,o-g-s,recirc,2.9
2014,p95,o-g-s,recirc,1.1
2030,p95,o-g-s,recirc,7.2
2034,p95,o-g-s,recirc,170
2054,p95,o-g-s,recirc,16.2
2056,p95,o-g-s,recirc,5.4
2062,p95,o-g-s,recirc,7.2
2064,p95,o-g-s,recirc,1
2038,p96,o-g-s,recirc,13
2012,p97,o-g-s,recirc,7.2
2014,p97,o-g-s,recirc,3.1
2046,p97,o-g-s,recirc,5.1
2050,p97,o-g-s,recirc,2
2052,p97,o-g-s,recirc,9
2054,p97,o-g-s,recirc,5.4
2056,p97,o-g-s,recirc,28.8
2058,p97,o-g-s,recirc,17.2
2060,p97,o-g-s,recirc,1.8
2062,p97,o-g-s,recirc,3.6
2064,p97,o-g-s,recirc,5.3
2012,p98,o-g-s,recirc,11.5636363636364
2014,p98,o-g-s,recirc,63.3636363636364
2038,p98,o-g-s,recirc,1.2
2042,p98,o-g-s,recirc,18
2064,p98,o-g-s,recirc,12.65
2010,p99,o-g-s,recirc,4.5
2014,p99,o-g-s,recirc,3
2016,p99,o-g-s,recirc,2.7
2018,p99,o-g-s,recirc,3
2038,p99,o-g-s,recirc,3
2040,p99,o-g-s,recirc,13.5
2042,p99,o-g-s,recirc,9.12
2044,p99,o-g-s,recirc,6
2046,p99,o-g-s,recirc,7.2
2048,p99,o-g-s,recirc,8.3
2050,p99,o-g-s,recirc,799.5
2052,p99,o-g-s,recirc,17.12
2054,p99,o-g-s,recirc,7.4
2056,p99,o-g-s,recirc,5.6
2058,p99,o-g-s,recirc,4.9
2060,p99,o-g-s,recirc,7.499
2058,p146,pumped-hydro,recirc,123
