,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p1,0.016797146,10.33332393,20.86,49.362,74.741,80.695,81.029,81.098,81.139,81.165,84.971,86.239,86.814,87.316,87.327,87.345,87.352,87.368,87.369,87.369,87.369
p10,534.6252872,865.8653054,1725.735,3290.9,4876.614,5524.254,5565.197,5595.025,5628.27,5664.742,5680.674,5692.573,5701.531,5707.988,5713.278,5717.373,5723.931,5734.49,5735.042,5735.384,5735.421
p100,0,0,0.584,1.614,3.824,5.58,7.115,8.386,9.656,10.75,11.604,12.201,12.663,13.03,13.382,13.736,13.979,14.247,14.407,14.638,14.919
p101,8.377123095,26.91038637,61.121,109.782,230.375,459.245,774.371,1098.668,1425.839,1717.399,1943.33,2093.694,2198.365,2279.113,2336.174,2391.541,2423.969,2472.344,2511.75,2584.397,2666.605
p102,5.087078563,14.23755315,25.898,42.579,95.619,203.627,313.74,400.335,499.243,588.705,664.115,721.756,767.998,814.237,859.399,906.996,943.308,981.47,1011.972,1055.795,1102.776
p103,0,0,13.267,26.401,46.56,56.607,73.186,98.946,138.946,193.97,257.771,318.903,367.368,402.437,424.662,439.671,442.884,447.502,452.254,459.404,468.047
p104,0,0,1.082,2.268,3.96,4.659,5.718,7.247,9.641,12.869,16.528,19.918,22.619,24.556,25.8,26.682,26.878,27.098,27.2,27.526,28.04
p105,0,0,3.548,9.824,44.147,72.381,106.909,113.379,121.658,131.202,140.661,148.587,153.889,157.731,159.996,161.741,162.146,162.723,163.232,165.214,167.267
p106,0,0,1.237,3.117,14.75,19.764,24.27,24.621,25.024,25.417,25.756,26.002,26.169,26.272,26.474,26.67,26.797,26.906,26.964,27.043,27.138
p107,0,0,1.474,4.188,18.94,34.633,51.292,54.046,56.96,59.868,62.464,64.394,65.79,66.857,67.626,68.257,68.59,69.127,69.663,70.693,71.976
p108,0,0,0.131,0.597,5.308,6.177,7.051,8.015,9.248,10.788,12.638,14.679,16.846,19.04,21.072,22.945,24.397,25.681,26.754,27.886,29.048
p109,0,0,0.113,0.352,4.539,5.098,5.308,5.45,5.607,5.783,5.983,6.197,6.44,6.737,7.064,7.432,7.799,8.201,8.584,9.019,9.498
