*tech,year,sc_point_gid,capacity
geohydro_allkm_8,2010,63887,0.6
geohydro_allkm_7,2010,64263,29.0
geohydro_allkm_7,2010,64264,49.0
geohydro_allkm_9,2010,64267,0.6
geohydro_allkm_9,2010,64268,0.6
geohydro_allkm_9,2010,64269,0.6
geohydro_allkm_8,2010,64642,2.1
geohydro_allkm_8,2010,64643,44.0
geohydro_allkm_7,2010,64644,50.0
geohydro_allkm_7,2010,64645,46.0
geohydro_allkm_7,2010,64646,10.0
geohydro_allkm_9,2010,64647,0.9
geohydro_allkm_9,2010,64648,0.43
geohydro_allkm_9,2010,64649,0.6
geohydro_allkm_8,2010,65021,0.6
geohydro_allkm_8,2010,65022,3.0
geohydro_allkm_8,2010,65023,17.0
geohydro_allkm_7,2010,65024,42.0
geohydro_allkm_7,2010,65025,42.0
geohydro_allkm_7,2010,65026,10.7
geohydro_allkm_8,2010,65027,0.05
geohydro_allkm_9,2010,65028,1.0
geohydro_allkm_9,2010,65029,0.8
geohydro_allkm_9,2010,65030,0.6
geohydro_allkm_9,2010,65031,0.6
geohydro_allkm_9,2010,65401,3.0
geohydro_allkm_8,2010,65402,3.0
geohydro_allkm_8,2010,65403,10.7
geohydro_allkm_8,2010,65404,10.7
geohydro_allkm_7,2010,65405,10.7
geohydro_allkm_7,2010,65406,10.7
geohydro_allkm_8,2010,65407,3.0
geohydro_allkm_9,2010,65409,1.0
geohydro_allkm_8,2010,65410,0.17
geohydro_allkm_9,2010,65411,0.6
geohydro_allkm_9,2010,65781,3.0
geohydro_allkm_8,2010,65782,3.8
geohydro_allkm_8,2010,65783,3.8
geohydro_allkm_8,2010,65784,3.8
geohydro_allkm_8,2010,65785,5.28
geohydro_allkm_8,2010,65787,2.72
geohydro_allkm_8,2010,65788,1.0
geohydro_allkm_8,2010,65789,0.95
geohydro_allkm_8,2010,65790,1.0
geohydro_allkm_8,2010,65791,0.6
geohydro_allkm_9,2010,65792,0.6
geohydro_allkm_10,2010,66160,3.0
geohydro_allkm_9,2010,66161,3.8
geohydro_allkm_8,2010,66162,3.8
geohydro_allkm_8,2010,66163,12.0
geohydro_allkm_8,2010,66164,34.3
geohydro_allkm_8,2010,66165,12.0
geohydro_allkm_7,2010,66166,14.4
geohydro_allkm_8,2010,66167,0.3
geohydro_allkm_8,2010,66168,8.0
geohydro_allkm_8,2010,66169,1.0
geohydro_allkm_8,2010,66170,1.0
geohydro_allkm_8,2010,66171,0.6
geohydro_allkm_9,2010,66172,0.6
geohydro_allkm_9,2010,66541,3.0
geohydro_allkm_8,2010,66542,3.8
geohydro_allkm_8,2010,66543,4.5
geohydro_allkm_7,2010,66545,8.0
geohydro_allkm_7,2010,66546,14.1
geohydro_allkm_8,2010,66547,8.0
geohydro_allkm_8,2010,66548,5.3
geohydro_allkm_8,2010,66549,1.0
geohydro_allkm_8,2010,66550,0.8
geohydro_allkm_8,2010,66551,0.6
geohydro_allkm_9,2011,31618,10.0
geohydro_allkm_9,2011,33104,13.0
geohydro_allkm_9,2011,33483,13.0
geohydro_allkm_9,2011,33484,13.0
geohydro_allkm_9,2011,34609,1.1
geohydro_allkm_9,2011,34613,0.9
geohydro_allkm_9,2011,34614,0.9
geohydro_allkm_9,2011,34989,1.1
geohydro_allkm_10,2011,35373,0.6
geohydro_allkm_10,2011,35374,0.9
geohydro_allkm_9,2011,36153,12.8
geohydro_allkm_9,2011,36895,4.3
geohydro_allkm_9,2011,37274,7.5
geohydro_allkm_9,2011,37276,7.5
geohydro_allkm_9,2011,37283,8.81
geohydro_allkm_9,2011,37284,8.07
geohydro_allkm_9,2011,37625,9.0
geohydro_allkm_9,2011,37626,9.0
geohydro_allkm_9,2011,37627,19.0
geohydro_allkm_9,2011,37648,0.9
geohydro_allkm_9,2011,37649,5.4
geohydro_allkm_9,2011,37650,0.9
geohydro_allkm_9,2011,37654,6.3
geohydro_allkm_9,2011,37655,10.0
geohydro_allkm_9,2011,37656,7.3
geohydro_allkm_9,2011,37657,0.9
geohydro_allkm_9,2011,37663,25.72
geohydro_allkm_9,2011,37664,13.41
geohydro_allkm_9,2011,38005,9.0
geohydro_allkm_8,2011,38006,50.0
geohydro_allkm_8,2011,38007,50.0
geohydro_allkm_8,2011,38008,50.0
geohydro_allkm_9,2011,38009,19.0
geohydro_allkm_9,2011,38028,9.0
geohydro_allkm_9,2011,38029,10.0
geohydro_allkm_9,2011,38030,5.4
geohydro_allkm_9,2011,38036,1.3
geohydro_allkm_10,2011,38037,1.2
geohydro_allkm_9,2011,38385,40.0
geohydro_allkm_8,2011,38386,60.0
geohydro_allkm_7,2011,38387,65.0
geohydro_allkm_8,2011,38388,60.0
geohydro_allkm_9,2011,38389,25.0
geohydro_allkm_9,2011,38408,10.0
geohydro_allkm_9,2011,38410,10.0
geohydro_allkm_9,2011,38416,1.3
geohydro_allkm_10,2011,38417,10.1
geohydro_allkm_10,2011,38418,10.1
geohydro_allkm_9,2011,38765,45.0
geohydro_allkm_8,2011,38766,60.0
geohydro_allkm_8,2011,38767,68.0
geohydro_allkm_9,2011,38768,60.0
geohydro_allkm_9,2011,38769,26.0
geohydro_allkm_10,2011,38787,3.7
geohydro_allkm_9,2011,38788,10.0
geohydro_allkm_9,2011,38789,10.9
geohydro_allkm_9,2011,38790,5.4
geohydro_allkm_9,2011,38794,1.2
geohydro_allkm_9,2011,38795,1.3
geohydro_allkm_9,2011,38796,1.3
geohydro_allkm_9,2011,38797,10.1
geohydro_allkm_9,2011,38798,10.1
geohydro_allkm_9,2011,39145,40.0
geohydro_allkm_8,2011,39146,50.0
geohydro_allkm_8,2011,39147,51.0
geohydro_allkm_9,2011,39148,45.0
geohydro_allkm_9,2011,39149,12.2
geohydro_allkm_9,2011,39169,5.4
geohydro_allkm_10,2011,39172,0.4
geohydro_allkm_9,2011,39174,0.8
geohydro_allkm_9,2011,39175,1.1
geohydro_allkm_9,2011,39176,0.9
geohydro_allkm_9,2011,39526,25.0
geohydro_allkm_9,2011,39527,40.0
geohydro_allkm_9,2011,39528,12.2
geohydro_allkm_10,2011,39551,0.4
geohydro_allkm_9,2011,39556,10.1
geohydro_allkm_9,2011,39557,10.1
geohydro_allkm_9,2011,40313,0.1
geohydro_allkm_9,2011,44870,3.3
geohydro_allkm_9,2011,44871,3.3
geohydro_allkm_10,2011,44872,3.3
geohydro_allkm_10,2011,45249,1.32
geohydro_allkm_9,2011,45250,4.2
geohydro_allkm_9,2011,45251,3.8
geohydro_allkm_9,2011,45252,3.3
geohydro_allkm_10,2011,45629,3.3
geohydro_allkm_8,2011,45631,4.6
geohydro_allkm_9,2011,45632,1.98
geohydro_allkm_9,2011,45675,23.0
geohydro_allkm_9,2011,46010,0.89
geohydro_allkm_9,2011,46011,2.41
geohydro_allkm_9,2011,46012,3.3
geohydro_allkm_10,2011,46055,8.7
geohydro_allkm_9,2011,47192,11.0
geohydro_allkm_9,2011,51713,23.4
geohydro_allkm_8,2011,51714,22.49
geohydro_allkm_8,2011,51715,4.21
geohydro_allkm_9,2011,51716,22.5
geohydro_allkm_9,2011,52093,20.95
geohydro_allkm_8,2011,52094,13.31
geohydro_allkm_8,2011,52095,12.99
geohydro_allkm_9,2011,52096,26.9
geohydro_allkm_10,2011,52472,0.53
geohydro_allkm_9,2011,52473,6.05
geohydro_allkm_8,2011,52474,3.7
geohydro_allkm_9,2011,52477,21.8
geohydro_allkm_9,2011,52853,14.21
geohydro_allkm_9,2011,52854,27.5
geohydro_allkm_9,2011,53233,8.74
geohydro_allkm_9,2011,53234,0.02
geohydro_allkm_7,2011,63883,4.0
geohydro_allkm_7,2011,63884,10.0
geohydro_allkm_7,2011,63885,9.0
geohydro_allkm_8,2011,63886,0.6
geohydro_allkm_8,2011,63887,0.6
geohydro_allkm_7,2011,64263,29.0
geohydro_allkm_7,2011,64264,49.0
geohydro_allkm_9,2011,64267,0.6
geohydro_allkm_9,2011,64268,0.6
geohydro_allkm_9,2011,64269,0.6
geohydro_allkm_8,2011,64642,2.1
geohydro_allkm_8,2011,64643,44.0
geohydro_allkm_7,2011,64644,50.0
geohydro_allkm_7,2011,64645,46.0
geohydro_allkm_7,2011,64646,10.0
geohydro_allkm_9,2011,64647,0.9
geohydro_allkm_9,2011,64648,0.43
geohydro_allkm_9,2011,64649,0.6
geohydro_allkm_8,2011,65021,0.6
geohydro_allkm_8,2011,65022,3.0
geohydro_allkm_8,2011,65023,17.0
geohydro_allkm_7,2011,65024,42.0
geohydro_allkm_7,2011,65025,42.0
geohydro_allkm_7,2011,65026,10.7
geohydro_allkm_8,2011,65027,0.05
geohydro_allkm_9,2011,65028,1.0
geohydro_allkm_9,2011,65029,0.8
geohydro_allkm_9,2011,65030,0.6
geohydro_allkm_9,2011,65031,0.6
geohydro_allkm_9,2011,65401,3.0
geohydro_allkm_8,2011,65402,3.0
geohydro_allkm_8,2011,65403,10.7
geohydro_allkm_8,2011,65404,10.7
geohydro_allkm_7,2011,65405,10.7
geohydro_allkm_7,2011,65406,10.7
geohydro_allkm_8,2011,65407,3.0
geohydro_allkm_9,2011,65409,1.0
geohydro_allkm_8,2011,65410,0.17
geohydro_allkm_9,2011,65411,0.6
geohydro_allkm_9,2011,65781,3.0
geohydro_allkm_8,2011,65782,3.8
geohydro_allkm_8,2011,65783,3.8
geohydro_allkm_8,2011,65784,3.8
geohydro_allkm_8,2011,65785,5.28
geohydro_allkm_8,2011,65787,2.72
geohydro_allkm_8,2011,65788,1.0
geohydro_allkm_8,2011,65789,0.95
geohydro_allkm_8,2011,65790,1.0
geohydro_allkm_8,2011,65791,0.6
geohydro_allkm_9,2011,65792,0.6
geohydro_allkm_10,2011,66160,3.0
geohydro_allkm_9,2011,66161,3.8
geohydro_allkm_8,2011,66162,3.8
geohydro_allkm_8,2011,66163,12.0
geohydro_allkm_8,2011,66164,34.3
geohydro_allkm_8,2011,66165,12.0
geohydro_allkm_7,2011,66166,14.4
geohydro_allkm_8,2011,66167,0.3
geohydro_allkm_8,2011,66168,8.0
geohydro_allkm_8,2011,66169,1.0
geohydro_allkm_8,2011,66170,1.0
geohydro_allkm_8,2011,66171,0.6
geohydro_allkm_9,2011,66172,0.6
geohydro_allkm_9,2011,66541,3.0
geohydro_allkm_8,2011,66542,3.8
geohydro_allkm_8,2011,66543,4.5
geohydro_allkm_7,2011,66545,8.0
geohydro_allkm_7,2011,66546,14.1
geohydro_allkm_8,2011,66547,8.0
geohydro_allkm_8,2011,66548,5.3
geohydro_allkm_8,2011,66549,1.0
geohydro_allkm_8,2011,66550,0.8
geohydro_allkm_8,2011,66551,0.6
geohydro_allkm_9,2012,31618,10.0
geohydro_allkm_9,2012,33104,13.0
geohydro_allkm_9,2012,33483,13.0
geohydro_allkm_9,2012,33484,13.0
geohydro_allkm_9,2012,34609,1.1
geohydro_allkm_9,2012,34989,1.1
geohydro_allkm_9,2012,36153,12.8
geohydro_allkm_9,2012,36895,4.3
geohydro_allkm_9,2012,37274,7.5
geohydro_allkm_9,2012,37276,7.5
geohydro_allkm_9,2012,37283,8.81
geohydro_allkm_9,2012,37284,8.07
geohydro_allkm_9,2012,37625,9.0
geohydro_allkm_9,2012,37626,9.0
geohydro_allkm_9,2012,37627,19.0
geohydro_allkm_9,2012,37648,0.9
geohydro_allkm_9,2012,37649,5.4
geohydro_allkm_9,2012,37650,0.9
geohydro_allkm_9,2012,37654,6.3
geohydro_allkm_9,2012,37655,10.0
geohydro_allkm_9,2012,37656,7.3
geohydro_allkm_9,2012,37657,0.9
geohydro_allkm_9,2012,37663,25.72
geohydro_allkm_9,2012,37664,13.41
geohydro_allkm_9,2012,38005,9.0
geohydro_allkm_8,2012,38006,50.0
geohydro_allkm_8,2012,38007,50.0
geohydro_allkm_8,2012,38008,50.0
geohydro_allkm_9,2012,38009,19.0
geohydro_allkm_9,2012,38028,9.0
geohydro_allkm_9,2012,38029,10.0
geohydro_allkm_9,2012,38030,5.4
geohydro_allkm_9,2012,38036,1.3
geohydro_allkm_10,2012,38037,1.2
geohydro_allkm_9,2012,38385,40.0
geohydro_allkm_8,2012,38386,60.0
geohydro_allkm_7,2012,38387,65.0
geohydro_allkm_8,2012,38388,60.0
geohydro_allkm_9,2012,38389,25.0
geohydro_allkm_9,2012,38408,10.0
geohydro_allkm_9,2012,38410,10.0
geohydro_allkm_9,2012,38416,1.3
geohydro_allkm_10,2012,38417,10.1
geohydro_allkm_10,2012,38418,10.1
geohydro_allkm_9,2012,38765,45.0
geohydro_allkm_8,2012,38766,60.0
geohydro_allkm_8,2012,38767,68.0
geohydro_allkm_9,2012,38768,60.0
geohydro_allkm_9,2012,38769,26.0
geohydro_allkm_10,2012,38787,3.7
geohydro_allkm_9,2012,38788,10.0
geohydro_allkm_9,2012,38789,10.9
geohydro_allkm_9,2012,38790,5.4
geohydro_allkm_9,2012,38794,1.2
geohydro_allkm_9,2012,38795,1.3
geohydro_allkm_9,2012,38796,1.3
geohydro_allkm_9,2012,38797,10.1
geohydro_allkm_9,2012,38798,10.1
geohydro_allkm_9,2012,39145,40.0
geohydro_allkm_8,2012,39146,50.0
geohydro_allkm_8,2012,39147,51.0
geohydro_allkm_9,2012,39148,45.0
geohydro_allkm_9,2012,39149,12.2
geohydro_allkm_9,2012,39169,5.4
geohydro_allkm_10,2012,39172,0.4
geohydro_allkm_9,2012,39174,0.8
geohydro_allkm_9,2012,39175,1.1
geohydro_allkm_9,2012,39176,0.9
geohydro_allkm_9,2012,39526,25.0
geohydro_allkm_9,2012,39527,40.0
geohydro_allkm_9,2012,39528,12.2
geohydro_allkm_10,2012,39551,0.4
geohydro_allkm_9,2012,39556,10.1
geohydro_allkm_9,2012,39557,10.1
geohydro_allkm_9,2012,40313,0.1
geohydro_allkm_9,2012,44870,3.3
geohydro_allkm_9,2012,44871,3.3
geohydro_allkm_10,2012,44872,3.3
geohydro_allkm_10,2012,45249,1.32
geohydro_allkm_9,2012,45250,4.2
geohydro_allkm_9,2012,45251,3.8
geohydro_allkm_9,2012,45252,3.3
geohydro_allkm_10,2012,45629,3.3
geohydro_allkm_8,2012,45631,4.6
geohydro_allkm_9,2012,45632,1.98
geohydro_allkm_9,2012,45675,23.0
geohydro_allkm_9,2012,46010,0.89
geohydro_allkm_9,2012,46011,2.41
geohydro_allkm_9,2012,46012,3.3
geohydro_allkm_10,2012,46055,8.7
geohydro_allkm_9,2012,47192,11.0
geohydro_allkm_9,2012,51713,23.4
geohydro_allkm_8,2012,51714,22.49
geohydro_allkm_8,2012,51715,4.21
geohydro_allkm_9,2012,51716,22.5
geohydro_allkm_9,2012,52093,20.95
geohydro_allkm_8,2012,52094,13.31
geohydro_allkm_8,2012,52095,12.99
geohydro_allkm_9,2012,52096,26.9
geohydro_allkm_10,2012,52472,0.53
geohydro_allkm_9,2012,52473,6.05
geohydro_allkm_8,2012,52474,3.7
geohydro_allkm_9,2012,52477,21.8
geohydro_allkm_9,2012,52853,14.21
geohydro_allkm_9,2012,52854,27.5
geohydro_allkm_9,2012,53233,8.74
geohydro_allkm_9,2012,53234,0.02
geohydro_allkm_7,2012,63883,4.0
geohydro_allkm_7,2012,63884,10.0
geohydro_allkm_7,2012,63885,9.0
geohydro_allkm_8,2012,63886,0.6
geohydro_allkm_8,2012,63887,0.6
geohydro_allkm_7,2012,64263,29.0
geohydro_allkm_7,2012,64264,49.0
geohydro_allkm_9,2012,64267,0.6
geohydro_allkm_9,2012,64268,0.6
geohydro_allkm_9,2012,64269,0.6
geohydro_allkm_8,2012,64642,2.1
geohydro_allkm_8,2012,64643,44.0
geohydro_allkm_7,2012,64644,50.0
geohydro_allkm_7,2012,64645,46.0
geohydro_allkm_7,2012,64646,10.0
geohydro_allkm_9,2012,64647,0.9
geohydro_allkm_9,2012,64648,0.43
geohydro_allkm_9,2012,64649,0.6
geohydro_allkm_8,2012,65021,0.6
geohydro_allkm_8,2012,65022,3.0
geohydro_allkm_8,2012,65023,17.0
geohydro_allkm_7,2012,65024,42.0
geohydro_allkm_7,2012,65025,42.0
geohydro_allkm_7,2012,65026,10.7
geohydro_allkm_8,2012,65027,0.05
geohydro_allkm_9,2012,65028,1.0
geohydro_allkm_9,2012,65029,0.8
geohydro_allkm_9,2012,65030,0.6
geohydro_allkm_9,2012,65031,0.6
geohydro_allkm_9,2012,65401,3.0
geohydro_allkm_8,2012,65402,3.0
geohydro_allkm_8,2012,65403,10.7
geohydro_allkm_8,2012,65404,10.7
geohydro_allkm_7,2012,65405,10.7
geohydro_allkm_7,2012,65406,10.7
geohydro_allkm_8,2012,65407,3.0
geohydro_allkm_9,2012,65409,1.0
geohydro_allkm_8,2012,65410,0.17
geohydro_allkm_9,2012,65411,0.6
geohydro_allkm_9,2012,65781,3.0
geohydro_allkm_8,2012,65782,3.8
geohydro_allkm_8,2012,65783,3.8
geohydro_allkm_8,2012,65784,3.8
geohydro_allkm_8,2012,65785,5.28
geohydro_allkm_8,2012,65787,2.72
geohydro_allkm_8,2012,65788,1.0
geohydro_allkm_8,2012,65789,0.95
geohydro_allkm_8,2012,65790,1.0
geohydro_allkm_8,2012,65791,0.6
geohydro_allkm_9,2012,65792,0.6
geohydro_allkm_10,2012,66160,3.0
geohydro_allkm_9,2012,66161,3.8
geohydro_allkm_8,2012,66162,3.8
geohydro_allkm_8,2012,66163,12.0
geohydro_allkm_8,2012,66164,34.3
geohydro_allkm_8,2012,66165,12.0
geohydro_allkm_7,2012,66166,14.4
geohydro_allkm_8,2012,66167,0.3
geohydro_allkm_8,2012,66168,8.0
geohydro_allkm_8,2012,66169,1.0
geohydro_allkm_8,2012,66170,1.0
geohydro_allkm_8,2012,66171,0.6
geohydro_allkm_9,2012,66172,0.6
geohydro_allkm_9,2012,66541,3.0
geohydro_allkm_8,2012,66542,3.8
geohydro_allkm_8,2012,66543,4.5
geohydro_allkm_7,2012,66545,8.0
geohydro_allkm_7,2012,66546,14.1
geohydro_allkm_8,2012,66547,8.0
geohydro_allkm_8,2012,66548,5.3
geohydro_allkm_8,2012,66549,1.0
geohydro_allkm_8,2012,66550,0.8
geohydro_allkm_8,2012,66551,0.6
geohydro_allkm_9,2013,31618,10.0
geohydro_allkm_9,2013,33104,13.0
geohydro_allkm_9,2013,33483,13.0
geohydro_allkm_9,2013,33484,13.0
geohydro_allkm_9,2013,34609,1.1
geohydro_allkm_9,2013,34989,1.1
geohydro_allkm_9,2013,36153,12.8
geohydro_allkm_9,2013,36895,4.3
geohydro_allkm_9,2013,37274,7.5
geohydro_allkm_9,2013,37276,7.5
geohydro_allkm_9,2013,37283,8.81
geohydro_allkm_9,2013,37284,8.07
geohydro_allkm_9,2013,37625,9.0
geohydro_allkm_9,2013,37626,9.0
geohydro_allkm_9,2013,37627,19.0
geohydro_allkm_9,2013,37648,0.9
geohydro_allkm_9,2013,37649,5.4
geohydro_allkm_9,2013,37650,0.9
geohydro_allkm_9,2013,37654,6.3
geohydro_allkm_9,2013,37655,10.0
geohydro_allkm_9,2013,37656,7.3
geohydro_allkm_9,2013,37657,0.9
geohydro_allkm_9,2013,37663,25.72
geohydro_allkm_9,2013,37664,13.41
geohydro_allkm_9,2013,38005,9.0
geohydro_allkm_8,2013,38006,50.0
geohydro_allkm_8,2013,38007,50.0
geohydro_allkm_8,2013,38008,50.0
geohydro_allkm_9,2013,38009,19.0
geohydro_allkm_9,2013,38028,9.0
geohydro_allkm_9,2013,38029,10.0
geohydro_allkm_9,2013,38030,5.4
geohydro_allkm_9,2013,38036,1.3
geohydro_allkm_10,2013,38037,1.2
geohydro_allkm_9,2013,38385,40.0
geohydro_allkm_8,2013,38386,60.0
geohydro_allkm_7,2013,38387,65.0
geohydro_allkm_8,2013,38388,60.0
geohydro_allkm_9,2013,38389,25.0
geohydro_allkm_9,2013,38408,10.0
geohydro_allkm_9,2013,38410,10.0
geohydro_allkm_9,2013,38416,1.3
geohydro_allkm_10,2013,38417,10.1
geohydro_allkm_10,2013,38418,10.1
geohydro_allkm_9,2013,38765,45.0
geohydro_allkm_8,2013,38766,60.0
geohydro_allkm_8,2013,38767,68.0
geohydro_allkm_9,2013,38768,60.0
geohydro_allkm_9,2013,38769,26.0
geohydro_allkm_10,2013,38787,3.7
geohydro_allkm_9,2013,38788,10.0
geohydro_allkm_9,2013,38789,10.9
geohydro_allkm_9,2013,38790,5.4
geohydro_allkm_9,2013,38794,1.2
geohydro_allkm_9,2013,38795,1.3
geohydro_allkm_9,2013,38796,1.3
geohydro_allkm_9,2013,38797,10.1
geohydro_allkm_9,2013,38798,10.1
geohydro_allkm_9,2013,39145,40.0
geohydro_allkm_8,2013,39146,50.0
geohydro_allkm_8,2013,39147,51.0
geohydro_allkm_9,2013,39148,45.0
geohydro_allkm_9,2013,39149,12.2
geohydro_allkm_9,2013,39169,5.4
geohydro_allkm_10,2013,39172,0.4
geohydro_allkm_9,2013,39174,0.8
geohydro_allkm_9,2013,39175,1.1
geohydro_allkm_9,2013,39176,0.9
geohydro_allkm_9,2013,39526,25.0
geohydro_allkm_9,2013,39527,40.0
geohydro_allkm_9,2013,39528,12.2
geohydro_allkm_10,2013,39551,0.4
geohydro_allkm_9,2013,39556,10.1
geohydro_allkm_9,2013,39557,10.1
geohydro_allkm_9,2013,40313,0.1
geohydro_allkm_9,2013,44870,3.3
geohydro_allkm_9,2013,44871,3.3
geohydro_allkm_10,2013,44872,3.3
geohydro_allkm_10,2013,45249,1.32
geohydro_allkm_9,2013,45250,4.2
geohydro_allkm_9,2013,45251,3.8
geohydro_allkm_9,2013,45252,3.3
geohydro_allkm_10,2013,45629,3.3
geohydro_allkm_8,2013,45631,4.6
geohydro_allkm_9,2013,45632,1.98
geohydro_allkm_9,2013,45675,23.0
geohydro_allkm_9,2013,46010,0.89
geohydro_allkm_9,2013,46011,2.41
geohydro_allkm_9,2013,46012,3.3
geohydro_allkm_10,2013,46055,8.7
geohydro_allkm_9,2013,47192,11.0
geohydro_allkm_9,2013,51713,23.4
geohydro_allkm_8,2013,51714,22.49
geohydro_allkm_8,2013,51715,4.21
geohydro_allkm_9,2013,51716,22.5
geohydro_allkm_9,2013,52093,20.95
geohydro_allkm_8,2013,52094,13.31
geohydro_allkm_8,2013,52095,12.99
geohydro_allkm_9,2013,52096,26.9
geohydro_allkm_10,2013,52472,0.53
geohydro_allkm_9,2013,52473,6.05
geohydro_allkm_8,2013,52474,3.7
geohydro_allkm_9,2013,52477,21.8
geohydro_allkm_9,2013,52853,14.21
geohydro_allkm_9,2013,52854,27.5
geohydro_allkm_9,2013,53233,8.74
geohydro_allkm_9,2013,53234,0.02
geohydro_allkm_7,2013,63883,4.0
geohydro_allkm_7,2013,63884,10.0
geohydro_allkm_7,2013,63885,9.0
geohydro_allkm_8,2013,63886,0.6
geohydro_allkm_8,2013,63887,0.6
geohydro_allkm_7,2013,64263,29.0
geohydro_allkm_7,2013,64264,49.0
geohydro_allkm_9,2013,64267,0.6
geohydro_allkm_9,2013,64268,0.6
