region,year,capacity
p10,2010,3.476
p101,2010,13.7
p102,2010,10.0
p112,2010,10.0
p114,2010,1.1
p122,2010,2.9
p123,2010,1.4
p126,2010,9.5
p13,2010,44.524
p28,2010,3.5
p29,2010,1.4
p30,2010,2.1
p31,2010,30.6
p33,2010,0.9
p34,2010,19.0
p65,2010,13.5
p9,2010,20.4
p97,2010,7.2
p10,2011,11.6
p101,2011,19.0
p106,2011,2.0
p11,2011,6.8
p112,2011,8.0
p122,2011,8.6
p123,2011,6.1
p125,2011,12.5
p126,2011,130.6
p127,2011,2.5
p128,2011,33.5
p129,2011,3.5
p131,2011,2.7
p27,2011,1.5
p28,2011,84.2
p30,2011,7.4
p31,2011,48.9
p33,2011,3.4
p34,2011,40.5
p47,2011,51.9
p5,2011,2.6
p64,2011,30.0
p9,2011,121.6
p94,2011,0.6
p97,2011,14.9
p98,2011,7.5
p10,2012,254.5
p101,2012,3.5
p105,2012,7.5
p11,2012,1.0
p112,2012,9.3
p113,2012,1.5
p115,2012,1.3
p12,2012,21.8
p121,2012,13.7
p122,2012,18.2
p123,2012,9.3
p125,2012,11.8
p126,2012,54.2
p127,2012,1.5
p128,2012,5.0
p129,2012,5.8
p13,2012,164.0
p131,2012,24.5
p25,2012,1.3
p27,2012,9.0
p28,2012,433.5
p30,2012,34.5
p31,2012,33.0
p33,2012,1.8
p34,2012,31.0
p5,2012,1.7
p65,2012,30.4
p7,2012,6.4
p80,2012,22.6
p9,2012,174.6
p92,2012,11.8
p94,2012,1.0
p97,2012,22.0
p98,2012,71.4
p10,2013,1139.534
p105,2013,24.0
p106,2013,10.0
p107,2013,8.6
p11,2013,40.766
p113,2013,1.8
p121,2013,20.9
p122,2013,14.3
p123,2013,6.0
p125,2013,3.9
p126,2013,22.3
p127,2013,2.0
p129,2013,8.4
p13,2013,33.3
p130,2013,3.0
p131,2013,61.1
p132,2013,5.0
p28,2013,156.6
p30,2013,38.0
p31,2013,27.4
p33,2013,1.0
p44,2013,1.7
p47,2013,1.4
p61,2013,10.0
p79,2013,1.0
p9,2013,602.7
p94,2013,58.9
p96,2013,2.5
p97,2013,37.0
p98,2013,145.4
p10,2014,1688.8
p105,2014,7.49
p106,2014,25.81
p107,2014,8.5
p11,2014,7.3
p111,2014,2.6
p121,2014,1.7
p123,2014,2.7
p126,2014,40.9
p127,2014,7.6
p129,2014,20.0
p13,2014,247.5
p131,2014,99.2
p132,2014,6.0
p133,2014,3.5
p28,2014,134.6
p29,2014,8.3
p30,2014,48.6
p31,2014,59.8
p33,2014,4.7
p5,2014,1.2
p55,2014,7.7
p59,2014,10.3
p6,2014,1.7
p61,2014,39.6
p65,2014,4.4
p72,2014,4.5
p80,2014,0.3
p9,2014,318.8
p92,2014,31.6
p94,2014,12.1
p97,2014,51.4
p98,2014,320.3
p99,2014,4.9
p10,2015,812.3
p101,2015,9.5
p103,2015,2.0
p105,2015,14.7
p106,2015,7.5
p107,2015,12.3
p11,2015,14.9
p111,2015,2.1
p112,2015,3.0
p121,2015,7.1
p123,2015,37.3
p125,2015,1.2
p126,2015,63.6
p127,2015,17.0
p128,2015,7.0
p13,2015,216.4
p131,2015,31.22
p132,2015,3.3
p25,2015,165.1
p27,2015,4.4
p28,2015,107.8
p31,2015,60.0
p33,2015,11.9
p34,2015,54.0
p43,2015,2.3
p50,2015,2.5
p52,2015,1.2
p54,2015,2.8
p6,2015,5.0
p61,2015,30.2
p63,2015,2.0
p64,2015,1.6
p65,2015,105.5
p71,2015,2.8
p81,2015,0.9
p83,2015,4.7
p85,2015,12.0
p9,2015,272.8
p94,2015,175.5
p95,2015,6.9
p97,2015,112.7
p98,2015,763.5
p10,2016,1675.213
p101,2016,19.0
p102,2016,0.8
p103,2016,4.4
p104,2016,5.6
p105,2016,15.5
p107,2016,16.7
p109,2016,10.0
p11,2016,8.487
p111,2016,2.8
p112,2016,1.7
p121,2016,11.0
p122,2016,5.0
p123,2016,36.2
p124,2016,80.0
p126,2016,94.6
p127,2016,25.7
p128,2016,9.5
p129,2016,24.7
p13,2016,628.1
p131,2016,66.5
p132,2016,10.7
p15,2016,120.0
p25,2016,689.4
p27,2016,10.0
p28,2016,350.0
p30,2016,18.5
p33,2016,66.8
p34,2016,160.0
p38,2016,3.3
p41,2016,4.0
p43,2016,232.0
p44,2016,3.0
p47,2016,164.4
p5,2016,23.5
p54,2016,5.8
p56,2016,1.0
p60,2016,100.0
p61,2016,157.5
p63,2016,5.0
p65,2016,1.0
p68,2016,22.8
p69,2016,2.3
p7,2016,57.5
p70,2016,1.8
p73,2016,5.6
p74,2016,1.1
p78,2016,2.1
p83,2016,2.0
p88,2016,3.1
p89,2016,75.0
p9,2016,206.8
p92,2016,24.0
p94,2016,694.2
p96,2016,16.8
p97,2016,198.2
p98,2016,563.7
p99,2016,28.6
p10,2017,405.9
p100,2017,12.5
p101,2017,69.6
p103,2017,61.5
p105,2017,15.9
p107,2017,20.3
p109,2017,16.1
p11,2017,25.6
p111,2017,20.0
p112,2017,4.9
p118,2017,3.0
p12,2017,75.6
p121,2017,1.2
p123,2017,3.8
p125,2017,1.2
p126,2017,52.7
p127,2017,37.1
p128,2017,9.0
p129,2017,8.5
p13,2017,229.0
p130,2017,3.0
p131,2017,97.7
p132,2017,4.7
p134,2017,15.5
p15,2017,80.0
p16,2017,40.0
p18,2017,14.0
p20,2017,3.0
p25,2017,1.3
p27,2017,4.4
p28,2017,95.4
p30,2017,1.3
p31,2017,40.0
p33,2017,30.7
p34,2017,9.4
p40,2017,9.4
p43,2017,130.3
p44,2017,81.5
p46,2017,10.7
p47,2017,5.0
p5,2017,83.5
p50,2017,18.0
p53,2017,3.0
p54,2017,8.0
p55,2017,7.9
p56,2017,5.0
p59,2017,3.0
p6,2017,30.8
p60,2017,100.0
p61,2017,334.5
p62,2017,150.0
p63,2017,78.1
p64,2017,1.5
p68,2017,38.6
p7,2017,10.0
p70,2017,4.7
p76,2017,1.5
p77,2017,3.1
p84,2017,2.5
p85,2017,1.0
p87,2017,157.5
p9,2017,446.6
p90,2017,98.7
p91,2017,120.0
p92,2017,16.0
p94,2017,5.9
p96,2017,236.3
p97,2017,205.3
p98,2017,782.8
p99,2017,254.2
p10,2018,650.3
p101,2018,581.1
p102,2018,298.0
p103,2018,25.2
p105,2018,7.8
p107,2018,9.4
p11,2018,4.7
p111,2018,3.7
p112,2018,8.6
p113,2018,1.8
p119,2018,1.5
p12,2018,20.0
p122,2018,5.0
p123,2018,100.9
p125,2018,2.6
p126,2018,72.1
p127,2018,110.7
p128,2018,24.9
p129,2018,28.8
p13,2018,3.1
p131,2018,63.9
p132,2018,56.3
p21,2018,92.0
p25,2018,2.0
p27,2018,55.0
p28,2018,1.4
p3,2018,19.2
p31,2018,39.0
p33,2018,64.5
p34,2018,6.0
p41,2018,2.3
p43,2018,175.2
p44,2018,20.3
p46,2018,3.4
p5,2018,50.4
p50,2018,10.0
p54,2018,8.5
p55,2018,2.5
p59,2018,2.0
p6,2018,27.9
p60,2018,50.0
p61,2018,366.0
p63,2018,40.0
p64,2018,12.6
p67,2018,10.0
p68,2018,33.2
p72,2018,2.5
p8,2018,10.4
p85,2018,81.0
p89,2018,14.7
p9,2018,291.5
p92,2018,88.9
p94,2018,42.0
p95,2018,2.0
p96,2018,89.4
p97,2018,118.7
p98,2018,605.8
p99,2018,49.8
p10,2019,585.4
p101,2019,469.4
p102,2019,149.0
p103,2019,1.8
p105,2019,19.6
p107,2019,6.5
p109,2019,1.3
p111,2019,6.3
p112,2019,1.9
p113,2019,12.6
p119,2019,13.5
p12,2019,120.8
p121,2019,2.0
p122,2019,10.6
p123,2019,28.3
p125,2019,3.0
p126,2019,80.1
p127,2019,199.0
p128,2019,20.0
p129,2019,2.2
p13,2019,300.0
p130,2019,2.4
p131,2019,47.2
p132,2019,42.4
p133,2019,64.1
p26,2019,57.6
p28,2019,29.8
p30,2019,2.4
p31,2019,109.7
p33,2019,33.0
p34,2019,37.0
p40,2019,0.3
p41,2019,5.0
p43,2019,116.6
p44,2019,10.0
p45,2019,3.0
p46,2019,9.6
p5,2019,15.1
p53,2019,6.0
p56,2019,2.2
p58,2019,23.4
p6,2019,5.6
p61,2019,100.0
p62,2019,350.0
p63,2019,5.0
p64,2019,7.5
p65,2019,34.5
p68,2019,23.5
p7,2019,67.2
p70,2019,1.6
p72,2019,1.6
p76,2019,4.0
p77,2019,5.0
p8,2019,7.6
p80,2019,1.6
p81,2019,1.3
p87,2019,57.5
p9,2019,369.6
p92,2019,2.3
p94,2019,443.0
p95,2019,7.0
p96,2019,296.1
p97,2019,36.3
p98,2019,468.4
p99,2019,168.1
p10,2020,888.0
p101,2020,1267.2
p102,2020,223.5
p103,2020,108.0
p105,2020,14.6
p107,2020,18.5
p11,2020,1.0
p112,2020,2.6
p12,2020,60.0
p120,2020,55.0
p121,2020,15.8
p122,2020,20.0
p123,2020,23.9
p126,2020,83.8
p127,2020,158.0
p129,2020,2.2
p13,2020,100.0
p131,2020,45.2
p132,2020,30.4
p133,2020,9.5
p134,2020,49.4
p25,2020,279.0
p28,2020,292.5
p31,2020,62.1
p33,2020,11.4
p34,2020,68.0
p39,2020,4.4
p42,2020,6.0
p43,2020,81.2
p44,2020,7.0
p5,2020,69.0
p50,2020,10.0
p52,2020,20.0
p56,2020,1.5
