region,year,capacity
p32015,2010,5.0
p32027,2010,10.6
p32005,2011,0.4
p32015,2011,1.3
p32019,2011,1.2
p06025,2012,49.9
p32001,2012,2.5
p32007,2012,21.4
p32015,2012,34.6
p32031,2012,6.0
p41045,2012,17.7
p32001,2013,30.0
p35023,2013,1.6
p49001,2013,39.0
p32021,2014,14.8
p32015,2015,32.0
p32021,2015,16.2
p41037,2015,1.8
p32001,2017,24.4
p06025,2018,12.5
p32001,2018,10.0
p32019,2018,6.4
p35023,2018,7.0
p32001,2019,20.0
p06025,2020,10.7
p32031,2020,17.1
p32510,2020,4.0
p06051,2022,17.0
p06071,2022,28.1
p32001,2022,17.0
p32027,2022,22.0
p32031,2023,25.0
