*tech,region,sc_point_gid,year,capacity
geohydro_allkm_9,p16,31618,2010,10.0
geohydro_allkm_9,p12,33104,2010,13.0
geohydro_allkm_9,p12,33483,2010,13.0
geohydro_allkm_9,p12,33484,2010,13.0
geohydro_allkm_9,p8,34609,2010,1.1
geohydro_allkm_9,p12,34613,2010,0.9
geohydro_allkm_9,p12,34614,2010,0.9
geohydro_allkm_9,p8,34989,2010,1.1
geohydro_allkm_10,p12,35373,2010,0.6
geohydro_allkm_10,p12,35374,2010,0.9
geohydro_allkm_9,p13,36153,2010,12.8
geohydro_allkm_9,p12,36895,2010,4.3
geohydro_allkm_9,p9,37246,2010,9.0
geohydro_allkm_9,p9,37247,2010,9.0
geohydro_allkm_9,p12,37274,2010,7.5
geohydro_allkm_9,p12,37276,2010,7.5
geohydro_allkm_9,p9,37625,2010,19.0
geohydro_allkm_9,p9,37626,2010,45.0
geohydro_allkm_9,p9,37627,2010,50.0
geohydro_allkm_9,p9,37628,2010,40.0
geohydro_allkm_9,p9,37629,2010,19.0
geohydro_allkm_9,p12,37648,2010,0.9
geohydro_allkm_9,p12,37649,2010,5.4
geohydro_allkm_9,p12,37654,2010,6.3
geohydro_allkm_9,p12,37655,2010,10.0
geohydro_allkm_9,p12,37656,2010,7.3
geohydro_allkm_9,p12,37657,2010,0.9
geohydro_allkm_9,p12,37663,2010,56.0
geohydro_allkm_9,p9,38004,2010,9.0
geohydro_allkm_9,p9,38005,2010,45.0
geohydro_allkm_8,p9,38006,2010,60.0
geohydro_allkm_8,p9,38007,2010,60.0
geohydro_allkm_8,p9,38008,2010,51.0
geohydro_allkm_9,p9,38009,2010,40.0
geohydro_allkm_10,p9,38010,2010,12.2
geohydro_allkm_9,p12,38028,2010,9.0
geohydro_allkm_9,p12,38029,2010,10.0
geohydro_allkm_9,p12,38030,2010,5.4
geohydro_allkm_9,p12,38036,2010,1.3
geohydro_allkm_10,p12,38037,2010,1.2
geohydro_allkm_7,p9,38387,2010,65.0
geohydro_allkm_8,p9,38388,2010,60.0
geohydro_allkm_9,p9,38389,2010,50.0
geohydro_allkm_10,p9,38390,2010,24.627
geohydro_allkm_10,p9,38407,2010,3.7
geohydro_allkm_9,p12,38408,2010,10.0
geohydro_allkm_9,p12,38410,2010,10.0
geohydro_allkm_9,p12,38416,2010,1.3
geohydro_allkm_9,p12,38417,2010,10.1
geohydro_allkm_10,p12,38418,2010,10.1
geohydro_allkm_8,p9,38767,2010,68.0
geohydro_allkm_9,p9,38768,2010,60.0
geohydro_allkm_9,p9,38769,2010,50.0
geohydro_allkm_10,p9,38770,2010,0.373
geohydro_allkm_10,p12,38787,2010,0.9
geohydro_allkm_9,p12,38788,2010,10.0
geohydro_allkm_9,p12,38789,2010,10.9
geohydro_allkm_9,p12,38790,2010,5.4
geohydro_allkm_9,p12,38794,2010,1.2
geohydro_allkm_9,p12,38795,2010,1.3
geohydro_allkm_9,p12,38796,2010,1.3
geohydro_allkm_9,p12,38797,2010,10.1
geohydro_allkm_9,p12,38798,2010,10.1
geohydro_allkm_9,p9,39148,2010,50.0
geohydro_allkm_9,p9,39149,2010,26.0
geohydro_allkm_9,p12,39169,2010,5.4
geohydro_allkm_9,p12,39171,2010,0.4
geohydro_allkm_9,p12,39174,2010,0.8
geohydro_allkm_9,p12,39175,2010,1.1
geohydro_allkm_9,p12,39176,2010,0.9
geohydro_allkm_9,p9,39528,2010,40.0
geohydro_allkm_9,p9,39529,2010,25.0
geohydro_allkm_9,p12,39556,2010,10.1
geohydro_allkm_9,p12,39557,2010,10.1
geohydro_allkm_9,p9,39908,2010,12.2
geohydro_allkm_10,p12,40312,2010,0.4
geohydro_allkm_9,p12,40313,2010,0.1
geohydro_allkm_9,p10,44870,2010,3.3
geohydro_allkm_9,p10,44871,2010,3.3
geohydro_allkm_9,p10,45249,2010,3.3
geohydro_allkm_9,p10,45250,2010,4.2
geohydro_allkm_9,p10,45251,2010,3.8
geohydro_allkm_9,p10,45252,2010,3.3
geohydro_allkm_10,p10,45629,2010,3.3
geohydro_allkm_8,p10,45631,2010,4.6
geohydro_allkm_9,p10,45632,2010,3.3
geohydro_allkm_9,p25,45675,2010,23.0
geohydro_allkm_9,p10,46010,2010,3.3
geohydro_allkm_9,p10,46011,2010,3.3
geohydro_allkm_10,p25,46055,2010,8.7
geohydro_allkm_9,p25,47192,2010,11.0
geohydro_allkm_9,p10,51714,2010,21.779
geohydro_allkm_9,p10,52093,2010,23.4
geohydro_allkm_8,p10,52094,2010,27.5
geohydro_allkm_8,p10,52095,2010,27.0
geohydro_allkm_9,p10,52096,2010,22.5
geohydro_allkm_9,p10,52473,2010,26.7
geohydro_allkm_8,p10,52474,2010,30.0
geohydro_allkm_9,p10,52853,2010,23.5
geohydro_allkm_9,p10,52854,2010,26.9
geohydro_allkm_9,p10,53234,2010,0.021
geohydro_allkm_7,p11,63883,2010,4.0
geohydro_allkm_7,p11,63884,2010,10.0
geohydro_allkm_7,p11,63885,2010,9.0
geohydro_allkm_7,p11,64263,2010,29.0
geohydro_allkm_7,p11,64264,2010,49.0
geohydro_allkm_9,p11,64267,2010,0.6
geohydro_allkm_9,p11,64268,2010,0.6
geohydro_allkm_9,p11,64269,2010,0.6
geohydro_allkm_8,p11,64642,2010,2.1
geohydro_allkm_8,p11,64643,2010,44.0
geohydro_allkm_7,p11,64644,2010,50.0
geohydro_allkm_7,p11,64645,2010,46.0
geohydro_allkm_7,p11,64646,2010,10.0
geohydro_allkm_9,p11,64647,2010,0.8
geohydro_allkm_9,p11,64648,2010,0.6
geohydro_allkm_9,p11,64649,2010,0.6
geohydro_allkm_9,p11,64650,2010,0.6
geohydro_allkm_8,p11,65022,2010,3.0
geohydro_allkm_8,p11,65023,2010,17.0
geohydro_allkm_7,p11,65024,2010,42.0
geohydro_allkm_7,p11,65025,2010,42.0
geohydro_allkm_7,p11,65026,2010,10.7
geohydro_allkm_8,p11,65027,2010,1.0
geohydro_allkm_9,p11,65028,2010,0.9
geohydro_allkm_9,p11,65029,2010,0.6
geohydro_allkm_9,p11,65030,2010,0.6
geohydro_allkm_9,p11,65031,2010,0.6
geohydro_allkm_9,p11,65401,2010,3.0
geohydro_allkm_8,p11,65402,2010,3.0
geohydro_allkm_8,p11,65403,2010,10.7
geohydro_allkm_8,p11,65404,2010,10.7
geohydro_allkm_7,p11,65405,2010,10.7
geohydro_allkm_7,p11,65406,2010,10.7
geohydro_allkm_8,p11,65407,2010,3.0
geohydro_allkm_9,p11,65409,2010,1.0
geohydro_allkm_9,p11,65410,2010,0.6
geohydro_allkm_9,p11,65411,2010,0.6
geohydro_allkm_9,p11,65781,2010,3.0
geohydro_allkm_8,p11,65782,2010,3.8
geohydro_allkm_8,p11,65783,2010,3.8
geohydro_allkm_8,p11,65784,2010,3.8
geohydro_allkm_8,p11,65785,2010,8.0
geohydro_allkm_7,p11,65786,2010,8.0
geohydro_allkm_8,p11,65787,2010,8.0
geohydro_allkm_8,p11,65788,2010,1.0
geohydro_allkm_8,p11,65789,2010,1.0
geohydro_allkm_8,p11,65790,2010,0.6
geohydro_allkm_8,p11,65791,2010,0.6
geohydro_allkm_9,p11,66160,2010,3.0
geohydro_allkm_9,p11,66161,2010,3.8
geohydro_allkm_8,p11,66162,2010,3.8
geohydro_allkm_8,p11,66163,2010,12.0
geohydro_allkm_8,p11,66164,2010,34.3
geohydro_allkm_8,p11,66165,2010,12.0
geohydro_allkm_7,p11,66166,2010,14.4
geohydro_allkm_8,p11,66167,2010,14.4
geohydro_allkm_8,p11,66168,2010,1.0
geohydro_allkm_8,p11,66169,2010,1.0
geohydro_allkm_8,p11,66170,2010,0.8
geohydro_allkm_8,p11,66171,2010,0.6
geohydro_allkm_9,p11,66541,2010,3.0
geohydro_allkm_8,p11,66542,2010,3.8
geohydro_allkm_8,p11,66543,2010,4.5
geohydro_allkm_7,p11,66545,2010,5.3
geohydro_allkm_8,p11,66547,2010,8.0
geohydro_allkm_8,p11,66548,2010,1.0
geohydro_allkm_8,p11,66549,2010,1.0
geohydro_allkm_8,p11,66550,2010,0.6
geohydro_allkm_8,p11,66551,2010,0.6
geohydro_allkm_9,p16,31618,2011,10.0
geohydro_allkm_9,p12,33104,2011,13.0
geohydro_allkm_9,p12,33483,2011,13.0
geohydro_allkm_9,p12,33484,2011,13.0
geohydro_allkm_9,p8,34609,2011,1.1
geohydro_allkm_9,p12,34613,2011,0.9
