region,year,capacity
p12,2010,15.6
p12,2011,2.9
p10,2012,49.9
p12,2012,64.5
p7,2012,17.7
p12,2013,30.0
p25,2013,39.0
p31,2013,1.6
p12,2014,14.8
p12,2015,48.2
p7,2015,1.8
p12,2017,24.4
p10,2018,12.5
p12,2018,16.4
p31,2018,7.0
p12,2019,20.0
p10,2020,10.7
p12,2020,21.1
p10,2022,45.1
p12,2022,39.0
p12,2023,25.0
