region,year,capacity
p10,2010,6.437
p101,2010,12.5
p102,2010,10.0
p112,2010,10.0
p13,2010,41.563
p31,2010,30.6
p34,2010,19.0
p65,2010,13.5
p9,2010,5.0
p101,2011,15.1
p112,2011,8.0
p125,2011,10.0
p126,2011,65.1
p128,2011,31.5
p28,2011,71.7
p31,2011,40.0
p34,2011,40.5
p47,2011,50.2
p64,2011,30.0
p9,2011,113.0
p10,2012,223.11
p12,2012,21.8
p121,2012,13.7
p122,2012,15.0
p123,2012,5.5
p125,2012,11.8
p126,2012,40.9
p13,2012,164.0
p131,2012,5.0
p27,2012,9.0
p28,2012,429.3
p30,2012,30.0
p31,2012,24.9
p34,2012,30.0
p65,2012,30.4
p80,2012,20.0
p9,2012,142.69
p92,2012,7.6
p97,2012,10.0
p98,2012,27.4
p10,2013,899.406
p105,2013,20.0
p107,2013,8.6
p11,2013,127.172
p121,2013,20.9
p122,2013,9.8
p126,2013,19.3
p13,2013,30.0
p131,2013,5.0
p28,2013,155.2
p30,2013,35.0
p31,2013,22.4
p61,2013,10.0
p9,2013,562.122
p94,2013,46.0
p97,2013,15.0
p98,2013,80.0
p10,2014,1555.46
p106,2014,8.0
p107,2014,7.5
p11,2014,65.54
p126,2014,20.0
p13,2014,247.5
p131,2014,31.3
p28,2014,121.0
p30,2014,47.6
p31,2014,58.3
p59,2014,10.3
p61,2014,39.6
p9,2014,270.598
p92,2014,31.6
p94,2014,6.5
p97,2014,25.0
p98,2014,210.0
p10,2015,649.001
p101,2015,6.0
p105,2015,5.2
p107,2015,5.2
p11,2015,50.0
p123,2015,10.3
p126,2015,43.2
p13,2015,245.5
p25,2015,130.0
p28,2015,106.8
p31,2015,56.2
p34,2015,52.0
p6,2015,5.0
p61,2015,30.2
p65,2015,105.5
p85,2015,12.0
p9,2015,268.3
p94,2015,169.0
p95,2015,5.0
p97,2015,55.3
p98,2015,648.0
p10,2016,1428.761
p101,2016,5.1
p105,2016,5.0
p107,2016,5.2
p109,2016,10.0
p11,2016,20.0
p121,2016,9.0
p123,2016,29.6
p124,2016,80.0
p126,2016,65.4
p128,2016,9.5
p129,2016,10.0
p13,2016,632.546
p131,2016,26.6
p15,2016,120.0
p25,2016,680.4
p27,2016,10.0
p28,2016,350.0
p30,2016,16.0
p33,2016,63.6
p34,2016,160.0
p43,2016,176.3
p47,2016,164.4
p5,2016,19.8
p60,2016,100.0
p61,2016,157.5
p63,2016,5.0
p68,2016,15.5
p7,2016,53.0
p89,2016,75.0
p9,2016,222.794
p92,2016,24.0
p94,2016,690.2
p96,2016,16.8
p97,2016,155.4
p98,2016,448.7
p99,2016,32.4
p10,2017,344.667
p100,2017,10.0
p101,2017,60.7
p103,2017,58.5
p105,2017,5.0
p107,2017,17.0
p109,2017,8.5
p11,2017,44.033
p111,2017,20.0
p12,2017,75.6
p126,2017,43.9
p128,2017,9.0
p129,2017,5.0
p13,2017,229.0
p131,2017,27.3
p134,2017,9.9
p15,2017,80.0
p16,2017,40.0
p28,2017,87.3
p31,2017,38.1
p33,2017,16.0
p40,2017,5.8
p43,2017,60.0
p44,2017,62.3
p47,2017,5.0
p5,2017,65.9
p50,2017,5.0
p55,2017,7.9
p56,2017,5.0
p6,2017,27.9
p60,2017,100.0
p61,2017,334.5
p62,2017,150.0
p63,2017,77.0
p7,2017,10.0
p87,2017,154.0
p9,2017,417.599
p90,2017,97.2
p91,2017,120.0
p92,2017,16.0
p96,2017,227.2
p97,2017,196.5
p98,2017,724.6
p99,2017,253.4
p10,2018,602.1
p101,2018,576.9
p102,2018,298.0
p103,2018,22.9
p107,2018,7.4
p11,2018,20.0
p12,2018,20.0
p123,2018,87.0
p126,2018,53.5
p127,2018,7.7
p128,2018,24.9
p129,2018,19.6
p131,2018,16.9
p132,2018,40.0
p21,2018,92.0
p27,2018,55.0
p3,2018,19.2
p31,2018,33.0
p33,2018,50.0
p43,2018,76.6
p5,2018,46.0
p50,2018,10.0
p6,2018,27.9
p60,2018,50.0
p61,2018,366.0
p63,2018,40.0
p64,2018,10.0
p67,2018,10.0
p8,2018,8.0
p85,2018,81.0
p89,2018,14.7
p9,2018,261.0
p92,2018,83.0
p94,2018,31.2
p96,2018,70.8
p97,2018,90.8
p98,2018,525.9
p99,2018,47.8
p10,2019,560.199
p101,2019,469.4
p102,2019,149.0
p105,2019,13.2
p107,2019,6.5
p11,2019,12.0
p111,2019,6.3
p113,2019,12.6
p119,2019,13.5
p12,2019,120.8
p123,2019,18.5
p126,2019,60.8
p127,2019,80.0
p128,2019,20.0
p13,2019,300.0
p131,2019,15.0
p132,2019,36.9
p133,2019,64.1
p26,2019,57.6
p28,2019,28.0
p31,2019,100.0
p33,2019,8.1
p34,2019,35.0
p41,2019,5.0
p43,2019,20.0
p44,2019,5.0
p46,2019,5.0
p53,2019,6.0
p58,2019,20.0
p6,2019,5.6
p61,2019,100.0
p62,2019,350.0
p63,2019,5.0
p64,2019,7.5
p65,2019,34.5
p7,2019,67.2
p8,2019,7.6
p87,2019,57.5
p9,2019,357.8
p94,2019,412.5
p96,2019,270.6
p97,2019,15.0
p98,2019,421.8
p99,2019,162.2
p10,2020,863.401
p101,2020,1267.2
p102,2020,223.5
p103,2020,90.0
p105,2020,9.8
p107,2020,14.2
p12,2020,60.0
p120,2020,55.0
p121,2020,7.5
p122,2020,17.0
p123,2020,7.5
p126,2020,71.4
p127,2020,60.0
p13,2020,100.0
p131,2020,15.0
p132,2020,19.6
p133,2020,5.0
p134,2020,49.4
p25,2020,279.0
p28,2020,292.5
p31,2020,55.0
p33,2020,6.0
p34,2020,60.0
p43,2020,5.0
p5,2020,20.0
p50,2020,10.0
p52,2020,20.0
p58,2020,50.0
p6,2020,10.0
p60,2020,465.0
p61,2020,515.0
p62,2020,646.8
p63,2020,316.5
p64,2020,10.0
p67,2020,120.0
p7,2020,84.9
p75,2020,150.0
p78,2020,15.8
p85,2020,100.0
p9,2020,501.0
p91,2020,74.5
p94,2020,687.4
p95,2020,5.0
p96,2020,423.2
p97,2020,52.0
p98,2020,440.9
p99,2020,665.1
p10,2021,352.0
p101,2021,656.8
p102,2021,372.5
p103,2021,6.9
p105,2021,254.2
p107,2021,67.2
p112,2021,163.5
p114,2021,200.0
p118,2021,20.0
p123,2021,26.0
p126,2021,21.3
p127,2021,115.0
p13,2021,350.0
p131,2021,15.0
p132,2021,70.5
p133,2021,43.4
p134,2021,123.4
p25,2021,340.0
p28,2021,250.0
p33,2021,94.0
p34,2021,240.0
p5,2021,127.6
p50,2021,2.0
p56,2021,5.0
p60,2021,500.0
p61,2021,1450.0
p62,2021,250.0
p63,2021,477.7
p64,2021,144.0
p65,2021,330.0
p70,2021,100.0
p72,2021,10.0
p75,2021,100.0
p77,2021,150.0
p78,2021,22.1
p81,2021,207.9
p83,2021,210.0
p89,2021,227.0
p9,2021,455.0
p91,2021,149.0
p92,2021,9.0
p94,2021,653.0
p96,2021,10.0
p97,2021,216.9
p98,2021,277.4
p99,2021,866.6
p1,2022,15.0
p10,2022,1088.915
p101,2022,1085.981
p102,2022,157.419
p103,2022,355.4
p105,2022,214.7
p107,2022,159.8
p109,2022,50.0
p111,2022,1.4
p112,2022,65.0
p114,2022,35.0
p118,2022,20.0
p12,2022,5.0
p120,2022,20.0
p121,2022,37.0
p122,2022,80.0
p123,2022,100.8
p125,2022,40.555
p126,2022,53.4
p127,2022,318.1
p128,2022,49.4
p129,2022,5.5
p131,2022,35.048
p133,2022,42.2
p134,2022,96.5
p16,2022,120.0
p17,2022,80.0
p2,2022,150.0
p20,2022,80.0
p25,2022,81.5
p28,2022,200.0
p31,2022,102.0
p34,2022,202.2
p41,2022,8.5
p43,2022,26.169
p44,2022,4.0
p45,2022,128.6
p5,2022,13.2
p50,2022,255.0
p52,2022,7.8
p53,2022,3.4
p57,2022,3.0
p58,2022,71.393
p61,2022,376.6
p62,2022,108.0
p63,2022,1566.118
p65,2022,730.7
p66,2022,509.507
p67,2022,484.5
p68,2022,3.0
p69,2022,3.0
p7,2022,49.0
p70,2022,28.5
p72,2022,5.7
p75,2022,9.4
p76,2022,150.0
p77,2022,50.0
p78,2022,58.0
p79,2022,3.3
p80,2022,16.6
p81,2022,169.0
p82,2022,92.4
p83,2022,5.5
p84,2022,8.0
p87,2022,100.0
p9,2022,46.941
p90,2022,180.0
p91,2022,74.9
p92,2022,522.7
p94,2022,360.4
p95,2022,22.0
p96,2022,302.9
p97,2022,191.6
p98,2022,346.6
p99,2022,824.621
p10,2023,1375.308
p101,2023,657.6
p102,2023,542.4
p103,2023,237.5
p105,2023,1125.1
p107,2023,218.6
p109,2023,100.0
p11,2023,131.5
p110,2023,2.0
p111,2023,367.8
p112,2023,1682.6
p113,2023,196.0
p114,2023,80.0
p115,2023,20.0
p116,2023,50.0
p118,2023,280.254
p12,2023,630.937
p122,2023,331.4
p123,2023,46.065
p124,2023,370.735
p125,2023,50.0
p126,2023,50.2
p127,2023,1783.1
p128,2023,95.2
p129,2023,17.2
p13,2023,400.0
p131,2023,84.19
p132,2023,34.0
p133,2023,48.0
p134,2023,250.8
p21,2023,40.0
p25,2023,563.766
p26,2023,14.0
p28,2023,353.991
p29,2023,260.0
p31,2023,409.8
p32,2023,80.0
p33,2023,234.0
p34,2023,707.0
p35,2023,150.0
p36,2023,160.0
p41,2023,81.0
p43,2023,97.1
p44,2023,1.0
p47,2023,270.0
p48,2023,1635.0
p5,2023,367.8
p52,2023,325.0
p53,2023,2.0
p54,2023,10.0
p58,2023,520.0
p60,2023,1494.0
p61,2023,535.0
p63,2023,952.0
p64,2023,240.0
p65,2023,876.3
p66,2023,3330.4
p67,2023,670.0
p68,2023,3.0
p7,2023,400.0
