*tech,region,year,sc_point_gid,capacity
wind-ons_6,p5,2010,15627,1.7
wind-ons_5,p5,2010,15633,43.0
wind-ons_9,p36,2010,15742,50.6
wind-ons_9,p37,2010,15745,49.5
wind-ons_8,p37,2010,15762,120.0
wind-ons_5,p5,2010,16000,24.6
wind-ons_6,p5,2010,16001,25.2
wind-ons_7,p20,2010,16069,135.0
wind-ons_8,p36,2010,16122,48.0
wind-ons_9,p36,2010,16126,18.0
wind-ons_9,p37,2010,16143,148.5
wind-ons_9,p36,2010,16505,31.5
wind-ons_8,p37,2010,16522,48.0
wind-ons_7,p42,2010,16532,0.931
wind-ons_8,p42,2010,16910,0.7
wind-ons_8,p42,2010,16912,0.969
wind-ons_8,p42,2010,17290,0.7
wind-ons_6,p134,2010,17465,4.5
wind-ons_8,p134,2010,17849,4.5
wind-ons_6,p7,2010,18295,100.7
wind-ons_9,p35,2010,18763,30.0
wind-ons_7,p127,2010,18954,100.5
wind-ons_9,p127,2010,18956,81.0
wind-ons_8,p127,2010,18957,97.5
wind-ons_9,p127,2010,19335,106.5
wind-ons_9,p36,2010,19556,61.5
wind-ons_8,p103,2010,20406,1.8
wind-ons_9,p36,2010,20696,180.0
wind-ons_8,p43,2010,22235,0.4
wind-ons_4,p127,2010,23508,45.5
wind-ons_5,p127,2010,23888,68.5
wind-ons_4,p127,2010,23889,16.5
wind-ons_9,p43,2010,24140,2.0
wind-ons_8,p43,2010,24141,2.0
wind-ons_8,p127,2010,24266,16.5
wind-ons_8,p127,2010,24268,68.5
wind-ons_4,p127,2010,24269,30.55
wind-ons_10,p130,2010,24291,24.0
wind-ons_7,p127,2010,24647,30.55
wind-ons_7,p127,2010,24648,45.5
wind-ons_7,p44,2010,24892,0.931
wind-ons_8,p44,2010,24893,0.931
wind-ons_8,p44,2010,24894,0.931
wind-ons_8,p44,2010,24895,0.017
wind-ons_9,p75,2010,24948,0.7
wind-ons_8,p44,2010,25272,0.969
wind-ons_8,p44,2010,25273,0.969
wind-ons_8,p44,2010,25274,0.931
wind-ons_8,p44,2010,25275,0.931
wind-ons_9,p75,2010,25329,0.7
wind-ons_9,p44,2010,25652,0.969
wind-ons_8,p44,2010,25653,0.969
wind-ons_8,p44,2010,25654,0.969
wind-ons_8,p44,2010,25655,0.969
wind-ons_8,p44,2010,25656,0.931
wind-ons_9,p44,2010,25657,0.931
wind-ons_10,p129,2010,25807,5.2
wind-ons_9,p44,2010,26032,8.4
wind-ons_8,p44,2010,26033,2.95
wind-ons_8,p44,2010,26034,1.683
wind-ons_8,p44,2010,26035,0.969
wind-ons_8,p44,2010,26036,0.969
wind-ons_8,p44,2010,26037,0.931
wind-ons_8,p44,2010,26038,0.017
wind-ons_9,p38,2010,26392,40.5
wind-ons_8,p38,2010,26394,25.0
wind-ons_9,p44,2010,26413,8.85
wind-ons_8,p44,2010,26414,1.9
wind-ons_8,p44,2010,26415,1.683
wind-ons_8,p44,2010,26416,0.969
wind-ons_8,p44,2010,26417,0.969
wind-ons_8,p44,2010,26418,0.931
wind-ons_8,p44,2010,26419,0.017
wind-ons_8,p44,2010,26420,1.7
wind-ons_8,p75,2010,26466,0.1
wind-ons_8,p103,2010,26484,59.0
wind-ons_6,p15,2010,26665,21.0
wind-ons_5,p15,2010,26666,21.0
wind-ons_9,p44,2010,26794,2.8
wind-ons_9,p44,2010,26795,2.1
wind-ons_8,p44,2010,26796,2.1
wind-ons_8,p44,2010,26797,0.969
wind-ons_8,p44,2010,26798,0.931
wind-ons_8,p44,2010,26799,0.017
wind-ons_8,p44,2010,26800,1.7
wind-ons_8,p43,2010,26813,1.6
wind-ons_7,p127,2010,26929,30.0
wind-ons_9,p38,2010,27171,50.4
wind-ons_9,p44,2010,27174,3.9
wind-ons_9,p44,2010,27175,4.2
wind-ons_9,p44,2010,27176,4.2
wind-ons_8,p44,2010,27177,1.3
wind-ons_8,p44,2010,27178,0.969
wind-ons_8,p44,2010,27179,0.931
wind-ons_8,p127,2010,27309,34.5
wind-ons_9,p127,2010,27310,11.5
wind-ons_9,p131,2010,27342,1.8
wind-ons_6,p16,2010,27450,64.5
wind-ons_9,p44,2010,27552,150.0
wind-ons_9,p44,2010,27553,103.5
wind-ons_9,p44,2010,27554,21.9
wind-ons_9,p44,2010,27555,2.1
wind-ons_9,p44,2010,27556,4.2
wind-ons_9,p44,2010,27557,1.683
wind-ons_9,p44,2010,27558,0.969
wind-ons_8,p44,2010,27559,0.931
wind-ons_8,p44,2010,27560,0.017
wind-ons_8,p103,2010,27640,69.0
wind-ons_5,p15,2010,27809,18.9
wind-ons_5,p15,2010,27810,10.5
wind-ons_9,p44,2010,27933,49.5
wind-ons_9,p44,2010,27934,103.5
wind-ons_9,p44,2010,27935,2.0
wind-ons_9,p44,2010,27936,2.0
wind-ons_10,p44,2010,27937,1.683
wind-ons_8,p103,2010,28019,52.8
wind-ons_5,p15,2010,28187,10.5
wind-ons_9,p38,2010,28297,51.0
wind-ons_8,p44,2010,28312,5.2
wind-ons_9,p44,2010,28313,51.0
wind-ons_9,p44,2010,28316,2.0
wind-ons_9,p44,2010,28317,2.0
wind-ons_9,p68,2010,28318,0.931
wind-ons_10,p68,2010,28319,49.95
wind-ons_10,p68,2010,28320,0.9
wind-ons_10,p68,2010,28321,0.05
wind-ons_9,p68,2010,28322,0.02
wind-ons_8,p43,2010,28336,3.0
wind-ons_9,p76,2010,28365,145.2
wind-ons_8,p38,2010,28673,1.3
wind-ons_8,p44,2010,28692,2.0
wind-ons_9,p44,2010,28695,85.5
wind-ons_9,p44,2010,28696,10.4
wind-ons_9,p44,2010,28697,2.0
wind-ons_9,p68,2010,28698,1.5
wind-ons_10,p68,2010,28699,1.0
wind-ons_10,p68,2010,28700,15.6
wind-ons_10,p68,2010,28701,1.2
wind-ons_9,p68,2010,28702,19.98
wind-ons_9,p43,2010,28715,32.0
wind-ons_8,p43,2010,28716,8.0
wind-ons_9,p76,2010,28745,0.1
wind-ons_9,p131,2010,28863,1.5
wind-ons_8,p38,2010,29053,1.3
wind-ons_8,p44,2010,29073,9.2
wind-ons_9,p44,2010,29074,205.5
wind-ons_9,p44,2010,29075,12.0
wind-ons_9,p44,2010,29076,2.0
wind-ons_9,p44,2010,29077,2.0
wind-ons_9,p68,2010,29078,1.3
wind-ons_9,p68,2010,29079,1.3
wind-ons_9,p68,2010,29080,1.0
wind-ons_8,p76,2010,29123,0.1
wind-ons_9,p76,2010,29124,45.0
wind-ons_9,p76,2010,29125,67.7
wind-ons_8,p127,2010,29191,112.0
wind-ons_9,p131,2010,29225,1.7
wind-ons_9,p44,2010,29452,2.0
wind-ons_8,p44,2010,29453,2.0
wind-ons_9,p44,2010,29457,2.0
wind-ons_9,p44,2010,29458,2.0
wind-ons_9,p68,2010,29459,2.0
wind-ons_9,p68,2010,29460,1.3
wind-ons_9,p68,2010,29461,99.0
wind-ons_9,p68,2010,29462,100.5
wind-ons_9,p68,2010,29465,0.9
wind-ons_9,p68,2010,29476,100.5
wind-ons_9,p68,2010,29477,100.7
wind-ons_9,p76,2010,29503,30.0
wind-ons_9,p76,2010,29504,54.0
wind-ons_8,p127,2010,29572,6.6
wind-ons_9,p127,2010,29573,126.0
wind-ons_9,p127,2010,29578,37.5
wind-ons_8,p133,2010,29621,1.5
wind-ons_9,p44,2010,29837,1.5
wind-ons_9,p44,2010,29838,2.0
wind-ons_9,p68,2010,29839,8.4
wind-ons_10,p68,2010,29841,0.9
wind-ons_9,p68,2010,29844,2.1
wind-ons_9,p68,2010,29845,0.9
wind-ons_9,p68,2010,29846,1.3
wind-ons_9,p68,2010,29847,1.3
wind-ons_9,p68,2010,29856,100.5
wind-ons_9,p68,2010,29857,98.9
wind-ons_7,p127,2010,29948,20.0
wind-ons_7,p127,2010,29958,87.5
wind-ons_8,p44,2010,30212,11.6
wind-ons_8,p44,2010,30213,3.8
wind-ons_8,p44,2010,30214,2.0
wind-ons_8,p44,2010,30215,2.0
wind-ons_9,p44,2010,30216,1.683
wind-ons_9,p44,2010,30217,1.3
wind-ons_9,p44,2010,30218,4.0
wind-ons_9,p68,2010,30220,1.3
wind-ons_9,p68,2010,30221,0.9
wind-ons_9,p68,2010,30222,0.9
wind-ons_9,p68,2010,30224,1.7
wind-ons_9,p68,2010,30225,1.7
wind-ons_8,p68,2010,30236,13.5
wind-ons_9,p68,2010,30237,9.8
wind-ons_9,p76,2010,30264,54.0
wind-ons_8,p127,2010,30332,100.5
wind-ons_10,p24,2010,30529,99.0
wind-ons_9,p45,2010,30597,2.0
wind-ons_9,p45,2010,30598,98.2
wind-ons_9,p45,2010,30599,43.5
wind-ons_9,p45,2010,30601,10.5
wind-ons_9,p45,2010,30612,3.4
wind-ons_8,p45,2010,30614,28.0
wind-ons_8,p69,2010,30616,42.0
wind-ons_8,p69,2010,30617,258.0
wind-ons_8,p69,2010,30618,99.0
wind-ons_10,p24,2010,30908,99.0
wind-ons_10,p24,2010,30909,99.0
wind-ons_10,p24,2010,30910,39.0
wind-ons_8,p45,2010,30978,49.6
wind-ons_9,p45,2010,30979,100.0
wind-ons_9,p45,2010,30987,10.5
wind-ons_9,p45,2010,30988,66.0
wind-ons_9,p45,2010,30989,20.0
wind-ons_9,p45,2010,30991,80.0
wind-ons_9,p45,2010,30992,80.0
wind-ons_8,p45,2010,30994,132.0
wind-ons_9,p24,2010,31286,17.0
wind-ons_9,p45,2010,31356,1.2
wind-ons_8,p45,2010,31358,0.6
wind-ons_9,p45,2010,31369,199.0
wind-ons_8,p69,2010,31376,0.5
wind-ons_9,p45,2010,31749,150.0
wind-ons_9,p45,2010,32121,0.21
wind-ons_9,p45,2010,32122,20.79
wind-ons_9,p45,2010,32126,2.3
wind-ons_9,p45,2010,32130,98.0
wind-ons_8,p77,2010,32152,30.0
wind-ons_9,p122,2010,32253,64.5
wind-ons_9,p45,2010,32511,42.0
wind-ons_8,p69,2010,32517,80.0
wind-ons_10,p122,2010,32623,100.5
wind-ons_9,p40,2010,33243,8.91
wind-ons_8,p45,2010,33258,76.5
wind-ons_8,p69,2010,33277,0.9
wind-ons_8,p69,2010,33278,0.9
wind-ons_10,p40,2010,33623,8.91
wind-ons_10,p40,2010,33624,54.27
wind-ons_9,p45,2010,33638,104.3
wind-ons_9,p45,2010,33639,0.7
wind-ons_9,p45,2010,33653,192.0
wind-ons_9,p122,2010,33772,24.0
wind-ons_10,p40,2010,34004,8.91
wind-ons_9,p45,2010,34018,0.7
wind-ons_9,p45,2010,34019,160.5
wind-ons_9,p45,2010,34022,59.9
wind-ons_9,p45,2010,34023,125.9
wind-ons_9,p45,2010,34030,150.0
wind-ons_9,p45,2010,34031,16.2
wind-ons_9,p45,2010,34033,7.7
wind-ons_8,p80,2010,34055,100.5
wind-ons_10,p40,2010,34368,59.4
wind-ons_9,p45,2010,34399,15.0
wind-ons_9,p45,2010,34403,82.6
wind-ons_9,p70,2010,34410,35.0
wind-ons_9,p24,2010,35085,99.0
wind-ons_8,p122,2010,35290,36.0
wind-ons_10,p24,2010,35464,19.5
wind-ons_10,p24,2010,35465,4.9
wind-ons_9,p24,2010,35466,2.5
wind-ons_9,p45,2010,35542,159.1
wind-ons_9,p70,2010,35552,150.0
wind-ons_10,p122,2010,35670,66.0
wind-ons_9,p122,2010,35671,26.0
wind-ons_7,p21,2010,35816,48.861
wind-ons_10,p24,2010,35844,1.3
wind-ons_10,p24,2010,35845,24.8
wind-ons_10,p24,2010,35846,25.0
wind-ons_9,p24,2010,35847,28.8
wind-ons_9,p45,2010,35920,105.0
wind-ons_9,p70,2010,35925,14.553
wind-ons_9,p70,2010,35933,150.0
wind-ons_7,p21,2010,36195,142.2
wind-ons_8,p21,2010,36196,64.08
wind-ons_10,p24,2010,36224,1.8
wind-ons_10,p24,2010,36225,32.619
wind-ons_10,p24,2010,36226,25.0
wind-ons_9,p24,2010,36227,99.0
wind-ons_9,p70,2010,36305,0.147
wind-ons_8,p80,2010,36343,1.5
wind-ons_7,p111,2010,36378,1.8
wind-ons_8,p21,2010,36575,15.92
wind-ons_8,p21,2010,36576,12.139
wind-ons_10,p24,2010,36605,16.8
wind-ons_9,p24,2010,36606,8.781
wind-ons_8,p80,2010,36721,76.2
wind-ons_8,p80,2010,36722,216.0
wind-ons_7,p111,2010,36757,1.8
wind-ons_7,p111,2010,36758,1.8
wind-ons_8,p80,2010,37100,2.5
wind-ons_8,p80,2010,37101,80.0
wind-ons_7,p111,2010,37138,1.8
wind-ons_7,p80,2010,37475,1.5
wind-ons_8,p81,2010,37480,2.5
wind-ons_10,p24,2010,38133,29.4
wind-ons_8,p81,2010,38236,1.5
wind-ons_7,p81,2010,38238,8.4
wind-ons_7,p80,2010,38245,51.0
wind-ons_7,p80,2010,38246,10.5
wind-ons_6,p122,2010,38314,16.0
wind-ons_10,p122,2010,38315,54.0
wind-ons_9,p24,2010,38513,42.0
wind-ons_7,p39,2010,38522,10.5
wind-ons_9,p45,2010,38580,165.2
wind-ons_9,p70,2010,38584,174.8
wind-ons_8,p81,2010,38618,53.0
wind-ons_8,p80,2010,38624,60.0
wind-ons_8,p80,2010,38625,106.0
wind-ons_7,p80,2010,38626,49.5
wind-ons_10,p122,2010,38695,80.0
wind-ons_7,p81,2010,38999,72.0
wind-ons_8,p80,2010,39004,39.0
wind-ons_6,p115,2010,39067,15.0
wind-ons_7,p122,2010,39073,29.4
wind-ons_10,p122,2010,39074,62.5
wind-ons_6,p33,2010,39273,9.9
wind-ons_7,p33,2010,39274,15.4
wind-ons_7,p33,2010,39275,5.2
wind-ons_8,p81,2010,39378,150.0
wind-ons_10,p122,2010,39454,52.5
wind-ons_3,p122,2010,39455,9.0
wind-ons_8,p33,2010,39659,221.0
wind-ons_6,p33,2010,39663,199.5
wind-ons_8,p33,2010,39665,201.0
wind-ons_8,p33,2010,39666,60.0
wind-ons_7,p33,2010,39667,151.8
wind-ons_7,p33,2010,39668,22.5
wind-ons_8,p126,2010,39864,7.5
wind-ons_7,p33,2010,40039,79.5
wind-ons_6,p33,2010,40045,29.7
wind-ons_9,p115,2010,40210,30.0
wind-ons_5,p122,2010,40216,10.4
wind-ons_2,p25,2010,40366,18.9
wind-ons_9,p41,2010,40470,0.7
wind-ons_7,p105,2010,40533,130.5
wind-ons_8,p105,2010,40535,106.0
wind-ons_7,p115,2010,40590,34.5
wind-ons_5,p9,2010,40672,13.1
wind-ons_9,p41,2010,40850,0.7
wind-ons_8,p83,2010,40904,60.0
wind-ons_7,p105,2010,40913,99.0
wind-ons_8,p105,2010,40914,201.3
wind-ons_8,p105,2010,40915,100.0
wind-ons_7,p105,2010,40917,199.7
wind-ons_8,p122,2010,40971,37.8
wind-ons_9,p83,2010,41283,15.8
wind-ons_8,p83,2010,41285,42.0
wind-ons_8,p105,2010,41294,100.0
wind-ons_7,p105,2010,41295,100.0
wind-ons_7,p9,2010,41429,15.5
wind-ons_8,p9,2010,41431,150.0
wind-ons_9,p83,2010,41664,30.0
wind-ons_9,p83,2010,41665,126.0
wind-ons_8,p83,2010,41666,144.0
wind-ons_7,p9,2010,41809,16.2
wind-ons_8,p9,2010,41811,150.0
wind-ons_9,p9,2010,41812,145.8
wind-ons_9,p54,2010,41998,146.0
wind-ons_8,p82,2010,42040,100.5
wind-ons_4,p9,2010,42194,24.0
wind-ons_8,p54,2010,42377,5.0
wind-ons_8,p83,2010,42424,6.9
wind-ons_3,p9,2010,42570,3.0
wind-ons_1,p9,2010,42572,60.0
wind-ons_8,p54,2010,42758,50.4
wind-ons_3,p9,2010,42949,12.1
wind-ons_8,p54,2010,43144,50.4
wind-ons_7,p116,2010,43250,12.0
wind-ons_10,p116,2010,43252,164.0
wind-ons_5,p9,2010,43331,192.0
wind-ons_7,p9,2010,43332,140.5
wind-ons_8,p116,2010,43630,54.0
wind-ons_10,p116,2010,43632,54.0
wind-ons_2,p116,2010,43633,46.0
wind-ons_2,p9,2010,43709,3.24
wind-ons_1,p9,2010,43710,38.0
wind-ons_3,p9,2010,43713,21.0
wind-ons_3,p9,2010,43715,1.2
wind-ons_9,p54,2010,43905,56.7
wind-ons_1,p9,2010,44090,5.52
wind-ons_2,p9,2010,44091,18.0
wind-ons_2,p9,2010,44092,18.0
wind-ons_2,p9,2010,44093,10.9
wind-ons_2,p9,2010,44094,10.5
wind-ons_7,p81,2010,44311,1.7
wind-ons_1,p9,2010,44470,2.43
wind-ons_2,p9,2010,44471,4.14
wind-ons_3,p9,2010,44472,4.14
wind-ons_2,p9,2010,44473,2.43
wind-ons_5,p25,2010,45674,203.5
wind-ons_10,p53,2010,46163,105.0
wind-ons_3,p9,2010,46373,17.0
wind-ons_10,p53,2010,46543,96.0
wind-ons_8,p53,2010,48059,100.8
wind-ons_10,p53,2010,48439,148.5
wind-ons_9,p52,2010,49558,99.0
wind-ons_6,p34,2010,51067,4.0
wind-ons_6,p34,2010,51068,1.5
wind-ons_10,p53,2010,51847,100.5
wind-ons_9,p34,2010,52207,162.0
wind-ons_9,p34,2010,52585,75.0
wind-ons_10,p53,2010,52983,112.2
wind-ons_1,p10,2010,53227,48.0
wind-ons_9,p53,2010,53395,150.0
wind-ons_1,p9,2010,53979,7.4
wind-ons_10,p53,2010,54136,50.0
wind-ons_1,p9,2010,54359,14.1
wind-ons_1,p10,2010,54360,22.0
wind-ons_1,p10,2010,54361,42.0
wind-ons_10,p53,2010,54517,44.0
wind-ons_1,p9,2010,55117,1.5
wind-ons_1,p9,2010,55118,3.0
wind-ons_1,p10,2010,55120,34.9
wind-ons_1,p9,2010,55498,3.5
wind-ons_1,p9,2010,55499,18.4
wind-ons_1,p10,2010,55880,59.6
wind-ons_1,p9,2010,56257,0.1
wind-ons_1,p10,2010,56260,46.9
wind-ons_2,p10,2010,56263,78.0
wind-ons_8,p50,2010,56408,18.9
wind-ons_9,p50,2010,56789,25.5
wind-ons_9,p50,2010,56790,25.5
wind-ons_5,p92,2010,56900,0.7
wind-ons_1,p9,2010,57018,1.8
wind-ons_5,p10,2010,57024,9.0
wind-ons_9,p50,2010,57168,120.0
wind-ons_10,p50,2010,57169,94.5
wind-ons_10,p50,2010,57170,25.5
wind-ons_10,p50,2010,57171,25.5
wind-ons_6,p92,2010,57280,27.0
wind-ons_5,p92,2010,57281,0.7
wind-ons_1,p10,2010,57399,7.5
wind-ons_1,p10,2010,57400,17.3
wind-ons_1,p10,2010,57401,29.0
wind-ons_9,p48,2010,57531,10.0
wind-ons_10,p48,2010,57535,114.0
wind-ons_10,p48,2010,57536,79.8
wind-ons_3,p92,2010,57660,0.7
wind-ons_1,p10,2010,57779,2.4
wind-ons_1,p10,2010,57780,13.6
wind-ons_1,p10,2010,57781,21.2
wind-ons_2,p10,2010,57782,60.3
wind-ons_10,p48,2010,57912,10.0
wind-ons_9,p48,2010,57916,3.0
wind-ons_10,p50,2010,57929,101.2
wind-ons_1,p10,2010,58161,15.3
wind-ons_2,p10,2010,58162,23.1
wind-ons_3,p10,2010,58163,67.0
wind-ons_3,p10,2010,58164,88.5
wind-ons_1,p10,2010,58541,4.5
wind-ons_1,p10,2010,58921,1.6
wind-ons_1,p10,2010,58922,4.2
wind-ons_1,p10,2010,58923,8.7
wind-ons_2,p10,2010,58932,28.7
wind-ons_4,p10,2010,58933,25.3
wind-ons_9,p48,2010,59050,10.0
wind-ons_9,p48,2010,59051,10.0
wind-ons_1,p10,2010,59304,6.5
wind-ons_1,p10,2010,59305,8.3
wind-ons_5,p10,2010,59313,15.0
wind-ons_6,p10,2010,59314,3.7
wind-ons_10,p48,2010,59431,49.5
wind-ons_10,p48,2010,59432,10.0
wind-ons_2,p10,2010,59697,9.4
wind-ons_3,p10,2010,59698,9.6
wind-ons_10,p48,2010,59809,8.8
wind-ons_9,p48,2010,59810,10.0
wind-ons_1,p10,2010,60076,19.0
wind-ons_1,p10,2010,60077,20.5
wind-ons_3,p10,2010,60078,30.75
wind-ons_5,p10,2010,60081,16.0
wind-ons_4,p10,2010,60082,3.4
wind-ons_1,p10,2010,60455,9.1
wind-ons_1,p10,2010,60456,29.9
wind-ons_2,p10,2010,60457,36.0
wind-ons_1,p10,2010,60835,20.5
wind-ons_3,p10,2010,60836,2.9
wind-ons_1,p10,2010,61215,16.5
wind-ons_1,p10,2010,61216,31.0
wind-ons_7,p10,2010,61217,43.4
wind-ons_7,p10,2010,61221,30.75
wind-ons_9,p48,2010,61327,0.161
wind-ons_10,p48,2010,61333,79.5
wind-ons_10,p48,2010,61336,80.0
wind-ons_10,p50,2010,61349,123.0
wind-ons_10,p50,2010,61354,106.5
wind-ons_1,p10,2010,61595,6.5
wind-ons_1,p10,2010,61596,21.7
wind-ons_1,p10,2010,61597,42.6
wind-ons_8,p10,2010,61600,45.0
wind-ons_6,p10,2010,61601,22.2
wind-ons_5,p10,2010,61602,7.3
wind-ons_5,p28,2010,61647,63.0
wind-ons_10,p48,2010,61707,160.839
wind-ons_10,p48,2010,61714,10.0
wind-ons_8,p50,2010,61725,98.9
wind-ons_10,p50,2010,61734,40.5
wind-ons_1,p10,2010,61976,16.1
wind-ons_2,p10,2010,61977,22.4
wind-ons_3,p10,2010,61978,34.5
wind-ons_5,p10,2010,61981,20.0
wind-ons_1,p10,2010,62356,5.9
wind-ons_2,p10,2010,62357,8.0
wind-ons_6,p10,2010,62358,11.7
wind-ons_1,p10,2010,62360,11.6
wind-ons_9,p47,2010,62459,20.0
wind-ons_4,p10,2010,62738,3.0
wind-ons_6,p10,2010,62739,5.4
wind-ons_8,p31,2010,62826,90.0
wind-ons_10,p47,2010,62839,60.0
wind-ons_7,p31,2010,63959,100.0
wind-ons_9,p47,2010,63974,204.0
wind-ons_10,p50,2010,64014,74.3
wind-ons_10,p50,2010,64015,151.4
wind-ons_10,p50,2010,64016,99.0
wind-ons_9,p47,2010,64740,0.6
wind-ons_8,p47,2010,65120,0.7
wind-ons_8,p47,2010,65500,0.6
wind-ons_8,p11,2010,65778,50.0
wind-ons_7,p47,2010,66634,30.0
wind-ons_9,p47,2010,66635,90.0
wind-ons_10,p48,2010,66656,57.0
wind-ons_10,p60,2010,67796,150.0
wind-ons_9,p63,2010,68203,112.5
wind-ons_9,p48,2010,70834,84.0
wind-ons_9,p48,2010,70835,160.0
wind-ons_9,p63,2010,70856,120.0
wind-ons_9,p60,2010,71211,180.0
wind-ons_7,p60,2010,71975,130.5
wind-ons_10,p60,2010,71977,120.0
wind-ons_10,p60,2010,71978,63.0
wind-ons_10,p63,2010,71988,162.3
wind-ons_10,p60,2010,72358,249.0
wind-ons_10,p63,2010,72367,200.0
wind-ons_9,p60,2010,72737,73.5
wind-ons_10,p60,2010,72738,209.0
wind-ons_10,p60,2010,72739,197.0
wind-ons_9,p60,2010,72741,37.5
wind-ons_10,p60,2010,72746,200.0
wind-ons_8,p60,2010,73117,75.0
wind-ons_10,p60,2010,73118,126.5
wind-ons_10,p60,2010,73120,98.8
wind-ons_10,p60,2010,73121,152.0
wind-ons_10,p60,2010,73122,101.2
wind-ons_9,p61,2010,73123,120.6
wind-ons_8,p62,2010,73489,120.0
wind-ons_7,p60,2010,73493,7.0
wind-ons_10,p60,2010,73499,241.0
wind-ons_10,p60,2010,73500,144.0
wind-ons_10,p60,2010,73502,232.5
wind-ons_10,p61,2010,73503,170.2
wind-ons_10,p61,2010,73504,114.0
wind-ons_10,p63,2010,73515,26.347
wind-ons_10,p60,2010,73872,121.9
wind-ons_9,p60,2010,73873,34.3
wind-ons_9,p60,2010,73880,80.5
wind-ons_10,p60,2010,73882,29.0
wind-ons_10,p61,2010,73883,270.0
wind-ons_10,p63,2010,73895,23.808
wind-ons_10,p63,2010,73896,2.645
wind-ons_8,p62,2010,74240,0.925
wind-ons_9,p62,2010,74241,91.575
wind-ons_9,p62,2010,74242,0.6
wind-ons_10,p62,2010,74252,142.5
wind-ons_10,p62,2010,74253,58.8
wind-ons_9,p60,2010,74254,124.2
wind-ons_5,p60,2010,74257,0.035
wind-ons_8,p60,2010,74261,169.5
wind-ons_8,p61,2010,74262,213.0
wind-ons_9,p61,2010,74263,223.5
wind-ons_5,p61,2010,74596,1.3
wind-ons_8,p62,2010,74621,59.4
wind-ons_9,p62,2010,74633,90.0
wind-ons_10,p61,2010,74634,215.5
wind-ons_10,p61,2010,74635,214.5
wind-ons_10,p61,2010,74636,149.5
wind-ons_9,p61,2010,74637,69.53
wind-ons_6,p61,2010,74638,0.035
wind-ons_8,p61,2010,74986,30.0
wind-ons_10,p62,2010,75013,115.5
wind-ons_8,p61,2010,75015,186.0
wind-ons_10,p61,2010,75016,112.5
wind-ons_10,p61,2010,75017,79.92
wind-ons_7,p61,2010,75018,0.08
wind-ons_8,p61,2010,75366,23.3
wind-ons_5,p66,2010,75831,10.0
wind-ons_5,p66,2010,76211,10.0
wind-ons_10,p62,2010,77285,258.0
wind-ons_7,p62,2010,77665,20.0
wind-ons_8,p62,2010,77666,75.0
wind-ons_10,p61,2010,78057,150.0
wind-ons_9,p61,2010,78423,82.0
wind-ons_7,p61,2010,78424,78.0
wind-ons_10,p61,2010,78425,82.5
wind-ons_9,p61,2010,78426,167.7
wind-ons_10,p61,2010,78804,150.0
wind-ons_6,p66,2010,81912,10.0
wind-ons_8,p65,2010,90622,180.0
wind-ons_9,p65,2010,93661,3.6
wind-ons_9,p65,2010,93662,198.0
wind-ons_9,p65,2010,94041,234.0
