*tech,region,year,sc_point_gid,capacity
geohydro_allkm_9,p12,2010,33483,13.0
geohydro_allkm_9,p12,2010,33484,13.0
geohydro_allkm_9,p8,2010,34609,1.1
geohydro_allkm_9,p12,2010,34613,0.6
geohydro_allkm_9,p12,2010,34614,0.9
geohydro_allkm_9,p12,2010,34994,0.9
geohydro_allkm_10,p12,2010,35374,0.9
geohydro_allkm_9,p9,2010,37246,9.0
geohydro_allkm_9,p9,2010,37247,2.971
geohydro_allkm_9,p12,2010,37274,6.3
geohydro_allkm_9,p12,2010,37275,7.5
geohydro_allkm_9,p12,2010,37276,4.3
geohydro_allkm_9,p9,2010,37624,9.0
geohydro_allkm_9,p9,2010,37625,19.0
geohydro_allkm_9,p9,2010,37626,45.0
geohydro_allkm_9,p9,2010,37627,50.0
geohydro_allkm_9,p9,2010,37628,40.0
geohydro_allkm_9,p9,2010,37629,19.0
geohydro_allkm_9,p12,2010,37648,0.9
geohydro_allkm_9,p12,2010,37649,5.4
geohydro_allkm_9,p12,2010,37655,7.5
geohydro_allkm_9,p12,2010,37656,7.3
geohydro_allkm_9,p9,2010,38004,9.0
geohydro_allkm_9,p9,2010,38005,15.8
geohydro_allkm_8,p9,2010,38006,60.0
geohydro_allkm_8,p9,2010,38007,60.0
geohydro_allkm_8,p9,2010,38008,51.0
geohydro_allkm_9,p9,2010,38009,40.0
geohydro_allkm_10,p9,2010,38010,9.229
geohydro_allkm_9,p12,2010,38028,9.0
geohydro_allkm_9,p12,2010,38029,10.0
geohydro_allkm_9,p12,2010,38030,5.4
geohydro_allkm_9,p12,2010,38036,1.3
geohydro_allkm_10,p12,2010,38037,1.2
geohydro_allkm_7,p9,2010,38387,65.0
geohydro_allkm_8,p9,2010,38388,60.0
geohydro_allkm_9,p9,2010,38389,50.0
geohydro_allkm_10,p9,2010,38390,21.815
geohydro_allkm_10,p9,2010,38407,3.7
geohydro_allkm_9,p12,2010,38408,10.0
geohydro_allkm_9,p12,2010,38410,10.0
geohydro_allkm_9,p12,2010,38415,1.3
geohydro_allkm_9,p12,2010,38416,1.3
geohydro_allkm_10,p12,2010,38417,10.1
geohydro_allkm_8,p9,2010,38767,68.0
geohydro_allkm_9,p9,2010,38768,60.0
geohydro_allkm_9,p9,2010,38769,33.1
geohydro_allkm_10,p9,2010,38770,0.131
geohydro_allkm_10,p12,2010,38787,0.9
geohydro_allkm_9,p12,2010,38788,10.0
geohydro_allkm_9,p12,2010,38789,10.9
geohydro_allkm_9,p12,2010,38790,5.4
geohydro_allkm_9,p12,2010,38794,1.1
geohydro_allkm_9,p12,2010,38795,1.3
geohydro_allkm_9,p12,2010,38796,1.2
geohydro_allkm_9,p12,2010,38797,10.1
geohydro_allkm_9,p12,2010,38798,10.1
geohydro_allkm_9,p9,2010,39148,50.0
geohydro_allkm_9,p9,2010,39149,26.0
geohydro_allkm_9,p12,2010,39169,5.4
geohydro_allkm_9,p12,2010,39171,0.1
geohydro_allkm_10,p12,2010,39172,0.4
geohydro_allkm_9,p12,2010,39175,0.9
geohydro_allkm_9,p12,2010,39176,0.9
geohydro_allkm_9,p9,2010,39528,40.0
geohydro_allkm_9,p9,2010,39529,25.0
geohydro_allkm_9,p12,2010,39556,10.1
geohydro_allkm_9,p12,2010,39557,10.1
geohydro_allkm_9,p9,2010,39908,3.055
geohydro_allkm_9,p12,2010,39933,0.4
geohydro_allkm_9,p10,2010,44870,3.3
geohydro_allkm_9,p10,2010,44871,3.3
geohydro_allkm_10,p9,2010,45249,1.316
geohydro_allkm_9,p10,2010,45250,3.8
geohydro_allkm_9,p10,2010,45251,3.3
geohydro_allkm_9,p10,2010,45252,3.3
geohydro_allkm_10,p9,2010,45629,3.3
geohydro_allkm_9,p10,2010,45630,4.6
geohydro_allkm_8,p10,2010,45631,4.2
geohydro_allkm_9,p10,2010,45632,1.984
geohydro_allkm_9,p25,2010,45675,8.7
geohydro_allkm_9,p9,2010,46010,0.893
geohydro_allkm_9,p10,2010,46011,2.407
geohydro_allkm_9,p10,2010,46012,3.3
geohydro_allkm_9,p25,2010,46812,11.0
geohydro_allkm_9,p10,2010,51713,23.4
geohydro_allkm_8,p10,2010,51714,22.485
geohydro_allkm_8,p10,2010,51715,9.27
geohydro_allkm_9,p10,2010,51716,21.8
geohydro_allkm_9,p10,2010,52093,20.851
geohydro_allkm_8,p10,2010,52094,13.307
geohydro_allkm_8,p10,2010,52095,10.495
geohydro_allkm_9,p10,2010,52096,4.215
geohydro_allkm_10,p10,2010,52472,13.76
geohydro_allkm_9,p10,2010,52473,6.049
geohydro_allkm_8,p10,2010,52474,3.698
geohydro_allkm_9,p10,2010,52853,14.21
geohydro_allkm_9,p10,2010,52854,27.0
geohydro_allkm_9,p10,2010,53233,8.74
geohydro_allkm_9,p10,2010,53234,0.021
geohydro_allkm_7,p10,2010,63883,4.0
geohydro_allkm_7,p10,2010,63884,10.0
geohydro_allkm_7,p10,2010,63885,9.0
geohydro_allkm_7,p10,2010,64263,29.0
geohydro_allkm_7,p10,2010,64264,49.0
geohydro_allkm_7,p10,2010,64265,42.0
geohydro_allkm_9,p10,2010,64267,0.6
geohydro_allkm_9,p10,2010,64268,0.6
geohydro_allkm_8,p10,2010,64642,2.1
geohydro_allkm_8,p10,2010,64643,44.0
geohydro_allkm_7,p10,2010,64644,50.0
geohydro_allkm_7,p10,2010,64645,46.0
geohydro_allkm_7,p10,2010,64646,10.0
geohydro_allkm_9,p10,2010,64647,0.6
geohydro_allkm_9,p10,2010,64648,0.425
geohydro_allkm_9,p10,2010,64649,0.6
geohydro_allkm_8,p10,2010,65022,0.6
geohydro_allkm_8,p10,2010,65023,17.0
geohydro_allkm_7,p10,2010,65024,42.0
geohydro_allkm_7,p10,2010,65025,10.7
geohydro_allkm_7,p10,2010,65026,1.0
geohydro_allkm_8,p10,2010,65027,0.648
geohydro_allkm_9,p10,2010,65028,0.8
geohydro_allkm_9,p10,2010,65029,0.6
geohydro_allkm_9,p10,2010,65030,0.6
geohydro_allkm_8,p10,2010,65402,3.0
geohydro_allkm_8,p10,2010,65403,3.0
geohydro_allkm_8,p10,2010,65404,10.7
geohydro_allkm_7,p10,2010,65405,10.7
geohydro_allkm_7,p10,2010,65406,3.0
geohydro_allkm_8,p10,2010,65407,1.0
geohydro_allkm_9,p10,2010,65409,0.6
geohydro_allkm_8,p10,2010,65410,0.175
geohydro_allkm_9,p10,2010,65781,0.6
geohydro_allkm_8,p10,2010,65782,3.0
geohydro_allkm_8,p10,2010,65783,3.8
geohydro_allkm_8,p10,2010,65784,3.8
geohydro_allkm_8,p10,2010,65785,8.0
geohydro_allkm_7,p10,2010,65786,8.0
geohydro_allkm_8,p10,2010,65787,2.718
geohydro_allkm_8,p10,2010,65788,1.0
geohydro_allkm_8,p10,2010,65789,0.252
geohydro_allkm_8,p10,2010,65790,0.6
geohydro_allkm_8,p10,2010,65791,0.6
geohydro_allkm_9,p10,2010,66161,3.0
geohydro_allkm_8,p10,2010,66162,3.8
geohydro_allkm_8,p10,2010,66163,4.5
geohydro_allkm_8,p10,2010,66164,12.0
geohydro_allkm_8,p10,2010,66165,5.282
geohydro_allkm_7,p10,2010,66166,14.4
geohydro_allkm_8,p10,2010,66167,0.303
geohydro_allkm_8,p10,2010,66168,1.0
geohydro_allkm_8,p10,2010,66169,1.0
geohydro_allkm_8,p10,2010,66170,0.6
geohydro_allkm_8,p10,2010,66171,0.6
geohydro_allkm_9,p10,2010,66541,3.0
geohydro_allkm_8,p10,2010,66542,3.0
geohydro_allkm_8,p10,2010,66543,3.8
geohydro_allkm_8,p10,2010,66544,12.0
geohydro_allkm_7,p10,2010,66545,3.8
geohydro_allkm_7,p10,2010,66546,7.697
geohydro_allkm_8,p10,2010,66547,5.3
geohydro_allkm_8,p10,2010,66548,1.0
geohydro_allkm_8,p10,2010,66549,0.8
geohydro_allkm_8,p10,2010,66550,0.6
geohydro_allkm_8,p10,2010,66551,0.6
geohydro_allkm_10,p8,2010,98244,1.1
geohydro_allkm_9,p10,2010,98283,3.8
geohydro_allkm_9,p9,2010,98290,16.9
geohydro_allkm_9,p10,2010,98296,1.0
geohydro_allkm_9,p16,2010,98298,10.0
geohydro_allkm_8,p9,2010,98309,12.2
geohydro_allkm_8,p12,2010,98310,10.1
geohydro_allkm_8,p10,2010,98314,14.4
geohydro_allkm_8,p10,2010,98315,34.3
geohydro_allkm_7,p12,2010,98321,0.8
geohydro_allkm_6,p12,2010,98326,13.0
geohydro_allkm_6,p12,2010,98328,10.0
geohydro_allkm_6,p12,2010,98329,12.8
geohydro_allkm_5,p12,2010,98331,56.0
geohydro_allkm_4,p10,2010,98332,10.7
geohydro_allkm_4,p25,2010,98333,23.0
geohydro_allkm_4,p10,2010,98334,10.7
geohydro_allkm_3,p10,2010,98339,30.0
geohydro_allkm_3,p10,2010,98340,1.0
geohydro_allkm_2,p9,2010,98341,29.2
geohydro_allkm_9,p12,2011,33483,13.0
geohydro_allkm_9,p12,2011,33484,13.0
geohydro_allkm_9,p8,2011,34609,1.1
geohydro_allkm_9,p12,2011,34613,0.6
geohydro_allkm_9,p12,2011,34614,0.9
geohydro_allkm_9,p12,2011,34994,0.9
geohydro_allkm_10,p12,2011,35374,0.9
geohydro_allkm_9,p9,2011,37246,9.0
geohydro_allkm_9,p9,2011,37247,2.971
geohydro_allkm_9,p12,2011,37274,6.3
geohydro_allkm_9,p12,2011,37275,7.5
geohydro_allkm_9,p12,2011,37276,4.3
geohydro_allkm_9,p9,2011,37624,9.0
geohydro_allkm_9,p9,2011,37625,19.0
geohydro_allkm_9,p9,2011,37626,45.0
geohydro_allkm_9,p9,2011,37627,50.0
geohydro_allkm_9,p9,2011,37628,40.0
geohydro_allkm_9,p9,2011,37629,19.0
geohydro_allkm_9,p12,2011,37648,0.9
geohydro_allkm_9,p12,2011,37649,5.4
geohydro_allkm_9,p12,2011,37655,7.5
geohydro_allkm_9,p12,2011,37656,7.3
geohydro_allkm_9,p9,2011,38004,9.0
geohydro_allkm_9,p9,2011,38005,15.8
geohydro_allkm_8,p9,2011,38006,60.0
geohydro_allkm_8,p9,2011,38007,60.0
geohydro_allkm_8,p9,2011,38008,51.0
geohydro_allkm_9,p9,2011,38009,40.0
geohydro_allkm_10,p9,2011,38010,9.229
geohydro_allkm_9,p12,2011,38028,9.0
geohydro_allkm_9,p12,2011,38029,10.0
geohydro_allkm_9,p12,2011,38030,5.4
geohydro_allkm_9,p12,2011,38036,1.3
geohydro_allkm_10,p12,2011,38037,1.2
geohydro_allkm_7,p9,2011,38387,65.0
geohydro_allkm_8,p9,2011,38388,60.0
geohydro_allkm_9,p9,2011,38389,50.0
geohydro_allkm_10,p9,2011,38390,21.815
geohydro_allkm_10,p9,2011,38407,3.7
geohydro_allkm_9,p12,2011,38408,10.0
geohydro_allkm_9,p12,2011,38410,10.0
geohydro_allkm_9,p12,2011,38415,1.3
geohydro_allkm_9,p12,2011,38416,1.3
geohydro_allkm_10,p12,2011,38417,10.1
geohydro_allkm_8,p9,2011,38767,68.0
geohydro_allkm_9,p9,2011,38768,60.0
geohydro_allkm_9,p9,2011,38769,33.1
geohydro_allkm_10,p9,2011,38770,0.131
geohydro_allkm_10,p12,2011,38787,0.9
geohydro_allkm_9,p12,2011,38788,10.0
geohydro_allkm_9,p12,2011,38789,10.9
geohydro_allkm_9,p12,2011,38790,5.4
geohydro_allkm_9,p12,2011,38794,1.1
geohydro_allkm_9,p12,2011,38795,1.3
geohydro_allkm_9,p12,2011,38796,1.2
geohydro_allkm_9,p12,2011,38797,10.1
geohydro_allkm_9,p12,2011,38798,10.1
geohydro_allkm_9,p9,2011,39148,50.0
geohydro_allkm_9,p9,2011,39149,26.0
geohydro_allkm_9,p12,2011,39169,5.4
geohydro_allkm_9,p12,2011,39171,0.1
geohydro_allkm_10,p12,2011,39172,0.4
geohydro_allkm_9,p12,2011,39175,0.9
geohydro_allkm_9,p12,2011,39176,0.9
geohydro_allkm_9,p9,2011,39528,40.0
geohydro_allkm_9,p9,2011,39529,25.0
geohydro_allkm_9,p12,2011,39556,10.1
geohydro_allkm_9,p12,2011,39557,10.1
geohydro_allkm_9,p9,2011,39908,3.055
geohydro_allkm_9,p12,2011,39933,0.4
geohydro_allkm_9,p10,2011,44870,3.3
geohydro_allkm_9,p10,2011,44871,3.3
geohydro_allkm_10,p9,2011,45249,1.316
geohydro_allkm_9,p10,2011,45250,3.8
geohydro_allkm_9,p10,2011,45251,3.3
geohydro_allkm_9,p10,2011,45252,3.3
geohydro_allkm_10,p9,2011,45629,3.3
geohydro_allkm_9,p10,2011,45630,4.6
geohydro_allkm_8,p10,2011,45631,4.2
geohydro_allkm_9,p10,2011,45632,1.984
geohydro_allkm_9,p25,2011,45675,8.7
geohydro_allkm_9,p9,2011,46010,0.893
geohydro_allkm_9,p10,2011,46011,2.407
geohydro_allkm_9,p10,2011,46012,3.3
geohydro_allkm_9,p25,2011,46812,11.0
geohydro_allkm_9,p10,2011,51713,23.4
geohydro_allkm_8,p10,2011,51714,22.485
geohydro_allkm_8,p10,2011,51715,9.27
geohydro_allkm_9,p10,2011,51716,21.8
geohydro_allkm_9,p10,2011,52093,20.851
geohydro_allkm_8,p10,2011,52094,13.307
geohydro_allkm_8,p10,2011,52095,10.495
geohydro_allkm_9,p10,2011,52096,4.215
geohydro_allkm_10,p10,2011,52472,13.76
geohydro_allkm_9,p10,2011,52473,6.049
geohydro_allkm_8,p10,2011,52474,3.698
geohydro_allkm_9,p10,2011,52853,14.21
geohydro_allkm_9,p10,2011,52854,27.0
geohydro_allkm_9,p10,2011,53233,8.74
geohydro_allkm_9,p10,2011,53234,0.021
geohydro_allkm_7,p10,2011,63883,4.0
geohydro_allkm_7,p10,2011,63884,10.0
geohydro_allkm_7,p10,2011,63885,9.0
geohydro_allkm_7,p10,2011,64263,29.0
geohydro_allkm_7,p10,2011,64264,49.0
geohydro_allkm_7,p10,2011,64265,42.0
geohydro_allkm_9,p10,2011,64267,0.6
geohydro_allkm_9,p10,2011,64268,0.6
geohydro_allkm_8,p10,2011,64642,2.1
geohydro_allkm_8,p10,2011,64643,44.0
geohydro_allkm_7,p10,2011,64644,50.0
geohydro_allkm_7,p10,2011,64645,46.0
geohydro_allkm_7,p10,2011,64646,10.0
geohydro_allkm_9,p10,2011,64647,0.6
geohydro_allkm_9,p10,2011,64648,0.425
geohydro_allkm_9,p10,2011,64649,0.6
geohydro_allkm_8,p10,2011,65022,0.6
geohydro_allkm_8,p10,2011,65023,17.0
geohydro_allkm_7,p10,2011,65024,42.0
