region,year,capacity
p44005,2016,29.3
p51001,2021,12.0
p25001,2024,260.0
p25001,2025,1514.99
p10005,2026,966.0
p25001,2026,924.0
p39007,2026,13.6
p39155,2026,6.8
p36103,2027,810.01
