region,year,capacity
p62,2022,635.2
p63,2022,1648.6
p65,2022,1210.8
p66,2022,393.0
p70,2022,232.3
p74,2022,72.8
p77,2022,91.6
p82,2022,2.5
p83,2022,319.3
p9,2022,101.1
p10,2023,65.5
p103,2023,537.1
p105,2023,537.8
p111,2023,1.5
p114,2023,60.0
p119,2023,27.6
p122,2023,63.0
p127,2023,1272.4
p129,2023,42.0
p131,2023,101.2
p16,2023,160.0
p20,2023,80.0
p28,2023,30.0
p29,2023,238.2
p35,2023,102.8
p36,2023,588.0
p38,2023,222.2
p43,2023,100.0
p48,2023,324.0
p50,2023,1006.2
p52,2023,199.0
p53,2023,804.0
p56,2023,48.0
p58,2023,204.0
p60,2023,756.0
p61,2023,150.0
p66,2023,2262.2
p70,2023,322.4
p75,2023,91.6
p80,2023,144.3
p81,2023,105.5
p82,2023,400.0
p83,2023,293.5
p9,2023,97.0
p10,2024,42.5
p127,2024,9.6
p131,2024,2.4
p16,2024,10.0
p18,2024,220.0
p20,2024,80.0
p21,2024,150.0
p24,2024,1113.8
p29,2024,163.0
p33,2024,181.0
p35,2024,80.0
p36,2024,100.0
p4,2024,126.0
p40,2024,470.3
p43,2024,260.0
p45,2024,300.0
p48,2024,288.0
p51,2024,200.0
p66,2024,140.0
p68,2024,400.0
p81,2024,254.4
p88,2024,184.5
p127,2025,94.0
p128,2025,156.0
p131,2025,90.0
p24,2025,1500.0
p35,2025,220.0
p48,2025,500.0
p127,2026,290.7
p24,2026,1500.0
p23,2027,410.0
p24,2027,1090.0
p24,2028,174.0
p32,2028,336.0
p39,2028,240.0
p24,2029,504.0
p32,2029,246.0
