reeds_ba,node
p1,42058_BRITTON_WI
p1,42060_CAROLINA_WI
p1,42062_CUSTER_WI
p1,42063_ENTRPRIS_WI
p1,42066_GLACIER_WI
p1,42067_HANNEGAN_WI
p1,42068_HAPVALLY_WI
p1,42069_LABOUNTY_WI
p1,42070_LKLOUISE_WI
p1,42071_LKLOUIST_WI
p1,42072_MCKENZE_WI
p1,42073_NUGENT_WI
p1,42075_OLYARCO_WI
p1,42076_OLYMOBIL_WI
p1,42077_OLYMOTAP_WI
p1,42079_PLYMOUTH_WI
p1,42081_SCHUETT_WI
p1,42082_SEHOME_WI
p1,42083_SLATER_WI
p1,42084_STATE ST_WI
p1,42085_VANWYCK_WI
p1,42086_VIKING_WI
p1,42087_VISTA P_WI
p1,42089_WOBURN_WI
p1,42090_BELLIS_WI
p1,42092_OLD TOWN_WI
p1,42093_BERTHUSN_WI
p1,42094_ROEDER_WI
p1,42096_LEHIGH_WI
p1,42100_SEDRO_WI
p1,42101_SEDRO_WI
p1,42103_SEDRO NT_WI
p1,42104_MARCH PT_WI
p1,42105_MARCHPT_WI
p1,42106_MARCHPTN_WI
p1,42107_MARCHPTS_WI
p1,42108_BAKER SW_WI
p1,42110_FREDONIA_WI
p1,42111_FREDONA1_WI
p1,42112_FREDONA2_WI
p1,42113_FREDONIA_WI
p1,42114_FREDONA3_WI
p1,42115_FREDONA4_WI
p1,42116_SAWMILL_WI
p1,42117_SAWMILL_WI
p1,42118_FIDALGO_WI
p1,42119_SEDRO W_WI
p1,42120_SEDRO E_WI
p1,42121_LO BAKER_WI
p1,42123_UP BAKER_WI
p1,42124_UP BAKER_WI
p1,42125_CFALLTAP_WI
p1,42126_CFALLGEN_WI
p1,42128_KOMO K_WI
p1,42130_TEX_WEST_WI
p1,42131_MRPTGEN1_WI
p1,42132_MRPTGEN2_WI
p1,42133_MRPTGEN3_WI
p1,42134_MRPTGENL_WI
p1,42135_TEXACO E_WI
p1,42150_N.POINT1_WI
p1,42151_N.POINT2_WI
p1,42152_GAGES TP_WI
p1,42153_GAGES_WI
p1,42154_AIR LIQP_WI
p1,42155_ANACPUMP_WI
p1,42156_ALGER_WI
p1,42157_ANACORT_WI
p1,42161_AVON PMP_WI
p1,42163_BIGROCK_WI
p1,42164_BURLIGTN_WI
p1,42165_BURROWS_WI
p1,42167_HICKOX_WI
p1,42168_HICKOX T_WI
p1,42169_HAMILTNP_WI
p1,42170_MTVERNON_WI
p1,42171_NORLUM_WI
p1,42172_PADILLA_WI
p1,42173_PADILTAP_WI
p1,42174_PETHCORN_WI
p1,42175_RITA P_WI
p1,42176_RIVERBND_WI
p1,42177_SHANNON_WI
p1,42178_SHANNON_WI
p1,42184_SUMMITPK_WI
p1,42185_LINDE_WI
p1,42189LSON P_WI
p1,42191_OLYBAYVW_WI
p1,42200_WHIDBEY_WI
p1,42201_GREENBNK_WI
p1,42210_S WHIDBY_WI
p1,42220_BROOK H_WI
p1,42221_CLOVER V_WI
p1,42222_COUPVILL_WI
p1,42223_CRESCENT_WI
p1,42224_FABER_WI
p1,42225_FREELAND_WI
p1,42226_COLESRD_WI
p1,42227_HILCREST_WI
p1,42228_LANGLEY_WI
p1,42230_PORTER_WI
p1,42231_SWANTOWN_WI
p1,42300_SAMMAMSH_WI
p1,42301_SAMMAMSH_WI
p1,42302_LAKESIDE_WI
p1,42303_LAKESIDE_WI
p1,42304_NOVELTY_WI
p1,42305_NOVELTY_WI
p1,42307_LKTRAD_WI
p1,42309_ROSEHILL_WI
p1,42310_COTAGEBR_WI
p1,42311_STILWTRP_WI
p1,42312_CASCADEP_WI
p1,42313_CASCADE_WI
p1,42315_CASCADEP_WI
p1,42316_CLE ELUM_WI
p1,42318_SAMMSH W_WI
p1,42319_SAMMSH E_WI
p1,42320_HORSRNCH_WI
p1,42321_HRNCHTAP_WI
p1,42322_SAMMSH W_WI
p1,42323_SAMMSH E_WI
p1,42325_MORLANDS_WI
p1,42330_SNOQ SW_WI
p1,42331_SNOQCAV_WI
p1,42335_SNOQPWR2_WI
p1,42336_SNOQPWR2_WI
p1,42340_TWINFALL_WI
p1,42341_TWINFALL_WI
p1,42350_TOLT RIV_WI
p1,42351_TOLT RIV_WI
p1,42361ND RDG_WI
p1,42362ND RDG_WI
p1,42363_WLD HORS_WI
p1,42364LDH 1_WI
p1,42365LDH 2_WI
p1,42366LDH C1_WI
p1,42367LDH W1_WI
p1,42368LDH C2_WI
p1,42369LDH W2_WI
p1,42370LDH 3_WI
p1,42371LDH C3_WI
p1,42372LDH W3_WI
p1,42373_POISN SP_WI
p1,42374_SCHNEBLY_WI
p1,42375_SCHNEBLY_WI
p1,42376_VANTW C1_WI
p1,42377_VANTW W1_WI
p1,42380_AMES LAK_WI
p1,42381_AMESLKTP_WI
p1,42382_AVONDAL_WI
p1,42383_SAMNOVTP_WI
p1,42384_BRIDLE_WI
p1,42385_CENTER_WI
p1,42386_BRTWT41_WI
p1,42387_CLYDE H._WI
p1,42388_COLLEGEP_WI
p1,42389_CLYMER_WI
p1,42390_CRESTWD_WI
p1,42393_DUVAL_WI
p1,42394_EASTGATE_WI
p1,42395_EASTON_WI
p1,42396_EVERGREN_WI
p1,42397_FACTORIA_WI
p1,42398_FALLCITY_WI
p1,42399_GLDBRTIE_WI
p1,42400_GOODESCN_WI
p1,42402_HILTNLKT_WI
p1,42403_HOLLYWD_WI
p1,42404_HOUGHTON_WI
p1,42405_HYAK_WI
p1,42406_INGLEWOD_WI
p1,42407_INTLAKEN_WI
p1,42408_JUANITAP_WI
p1,42409_KENILWTH_WI
p1,42410_KENMORE_WI
p1,42411_KITTITAS_WI
p1,42412_KLAHANIE_WI
p1,42413_LAKEHILL_WI
p1,42414_LK LEOTA_WI
p1,42415_ARDMORE_WI
p1,42416_LOCHLEVN_WI
p1,42418_MEDINA_WI
p1,42419_MERCER T_WI
p1,42420_MERCERIS_WI
p1,42421_MERCERWD_WI
p1,42422_MERCRWDT_WI
p1,42423_MIDLAKES_WI
p1,42424_MIRRORNT_WI
p1,42426_N BELVUE_WI
p1,42427_N.BOTHEL_WI
p1,42428_NBELL TP_WI
p1,42430_NORKIRK_WI
p1,42431_NORTHBND_WI
p1,42432_NORTHRUP_WI
p1,42433_NORWAY H_WI
p1,42435_OLYCANYT_WI
p1,42436_OVERLAKE_WI
p1,42437_OVLAKETP_WI
p1,42438_PHANTOM_WI
p1,42439_PCKERING_WI
p1,42440_PINELAKE_WI
p1,42441_PINELKTP_WI
p1,42442_RATTLE S_WI
p1,42443_REDMONDP_WI
p1,42446_SAHALEE_WI
p1,42447_SBELLVUE_WI
p1,42448_SCENIC_WI
p1,42449_SKYKOMSH_WI
p1,42450_SMERCER_WI
p1,42451_SNOQDIST_WI
p1,42452_SOMERSET_WI
p1,42453_SOUTKIRK_WI
p1,42454_SPIRTBRK_WI
p1,42455_STERLNGP_WI
p1,42456_SW197TAP_WI
p1,42457_SW922TAP_WI
p1,42458_TOLT_WI
p1,42459_TOTEM_WI
p1,42460_UNIONHLL_WI
p1,42461_VITULLI_WI
p1,42462_W.ISSAQU_WI
p1,42463_WAYNE_WI
p1,42465_WEY SNOQ_WI
p1,42467_WOLDALE_WI
p1,42474_PLATEAU_WI
p1,42500_TALBOT N_WI
p1,42501_TALBOT S_WI
p1,42502_TALBOT_WI
p1,42503_OBRIEN_WI
p1,42504_OBRIEN_WI
p1,42505_CHRISTOP_WI
p1,42506_CHRISTOP_WI
p1,42507_BERYDALE_WI
p1,42508_BERRYDAL_WI
p1,42509_KRAINCOR_WI
p1,42510_KRAINCOR_WI
p1,42511_TALBOT N_WI
p1,42512_TALBOT S_WI
p1,42513_OBRIEN N_WI
p1,42514_OBRIEN S_WI
p1,42515_ASBURY_WI
p1,42520_MIDWAYP_WI
p1,42525_SHUF115_WI
p1,42526_S SEATAC_WI
p1,42530_STARWOOD_WI
p1,42532_STEVNSON_WI
p1,42568_BALDI_WI
p1,42569_BLK.DIAM_WI
p1,42570_CLAY CRK_WI
p1,42572_CUMBRLND_WI
p1,42573_ENUMCLAW_WI
p1,42574_GREENWTR_WI
p1,42577_OSCEOLA_WI
p1,42578_W.R.MILL_WI
p1,42579_WABASH_WI
p1,42580_BELMORE_WI
p1,42581_BOE ACRE_WI
p1,42582_BOE AERO_WI
p1,42583_BOE AUB1_WI
p1,42584_BOE AUB2_WI
p1,42585_BOE1_WI
p1,42586_BOE2_WI
p1,42587_BOWLAKE_WI
p1,42588_CAMBRIDG_WI
p1,42589_COVE_WI
p1,42590_DESMOINE_WI
p1,42591_E.VALLEY_WI
p1,42592_EARLGTON_WI
p1,42593_ELLINGTP_WI
p1,42594_ELLNGSON_WI
p1,42595_ELLNGTAP_WI
p1,42597_FAIRWOOD_WI
p1,42599_FALCON_WI
p1,42601_FREEWAY_WI
p1,42602_GLENCARN_WI
p1,42603_GRADY_WI
p1,42604_HARVEST_WI
p1,42605_HAZELWD_WI
p1,42606_HIGHLND_WI
p1,42608_HOBART_WI
p1,42609_LKYOUNGS_WI
p1,42610_KENT2&3_WI
p1,42611_KITTSCOR_WI
p1,42612_LAKOTA_WI
p1,42613_LEAHILL_WI
p1,42614_LIQ. AIR_WI
p1,42615_LKMCDO T_WI
p1,42616_LKMCDON_WI
p1,42617_LKMERIDI_WI
p1,42618_LKWILDR_WI
p1,42619_MANHAT_WI
p1,42620_MARINVUE_WI
p1,42622_MER.IS.T_WI
p1,42623_MERIDITH_WI
p1,42624_METRO RN_WI
p1,42625_MPLEWOOD_WI
p1,42626_MSTREET_WI
p1,42627_NELSON_WI
p1,42629_NNORMTAP_WI
p1,42630_NORPAC_WI
p1,42631_OLYRENTN_WI
p1,42632_ORCHARDP_WI
p1,42633_ORILLIA_WI
p1,42634_PACCAR_WI
p1,42636_PANTHRLK_WI
p1,42637_PEASLY_WI
p1,42638_PIPE LK_WI
p1,42639_PRES PK_WI
p1,42640_REDONDO_WI
p1,42641_RENTONJT_WI
p1,42642_ROBINSN_WI
p1,42643_ROLLHLS_WI
p1,42644_S.CENTER_WI
p1,42645_S.DMOINE_WI
p1,42647_SEQUOIA_WI
p1,42648_4CORNERS_WI
p1,42649_SHERWD_WI
p1,42650_SHERWD T_WI
p1,42651_SOOSCRK_WI
p1,42652_SWEPTWNG_WI
p1,42653_TUKWILA_WI
p1,42655_VASHON_WI
p1,42656_VICTORIA_WI
p1,42657_W.AUBURN_WI
p1,42658_W.CAMPUS_WI
p1,42659_WEYHRSR_WI
p1,42660_WEYHRSRT_WI
p1,42662_ZENITH_WI
p1,42700_WHITE RV_WI
p1,42701_WHITE RV_WI
p1,42702_WHITE RV_WI
p1,42703_ALDERTON_WI
p1,42704_ALDERTON_WI
p1,42705_ELECTHTS_WI
p1,42706_ELECTHTS_WI
p1,42707_ALDRTN W_WI
p1,42708_ALDRTN E_WI
p1,42710_ELECTRON_WI
p1,42711_ELECTRON_WI
p1,42720_FREDRICK_WI
p1,42721_FREDERC1_WI
p1,42722_FREDERC2_WI
p1,42741_AIR PROD_WI
p1,42744_BOE_PUY_WI
p1,42745_BONNEYLK_WI
p1,42746_BUCKLEY_WI
p1,42747_CEDARHST_WI
p1,42751_DIERINGR_WI
p1,42752_DUPONT_WI
p1,42753_EDGEWOOD_WI
p1,42755_FAIRCHIL_WI
p1,42756_FRED TAP_WI
p1,42757_FRUTLAND_WI
p1,42758_GARDELLA_WI
p1,42759_GRAVELLY_WI
p1,42760_GRAVTAP_WI
p1,42761_HEMLOCK_WI
p1,42763_KNOBLEP_WI
p1,42764_KAPOWSIN_WI
p1,42765_LK.TAPPS_WI
p1,42766_MERIDTAP_WI
p1,42767_HOLDEN_WI
p1,42768_HOLDN TP_WI
p1,42769_ORTING_WI
p1,42771_PIONEERP_WI
p1,42772_QUARRY_WI
p1,42773_RHODESLK_WI
p1,42776_SHAW_WI
p1,42777_SPANAWAY_WI
p1,42778_STEWART_WI
p1,42779_SUMNER_WI
p1,42780_SW28TIE_WI
p1,42781_SUNRISEP_WI
p1,42782_TILCM TP_WI
p1,42783_TILLICUM_WI
p1,42786LKNSON_WI
p1,42787_WOODLDSW_WI
p1,42788_WOODLNDP_WI
p1,42789_WR-KCTAP_WI
p1,42800_OLYMPA P_WI
p1,42802_ST CLAIR_WI
p1,42803_ST CLAIR_WI
p1,42804_ST CLR W_WI
p1,42805_ST CLR E_WI
p1,42808_BLUMAER_WI
p1,42809_OLY P N_WI
p1,42810_OLY P S_WI
p1,42815_WEST OLY_WI
p1,42851_MCAL.SPR_WI
p1,42861_AIRPORTP_WI
p1,42862_BARNESLK_WI
p1,42864_CHAMBERP_WI
p1,42865_DECATUR_WI
p1,42866_ELDINLET_WI
p1,42868_GRIFF T_WI
p1,42869_GRIFFIN_WI
p1,42870_JOHNS HL_WI
p1,42871_LACEY_WI
p1,42872_LONGMIRE_WI
p1,42875_LUHR BCH_WI
p1,42876_MCKINLY_WI
p1,42877_MOTTMAN_WI
p1,42878_OLY BEER_WI
p1,42879_OLY VAIL_WI
p1,42880_PATTERSN_WI
p1,42882_ROCHEST_WI
p1,42883_SOUTHWIK_WI
p1,42884_PRINE_WI
p1,42885_TANGLEWD_WI
p1,42890_YELM_WI
p1,42892_RAINR VW_WI
p1,42893_CAPITOL_WI
p1,42894_FR.GROVE_WI
p1,42895_HAWKS PR_WI
p1,42896_PL.GLADE_WI
p1,42897_PLUM_WI
p1,42898_THRSTN P_WI
p1,42900_S.BREM_WI
p1,42901_S.BREM_WI
p1,42902_BREMERTN_WI
p1,42904_FOSS CNR_WI
p1,42907_VALLYJCT_WI
p1,42930_AGATE PA_WI
p1,42932_BUCKLIN_WI
p1,42933_C KITSAP_WI
p1,42934_CHICO_WI
p1,42935_CHRISCNR_WI
p1,42936_COMMAND_WI
p1,42938_E P ORCT_WI
p1,42939_E.P.ORCH_WI
p1,42940_FERNWD T_WI
p1,42941_FERNWOOD_WI
p1,42942_FRAGARIA_WI
p1,42945_KNGSTNTP_WI
p1,42948_KINGSTON_WI
p1,42949_LOMOTAP_WI
p1,42950_LONG LK_WI
p1,42952_MANCHEST_WI
p1,42953_MCWILLY_WI
p1,42954_MILLERBY_WI
p1,42955_MUR COVE_WI
p1,42956_MURDEN T_WI
p1,42957_NAVYKEYP_WI
p1,42958_PMADSNTP_WI
p1,42961_POULSBO_WI
p1,42964_PT. MAD_WI
p1,42965_PTGAMBLE_WI
p1,42968_R.POINT_WI
p1,42970_SERWOLD_WI
p1,42972_SHERIDNP_WI
p1,42976_SILVERDL_WI
p1,42977_SILVRTAP_WI
p1,42978_SINCLARP_WI
p1,42979_SKEYPORT_WI
p1,42981_TRACYTON_WI
p1,42982NSLOW_WI
p1,42983NSLOWT_WI
p1,44276_BETTASRD_WI
p1,44277_KITTVALY_WI
p1,44278_KITVL C1_WI
p1,44279_KITVL W1_WI
p1,45601_ALDERW_WI
p1,45603_BALLING_WI
p1,45607_BOEING_WI
p1,45608_BEVERLY_WI
p1,45609_BRIER_WI
p1,45610_BEV 230_WI
p1,45611_C MARY_WI
p1,45613_BUNKFOSS_WI
p1,45617_CAMANO_WI
p1,45618_SUNSETSN_WI
p1,45619_CAN PARK_WI
p1,45621_CASCAD_WI
p1,45622_MARINER_WI
p1,45623_CASINO_WI
p1,45624_CLEARV2_WI
p1,45625_CLEARV_WI
p1,45627_DELTA SW_WI
p1,45629_E ARLG_WI
p1,45630_PORTAGE_WI
p1,45631_E MARY_WI
p1,45632_QUILCEDA_WI
p1,45633_EDMONDT2_WI
p1,45635_ESPERENC_WI
p1,45637_EVERETT_WI
p1,45643_OSO SNPD_WI
p1,45645_FIFTYSEC_WI
p1,45647_FIVE COR_WI
p1,45649_FLORAL H_WI
p1,45651_FOBES_WI
p1,45653_FRONTIER_WI
p1,45657_GIBSON_WI
p1,45659_GLENWD_WI
p1,45663_GOLD BAR_WI
p1,45665_GRANFAL_WI
p1,45679_HARBOR P_WI
p1,45681_HARTFORD_WI
p1,45683_HILTON_WI
p1,45685_JACKSN_WI
p1,45687_JACKSN1_WI
p1,45689_JACKSN2_WI
p1,45690_JACKSN34_WI
p1,45693_KELLOGM_WI
p1,45695_KELLOGMT_WI
p1,45697_LK CHAP_WI
p1,45699_LK GDW_WI
p1,45701_LK SEREN_WI
p1,45703_LK STEVE_WI
p1,45705_LYNNWD_WI
p1,45707_LYNNWDT_WI
p1,45708_KEELER S_WI
p1,45709_MAPLEW_WI
p1,45710_KEELERL_WI
p1,45711_MARTHA L_WI
p1,45713_MEADWD_WI
p1,45715_MEADWDT_WI
p1,45717_MONTLAKE_WI
p1,45721_MUKTAP_WI
p1,45723_MURPHYS_WI
p1,45725_N ALDER_WI
p1,45727_N CRK_WI
p1,45729_N MARYS_WI
p1,45731_N STAN_WI
p1,45732_N STANTP_WI
p1,45733_NAVY_WI
p1,45737_NORTON S_WI
p1,45739_OLIVIA P_WI
p1,45741_OLIVIA T_WI
p1,45743_OLYMPIC_WI
p1,45745_PAINE F_WI
p1,45747_PERRINV_WI
p1,45749_PERRINVT_WI
p1,45751_PICNIC_WI
p1,45753_PINEHURS_WI
p1,45755_PK RIDGE_WI
p1,45756_PKRDG TP_WI
p1,45757_PK RIDGT_WI
p1,45758_BRIGHTWT_WI
p1,45759_RICHMND_WI
p1,45761_RICHMNDT_WI
p1,45773_EDGECOMB_WI
p1,45775_SMOKEYP_WI
p1,45777_SMOKEYPT_WI
p1,45779_SNOHM_WI
p1,45785_STIMSONS_WI
p1,45787_SULT GBT_WI
p1,45789_SULTAN_WI
p1,45790_TAMBARK2_WI
p1,45795_TAMBARKT_WI
p1,45797_TENTH_WI
p1,45799_TENTHT_WI
p1,45801_THRASHER_WI
p1,45803_THREE LK_WI
p1,45805_TULALIP_WI
p1,45807_TULALIPT_WI
p1,45809_TURNERS_WI
p1,45811_TWNTETH_WI
p1,45812_FRYRD09_138X_ERC
p1,45813_W MONROE_WI
p1,45819_WESTGATE_WI
p1,45823_WOODS CK_WI
p1,45824_SCOTT 2L_WI
p1,45840_C MARYST_WI
p1,45841_CMARYST_WI
p1,45842_SCOTT 2_WI
p1,45844_FLORLH T_WI
p1,45845_FLORLHT1_WI
p1,45846_GETCHL T_WI
p1,45847_GLENWD T_WI
p1,45848_HALLS LK_WI
p1,45849_KIMCLK_WI
p1,45851_MUKLTEO_WI
p1,45852_NCRK TAP_WI
p1,45853_S CAMANO_WI
p1,45854_S-SCTAP_WI
p1,45855_SILLS  C_WI
p1,45857_SILVE LK_WI
p1,45859_SWMPCKT1_WI
p1,45861_WATRFRT_WI
p1,45863_POLARIS_WI
p1,45865_HARDSN_WI
p1,45867_VILLAGE_WI
p1,45869_WALLCSPD_WI
p1,45871_GETCHLT2_WI
p1,45902_CLEARVS_WI
p1,45910_QUILCEDT_WI
p1,45912_QUILCET1_WI
p1,45913_POLARIST_WI
p1,46045_MATTAWA_WI
p1,46128_BRADEN_WI
p1,46401_BOTHELL_WI
p1,46403_BOTHELL_WI
p1,46409_BROAD ST_WI
p1,46410_BR_UNT_WI
p1,46411_CANAL_WI
p1,46415_CRESTON_WI
p1,46417_DELRIDGE_WI
p1,46419_DIABLO31_WI
p1,46420_DIABLO32_WI
p1,46421_DIABLO_WI
p1,46423_DUWAMISH_WI
p1,46425_EASTPINE_WI
p1,46427_EASTPINE_WI
p1,46429_GORGE_WI
p1,46430_GORGE 4_WI
p1,46431_GORGE_WI
p1,46433_MASS_WI
p1,46435_MASS_WI
p1,46437_NORTH_WI
p1,46439_ROSS 42_WI
p1,46441_ROSS 44_WI
p1,46443_SHORELIN_WI
p1,46445_SOUTH_WI
p1,46449_UNION_WI
p1,46451_UNION T_WI
p1,46453_UNIVERSY_WI
p1,46455_VIEWLAND_WI
p1,46460_ROSS 44_WI
p1,46461_ROSS 42_WI
p1,46463_NORTHMTN_WI
p1,46490_DENNY WY1_WI
p1,46493_DEN_BR_WI
p1,46601_BLAIR_WI
p1,46602_KNOBLE_WI
p1,46603_CEDAR_WI
p1,46605_COMM_BAY_WI
p1,46606_SIMP_GEN_WI
p1,46607_COWLITZ_WI
p1,46608_SW_CEDAR_WI
p1,46609_COWLITZ_WI
p1,46610_COW_SW_WI
p1,46611_CUSHMAN_WI
p1,46612_BRKDALTP_WI
p1,46621_HILLTOP_WI
p1,46622_LINCLNTA_WI
p1,46631_N_EAST_WI
p1,46632_CANYONTA_WI
p1,46633_CANYONTA_WI
p1,46635_PIONERTA_WI
p1,46637_PEARL_WI
p1,46641_SCHNTZTP_WI
p1,46642_S_TAC-SW_WI
p1,46643_SOUTHWST_WI
p1,46645_SOUTHWST_WI
p1,46657_TIDEFLTS_WI
p1,46660_GINKGO_WI
p1,46670_ALDER_WI
p1,46671_ALDER1_WI
p1,46672_ALDER2_WI
p1,46673_PIONERTP_WI
p1,46674_ALEXANDR_WI
p1,46675_ARTNDL-1_WI
p1,46676_ARTNDL_WI
p1,46677_ATLASTP_WI
p1,46679_BRDGPRT_WI
p1,46680_BRKDALE_WI
p1,46683_BROWNSPT_WI
p1,46684_BRNPTTP_WI
p1,46686_CLEMENT_WI
p1,46687_CLVRPKTP_WI
p1,46688_COLLINS1_WI
p1,46689_COLLINS2_WI
p1,46690_CRANDLTP_WI
p1,46691_CRESCNT1_WI
p1,46692_CRESCNT2_WI
p1,46693_CRESENT_WI
p1,46694_CROFT_WI
p1,46695_CURTIS_WI
p1,46696_CUSTERTP_WI
p1,46697_DEFIANCE_WI
p1,46698_ELBE-T_WI
p1,46701_EAST_F_WI
p1,46703_ELBE-1_WI
p1,46704_ELBE-2_WI
p1,46705_ELKPLN-1_WI
p1,46706_ELKPLN-2_WI
p1,46707_FARWEST_WI
p1,46708_FARWSTTP_WI
p1,46709_FIFE_WI
p1,46711_FLETT_WI
p1,46712_FRDRKSN1_WI
p1,46713_FRDRKSN2_WI
p1,46714_FT_LEW_S_WI
p1,46715_FTLEWCTL_WI
p1,46716_GIGHBR-T_WI
p1,46717_GIGHBR-2_WI
p1,46718_GOVE_WI
p1,46719_GRAHAM_WI
p1,46720_HAKNSN-1_WI
p1,46721_HAKNSN-2_WI
p1,46722_HAWTHORN_WI
p1,46723_HAWTHTAP_WI
p1,46724_HAWTHTP_WI
p1,46725_HIGHLDTA_WI
p1,46726_HAKNSN-T_WI
p1,46727_HUSONTP_WI
p1,46728_HYLEBOS_WI
p1,46729_HYLEBTP_WI
p1,46730_LACAMAS1_WI
p1,46731_LACAMAS2_WI
p1,46732_LAGRND1_WI
p1,46733_LAGRND5_WI
p1,46734_LAGRND_WI
p1,46737_MOUNTAIN_WI
p1,46742_LIDFRDTP_WI
p1,46743_PRAXARTP_WI
p1,46745_LODHLM_WI
p1,46746_LODHLM-2_WI
p1,46747_LYNCH-1_WI
p1,46748_LYNCHCR_WI
p1,46749_MADIGAN_WI
p1,46750_MCCHORD_WI
p1,46751_MCNEILTP_WI
p1,46752_MENLOTP_WI
p1,46753_NARROWST_WI
p1,46754_NARROWS2_WI
p1,46755_NISQ115_WI
p1,46756_OHOP-1_WI
p1,46757_OHOP-2_WI
p1,46758_OLDTWN_WI
p1,46759_OLYPIPTP_WI
p1,46760_ORCHRD_WI
p1,46761_PARKLAND_WI
p1,46762_PLAZATP_WI
p1,46763_POLK_WI
p1,46764_PORTLND_WI
p1,46765_MILWKETP_WI
p1,46768_RSVLTTP_WI
p1,46769_ST_PAUL_WI
p1,46771_SRPRSLK_WI
p1,46772_STADIUM_WI
p1,46773_STADMTP_WI
p1,46774_STARWDTA_WI
p1,46775_STEILACM_WI
p1,46779_SUNSETTA_WI
p1,46781_UNIONTP_WI
p1,46782_UNIVER_WI
p1,46785_WAPATOTP_WI
p1,46786_WESTGAT_WI
p1,46787_MINTER-T_WI
p1,46788_MINTER-2_WI
p1,46795_MILWAUKE_WI
p1,46796_MASHEL-1_WI
p1,46797_MASHEL-2_WI
p1,46798_MASHEL-T_WI
