region,node
AEC_EI,317001_2NORTH CR_46
AEC_EI,317003_3GANER_115
AEC_EI,317005_3COFFEE SP_115
AEC_EI,317006_3SAMSN JC_115
AEC_EI,317007_3SAMSON_115
AEC_EI,317008_3MC SW115_115
AEC_EI,317009_6MC SW230_230
AEC_EI,317010_3COFFEE SP J_115
AEC_EI,317011_3PERD JCT_115
AEC_EI,317012_3BREWTON_115
AEC_EI,317013_3PERDIDO_PS_115
AEC_EI,317014_3EXXON_PS_115
AEC_EI,317015_3FREEMAN_115
AEC_EI,317016_3EVERGREN_PS_115
AEC_EI,317017_6BELLVIL_230
AEC_EI,317018_3BELLVIL3_115
AEC_EI,317019_2BELLVILE_46
AEC_EI,317020_3FRISCO_115
AEC_EI,317021_3REPTON_115
AEC_EI,317022_3WINDCREK_115
AEC_EI,317023_3WNDCKJCT_115
AEC_EI,317024_2BANKSJCT_46
AEC_EI,317025_3FCITYJCT_115
AEC_EI,317026_3VICTORIA_115
AEC_EI,317027_2BANKS_46
AEC_EI,317028_2TROY_46
AEC_EI,317029_2MONTCELO_46
AEC_EI,317030_2GOSHEN_46
AEC_EI,317031_2F HLL JC_46
AEC_EI,317032_2F HILL_46
AEC_EI,317033_2LUVERNE_46
AEC_EI,317034_3FULLER_115
AEC_EI,317035_3LUVERN 3_115
AEC_EI,317036_2SACO_46
AEC_EI,317037_3HIGHLAND_115
AEC_EI,317038_3HILAND J_115
AEC_EI,317039_3LEE CNTY SW_115
AEC_EI,317040_3ARITON_115
AEC_EI,317041_3CLIO_115
AEC_EI,317043_3BAKER HL_115
AEC_EI,317044_3BOTTOM M_115
AEC_EI,317045_3TXSVIL J_115
AEC_EI,317046_3GERALD_115
AEC_EI,317048_3CLAYHAT3_115
AEC_EI,317050_3CAPPS SW_115
AEC_EI,317051_2CAPPS 46_46
AEC_EI,317052_2CAPPS DS_46
AEC_EI,317053_2HALEBURG_46
AEC_EI,317054_2ECHO_46
AEC_EI,317055_2CAPPS JC_46
AEC_EI,317056_3GERALD J_115
AEC_EI,317057_3HAYES_115
AEC_EI,317059_3JUDSON_115
AEC_EI,317060_3JUDSN TP_115
AEC_EI,317061_6GANTT6_230
AEC_EI,317062_2RED LVL_46
AEC_EI,317063_3GANTT_115
AEC_EI,317064_3WIGINS J_115
AEC_EI,317065_3MCWILSW3_115
AEC_EI,317066_2MCWILSW1_46
AEC_EI,317067_2RV FAL J_46
AEC_EI,317068_2RV FALLS_46
AEC_EI,317069_2POINT A_46
AEC_EI,317071_1POINTA_HYD_4.16
AEC_EI,317072_3WIGGINS_115
AEC_EI,317073_3BR CK JC_115
AEC_EI,317074_3BR CRK_115
AEC_EI,317075_3BRANTLEY_115
AEC_EI,317077_3PERYSTRJ_115
AEC_EI,317079_3OPINE RD_115
AEC_EI,317080_3KINSTON_PS_115
AEC_EI,317081_2CAROLINA_46
AEC_EI,317082_3DOZIER_PS_115
AEC_EI,317083_3BASIN_PS_115
AEC_EI,317084_3BEDA_115
AEC_EI,317085_2ELBA HY_46
AEC_EI,317086_3BRKLYN_RD_T_115
AEC_EI,317087_3BROOKLYN_RD_115
AEC_EI,317088_3VICT-JCT_115
AEC_EI,317089_2LEROY J_46
AEC_EI,317090_2CARLTN J_46
AEC_EI,317091_2PERRYS C_46
AEC_EI,317092_2CARLTON_46
AEC_EI,317093_2MCINTOSH46_46
AEC_EI,317094_2FOUR PTS_46
AEC_EI,317095_2LEROY_46
AEC_EI,317096_6CHATOM_230
AEC_EI,317097_2CHATOM_46
AEC_EI,317098_2MILLRY_46
AEC_EI,317099_3LOWMAN3_115
AEC_EI,317100_2LOWMAN1_46
AEC_EI,317101_2ELISKA J_46
AEC_EI,317102_3SCYRENE_115
AEC_EI,317103_3MCVAY_115
AEC_EI,317104_3CHASTAIN_115
AEC_EI,317105_6LOWMAN_230
AEC_EI,317106_6ARN230_230
AEC_EI,317107_3MCVAY J_115
AEC_EI,317108_3CAES_115
AEC_EI,317110_3MCNTSH_STH_115
AEC_EI,317111_3BAKER 3_115
AEC_EI,317112_2BAKER 1_46
