r,szn,t,Value
p71,fall,2010,1
p71,fall,2012,1.111286236
p71,fall,2014,1.035950374
p71,fall,2016,1.099042279
p71,fall,2018,1.192295085
p71,fall,2020,1.180113319
p71,fall,2022,1.192771544
p71,fall,2024,1.34489724
p71,fall,2026,1.496879107
p71,fall,2028,1.435178602
p71,fall,2030,1.337035926
p71,fall,2032,1.179806502
p71,fall,2034,1.148037583
p71,fall,2036,1.093600609
p71,fall,2038,1.064117632
p71,fall,2040,1.003611645
p71,fall,2042,1.08153838
p71,fall,2044,0.928254117
p71,fall,2046,0.945613144
p71,fall,2048,1.093151194
p71,fall,2050,1.049511087
p71,spri,2010,1
p71,spri,2012,0.987236916
p71,spri,2014,0.923456336
p71,spri,2016,0.887574568
p71,spri,2018,0.921417319
p71,spri,2020,0.893945871
p71,spri,2022,0.958225944
p71,spri,2024,1.015079797
p71,spri,2026,1.031954619
p71,spri,2028,1.057590715
p71,spri,2030,1.044058461
p71,spri,2032,1.026951379
p71,spri,2034,0.987083114
p71,spri,2036,1.010060939
p71,spri,2038,0.996401079
p71,spri,2040,1.002969574
p71,spri,2042,0.913918611
p71,spri,2044,0.910087089
p71,spri,2046,0.907940811
p71,spri,2048,0.845632971
p71,spri,2050,0.836803922
p72,summ,2010,1
p72,summ,2012,1.03690152
p72,summ,2014,1.008771261
p72,summ,2016,0.993994885
p72,summ,2018,1.039573465
p72,summ,2020,0.947924925
p72,summ,2022,0.975530693
p72,summ,2024,1.017796015
p72,summ,2026,1.033981642
p72,summ,2028,0.986290201
p72,summ,2030,0.978266178
p72,summ,2032,0.961503582
p72,summ,2034,0.968206036
p72,summ,2036,1.006285385
p72,summ,2038,0.957612862
p72,summ,2040,1.004749135
p72,summ,2042,0.928801477
p72,summ,2044,0.883696123
p72,summ,2046,0.827737857
p72,summ,2048,0.786396059
p72,summ,2050,0.725989273
p72,wint,2010,1
p72,wint,2012,0.931911474
p72,wint,2014,0.893121972
p72,wint,2016,0.92031793
p72,wint,2018,0.954846737
p72,wint,2020,0.938582293
p72,wint,2022,0.933296166
p72,wint,2024,1.006632041
p72,wint,2026,1.012311141
p72,wint,2028,0.98375009
p72,wint,2030,0.988695245
p72,wint,2032,1.007634064
p72,wint,2034,0.975646092
p72,wint,2036,0.91742844
p72,wint,2038,0.912065434
p72,wint,2040,0.887460775
p72,wint,2042,0.833114765
p72,wint,2044,0.815677214
p72,wint,2046,0.780872927
p72,wint,2048,0.853661775
p72,wint,2050,0.813500393
p72,fall,2010,1
p72,fall,2012,1.04717704
p72,fall,2014,1.01412881
p72,fall,2016,1.070048044
p72,fall,2018,1.132111588
p72,fall,2020,1.073081267
p72,fall,2022,1.090104433
p72,fall,2024,1.167445925
p72,fall,2026,1.252170787
p72,fall,2028,1.203477008
p72,fall,2030,1.15129181
p72,fall,2032,1.081853658
p72,fall,2034,1.044066481
p72,fall,2036,1.002045354
p72,fall,2038,0.983177089
p72,fall,2040,0.962836262
p72,fall,2042,0.957131152
p72,fall,2044,0.87505668
p72,fall,2046,0.884616428
p72,fall,2048,0.972873042
p72,fall,2050,0.911199021
p72,spri,2010,1
p72,spri,2012,1.005088146
p72,spri,2014,0.963966272
p72,spri,2016,0.938548797
p72,spri,2018,0.964411986
p72,spri,2020,0.91124197
p72,spri,2022,0.942523839
p72,spri,2024,0.989916458
p72,spri,2026,0.983081091
p72,spri,2028,0.984215998
p72,spri,2030,0.977854502
p72,spri,2032,0.978022017
p72,spri,2034,0.947185459
p72,spri,2036,0.965548402
p72,spri,2038,0.948529285
p72,spri,2040,0.968234786
p72,spri,2042,0.92579802
p72,spri,2044,0.912215553
p72,spri,2046,0.912986726
p72,spri,2048,0.867713182
p72,spri,2050,0.858241926
p73,summ,2010,1
p73,summ,2012,1.187068763
p73,summ,2014,1.165259854
p73,summ,2016,1.136199019
p73,summ,2018,1.204395188
p73,summ,2020,1.098658726
p73,summ,2022,1.147649404
p73,summ,2024,1.21299475
p73,summ,2026,1.178642808
p73,summ,2028,1.058057131
p73,summ,2030,1.052511181
p73,summ,2032,1.036577286
p73,summ,2034,1.040591038
p73,summ,2036,1.095006497
p73,summ,2038,1.027987749
p73,summ,2040,1.04485475
p73,summ,2042,0.903880122
p73,summ,2044,0.87090327
p73,summ,2046,0.818201241
p73,summ,2048,0.775431123
p73,summ,2050,0.6694476
p73,wint,2010,1
p73,wint,2012,0.942007292
p73,wint,2014,0.87625991
p73,wint,2016,0.88032043
p73,wint,2018,0.840664229
p73,wint,2020,0.822839971
p73,wint,2022,0.876772947
p73,wint,2024,0.966149784
p73,wint,2026,1.016395949
p73,wint,2028,0.996681907
p73,wint,2030,1.024685356
p73,wint,2032,1.1345084
p73,wint,2034,1.139232289
p73,wint,2036,1.111135479
p73,wint,2038,1.083098583
p73,wint,2040,1.034556216
p73,wint,2042,0.92566821
p73,wint,2044,0.904670903
p73,wint,2046,0.813862982
p73,wint,2048,0.86333693
p73,wint,2050,0.831228864
p73,fall,2010,1
p73,fall,2012,1.702061542
p73,fall,2014,1.607655967
p73,fall,2016,1.588594671
p73,fall,2018,1.520161386
p73,fall,2020,1.326557562
p73,fall,2022,1.35821083
p73,fall,2024,1.349778779
p73,fall,2026,1.297412145
p73,fall,2028,1.37435054
p73,fall,2030,1.440330897
p73,fall,2032,1.526181875
p73,fall,2034,1.615373965
p73,fall,2036,1.591780974
p73,fall,2038,1.679256261
p73,fall,2040,1.65830862
p73,fall,2042,1.537340631
p73,fall,2044,1.471396872
p73,fall,2046,1.327936821
p73,fall,2048,0.979246703
p73,fall,2050,0.821837897
p73,spri,2010,1
p73,spri,2012,0.988436655
p73,spri,2014,0.980276535
p73,spri,2016,0.957578006
p73,spri,2018,0.971805318
p73,spri,2020,0.904006994
p73,spri,2022,0.912217349
p73,spri,2024,0.967356126
p73,spri,2026,0.960318007
p73,spri,2028,0.884681385
p73,spri,2030,0.898528398
p73,spri,2032,0.937910424
p73,spri,2034,0.930764237
p73,spri,2036,0.956673086
p73,spri,2038,0.93568072
p73,spri,2040,0.968835454
p73,spri,2042,0.927031546
p73,spri,2044,0.918052795
p73,spri,2046,0.928038216
p73,spri,2048,0.878074695
p73,spri,2050,0.820690269
p74,summ,2010,1
p74,summ,2012,1.134119811
p74,summ,2014,1.161610995
p74,summ,2016,1.14402008
p74,summ,2018,1.082970397
p74,summ,2020,1.08062941
p74,summ,2022,1.050757526
p74,summ,2024,1.038457231
p74,summ,2026,1.10166774
p74,summ,2028,1.121515984
p74,summ,2030,1.081853046
p74,summ,2032,0.984378123
p74,summ,2034,0.969278039
p74,summ,2036,0.912350995
p74,summ,2038,0.887476504
p74,summ,2040,0.854457339
p74,summ,2042,0.816194757
p74,summ,2044,0.826981118
p74,summ,2046,0.755009765
p74,summ,2048,0.701052967
p74,summ,2050,0.65786852
p74,wint,2010,1
p74,wint,2012,1.204951882
p74,wint,2014,1.292699569
p74,wint,2016,1.422407438
p74,wint,2018,1.450770369
p74,wint,2020,1.473990144
p74,wint,2022,1.408264733
p74,wint,2024,1.546782391
p74,wint,2026,1.534152933
p74,wint,2028,1.418591913
p74,wint,2030,1.471747508
p74,wint,2032,1.344556412
p74,wint,2034,1.242867222
p74,wint,2036,1.187485527
p74,wint,2038,1.237055114
p74,wint,2040,1.218787096
p74,wint,2042,1.241523802
p74,wint,2044,1.089131984
p74,wint,2046,1.150858351
p74,wint,2048,1.254979474
p74,wint,2050,1.116609406
p74,fall,2010,1
p74,fall,2012,1.021848058
p74,fall,2014,1.03023216
p74,fall,2016,1.010481942
p74,fall,2018,1.032426744
p74,fall,2020,1.059942478
p74,fall,2022,1.021871498
p74,fall,2024,1.067693952
p74,fall,2026,1.069388254
p74,fall,2028,0.953873074
p74,fall,2030,0.902490062
p74,fall,2032,0.749085863
p74,fall,2034,0.646774921
p74,fall,2036,0.565629301
p74,fall,2038,0.516032853
p74,fall,2040,0.495750251
p74,fall,2042,0.459627171
p74,fall,2044,0.410930642
p74,fall,2046,0.48976322
p74,fall,2048,0.530509287
p74,fall,2050,0.490132091
p74,spri,2010,1
p74,spri,2012,0.978970691
p74,spri,2014,0.989567727
p74,spri,2016,1.011851717
p74,spri,2018,0.980758297
p74,spri,2020,0.993425883
p74,spri,2022,1.046795416
p74,spri,2024,1.048384262
p74,spri,2026,1.073280515
p74,spri,2028,1.100597795
p74,spri,2030,1.082327644
p74,spri,2032,1.058081508
p74,spri,2034,1.034342173
p74,spri,2036,1.000748325
p74,spri,2038,1.022832238
p74,spri,2040,1.001656516
p74,spri,2042,0.968797829
p74,spri,2044,0.96285457
p74,spri,2046,0.940986962
p74,spri,2048,0.878508317
p74,spri,2050,0.851740392
p75,summ,2010,1
p75,summ,2012,1.183498191
p75,summ,2014,1.222240281
p75,summ,2016,1.220589193
p75,summ,2018,1.198472941
p75,summ,2020,1.169567355
p75,summ,2022,1.109991129
p75,summ,2024,1.127180221
p75,summ,2026,1.201078365
p75,summ,2028,1.233406242
p75,summ,2030,1.198991173
p75,summ,2032,1.108363313
p75,summ,2034,1.069466695
p75,summ,2036,1.073925784
p75,summ,2038,1.022545469
p75,summ,2040,0.99902778
p75,summ,2042,0.967527176
p75,summ,2044,0.968843833
p75,summ,2046,0.912443138
p75,summ,2048,0.834260039
p75,summ,2050,0.769228147
p75,wint,2010,1
p75,wint,2012,1.001631087
p75,wint,2014,1.111106057
p75,wint,2016,1.250826618
p75,wint,2018,1.285361222
p75,wint,2020,1.264701211
p75,wint,2022,1.215029357
p75,wint,2024,1.356148936
p75,wint,2026,1.353426395
p75,wint,2028,1.284859519
p75,wint,2030,1.346956231
p75,wint,2032,1.23988731
p75,wint,2034,1.048542314
p75,wint,2036,0.934484
p75,wint,2038,0.969456089
p75,wint,2040,0.92739946
p75,wint,2042,0.930891941
p75,wint,2044,0.798443382
p75,wint,2046,0.81988834
p75,wint,2048,0.939279898
p75,wint,2050,0.846345986
p75,fall,2010,1
p75,fall,2012,1.012651389
p75,fall,2014,1.11971848
p75,fall,2016,1.102187163
p75,fall,2018,1.155045626
p75,fall,2020,1.129457824
p75,fall,2022,1.039576101
p75,fall,2024,1.10313692
p75,fall,2026,1.151457047
p75,fall,2028,1.080315023
p75,fall,2030,1.077120259
p75,fall,2032,0.885815731
p75,fall,2034,0.699152751
p75,fall,2036,0.656980468
p75,fall,2038,0.558985883
p75,fall,2040,0.52522827
p75,fall,2042,0.538133622
p75,fall,2044,0.48799819
p75,fall,2046,0.554382065
p75,fall,2048,0.681198798
p75,fall,2050,0.62236159
p75,spri,2010,1
p75,spri,2012,0.980897536
p75,spri,2014,0.987602716
p75,spri,2016,0.985456941
p75,spri,2018,0.94351416
p75,spri,2020,0.939722962
p75,spri,2022,0.983427946
p75,spri,2024,0.989155332
p75,spri,2026,1.017034931
p75,spri,2028,1.05910732
p75,spri,2030,1.032711122
p75,spri,2032,1.024416472
p75,spri,2034,0.982879088
p75,spri,2036,0.966034488
p75,spri,2038,0.986054315
p75,spri,2040,0.969172934
p75,spri,2042,0.945674516
p75,spri,2044,0.945726362
p75,spri,2046,0.925081333
p75,spri,2048,0.853530197
p75,spri,2050,0.82883361
p76,summ,2010,1
p76,summ,2012,1.136787455
p76,summ,2014,1.188757105
p76,summ,2016,1.189306917
p76,summ,2018,1.179155656
p76,summ,2020,1.156917427
p76,summ,2022,1.108212532
p76,summ,2024,1.137029842
p76,summ,2026,1.181812013
p76,summ,2028,1.203686521
p76,summ,2030,1.167887667
p76,summ,2032,1.074582557
p76,summ,2034,1.020364298
p76,summ,2036,0.967767171
p76,summ,2038,0.901589213
p76,summ,2040,0.8773099
p76,summ,2042,0.834837439
p76,summ,2044,0.800771261
p76,summ,2046,0.758411945
p76,summ,2048,0.701217388
p76,summ,2050,0.646395185
p76,wint,2010,1
p76,wint,2012,1.106389649
p76,wint,2014,1.233245728
p76,wint,2016,1.400788434
p76,wint,2018,1.424671223
p76,wint,2020,1.416391855
p76,wint,2022,1.331647923
p76,wint,2024,1.472061216
p76,wint,2026,1.466795327
p76,wint,2028,1.379078506
p76,wint,2030,1.424645686
p76,wint,2032,1.298174872
p76,wint,2034,1.168058431
p76,wint,2036,1.095599307
p76,wint,2038,1.168487956
p76,wint,2040,1.139580921
p76,wint,2042,1.182866699
p76,wint,2044,1.04649361
p76,wint,2046,1.079805138
p76,wint,2048,1.202608379
p76,wint,2050,1.072226573
p76,fall,2010,1
p76,fall,2012,0.972415238
p76,fall,2014,1.048449768
p76,fall,2016,1.067223418
p76,fall,2018,1.113057564
p76,fall,2020,1.104529786
p76,fall,2022,1.041261775
p76,fall,2024,1.110979466
p76,fall,2026,1.139432675
p76,fall,2028,1.059659628
p76,fall,2030,1.048802732
p76,fall,2032,0.896927781
p76,fall,2034,0.754101141
p76,fall,2036,0.665799909
p76,fall,2038,0.590715205
p76,fall,2040,0.561674979
p76,fall,2042,0.544451049
p76,fall,2044,0.479572137
p76,fall,2046,0.54524708
p76,fall,2048,0.599533122
p76,fall,2050,0.531494129
p76,spri,2010,1
p76,spri,2012,0.97549208
p76,spri,2014,0.982592586
p76,spri,2016,0.991226482
p76,spri,2018,0.958972585
p76,spri,2020,0.970963674
p76,spri,2022,1.028008917
p76,spri,2024,1.030508863
p76,spri,2026,1.053758301
p76,spri,2028,1.09072884
p76,spri,2030,1.068309557
p76,spri,2032,1.049850824
p76,spri,2034,1.019044197
p76,spri,2036,0.981980423
p76,spri,2038,0.996623252
p76,spri,2040,0.972136485
p76,spri,2042,0.935568931
p76,spri,2044,0.931386057
p76,spri,2046,0.90938246
p76,spri,2048,0.841186401
p76,spri,2050,0.813953491
p77,summ,2010,1
p77,summ,2012,1.101001981
p77,summ,2014,1.172667434
p77,summ,2016,1.190797888
p77,summ,2018,1.216124185
p77,summ,2020,1.174537859
p77,summ,2022,1.147585284
p77,summ,2024,1.179790147
p77,summ,2026,1.219782087
p77,summ,2028,1.22125638
p77,summ,2030,1.201998471
p77,summ,2032,1.108769196
p77,summ,2034,1.027739279
p77,summ,2036,0.995425477
p77,summ,2038,0.91578584
p77,summ,2040,0.929823351
p77,summ,2042,0.877475762
p77,summ,2044,0.816241209
p77,summ,2046,0.771712527
p77,summ,2048,0.736028501
p77,summ,2050,0.673887315
p77,wint,2010,1
p77,wint,2012,1.015282566
p77,wint,2014,1.103753619
p77,wint,2016,1.254848919
p77,wint,2018,1.286319877
p77,wint,2020,1.310278216
p77,wint,2022,1.224281373
p77,wint,2024,1.391640429
p77,wint,2026,1.388499545
p77,wint,2028,1.317591009
p77,wint,2030,1.326230099
p77,wint,2032,1.241838837
p77,wint,2034,1.140462218
p77,wint,2036,1.08271679
p77,wint,2038,1.148048772
p77,wint,2040,1.072732199
p77,wint,2042,1.06258169
p77,wint,2044,0.909100486
p77,wint,2046,0.930089617
p77,wint,2048,1.027277483
p77,wint,2050,0.932048455
p77,fall,2010,1
p77,fall,2012,1.091866263
p77,fall,2014,1.168648577
p77,fall,2016,1.223744825
p77,fall,2018,1.313034917
p77,fall,2020,1.297283792
p77,fall,2022,1.249129637
p77,fall,2024,1.40527143
p77,fall,2026,1.442475542
p77,fall,2028,1.331911789
p77,fall,2030,1.243327408
p77,fall,2032,1.116128974
p77,fall,2034,0.985182462
p77,fall,2036,0.89939681
p77,fall,2038,0.796008191
p77,fall,2040,0.739748639
p77,fall,2042,0.718228724
p77,fall,2044,0.566465076
p77,fall,2046,0.635869115
p77,fall,2048,0.679576996
p77,fall,2050,0.629124579
p77,spri,2010,1
p77,spri,2012,1.014181925
p77,spri,2014,1.01279163
p77,spri,2016,1.021748458
p77,spri,2018,1.004357399
p77,spri,2020,1.018376057
p77,spri,2022,1.079452306
p77,spri,2024,1.096179002
p77,spri,2026,1.115666103
p77,spri,2028,1.143314231
p77,spri,2030,1.128604011
p77,spri,2032,1.098586116
p77,spri,2034,1.058666376
p77,spri,2036,1.02252446
p77,spri,2038,1.023753648
p77,spri,2040,1.01405495
p77,spri,2042,0.977187934
p77,spri,2044,0.960106759
p77,spri,2046,0.932020235
p77,spri,2048,0.861498842
p77,spri,2050,0.835046896
p78,summ,2010,1
p78,summ,2012,1.077446504
p78,summ,2014,1.125518714
p78,summ,2016,1.095367335
p78,summ,2018,1.0738535
p78,summ,2020,0.989801389
p78,summ,2022,0.926838143
p78,summ,2024,0.977070845
p78,summ,2026,1.017215698
p78,summ,2028,1.02432081
p78,summ,2030,1.054365673
p78,summ,2032,1.031708759
p78,summ,2034,1.032206361
p78,summ,2036,1.137445242
p78,summ,2038,1.106640628
p78,summ,2040,1.113840807
p78,summ,2042,1.076284426
p78,summ,2044,1.028258488
p78,summ,2046,1.013068755
p78,summ,2048,0.956523487
p78,summ,2050,0.851607431
p78,wint,2010,1
p78,wint,2012,0.918526011
p78,wint,2014,0.938765511
p78,wint,2016,1.020167335
p78,wint,2018,1.078541454
p78,wint,2020,1.089904081
p78,wint,2022,1.104120462
p78,wint,2024,1.21247532
p78,wint,2026,1.183807717
p78,wint,2028,1.146149069
p78,wint,2030,1.199096682
p78,wint,2032,1.157178284
p78,wint,2034,1.032489694
p78,wint,2036,0.93919439
p78,wint,2038,0.944708878
p78,wint,2040,0.891368099
p78,wint,2042,0.834410684
p78,wint,2044,0.750325226
p78,wint,2046,0.744141862
p78,wint,2048,0.834850813
p78,wint,2050,0.781297804
p78,fall,2010,1
p78,fall,2012,0.955474492
p78,fall,2014,1.065788881
p78,fall,2016,1.042388201
p78,fall,2018,1.056058302
p78,fall,2020,1.04101917
p78,fall,2022,1.029362945
p78,fall,2024,1.176858534
p78,fall,2026,1.267475845
p78,fall,2028,1.227596162
p78,fall,2030,1.273939018
p78,fall,2032,1.171533845
p78,fall,2034,0.956449776
p78,fall,2036,0.922740111
p78,fall,2038,0.923390747
p78,fall,2040,0.892227456
p78,fall,2042,1.006340329
p78,fall,2044,0.880865069
p78,fall,2046,0.916372424
p78,fall,2048,1.027477053
p78,fall,2050,0.942666322
p78,spri,2010,1
p78,spri,2012,0.97060119
p78,spri,2014,0.954046121
p78,spri,2016,0.932727775
p78,spri,2018,0.892028092
p78,spri,2020,0.860534106
p78,spri,2022,0.87260505
p78,spri,2024,0.876945699
p78,spri,2026,0.90780541
p78,spri,2028,0.947977699
p78,spri,2030,0.930230006
p78,spri,2032,0.942409088
p78,spri,2034,0.912964834
p78,spri,2036,0.918651324
p78,spri,2038,0.938538688
p78,spri,2040,0.938395421
p78,spri,2042,0.928201745
p78,spri,2044,0.938916118
p78,spri,2046,0.937547717
p78,spri,2048,0.8828518
p78,spri,2050,0.861169933
p79,summ,2010,1
p79,summ,2012,1.123921418
p79,summ,2014,1.172732266
p79,summ,2016,1.147214509
p79,summ,2018,1.116090583
p79,summ,2020,1.050915737
p79,summ,2022,0.98009575
p79,summ,2024,1.015883734
p79,summ,2026,1.082257402
p79,summ,2028,1.106447763
p79,summ,2030,1.107772797
p79,summ,2032,1.067059479
p79,summ,2034,1.067410482
p79,summ,2036,1.159825948
p79,summ,2038,1.12780384
p79,summ,2040,1.126370421
p79,summ,2042,1.089046004
p79,summ,2044,1.066863226
p79,summ,2046,1.028685076
p79,summ,2048,0.959680566
p79,summ,2050,0.872156406
p79,wint,2010,1
p79,wint,2012,0.925309577
p79,wint,2014,0.9598515
p79,wint,2016,1.053739929
p79,wint,2018,1.104900489
p79,wint,2020,1.107103045
p79,wint,2022,1.113463941
p79,wint,2024,1.231656338
p79,wint,2026,1.211190017
p79,wint,2028,1.165175658
p79,wint,2030,1.222073628
p79,wint,2032,1.161513257
p79,wint,2034,1.00843843
p79,wint,2036,0.903998224
p79,wint,2038,0.912705103
p79,wint,2040,0.853987877
p79,wint,2042,0.798559484
p79,wint,2044,0.698232688
p79,wint,2046,0.693738919
p79,wint,2048,0.785874293
p79,wint,2050,0.72975162
p79,fall,2010,1
p79,fall,2012,0.9828693
p79,fall,2014,1.125390761
p79,fall,2016,1.086294895
p79,fall,2018,1.117071537
p79,fall,2020,1.090248602
p79,fall,2022,1.042761076
p79,fall,2024,1.162732859
p79,fall,2026,1.251056446
p79,fall,2028,1.199744667
p79,fall,2030,1.247113858
p79,fall,2032,1.088131698
p79,fall,2034,0.858411836
p79,fall,2036,0.840063938
p79,fall,2038,0.788580676
p79,fall,2040,0.759366929
p79,fall,2042,0.860052994
p79,fall,2044,0.762224604
p79,fall,2046,0.814266263
p79,fall,2048,0.955835876
p79,fall,2050,0.865320254
p79,spri,2010,1
p79,spri,2012,0.969059995
p79,spri,2014,0.962546653
p79,spri,2016,0.945917801
p79,spri,2018,0.903478758
p79,spri,2020,0.88065623
p79,spri,2022,0.895882503
p79,spri,2024,0.902033481
p79,spri,2026,0.934408763
p79,spri,2028,0.977096593
p79,spri,2030,0.958509288
p79,spri,2032,0.968562812
p79,spri,2034,0.935174381
p79,spri,2036,0.936452201
p79,spri,2038,0.955357286
p79,spri,2040,0.948836864
p79,spri,2042,0.941025993
p79,spri,2044,0.946396874
p79,spri,2046,0.938530729
p79,spri,2048,0.878415912
p79,spri,2050,0.85596651
p80,summ,2010,1
p80,summ,2012,1.034366792
p80,summ,2014,1.068010484
p80,summ,2016,1.034428509
p80,summ,2018,1.023440952
p80,summ,2020,0.931069097
p80,summ,2022,0.867376503
p80,summ,2024,0.907464934
p80,summ,2026,0.937424752
p80,summ,2028,0.940633301
p80,summ,2030,0.975338658
p80,summ,2032,0.964140014
p80,summ,2034,0.96167578
p80,summ,2036,1.047770647
p80,summ,2038,1.014992555
p80,summ,2040,1.040737677
p80,summ,2042,1.005153442
p80,summ,2044,0.978872043
p80,summ,2046,0.966924004
p80,summ,2048,0.922061142
p80,summ,2050,0.827618745
p80,wint,2010,1
p80,wint,2012,0.881373402
p80,wint,2014,0.876598682
p80,wint,2016,0.952231838
p80,wint,2018,1.008351062
p80,wint,2020,1.011867136
p80,wint,2022,1.030731188
p80,wint,2024,1.129117445
p80,wint,2026,1.119469764
p80,wint,2028,1.101796716
p80,wint,2030,1.151738639
p80,wint,2032,1.176568821
p80,wint,2034,1.098354028
p80,wint,2036,1.012628933
p80,wint,2038,0.992241542
p80,wint,2040,0.954748117
p80,wint,2042,0.898535085
p80,wint,2044,0.834155469
p80,wint,2046,0.811350154
p80,wint,2048,0.868720484
p80,wint,2050,0.818263566
p80,fall,2010,1
p80,fall,2012,0.838232708
p80,fall,2014,0.929113832
p80,fall,2016,0.922734183
p80,fall,2018,0.930826531
p80,fall,2020,0.896901152
p80,fall,2022,0.895673391
p80,fall,2024,1.045387374
p80,fall,2026,1.144131308
p80,fall,2028,1.130379962
p80,fall,2030,1.176306415
p80,fall,2032,1.123005724
p80,fall,2034,0.942727974
p80,fall,2036,0.915821686
p80,fall,2038,0.925700323
p80,fall,2040,0.912344601
p80,fall,2042,0.976772425
p80,fall,2044,0.8432199
p80,fall,2046,0.834326632
p80,fall,2048,0.859352986
p80,fall,2050,0.782398708
p80,spri,2010,1
p80,spri,2012,0.95760048
p80,spri,2014,0.926159491
p80,spri,2016,0.901014264
p80,spri,2018,0.867915577
p80,spri,2020,0.820605289
p80,spri,2022,0.827489622
p80,spri,2024,0.836171183
p80,spri,2026,0.866979437
p80,spri,2028,0.905324989
p80,spri,2030,0.885746017
p80,spri,2032,0.894994242
p80,spri,2034,0.87358831
p80,spri,2036,0.886585322
p80,spri,2038,0.897696552
p80,spri,2040,0.908523913
p80,spri,2042,0.890946718
p80,spri,2044,0.910052928
p80,spri,2046,0.912338072
p80,spri,2048,0.861941392
p80,spri,2050,0.847062875
p81,summ,2010,1
p81,summ,2012,1.043033368
p81,summ,2014,1.0652873
p81,summ,2016,1.060250472
p81,summ,2018,1.093329308
p81,summ,2020,1.010015334
p81,summ,2022,0.986772237
p81,summ,2024,1.03608852
p81,summ,2026,1.05108054
p81,summ,2028,1.030620412
p81,summ,2030,1.026838107
p81,summ,2032,0.987411373
p81,summ,2034,0.958303512
p81,summ,2036,0.991620477
p81,summ,2038,0.932728287
p81,summ,2040,0.954922026
p81,summ,2042,0.905445972
p81,summ,2044,0.856068542
p81,summ,2046,0.83651213
p81,summ,2048,0.802827733
p81,summ,2050,0.732690372
p81,wint,2010,1
p81,wint,2012,0.882838664
p81,wint,2014,0.880974185
p81,wint,2016,0.955006779
p81,wint,2018,0.998978216
p81,wint,2020,0.997969044
p81,wint,2022,1.003014611
p81,wint,2024,1.087317756
p81,wint,2026,1.106593931
p81,wint,2028,1.098171009
p81,wint,2030,1.122967215
p81,wint,2032,1.157866165
p81,wint,2034,1.12882491
p81,wint,2036,1.072890109
p81,wint,2038,1.063667374
p81,wint,2040,1.028864799
p81,wint,2042,0.985163605
p81,wint,2044,0.933150727
p81,wint,2046,0.910912704
p81,wint,2048,0.950347476
p81,wint,2050,0.897498728
p81,fall,2010,1
p81,fall,2012,0.94313757
p81,fall,2014,0.959193907
p81,fall,2016,0.988381658
p81,fall,2018,1.033281147
p81,fall,2020,0.997247645
p81,fall,2022,0.988299948
p81,fall,2024,1.113399103
p81,fall,2026,1.169952702
p81,fall,2028,1.11384412
p81,fall,2030,1.078575306
p81,fall,2032,0.999182836
p81,fall,2034,0.898054792
p81,fall,2036,0.852072753
p81,fall,2038,0.814205465
p81,fall,2040,0.781039408
p81,fall,2042,0.790588898
p81,fall,2044,0.662969624
p81,fall,2046,0.683390239
p81,fall,2048,0.700072791
p81,fall,2050,0.642497547
p81,spri,2010,1
p81,spri,2012,0.965731884
p81,spri,2014,0.94284395
p81,spri,2016,0.927884592
p81,spri,2018,0.929522241
p81,spri,2020,0.899732977
p81,spri,2022,0.93433177
p81,spri,2024,0.963236443
p81,spri,2026,0.980196836
p81,spri,2028,0.995036042
p81,spri,2030,0.973844929
p81,spri,2032,0.964749298
p81,spri,2034,0.941455043
p81,spri,2036,0.943160744
p81,spri,2038,0.927051271
p81,spri,2040,0.932854469
p81,spri,2042,0.904608802
p81,spri,2044,0.901648324
p81,spri,2046,0.897667039
p81,spri,2048,0.848478289
p81,spri,2050,0.834119531
p82,summ,2010,1
p82,summ,2012,1.039504864
p82,summ,2014,1.007981401
p82,summ,2016,0.977325665
p82,summ,2018,1.009414041
p82,summ,2020,0.881522175
p82,summ,2022,0.828553893
p82,summ,2024,0.875757318
p82,summ,2026,0.889575285
p82,summ,2028,0.855794441
p82,summ,2030,0.873569484
p82,summ,2032,0.858980486
p82,summ,2034,0.888695977
p82,summ,2036,0.951678786
p82,summ,2038,0.905598099
p82,summ,2040,0.959238248
p82,summ,2042,0.922242806
p82,summ,2044,0.921607079
p82,summ,2046,0.895710941
p82,summ,2048,0.851043659
p82,summ,2050,0.778507943
p82,wint,2010,1
p82,wint,2012,0.936345234
p82,wint,2014,0.878594814
p82,wint,2016,0.921258002
p82,wint,2018,0.95607534
p82,wint,2020,0.92885067
p82,wint,2022,0.95946781
p82,wint,2024,1.048541307
p82,wint,2026,1.05860623
p82,wint,2028,1.044016409
p82,wint,2030,1.08894945
p82,wint,2032,1.193261647
p82,wint,2034,1.180211676
p82,wint,2036,1.101681068
p82,wint,2038,1.071583367
p82,wint,2040,1.048126065
p82,wint,2042,0.95760933
p82,wint,2044,0.933639994
p82,wint,2046,0.884632224
p82,wint,2048,0.925198836
p82,wint,2050,0.865565687
p82,fall,2010,1
p82,fall,2012,0.842095313
p82,fall,2014,0.814793913
p82,fall,2016,0.878671102
p82,fall,2018,0.888242846
p82,fall,2020,0.77366082
p82,fall,2022,0.745246745
p82,fall,2024,0.849382872
p82,fall,2026,0.954494354
p82,fall,2028,0.992237932
p82,fall,2030,1.030284216
p82,fall,2032,1.028498377
p82,fall,2034,0.976729225
p82,fall,2036,0.960088933
p82,fall,2038,1.008420238
p82,fall,2040,1.030412986
p82,fall,2042,0.975025191
p82,fall,2044,0.858901413
p82,fall,2046,0.725106965
p82,fall,2048,0.538866208
