r,t,Value
p9,2010,1.0
p9,2012,1.012
p9,2014,1.024
p9,2016,1.036
p9,2018,1.046
p9,2020,1.053
p9,2022,1.057
p9,2024,1.058
p9,2026,1.055
p9,2028,1.0490000000000002
p9,2030,1.043
p9,2032,1.036
p9,2034,1.0290000000000001
p9,2036,1.023
p9,2038,1.02
p9,2040,1.02
p9,2042,1.024
p9,2044,1.03
p9,2046,1.037
p9,2048,1.046
p9,2050,1.056
p10,2010,1.0
p10,2012,1.025
p10,2014,1.051
p10,2016,1.075
p10,2018,1.0959999999999999
p10,2020,1.112
p10,2022,1.121
p10,2024,1.119
p10,2026,1.107
p10,2028,1.087
p10,2030,1.061
p10,2032,1.034
p10,2034,1.0090000000000001
p10,2036,0.988
p10,2038,0.975
p10,2040,0.973
p10,2042,0.9840000000000001
p10,2044,1.003
p10,2046,1.0290000000000001
p10,2048,1.0590000000000002
p10,2050,1.092
p11,2010,1.0
p11,2012,1.025
p11,2014,1.051
p11,2016,1.075
p11,2018,1.0959999999999999
p11,2020,1.112
p11,2022,1.121
p11,2024,1.119
p11,2026,1.107
p11,2028,1.087
p11,2030,1.061
p11,2032,1.034
p11,2034,1.0090000000000001
p11,2036,0.988
p11,2038,0.975
p11,2040,0.973
p11,2042,0.9840000000000001
p11,2044,1.003
p11,2046,1.0290000000000001
p11,2048,1.0590000000000002
p11,2050,1.092
p12,2010,1.0
p12,2012,1.013
p12,2014,1.026
p12,2016,1.0390000000000001
p12,2018,1.05
p12,2020,1.0590000000000002
p12,2022,1.064
p12,2024,1.064
p12,2026,1.062
p12,2028,1.057
p12,2030,1.051
p12,2032,1.044
p12,2034,1.038
p12,2036,1.033
p12,2038,1.03
p12,2040,1.031
p12,2042,1.035
p12,2044,1.041
p12,2046,1.05
p12,2048,1.0590000000000002
p12,2050,1.069
p13,2010,1.0
p13,2012,1.013
p13,2014,1.026
p13,2016,1.0390000000000001
p13,2018,1.05
p13,2020,1.0590000000000002
p13,2022,1.064
p13,2024,1.064
p13,2026,1.062
p13,2028,1.057
p13,2030,1.051
p13,2032,1.044
p13,2034,1.038
p13,2036,1.033
p13,2038,1.03
p13,2040,1.031
p13,2042,1.035
p13,2044,1.041
p13,2046,1.05
p13,2048,1.0590000000000002
p13,2050,1.069
p14,2010,1.0
p14,2012,1.003
p14,2014,1.005
p14,2016,1.0070000000000001
p14,2018,1.0090000000000001
p14,2020,1.01
p14,2022,1.0090000000000001
p14,2024,1.0070000000000001
p14,2026,1.003
p14,2028,0.9990000000000001
p14,2030,0.995
p14,2032,0.99
p14,2034,0.985
p14,2036,0.981
p14,2038,0.978
p14,2040,0.975
p14,2042,0.9740000000000001
p14,2044,0.9740000000000001
p14,2046,0.975
p14,2048,0.976
p14,2050,0.978
p15,2010,1.0
p15,2012,1.013
p15,2014,1.0270000000000001
p15,2016,1.041
p15,2018,1.052
p15,2020,1.061
p15,2022,1.0659999999999998
p15,2024,1.068
p15,2026,1.068
p15,2028,1.067
p15,2030,1.064
p15,2032,1.061
p15,2034,1.058
p15,2036,1.055
p15,2038,1.054
p15,2040,1.054
p15,2042,1.057
p15,2044,1.06
p15,2046,1.064
p15,2048,1.069
p15,2050,1.074
p16,2010,1.0
p16,2012,1.011
p16,2014,1.022
p16,2016,1.033
p16,2018,1.041
p16,2020,1.047
p16,2022,1.05
p16,2024,1.048
p16,2026,1.045
p16,2028,1.04
p16,2030,1.034
p16,2032,1.0270000000000001
p16,2034,1.021
p16,2036,1.014
p16,2038,1.0090000000000001
p16,2040,1.005
p16,2042,1.003
p16,2044,1.001
p16,2046,1.0
p16,2048,0.998
p16,2050,0.997
p17,2010,1.0
p17,2012,1.004
p17,2014,1.008
p17,2016,1.012
p17,2018,1.016
p17,2020,1.018
p17,2022,1.018
p17,2024,1.016
p17,2026,1.014
p17,2028,1.01
p17,2030,1.006
p17,2032,1.001
p17,2034,0.997
p17,2036,0.993
p17,2038,0.99
p17,2040,0.988
p17,2042,0.987
p17,2044,0.987
p17,2046,0.988
p17,2048,0.99
p17,2050,0.992
p18,2010,1.0
p18,2012,1.0170000000000001
p18,2014,1.034
p18,2016,1.05
p18,2018,1.065
p18,2020,1.0759999999999998
p18,2022,1.083
p18,2024,1.0859999999999999
p18,2026,1.088
p18,2028,1.089
p18,2030,1.089
p18,2032,1.088
p18,2034,1.087
p18,2036,1.0859999999999999
p18,2038,1.085
p18,2040,1.084
p18,2042,1.084
p18,2044,1.083
p18,2046,1.081
p18,2048,1.079
p18,2050,1.077
p19,2010,1.0
p19,2012,1.0170000000000001
p19,2014,1.034
p19,2016,1.05
p19,2018,1.065
p19,2020,1.0759999999999998
p19,2022,1.083
p19,2024,1.0859999999999999
p19,2026,1.088
p19,2028,1.089
p19,2030,1.089
p19,2032,1.088
p19,2034,1.087
p19,2036,1.0859999999999999
p19,2038,1.085
p19,2040,1.084
p19,2042,1.084
p19,2044,1.083
p19,2046,1.081
p19,2048,1.079
p19,2050,1.077
p20,2010,1.0
p20,2012,1.0170000000000001
p20,2014,1.034
p20,2016,1.05
p20,2018,1.065
p20,2020,1.0759999999999998
p20,2022,1.083
p20,2024,1.0859999999999999
p20,2026,1.088
p20,2028,1.089
p20,2030,1.089
p20,2032,1.088
p20,2034,1.087
p20,2036,1.0859999999999999
p20,2038,1.085
p20,2040,1.084
p20,2042,1.084
p20,2044,1.083
p20,2046,1.081
p20,2048,1.079
p20,2050,1.077
p21,2010,1.0
p21,2012,1.016
p21,2014,1.033
p21,2016,1.0490000000000002
p21,2018,1.063
p21,2020,1.074
p21,2022,1.081
p21,2024,1.085
p21,2026,1.087
p21,2028,1.089
p21,2030,1.09
p21,2032,1.091
p21,2034,1.091
p21,2036,1.091
p21,2038,1.092
p21,2040,1.093
p21,2042,1.095
p21,2044,1.097
p21,2046,1.0979999999999999
p21,2048,1.099
p21,2050,1.1
p22,2010,1.0
p22,2012,1.0170000000000001
p22,2014,1.034
p22,2016,1.05
p22,2018,1.065
p22,2020,1.0759999999999998
p22,2022,1.083
p22,2024,1.0859999999999999
p22,2026,1.088
p22,2028,1.089
p22,2030,1.089
p22,2032,1.088
p22,2034,1.087
p22,2036,1.0859999999999999
p22,2038,1.085
p22,2040,1.084
p22,2042,1.084
p22,2044,1.083
p22,2046,1.081
p22,2048,1.079
p22,2050,1.077
p23,2010,1.0
p23,2012,1.0170000000000001
p23,2014,1.034
p23,2016,1.05
p23,2018,1.065
p23,2020,1.0759999999999998
p23,2022,1.083
p23,2024,1.0859999999999999
p23,2026,1.088
p23,2028,1.089
p23,2030,1.089
p23,2032,1.088
p23,2034,1.087
p23,2036,1.0859999999999999
p23,2038,1.085
p23,2040,1.084
p23,2042,1.084
p23,2044,1.083
p23,2046,1.081
p23,2048,1.079
p23,2050,1.077
p24,2010,1.0
p24,2012,1.005
p24,2014,1.011
p24,2016,1.0170000000000001
p24,2018,1.023
p24,2020,1.0290000000000001
p24,2022,1.035
p24,2024,1.042
p24,2026,1.0490000000000002
p24,2028,1.058
p24,2030,1.0659999999999998
p24,2032,1.075
p24,2034,1.083
p24,2036,1.091
p24,2038,1.097
p24,2040,1.103
p24,2042,1.1059999999999999
p24,2044,1.109
p24,2046,1.111
p24,2048,1.112
p24,2050,1.113
p25,2010,1.0
p25,2012,0.995
p25,2014,0.9890000000000001
p25,2016,0.983
p25,2018,0.977
p25,2020,0.97
p25,2022,0.963
p25,2024,0.9520000000000001
p25,2026,0.9359999999999999
p25,2028,0.917
p25,2030,0.895
p25,2032,0.873
p25,2034,0.852
p25,2036,0.8340000000000001
p25,2038,0.82
p25,2040,0.813
p25,2042,0.8140000000000001
p25,2044,0.821
p25,2046,0.8320000000000001
p25,2048,0.846
p25,2050,0.862
p26,2010,1.0
p26,2012,0.9990000000000001
p26,2014,0.997
p26,2016,0.9940000000000001
p26,2018,0.9890000000000001
p26,2020,0.983
p26,2022,0.976
p26,2024,0.9640000000000001
p26,2026,0.946
p26,2028,0.925
p26,2030,0.9009999999999999
p26,2032,0.875
p26,2034,0.851
p26,2036,0.8290000000000001
p26,2038,0.81
p26,2040,0.7979999999999999
p26,2042,0.7909999999999999
p26,2044,0.7879999999999999
p26,2046,0.7879999999999999
p26,2048,0.789
p26,2050,0.792
p27,2010,1.0
p27,2012,1.003
p27,2014,1.006
p27,2016,1.006
p27,2018,1.005
p27,2020,1.001
p27,2022,0.992
p27,2024,0.9790000000000001
p27,2026,0.961
p27,2028,0.9390000000000001
p27,2030,0.915
p27,2032,0.889
p27,2034,0.8640000000000001
p27,2036,0.8390000000000001
p27,2038,0.816
p27,2040,0.7979999999999999
p27,2042,0.7829999999999999
p27,2044,0.769
p27,2046,0.754
p27,2048,0.74
p27,2050,0.727
p28,2010,1.0
p28,2012,1.0070000000000001
p28,2014,1.012
p28,2016,1.015
p28,2018,1.015
p28,2020,1.011
p28,2022,1.002
p28,2024,0.986
p28,2026,0.963
p28,2028,0.935
p28,2030,0.903
p28,2032,0.8690000000000001
p28,2034,0.8340000000000001
p28,2036,0.8009999999999999
p28,2038,0.7709999999999999
p28,2040,0.746
p28,2042,0.725
p28,2044,0.706
p28,2046,0.6859999999999999
p28,2048,0.6659999999999999
p28,2050,0.647
p29,2010,1.0
p29,2012,1.0070000000000001
p29,2014,1.012
p29,2016,1.015
p29,2018,1.015
p29,2020,1.011
p29,2022,1.002
p29,2024,0.986
p29,2026,0.963
p29,2028,0.935
p29,2030,0.903
p29,2032,0.8690000000000001
p29,2034,0.8340000000000001
p29,2036,0.8009999999999999
p29,2038,0.7709999999999999
p29,2040,0.746
p29,2042,0.725
p29,2044,0.706
p29,2046,0.6859999999999999
p29,2048,0.6659999999999999
p29,2050,0.647
p30,2010,1.0
p30,2012,1.0070000000000001
p30,2014,1.012
p30,2016,1.015
p30,2018,1.015
p30,2020,1.011
p30,2022,1.002
p30,2024,0.986
p30,2026,0.963
p30,2028,0.935
p30,2030,0.903
p30,2032,0.8690000000000001
p30,2034,0.8340000000000001
p30,2036,0.8009999999999999
p30,2038,0.7709999999999999
p30,2040,0.746
p30,2042,0.725
p30,2044,0.706
p30,2046,0.6859999999999999
p30,2048,0.6659999999999999
p30,2050,0.647
p31,2010,1.0
p31,2012,0.996
p31,2014,0.991
p31,2016,0.983
p31,2018,0.972
p31,2020,0.956
p31,2022,0.9359999999999999
p31,2024,0.909
p31,2026,0.878
p31,2028,0.8420000000000001
p31,2030,0.8029999999999999
p31,2032,0.762
p31,2034,0.721
p31,2036,0.68
p31,2038,0.6409999999999999
p31,2040,0.604
p31,2042,0.57
p31,2044,0.534
p31,2046,0.49700000000000005
p31,2048,0.45799999999999996
p31,2050,0.419
p32,2010,1.0
p32,2012,0.996
p32,2014,0.991
p32,2016,0.983
p32,2018,0.972
p32,2020,0.956
p32,2022,0.9359999999999999
p32,2024,0.909
p32,2026,0.878
p32,2028,0.8420000000000001
p32,2030,0.8029999999999999
p32,2032,0.762
p32,2034,0.721
p32,2036,0.68
p32,2038,0.6409999999999999
p32,2040,0.604
p32,2042,0.57
p32,2044,0.534
p32,2046,0.49700000000000005
p32,2048,0.45799999999999996
p32,2050,0.419
p33,2010,1.0
p33,2012,1.0
p33,2014,0.998
p33,2016,0.996
p33,2018,0.991
p33,2020,0.9840000000000001
p33,2022,0.973
p33,2024,0.958
p33,2026,0.938
p33,2028,0.915
p33,2030,0.888
p33,2032,0.86
p33,2034,0.8320000000000001
p33,2036,0.805
p33,2038,0.78
p33,2040,0.758
p33,2042,0.741
p33,2044,0.723
p33,2046,0.705
p33,2048,0.688
p33,2050,0.6709999999999999
p34,2010,1.0
p34,2012,0.996
p34,2014,0.99
p34,2016,0.983
p34,2018,0.9740000000000001
p34,2020,0.9620000000000001
p34,2022,0.9470000000000001
p34,2024,0.927
p34,2026,0.902
p34,2028,0.873
p34,2030,0.841
p34,2032,0.807
p34,2034,0.774
p34,2036,0.741
p34,2038,0.71
p34,2040,0.6829999999999999
p34,2042,0.66
p34,2044,0.637
p34,2046,0.613
p34,2048,0.59
p34,2050,0.568
p35,2010,1.0
p35,2012,1.0170000000000001
p35,2014,1.034
p35,2016,1.05
p35,2018,1.065
p35,2020,1.0759999999999998
p35,2022,1.083
p35,2024,1.0859999999999999
p35,2026,1.088
p35,2028,1.089
p35,2030,1.089
p35,2032,1.088
p35,2034,1.087
p35,2036,1.0859999999999999
p35,2038,1.085
p35,2040,1.084
p35,2042,1.084
p35,2044,1.083
p35,2046,1.081
p35,2048,1.079
p35,2050,1.077
p36,2010,1.0
p36,2012,0.983853535
p36,2014,0.9752704590000001
p36,2016,0.977628932
p36,2018,0.974079433
p36,2020,0.91346102
p36,2022,0.912460339
p36,2024,0.93952479
p36,2026,0.934417361
p36,2028,0.9795478470000001
p36,2030,1.011665303
p36,2032,0.985698865
p36,2034,0.973804337
p36,2036,0.951665425
p36,2038,0.958714773
p36,2040,1.01397432
p36,2042,1.0865310670000001
p36,2044,1.066263988
p36,2046,1.063988106
p36,2048,1.020747602
p36,2050,0.9853776879999999
p37,2010,1.0
p37,2012,0.913262771
p37,2014,0.8731574459999999
p37,2016,0.93119114
p37,2018,0.9371808340000001
p37,2020,0.929241355
p37,2022,0.941040834
p37,2024,0.997211393
p37,2026,1.010691099
p37,2028,1.032656247
p37,2030,1.06663662
p37,2032,1.002081206
p37,2034,1.0083735999999999
p37,2036,0.933834933
p37,2038,0.935142202
p37,2040,0.978664401
p37,2042,1.1059886
p37,2044,1.056427855
p37,2046,1.060108686
p37,2048,1.002159328
p37,2050,0.9471958140000001
p38,2010,1.0
p38,2012,0.997524051
p38,2014,0.984831662
p38,2016,0.9964363559999999
p38,2018,1.007459149
p38,2020,0.951654303
p38,2022,0.959582125
p38,2024,0.997485452
p38,2026,0.9905736690000001
p38,2028,1.026067118
p38,2030,1.038490074
p38,2032,1.00833514
p38,2034,0.979375083
p38,2036,0.941919011
p38,2038,0.932015026
p38,2040,0.9828843420000001
p38,2042,1.032399434
p38,2044,0.99890125
p38,2046,0.993687819
p38,2048,0.955411566
p38,2050,0.930846783
p39,2010,1.0
p39,2012,0.9355702340000001
p39,2014,0.903452308
p39,2016,0.8361955609999999
p39,2018,0.8724201570000001
p39,2020,0.810349862
p39,2022,0.835375291
p39,2024,0.869748352
p39,2026,0.8421338540000001
p39,2028,0.847195402
p39,2030,0.8577591720000001
p39,2032,0.8661409790000001
p39,2034,0.8389451490000001
p39,2036,0.854256841
p39,2038,0.80109831
p39,2040,0.792025028
p39,2042,0.728006145
p39,2044,0.7343362090000001
p39,2046,0.771833597
p39,2048,0.7660271390000001
p39,2050,0.7583835059999999
p40,2010,1.0
p40,2012,0.9698076720000001
p40,2014,0.9474420179999999
p40,2016,0.942884609
p40,2018,0.974267312
p40,2020,0.919784284
p40,2022,0.945808056
p40,2024,0.986937926
p40,2026,0.97258735
p40,2028,0.995025431
p40,2030,0.9909995109999999
p40,2032,0.9691164809999999
p40,2034,0.929110384
p40,2036,0.905423641
p40,2038,0.881021017
p40,2040,0.916019976
p40,2042,0.916980272
p40,2044,0.8900161459999999
p40,2046,0.8981665459999999
p40,2048,0.873306175
p40,2050,0.8639146390000001
p41,2010,1.0
p41,2012,0.9672207820000001
p41,2014,0.933399807
p41,2016,0.9219271179999999
p41,2018,0.965781333
p41,2020,0.915702019
p41,2022,0.9497093990000001
p41,2024,0.992751185
p41,2026,0.981960045
p41,2028,0.991612693
p41,2030,0.97291265
p41,2032,0.9557954679999999
p41,2034,0.916646491
p41,2036,0.9088386490000001
p41,2038,0.88193394
p41,2040,0.90491296
p41,2042,0.8809169920000001
p41,2044,0.857366038
p41,2046,0.865681948
p41,2048,0.8548110529999999
p41,2050,0.8535277109999999
p42,2010,1.0
p42,2012,1.0539001620000001
p42,2014,1.039320762
p42,2016,1.057565653
p42,2018,1.041415432
p42,2020,1.068142676
p42,2022,1.0671529240000002
p42,2024,1.071476058
p42,2026,1.0876868659999999
p42,2028,1.07307886
p42,2030,1.0544450440000002
p42,2032,0.999976944
p42,2034,0.980790203
p42,2036,0.9390971929999999
p42,2038,0.9363398390000001
p42,2040,0.935241001
p42,2042,0.931788058
p42,2044,0.85979793
p42,2046,0.836886534
p42,2048,0.795168697
p42,2050,0.763185511
p43,2010,1.0
p43,2012,1.019989429
p43,2014,1.024776799
p43,2016,1.060455079
p43,2018,1.089922217
p43,2020,1.095367232
p43,2022,1.1151587859999998
p43,2024,1.1701266559999999
p43,2026,1.187277722
p43,2028,1.182679625
p43,2030,1.155923969
p43,2032,1.102901923
p43,2034,1.053311262
p43,2036,1.01232857
p43,2038,0.98853681
p43,2040,0.99002327
p43,2042,0.96267869
p43,2044,0.8959513109999999
p43,2046,0.882076735
p43,2048,0.856545495
p43,2050,0.8303732290000001
p44,2010,1.0
p44,2012,1.001901738
p44,2014,1.005620782
p44,2016,1.0382910909999998
p44,2018,1.067824001
p44,2020,1.077156342
p44,2022,1.097201189
p44,2024,1.14813043
p44,2026,1.163194523
p44,2028,1.15993521
p44,2030,1.133758027
p44,2032,1.08927245
p44,2034,1.038757766
p44,2036,1.000304529
p44,2038,0.9777734809999999
p44,2040,0.9852757129999999
p44,2042,0.965393845
p44,2044,0.899603975
p44,2046,0.887532236
p44,2048,0.8565533809999999
p44,2050,0.8361657720000001
p45,2010,1.0
p45,2012,0.991080728
p45,2014,0.970354976
p45,2016,0.980142249
p45,2018,1.011876126
p45,2020,0.961383606
p45,2022,0.986277927
p45,2024,1.028544645
p45,2026,1.018969581
p45,2028,1.043271638
p45,2030,1.034125212
p45,2032,1.002980438
p45,2034,0.9602224559999999
p45,2036,0.9261371209999999
p45,2038,0.9066061120000001
p45,2040,0.948323137
p45,2042,0.96295987
p45,2044,0.928956808
p45,2046,0.930575472
p45,2048,0.9021796990000001
p45,2050,0.8901430309999999
p46,2010,1.0
p46,2012,1.049188092
p46,2014,1.085221566
p46,2016,1.130811515
p46,2018,1.146372004
p46,2020,1.153977302
p46,2022,1.163103722
p46,2024,1.228179947
p46,2026,1.248465233
p46,2028,1.233681679
p46,2030,1.208623077
p46,2032,1.145720325
p46,2034,1.08119084
p46,2036,1.034992258
p46,2038,1.016560286
p46,2040,0.994476597
p46,2042,0.957755088
p46,2044,0.8870525290000001
p46,2046,0.873113322
p46,2048,0.8484011840000001
p46,2050,0.8031024170000001
p47,2010,1.0
p47,2012,1.2721577720000001
p47,2014,1.128654458
p47,2016,0.9692599470000001
p47,2018,1.073964095
p47,2020,0.810741719
p47,2022,1.015474025
p47,2024,1.0450823470000001
p47,2026,0.982256372
p47,2028,1.086478904
p47,2030,1.066461009
p47,2032,1.032053194
p47,2034,1.02769173
p47,2036,1.048742098
p47,2038,0.9892637009999999
p47,2040,0.942334709
p47,2042,0.76124723
p47,2044,0.885542371
p47,2046,0.970282687
p47,2048,0.856817167
p47,2050,0.851309152
p48,2010,1.0
p48,2012,1.195027096
p48,2014,1.07517126
p48,2016,0.940054286
p48,2018,1.100243147
p48,2020,0.8389879790000001
p48,2022,1.01798398
p48,2024,1.033032304
p48,2026,1.075928767
p48,2028,1.225386533
p48,2030,1.223732546
p48,2032,1.200259822
p48,2034,1.229856572
p48,2036,1.2488201890000001
p48,2038,1.177802467
p48,2040,1.158072494
p48,2042,1.013396775
p48,2044,1.1331585240000002
p48,2046,1.138738523
p48,2048,0.969300415
p48,2050,0.944656547
p49,2010,1.0
p49,2012,1.067886996
p49,2014,0.9745788679999999
p49,2016,0.903209387
p49,2018,0.9882954140000001
p49,2020,0.8489459909999999
p49,2022,0.7376628359999999
p49,2024,0.694048812
p49,2026,0.823180737
p49,2028,0.7448090959999999
p49,2030,0.7311256970000001
p49,2032,0.7248541059999999
p49,2034,0.81824668
p49,2036,0.837767577
p49,2038,0.797452532
p49,2040,0.784502108
p49,2042,0.74009335
p49,2044,0.855440127
p49,2046,0.7149301570000001
p49,2048,0.650798609
p49,2050,0.627343773
p50,2010,1.0
p50,2012,1.108976159
p50,2014,1.059385355
p50,2016,1.025351507
p50,2018,1.037087139
p50,2020,0.951777917
p50,2022,0.9379629
p50,2024,0.948238556
p50,2026,0.948717952
p50,2028,0.8711334709999999
p50,2030,0.86617359
p50,2032,0.9118098459999999
p50,2034,0.926604205
p50,2036,0.946537295
p50,2038,0.918670045
p50,2040,0.9253579890000001
p50,2042,0.839745867
p50,2044,0.8854227440000001
p50,2046,0.81372576
p50,2048,0.787821601
p50,2050,0.727079312
p51,2010,1.0
p51,2012,1.118862354
p51,2014,1.0679492940000002
p51,2016,1.039220974
p51,2018,1.0386083529999999
p51,2020,0.950022875
p51,2022,0.976087149
p51,2024,1.017029481
p51,2026,1.019859765
p51,2028,0.9330064840000001
p51,2030,0.933539094
p51,2032,0.986056645
p51,2034,0.9900262809999999
p51,2036,1.00113801
p51,2038,0.979236318
p51,2040,0.991999829
p51,2042,0.8806204129999999
p51,2044,0.8827674870000001
p51,2046,0.803922745
p51,2048,0.781746005
p51,2050,0.707108252
p52,2010,1.0
p52,2012,1.033203904
p52,2014,0.9619335440000001
p52,2016,0.859218763
p52,2018,0.941241881
p52,2020,0.761963246
p52,2022,0.7888407190000001
p52,2024,0.822423103
p52,2026,0.851452834
p52,2028,0.833221131
p52,2030,0.836504215
p52,2032,0.81710512
p52,2034,0.80474136
p52,2036,0.8099804840000001
p52,2038,0.7287826279999999
p52,2040,0.724647047
p52,2042,0.6345156270000001
p52,2044,0.687806626
p52,2046,0.728705189
p52,2048,0.706541055
p52,2050,0.6846144340000001
p53,2010,1.0
p53,2012,0.965000642
p53,2014,0.9256346590000001
p53,2016,0.911882981
p53,2018,0.957072681
p53,2020,0.900824965
p53,2022,0.934071902
p53,2024,0.979625388
p53,2026,0.9746343590000001
p53,2028,0.975723443
p53,2030,0.958222296
p53,2032,0.944483159
p53,2034,0.9117889570000001
p53,2036,0.9104966440000001
p53,2038,0.883103647
p53,2040,0.9056563059999999
p53,2042,0.8739333570000001
p53,2044,0.852739075
p53,2046,0.85275322
p53,2048,0.843471121
p53,2050,0.8378104999999999
p54,2010,1.0
p54,2012,0.9752873409999999
p54,2014,0.929124333
p54,2016,0.91564845
p54,2018,0.963148697
p54,2020,0.903404958
p54,2022,0.936641972
p54,2024,0.984015208
p54,2026,0.9834337479999999
p54,2028,0.974366796
p54,2030,0.9580233109999999
p54,2032,0.946643162
p54,2034,0.9215395009999999
p54,2036,0.928897311
p54,2038,0.903056493
p54,2040,0.927875455
p54,2042,0.886128585
p54,2044,0.86438846
p54,2046,0.856048067
p54,2048,0.850579375
p54,2050,0.838578396
p55,2010,1.0
p55,2012,1.1131286870000001
p55,2014,1.045760205
p55,2016,1.011139686
p55,2018,1.036169495
p55,2020,0.93290349
p55,2022,0.9477059940000001
p55,2024,0.9886438329999999
p55,2026,0.997021933
p55,2028,0.9032303140000001
p55,2030,0.908958265
p55,2032,0.9510150009999999
p55,2034,0.979070076
p55,2036,1.018645725
p55,2038,0.9960366620000001
p55,2040,1.025205047
p55,2042,0.909756317
p55,2044,0.90420942
p55,2046,0.824172352
p55,2048,0.807354976
p55,2050,0.724301155
p56,2010,1.0
p56,2012,1.107656082
p56,2014,1.065013014
p56,2016,1.033930309
p56,2018,1.020615439
p56,2020,0.944523461
p56,2022,0.946339873
p56,2024,0.970973532
p56,2026,0.965780425
p56,2028,0.888543456
p56,2030,0.8815135709999999
p56,2032,0.938081952
p56,2034,0.941654313
p56,2036,0.95364575
p56,2038,0.9364091309999999
p56,2040,0.937516725
p56,2042,0.8507569859999999
p56,2044,0.8820741390000001
p56,2046,0.815793687
p56,2048,0.793134936
p56,2050,0.733729884
p57,2010,1.0
p57,2012,1.197947818
p57,2014,1.153346757
p57,2016,1.097282328
p57,2018,1.032456282
p57,2020,1.0048474
p57,2022,1.008021969
p57,2024,1.018414833
p57,2026,0.983723026
p57,2028,0.9493360940000001
p57,2030,0.936807635
p57,2032,1.027298439
p57,2034,1.08047991
p57,2036,1.121016134
p57,2038,1.121432203
p57,2040,1.1366383279999999
p57,2042,1.0886510790000001
p57,2044,1.1367180000000001
p57,2046,1.067370595
p57,2048,1.002225203
p57,2050,0.9487143840000001
p58,2010,1.0
p58,2012,0.964477117
p58,2014,0.940716077
p58,2016,0.9433129020000001
p58,2018,0.9587449570000001
