wst,r,szn,t,Value
fsu,p1,Fall,2010,1.0
fsu,p1,Fall,2012,1.008
fsu,p1,Fall,2014,1.016
fsu,p1,Fall,2016,1.024
fsu,p1,Fall,2018,1.031
fsu,p1,Fall,2020,1.036
fsu,p1,Fall,2022,1.041
fsu,p1,Fall,2024,1.043
fsu,p1,Fall,2026,1.045
fsu,p1,Fall,2028,1.046
fsu,p1,Fall,2030,1.047
fsu,p1,Fall,2032,1.048
fsu,p1,Fall,2034,1.048
fsu,p1,Fall,2036,1.0490000000000002
fsu,p1,Fall,2038,1.05
fsu,p1,Fall,2040,1.052
fsu,p1,Fall,2042,1.055
fsu,p1,Fall,2044,1.058
fsu,p1,Fall,2046,1.062
fsu,p1,Fall,2048,1.0659999999999998
fsu,p1,Fall,2050,1.071
fsu,p1,Spring,2010,1.0
fsu,p1,Spring,2012,1.002
fsu,p1,Spring,2014,1.003
fsu,p1,Spring,2016,1.005
fsu,p1,Spring,2018,1.0070000000000001
fsu,p1,Spring,2020,1.0090000000000001
fsu,p1,Spring,2022,1.011
fsu,p1,Spring,2024,1.013
fsu,p1,Spring,2026,1.0170000000000001
fsu,p1,Spring,2028,1.021
fsu,p1,Spring,2030,1.025
fsu,p1,Spring,2032,1.0290000000000001
fsu,p1,Spring,2034,1.033
fsu,p1,Spring,2036,1.037
fsu,p1,Spring,2038,1.041
fsu,p1,Spring,2040,1.043
fsu,p1,Spring,2042,1.046
fsu,p1,Spring,2044,1.048
fsu,p1,Spring,2046,1.051
fsu,p1,Spring,2048,1.054
fsu,p1,Spring,2050,1.056
fsu,p1,Summer,2010,1.0
fsu,p1,Summer,2012,0.9590000000000001
fsu,p1,Summer,2014,0.917
fsu,p1,Summer,2016,0.8740000000000001
fsu,p1,Summer,2018,0.833
fsu,p1,Summer,2020,0.7929999999999999
fsu,p1,Summer,2022,0.758
fsu,p1,Summer,2024,0.7240000000000001
fsu,p1,Summer,2026,0.687
fsu,p1,Summer,2028,0.648
fsu,p1,Summer,2030,0.608
fsu,p1,Summer,2032,0.569
fsu,p1,Summer,2034,0.53
fsu,p1,Summer,2036,0.493
fsu,p1,Summer,2038,0.45899999999999996
fsu,p1,Summer,2040,0.428
fsu,p1,Summer,2042,0.401
fsu,p1,Summer,2044,0.377
fsu,p1,Summer,2046,0.355
fsu,p1,Summer,2048,0.33399999999999996
fsu,p1,Summer,2050,0.314
fsu,p1,Winter,2010,1.0
fsu,p1,Winter,2012,1.035
fsu,p1,Winter,2014,1.071
fsu,p1,Winter,2016,1.107
fsu,p1,Winter,2018,1.14
fsu,p1,Winter,2020,1.17
fsu,p1,Winter,2022,1.195
fsu,p1,Winter,2024,1.216
fsu,p1,Winter,2026,1.236
fsu,p1,Winter,2028,1.255
fsu,p1,Winter,2030,1.274
fsu,p1,Winter,2032,1.2919999999999998
fsu,p1,Winter,2034,1.311
fsu,p1,Winter,2036,1.329
fsu,p1,Winter,2038,1.348
fsu,p1,Winter,2040,1.367
fsu,p1,Winter,2042,1.3869999999999998
fsu,p1,Winter,2044,1.4080000000000001
fsu,p1,Winter,2046,1.43
fsu,p1,Winter,2048,1.452
fsu,p1,Winter,2050,1.473
fsu,p2,Fall,2010,1.0
fsu,p2,Fall,2012,1.005
fsu,p2,Fall,2014,1.011
fsu,p2,Fall,2016,1.016
fsu,p2,Fall,2018,1.021
fsu,p2,Fall,2020,1.024
fsu,p2,Fall,2022,1.025
fsu,p2,Fall,2024,1.025
fsu,p2,Fall,2026,1.024
fsu,p2,Fall,2028,1.022
fsu,p2,Fall,2030,1.02
fsu,p2,Fall,2032,1.0170000000000001
fsu,p2,Fall,2034,1.015
fsu,p2,Fall,2036,1.012
fsu,p2,Fall,2038,1.01
fsu,p2,Fall,2040,1.0090000000000001
fsu,p2,Fall,2042,1.0090000000000001
fsu,p2,Fall,2044,1.0090000000000001
fsu,p2,Fall,2046,1.01
fsu,p2,Fall,2048,1.011
fsu,p2,Fall,2050,1.012
fsu,p2,Spring,2010,1.0
fsu,p2,Spring,2012,1.015
fsu,p2,Spring,2014,1.03
fsu,p2,Spring,2016,1.046
fsu,p2,Spring,2018,1.06
fsu,p2,Spring,2020,1.072
fsu,p2,Spring,2022,1.082
fsu,p2,Spring,2024,1.091
fsu,p2,Spring,2026,1.1
fsu,p2,Spring,2028,1.109
fsu,p2,Spring,2030,1.117
fsu,p2,Spring,2032,1.126
fsu,p2,Spring,2034,1.1340000000000001
fsu,p2,Spring,2036,1.143
fsu,p2,Spring,2038,1.15
fsu,p2,Spring,2040,1.158
fsu,p2,Spring,2042,1.165
fsu,p2,Spring,2044,1.173
fsu,p2,Spring,2046,1.181
fsu,p2,Spring,2048,1.189
fsu,p2,Spring,2050,1.197
fsu,p2,Summer,2010,1.0
fsu,p2,Summer,2012,0.982
fsu,p2,Summer,2014,0.9640000000000001
fsu,p2,Summer,2016,0.945
fsu,p2,Summer,2018,0.927
fsu,p2,Summer,2020,0.9079999999999999
fsu,p2,Summer,2022,0.889
fsu,p2,Summer,2024,0.87
fsu,p2,Summer,2026,0.848
fsu,p2,Summer,2028,0.825
fsu,p2,Summer,2030,0.8
fsu,p2,Summer,2032,0.7759999999999999
fsu,p2,Summer,2034,0.752
fsu,p2,Summer,2036,0.728
fsu,p2,Summer,2038,0.7070000000000001
fsu,p2,Summer,2040,0.688
fsu,p2,Summer,2042,0.6709999999999999
fsu,p2,Summer,2044,0.6559999999999999
fsu,p2,Summer,2046,0.642
fsu,p2,Summer,2048,0.629
fsu,p2,Summer,2050,0.616
fsu,p2,Winter,2010,1.0
fsu,p2,Winter,2012,1.02
fsu,p2,Winter,2014,1.04
fsu,p2,Winter,2016,1.06
fsu,p2,Winter,2018,1.079
fsu,p2,Winter,2020,1.095
fsu,p2,Winter,2022,1.109
fsu,p2,Winter,2024,1.119
fsu,p2,Winter,2026,1.129
fsu,p2,Winter,2028,1.137
fsu,p2,Winter,2030,1.145
fsu,p2,Winter,2032,1.153
fsu,p2,Winter,2034,1.161
fsu,p2,Winter,2036,1.17
fsu,p2,Winter,2038,1.18
fsu,p2,Winter,2040,1.1909999999999998
fsu,p2,Winter,2042,1.205
fsu,p2,Winter,2044,1.2209999999999999
fsu,p2,Winter,2046,1.238
fsu,p2,Winter,2048,1.256
fsu,p2,Winter,2050,1.274
fsu,p3,Fall,2010,1.0
fsu,p3,Fall,2012,1.002
fsu,p3,Fall,2014,1.004
fsu,p3,Fall,2016,1.006
fsu,p3,Fall,2018,1.0070000000000001
fsu,p3,Fall,2020,1.006
fsu,p3,Fall,2022,1.004
fsu,p3,Fall,2024,1.001
fsu,p3,Fall,2026,0.996
fsu,p3,Fall,2028,0.991
fsu,p3,Fall,2030,0.985
fsu,p3,Fall,2032,0.9790000000000001
fsu,p3,Fall,2034,0.972
fsu,p3,Fall,2036,0.966
fsu,p3,Fall,2038,0.961
fsu,p3,Fall,2040,0.955
fsu,p3,Fall,2042,0.951
fsu,p3,Fall,2044,0.948
fsu,p3,Fall,2046,0.9440000000000001
fsu,p3,Fall,2048,0.941
fsu,p3,Fall,2050,0.938
fsu,p3,Spring,2010,1.0
fsu,p3,Spring,2012,1.018
fsu,p3,Spring,2014,1.037
fsu,p3,Spring,2016,1.056
fsu,p3,Spring,2018,1.073
fsu,p3,Spring,2020,1.088
fsu,p3,Spring,2022,1.1
fsu,p3,Spring,2024,1.11
fsu,p3,Spring,2026,1.119
fsu,p3,Spring,2028,1.128
fsu,p3,Spring,2030,1.136
fsu,p3,Spring,2032,1.1440000000000001
fsu,p3,Spring,2034,1.1520000000000001
fsu,p3,Spring,2036,1.159
fsu,p3,Spring,2038,1.166
fsu,p3,Spring,2040,1.173
fsu,p3,Spring,2042,1.18
fsu,p3,Spring,2044,1.186
fsu,p3,Spring,2046,1.193
fsu,p3,Spring,2048,1.2
fsu,p3,Spring,2050,1.206
fsu,p3,Summer,2010,1.0
fsu,p3,Summer,2012,0.9740000000000001
fsu,p3,Summer,2014,0.948
fsu,p3,Summer,2016,0.9209999999999999
fsu,p3,Summer,2018,0.8959999999999999
fsu,p3,Summer,2020,0.872
fsu,p3,Summer,2022,0.8490000000000001
fsu,p3,Summer,2024,0.826
fsu,p3,Summer,2026,0.802
fsu,p3,Summer,2028,0.7759999999999999
fsu,p3,Summer,2030,0.7490000000000001
fsu,p3,Summer,2032,0.723
fsu,p3,Summer,2034,0.698
fsu,p3,Summer,2036,0.674
fsu,p3,Summer,2038,0.652
fsu,p3,Summer,2040,0.633
fsu,p3,Summer,2042,0.618
fsu,p3,Summer,2044,0.605
fsu,p3,Summer,2046,0.594
fsu,p3,Summer,2048,0.585
fsu,p3,Summer,2050,0.5770000000000001
fsu,p3,Winter,2010,1.0
fsu,p3,Winter,2012,1.0270000000000001
fsu,p3,Winter,2014,1.055
fsu,p3,Winter,2016,1.082
fsu,p3,Winter,2018,1.107
fsu,p3,Winter,2020,1.128
fsu,p3,Winter,2022,1.145
fsu,p3,Winter,2024,1.157
fsu,p3,Winter,2026,1.168
fsu,p3,Winter,2028,1.177
fsu,p3,Winter,2030,1.186
fsu,p3,Winter,2032,1.194
fsu,p3,Winter,2034,1.2009999999999998
fsu,p3,Winter,2036,1.21
fsu,p3,Winter,2038,1.219
fsu,p3,Winter,2040,1.229
fsu,p3,Winter,2042,1.2409999999999999
fsu,p3,Winter,2044,1.254
fsu,p3,Winter,2046,1.268
fsu,p3,Winter,2048,1.2819999999999998
fsu,p3,Winter,2050,1.297
fsu,p4,Fall,2010,1.0
fsu,p4,Fall,2012,1.008
fsu,p4,Fall,2014,1.016
fsu,p4,Fall,2016,1.024
fsu,p4,Fall,2018,1.031
fsu,p4,Fall,2020,1.036
fsu,p4,Fall,2022,1.041
fsu,p4,Fall,2024,1.043
fsu,p4,Fall,2026,1.045
fsu,p4,Fall,2028,1.046
fsu,p4,Fall,2030,1.047
fsu,p4,Fall,2032,1.048
fsu,p4,Fall,2034,1.048
fsu,p4,Fall,2036,1.0490000000000002
fsu,p4,Fall,2038,1.05
fsu,p4,Fall,2040,1.052
fsu,p4,Fall,2042,1.055
fsu,p4,Fall,2044,1.058
fsu,p4,Fall,2046,1.062
fsu,p4,Fall,2048,1.0659999999999998
fsu,p4,Fall,2050,1.071
fsu,p4,Spring,2010,1.0
fsu,p4,Spring,2012,1.002
fsu,p4,Spring,2014,1.003
fsu,p4,Spring,2016,1.005
fsu,p4,Spring,2018,1.0070000000000001
fsu,p4,Spring,2020,1.0090000000000001
fsu,p4,Spring,2022,1.011
fsu,p4,Spring,2024,1.013
fsu,p4,Spring,2026,1.0170000000000001
fsu,p4,Spring,2028,1.021
fsu,p4,Spring,2030,1.025
fsu,p4,Spring,2032,1.0290000000000001
fsu,p4,Spring,2034,1.033
fsu,p4,Spring,2036,1.037
fsu,p4,Spring,2038,1.041
fsu,p4,Spring,2040,1.043
fsu,p4,Spring,2042,1.046
fsu,p4,Spring,2044,1.048
fsu,p4,Spring,2046,1.051
fsu,p4,Spring,2048,1.054
fsu,p4,Spring,2050,1.056
fsu,p4,Summer,2010,1.0
fsu,p4,Summer,2012,0.9590000000000001
fsu,p4,Summer,2014,0.917
fsu,p4,Summer,2016,0.8740000000000001
fsu,p4,Summer,2018,0.833
fsu,p4,Summer,2020,0.7929999999999999
fsu,p4,Summer,2022,0.758
fsu,p4,Summer,2024,0.7240000000000001
fsu,p4,Summer,2026,0.687
fsu,p4,Summer,2028,0.648
fsu,p4,Summer,2030,0.608
fsu,p4,Summer,2032,0.569
fsu,p4,Summer,2034,0.53
fsu,p4,Summer,2036,0.493
fsu,p4,Summer,2038,0.45899999999999996
fsu,p4,Summer,2040,0.428
fsu,p4,Summer,2042,0.401
fsu,p4,Summer,2044,0.377
fsu,p4,Summer,2046,0.355
fsu,p4,Summer,2048,0.33399999999999996
fsu,p4,Summer,2050,0.314
fsu,p4,Winter,2010,1.0
fsu,p4,Winter,2012,1.035
fsu,p4,Winter,2014,1.071
fsu,p4,Winter,2016,1.107
fsu,p4,Winter,2018,1.14
fsu,p4,Winter,2020,1.17
fsu,p4,Winter,2022,1.195
fsu,p4,Winter,2024,1.216
fsu,p4,Winter,2026,1.236
fsu,p4,Winter,2028,1.255
fsu,p4,Winter,2030,1.274
fsu,p4,Winter,2032,1.2919999999999998
fsu,p4,Winter,2034,1.311
fsu,p4,Winter,2036,1.329
fsu,p4,Winter,2038,1.348
fsu,p4,Winter,2040,1.367
fsu,p4,Winter,2042,1.3869999999999998
fsu,p4,Winter,2044,1.4080000000000001
fsu,p4,Winter,2046,1.43
fsu,p4,Winter,2048,1.452
fsu,p4,Winter,2050,1.473
fsu,p5,Fall,2010,1.0
fsu,p5,Fall,2012,1.002
fsu,p5,Fall,2014,1.003
fsu,p5,Fall,2016,1.005
fsu,p5,Fall,2018,1.006
fsu,p5,Fall,2020,1.006
fsu,p5,Fall,2022,1.0070000000000001
fsu,p5,Fall,2024,1.0070000000000001
fsu,p5,Fall,2026,1.005
fsu,p5,Fall,2028,1.002
fsu,p5,Fall,2030,0.9990000000000001
fsu,p5,Fall,2032,0.996
fsu,p5,Fall,2034,0.993
fsu,p5,Fall,2036,0.99
fsu,p5,Fall,2038,0.988
fsu,p5,Fall,2040,0.988
fsu,p5,Fall,2042,0.9890000000000001
fsu,p5,Fall,2044,0.991
fsu,p5,Fall,2046,0.9940000000000001
fsu,p5,Fall,2048,0.998
fsu,p5,Fall,2050,1.003
fsu,p5,Spring,2010,1.0
fsu,p5,Spring,2012,1.0
fsu,p5,Spring,2014,0.9990000000000001
fsu,p5,Spring,2016,0.9990000000000001
fsu,p5,Spring,2018,0.9990000000000001
fsu,p5,Spring,2020,0.9990000000000001
fsu,p5,Spring,2022,1.0
fsu,p5,Spring,2024,1.001
fsu,p5,Spring,2026,1.002
fsu,p5,Spring,2028,1.004
fsu,p5,Spring,2030,1.005
fsu,p5,Spring,2032,1.0070000000000001
fsu,p5,Spring,2034,1.0090000000000001
fsu,p5,Spring,2036,1.011
fsu,p5,Spring,2038,1.013
fsu,p5,Spring,2040,1.015
fsu,p5,Spring,2042,1.0170000000000001
fsu,p5,Spring,2044,1.02
fsu,p5,Spring,2046,1.025
fsu,p5,Spring,2048,1.0290000000000001
fsu,p5,Spring,2050,1.034
fsu,p5,Summer,2010,1.0
fsu,p5,Summer,2012,0.975
fsu,p5,Summer,2014,0.95
fsu,p5,Summer,2016,0.9259999999999999
fsu,p5,Summer,2018,0.903
fsu,p5,Summer,2020,0.882
fsu,p5,Summer,2022,0.8640000000000001
fsu,p5,Summer,2024,0.848
fsu,p5,Summer,2026,0.8320000000000001
fsu,p5,Summer,2028,0.8170000000000001
fsu,p5,Summer,2030,0.8009999999999999
fsu,p5,Summer,2032,0.787
fsu,p5,Summer,2034,0.773
fsu,p5,Summer,2036,0.7609999999999999
fsu,p5,Summer,2038,0.75
fsu,p5,Summer,2040,0.74
fsu,p5,Summer,2042,0.732
fsu,p5,Summer,2044,0.726
fsu,p5,Summer,2046,0.723
fsu,p5,Summer,2048,0.721
fsu,p5,Summer,2050,0.7190000000000001
fsu,p5,Winter,2010,1.0
fsu,p5,Winter,2012,1.013
fsu,p5,Winter,2014,1.025
fsu,p5,Winter,2016,1.038
fsu,p5,Winter,2018,1.0490000000000002
