wst,r,t,Value
fsu,p7,2038,1.146
fsu,p7,2040,1.1540000000000001
fsu,p7,2042,1.1640000000000001
fsu,p7,2044,1.175
fsu,p7,2046,1.187
fsu,p7,2048,1.2
fsu,p7,2050,1.212
fsu,p8,2010,1.0
fsu,p8,2012,1.013
fsu,p8,2014,1.0270000000000001
fsu,p8,2016,1.04
fsu,p8,2018,1.051
fsu,p8,2020,1.06
fsu,p8,2022,1.065
fsu,p8,2024,1.065
fsu,p8,2026,1.061
fsu,p8,2028,1.053
fsu,p8,2030,1.045
fsu,p8,2032,1.035
fsu,p8,2034,1.0270000000000001
fsu,p8,2036,1.021
fsu,p8,2038,1.0190000000000001
fsu,p8,2040,1.021
fsu,p8,2042,1.03
fsu,p8,2044,1.042
fsu,p8,2046,1.058
fsu,p8,2048,1.075
fsu,p8,2050,1.094
fsu,p9,2010,1.0
fsu,p9,2012,1.015
fsu,p9,2014,1.03
fsu,p9,2016,1.044
fsu,p9,2018,1.056
fsu,p9,2020,1.0659999999999998
fsu,p9,2022,1.071
fsu,p9,2024,1.071
fsu,p9,2026,1.065
fsu,p9,2028,1.056
fsu,p9,2030,1.045
fsu,p9,2032,1.034
fsu,p9,2034,1.023
fsu,p9,2036,1.013
fsu,p9,2038,1.008
fsu,p9,2040,1.0070000000000001
fsu,p9,2042,1.012
fsu,p9,2044,1.02
fsu,p9,2046,1.032
fsu,p9,2048,1.046
fsu,p9,2050,1.061
fsu,p10,2010,1.0
fsu,p10,2012,1.021
fsu,p10,2014,1.042
fsu,p10,2016,1.062
fsu,p10,2018,1.079
fsu,p10,2020,1.091
fsu,p10,2022,1.0979999999999999
fsu,p10,2024,1.094
fsu,p10,2026,1.08
fsu,p10,2028,1.058
fsu,p10,2030,1.031
fsu,p10,2032,1.003
fsu,p10,2034,0.976
fsu,p10,2036,0.9540000000000001
fsu,p10,2038,0.9390000000000001
fsu,p10,2040,0.934
fsu,p10,2042,0.9420000000000001
fsu,p10,2044,0.958
fsu,p10,2046,0.9790000000000001
fsu,p10,2048,1.005
fsu,p10,2050,1.033
fsu,p11,2010,1.0
fsu,p11,2012,1.021
fsu,p11,2014,1.042
fsu,p11,2016,1.062
fsu,p11,2018,1.079
fsu,p11,2020,1.091
fsu,p11,2022,1.0979999999999999
fsu,p11,2024,1.094
fsu,p11,2026,1.08
fsu,p11,2028,1.058
fsu,p11,2030,1.031
fsu,p11,2032,1.003
fsu,p11,2034,0.976
fsu,p11,2036,0.9540000000000001
fsu,p11,2038,0.9390000000000001
fsu,p11,2040,0.934
fsu,p11,2042,0.9420000000000001
fsu,p11,2044,0.958
fsu,p11,2046,0.9790000000000001
fsu,p11,2048,1.005
fsu,p11,2050,1.033
fsu,p12,2010,1.0
fsu,p12,2012,1.008
fsu,p12,2014,1.016
fsu,p12,2016,1.024
fsu,p12,2018,1.03
fsu,p12,2020,1.035
fsu,p12,2022,1.038
fsu,p12,2024,1.036
fsu,p12,2026,1.031
fsu,p12,2028,1.023
fsu,p12,2030,1.013
fsu,p12,2032,1.002
fsu,p12,2034,0.993
fsu,p12,2036,0.985
fsu,p12,2038,0.981
fsu,p12,2040,0.981
fsu,p12,2042,0.987
fsu,p12,2044,0.996
fsu,p12,2046,1.008
fsu,p12,2048,1.021
fsu,p12,2050,1.037
fsu,p13,2010,1.0
fsu,p13,2012,1.008
fsu,p13,2014,1.016
fsu,p13,2016,1.024
fsu,p13,2018,1.03
fsu,p13,2020,1.035
fsu,p13,2022,1.038
fsu,p13,2024,1.036
fsu,p13,2026,1.031
fsu,p13,2028,1.023
fsu,p13,2030,1.013
fsu,p13,2032,1.002
fsu,p13,2034,0.993
fsu,p13,2036,0.985
fsu,p13,2038,0.981
fsu,p13,2040,0.981
fsu,p13,2042,0.987
fsu,p13,2044,0.996
fsu,p13,2046,1.008
fsu,p13,2048,1.021
fsu,p13,2050,1.037
fsu,p14,2010,1.0
fsu,p14,2012,1.004
fsu,p14,2014,1.008
fsu,p14,2016,1.012
fsu,p14,2018,1.016
fsu,p14,2020,1.018
fsu,p14,2022,1.018
fsu,p14,2024,1.016
fsu,p14,2026,1.013
fsu,p14,2028,1.01
fsu,p14,2030,1.005
fsu,p14,2032,1.001
fsu,p14,2034,0.996
fsu,p14,2036,0.992
fsu,p14,2038,0.9890000000000001
fsu,p14,2040,0.987
fsu,p14,2042,0.986
fsu,p14,2044,0.986
fsu,p14,2046,0.988
fsu,p14,2048,0.99
fsu,p14,2050,0.992
fsu,p15,2010,1.0
fsu,p15,2012,1.014
fsu,p15,2014,1.0290000000000001
fsu,p15,2016,1.042
fsu,p15,2018,1.054
fsu,p15,2020,1.063
fsu,p15,2022,1.069
fsu,p15,2024,1.07
fsu,p15,2026,1.07
fsu,p15,2028,1.068
fsu,p15,2030,1.064
fsu,p15,2032,1.061
fsu,p15,2034,1.057
fsu,p15,2036,1.054
fsu,p15,2038,1.052
fsu,p15,2040,1.051
fsu,p15,2042,1.052
fsu,p15,2044,1.054
fsu,p15,2046,1.056
fsu,p15,2048,1.0590000000000002
fsu,p15,2050,1.062
fsu,p16,2010,1.0
fsu,p16,2012,1.013
fsu,p16,2014,1.0270000000000001
fsu,p16,2016,1.04
fsu,p16,2018,1.052
fsu,p16,2020,1.061
fsu,p16,2022,1.065
fsu,p16,2024,1.0659999999999998
fsu,p16,2026,1.0659999999999998
fsu,p16,2028,1.065
fsu,p16,2030,1.063
fsu,p16,2032,1.06
fsu,p16,2034,1.057
fsu,p16,2036,1.054
fsu,p16,2038,1.051
fsu,p16,2040,1.048
fsu,p16,2042,1.046
fsu,p16,2044,1.044
fsu,p16,2046,1.042
fsu,p16,2048,1.0390000000000001
fsu,p16,2050,1.036
fsu,p17,2010,1.0
fsu,p17,2012,1.013
fsu,p17,2014,1.0270000000000001
fsu,p17,2016,1.04
fsu,p17,2018,1.052
fsu,p17,2020,1.061
fsu,p17,2022,1.065
fsu,p17,2024,1.0659999999999998
fsu,p17,2026,1.0659999999999998
fsu,p17,2028,1.065
fsu,p17,2030,1.063
fsu,p17,2032,1.06
fsu,p17,2034,1.057
fsu,p17,2036,1.054
fsu,p17,2038,1.051
fsu,p17,2040,1.048
fsu,p17,2042,1.046
fsu,p17,2044,1.044
fsu,p17,2046,1.042
fsu,p17,2048,1.0390000000000001
fsu,p17,2050,1.036
fsu,p18,2010,1.0
fsu,p18,2012,1.013
fsu,p18,2014,1.0270000000000001
fsu,p18,2016,1.04
fsu,p18,2018,1.052
fsu,p18,2020,1.061
fsu,p18,2022,1.065
fsu,p18,2024,1.0659999999999998
fsu,p18,2026,1.0659999999999998
fsu,p18,2028,1.065
fsu,p18,2030,1.063
fsu,p18,2032,1.06
fsu,p18,2034,1.057
fsu,p18,2036,1.054
fsu,p18,2038,1.051
fsu,p18,2040,1.048
fsu,p18,2042,1.046
fsu,p18,2044,1.044
fsu,p18,2046,1.042
fsu,p18,2048,1.0390000000000001
fsu,p18,2050,1.036
fsu,p19,2010,1.0
fsu,p19,2012,1.01
fsu,p19,2014,1.02
fsu,p19,2016,1.031
fsu,p19,2018,1.04
fsu,p19,2020,1.046
fsu,p19,2022,1.0490000000000002
fsu,p19,2024,1.048
fsu,p19,2026,1.045
fsu,p19,2028,1.041
fsu,p19,2030,1.036
fsu,p19,2032,1.031
fsu,p19,2034,1.026
fsu,p19,2036,1.022
fsu,p19,2038,1.02
fsu,p19,2040,1.02
fsu,p19,2042,1.022
fsu,p19,2044,1.0270000000000001
fsu,p19,2046,1.034
fsu,p19,2048,1.042
fsu,p19,2050,1.05
fsu,p20,2010,1.0
fsu,p20,2012,1.0190000000000001
fsu,p20,2014,1.0390000000000001
fsu,p20,2016,1.0590000000000002
fsu,p20,2018,1.0759999999999998
fsu,p20,2020,1.09
fsu,p20,2022,1.1
fsu,p20,2024,1.1059999999999999
fsu,p20,2026,1.111
fsu,p20,2028,1.115
fsu,p20,2030,1.1179999999999999
fsu,p20,2032,1.121
fsu,p20,2034,1.123
fsu,p20,2036,1.125
fsu,p20,2038,1.127
fsu,p20,2040,1.129
fsu,p20,2042,1.13
fsu,p20,2044,1.131
fsu,p20,2046,1.131
fsu,p20,2048,1.13
fsu,p20,2050,1.129
fsu,p21,2010,1.0
fsu,p21,2012,1.0
fsu,p21,2014,1.0
fsu,p21,2016,0.9990000000000001
fsu,p21,2018,0.995
fsu,p21,2020,0.9890000000000001
fsu,p21,2022,0.981
fsu,p21,2024,0.968
fsu,p21,2026,0.95
fsu,p21,2028,0.929
fsu,p21,2030,0.905
fsu,p21,2032,0.88
fsu,p21,2034,0.855
fsu,p21,2036,0.831
fsu,p21,2038,0.81
fsu,p21,2040,0.7929999999999999
fsu,p21,2042,0.78
fsu,p21,2044,0.768
fsu,p21,2046,0.758
fsu,p21,2048,0.748
fsu,p21,2050,0.738
fsu,p22,2010,1.0
fsu,p22,2012,1.013
fsu,p22,2014,1.0270000000000001
fsu,p22,2016,1.04
fsu,p22,2018,1.052
fsu,p22,2020,1.061
fsu,p22,2022,1.065
fsu,p22,2024,1.0659999999999998
fsu,p22,2026,1.0659999999999998
fsu,p22,2028,1.065
fsu,p22,2030,1.063
fsu,p22,2032,1.06
fsu,p22,2034,1.057
fsu,p22,2036,1.054
fsu,p22,2038,1.051
fsu,p22,2040,1.048
fsu,p22,2042,1.046
fsu,p22,2044,1.044
fsu,p22,2046,1.042
fsu,p22,2048,1.0390000000000001
fsu,p22,2050,1.036
fsu,p23,2010,1.0
fsu,p23,2012,1.013
fsu,p23,2014,1.0270000000000001
fsu,p23,2016,1.04
fsu,p23,2018,1.052
fsu,p23,2020,1.061
fsu,p23,2022,1.065
fsu,p23,2024,1.0659999999999998
fsu,p23,2026,1.0659999999999998
fsu,p23,2028,1.065
fsu,p23,2030,1.063
fsu,p23,2032,1.06
fsu,p23,2034,1.057
fsu,p23,2036,1.054
fsu,p23,2038,1.051
fsu,p23,2040,1.048
fsu,p23,2042,1.046
fsu,p23,2044,1.044
fsu,p23,2046,1.042
fsu,p23,2048,1.0390000000000001
fsu,p23,2050,1.036
fsu,p24,2010,1.0
fsu,p24,2012,1.0
fsu,p24,2014,1.0
fsu,p24,2016,0.9990000000000001
fsu,p24,2018,0.995
fsu,p24,2020,0.9890000000000001
fsu,p24,2022,0.981
fsu,p24,2024,0.968
fsu,p24,2026,0.95
fsu,p24,2028,0.929
fsu,p24,2030,0.905
fsu,p24,2032,0.88
fsu,p24,2034,0.855
fsu,p24,2036,0.831
fsu,p24,2038,0.81
fsu,p24,2040,0.7929999999999999
fsu,p24,2042,0.78
fsu,p24,2044,0.768
fsu,p24,2046,0.758
fsu,p24,2048,0.748
fsu,p24,2050,0.738
fsu,p25,2010,1.0
fsu,p25,2012,0.9990000000000001
fsu,p25,2014,0.998
fsu,p25,2016,0.996
fsu,p25,2018,0.992
fsu,p25,2020,0.986
fsu,p25,2022,0.9790000000000001
fsu,p25,2024,0.9670000000000001
fsu,p25,2026,0.95
fsu,p25,2028,0.93
fsu,p25,2030,0.9079999999999999
fsu,p25,2032,0.885
fsu,p25,2034,0.862
fsu,p25,2036,0.8420000000000001
fsu,p25,2038,0.8240000000000001
fsu,p25,2040,0.81
fsu,p25,2042,0.802
fsu,p25,2044,0.797
fsu,p25,2046,0.7929999999999999
fsu,p25,2048,0.79
fsu,p25,2050,0.789
fsu,p26,2010,1.0
fsu,p26,2012,0.9990000000000001
fsu,p26,2014,0.998
fsu,p26,2016,0.996
fsu,p26,2018,0.992
fsu,p26,2020,0.986
fsu,p26,2022,0.9790000000000001
fsu,p26,2024,0.9670000000000001
fsu,p26,2026,0.95
fsu,p26,2028,0.93
fsu,p26,2030,0.9079999999999999
fsu,p26,2032,0.885
fsu,p26,2034,0.862
fsu,p26,2036,0.8420000000000001
fsu,p26,2038,0.8240000000000001
fsu,p26,2040,0.81
fsu,p26,2042,0.802
fsu,p26,2044,0.797
fsu,p26,2046,0.7929999999999999
fsu,p26,2048,0.79
fsu,p26,2050,0.789
fsu,p27,2010,1.0
fsu,p27,2012,1.003
fsu,p27,2014,1.006
fsu,p27,2016,1.006
fsu,p27,2018,1.005
fsu,p27,2020,1.001
fsu,p27,2022,0.992
fsu,p27,2024,0.9790000000000001
fsu,p27,2026,0.961
fsu,p27,2028,0.9390000000000001
fsu,p27,2030,0.915
fsu,p27,2032,0.889
fsu,p27,2034,0.863
fsu,p27,2036,0.8390000000000001
fsu,p27,2038,0.816
fsu,p27,2040,0.7979999999999999
fsu,p27,2042,0.7829999999999999
fsu,p27,2044,0.769
fsu,p27,2046,0.754
fsu,p27,2048,0.74
fsu,p27,2050,0.727
fsu,p28,2010,1.0
fsu,p28,2012,1.0070000000000001
fsu,p28,2014,1.012
fsu,p28,2016,1.015
fsu,p28,2018,1.015
fsu,p28,2020,1.01
fsu,p28,2022,1.001
fsu,p28,2024,0.9840000000000001
fsu,p28,2026,0.961
fsu,p28,2028,0.9309999999999999
fsu,p28,2030,0.899
fsu,p28,2032,0.863
fsu,p28,2034,0.828
fsu,p28,2036,0.7929999999999999
fsu,p28,2038,0.762
fsu,p28,2040,0.735
fsu,p28,2042,0.713
fsu,p28,2044,0.6920000000000001
fsu,p28,2046,0.67
fsu,p28,2048,0.649
fsu,p28,2050,0.628
fsu,p29,2010,1.0
fsu,p29,2012,1.0070000000000001
fsu,p29,2014,1.012
fsu,p29,2016,1.015
fsu,p29,2018,1.015
fsu,p29,2020,1.01
fsu,p29,2022,1.001
fsu,p29,2024,0.9840000000000001
fsu,p29,2026,0.961
fsu,p29,2028,0.9309999999999999
fsu,p29,2030,0.899
fsu,p29,2032,0.863
fsu,p29,2034,0.828
fsu,p29,2036,0.7929999999999999
fsu,p29,2038,0.762
fsu,p29,2040,0.735
fsu,p29,2042,0.713
fsu,p29,2044,0.6920000000000001
fsu,p29,2046,0.67
fsu,p29,2048,0.649
fsu,p29,2050,0.628
fsu,p30,2010,1.0
fsu,p30,2012,0.988
fsu,p30,2014,0.973
fsu,p30,2016,0.9570000000000001
fsu,p30,2018,0.94
fsu,p30,2020,0.9209999999999999
fsu,p30,2022,0.903
fsu,p30,2024,0.88
fsu,p30,2026,0.852
fsu,p30,2028,0.82
fsu,p30,2030,0.785
fsu,p30,2032,0.7490000000000001
fsu,p30,2034,0.713
fsu,p30,2036,0.679
fsu,p30,2038,0.648
fsu,p30,2040,0.622
fsu,p30,2042,0.601
fsu,p30,2044,0.583
fsu,p30,2046,0.565
fsu,p30,2048,0.5489999999999999
fsu,p30,2050,0.534
fsu,p31,2010,1.0
fsu,p31,2012,1.0
fsu,p31,2014,0.9990000000000001
fsu,p31,2016,0.996
fsu,p31,2018,0.99
fsu,p31,2020,0.98
fsu,p31,2022,0.966
fsu,p31,2024,0.9470000000000001
fsu,p31,2026,0.924
fsu,p31,2028,0.898
fsu,p31,2030,0.8690000000000001
fsu,p31,2032,0.838
fsu,p31,2034,0.8059999999999999
fsu,p31,2036,0.774
fsu,p31,2038,0.741
fsu,p31,2040,0.71
fsu,p31,2042,0.679
fsu,p31,2044,0.6459999999999999
fsu,p31,2046,0.61
fsu,p31,2048,0.573
fsu,p31,2050,0.535
fsu,p32,2010,1.0
fsu,p32,2012,1.0
fsu,p32,2014,0.9990000000000001
fsu,p32,2016,0.996
fsu,p32,2018,0.99
fsu,p32,2020,0.98
fsu,p32,2022,0.966
fsu,p32,2024,0.9470000000000001
fsu,p32,2026,0.924
fsu,p32,2028,0.898
fsu,p32,2030,0.8690000000000001
fsu,p32,2032,0.838
fsu,p32,2034,0.8059999999999999
fsu,p32,2036,0.774
fsu,p32,2038,0.741
fsu,p32,2040,0.71
fsu,p32,2042,0.679
fsu,p32,2044,0.6459999999999999
fsu,p32,2046,0.61
fsu,p32,2048,0.573
fsu,p32,2050,0.535
fsu,p33,2010,1.0
fsu,p33,2012,1.0
fsu,p33,2014,1.0
fsu,p33,2016,0.9990000000000001
fsu,p33,2018,0.995
fsu,p33,2020,0.9890000000000001
fsu,p33,2022,0.981
fsu,p33,2024,0.968
fsu,p33,2026,0.95
fsu,p33,2028,0.929
fsu,p33,2030,0.905
fsu,p33,2032,0.88
fsu,p33,2034,0.855
fsu,p33,2036,0.831
fsu,p33,2038,0.81
fsu,p33,2040,0.7929999999999999
fsu,p33,2042,0.78
fsu,p33,2044,0.768
fsu,p33,2046,0.758
fsu,p33,2048,0.748
fsu,p33,2050,0.738
fsu,p34,2010,1.0
fsu,p34,2012,0.981
fsu,p34,2014,0.96
fsu,p34,2016,0.938
fsu,p34,2018,0.914
fsu,p34,2020,0.889
fsu,p34,2022,0.861
fsu,p34,2024,0.83
fsu,p34,2026,0.795
fsu,p34,2028,0.7559999999999999
fsu,p34,2030,0.715
fsu,p34,2032,0.6729999999999999
fsu,p34,2034,0.63
fsu,p34,2036,0.588
fsu,p34,2038,0.5479999999999999
fsu,p34,2040,0.51
fsu,p34,2042,0.475
fsu,p34,2044,0.439
fsu,p34,2046,0.401
fsu,p34,2048,0.363
fsu,p34,2050,0.326
fsu,p35,2010,1.0
fsu,p35,2012,1.016
fsu,p35,2014,1.032
fsu,p35,2016,1.048
fsu,p35,2018,1.063
fsu,p35,2020,1.074
fsu,p35,2022,1.081
fsu,p35,2024,1.085
fsu,p35,2026,1.088
fsu,p35,2028,1.09
fsu,p35,2030,1.091
fsu,p35,2032,1.092
fsu,p35,2034,1.093
fsu,p35,2036,1.093
fsu,p35,2038,1.094
fsu,p35,2040,1.094
fsu,p35,2042,1.094
fsu,p35,2044,1.094
fsu,p35,2046,1.093
fsu,p35,2048,1.092
fsu,p35,2050,1.09
fsu,p36,2010,1.0
fsu,p36,2012,0.983853535
fsu,p36,2014,0.9752704590000001
fsu,p36,2016,0.977628932
fsu,p36,2018,0.974079433
fsu,p36,2020,0.91346102
fsu,p36,2022,0.912460339
fsu,p36,2024,0.93952479
fsu,p36,2026,0.934417361
fsu,p36,2028,0.9795478470000001
fsu,p36,2030,1.011665303
fsu,p36,2032,0.985698865
fsu,p36,2034,0.973804337
fsu,p36,2036,0.951665425
fsu,p36,2038,0.958714773
fsu,p36,2040,1.01397432
fsu,p36,2042,1.0865310670000001
fsu,p36,2044,1.066263988
fsu,p36,2046,1.063988106
fsu,p36,2048,1.020747602
fsu,p36,2050,0.9853776879999999
fsu,p37,2010,1.0
fsu,p37,2012,0.913262771
fsu,p37,2014,0.8731574459999999
fsu,p37,2016,0.93119114
fsu,p37,2018,0.9371808340000001
fsu,p37,2020,0.929241355
fsu,p37,2022,0.941040834
fsu,p37,2024,0.997211393
fsu,p37,2026,1.010691099
fsu,p37,2028,1.032656247
fsu,p37,2030,1.06663662
fsu,p37,2032,1.002081206
fsu,p37,2034,1.0083735999999999
fsu,p37,2036,0.933834933
fsu,p37,2038,0.935142202
fsu,p37,2040,0.978664401
fsu,p37,2042,1.1059886
fsu,p37,2044,1.056427855
fsu,p37,2046,1.060108686
fsu,p37,2048,1.002159328
fsu,p37,2050,0.9471958140000001
fsu,p38,2010,1.0
fsu,p38,2012,0.997524051
fsu,p38,2014,0.984831662
fsu,p38,2016,0.9964363559999999
fsu,p38,2018,1.007459149
fsu,p38,2020,0.951654303
fsu,p38,2022,0.959582125
fsu,p38,2024,0.997485452
fsu,p38,2026,0.9905736690000001
fsu,p38,2028,1.026067118
fsu,p38,2030,1.038490074
fsu,p38,2032,1.00833514
fsu,p38,2034,0.979375083
fsu,p38,2036,0.941919011
fsu,p38,2038,0.932015026
fsu,p38,2040,0.9828843420000001
fsu,p38,2042,1.032399434
fsu,p38,2044,0.99890125
fsu,p38,2046,0.993687819
fsu,p38,2048,0.955411566
fsu,p38,2050,0.930846783
fsu,p39,2010,1.0
fsu,p39,2012,0.9355702340000001
fsu,p39,2014,0.903452308
fsu,p39,2016,0.8361955609999999
fsu,p39,2018,0.8724201570000001
fsu,p39,2020,0.810349862
fsu,p39,2022,0.835375291
fsu,p39,2024,0.869748352
fsu,p39,2026,0.8421338540000001
fsu,p39,2028,0.847195402
fsu,p39,2030,0.8577591720000001
fsu,p39,2032,0.8661409790000001
fsu,p39,2034,0.8389451490000001
fsu,p39,2036,0.854256841
fsu,p39,2038,0.80109831
fsu,p39,2040,0.792025028
fsu,p39,2042,0.728006145
fsu,p39,2044,0.7343362090000001
fsu,p39,2046,0.771833597
fsu,p39,2048,0.7660271390000001
fsu,p39,2050,0.7583835059999999
fsu,p40,2010,1.0
fsu,p40,2012,0.9698076720000001
fsu,p40,2014,0.9474420179999999
fsu,p40,2016,0.942884609
fsu,p40,2018,0.974267312
fsu,p40,2020,0.919784284
fsu,p40,2022,0.945808056
fsu,p40,2024,0.986937926
fsu,p40,2026,0.97258735
fsu,p40,2028,0.995025431
fsu,p40,2030,0.9909995109999999
fsu,p40,2032,0.9691164809999999
fsu,p40,2034,0.929110384
fsu,p40,2036,0.905423641
fsu,p40,2038,0.881021017
fsu,p40,2040,0.916019976
fsu,p40,2042,0.916980272
fsu,p40,2044,0.8900161459999999
fsu,p40,2046,0.8981665459999999
fsu,p40,2048,0.873306175
fsu,p40,2050,0.8639146390000001
fsu,p41,2010,1.0
fsu,p41,2012,0.9672207820000001
fsu,p41,2014,0.933399807
fsu,p41,2016,0.9219271179999999
fsu,p41,2018,0.965781333
fsu,p41,2020,0.915702019
fsu,p41,2022,0.9497093990000001
fsu,p41,2024,0.992751185
fsu,p41,2026,0.981960045
fsu,p41,2028,0.991612693
fsu,p41,2030,0.97291265
fsu,p41,2032,0.9557954679999999
fsu,p41,2034,0.916646491
fsu,p41,2036,0.9088386490000001
fsu,p41,2038,0.88193394
fsu,p41,2040,0.90491296
fsu,p41,2042,0.8809169920000001
fsu,p41,2044,0.857366038
fsu,p41,2046,0.865681948
fsu,p41,2048,0.8548110529999999
fsu,p41,2050,0.8535277109999999
fsu,p42,2010,1.0
fsu,p42,2012,1.0539001620000001
fsu,p42,2014,1.039320762
fsu,p42,2016,1.057565653
fsu,p42,2018,1.041415432
fsu,p42,2020,1.068142676
fsu,p42,2022,1.0671529240000002
fsu,p42,2024,1.071476058
fsu,p42,2026,1.0876868659999999
fsu,p42,2028,1.07307886
fsu,p42,2030,1.0544450440000002
fsu,p42,2032,0.999976944
fsu,p42,2034,0.980790203
fsu,p42,2036,0.9390971929999999
fsu,p42,2038,0.9363398390000001
fsu,p42,2040,0.935241001
fsu,p42,2042,0.931788058
fsu,p42,2044,0.85979793
fsu,p42,2046,0.836886534
fsu,p42,2048,0.795168697
fsu,p42,2050,0.763185511
fsu,p43,2010,1.0
fsu,p43,2012,1.019989429
fsu,p43,2014,1.024776799
fsu,p43,2016,1.060455079
fsu,p43,2018,1.089922217
fsu,p43,2020,1.095367232
fsu,p43,2022,1.1151587859999998
fsu,p43,2024,1.1701266559999999
fsu,p43,2026,1.187277722
fsu,p43,2028,1.182679625
fsu,p43,2030,1.155923969
fsu,p43,2032,1.102901923
fsu,p43,2034,1.053311262
fsu,p43,2036,1.01232857
fsu,p43,2038,0.98853681
fsu,p43,2040,0.99002327
fsu,p43,2042,0.96267869
fsu,p43,2044,0.8959513109999999
fsu,p43,2046,0.882076735
fsu,p43,2048,0.856545495
fsu,p43,2050,0.8303732290000001
fsu,p44,2010,1.0
fsu,p44,2012,1.001901738
fsu,p44,2014,1.005620782
fsu,p44,2016,1.0382910909999998
fsu,p44,2018,1.067824001
fsu,p44,2020,1.077156342
fsu,p44,2022,1.097201189
fsu,p44,2024,1.14813043
fsu,p44,2026,1.163194523
fsu,p44,2028,1.15993521
fsu,p44,2030,1.133758027
fsu,p44,2032,1.08927245
fsu,p44,2034,1.038757766
fsu,p44,2036,1.000304529
fsu,p44,2038,0.9777734809999999
