r,szn,ddtype,t,Value
p1,wint,cdd,2014,0
p1,wint,cdd,2016,0
p1,wint,cdd,2018,0
p1,wint,cdd,2020,0
p1,wint,cdd,2022,0
p1,wint,cdd,2024,0
p1,wint,cdd,2026,0
p1,wint,cdd,2028,0
p1,wint,cdd,2030,0
p1,wint,cdd,2032,0
p1,wint,cdd,2034,0
p1,wint,cdd,2036,0
p1,wint,cdd,2038,0
p1,wint,cdd,2040,0
p1,wint,cdd,2042,0
p1,wint,cdd,2044,0
p1,wint,cdd,2046,0
p1,wint,cdd,2048,0
p1,wint,cdd,2050,0
p1,wint,hdd,2010,1919.746111
p1,wint,hdd,2012,1938.403934
p1,wint,hdd,2014,1920.247781
p1,wint,hdd,2016,1924.143973
p1,wint,hdd,2018,1910.180283
p1,wint,hdd,2020,1919.027651
p1,wint,hdd,2022,1916.330743
p1,wint,hdd,2024,1895.854939
p1,wint,hdd,2026,1894.210316
p1,wint,hdd,2028,1936.952061
p1,wint,hdd,2030,1937.979935
p1,wint,hdd,2032,1952.290919
p1,wint,hdd,2034,1958.56293
p1,wint,hdd,2036,1933.58786
p1,wint,hdd,2038,1948.869628
p1,wint,hdd,2040,1915.81014
p1,wint,hdd,2042,1901.670196
p1,wint,hdd,2044,1872.219806
p1,wint,hdd,2046,1817.004405
p1,wint,hdd,2048,1802.949267
p1,wint,hdd,2050,1785.152383
p2,spri,cdd,2010,4.485461153
p2,spri,cdd,2012,4.298975824
p2,spri,cdd,2014,4.058533889
p2,spri,cdd,2016,3.472075179
p2,spri,cdd,2018,3.166667283
p2,spri,cdd,2020,2.861231548
p2,spri,cdd,2022,4.121374545
p2,spri,cdd,2024,4.197014728
p2,spri,cdd,2026,4.264381606
p2,spri,cdd,2028,4.791222022
p2,spri,cdd,2030,4.546721759
p2,spri,cdd,2032,5.494287436
p2,spri,cdd,2034,5.688851661
p2,spri,cdd,2036,7.464719143
p2,spri,cdd,2038,8.041222101
p2,spri,cdd,2040,7.977758516
p2,spri,cdd,2042,7.326121398
p2,spri,cdd,2044,7.504312212
p2,spri,cdd,2046,7.448684306
p2,spri,cdd,2048,7.925207113
p2,spri,cdd,2050,7.812436185
p2,spri,hdd,2010,765.6504168
p2,spri,hdd,2012,778.9314269
p2,spri,hdd,2014,770.1221858
p2,spri,hdd,2016,753.1852701
p2,spri,hdd,2018,736.2909058
p2,spri,hdd,2020,727.2057866
p2,spri,hdd,2022,711.8844993
p2,spri,hdd,2024,700.0565912
p2,spri,hdd,2026,700.5458602
p2,spri,hdd,2028,708.5418595
p2,spri,hdd,2030,704.0874223
p2,spri,hdd,2032,699.099221
p2,spri,hdd,2034,703.6412911
p2,spri,hdd,2036,689.6849846
p2,spri,hdd,2038,692.4491594
p2,spri,hdd,2040,674.7893786
p2,spri,hdd,2042,675.6097785
p2,spri,hdd,2044,662.3624424
p2,spri,hdd,2046,642.4898206
p2,spri,hdd,2048,621.539045
p2,spri,hdd,2050,612.3525471
p2,summ,cdd,2010,125.4965877
p2,summ,cdd,2012,124.4133229
p2,summ,cdd,2014,121.2998039
p2,summ,cdd,2016,127.8783508
p2,summ,cdd,2018,141.0123098
p2,summ,cdd,2020,151.2088065
p2,summ,cdd,2022,169.7914317
p2,summ,cdd,2024,181.8437051
p2,summ,cdd,2026,186.7287904
p2,summ,cdd,2028,197.7996065
p2,summ,cdd,2030,210.163043
p2,summ,cdd,2032,216.9305086
p2,summ,cdd,2034,223.5556555
p2,summ,cdd,2036,234.8897421
p2,summ,cdd,2038,243.3358952
p2,summ,cdd,2040,246.2221841
p2,summ,cdd,2042,245.7484769
p2,summ,cdd,2044,249.2125468
p2,summ,cdd,2046,254.9544062
p2,summ,cdd,2048,266.6610646
p2,summ,cdd,2050,276.8104662
p2,summ,hdd,2010,130.5764809
p2,summ,hdd,2012,129.2323382
p2,summ,hdd,2014,127.4120077
p2,summ,hdd,2016,121.1997613
p2,summ,hdd,2018,112.9160323
p2,summ,hdd,2020,101.4037051
p2,summ,hdd,2022,92.85755174
p2,summ,hdd,2024,82.15146241
p2,summ,hdd,2026,82.6977586
p2,summ,hdd,2028,75.44724359
p2,summ,hdd,2030,76.81971624
p2,summ,hdd,2032,71.23290659
p2,summ,hdd,2034,64.79044343
p2,summ,hdd,2036,63.17859829
p2,summ,hdd,2038,64.57015772
p2,summ,hdd,2040,64.79842675
p2,summ,hdd,2042,65.41447986
p2,summ,hdd,2044,62.85824446
p2,summ,hdd,2046,56.48048806
p2,summ,hdd,2048,53.43896626
p2,summ,hdd,2050,44.40936019
p2,fall,cdd,2010,15.76979598
p2,fall,cdd,2012,14.49873473
p2,fall,cdd,2014,12.9130412
p2,fall,cdd,2016,14.91694935
p2,fall,cdd,2018,15.81814708
p2,fall,cdd,2020,18.41716639
p2,fall,cdd,2022,22.0500104
p2,fall,cdd,2024,23.85407433
p2,fall,cdd,2026,21.17196199
p2,fall,cdd,2028,23.55510467
p2,fall,cdd,2030,20.47479594
p2,fall,cdd,2032,22.61198035
p2,fall,cdd,2034,29.02119869
p2,fall,cdd,2036,34.84367637
p2,fall,cdd,2038,35.80919089
p2,fall,cdd,2040,39.58352174
p2,fall,cdd,2042,41.02249567
p2,fall,cdd,2044,44.40196477
p2,fall,cdd,2046,47.78798044
p2,fall,cdd,2048,46.39617558
p2,fall,cdd,2050,54.14524059
p2,fall,hdd,2010,329.6946043
p2,fall,hdd,2012,329.9268264
p2,fall,hdd,2014,330.8171006
p2,fall,hdd,2016,331.5754663
p2,fall,hdd,2018,314.5994246
p2,fall,hdd,2020,305.6831521
p2,fall,hdd,2022,299.5906372
p2,fall,hdd,2024,294.8595852
p2,fall,hdd,2026,296.8228041
p2,fall,hdd,2028,294.302004
p2,fall,hdd,2030,293.631145
p2,fall,hdd,2032,286.3710511
p2,fall,hdd,2034,273.7084662
p2,fall,hdd,2036,270.5938045
p2,fall,hdd,2038,274.1836631
p2,fall,hdd,2040,267.5407426
p2,fall,hdd,2042,255.9012377
p2,fall,hdd,2044,240.2757758
p2,fall,hdd,2046,225.6657595
p2,fall,hdd,2048,213.0589948
p2,fall,hdd,2050,202.9866292
p2,wint,cdd,2010,0
p2,wint,cdd,2012,0
p2,wint,cdd,2014,0
p2,wint,cdd,2016,0
p2,wint,cdd,2018,0
p2,wint,cdd,2020,0
p2,wint,cdd,2022,0
p2,wint,cdd,2024,0
p2,wint,cdd,2026,0
p2,wint,cdd,2028,0
p2,wint,cdd,2030,0
p2,wint,cdd,2032,0
p2,wint,cdd,2034,0
p2,wint,cdd,2036,0
p2,wint,cdd,2038,0
p2,wint,cdd,2040,0
p2,wint,cdd,2042,0
p2,wint,cdd,2044,0
p2,wint,cdd,2046,0
p2,wint,cdd,2048,0
p2,wint,cdd,2050,0
p2,wint,hdd,2010,1741.5295
p2,wint,hdd,2012,1759.350616
p2,wint,hdd,2014,1741.317169
p2,wint,hdd,2016,1743.699741
p2,wint,hdd,2018,1729.88841
p2,wint,hdd,2020,1738.240352
p2,wint,hdd,2022,1735.588382
p2,wint,hdd,2024,1715.139694
p2,wint,hdd,2026,1713.253414
p2,wint,hdd,2028,1754.166889
p2,wint,hdd,2030,1752.906606
p2,wint,hdd,2032,1764.739103
p2,wint,hdd,2034,1770.877172
p2,wint,hdd,2036,1749.917984
p2,wint,hdd,2038,1763.374789
p2,wint,hdd,2040,1733.114307
p2,wint,hdd,2042,1719.617384
p2,wint,hdd,2044,1692.925627
p2,wint,hdd,2046,1640.694449
p2,wint,hdd,2048,1626.933558
p2,wint,hdd,2050,1610.48766
p3,spri,cdd,2010,4.928107564
p3,spri,cdd,2012,4.61780416
p3,spri,cdd,2014,4.347842184
p3,spri,cdd,2016,3.794947454
p3,spri,cdd,2018,3.182798785
p3,spri,cdd,2020,2.872436093
p3,spri,cdd,2022,4.006778466
p3,spri,cdd,2024,3.742608734
p3,spri,cdd,2026,3.835935588
p3,spri,cdd,2028,4.511279386
p3,spri,cdd,2030,4.821254229
p3,spri,cdd,2032,6.152890243
p3,spri,cdd,2034,6.479097964
p3,spri,cdd,2036,8.231009601
p3,spri,cdd,2038,9.898910281
p3,spri,cdd,2040,9.329165139
p3,spri,cdd,2042,8.986729175
p3,spri,cdd,2044,9.311586204
p3,spri,cdd,2046,9.557710182
p3,spri,cdd,2048,10.17052443
p3,spri,cdd,2050,9.787578076
p3,spri,hdd,2010,890.4612656
p3,spri,hdd,2012,906.9325762
p3,spri,hdd,2014,899.2889492
p3,spri,hdd,2016,879.0029083
p3,spri,hdd,2018,859.6446494
p3,spri,hdd,2020,847.3877153
p3,spri,hdd,2022,834.0204861
p3,spri,hdd,2024,819.621005
p3,spri,hdd,2026,821.27582
p3,spri,hdd,2028,827.7173784
p3,spri,hdd,2030,822.2451348
p3,spri,hdd,2032,819.313935
p3,spri,hdd,2034,826.1682143
p3,spri,hdd,2036,807.1989934
p3,spri,hdd,2038,807.904222
p3,spri,hdd,2040,787.4905151
p3,spri,hdd,2042,789.587301
p3,spri,hdd,2044,775.1080351
p3,spri,hdd,2046,752.1441787
p3,spri,hdd,2048,726.6237669
p3,spri,hdd,2050,718.9976698
p3,summ,cdd,2010,169.2163414
p3,summ,cdd,2012,170.6231387
p3,summ,cdd,2014,168.0770973
p3,summ,cdd,2016,175.4362954
p3,summ,cdd,2018,189.7630577
p3,summ,cdd,2020,200.908522
p3,summ,cdd,2022,219.9543117
p3,summ,cdd,2024,232.9254506
p3,summ,cdd,2026,234.9602958
p3,summ,cdd,2028,250.5814243
p3,summ,cdd,2030,263.7117755
p3,summ,cdd,2032,271.6553353
p3,summ,cdd,2034,276.927591
p3,summ,cdd,2036,288.9935303
p3,summ,cdd,2038,300.292891
p3,summ,cdd,2040,303.8309021
p3,summ,cdd,2042,303.3971767
p3,summ,cdd,2044,308.6327908
p3,summ,cdd,2046,317.6704346
p3,summ,cdd,2048,328.7864334
p3,summ,cdd,2050,341.7292086
p3,summ,hdd,2010,128.0640821
p3,summ,hdd,2012,127.3031677
p3,summ,hdd,2014,126.4569517
p3,summ,hdd,2016,120.73698
p3,summ,hdd,2018,112.3997555
p3,summ,hdd,2020,101.3757611
p3,summ,hdd,2022,93.65591721
p3,summ,hdd,2024,84.51010612
p3,summ,hdd,2026,85.0632629
p3,summ,hdd,2028,78.52532844
p3,summ,hdd,2030,79.92900909
p3,summ,hdd,2032,73.63967003
p3,summ,hdd,2034,67.44404961
p3,summ,hdd,2036,64.82555408
p3,summ,hdd,2038,66.26942845
p3,summ,hdd,2040,65.56749305
p3,summ,hdd,2042,66.13048124
p3,summ,hdd,2044,63.56995619
p3,summ,hdd,2046,56.94123826
p3,summ,hdd,2048,53.541048
p3,summ,hdd,2050,45.08389118
p3,fall,cdd,2010,16.75132681
p3,fall,cdd,2012,15.39418124
p3,fall,cdd,2014,13.91947622
p3,fall,cdd,2016,15.50395051
p3,fall,cdd,2018,15.97653633
p3,fall,cdd,2020,18.38958485
p3,fall,cdd,2022,21.49653376
p3,fall,cdd,2024,23.23915905
p3,fall,cdd,2026,19.69978719
p3,fall,cdd,2028,22.77575461
p3,fall,cdd,2030,19.88036383
p3,fall,cdd,2032,21.12250595
p3,fall,cdd,2034,27.10360483
p3,fall,cdd,2036,33.53508208
p3,fall,cdd,2038,35.38526162
p3,fall,cdd,2040,39.03521943
p3,fall,cdd,2042,40.87846573
p3,fall,cdd,2044,44.20797954
p3,fall,cdd,2046,46.52977721
p3,fall,cdd,2048,43.94221604
p3,fall,cdd,2050,50.82335571
p3,fall,hdd,2010,419.0805524
p3,fall,hdd,2012,417.8050903
p3,fall,hdd,2014,419.6595175
p3,fall,hdd,2016,421.1157025
p3,fall,hdd,2018,400.119265
p3,fall,hdd,2020,390.1407452
p3,fall,hdd,2022,384.3303785
p3,fall,hdd,2024,379.4660455
p3,fall,hdd,2026,381.9231092
p3,fall,hdd,2028,379.1914859
p3,fall,hdd,2030,379.6978678
p3,fall,hdd,2032,371.2756769
p3,fall,hdd,2034,356.3418242
p3,fall,hdd,2036,351.0451447
p3,fall,hdd,2038,355.4479264
p3,fall,hdd,2040,346.6540347
p3,fall,hdd,2042,333.3929462
p3,fall,hdd,2044,316.3978142
p3,fall,hdd,2046,299.6725177
p3,fall,hdd,2048,285.2211182
p3,fall,hdd,2050,273.1329783
p3,wint,cdd,2010,0
p3,wint,cdd,2012,0
p3,wint,cdd,2014,0
p3,wint,cdd,2016,0
p3,wint,cdd,2018,0
p3,wint,cdd,2020,0
p3,wint,cdd,2022,0
p3,wint,cdd,2024,0
p3,wint,cdd,2026,0
p3,wint,cdd,2028,0
p3,wint,cdd,2030,0
p3,wint,cdd,2032,0
p3,wint,cdd,2034,0
p3,wint,cdd,2036,0
p3,wint,cdd,2038,0
p3,wint,cdd,2040,0
p3,wint,cdd,2042,0
p3,wint,cdd,2044,0
p3,wint,cdd,2046,0
p3,wint,cdd,2048,0
p3,wint,cdd,2050,0
p3,wint,hdd,2010,2248.419037
p3,wint,hdd,2012,2270.873309
p3,wint,hdd,2014,2253.503021
p3,wint,hdd,2016,2259.607435
p3,wint,hdd,2018,2244.580079
p3,wint,hdd,2020,2253.740656
p3,wint,hdd,2022,2253.524143
p3,wint,hdd,2024,2231.059402
p3,wint,hdd,2026,2230.98248
p3,wint,hdd,2028,2277.496445
p3,wint,hdd,2030,2277.528785
p3,wint,hdd,2032,2295.189079
p3,wint,hdd,2034,2298.554468
p3,wint,hdd,2036,2271.314438
p3,wint,hdd,2038,2286.398518
p3,wint,hdd,2040,2253.061442
p3,wint,hdd,2042,2234.636005
p3,wint,hdd,2044,2206.062489
p3,wint,hdd,2046,2147.333875
p3,wint,hdd,2048,2131.561125
p3,wint,hdd,2050,2114.182242
p4,spri,cdd,2010,21.80024972
p4,spri,cdd,2012,20.49114618
p4,spri,cdd,2014,20.0486496
p4,spri,cdd,2016,19.42121719
p4,spri,cdd,2018,19.47966449
p4,spri,cdd,2020,20.2980775
p4,spri,cdd,2022,24.73879191
p4,spri,cdd,2024,23.42352788
p4,spri,cdd,2026,23.04848713
p4,spri,cdd,2028,25.46411105
p4,spri,cdd,2030,26.42359003
p4,spri,cdd,2032,29.74428862
p4,spri,cdd,2034,31.12659135
p4,spri,cdd,2036,35.49474774
p4,spri,cdd,2038,39.67155357
p4,spri,cdd,2040,39.5345862
p4,spri,cdd,2042,37.43095831
p4,spri,cdd,2044,40.15786532
p4,spri,cdd,2046,41.277972
p4,spri,cdd,2048,42.38394328
p4,spri,cdd,2050,42.12135667
p4,spri,hdd,2010,620.652028
p4,spri,hdd,2012,634.5828031
p4,spri,hdd,2014,626.4925902
p4,spri,hdd,2016,607.089963
p4,spri,hdd,2018,589.7646745
p4,spri,hdd,2020,579.4868955
p4,spri,hdd,2022,567.9850504
p4,spri,hdd,2024,552.9202521
p4,spri,hdd,2026,554.1497948
p4,spri,hdd,2028,563.0841777
p4,spri,hdd,2030,558.596183
p4,spri,hdd,2032,557.2032481
p4,spri,hdd,2034,564.2715218
p4,spri,hdd,2036,550.1227408
p4,spri,hdd,2038,553.485454
p4,spri,hdd,2040,534.2901002
p4,spri,hdd,2042,534.7671144
p4,spri,hdd,2044,523.1256901
p4,spri,hdd,2046,502.314902
p4,spri,hdd,2048,478.933838
p4,spri,hdd,2050,470.6387374
p4,summ,cdd,2010,335.5564356
p4,summ,cdd,2012,336.8452503
p4,summ,cdd,2014,336.2632423
p4,summ,cdd,2016,346.519485
p4,summ,cdd,2018,365.6751577
p4,summ,cdd,2020,383.833474
p4,summ,cdd,2022,410.1062809
p4,summ,cdd,2024,430.3997437
p4,summ,cdd,2026,431.8264862
p4,summ,cdd,2028,452.0958572
p4,summ,cdd,2030,466.8611367
p4,summ,cdd,2032,477.6175792
p4,summ,cdd,2034,484.8892717
p4,summ,cdd,2036,498.2453541
p4,summ,cdd,2038,507.1848693
p4,summ,cdd,2040,507.5009999
p4,summ,cdd,2042,505.9954525
p4,summ,cdd,2044,510.6111526
p4,summ,cdd,2046,523.0288284
p4,summ,cdd,2048,537.1035683
p4,summ,cdd,2050,554.8845997
p4,summ,hdd,2010,46.24872883
p4,summ,hdd,2012,46.42551961
p4,summ,hdd,2014,47.72754415
p4,summ,hdd,2016,44.62134176
p4,summ,hdd,2018,40.79376626
p4,summ,hdd,2020,35.10562278
p4,summ,hdd,2022,31.66613486
p4,summ,hdd,2024,27.82416469
p4,summ,hdd,2026,27.83637948
p4,summ,hdd,2028,24.97265498
p4,summ,hdd,2030,27.20255898
p4,summ,hdd,2032,24.09156568
p4,summ,hdd,2034,20.22420076
p4,summ,hdd,2036,20.05093581
p4,summ,hdd,2038,20.33901872
p4,summ,hdd,2040,20.09593996
p4,summ,hdd,2042,20.56937637
p4,summ,hdd,2044,19.23340617
p4,summ,hdd,2046,17.32372031
p4,summ,hdd,2048,16.60172944
p4,summ,hdd,2050,12.43441813
p4,fall,cdd,2010,46.19893401
p4,fall,cdd,2012,44.41228197
p4,fall,cdd,2014,40.91904271
p4,fall,cdd,2016,42.74666166
p4,fall,cdd,2018,45.59445893
p4,fall,cdd,2020,51.44563584
p4,fall,cdd,2022,58.0110681
p4,fall,cdd,2024,61.56143034
p4,fall,cdd,2026,57.69716126
p4,fall,cdd,2028,62.3168775
p4,fall,cdd,2030,56.57480613
p4,fall,cdd,2032,59.78282253
p4,fall,cdd,2034,71.10563353
p4,fall,cdd,2036,79.57380031
p4,fall,cdd,2038,80.72595033
p4,fall,cdd,2040,86.11257429
p4,fall,cdd,2042,87.6402734
p4,fall,cdd,2044,94.61370472
p4,fall,cdd,2046,99.83743892
p4,fall,cdd,2048,97.67081192
p4,fall,cdd,2050,108.1000975
p4,fall,hdd,2010,295.5106285
p4,fall,hdd,2012,294.137104
p4,fall,hdd,2014,294.17423
p4,fall,hdd,2016,296.0074206
p4,fall,hdd,2018,277.727329
p4,fall,hdd,2020,270.5319828
p4,fall,hdd,2022,267.106021
p4,fall,hdd,2024,264.3195248
p4,fall,hdd,2026,267.3400209
p4,fall,hdd,2028,266.1479085
p4,fall,hdd,2030,264.3994728
p4,fall,hdd,2032,258.027299
p4,fall,hdd,2034,248.8983906
p4,fall,hdd,2036,246.8132144
p4,fall,hdd,2038,250.9608387
p4,fall,hdd,2040,245.4211464
p4,fall,hdd,2042,233.1117368
p4,fall,hdd,2044,218.8880103
p4,fall,hdd,2046,204.8413019
p4,fall,hdd,2048,190.9034393
p4,fall,hdd,2050,182.1937833
p4,wint,cdd,2010,0
p4,wint,cdd,2012,0
p4,wint,cdd,2014,0
p4,wint,cdd,2016,0
p4,wint,cdd,2018,0
p4,wint,cdd,2020,0
p4,wint,cdd,2022,0
p4,wint,cdd,2024,0
p4,wint,cdd,2026,0
p4,wint,cdd,2028,0
p4,wint,cdd,2030,0
p4,wint,cdd,2032,0
p4,wint,cdd,2034,0
p4,wint,cdd,2036,0
p4,wint,cdd,2038,0
p4,wint,cdd,2040,0
p4,wint,cdd,2042,0
p4,wint,cdd,2044,0
p4,wint,cdd,2046,0
p4,wint,cdd,2048,0
p4,wint,cdd,2050,0
p4,wint,hdd,2010,1961.374919
p4,wint,hdd,2012,1981.662319
p4,wint,hdd,2014,1963.640197
p4,wint,hdd,2016,1968.919865
p4,wint,hdd,2018,1954.858761
p4,wint,hdd,2020,1963.968361
p4,wint,hdd,2022,1963.408083
p4,wint,hdd,2024,1941.252418
p4,wint,hdd,2026,1941.155552
p4,wint,hdd,2028,1986.776662
p4,wint,hdd,2030,1985.822467
p4,wint,hdd,2032,2003.016559
p4,wint,hdd,2034,2006.950849
p4,wint,hdd,2036,1982.191876
p4,wint,hdd,2038,1996.139459
p4,wint,hdd,2040,1963.660729
p4,wint,hdd,2042,1946.292753
p4,wint,hdd,2044,1918.424982
p4,wint,hdd,2046,1862.022493
p4,wint,hdd,2048,1846.430446
p4,wint,hdd,2050,1829.304337
p5,spri,cdd,2010,5.070536369
p5,spri,cdd,2012,4.790196985
p5,spri,cdd,2014,4.630933725
p5,spri,cdd,2016,4.168550188
p5,spri,cdd,2018,3.831042242
p5,spri,cdd,2020,3.165848627
p5,spri,cdd,2022,4.246905645
p5,spri,cdd,2024,3.932009816
p5,spri,cdd,2026,4.131830219
p5,spri,cdd,2028,4.729011788
p5,spri,cdd,2030,4.324830126
p5,spri,cdd,2032,5.564588374
p5,spri,cdd,2034,5.626449959
p5,spri,cdd,2036,6.923616795
p5,spri,cdd,2038,8.352731355
p5,spri,cdd,2040,8.465537516
p5,spri,cdd,2042,7.982182192
p5,spri,cdd,2044,8.434589692
p5,spri,cdd,2046,8.498605781
p5,spri,cdd,2048,8.394288768
p5,spri,cdd,2050,8.322391748
p5,spri,hdd,2010,838.5945359
p5,spri,hdd,2012,849.3720125
p5,spri,hdd,2014,841.4213929
p5,spri,hdd,2016,824.3301776
p5,spri,hdd,2018,811.1777471
p5,spri,hdd,2020,796.1264494
p5,spri,hdd,2022,782.3133265
p5,spri,hdd,2024,771.5421241
p5,spri,hdd,2026,772.3649995
p5,spri,hdd,2028,776.0606139
p5,spri,hdd,2030,772.4168477
p5,spri,hdd,2032,765.3716121
p5,spri,hdd,2034,767.6205798
p5,spri,hdd,2036,755.0978414
p5,spri,hdd,2038,752.5195686
p5,spri,hdd,2040,740.7552346
p5,spri,hdd,2042,739.824301
p5,spri,hdd,2044,724.9089329
p5,spri,hdd,2046,707.4715453
p5,spri,hdd,2048,688.3450625
p5,spri,hdd,2050,678.2252807
p5,summ,cdd,2010,171.7508414
p5,summ,cdd,2012,172.1930101
p5,summ,cdd,2014,169.8606489
p5,summ,cdd,2016,177.6623656
p5,summ,cdd,2018,191.2908712
p5,summ,cdd,2020,199.500544
p5,summ,cdd,2022,217.5211277
p5,summ,cdd,2024,230.425131
p5,summ,cdd,2026,233.3011693
p5,summ,cdd,2028,248.526595
p5,summ,cdd,2030,260.015033
p5,summ,cdd,2032,265.9750111
p5,summ,cdd,2034,271.0430019
p5,summ,cdd,2036,280.7174397
p5,summ,cdd,2038,291.0922388
p5,summ,cdd,2040,295.6951778
p5,summ,cdd,2042,295.6280739
p5,summ,cdd,2044,302.2012059
p5,summ,cdd,2046,309.7858865
p5,summ,cdd,2048,319.306938
p5,summ,cdd,2050,332.0004951
p5,summ,hdd,2010,126.7306359
p5,summ,hdd,2012,125.2813946
p5,summ,hdd,2014,123.0813464
p5,summ,hdd,2016,119.0116509
p5,summ,hdd,2018,112.5923584
p5,summ,hdd,2020,101.8543404
p5,summ,hdd,2022,93.83485776
p5,summ,hdd,2024,84.59743678
p5,summ,hdd,2026,86.91060292
p5,summ,hdd,2028,78.7524125
p5,summ,hdd,2030,80.31404796
p5,summ,hdd,2032,74.61258362
p5,summ,hdd,2034,68.18250983
p5,summ,hdd,2036,65.86617617
p5,summ,hdd,2038,66.84930797
p5,summ,hdd,2040,67.06899283
p5,summ,hdd,2042,68.21533594
p5,summ,hdd,2044,65.33696574
p5,summ,hdd,2046,60.05400502
p5,summ,hdd,2048,58.73268437
