filename,filetype,ignore,key,year_col,fix_cols,wide,header,forecast_fit,clip_min,clip_max,notes,forecast_fit_old
acp_prices.csv,.csv,0,None,wide,st,1,0,constant,None,None,done,constant
capnonrsc.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
allout_RSC.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
alpha.csv,.csv,0,None,t,None,1,0,constant,None,None,done,linear_10
bio_priceramp.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
bio_supplycurve.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
can_exports_h_frac.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
can_exports.csv,.csv,0,None,wide,Unnamed: 0,1,0,constant,None,None,done,constant
can_imports_szn_frac.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
can_imports.csv,.csv,0,None,wide,Unnamed: 0,1,0,constant,None,None,done,constant
cangrowth.csv,.csv,0,None,wide,Unnamed: 0,1,0,linear_5,None,None,done,linear_10
canmexload.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
cap_cost_mult_for_ratebase.csv,.csv,0,None,2,"0,1",0,None,constant,None,None,"originally at 2,5 year resolution, upsampled to 1 year",constant
cap_cost_mult_noITC.csv,.csv,0,None,2,"0,1",0,None,constant,None,None,"originally at 2,5 year resolution, upsampled to 1 year",constant
cap_cost_mult.csv,.csv,0,None,2,"0,1",0,None,constant,None,None,"originally at 2,5 year resolution, upsampled to 1 year",constant
cappayments_ba.csv,.csv,0,None,t,*r,0,0,constant,None,None,done,constant
capture_rates.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
ccreg.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
ccs_link.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
ccsflex_perf.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
cd_beta0_allsector.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
cd_beta0.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
cendivweights.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
ces_fraction.csv,.csv,0,None,wide,st,1,0,linear_5,0,1,done,linear_5
cf_cspns.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
cfout.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
climate_hydadjann.csv,.csv,0,None,wide,r,1,0,constant,0,None,done,constant
climate_hydadjsea.csv,.csv,0,None,wide,"r,szn",1,0,constant,0,None,done,constant
climate_loaddelta_timeslice.csv,.csv,0,None,wide,"r,h",1,0,constant,0,None,done,constant
climate_UnappWaterMult.csv,.csv,0,None,wide,"wst,r,szn",1,0,constant,0,None,done,constant
climate_UnappWaterMultAnn.csv,.csv,0,None,wide,"wst,r",1,0,constant,0,None,done,constant
climate_UnappWaterSeaAnnDistr.csv,.csv,0,None,wide,"wst,r,szn",1,0,constant,0,1,done,constant
co2_cap.csv,.csv,0,None,*t,None,0,0,constant,0,None,"constant, linear, or saturate?",constant
co2_tax.csv,.csv,0,None,0,None,0,None,linear_5,None,None,"constant, linear, or saturate?",linear_5
coal_fom_adj.csv,.csv,0,None,0,None,0,None,constant,None,None,"constant, linear, or saturate?",linear_5
consume_char_low.csv,.csv,0,None,t,"*i,parameter",0,0,constant,None,None,done,constant
consume_char_ref.csv,.csv,0,None,t,"*i,parameter",0,0,constant,None,None,done,constant
cost_cap_mult.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
cost_hurdle_country.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
cost_opres_default.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
cost_opres_market.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
cost_opres.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
cost_vom_mult.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
cost_vom.csv,.csv,0,None,t,"i,v,r",0,0,constant,0,None,done,constant
crf.csv,.csv,0,None,0,None,0,None,constant,None,None,done,constant
csapr_ozone_season.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
d_szn.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
dac_assumptions.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
deflator.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
degradation_annual.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
depreciation_schedules.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
df_capex_init.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
distPVcap_{distpvscen}.csv,.csv,0,None,wide,Unnamed: 0,1,0,constant,None,None,"constant, linear, or saturate?",constant
distPVCF_hourly.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
distPVCF.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
dr_dec.csv,.csv,1,None,9999,None,9999,0,constant,None,None,,constant
dr_decrease.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
dr_hrs.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
dr_inc.csv,.csv,1,None,9999,None,9999,0,constant,None,None,,constant
dr_increase.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
dr_shed_augur.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
dr_shed.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
dr_shifts_augur.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
dr_shifts.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
dr_types.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
emit_rate.csv,.csv,0,None,t,"e,i,v,r",0,0,constant,0,None,done,constant
emit_scale.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
emitrate.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
ev_dynamic_demand.csv,.csv,0,None,2,"0,1",0,None,linear_5,None,None,linear or saturate?,linear_5
ev_static_demand.csv,.csv,0,None,2,"0,1",0,None,linear_5,None,None,linear or saturate?,linear_5
firstyear.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
flex_frac_all.csv,.csv,0,None,wide,"flextype,r,h",1,0,constant,None,1,linear or constant? projection takes quite a while for this one,linear_5
forced_retirements.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
fprice.csv,.csv,0,None,t,r,1,0,constant,None,None,done,linear_5
fuel_price.csv,.csv,0,None,t,"i,r",0,0,constant,0,None,done,linear_5
futurefiles.csv,.csv,1,None,9999,None,9999,0,constant,None,None,so meta,constant
geo_discovery.csv,.csv,0,None,0,None,0,None,constant,None,1,what projection to use?,linear_10
geo_fom_mult.csv,.csv,0,None,1,0,0,None,constant,None,1,done,constant
geo_fom.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
geo_rsc.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
geocapcostmult.csv,.csv,0,None,Unnamed: 0,None,1,0,constant,0,None,projection?,linear_5
growth_limit_absolute.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
h_dt_szn.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
h_peak_all.csv,.csv,2,None,wide,"r,h",1,0,linear_5,None,None,"TODO: ignore if not EFS, else apply projection",linear_10
h2_ba_share.csv,.csv,0,None,1,0,0,None,constant,0,None,done,constant
h2_exogenous_demand.csv,.csv,0,None,t,p,1,0,linear_5,0,None,done,constant
heat_rate_adj.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
heat_rate_init.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
heat_rate_mult.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
heat_rate_penalty_spin.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
heat_rate.csv,.csv,0,None,t,"i,v,r",0,0,constant,0,None,done,constant
hierarchy.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
hintage_data.csv,.csv,1,None,9999,None,9999,0,constant,None,None,done,constant
