*i,month,r,value
hydNPD,JUN,p155,1.0
hydNPD,JUN,p156,1.0
hydNPD,JUN,p157,1.0
hydNPD,JUN,p158,1.0
hydNPD,JUN,p159,1.0
hydNPD,JUN,p16,1.0
hydNPD,JUN,p160,1.0
hydNPD,JUN,p161,1.0
hydNPD,JUN,p162,1.0
hydNPD,JUN,p163,1.0
hydNPD,JUN,p164,1.0
hydNPD,JUN,p165,1.0
hydNPD,JUN,p166,1.0
hydNPD,JUN,p167,1.0
hydNPD,JUN,p168,1.0
hydNPD,JUN,p169,1.0
hydNPD,JUN,p17,1.0
hydNPD,JUN,p170,1.0
hydNPD,JUN,p171,1.0
hydNPD,JUN,p172,1.0
hydNPD,JUN,p173,1.0
hydNPD,JUN,p174,1.0
hydNPD,JUN,p175,1.0
hydNPD,JUN,p176,1.0
hydNPD,JUN,p177,1.0
hydNPD,JUN,p178,1.0
hydNPD,JUN,p179,1.0
hydNPD,JUN,p18,1.0
hydNPD,JUN,p180,1.0
hydNPD,JUN,p181,1.0
hydNPD,JUN,p182,1.0
hydNPD,JUN,p183,1.0
hydNPD,JUN,p184,1.0
hydNPD,JUN,p185,1.0
hydNPD,JUN,p186,1.0
hydNPD,JUN,p187,1.0
hydNPD,JUN,p188,1.0
hydNPD,JUN,p189,1.0
hydNPD,JUN,p19,1.0
hydNPD,JUN,p190,1.0
hydNPD,JUN,p191,1.0
hydNPD,JUN,p192,1.0
hydNPD,JUN,p193,1.0
hydNPD,JUN,p194,1.0
hydNPD,JUN,p195,1.0
hydNPD,JUN,p196,1.0
hydNPD,JUN,p197,1.0
hydNPD,JUN,p198,1.0
hydNPD,JUN,p199,1.0
hydNPD,JUN,p2,1.0
hydNPD,JUN,p20,1.0
hydNPD,JUN,p200,1.0
hydNPD,JUN,p201,1.0
hydNPD,JUN,p202,1.0
hydNPD,JUN,p203,1.0
hydNPD,JUN,p204,1.0
hydNPD,JUN,p205,1.0
hydNPD,JUN,p21,1.0
hydNPD,JUN,p22,1.0
hydNPD,JUN,p23,1.0
hydNPD,JUN,p24,1.0
hydNPD,JUN,p25,1.0
hydNPD,JUN,p26,1.0
hydNPD,JUN,p27,1.0
hydNPD,JUN,p28,1.0
hydNPD,JUN,p29,1.0
hydNPD,JUN,p3,1.0
hydNPD,JUN,p30,1.0
hydNPD,JUN,p31,1.0
hydNPD,JUN,p32,1.0
hydNPD,JUN,p33,1.0
hydNPD,JUN,p34,1.0
hydNPD,JUN,p35,1.0
hydNPD,JUN,p36,1.0
hydNPD,JUN,p37,1.0
hydNPD,JUN,p38,1.0
hydNPD,JUN,p39,1.0
hydNPD,JUN,p4,1.0
hydNPD,JUN,p40,1.0
hydNPD,JUN,p41,1.0
hydNPD,JUN,p42,1.0
hydNPD,JUN,p43,1.0
hydNPD,JUN,p44,1.0
hydNPD,JUN,p45,1.0
hydNPD,JUN,p46,1.0
hydNPD,JUN,p47,1.0
hydNPD,JUN,p48,1.0
hydNPD,JUN,p49,1.0
hydNPD,JUN,p5,1.0
hydNPD,JUN,p50,1.0
hydNPD,JUN,p51,1.0
hydNPD,JUN,p52,1.0
hydNPD,JUN,p53,1.0
hydNPD,JUN,p54,1.0
hydNPD,JUN,p55,1.0
hydNPD,JUN,p56,1.0
hydNPD,JUN,p57,1.0
hydNPD,JUN,p58,1.0
hydNPD,JUN,p59,1.0
hydNPD,JUN,p6,1.0
hydNPD,JUN,p60,1.0
hydNPD,JUN,p61,1.0
hydNPD,JUN,p62,1.0
hydNPD,JUN,p63,1.0
hydNPD,JUN,p64,1.0
hydNPD,JUN,p65,1.0
hydNPD,JUN,p66,1.0
hydNPD,JUN,p67,1.0
hydNPD,JUN,p68,1.0
hydNPD,JUN,p69,1.0
hydNPD,JUN,p7,1.0
hydNPD,JUN,p70,1.0
hydNPD,JUN,p71,1.0
hydNPD,JUN,p72,1.0
hydNPD,JUN,p73,1.0
hydNPD,JUN,p74,1.0
hydNPD,JUN,p75,1.0
hydNPD,JUN,p76,1.0
hydNPD,JUN,p77,1.0
hydNPD,JUN,p78,1.0
hydNPD,JUN,p79,1.0
hydNPD,JUN,p8,1.0
hydNPD,JUN,p80,1.0
hydNPD,JUN,p81,1.0
hydNPD,JUN,p82,1.0
hydNPD,JUN,p83,1.0
hydNPD,JUN,p84,1.0
hydNPD,JUN,p85,1.0
hydNPD,JUN,p86,1.0
hydNPD,JUN,p87,1.0
hydNPD,JUN,p88,1.0
hydNPD,JUN,p89,1.0
hydNPD,JUN,p9,1.0
hydNPD,JUN,p90,1.0
hydNPD,JUN,p91,1.0
hydNPD,JUN,p92,1.0
hydNPD,JUN,p93,1.0
hydNPD,JUN,p94,1.0
hydNPD,JUN,p95,1.0
hydNPD,JUN,p96,1.0
hydNPD,JUN,p97,1.0
hydNPD,JUN,p98,1.0
hydNPD,JUN,p99,1.0
hydNPD,JUL,p1,1.0
hydNPD,JUL,p10,1.0
hydNPD,JUL,p100,1.0
hydNPD,JUL,p101,1.0
hydNPD,JUL,p102,1.0
hydNPD,JUL,p103,1.0
hydNPD,JUL,p104,1.0
hydNPD,JUL,p105,1.0
hydNPD,JUL,p106,1.0
hydNPD,JUL,p107,1.0
hydNPD,JUL,p108,1.0
hydNPD,JUL,p109,1.0
hydNPD,JUL,p11,1.0
hydNPD,JUL,p110,1.0
hydNPD,JUL,p111,1.0
hydNPD,JUL,p112,1.0
hydNPD,JUL,p113,1.0
hydNPD,JUL,p114,1.0
hydNPD,JUL,p115,1.0
hydNPD,JUL,p116,1.0
hydNPD,JUL,p117,1.0
hydNPD,JUL,p118,1.0
hydNPD,JUL,p119,1.0
hydNPD,JUL,p12,1.0
hydNPD,JUL,p120,1.0
hydNPD,JUL,p121,1.0
hydNPD,JUL,p122,1.0
hydNPD,JUL,p123,1.0
hydNPD,JUL,p124,1.0
hydNPD,JUL,p125,1.0
hydNPD,JUL,p126,1.0
hydNPD,JUL,p127,1.0
hydNPD,JUL,p128,1.0
hydNPD,JUL,p129,1.0
hydNPD,JUL,p13,1.0
hydNPD,JUL,p130,1.0
hydNPD,JUL,p131,1.0
hydNPD,JUL,p132,1.0
hydNPD,JUL,p133,1.0
hydNPD,JUL,p134,1.0
hydNPD,JUL,p135,1.0
hydNPD,JUL,p136,1.0
hydNPD,JUL,p137,1.0
hydNPD,JUL,p138,1.0
hydNPD,JUL,p139,1.0
hydNPD,JUL,p14,1.0
hydNPD,JUL,p140,1.0
hydNPD,JUL,p141,1.0
hydNPD,JUL,p142,1.0
hydNPD,JUL,p143,1.0
hydNPD,JUL,p144,1.0
hydNPD,JUL,p145,1.0
hydNPD,JUL,p146,1.0
hydNPD,JUL,p147,1.0
hydNPD,JUL,p148,1.0
hydNPD,JUL,p149,1.0
hydNPD,JUL,p15,1.0
hydNPD,JUL,p150,1.0
hydNPD,JUL,p151,1.0
hydNPD,JUL,p152,1.0
hydNPD,JUL,p153,1.0
hydNPD,JUL,p154,1.0
hydNPD,JUL,p155,1.0
hydNPD,JUL,p156,1.0
hydNPD,JUL,p157,1.0
hydNPD,JUL,p158,1.0
hydNPD,JUL,p159,1.0
hydNPD,JUL,p16,1.0
hydNPD,JUL,p160,1.0
hydNPD,JUL,p161,1.0
hydNPD,JUL,p162,1.0
hydNPD,JUL,p163,1.0
hydNPD,JUL,p164,1.0
hydNPD,JUL,p165,1.0
hydNPD,JUL,p166,1.0
hydNPD,JUL,p167,1.0
hydNPD,JUL,p168,1.0
hydNPD,JUL,p169,1.0
hydNPD,JUL,p17,1.0
hydNPD,JUL,p170,1.0
hydNPD,JUL,p171,1.0
hydNPD,JUL,p172,1.0
hydNPD,JUL,p173,1.0
hydNPD,JUL,p174,1.0
hydNPD,JUL,p175,1.0
hydNPD,JUL,p176,1.0
hydNPD,JUL,p177,1.0
hydNPD,JUL,p178,1.0
hydNPD,JUL,p179,1.0
hydNPD,JUL,p18,1.0
hydNPD,JUL,p180,1.0
hydNPD,JUL,p181,1.0
hydNPD,JUL,p182,1.0
hydNPD,JUL,p183,1.0
hydNPD,JUL,p184,1.0
hydNPD,JUL,p185,1.0
hydNPD,JUL,p186,1.0
hydNPD,JUL,p187,1.0
hydNPD,JUL,p188,1.0
hydNPD,JUL,p189,1.0
hydNPD,JUL,p19,1.0
hydNPD,JUL,p190,1.0
hydNPD,JUL,p191,1.0
hydNPD,JUL,p192,1.0
hydNPD,JUL,p193,1.0
hydNPD,JUL,p194,1.0
hydNPD,JUL,p195,1.0
hydNPD,JUL,p196,1.0
hydNPD,JUL,p197,1.0
hydNPD,JUL,p198,1.0
hydNPD,JUL,p199,1.0
hydNPD,JUL,p2,1.0
hydNPD,JUL,p20,1.0
hydNPD,JUL,p200,1.0
hydNPD,JUL,p201,1.0
hydNPD,JUL,p202,1.0
hydNPD,JUL,p203,1.0
hydNPD,JUL,p204,1.0
hydNPD,JUL,p205,1.0
hydNPD,JUL,p21,1.0
hydNPD,JUL,p22,1.0
hydNPD,JUL,p23,1.0
hydNPD,JUL,p24,1.0
hydNPD,JUL,p25,1.0
hydNPD,JUL,p26,1.0
hydNPD,JUL,p27,1.0
hydNPD,JUL,p28,1.0
hydNPD,JUL,p29,1.0
hydNPD,JUL,p3,1.0
hydNPD,JUL,p30,1.0
hydNPD,JUL,p31,1.0
hydNPD,JUL,p32,1.0
hydNPD,JUL,p33,1.0
hydNPD,JUL,p34,1.0
hydNPD,JUL,p35,1.0
hydNPD,JUL,p36,1.0
hydNPD,JUL,p37,1.0
hydNPD,JUL,p38,1.0
hydNPD,JUL,p39,1.0
hydNPD,JUL,p4,1.0
hydNPD,JUL,p40,1.0
hydNPD,JUL,p41,1.0
hydNPD,JUL,p42,1.0
hydNPD,JUL,p43,1.0
hydNPD,JUL,p44,1.0
hydNPD,JUL,p45,1.0
hydNPD,JUL,p46,1.0
hydNPD,JUL,p47,1.0
hydNPD,JUL,p48,1.0
hydNPD,JUL,p49,1.0
hydNPD,JUL,p5,1.0
hydNPD,JUL,p50,1.0
hydNPD,JUL,p51,1.0
hydNPD,JUL,p52,1.0
hydNPD,JUL,p53,1.0
hydNPD,JUL,p54,1.0
hydNPD,JUL,p55,1.0
hydNPD,JUL,p56,1.0
hydNPD,JUL,p57,1.0
hydNPD,JUL,p58,1.0
hydNPD,JUL,p59,1.0
hydNPD,JUL,p6,1.0
hydNPD,JUL,p60,1.0
hydNPD,JUL,p61,1.0
hydNPD,JUL,p62,1.0
hydNPD,JUL,p63,1.0
hydNPD,JUL,p64,1.0
hydNPD,JUL,p65,1.0
hydNPD,JUL,p66,1.0
hydNPD,JUL,p67,1.0
hydNPD,JUL,p68,1.0
hydNPD,JUL,p69,1.0
hydNPD,JUL,p7,1.0
hydNPD,JUL,p70,1.0
hydNPD,JUL,p71,1.0
hydNPD,JUL,p72,1.0
hydNPD,JUL,p73,1.0
hydNPD,JUL,p74,1.0
hydNPD,JUL,p75,1.0
hydNPD,JUL,p76,1.0
hydNPD,JUL,p77,1.0
hydNPD,JUL,p78,1.0
hydNPD,JUL,p79,1.0
hydNPD,JUL,p8,1.0
hydNPD,JUL,p80,1.0
hydNPD,JUL,p81,1.0
hydNPD,JUL,p82,1.0
hydNPD,JUL,p83,1.0
hydNPD,JUL,p84,1.0
hydNPD,JUL,p85,1.0
hydNPD,JUL,p86,1.0
hydNPD,JUL,p87,1.0
hydNPD,JUL,p88,1.0
hydNPD,JUL,p89,1.0
hydNPD,JUL,p9,1.0
hydNPD,JUL,p90,1.0
hydNPD,JUL,p91,1.0
hydNPD,JUL,p92,1.0
hydNPD,JUL,p93,1.0
hydNPD,JUL,p94,1.0
hydNPD,JUL,p95,1.0
hydNPD,JUL,p96,1.0
hydNPD,JUL,p97,1.0
hydNPD,JUL,p98,1.0
hydNPD,JUL,p99,1.0
hydNPD,AUG,p1,1.0
hydNPD,AUG,p10,1.0
hydNPD,AUG,p100,1.0
hydNPD,AUG,p101,1.0
hydNPD,AUG,p102,1.0
hydNPD,AUG,p103,1.0
hydNPD,AUG,p104,1.0
hydNPD,AUG,p105,1.0
hydNPD,AUG,p106,1.0
hydNPD,AUG,p107,1.0
hydNPD,AUG,p108,1.0
hydNPD,AUG,p109,1.0
hydNPD,AUG,p11,1.0
hydNPD,AUG,p110,1.0
hydNPD,AUG,p111,1.0
hydNPD,AUG,p112,1.0
hydNPD,AUG,p113,1.0
hydNPD,AUG,p114,1.0
hydNPD,AUG,p115,1.0
hydNPD,AUG,p116,1.0
hydNPD,AUG,p117,1.0
hydNPD,AUG,p118,1.0
hydNPD,AUG,p119,1.0
hydNPD,AUG,p12,1.0
hydNPD,AUG,p120,1.0
hydNPD,AUG,p121,1.0
hydNPD,AUG,p122,1.0
hydNPD,AUG,p123,1.0
hydNPD,AUG,p124,1.0
hydNPD,AUG,p125,1.0
hydNPD,AUG,p126,1.0
hydNPD,AUG,p127,1.0
hydNPD,AUG,p128,1.0
hydNPD,AUG,p129,1.0
hydNPD,AUG,p13,1.0
hydNPD,AUG,p130,1.0
hydNPD,AUG,p131,1.0
hydNPD,AUG,p132,1.0
hydNPD,AUG,p133,1.0
hydNPD,AUG,p134,1.0
hydNPD,AUG,p135,1.0
hydNPD,AUG,p136,1.0
hydNPD,AUG,p137,1.0
hydNPD,AUG,p138,1.0
hydNPD,AUG,p139,1.0
hydNPD,AUG,p14,1.0
hydNPD,AUG,p140,1.0
hydNPD,AUG,p141,1.0
hydNPD,AUG,p142,1.0
hydNPD,AUG,p143,1.0
hydNPD,AUG,p144,1.0
hydNPD,AUG,p145,1.0
hydNPD,AUG,p146,1.0
hydNPD,AUG,p147,1.0
hydNPD,AUG,p148,1.0
hydNPD,AUG,p149,1.0
hydNPD,AUG,p15,1.0
hydNPD,AUG,p150,1.0
hydNPD,AUG,p151,1.0
hydNPD,AUG,p152,1.0
hydNPD,AUG,p153,1.0
hydNPD,AUG,p154,1.0
hydNPD,AUG,p155,1.0
hydNPD,AUG,p156,1.0
hydNPD,AUG,p157,1.0
hydNPD,AUG,p158,1.0
hydNPD,AUG,p159,1.0
hydNPD,AUG,p16,1.0
hydNPD,AUG,p160,1.0
hydNPD,AUG,p161,1.0
hydNPD,AUG,p162,1.0
hydNPD,AUG,p163,1.0
hydNPD,AUG,p164,1.0
hydNPD,AUG,p165,1.0
hydNPD,AUG,p166,1.0
hydNPD,AUG,p167,1.0
hydNPD,AUG,p168,1.0
hydNPD,AUG,p169,1.0
hydNPD,AUG,p17,1.0
hydNPD,AUG,p170,1.0
hydNPD,AUG,p171,1.0
hydNPD,AUG,p172,1.0
hydNPD,AUG,p173,1.0
hydNPD,AUG,p174,1.0
hydNPD,AUG,p175,1.0
hydNPD,AUG,p176,1.0
hydNPD,AUG,p177,1.0
hydNPD,AUG,p178,1.0
hydNPD,AUG,p179,1.0
hydNPD,AUG,p18,1.0
hydNPD,AUG,p180,1.0
hydNPD,AUG,p181,1.0
hydNPD,AUG,p182,1.0
hydNPD,AUG,p183,1.0
hydNPD,AUG,p184,1.0
hydNPD,AUG,p185,1.0
hydNPD,AUG,p186,1.0
hydNPD,AUG,p187,1.0
hydNPD,AUG,p188,1.0
hydNPD,AUG,p189,1.0
hydNPD,AUG,p19,1.0
hydNPD,AUG,p190,1.0
hydNPD,AUG,p191,1.0
hydNPD,AUG,p192,1.0
hydNPD,AUG,p193,1.0
hydNPD,AUG,p194,1.0
hydNPD,AUG,p195,1.0
hydNPD,AUG,p196,1.0
hydNPD,AUG,p197,1.0
hydNPD,AUG,p198,1.0
hydNPD,AUG,p199,1.0
hydNPD,AUG,p2,1.0
hydNPD,AUG,p20,1.0
hydNPD,AUG,p200,1.0
hydNPD,AUG,p201,1.0
hydNPD,AUG,p202,1.0
hydNPD,AUG,p203,1.0
hydNPD,AUG,p204,1.0
hydNPD,AUG,p205,1.0
hydNPD,AUG,p21,1.0
hydNPD,AUG,p22,1.0
hydNPD,AUG,p23,1.0
hydNPD,AUG,p24,1.0
hydNPD,AUG,p25,1.0
hydNPD,AUG,p26,1.0
hydNPD,AUG,p27,1.0
hydNPD,AUG,p28,1.0
hydNPD,AUG,p29,1.0
hydNPD,AUG,p3,1.0
hydNPD,AUG,p30,1.0
hydNPD,AUG,p31,1.0
hydNPD,AUG,p32,1.0
hydNPD,AUG,p33,1.0
hydNPD,AUG,p34,1.0
hydNPD,AUG,p35,1.0
hydNPD,AUG,p36,1.0
hydNPD,AUG,p37,1.0
hydNPD,AUG,p38,1.0
hydNPD,AUG,p39,1.0
hydNPD,AUG,p4,1.0
hydNPD,AUG,p40,1.0
hydNPD,AUG,p41,1.0
hydNPD,AUG,p42,1.0
hydNPD,AUG,p43,1.0
hydNPD,AUG,p44,1.0
hydNPD,AUG,p45,1.0
hydNPD,AUG,p46,1.0
hydNPD,AUG,p47,1.0
hydNPD,AUG,p48,1.0
hydNPD,AUG,p49,1.0
hydNPD,AUG,p5,1.0
hydNPD,AUG,p50,1.0
hydNPD,AUG,p51,1.0
hydNPD,AUG,p52,1.0
hydNPD,AUG,p53,1.0
hydNPD,AUG,p54,1.0
hydNPD,AUG,p55,1.0
hydNPD,AUG,p56,1.0
hydNPD,AUG,p57,1.0
hydNPD,AUG,p58,1.0
hydNPD,AUG,p59,1.0
hydNPD,AUG,p6,1.0
hydNPD,AUG,p60,1.0
hydNPD,AUG,p61,1.0
hydNPD,AUG,p62,1.0
hydNPD,AUG,p63,1.0
hydNPD,AUG,p64,1.0
hydNPD,AUG,p65,1.0
hydNPD,AUG,p66,1.0
hydNPD,AUG,p67,1.0
hydNPD,AUG,p68,1.0
hydNPD,AUG,p69,1.0
hydNPD,AUG,p7,1.0
hydNPD,AUG,p70,1.0
hydNPD,AUG,p71,1.0
hydNPD,AUG,p72,1.0
hydNPD,AUG,p73,1.0
hydNPD,AUG,p74,1.0
hydNPD,AUG,p75,1.0
hydNPD,AUG,p76,1.0
hydNPD,AUG,p77,1.0
hydNPD,AUG,p78,1.0
hydNPD,AUG,p79,1.0
hydNPD,AUG,p8,1.0
hydNPD,AUG,p80,1.0
hydNPD,AUG,p81,1.0
hydNPD,AUG,p82,1.0
hydNPD,AUG,p83,1.0
hydNPD,AUG,p84,1.0
hydNPD,AUG,p85,1.0
hydNPD,AUG,p86,1.0
hydNPD,AUG,p87,1.0
hydNPD,AUG,p88,1.0
hydNPD,AUG,p89,1.0
hydNPD,AUG,p9,1.0
hydNPD,AUG,p90,1.0
hydNPD,AUG,p91,1.0
hydNPD,AUG,p92,1.0
hydNPD,AUG,p93,1.0
hydNPD,AUG,p94,1.0
hydNPD,AUG,p95,1.0
hydNPD,AUG,p96,1.0
hydNPD,AUG,p97,1.0
hydNPD,AUG,p98,1.0
hydNPD,AUG,p99,1.0
hydNPD,SEP,p1,1.0
hydNPD,SEP,p10,1.0
hydNPD,SEP,p100,1.0
hydNPD,SEP,p101,1.0
hydNPD,SEP,p102,1.0
hydNPD,SEP,p103,1.0
hydNPD,SEP,p104,1.0
hydNPD,SEP,p105,1.0
hydNPD,SEP,p106,1.0
hydNPD,SEP,p107,1.0
hydNPD,SEP,p108,1.0
hydNPD,SEP,p109,1.0
hydNPD,SEP,p11,1.0
hydNPD,SEP,p110,1.0
hydNPD,SEP,p111,1.0
hydNPD,SEP,p112,1.0
hydNPD,SEP,p113,1.0
hydNPD,SEP,p114,1.0
hydNPD,SEP,p115,1.0
hydNPD,SEP,p116,1.0
hydNPD,SEP,p117,1.0
hydNPD,SEP,p118,1.0
hydNPD,SEP,p119,1.0
hydNPD,SEP,p12,1.0
hydNPD,SEP,p120,1.0
hydNPD,SEP,p121,1.0
hydNPD,SEP,p122,1.0
hydNPD,SEP,p123,1.0
hydNPD,SEP,p124,1.0
hydNPD,SEP,p125,1.0
hydNPD,SEP,p126,1.0
hydNPD,SEP,p127,1.0
hydNPD,SEP,p128,1.0
hydNPD,SEP,p129,1.0
hydNPD,SEP,p13,1.0
hydNPD,SEP,p130,1.0
hydNPD,SEP,p131,1.0
hydNPD,SEP,p132,1.0
hydNPD,SEP,p133,1.0
hydNPD,SEP,p134,1.0
hydNPD,SEP,p135,1.0
hydNPD,SEP,p136,1.0
hydNPD,SEP,p137,1.0
hydNPD,SEP,p138,1.0
hydNPD,SEP,p139,1.0
hydNPD,SEP,p14,1.0
hydNPD,SEP,p140,1.0
hydNPD,SEP,p141,1.0
hydNPD,SEP,p142,1.0
hydNPD,SEP,p143,1.0
hydNPD,SEP,p144,1.0
hydNPD,SEP,p145,1.0
hydNPD,SEP,p146,1.0
hydNPD,SEP,p147,1.0
hydNPD,SEP,p148,1.0
hydNPD,SEP,p149,1.0
hydNPD,SEP,p15,1.0
hydNPD,SEP,p150,1.0
hydNPD,SEP,p151,1.0
hydNPD,SEP,p152,1.0
hydNPD,SEP,p153,1.0
hydNPD,SEP,p154,1.0
hydNPD,SEP,p155,1.0
hydNPD,SEP,p156,1.0
hydNPD,SEP,p157,1.0
hydNPD,SEP,p158,1.0
hydNPD,SEP,p159,1.0
hydNPD,SEP,p16,1.0
hydNPD,SEP,p160,1.0
hydNPD,SEP,p161,1.0
hydNPD,SEP,p162,1.0
hydNPD,SEP,p163,1.0
hydNPD,SEP,p164,1.0
hydNPD,SEP,p165,1.0
hydNPD,SEP,p166,1.0
hydNPD,SEP,p167,1.0
hydNPD,SEP,p168,1.0
hydNPD,SEP,p169,1.0
hydNPD,SEP,p17,1.0
hydNPD,SEP,p170,1.0
hydNPD,SEP,p171,1.0
hydNPD,SEP,p172,1.0
hydNPD,SEP,p173,1.0
hydNPD,SEP,p174,1.0
hydNPD,SEP,p175,1.0
hydNPD,SEP,p176,1.0
hydNPD,SEP,p177,1.0
hydNPD,SEP,p178,1.0
hydNPD,SEP,p179,1.0
hydNPD,SEP,p18,1.0
hydNPD,SEP,p180,1.0
hydNPD,SEP,p181,1.0
hydNPD,SEP,p182,1.0
hydNPD,SEP,p183,1.0
hydNPD,SEP,p184,1.0
hydNPD,SEP,p185,1.0
hydNPD,SEP,p186,1.0
hydNPD,SEP,p187,1.0
hydNPD,SEP,p188,1.0
hydNPD,SEP,p189,1.0
hydNPD,SEP,p19,1.0
hydNPD,SEP,p190,1.0
hydNPD,SEP,p191,1.0
hydNPD,SEP,p192,1.0
hydNPD,SEP,p193,1.0
hydNPD,SEP,p194,1.0
hydNPD,SEP,p195,1.0
hydNPD,SEP,p196,1.0
hydNPD,SEP,p197,1.0
hydNPD,SEP,p198,1.0
hydNPD,SEP,p199,1.0
hydNPD,SEP,p2,1.0
hydNPD,SEP,p20,1.0
hydNPD,SEP,p200,1.0
hydNPD,SEP,p201,1.0
hydNPD,SEP,p202,1.0
hydNPD,SEP,p203,1.0
hydNPD,SEP,p204,1.0
hydNPD,SEP,p205,1.0
hydNPD,SEP,p21,1.0
hydNPD,SEP,p22,1.0
hydNPD,SEP,p23,1.0
hydNPD,SEP,p24,1.0
hydNPD,SEP,p25,1.0
hydNPD,SEP,p26,1.0
hydNPD,SEP,p27,1.0
hydNPD,SEP,p28,1.0
hydNPD,SEP,p29,1.0
hydNPD,SEP,p3,1.0
hydNPD,SEP,p30,1.0
hydNPD,SEP,p31,1.0
hydNPD,SEP,p32,1.0
hydNPD,SEP,p33,1.0
hydNPD,SEP,p34,1.0
hydNPD,SEP,p35,1.0
hydNPD,SEP,p36,1.0
hydNPD,SEP,p37,1.0
hydNPD,SEP,p38,1.0
hydNPD,SEP,p39,1.0
hydNPD,SEP,p4,1.0
hydNPD,SEP,p40,1.0
hydNPD,SEP,p41,1.0
hydNPD,SEP,p42,1.0
hydNPD,SEP,p43,1.0
hydNPD,SEP,p44,1.0
hydNPD,SEP,p45,1.0
hydNPD,SEP,p46,1.0
hydNPD,SEP,p47,1.0
hydNPD,SEP,p48,1.0
hydNPD,SEP,p49,1.0
hydNPD,SEP,p5,1.0
hydNPD,SEP,p50,1.0
hydNPD,SEP,p51,1.0
hydNPD,SEP,p52,1.0
hydNPD,SEP,p53,1.0
hydNPD,SEP,p54,1.0
hydNPD,SEP,p55,1.0
hydNPD,SEP,p56,1.0
hydNPD,SEP,p57,1.0
hydNPD,SEP,p58,1.0
hydNPD,SEP,p59,1.0
hydNPD,SEP,p6,1.0
hydNPD,SEP,p60,1.0
hydNPD,SEP,p61,1.0
hydNPD,SEP,p62,1.0
hydNPD,SEP,p63,1.0
hydNPD,SEP,p64,1.0
hydNPD,SEP,p65,1.0
hydNPD,SEP,p66,1.0
hydNPD,SEP,p67,1.0
hydNPD,SEP,p68,1.0
hydNPD,SEP,p69,1.0
hydNPD,SEP,p7,1.0
hydNPD,SEP,p70,1.0
hydNPD,SEP,p71,1.0
hydNPD,SEP,p72,1.0
hydNPD,SEP,p73,1.0
hydNPD,SEP,p74,1.0
hydNPD,SEP,p75,1.0
hydNPD,SEP,p76,1.0
hydNPD,SEP,p77,1.0
hydNPD,SEP,p78,1.0
hydNPD,SEP,p79,1.0
hydNPD,SEP,p8,1.0
hydNPD,SEP,p80,1.0
hydNPD,SEP,p81,1.0
hydNPD,SEP,p82,1.0
hydNPD,SEP,p83,1.0
hydNPD,SEP,p84,1.0
hydNPD,SEP,p85,1.0
hydNPD,SEP,p86,1.0
hydNPD,SEP,p87,1.0
hydNPD,SEP,p88,1.0
hydNPD,SEP,p89,1.0
hydNPD,SEP,p9,1.0
hydNPD,SEP,p90,1.0
hydNPD,SEP,p91,1.0
hydNPD,SEP,p92,1.0
hydNPD,SEP,p93,1.0
hydNPD,SEP,p94,1.0
hydNPD,SEP,p95,1.0
hydNPD,SEP,p96,1.0
hydNPD,SEP,p97,1.0
hydNPD,SEP,p98,1.0
hydNPD,SEP,p99,1.0
hydNPD,OCT,p1,1.0
hydNPD,OCT,p10,1.0
hydNPD,OCT,p100,1.0
hydNPD,OCT,p101,1.0
hydNPD,OCT,p102,1.0
hydNPD,OCT,p103,1.0
hydNPD,OCT,p104,1.0
hydNPD,OCT,p105,1.0
hydNPD,OCT,p106,1.0
hydNPD,OCT,p107,1.0
hydNPD,OCT,p108,1.0
hydNPD,OCT,p109,1.0
hydNPD,OCT,p11,1.0
hydNPD,OCT,p110,1.0
hydNPD,OCT,p111,1.0
hydNPD,OCT,p112,1.0
hydNPD,OCT,p113,1.0
hydNPD,OCT,p114,1.0
hydNPD,OCT,p115,1.0
hydNPD,OCT,p116,1.0
hydNPD,OCT,p117,1.0
hydNPD,OCT,p118,1.0
hydNPD,OCT,p119,1.0
hydNPD,OCT,p12,1.0
hydNPD,OCT,p120,1.0
hydNPD,OCT,p121,1.0
hydNPD,OCT,p122,1.0
hydNPD,OCT,p123,1.0
hydNPD,OCT,p124,1.0
hydNPD,OCT,p125,1.0
hydNPD,OCT,p126,1.0
hydNPD,OCT,p127,1.0
hydNPD,OCT,p128,1.0
hydNPD,OCT,p129,1.0
hydNPD,OCT,p13,1.0
hydNPD,OCT,p130,1.0
hydNPD,OCT,p131,1.0
hydNPD,OCT,p132,1.0
hydNPD,OCT,p133,1.0
hydNPD,OCT,p134,1.0
hydNPD,OCT,p135,1.0
hydNPD,OCT,p136,1.0
hydNPD,OCT,p137,1.0
hydNPD,OCT,p138,1.0
hydNPD,OCT,p139,1.0
hydNPD,OCT,p14,1.0
hydNPD,OCT,p140,1.0
hydNPD,OCT,p141,1.0
hydNPD,OCT,p142,1.0
hydNPD,OCT,p143,1.0
hydNPD,OCT,p144,1.0
hydNPD,OCT,p145,1.0
hydNPD,OCT,p146,1.0
hydNPD,OCT,p147,1.0
hydNPD,OCT,p148,1.0
hydNPD,OCT,p149,1.0
hydNPD,OCT,p15,1.0
hydNPD,OCT,p150,1.0
hydNPD,OCT,p151,1.0
hydNPD,OCT,p152,1.0
hydNPD,OCT,p153,1.0
hydNPD,OCT,p154,1.0
hydNPD,OCT,p155,1.0
hydNPD,OCT,p156,1.0
hydNPD,OCT,p157,1.0
