wst,r,t,Value
fsu,p1,2010,1.0
fsu,p1,2012,1.00586456435095
fsu,p1,2014,1.01323901761397
fsu,p1,2016,1.02039431740046
fsu,p1,2018,1.02728557977644
fsu,p1,2020,1.03387165332211
fsu,p1,2022,1.04011511913178
fsu,p1,2024,1.04598229081395
fsu,p1,2026,1.05144321449124
fsu,p1,2028,1.05647166880041
fsu,p1,2030,1.06104516489238
fsu,p1,2032,1.0651449464322098
fsu,p1,2034,1.06875598959913
fsu,p1,2036,1.0718670030864699
fsu,p1,2038,1.07447042810175
fsu,p1,2040,1.07656243836662
fsu,p1,2042,1.07814294011687
fsu,p1,2044,1.07921557210245
fsu,p1,2046,1.07978770558745
fsu,p1,2048,1.07987044435009
fsu,p1,2050,1.07947862468278
fsu,p1,2052,1.07863081539202
fsu,p1,2054,1.07734931779851
fsu,p1,2056,1.07566016573707
fsu,p1,2058,1.07359312555666
fsu,p1,2060,1.07118169612039
fsu,p1,2062,1.06846310880554
fsu,p1,2064,1.06547832750352
fsu,p1,2066,1.06227204861987
fsu,p1,2068,1.0588927010743001
fsu,p1,2070,1.05539244630066
fsu,p1,2072,1.05182717824695
fsu,p1,2074,1.0482565233753
fsu,p1,2076,1.04474384066201
fsu,p1,2078,1.04135622159751
fsu,p1,2080,1.03816449018638
fsu,p1,2082,1.03524320294736
fsu,p1,2084,1.03267064891331
fsu,p1,2086,1.0305288496312701
fsu,p1,2088,1.02890355916239
fsu,p1,2090,1.02788426408199
fsu,p1,2092,1.0275641834795401
fsu,p1,2094,1.0280402689586399
fsu,p1,2096,1.02941320463705
fsu,p1,2098,1.0317874071466602
fsu,p2,2010,1.0
fsu,p2,2012,1.1057716815623402
fsu,p2,2014,1.13755849151428
fsu,p2,2016,1.16362649461206
fsu,p2,2018,1.1844901299510802
fsu,p2,2020,1.20064486852181
fsu,p2,2022,1.21256721320978
fsu,p2,2024,1.2207146987956399
fsu,p2,2026,1.22552589195505
fsu,p2,2028,1.2274203912588
fsu,p2,2030,1.22679882717271
fsu,p2,2032,1.22404286205769
fsu,p2,2034,1.21951519016973
fsu,p2,2036,1.21355953765989
fsu,p2,2038,1.20650066257429
fsu,p2,2040,1.1986443548541201
fsu,p2,2042,1.1902774363356698
fsu,p2,2044,1.18166776075029
fsu,p2,2046,1.1730642137243799
fsu,p2,2048,1.16469671277944
fsu,p2,2050,1.15677620733204
fsu,p2,2052,1.14949467869382
fsu,p2,2054,1.14302514007148
fsu,p2,2056,1.13752163656681
fsu,p2,2058,1.1331192451766499
fsu,p2,2060,1.12993407479296
fsu,p2,2062,1.12806326620271
fsu,p2,2064,1.1275849920879901
fsu,p2,2066,1.12855845702594
fsu,p2,2068,1.13102389748879
fsu,p2,2070,1.13500258184382
fsu,p2,2072,1.1404968103534099
fsu,p2,2074,1.14748991517498
fsu,p2,2076,1.15594626036105
fsu,p2,2078,1.1658112418592
fsu,p2,2080,1.1770112875120902
fsu,p2,2082,1.18945385705745
fsu,p2,2084,1.2030274421280802
fsu,p2,2086,1.21760156625186
fsu,p2,2088,1.23302678485172
fsu,p2,2090,1.2491346852457
fsu,p2,2092,1.2657378866468798
fsu,p2,2094,1.28263004016343
fsu,p2,2096,1.2995858287985902
fsu,p2,2098,1.3163609674506698
fsu,p3,2010,1.0
fsu,p3,2012,1.11882433599494
fsu,p3,2014,1.1515090538857902
fsu,p3,2016,1.1781488503636999
fsu,p3,2018,1.1993167904165
fsu,p3,2020,1.21556356439847
fsu,p3,2022,1.2274174880303501
fsu,p3,2024,1.23538450239928
fsu,p3,2026,1.2399481739588898
fsu,p3,2028,1.24156969452923
fsu,p3,2030,1.2406878812968
fsu,p3,2032,1.2377191768145401
fsu,p3,2034,1.23305764900185
fsu,p3,2036,1.2270749911445702
fsu,p3,2038,1.22012052189496
fsu,p3,2040,1.21252118527177
fsu,p3,2042,1.2045815506601398
fsu,p3,2044,1.1965838128117
fsu,p3,2046,1.18878779184451
fsu,p3,2048,1.1814309332430601
fsu,p3,2050,1.17472830785831
fsu,p3,2052,1.16887261190764
fsu,p3,2054,1.1640341669749
fsu,p3,2056,1.1603609200103602
fsu,p3,2058,1.15797844333076
fsu,p3,2060,1.15698993461925
fsu,p3,2062,1.15747621692545
fsu,p3,2064,1.1594957386654299
fsu,p3,2066,1.16308457362169
fsu,p3,2068,1.1682564209431798
fsu,p3,2070,1.17500260514529
fsu,p3,2072,1.1832920761098602
fsu,p3,2074,1.19307140908517
fsu,p3,2076,1.2042648046859499
fsu,p3,2078,1.2167740888933702
fsu,p3,2080,1.23047871305505
fsu,p3,2082,1.24523575388504
fsu,p3,2084,1.2608799134638702
fsu,p3,2086,1.27722351923846
fsu,p3,2088,1.29405652402223
fsu,p3,2090,1.31114650599501
fsu,p3,2092,1.32823866870309
fsu,p3,2094,1.34505584105919
fsu,p3,2096,1.36129847734248
fsu,p3,2098,1.3766446571986002
fsu,p4,2010,1.0
fsu,p4,2012,1.10693408820056
fsu,p4,2014,1.13667337809381
fsu,p4,2016,1.16092555083307
fsu,p4,2018,1.1802211458278502
fsu,p4,2020,1.1950691237359898
fsu,p4,2022,1.20595686646359
fsu,p4,2024,1.2133501771650401
fsu,p4,2026,1.21769328024304
fsu,p4,2028,1.21940882134856
fsu,p4,2030,1.2188978673808601
fsu,p4,2032,1.21653990648749
fsu,p4,2034,1.2126928480643102
fsu,p4,2036,1.20769302275545
fsu,p4,2038,1.2018551824533201
fsu,p4,2040,1.19547250029864
fsu,p4,2042,1.18881657068041
fsu,p4,2044,1.1821374092359198
fsu,p4,2046,1.17566345285074
fsu,p4,2048,1.16960155965875
fsu,p4,2050,1.1641370090421002
fsu,p4,2052,1.15943350163123
fsu,p4,2054,1.1556331593048899
fsu,p4,2056,1.1528565251901002
fsu,p4,2058,1.1512025636621799
fsu,p4,2060,1.1507486603447201
fsu,p4,2062,1.1515506221096101
fsu,p4,2064,1.15364267707705
fsu,p4,2066,1.1570374746154999
fsu,p4,2068,1.16172608534172
fsu,p4,2070,1.16767800112075
fsu,p4,2072,1.17484113506595
fsu,p4,2074,1.18314182153894
fsu,p4,2076,1.1924848161496202
fsu,p4,2078,1.20275329575622
fsu,p4,2080,1.21380885846522
fsu,p4,2082,1.22549152363141
fsu,p4,2084,1.2376197318578601
fsu,p4,2086,1.24999034499594
fsu,p4,2088,1.2623786461453002
fsu,p4,2090,1.2745383396538799
fsu,p4,2092,1.2862015511179
fsu,p4,2094,1.2970788273819
fsu,p4,2096,1.30685913653868
fsu,p4,2098,1.31520986792933
fsu,p5,2010,1.0
fsu,p5,2012,1.11365184766824
fsu,p5,2014,1.14664148341825
fsu,p5,2016,1.17311251222259
fsu,p5,2018,1.19368169285673
fsu,p5,2020,1.2089416117948302
fsu,p5,2022,1.21946068320976
fsu,p5,2024,1.2257831489730602
fsu,p5,2026,1.2284290786549499
fsu,p5,2028,1.2278943695243503
fsu,p5,2030,1.22465074654884
fsu,p5,2032,1.21914576239473
fsu,p5,2034,1.21180279742696
fsu,p5,2036,1.20302105970921
fsu,p5,2038,1.1931755850038002
fsu,p5,2040,1.18261723677177
fsu,p5,2042,1.17167270617282
fsu,p5,2044,1.1606445120653501
fsu,p5,2046,1.14981100100645
fsu,p5,2048,1.13942634725188
fsu,p5,2050,1.12972055275609
fsu,p5,2052,1.12089944717224
fsu,p5,2054,1.1131446878521298
fsu,p5,2056,1.10661375984628
fsu,p5,2058,1.1014399759038898
fsu,p5,2060,1.09773247647284
fsu,p5,2062,1.0955762296996898
fsu,p5,2064,1.09503203142971
fsu,p5,2066,1.09613650520682
fsu,p5,2068,1.09890210227365
fsu,p5,2070,1.10331710157152
fsu,p5,2072,1.1093456097404097
fsu,p5,2074,1.11692756111901
fsu,p5,2076,1.1259787177446798
fsu,p5,2078,1.13639066935349
fsu,p5,2080,1.1480308333801499
fsu,p5,2082,1.1607424549581102
fsu,p5,2084,1.17434460691946
fsu,p5,2086,1.1886321897950098
fsu,p5,2088,1.2033759318142299
fsu,p5,2090,1.21832238890528
fsu,p5,2092,1.23319394469503
fsu,p5,2094,1.24768881050901
fsu,p5,2096,1.26148102537143
fsu,p5,2098,1.27422045600522
fsu,p6,2010,1.0
fsu,p6,2012,1.16500320918993
fsu,p6,2014,1.20420761684169
fsu,p6,2016,1.23307752640406
fsu,p6,2018,1.25273566881618
fsu,p6,2020,1.2642540436618401
fsu,p6,2022,1.26865391916953
fsu,p6,2024,1.2669058322123703
fsu,p6,2026,1.25992958830819
fsu,p6,2028,1.24859426161946
fsu,p6,2030,1.2337181949533402
fsu,p6,2032,1.21606899976165
fsu,p6,2034,1.1963635561408799
fsu,p6,2036,1.17526801283221
fsu,p6,2038,1.1533977872214498
fsu,p6,2040,1.1313175653391299
fsu,p6,2042,1.10954130186041
fsu,p6,2044,1.0885322201051402
fsu,p6,2046,1.0687028120378401
fsu,p6,2048,1.0504148382676899
fsu,p6,2050,1.03397932804855
fsu,p6,2052,1.01965657927895
fsu,p6,2054,1.00765615850209
fsu,p6,2056,0.9981369009058281
fsu,p6,2058,0.9912069103227129
fsu,p6,2060,0.98692355922995
fsu,p6,2062,0.98529348874942
fsu,p6,2064,0.9862726086476751
fsu,p6,2066,0.989766097335933
fsu,p6,2068,0.9956284018700859
fsu,p6,2070,1.0036632379507
fsu,p6,2072,1.01362358992299
fsu,p6,2074,1.02521171077688
fsu,p6,2076,1.03807912214693
fsu,p6,2078,1.0518266143124
fsu,p6,2080,1.06600424619717
fsu,p6,2082,1.0801113453698599
fsu,p6,2084,1.09359650804371
fsu,p6,2086,1.10585759907663
fsu,p6,2088,1.11624175197124
fsu,p6,2090,1.1240453688748
fsu,p6,2092,1.12851412057924
fsu,p6,2094,1.1288429465211598
fsu,p6,2096,1.1241760547818502
fsu,p6,2098,1.11360692208726
fsu,p7,2010,1.0
fsu,p7,2012,1.12268743149756
fsu,p7,2014,1.1662189823687201
fsu,p7,2016,1.20079948502691
fsu,p7,2018,1.22724031620485
fsu,p7,2020,1.24632618509624
fsu,p7,2022,1.25881513335572
fsu,p7,2024,1.26543853509892
fsu,p7,2026,1.26690109690242
fsu,p7,2028,1.26388085780378
fsu,p7,2030,1.25702918930151
fsu,p7,2032,1.2469707953551001
fsu,p7,2034,1.23430371238498
fsu,p7,2036,1.21959930927257
fsu,p7,2038,1.20340228736024
fsu,p7,2040,1.18623068045134
fsu,p7,2042,1.16857585481017
fsu,p7,2044,1.150902509162
fsu,p7,2046,1.13364867469306
fsu,p7,2048,1.11722571505056
fsu,p7,2050,1.10201832634266
fsu,p7,2052,1.08838453713849
fsu,p7,2054,1.07665570846814
fsu,p7,2056,1.06713653382269
fsu,p7,2058,1.06010503915414
fsu,p7,2060,1.05581258287549
fsu,p7,2062,1.0544838558607
fsu,p7,2064,1.0563168814446802
fsu,p7,2066,1.06148301542332
fsu,p7,2068,1.07012694605347
fsu,p7,2070,1.08236669405294
fsu,p7,2072,1.09829361260051
