r,szn,t,Value
p1,wint,2010,1.0
p1,wint,2012,1.13636448148626
p1,wint,2014,1.1571909045053101
p1,wint,2016,1.1758004356433602
p1,wint,2018,1.19238246830104
p1,wint,2020,1.2071196523166299
p1,wint,2022,1.22018789396602
p1,wint,2024,1.23175635596275
p1,wint,2026,1.241987457458
p1,wint,2028,1.2510368740405902
p1,wint,2030,1.2590535377369498
p1,wint,2032,1.26617963701118
p1,wint,2034,1.272550616765
p1,wint,2036,1.27829517833777
p1,wint,2038,1.28353527950647
p1,wint,2040,1.2883861344857501
p1,wint,2042,1.29295621392787
p1,wint,2044,1.2973472449227201
p1,wint,2046,1.3016542109978602
p1,wint,2048,1.30596535211846
p1,wint,2050,1.31036216468734
p1,wint,2052,1.31491940154493
p1,wint,2054,1.31970507196933
p1,wint,2056,1.32478044167626
p1,wint,2058,1.33020003281908
p1,wint,2060,1.33601162398879
p1,wint,2062,1.342256250214
p1,wint,2064,1.348968202961
p1,wint,2066,1.35617503013369
p1,wint,2068,1.36389753607361
p1,wint,2070,1.37214978155993
p1,wint,2072,1.38093908380947
p1,wint,2074,1.3902660164766698
p1,wint,2076,1.4001244096536398
p1,wint,2078,1.41050134987007
p1,wint,2080,1.4213771800933501
p1,wint,2082,1.43272549972846
p1,wint,2084,1.4445131646180298
p1,wint,2086,1.45670028704234
p1,wint,2088,1.46924023571928
p1,wint,2090,1.48207963580441
p1,wint,2092,1.4951583688908898
p1,wint,2094,1.5084095730095401
p1,wint,2096,1.52175964262881
p1,wint,2098,1.5351282286547898
p1,spri,2010,1.0
p1,spri,2012,1.09125689575632
p1,spri,2014,1.11149269268287
p1,spri,2016,1.12847053452748
p1,spri,2018,1.14255251038318
p1,spri,2020,1.15408186912974
p1,spri,2022,1.16338301943371
p1,spri,2024,1.17076152974837
p1,spri,2026,1.17650412831375
p1,spri,2028,1.18087870315665
p1,spri,2030,1.18413430209062
p1,spri,2032,1.18650113271596
p1,spri,2034,1.18819056241972
p1,spri,2036,1.1893951183757
p1,spri,2038,1.19028848754447
p1,spri,2040,1.19102551667335
p1,spri,2042,1.1917422122963899
