wst,r,szn,t,Value
fsu,p1,wint,2010,0.39651506576987
fsu,p1,wint,2012,0.39867809246643
fsu,p1,wint,2014,0.40090379113934704
fsu,p1,wint,2016,0.403178866617932
fsu,p1,wint,2018,0.405491414034489
fsu,p1,wint,2020,0.407830821195369
fsu,p1,wint,2022,0.41018766839799503
fsu,p1,wint,2024,0.412553628284216
fsu,p1,wint,2026,0.4149213676838379
fsu,p1,wint,2028,0.41728445286930005
fsu,p1,wint,2030,0.419637259204824
fsu,p1,wint,2032,0.421974885820819
fsu,p1,wint,2034,0.424293075665928
fsu,p1,wint,2036,0.426588141074008
fsu,p1,wint,2038,0.42885689482144296
fsu,p1,wint,2040,0.43109658653236604
fsu,p1,wint,2042,0.43330484420758003
fsu,p1,wint,2044,0.43547962060040296
fsu,p1,wint,2046,0.4376191441335279
fsu,p1,wint,2048,0.439721874040685
fsu,p1,wint,2050,0.441786459421522
fsu,p1,wint,2052,0.44381170191487795
fsu,p1,wint,2054,0.44579652172201
fsu,p1,wint,2056,0.447739926745835
fsu,p1,wint,2058,0.449640984653402
fsu,p1,wint,2060,0.45149879771565005
fsu,p1,wint,2062,0.45331248033034993
fsu,p1,wint,2064,0.4550811391900471
fsu,p1,wint,2066,0.45680385611616603
fsu,p1,wint,2068,0.458479673642115
fsu,p1,wint,2070,0.46010758349086406
fsu,p1,wint,2072,0.46168651815416706
fsu,p1,wint,2074,0.46321534583877505
fsu,p1,wint,2076,0.464692869096291
fsu,p1,wint,2078,0.46611782749333097
fsu,p1,wint,2080,0.46748890470219395
fsu,p1,wint,2082,0.468804740393039
fsu,p1,wint,2084,0.470063947279611
fsu,p1,wint,2086,0.47126513360459404
fsu,p1,wint,2088,0.472406931240538
fsu,p1,wint,2090,0.473488029421976
fsu,p1,wint,2092,0.47450721391003603
fsu,p1,wint,2094,0.47546341112218393
fsu,p1,wint,2096,0.476355736441473
fsu,p1,wint,2098,0.477183545562714
fsu,p1,spri,2010,0.311449087758706
fsu,p1,spri,2012,0.31152889638341996
fsu,p1,spri,2014,0.31154539849863105
fsu,p1,spri,2016,0.311513971932039
fsu,p1,spri,2018,0.31144844719963
fsu,p1,spri,2020,0.311361175545063
fsu,p1,spri,2022,0.311263101355679
fsu,p1,spri,2024,0.311163835632586
fsu,p1,spri,2026,0.311071727870684
fsu,p1,spri,2028,0.310993934283791
fsu,p1,spri,2030,0.310936480795739
fsu,p1,spri,2032,0.310904319619398
fsu,p1,spri,2034,0.31090137857250605
fsu,p1,spri,2036,0.31093060254322397
fsu,p1,spri,2038,0.310993986730784
fsu,p1,spri,2040,0.31109260145838696
fsu,p1,spri,2042,0.31122660849711703
fsu,p1,spri,2044,0.31139526896070197
fsu,p1,spri,2046,0.311596942940905
fsu,p1,spri,2048,0.311829081160585
fsu,p1,spri,2050,0.312088209034462
fsu,p1,spri,2052,0.31236990365408895
fsu,p1,spri,2054,0.31266876436107205
fsu,p1,spri,2056,0.31297837774831394
fsu,p1,spri,2058,0.313291278139748
fsu,p1,spri,2060,0.313598904850578
fsu,p1,spri,2062,0.313891557827612
fsu,p1,spri,2064,0.31415835361596195
fsu,p1,spri,2066,0.314387183995495
fsu,p1,spri,2068,0.31456468007552
fsu,p1,spri,2070,0.314676185122686
fsu,p1,spri,2072,0.314705739912375
fsu,p1,spri,2074,0.314636084918044
fsu,p1,spri,2076,0.314448684157152
fsu,p1,spri,2078,0.314123775957006
fsu,p1,spri,2080,0.313640456238396
fsu,p1,spri,2082,0.312976800076293
fsu,p1,spri,2084,0.312110027211657
fsu,p1,spri,2086,0.311016716774282
fsu,p1,spri,2088,0.309673075648051
fsu,p1,spri,2090,0.30805526358531704
fsu,p1,spri,2092,0.306139776289504
fsu,p1,spri,2094,0.303903885195406
fsu,p1,spri,2096,0.301326129589912
fsu,p1,spri,2098,0.29838685309643603
fsu,p1,summ,2010,0.170944174803641
fsu,p1,summ,2012,0.16906583566589703
fsu,p1,summ,2014,0.16723535236428197
fsu,p1,summ,2016,0.16545295041212196
fsu,p1,summ,2018,0.163718371944089
fsu,p1,summ,2020,0.162030944732577
fsu,p1,summ,2022,0.160389643916301
