*h2_stor_trans,t,parameter,value
h2_compressor,2032,cost_cap,333989.6321
h2_compressor,2033,cost_cap,323215.773
h2_compressor,2034,cost_cap,312441.9139
h2_compressor,2035,cost_cap,301668.0548
h2_compressor,2036,cost_cap,290894.1957
h2_compressor,2037,cost_cap,280120.3366
h2_compressor,2038,cost_cap,269346.4775
h2_compressor,2039,cost_cap,258572.6184
h2_compressor,2040,cost_cap,247798.7593
h2_compressor,2041,cost_cap,237024.9002
h2_compressor,2042,cost_cap,226251.0411
h2_compressor,2043,cost_cap,215477.182
h2_compressor,2044,cost_cap,204703.3229
h2_compressor,2045,cost_cap,193929.4638
h2_compressor,2046,cost_cap,183155.6047
h2_compressor,2047,cost_cap,172381.7456
h2_compressor,2048,cost_cap,161607.8865
h2_compressor,2049,cost_cap,150834.0274
h2_compressor,2050,cost_cap,140060.1683
h2_compressor,2010,fom,35428.414
h2_compressor,2011,fom,35428.414
h2_compressor,2012,fom,35428.414
h2_compressor,2013,fom,35428.414
h2_compressor,2014,fom,35428.414
h2_compressor,2015,fom,35428.414
h2_compressor,2016,fom,35428.414
h2_compressor,2017,fom,35428.414
h2_compressor,2018,fom,35428.414
h2_compressor,2019,fom,35428.414
h2_compressor,2020,fom,35428.414
h2_compressor,2021,fom,35428.414
h2_compressor,2022,fom,35428.414
h2_compressor,2023,fom,35428.414
h2_compressor,2024,fom,35428.414
h2_compressor,2025,fom,33656.9933
h2_compressor,2026,fom,32771.28295
h2_compressor,2027,fom,31885.5726
h2_compressor,2028,fom,30999.86225
h2_compressor,2029,fom,30114.1519
h2_compressor,2030,fom,29228.44155
h2_compressor,2031,fom,28342.7312
h2_compressor,2032,fom,27457.02085
h2_compressor,2033,fom,26571.3105
h2_compressor,2034,fom,25685.60015
h2_compressor,2035,fom,24799.8898
h2_compressor,2036,fom,23914.17945
h2_compressor,2037,fom,23028.4691
h2_compressor,2038,fom,22142.75875
h2_compressor,2039,fom,21257.0484
h2_compressor,2040,fom,20371.33805
h2_compressor,2041,fom,19485.6277
h2_compressor,2042,fom,18599.91735
h2_compressor,2043,fom,17714.207
h2_compressor,2044,fom,16828.49665
h2_compressor,2045,fom,15942.7863
h2_compressor,2046,fom,15057.07595
h2_compressor,2047,fom,14171.3656
h2_compressor,2048,fom,13285.65525
h2_compressor,2049,fom,12399.9449
h2_compressor,2050,fom,11514.23455
h2_compressor,2010,electric_load,0.589
h2_compressor,2011,electric_load,0.589
h2_compressor,2012,electric_load,0.589
h2_compressor,2013,electric_load,0.589
h2_compressor,2014,electric_load,0.589
h2_compressor,2015,electric_load,0.589
h2_compressor,2016,electric_load,0.589
h2_compressor,2017,electric_load,0.589
h2_compressor,2018,electric_load,0.589
h2_compressor,2019,electric_load,0.589
h2_compressor,2020,electric_load,0.589
h2_compressor,2021,electric_load,0.589
h2_compressor,2022,electric_load,0.589
h2_compressor,2023,electric_load,0.589
h2_compressor,2024,electric_load,0.589
h2_compressor,2025,electric_load,0.589
h2_compressor,2026,electric_load,0.589
h2_compressor,2027,electric_load,0.589
h2_compressor,2028,electric_load,0.589
h2_compressor,2029,electric_load,0.589
h2_compressor,2030,electric_load,0.589
h2_compressor,2031,electric_load,0.589
h2_compressor,2032,electric_load,0.589
h2_compressor,2033,electric_load,0.589
h2_compressor,2034,electric_load,0.589
h2_compressor,2035,electric_load,0.589
h2_compressor,2036,electric_load,0.589
h2_compressor,2037,electric_load,0.589
h2_compressor,2038,electric_load,0.589
h2_compressor,2039,electric_load,0.589
h2_compressor,2040,electric_load,0.589
h2_compressor,2041,electric_load,0.589
h2_compressor,2042,electric_load,0.589
h2_compressor,2043,electric_load,0.589
h2_compressor,2044,electric_load,0.589
h2_compressor,2045,electric_load,0.589
h2_compressor,2046,electric_load,0.589
h2_compressor,2047,electric_load,0.589
h2_compressor,2048,electric_load,0.589
h2_compressor,2049,electric_load,0.589
h2_compressor,2050,electric_load,0.589
h2_storage_saltcavern,2010,cost_cap,26304.342
h2_storage_saltcavern,2011,cost_cap,26304.342
h2_storage_saltcavern,2012,cost_cap,26304.342
h2_storage_saltcavern,2013,cost_cap,26304.342
h2_storage_saltcavern,2014,cost_cap,26304.342
h2_storage_saltcavern,2015,cost_cap,26304.342
h2_storage_saltcavern,2016,cost_cap,26304.342
h2_storage_saltcavern,2017,cost_cap,26304.342
h2_storage_saltcavern,2018,cost_cap,26304.342
h2_storage_saltcavern,2019,cost_cap,26304.342
h2_storage_saltcavern,2020,cost_cap,26304.342
h2_storage_saltcavern,2021,cost_cap,26304.342
h2_storage_saltcavern,2022,cost_cap,26304.342
h2_storage_saltcavern,2023,cost_cap,26304.342
h2_storage_saltcavern,2024,cost_cap,26304.342
h2_storage_saltcavern,2025,cost_cap,24989.1249
h2_storage_saltcavern,2026,cost_cap,24331.51635
h2_storage_saltcavern,2027,cost_cap,23673.9078
h2_storage_saltcavern,2028,cost_cap,23016.29925
h2_storage_saltcavern,2029,cost_cap,22358.6907
h2_storage_saltcavern,2030,cost_cap,21701.08215
h2_storage_saltcavern,2031,cost_cap,21043.4736
h2_storage_saltcavern,2032,cost_cap,20385.86505
h2_storage_saltcavern,2033,cost_cap,19728.2565
h2_storage_saltcavern,2034,cost_cap,19070.64795
h2_storage_saltcavern,2035,cost_cap,18413.0394
h2_storage_saltcavern,2036,cost_cap,17755.43085
h2_storage_saltcavern,2037,cost_cap,17097.8223
h2_storage_saltcavern,2038,cost_cap,16440.21375
h2_storage_saltcavern,2039,cost_cap,15782.6052
h2_storage_saltcavern,2040,cost_cap,15124.99665
h2_storage_saltcavern,2041,cost_cap,14467.3881
h2_storage_saltcavern,2042,cost_cap,13809.77955
h2_storage_saltcavern,2043,cost_cap,13152.171
h2_storage_saltcavern,2044,cost_cap,12494.56245
h2_storage_saltcavern,2045,cost_cap,11836.9539
h2_storage_saltcavern,2046,cost_cap,11179.34535
h2_storage_saltcavern,2047,cost_cap,10521.7368
h2_storage_saltcavern,2048,cost_cap,9864.12825
h2_storage_saltcavern,2049,cost_cap,9206.5197
h2_storage_saltcavern,2050,cost_cap,8548.91115
h2_storage_saltcavern,2010,fom,763.491
h2_storage_saltcavern,2011,fom,763.491
h2_storage_saltcavern,2012,fom,763.491
h2_storage_saltcavern,2013,fom,763.491
h2_storage_saltcavern,2014,fom,763.491
h2_storage_saltcavern,2015,fom,763.491
h2_storage_saltcavern,2016,fom,763.491
h2_storage_saltcavern,2017,fom,763.491
h2_storage_saltcavern,2018,fom,763.491
h2_storage_saltcavern,2019,fom,763.491
h2_storage_saltcavern,2020,fom,763.491
h2_storage_saltcavern,2021,fom,763.491
h2_storage_saltcavern,2022,fom,763.491
h2_storage_saltcavern,2023,fom,763.491
h2_storage_saltcavern,2024,fom,763.491
h2_storage_saltcavern,2025,fom,725.31645
h2_storage_saltcavern,2026,fom,706.229175
h2_storage_saltcavern,2027,fom,687.1419
h2_storage_saltcavern,2028,fom,668.054625
h2_storage_saltcavern,2029,fom,648.96735
h2_storage_saltcavern,2030,fom,629.880075
h2_storage_saltcavern,2031,fom,610.7928
h2_storage_saltcavern,2032,fom,591.705525
h2_storage_saltcavern,2033,fom,572.61825
h2_storage_saltcavern,2034,fom,553.530975
h2_storage_saltcavern,2035,fom,534.4437
h2_storage_saltcavern,2036,fom,515.356425
h2_storage_saltcavern,2037,fom,496.26915
h2_storage_saltcavern,2038,fom,477.181875
h2_storage_saltcavern,2039,fom,458.0946
h2_storage_saltcavern,2040,fom,439.007325
h2_storage_saltcavern,2041,fom,419.92005
h2_storage_saltcavern,2042,fom,400.832775
h2_storage_saltcavern,2043,fom,381.7455
h2_storage_saltcavern,2044,fom,362.658225
h2_storage_saltcavern,2045,fom,343.57095
h2_storage_saltcavern,2046,fom,324.483675
h2_storage_saltcavern,2047,fom,305.3964
h2_storage_saltcavern,2048,fom,286.309125
h2_storage_saltcavern,2049,fom,267.22185
h2_storage_saltcavern,2050,fom,248.134575
h2_storage_saltcavern,2010,electric_load,0.008
h2_storage_saltcavern,2011,electric_load,0.008
h2_storage_saltcavern,2012,electric_load,0.008
h2_storage_saltcavern,2013,electric_load,0.008
h2_storage_saltcavern,2014,electric_load,0.008
h2_storage_saltcavern,2015,electric_load,0.008
h2_storage_saltcavern,2016,electric_load,0.008
h2_storage_saltcavern,2017,electric_load,0.008
h2_storage_saltcavern,2018,electric_load,0.008
h2_storage_saltcavern,2019,electric_load,0.008
h2_storage_saltcavern,2020,electric_load,0.008
h2_storage_saltcavern,2021,electric_load,0.008
h2_storage_saltcavern,2022,electric_load,0.008
h2_storage_saltcavern,2023,electric_load,0.008
h2_storage_saltcavern,2024,electric_load,0.008
h2_storage_saltcavern,2025,electric_load,0.008
h2_storage_saltcavern,2026,electric_load,0.008
h2_storage_saltcavern,2027,electric_load,0.008
h2_storage_saltcavern,2028,electric_load,0.008
h2_storage_saltcavern,2029,electric_load,0.008
h2_storage_saltcavern,2030,electric_load,0.008
h2_storage_saltcavern,2031,electric_load,0.008
h2_storage_saltcavern,2032,electric_load,0.008
h2_storage_saltcavern,2033,electric_load,0.008
h2_storage_saltcavern,2034,electric_load,0.008
h2_storage_saltcavern,2035,electric_load,0.008
h2_storage_saltcavern,2036,electric_load,0.008
h2_storage_saltcavern,2037,electric_load,0.008
h2_storage_saltcavern,2038,electric_load,0.008
h2_storage_saltcavern,2039,electric_load,0.008
h2_storage_saltcavern,2040,electric_load,0.008
h2_storage_saltcavern,2041,electric_load,0.008
h2_storage_saltcavern,2042,electric_load,0.008
h2_storage_saltcavern,2043,electric_load,0.008
h2_storage_saltcavern,2044,electric_load,0.008
h2_storage_saltcavern,2045,electric_load,0.008
h2_storage_saltcavern,2046,electric_load,0.008
h2_storage_saltcavern,2047,electric_load,0.008
h2_storage_saltcavern,2048,electric_load,0.008
h2_storage_saltcavern,2049,electric_load,0.008
h2_storage_saltcavern,2050,electric_load,0.008
h2_storage_hardrock,2010,cost_cap,41008.173
h2_storage_hardrock,2011,cost_cap,41008.173
h2_storage_hardrock,2012,cost_cap,41008.173
h2_storage_hardrock,2013,cost_cap,41008.173
h2_storage_hardrock,2014,cost_cap,41008.173
h2_storage_hardrock,2015,cost_cap,41008.173
h2_storage_hardrock,2016,cost_cap,41008.173
h2_storage_hardrock,2017,cost_cap,41008.173
h2_storage_hardrock,2018,cost_cap,41008.173
h2_storage_hardrock,2019,cost_cap,41008.173
h2_storage_hardrock,2020,cost_cap,41008.173
h2_storage_hardrock,2021,cost_cap,41008.173
h2_storage_hardrock,2022,cost_cap,41008.173
h2_storage_hardrock,2023,cost_cap,41008.173
h2_storage_hardrock,2024,cost_cap,41008.173
h2_storage_hardrock,2025,cost_cap,38957.76435
h2_storage_hardrock,2026,cost_cap,37932.56003
h2_storage_hardrock,2027,cost_cap,36907.3557
h2_storage_hardrock,2028,cost_cap,35882.15138
h2_storage_hardrock,2029,cost_cap,34856.94705
h2_storage_hardrock,2030,cost_cap,33831.74273
h2_storage_hardrock,2031,cost_cap,32806.5384
h2_storage_hardrock,2032,cost_cap,31781.33408
h2_storage_hardrock,2033,cost_cap,30756.12975
h2_storage_hardrock,2034,cost_cap,29730.92543
h2_storage_hardrock,2035,cost_cap,28705.7211
h2_storage_hardrock,2036,cost_cap,27680.51678
h2_storage_hardrock,2037,cost_cap,26655.31245
h2_storage_hardrock,2038,cost_cap,25630.10813
h2_storage_hardrock,2039,cost_cap,24604.9038
h2_storage_hardrock,2040,cost_cap,23579.69948
h2_storage_hardrock,2041,cost_cap,22554.49515
h2_storage_hardrock,2042,cost_cap,21529.29083
h2_storage_hardrock,2043,cost_cap,20504.0865
h2_storage_hardrock,2044,cost_cap,19478.88218
h2_storage_hardrock,2045,cost_cap,18453.67785
h2_storage_hardrock,2046,cost_cap,17428.47353
h2_storage_hardrock,2047,cost_cap,16403.2692
h2_storage_hardrock,2048,cost_cap,15378.06488
h2_storage_hardrock,2049,cost_cap,14352.86055
h2_storage_hardrock,2050,cost_cap,13327.65623
h2_storage_hardrock,2010,fom,763.491
h2_storage_hardrock,2011,fom,763.491
h2_storage_hardrock,2012,fom,763.491
h2_storage_hardrock,2013,fom,763.491
h2_storage_hardrock,2014,fom,763.491
h2_storage_hardrock,2015,fom,763.491
h2_storage_hardrock,2016,fom,763.491
h2_storage_hardrock,2017,fom,763.491
h2_storage_hardrock,2018,fom,763.491
h2_storage_hardrock,2019,fom,763.491
h2_storage_hardrock,2020,fom,763.491
h2_storage_hardrock,2021,fom,763.491
h2_storage_hardrock,2022,fom,763.491
h2_storage_hardrock,2023,fom,763.491
h2_storage_hardrock,2024,fom,763.491
h2_storage_hardrock,2025,fom,725.31645
h2_storage_hardrock,2026,fom,706.229175
h2_storage_hardrock,2027,fom,687.1419
h2_storage_hardrock,2028,fom,668.054625
h2_storage_hardrock,2029,fom,648.96735
h2_storage_hardrock,2030,fom,629.880075
h2_storage_hardrock,2031,fom,610.7928
h2_storage_hardrock,2032,fom,591.705525
h2_storage_hardrock,2033,fom,572.61825
h2_storage_hardrock,2034,fom,553.530975
h2_storage_hardrock,2035,fom,534.4437
h2_storage_hardrock,2036,fom,515.356425
h2_storage_hardrock,2037,fom,496.26915
h2_storage_hardrock,2038,fom,477.181875
h2_storage_hardrock,2039,fom,458.0946
h2_storage_hardrock,2040,fom,439.007325
h2_storage_hardrock,2041,fom,419.92005
h2_storage_hardrock,2042,fom,400.832775
h2_storage_hardrock,2043,fom,381.7455
h2_storage_hardrock,2044,fom,362.658225
h2_storage_hardrock,2045,fom,343.57095
h2_storage_hardrock,2046,fom,324.483675
h2_storage_hardrock,2047,fom,305.3964
h2_storage_hardrock,2048,fom,286.309125
h2_storage_hardrock,2049,fom,267.22185
h2_storage_hardrock,2050,fom,248.134575
h2_storage_hardrock,2010,electric_load,0.008
h2_storage_hardrock,2011,electric_load,0.008
h2_storage_hardrock,2012,electric_load,0.008
h2_storage_hardrock,2013,electric_load,0.008
h2_storage_hardrock,2014,electric_load,0.008
h2_storage_hardrock,2015,electric_load,0.008
h2_storage_hardrock,2016,electric_load,0.008
h2_storage_hardrock,2017,electric_load,0.008
h2_storage_hardrock,2018,electric_load,0.008
h2_storage_hardrock,2019,electric_load,0.008
h2_storage_hardrock,2020,electric_load,0.008
h2_storage_hardrock,2021,electric_load,0.008
h2_storage_hardrock,2022,electric_load,0.008
h2_storage_hardrock,2023,electric_load,0.008
h2_storage_hardrock,2024,electric_load,0.008
h2_storage_hardrock,2025,electric_load,0.008
h2_storage_hardrock,2026,electric_load,0.008
h2_storage_hardrock,2027,electric_load,0.008
h2_storage_hardrock,2028,electric_load,0.008
h2_storage_hardrock,2029,electric_load,0.008
h2_storage_hardrock,2030,electric_load,0.008
h2_storage_hardrock,2031,electric_load,0.008
h2_storage_hardrock,2032,electric_load,0.008
h2_storage_hardrock,2033,electric_load,0.008
h2_storage_hardrock,2034,electric_load,0.008
h2_storage_hardrock,2035,electric_load,0.008
h2_storage_hardrock,2036,electric_load,0.008
h2_storage_hardrock,2037,electric_load,0.008
h2_storage_hardrock,2038,electric_load,0.008
h2_storage_hardrock,2039,electric_load,0.008
h2_storage_hardrock,2040,electric_load,0.008
h2_storage_hardrock,2041,electric_load,0.008
h2_storage_hardrock,2042,electric_load,0.008
h2_storage_hardrock,2043,electric_load,0.008
h2_storage_hardrock,2044,electric_load,0.008
h2_storage_hardrock,2045,electric_load,0.008
h2_storage_hardrock,2046,electric_load,0.008
h2_storage_hardrock,2047,electric_load,0.008
h2_storage_hardrock,2048,electric_load,0.008
h2_storage_hardrock,2049,electric_load,0.008
h2_storage_hardrock,2050,electric_load,0.008
h2_storage_undergroundpipe,2010,cost_cap,381265.181
h2_storage_undergroundpipe,2011,cost_cap,381265.181
h2_storage_undergroundpipe,2012,cost_cap,381265.181
h2_storage_undergroundpipe,2013,cost_cap,381265.181
h2_storage_undergroundpipe,2014,cost_cap,381265.181
h2_storage_undergroundpipe,2015,cost_cap,381265.181
h2_storage_undergroundpipe,2016,cost_cap,381265.181
h2_storage_undergroundpipe,2017,cost_cap,381265.181
h2_storage_undergroundpipe,2018,cost_cap,381265.181
h2_storage_undergroundpipe,2019,cost_cap,381265.181
h2_storage_undergroundpipe,2020,cost_cap,381265.181
h2_storage_undergroundpipe,2021,cost_cap,381265.181
h2_storage_undergroundpipe,2022,cost_cap,381265.181
h2_storage_undergroundpipe,2023,cost_cap,381265.181
h2_storage_undergroundpipe,2024,cost_cap,381265.181
h2_storage_undergroundpipe,2025,cost_cap,362201.922
h2_storage_undergroundpipe,2026,cost_cap,352670.2924
h2_storage_undergroundpipe,2027,cost_cap,343138.6629
h2_storage_undergroundpipe,2028,cost_cap,333607.0334
h2_storage_undergroundpipe,2029,cost_cap,324075.4039
h2_storage_undergroundpipe,2030,cost_cap,314543.7743
h2_storage_undergroundpipe,2031,cost_cap,305012.1448
h2_storage_undergroundpipe,2032,cost_cap,295480.5153
h2_storage_undergroundpipe,2033,cost_cap,285948.8858
h2_storage_undergroundpipe,2034,cost_cap,276417.2562
h2_storage_undergroundpipe,2035,cost_cap,266885.6267
h2_storage_undergroundpipe,2036,cost_cap,257353.9972
h2_storage_undergroundpipe,2037,cost_cap,247822.3677
h2_storage_undergroundpipe,2038,cost_cap,238290.7381
h2_storage_undergroundpipe,2039,cost_cap,228759.1086
h2_storage_undergroundpipe,2040,cost_cap,219227.4791
h2_storage_undergroundpipe,2041,cost_cap,209695.8496
h2_storage_undergroundpipe,2042,cost_cap,200164.22
h2_storage_undergroundpipe,2043,cost_cap,190632.5905
h2_storage_undergroundpipe,2044,cost_cap,181100.961
h2_storage_undergroundpipe,2045,cost_cap,171569.3315
h2_storage_undergroundpipe,2046,cost_cap,162037.7019
h2_storage_undergroundpipe,2047,cost_cap,152506.0724
h2_storage_undergroundpipe,2048,cost_cap,142974.4429
h2_storage_undergroundpipe,2049,cost_cap,133442.8134
h2_storage_undergroundpipe,2050,cost_cap,123911.1838
h2_storage_undergroundpipe,2010,fom,853.118
h2_storage_undergroundpipe,2011,fom,853.118
h2_storage_undergroundpipe,2012,fom,853.118
h2_storage_undergroundpipe,2013,fom,853.118
h2_storage_undergroundpipe,2014,fom,853.118
h2_storage_undergroundpipe,2015,fom,853.118
h2_storage_undergroundpipe,2016,fom,853.118
h2_storage_undergroundpipe,2017,fom,853.118
h2_storage_undergroundpipe,2018,fom,853.118
h2_storage_undergroundpipe,2019,fom,853.118
h2_storage_undergroundpipe,2020,fom,853.118
h2_storage_undergroundpipe,2021,fom,853.118
h2_storage_undergroundpipe,2022,fom,853.118
h2_storage_undergroundpipe,2023,fom,853.118
h2_storage_undergroundpipe,2024,fom,853.118
h2_storage_undergroundpipe,2025,fom,810.4621
h2_storage_undergroundpipe,2026,fom,789.13415
h2_storage_undergroundpipe,2027,fom,767.8062
h2_storage_undergroundpipe,2028,fom,746.47825
h2_storage_undergroundpipe,2029,fom,725.1503
h2_storage_undergroundpipe,2030,fom,703.82235
h2_storage_undergroundpipe,2031,fom,682.4944
h2_storage_undergroundpipe,2032,fom,661.16645
h2_storage_undergroundpipe,2033,fom,639.8385
h2_storage_undergroundpipe,2034,fom,618.51055
h2_storage_undergroundpipe,2035,fom,597.1826
h2_storage_undergroundpipe,2036,fom,575.85465
h2_storage_undergroundpipe,2037,fom,554.5267
h2_storage_undergroundpipe,2038,fom,533.19875
h2_storage_undergroundpipe,2039,fom,511.8708
h2_storage_undergroundpipe,2040,fom,490.54285
h2_storage_undergroundpipe,2041,fom,469.2149
h2_storage_undergroundpipe,2042,fom,447.88695
h2_storage_undergroundpipe,2043,fom,426.559
h2_storage_undergroundpipe,2044,fom,405.23105
h2_storage_undergroundpipe,2045,fom,383.9031
h2_storage_undergroundpipe,2046,fom,362.57515
h2_storage_undergroundpipe,2047,fom,341.2472
h2_storage_undergroundpipe,2048,fom,319.91925
h2_storage_undergroundpipe,2049,fom,298.5913
h2_storage_undergroundpipe,2050,fom,277.26335
h2_storage_undergroundpipe,2010,electric_load,0.008
h2_storage_undergroundpipe,2011,electric_load,0.008
h2_storage_undergroundpipe,2012,electric_load,0.008
h2_storage_undergroundpipe,2013,electric_load,0.008
h2_storage_undergroundpipe,2014,electric_load,0.008
h2_storage_undergroundpipe,2015,electric_load,0.008
h2_storage_undergroundpipe,2016,electric_load,0.008
h2_storage_undergroundpipe,2017,electric_load,0.008
h2_storage_undergroundpipe,2018,electric_load,0.008
h2_storage_undergroundpipe,2019,electric_load,0.008
h2_storage_undergroundpipe,2020,electric_load,0.008
h2_storage_undergroundpipe,2021,electric_load,0.008
h2_storage_undergroundpipe,2022,electric_load,0.008
h2_storage_undergroundpipe,2023,electric_load,0.008
h2_storage_undergroundpipe,2024,electric_load,0.008
h2_storage_undergroundpipe,2025,electric_load,0.008
h2_storage_undergroundpipe,2026,electric_load,0.008
h2_storage_undergroundpipe,2027,electric_load,0.008
h2_storage_undergroundpipe,2028,electric_load,0.008
h2_storage_undergroundpipe,2029,electric_load,0.008
h2_storage_undergroundpipe,2030,electric_load,0.008
h2_storage_undergroundpipe,2031,electric_load,0.008
h2_storage_undergroundpipe,2032,electric_load,0.008
h2_storage_undergroundpipe,2033,electric_load,0.008
h2_storage_undergroundpipe,2034,electric_load,0.008
h2_storage_undergroundpipe,2035,electric_load,0.008
h2_storage_undergroundpipe,2036,electric_load,0.008
h2_storage_undergroundpipe,2037,electric_load,0.008
h2_storage_undergroundpipe,2038,electric_load,0.008
h2_storage_undergroundpipe,2039,electric_load,0.008
h2_storage_undergroundpipe,2040,electric_load,0.008
h2_storage_undergroundpipe,2041,electric_load,0.008
h2_storage_undergroundpipe,2042,electric_load,0.008
h2_storage_undergroundpipe,2043,electric_load,0.008
h2_storage_undergroundpipe,2044,electric_load,0.008
h2_storage_undergroundpipe,2045,electric_load,0.008
h2_storage_undergroundpipe,2046,electric_load,0.008
h2_storage_undergroundpipe,2047,electric_load,0.008
h2_storage_undergroundpipe,2048,electric_load,0.008
h2_storage_undergroundpipe,2049,electric_load,0.008
