i,t,capcost,fom,vom,conversionrate
dac_gas,2020,1,1,1,1
dac_gas,2021,1,1,1,1
dac_gas,2022,1,1,1,1
dac_gas,2023,1,1,1,1
dac_gas,2024,1,1,1,1
dac_gas,2025,1,1,1,1
dac_gas,2026,1,1,1,1
dac_gas,2027,1,1,1,1
dac_gas,2028,1,1,1,1
dac_gas,2029,1,1,1,1
dac_gas,2030,1,1,1,1
dac_gas,2031,1,1,1,1
dac_gas,2032,1,1,1,1
dac_gas,2033,1,1,1,1
dac_gas,2034,1,1,1,1
dac_gas,2035,1,1,1,1
dac_gas,2036,1,1,1,1
dac_gas,2037,1,1,1,1
dac_gas,2038,1,1,1,1
dac_gas,2039,1,1,1,1
dac_gas,2040,1,1,1,1
dac_gas,2041,1,1,1,1
dac_gas,2042,1,1,1,1
dac_gas,2043,1,1,1,1
dac_gas,2044,1,1,1,1
dac_gas,2045,1,1,1,1
dac_gas,2046,1,1,1,1
dac_gas,2047,1,1,1,1
dac_gas,2048,1,1,1,1
dac_gas,2049,1,1,1,1
dac_gas,2050,1,1,1,1
