i,t,capcost,fom,vom,conversionrate
dac_gas,2020,14375160,394200,59,0.3265
dac_gas,2021,14375160,394200,59,0.3271
dac_gas,2022,14375160,394200,59,0.3276
dac_gas,2023,14375160,394200,59,0.3281
dac_gas,2024,14375160,394200,59,0.3287
dac_gas,2025,14375160,394200,59,0.3292
dac_gas,2026,14375160,394200,59,0.3298
dac_gas,2027,14375160,394200,59,0.3303
dac_gas,2028,14375160,394200,59,0.3309
dac_gas,2029,14375160,394200,59,0.3315
dac_gas,2030,14375160,394200,59,0.332
dac_gas,2031,14375160,394200,59,0.3326
dac_gas,2032,14375160,394200,59,0.3331
dac_gas,2033,14375160,394200,59,0.3337
dac_gas,2034,14375160,394200,59,0.3343
dac_gas,2035,14375160,394200,59,0.3348
dac_gas,2036,13728278,390258,51.33,0.3354
dac_gas,2037,13110505,386355,44.66,0.336
dac_gas,2038,12520533,382492,38.85,0.3365
dac_gas,2039,11957109,378667,33.8,0.3371
dac_gas,2040,11419039,374880,29.41,0.3377
dac_gas,2041,10905182,374880,29.41,0.3383
dac_gas,2042,10414449,374880,29.41,0.3388
dac_gas,2043,9945799,374880,29.41,0.3394
dac_gas,2044,9498238,374880,29.41,0.34
dac_gas,2045,9070817,374880,29.41,0.3406
dac_gas,2046,8662630,374880,29.41,0.3412
dac_gas,2047,8272812,374880,29.41,0.3418
dac_gas,2048,7900535,374880,29.41,0.3424
dac_gas,2049,7545011,374880,29.41,0.343
dac_gas,2050,7205486,374880,29.41,0.3436
