*r,rr,multiplier
p122,p57,1.759
p122,p58,1.923
p122,p59,1.51
p122,p60,1.547
p122,p61,1.531
p122,p62,1.535
p122,p63,1.761
p122,p64,1.813
p122,p65,1.806
p122,p66,1.812
p122,p67,1.804
p122,p68,1.882
p122,p69,1.991
p122,p70,1.951
p122,p71,1.954
p122,p72,2.141
p122,p73,2.036
p122,p74,1.902
p122,p75,2.031
p122,p76,2.045
p122,p77,2.026
p122,p78,2.125
p122,p79,2.162
p122,p80,2.297
p122,p81,2.102
p122,p82,2.124
p122,p83,2.349
p122,p84,2.094
p122,p85,1.869
p122,p86,1.93
p122,p87,1.993
p122,p88,2.135
p122,p89,2.156
p122,p90,2.042
p122,p91,1.997
p122,p92,2.238
p122,p93,2.29
p122,p94,2.169
p122,p95,2.245
p122,p96,2.16
p122,p97,2.292
p122,p98,2.415
p122,p99,2.522
p122,p100,2.734
p122,p101,1.971
p122,p102,1.936
p122,p103,2.69
p122,p104,2.522
p122,p105,2.724
p122,p106,2.574
p122,p107,2.188
p122,p108,2.225
p122,p109,2.433
p122,p110,2.522
p122,p111,3.098
p122,p112,2.902
p122,p113,2.788
p122,p114,2.75
p122,p115,3.123
p122,p116,3.312
p122,p117,2.839
p122,p118,2.594
p122,p119,3.048
p122,p120,2.531
p122,p121,2.635
p122,p123,3.019
p122,p124,2.292
p122,p125,3.001
p122,p126,3.737
p122,p127,2.605
p122,p128,3.542
p122,p129,2.5
p122,p130,3.231
p122,p131,3.207
p122,p132,3.809
p122,p133,3.312
p122,p134,3.137
p123,p1,1.498
p123,p2,1.495
p123,p3,1.507
p123,p4,1.493
p123,p5,1.487
p123,p6,1.501
p123,p7,1.499
p123,p8,1.503
p123,p9,1.624
p123,p10,1.546
p123,p11,1.454
p123,p12,1.516
p123,p13,1.462
p123,p14,1.516
p123,p15,1.507
p123,p16,1.547
p123,p17,1.494
p123,p18,1.489
p123,p19,1.52
p123,p20,1.511
p123,p21,1.555
p123,p22,1.567
p123,p23,1.572
p123,p24,1.608
p123,p25,1.55
p123,p26,1.561
p123,p27,1.472
p123,p28,1.478
p123,p29,1.491
p123,p30,1.434
p123,p31,1.503
p123,p32,1.603
p123,p33,1.516
p123,p34,1.528
p123,p35,1.541
p123,p36,1.619
p123,p37,1.685
p123,p38,1.76
p123,p39,1.629
p123,p40,1.734
p123,p41,1.816
p123,p42,1.727
p123,p43,1.858
p123,p44,1.771
p123,p45,1.844
p123,p46,1.972
p123,p47,1.484
p123,p48,1.519
p123,p49,1.573
p123,p50,1.648
p123,p51,1.697
p123,p52,1.582
p123,p53,1.689
p123,p54,1.739
p123,p55,1.801
p123,p56,1.75
p123,p57,1.669
p123,p58,1.844
p123,p59,1.461
p123,p60,1.493
p123,p61,1.479
p123,p62,1.482
p123,p63,1.676
p123,p64,1.739
p123,p65,1.734
p123,p66,1.728
p123,p67,1.724
p123,p68,1.842
p123,p69,1.951
p123,p70,1.911
p123,p71,1.772
p123,p72,1.916
p123,p73,1.876
p123,p74,1.862
p123,p75,1.992
p123,p76,2.007
p123,p77,1.987
p123,p78,2.088
p123,p79,2.127
p123,p80,2.267
p123,p81,2.064
p123,p82,2.249
p123,p83,2.365
p123,p84,1.902
p123,p85,1.774
p123,p86,1.844
p123,p87,1.911
p123,p88,2.059
p123,p89,2.077
p123,p90,1.988
p123,p91,1.935
p123,p92,2.167
p123,p93,2.226
p123,p94,2.119
p123,p95,2.206
p123,p96,2.1
p123,p97,2.264
p123,p98,2.448
p123,p99,2.77
p123,p100,3.295
p123,p101,1.906
p123,p102,1.876
p123,p103,2.689
p123,p104,2.506
p123,p105,2.767
p123,p106,2.623
p123,p107,2.11
p123,p108,2.152
p123,p109,2.298
p123,p110,2.505
p123,p111,3.082
p123,p112,3.029
p123,p113,2.88
p123,p114,2.832
p123,p115,3.417
p123,p116,4.171
p123,p117,2.902
p123,p118,2.663
p123,p119,3.096
p123,p120,2.79
p123,p121,3.058
p123,p122,3.019
p123,p124,2.34
p123,p125,2.719
p123,p126,2.777
p123,p127,2.483
p123,p128,3.049
p123,p129,2.44
p123,p130,2.952
p123,p131,2.926
p123,p132,2.904
p123,p133,2.975
p123,p134,2.935
p124,p1,1.534
p124,p2,1.533
p124,p3,1.546
p124,p4,1.532
p124,p5,1.523
p124,p6,1.537
p124,p7,1.54
p124,p8,1.539
p124,p9,1.651
p124,p10,1.599
p124,p11,1.505
p124,p12,1.553
p124,p13,1.535
p124,p14,1.555
p124,p15,1.548
p124,p16,1.588
p124,p17,1.537
p124,p18,1.535
p124,p19,1.569
p124,p20,1.559
p124,p21,1.601
p124,p22,1.612
p124,p23,1.619
p124,p24,1.653
p124,p25,1.591
p124,p26,1.604
p124,p27,1.537
p124,p28,1.535
p124,p29,1.563
p124,p30,1.496
p124,p31,1.565
p124,p32,1.649
p124,p33,1.63
p124,p34,1.62
p124,p35,1.59
p124,p36,1.665
p124,p37,1.727
p124,p38,1.795
p124,p39,1.673
p124,p40,1.772
p124,p41,1.845
p124,p42,1.764
p124,p43,1.882
p124,p44,1.805
p124,p45,1.87
p124,p46,1.979
p124,p47,1.553
p124,p48,1.587
p124,p49,1.636
p124,p50,1.704
p124,p51,1.746
p124,p52,1.665
p124,p53,1.74
p124,p54,1.84
p124,p55,1.952
p124,p56,1.821
p124,p57,1.747
p124,p58,1.895
p124,p59,1.525
p124,p60,1.561
p124,p61,1.545
p124,p62,1.55
p124,p63,1.749
p124,p64,1.798
p124,p65,1.792
p124,p66,1.795
p124,p67,1.788
p124,p68,1.868
p124,p69,1.962
p124,p70,1.928
p124,p71,1.93
p124,p72,2.118
p124,p73,2.033
p124,p74,1.885
p124,p75,1.996
p124,p76,2.008
p124,p77,1.992
p124,p78,2.074
p124,p79,2.105
p124,p80,2.213
p124,p81,2.055
p124,p82,2.073
p124,p83,2.292
p124,p84,1.952
p124,p85,1.844
p124,p86,1.899
p124,p87,1.954
p124,p88,2.073
p124,p89,2.087
p124,p90,1.999
p124,p91,1.959
p124,p92,2.153
p124,p93,2.195
p124,p94,2.093
p124,p95,2.142
p124,p96,2.078
p124,p97,2.168
p124,p98,2.244
p124,p99,2.321
p124,p100,2.287
p124,p101,1.936
p124,p102,1.908
p124,p103,2.508
p124,p104,2.385
p124,p105,2.538
p124,p106,2.477
p124,p107,2.113
p124,p108,2.143
p124,p109,2.314
p124,p110,2.35
p124,p111,2.764
p124,p112,2.712
p124,p113,2.637
p124,p114,2.612
p124,p115,2.79
p124,p116,3.002
p124,p117,2.608
p124,p118,2.351
p124,p119,2.448
p124,p120,2.265
p124,p121,2.293
p124,p122,2.292
p124,p123,2.34
p124,p125,1.951
p124,p126,2.467
p124,p127,2.336
p124,p128,2.645
p124,p129,2.334
p124,p130,2.783
p124,p131,2.755
p124,p132,2.676
p124,p133,2.788
p124,p134,2.798
p125,p1,1.517
p125,p2,1.515
p125,p3,1.528
p125,p4,1.514
p125,p5,1.506
p125,p6,1.52
p125,p7,1.521
p125,p8,1.522
p125,p9,1.64
p125,p10,1.585
p125,p11,1.488
p125,p12,1.536
p125,p13,1.517
p125,p14,1.537
p125,p15,1.529
p125,p16,1.57
p125,p17,1.517
p125,p18,1.514
p125,p19,1.547
p125,p20,1.537
p125,p21,1.581
p125,p22,1.593
p125,p23,1.599
p125,p24,1.635
p125,p25,1.573
p125,p26,1.585
p125,p27,1.519
p125,p28,1.516
p125,p29,1.543
p125,p30,1.475
p125,p31,1.545
p125,p32,1.63
p125,p33,1.611
p125,p34,1.6
p125,p35,1.568
p125,p36,1.647
p125,p37,1.713
p125,p38,1.787
p125,p39,1.655
p125,p40,1.761
p125,p41,1.841
p125,p42,1.753
p125,p43,1.882
p125,p44,1.797
p125,p45,1.869
p125,p46,1.992
p125,p47,1.53
p125,p48,1.566
p125,p49,1.616
p125,p50,1.688
p125,p51,1.733
p125,p52,1.647
p125,p53,1.727
p125,p54,1.835
p125,p55,1.96
p125,p56,1.815
p125,p57,1.735
p125,p58,1.897
p125,p59,1.503
p125,p60,1.539
p125,p61,1.524
p125,p62,1.528
p125,p63,1.738
p125,p64,1.791
p125,p65,1.785
p125,p66,1.788
p125,p67,1.78
p125,p68,1.866
p125,p69,1.972
p125,p70,1.933
p125,p71,1.936
p125,p72,2.151
p125,p73,2.052
p125,p74,1.886
p125,p75,2.011
p125,p76,2.025
p125,p77,2.006
p125,p78,2.101
p125,p79,2.138
p125,p80,2.267
p125,p81,2.079
p125,p82,2.1
p125,p83,2.361
p125,p84,1.961
p125,p85,1.84
p125,p86,1.901
p125,p87,1.962
p125,p88,2.099
p125,p89,2.117
p125,p90,2.013
p125,p91,1.968
p125,p92,2.195
p125,p93,2.246
p125,p94,2.127
p125,p95,2.195
p125,p96,2.114
p125,p97,2.235
p125,p98,2.347
p125,p99,2.452
p125,p100,2.556
p125,p101,1.942
p125,p102,1.91
p125,p103,2.643
p125,p104,2.483
p125,p105,2.677
p125,p106,2.591
p125,p107,2.147
p125,p108,2.183
p125,p109,2.387
p125,p110,2.459
p125,p111,3.023
p125,p112,2.928
p125,p113,2.81
p125,p114,2.77
p125,p115,3.167
p125,p116,3.347
p125,p117,2.776
p125,p118,2.505
p125,p119,2.776
p125,p120,2.587
p125,p121,2.632
p125,p122,3.001
p125,p123,2.719
p125,p124,1.951
p125,p126,3.199
p125,p127,2.507
p125,p128,3.043
p125,p129,2.451
p125,p130,3.039
p125,p131,3.013
p125,p132,3.031
p125,p133,3.078
p125,p134,3.001
p126,p1,1.52
p126,p2,1.518
p126,p3,1.531
p126,p4,1.517
p126,p5,1.509
p126,p6,1.523
p126,p7,1.524
p126,p8,1.525
p126,p9,1.642
p126,p10,1.588
p126,p11,1.491
p126,p12,1.539
p126,p13,1.52
p126,p14,1.54
p126,p15,1.532
p126,p16,1.573
p126,p17,1.521
p126,p18,1.517
p126,p19,1.551
p126,p20,1.541
p126,p21,1.585
p126,p22,1.597
p126,p23,1.603
p126,p24,1.638
p126,p25,1.576
p126,p26,1.589
p126,p27,1.522
p126,p28,1.519
p126,p29,1.547
p126,p30,1.478
p126,p31,1.548
p126,p32,1.634
p126,p33,1.615
p126,p34,1.604
p126,p35,1.572
p126,p36,1.65
p126,p37,1.716
p126,p38,1.79
p126,p39,1.659
p126,p40,1.764
p126,p41,1.844
p126,p42,1.756
p126,p43,1.884
p126,p44,1.8
p126,p45,1.871
p126,p46,1.993
p126,p47,1.534
p126,p48,1.569
p126,p49,1.62
p126,p50,1.692
p126,p51,1.736
p126,p52,1.651
p126,p53,1.731
p126,p54,1.838
p126,p55,1.936
p126,p56,1.877
p126,p57,1.747
p126,p58,1.906
p126,p59,1.507
p126,p60,1.543
p126,p61,1.527
p126,p62,1.532
p126,p63,1.75
p126,p64,1.802
p126,p65,1.795
p126,p66,1.799
p126,p67,1.791
p126,p68,1.869
p126,p69,1.973
p126,p70,1.935
p126,p71,1.938
p126,p72,2.121
p126,p73,2.017
p126,p74,1.888
p126,p75,2.011
p126,p76,2.025
p126,p77,2.006
p126,p78,2.101
p126,p79,2.137
p126,p80,2.264
p126,p81,2.079
p126,p82,2.1
p126,p83,2.314
p126,p84,2.094
p126,p85,1.852
p126,p86,1.911
p126,p87,1.971
p126,p88,2.104
p126,p89,2.122
p126,p90,2.009
p126,p91,1.966
p126,p92,2.198
p126,p93,2.246
p126,p94,2.115
p126,p95,2.175
p126,p96,2.101
p126,p97,2.209
p126,p98,2.305
p126,p99,2.397
p126,p100,2.508
p126,p101,1.941
p126,p102,1.911
p126,p103,2.63
p126,p104,2.474
p126,p105,2.664
p126,p106,2.56
p126,p107,2.306
p126,p108,2.186
p126,p109,2.381
p126,p110,2.446
p126,p111,3.005
p126,p112,2.871
p126,p113,2.764
p126,p114,2.729
p126,p115,3.062
p126,p116,3.258
p126,p117,2.744
p126,p118,2.484
p126,p119,2.965
p126,p120,2.481
p126,p121,2.576
p126,p122,3.737
p126,p123,2.777
p126,p124,2.467
p126,p125,3.199
p126,p127,2.582
p126,p128,3.63
p126,p129,2.481
p126,p130,3.252
p126,p131,3.228
p126,p132,4.025
p126,p133,3.343
p126,p134,3.149
p127,p1,1.44
p127,p2,1.435
p127,p3,1.443
p127,p4,1.432
p127,p5,1.43
p127,p6,1.443
p127,p7,1.433
p127,p8,1.444
p127,p9,1.561
p127,p10,1.506
p127,p11,1.414
p127,p12,1.454
p127,p13,1.433
p127,p14,1.45
p127,p15,1.44
p127,p16,1.469
p127,p17,1.425
p127,p18,1.416
p127,p19,1.437
p127,p20,1.431
p127,p21,1.469
p127,p22,1.476
p127,p23,1.479
p127,p24,1.507
p127,p25,1.472
p127,p26,1.478
p127,p27,1.434
p127,p28,1.429
p127,p29,1.445
p127,p30,1.388
p127,p31,1.44
p127,p32,1.5
p127,p33,1.489
p127,p34,1.48
p127,p35,1.453
p127,p36,1.512
p127,p37,1.562
p127,p38,1.616
p127,p39,1.522
p127,p40,1.599
p127,p41,1.658
p127,p42,1.597
p127,p43,1.69
p127,p44,1.624
p127,p45,1.676
p127,p46,1.767
p127,p47,1.424
p127,p48,1.451
p127,p49,1.489
p127,p50,1.544
p127,p51,1.577
p127,p52,1.512
p127,p53,1.572
p127,p54,1.651
p127,p55,1.663
p127,p56,1.628
p127,p57,1.619
p127,p58,1.572
p127,p59,1.406
p127,p60,1.431
p127,p61,1.423
p127,p62,1.423
p127,p63,1.572
p127,p64,1.624
p127,p65,1.619
p127,p66,1.562
p127,p67,1.566
p127,p68,1.675
p127,p69,1.75
p127,p70,1.724
p127,p71,1.723
p127,p72,1.762
p127,p73,1.711
p127,p74,1.693
p127,p75,1.779
p127,p76,1.789
p127,p77,1.776
p127,p78,1.843
p127,p79,1.868
p127,p80,1.957
p127,p81,1.826
p127,p82,1.839
p127,p83,1.889
p127,p84,1.815
p127,p85,1.696
p127,p86,1.621
p127,p87,1.629
p127,p88,1.741
p127,p89,2.156
p127,p90,1.628
p127,p91,1.679
p127,p92,1.92
p127,p93,1.981
p127,p94,2.166
p127,p95,2.222
p127,p96,2.159
p127,p97,2.253
p127,p98,2.33
p127,p99,2.398
p127,p100,2.458
p127,p101,2.002
p127,p102,1.968
p127,p103,2.206
p127,p104,2.102
p127,p105,2.229
p127,p106,2.125
p127,p107,1.944
p127,p108,1.954
p127,p109,2.074
p127,p110,2.418
p127,p111,2.34
p127,p112,2.262
p127,p113,2.216
p127,p114,2.22
p127,p115,2.455
p127,p116,2.33
p127,p117,2.458
p127,p118,2.437
p127,p119,2.936
p127,p120,2.447
p127,p121,2.43
p127,p122,2.605
p127,p123,2.483
p127,p124,2.336
p127,p125,2.507
p127,p126,2.582
p127,p128,3.465
p127,p129,2.409
p127,p130,3.954
p127,p131,3.938
p127,p132,3.069
p127,p133,3.775
p127,p134,3.541
p128,p1,1.597
p128,p2,1.598
p128,p3,1.616
p128,p4,1.598
p128,p5,1.585
p128,p6,1.6
p128,p7,1.61
p128,p8,1.602
p128,p9,1.713
p128,p10,1.663
p128,p11,1.566
p128,p12,1.62
p128,p13,1.603
p128,p14,1.624
p128,p15,1.62
p128,p16,1.669
p128,p17,1.612
p128,p18,1.615
p128,p19,1.657
p128,p20,1.644
p128,p21,1.69
p128,p22,1.705
p128,p23,1.715
p128,p24,1.753
p128,p25,1.672
p128,p26,1.689
p128,p27,1.606
p128,p28,1.606
p128,p29,1.643
p128,p30,1.567
p128,p31,1.649
p128,p32,1.752
p128,p33,1.727
p128,p34,1.716
p128,p35,1.682
p128,p36,1.77
p128,p37,1.843
p128,p38,1.925
p128,p39,1.777
p128,p40,1.895
p128,p41,1.982
p128,p42,1.883
p128,p43,2.023
p128,p44,1.936
p128,p45,2.013
p128,p46,2.141
p128,p47,1.639
p128,p48,1.678
p128,p49,1.737
p128,p50,1.815
p128,p51,1.865
p128,p52,1.771
p128,p53,1.86
p128,p54,1.977
p128,p55,2.073
p128,p56,2.009
p128,p57,1.868
p128,p58,2.025
p128,p59,1.604
p128,p60,1.648
p128,p61,1.627
p128,p62,1.635
p128,p63,1.916
p128,p64,1.907
p128,p65,1.896
p128,p66,1.915
p128,p67,1.902
p128,p68,2.01
p128,p69,2.122
p128,p70,2.081
p128,p71,2.085
p128,p72,2.269
p128,p73,2.16
p128,p74,2.027
p128,p75,2.162
p128,p76,2.176
p128,p77,2.156
p128,p78,2.255
p128,p79,2.292
p128,p80,2.423
p128,p81,2.234
p128,p82,2.256
p128,p83,2.466
p128,p84,2.211
p128,p85,1.984
p128,p86,2.038
p128,p87,2.099
p128,p88,2.242
p128,p89,2.267
p128,p90,2.136
p128,p91,2.096
p128,p92,2.347
p128,p93,2.395
p128,p94,2.276
p128,p95,2.36
p128,p96,2.278
p128,p97,2.409
p128,p98,2.521
p128,p99,2.606
p128,p100,2.839
p128,p101,2.072
p128,p102,2.028
p128,p103,2.78
p128,p104,2.631
p128,p105,2.807
p128,p106,2.676
p128,p107,2.405
p128,p108,2.334
p128,p109,2.518
p128,p110,2.616
p128,p111,2.648
p128,p112,2.988
p128,p113,2.886
p128,p114,2.851
p128,p115,3.183
p128,p116,3.317
p128,p117,2.868
p128,p118,2.697
p128,p119,3.216
p128,p120,2.886
p128,p121,2.935
p128,p122,3.542
p128,p123,3.049
p128,p124,2.645
p128,p125,3.043
p128,p126,3.63
p128,p127,3.465
p128,p129,2.977
p128,p130,3.594
p128,p131,3.69
p128,p132,4.127
p128,p133,3.963
p128,p134,3.44
p129,p1,1.474
p129,p2,1.471
p129,p3,1.48
p129,p4,1.468
p129,p5,1.464
p129,p6,1.477
p129,p7,1.472
p129,p8,1.478
p129,p9,1.59
p129,p10,1.537
p129,p11,1.448
p129,p12,1.489
p129,p13,1.47
p129,p14,1.487
p129,p15,1.479
p129,p16,1.511
p129,p17,1.466
p129,p18,1.46
p129,p19,1.485
p129,p20,1.478
p129,p21,1.514
p129,p22,1.523
p129,p23,1.527
p129,p24,1.555
p129,p25,1.513
p129,p26,1.522
p129,p27,1.471
p129,p28,1.467
p129,p29,1.487
p129,p30,1.429
p129,p31,1.485
p129,p32,1.55
p129,p33,1.537
p129,p34,1.528
p129,p35,1.501
p129,p36,1.562
p129,p37,1.613
p129,p38,1.667
p129,p39,1.571
p129,p40,1.649
p129,p41,1.708
p129,p42,1.646
p129,p43,1.739
p129,p44,1.675
p129,p45,1.726
p129,p46,1.814
p129,p47,1.471
p129,p48,1.499
p129,p49,1.539
p129,p50,1.595
p129,p51,1.628
p129,p52,1.562
p129,p53,1.623
p129,p54,1.702
p129,p55,1.713
p129,p56,1.678
p129,p57,1.664
p129,p58,1.618
p129,p59,1.451
p129,p60,1.478
p129,p61,1.468
p129,p62,1.469
p129,p63,1.617
p129,p64,1.663
p129,p65,1.657
p129,p66,1.607
p129,p67,1.609
p129,p68,1.725
p129,p69,1.798
p129,p70,1.772
p129,p71,1.772
p129,p72,1.81
p129,p73,1.761
p129,p74,1.742
p129,p75,1.826
p129,p76,1.835
p129,p77,1.823
p129,p78,1.886
p129,p79,1.909
p129,p80,1.991
p129,p81,1.87
p129,p82,1.883
p129,p83,1.929
p129,p84,1.856
p129,p85,1.742
p129,p86,1.669
p129,p87,1.676
p129,p88,1.783
p129,p89,1.91
p129,p90,1.67
p129,p91,1.717
p129,p92,1.951
p129,p93,2.008
p129,p94,2.187
p129,p95,2.238
p129,p96,2.183
p129,p97,2.265
p129,p98,2.33
p129,p99,2.385
p129,p100,2.422
p129,p101,2.035
p129,p102,2.0
p129,p103,2.209
p129,p104,2.119
p129,p105,2.228
p129,p106,2.139
p129,p107,1.977
p129,p108,1.985
p129,p109,2.093
p129,p110,2.403
p129,p111,2.317
p129,p112,2.256
p129,p113,2.217
p129,p114,2.221
p129,p115,2.412
p129,p116,2.314
p129,p117,2.425
p129,p118,2.414
p129,p119,2.568
p129,p120,2.41
p129,p121,2.399
p129,p122,2.5
p129,p123,2.44
p129,p124,2.334
p129,p125,2.451
p129,p126,2.481
p129,p127,2.409
p129,p128,2.977
p129,p130,3.636
p129,p131,3.577
p129,p132,2.677
p129,p133,2.99
p129,p134,3.609
p130,p1,1.559
p130,p2,1.559
p130,p3,1.573
p130,p4,1.558
p130,p5,1.548
p130,p6,1.562
p130,p7,1.567
p130,p8,1.564
p130,p9,1.672
p130,p10,1.622
p130,p11,1.53
p130,p12,1.579
p130,p13,1.562
p130,p14,1.581
p130,p15,1.576
p130,p16,1.618
p130,p17,1.567
p130,p18,1.566
p130,p19,1.602
p130,p20,1.591
p130,p21,1.632
p130,p22,1.645
p130,p23,1.652
p130,p24,1.685
p130,p25,1.621
p130,p26,1.634
p130,p27,1.564
p130,p28,1.563
p130,p29,1.593
p130,p30,1.525
p130,p31,1.597
p130,p32,1.683
p130,p33,1.663
p130,p34,1.653
p130,p35,1.623
p130,p36,1.698
p130,p37,1.76
p130,p38,1.828
p130,p39,1.706
p130,p40,1.804
p130,p41,1.876
p130,p42,1.796
p130,p43,1.912
p130,p44,1.838
p130,p45,1.901
p130,p46,2.006
p130,p47,1.585
p130,p48,1.62
p130,p49,1.67
p130,p50,1.737
p130,p51,1.779
p130,p52,1.699
p130,p53,1.774
p130,p54,1.871
p130,p55,1.881
p130,p56,1.836
p130,p57,1.808
p130,p58,1.753
p130,p59,1.557
p130,p60,1.594
p130,p61,1.577
p130,p62,1.582
p130,p63,1.75
p130,p64,1.787
p130,p65,1.776
p130,p66,1.739
p130,p67,1.735
p130,p68,1.899
p130,p69,1.989
p130,p70,1.957
p130,p71,1.959
p130,p72,2.005
p130,p73,1.942
p130,p74,1.915
p130,p75,2.022
p130,p76,2.033
p130,p77,2.017
p130,p78,2.096
p130,p79,2.125
p130,p80,2.225
p130,p81,2.078
p130,p82,2.095
p130,p83,2.152
p130,p84,2.045
p130,p85,1.907
p130,p86,1.818
p130,p87,1.827
p130,p88,1.948
p130,p89,2.383
p130,p90,1.805
p130,p91,1.851
p130,p92,2.144
p130,p93,2.215
p130,p94,2.413
p130,p95,2.502
p130,p96,2.425
p130,p97,2.553
p130,p98,2.657
p130,p99,2.725
p130,p100,2.929
p130,p101,2.202
p130,p102,2.148
p130,p103,2.492
p130,p104,2.382
p130,p105,2.503
p130,p106,2.388
p130,p107,2.191
p130,p108,2.199
p130,p109,2.316
p130,p110,2.702
p130,p111,2.673
p130,p112,2.549
p130,p113,2.49
p130,p114,2.479
p130,p115,2.748
p130,p116,2.594
p130,p117,2.676
p130,p118,2.78
p130,p119,3.037
p130,p120,2.986
p130,p121,2.946
p130,p122,3.231
p130,p123,2.951
p130,p124,2.783
p130,p125,3.039
p130,p126,3.252
p130,p127,3.954
p130,p128,3.593
p130,p129,3.636
p130,p131,3.501
p130,p132,3.339
p130,p133,3.509
p130,p134,3.228
p131,p1,1.57
p131,p2,1.57
p131,p3,1.585
p131,p4,1.57
p131,p5,1.559
p131,p6,1.573
p131,p7,1.58
p131,p8,1.575
p131,p9,1.682
p131,p10,1.633
p131,p11,1.541
p131,p12,1.59
p131,p13,1.574
p131,p14,1.594
p131,p15,1.589
p131,p16,1.631
p131,p17,1.58
p131,p18,1.58
p131,p19,1.617
p131,p20,1.606
p131,p21,1.647
p131,p22,1.66
p131,p23,1.668
p131,p24,1.702
p131,p25,1.634
p131,p26,1.648
p131,p27,1.576
p131,p28,1.575
p131,p29,1.607
p131,p30,1.538
p131,p31,1.611
p131,p32,1.699
p131,p33,1.679
p131,p34,1.669
p131,p35,1.638
p131,p36,1.715
p131,p37,1.778
p131,p38,1.847
p131,p39,1.722
p131,p40,1.823
p131,p41,1.895
p131,p42,1.814
p131,p43,1.931
p131,p44,1.857
p131,p45,1.92
p131,p46,2.026
p131,p47,1.6
p131,p48,1.635
p131,p49,1.686
p131,p50,1.755
p131,p51,1.797
p131,p52,1.716
p131,p53,1.792
p131,p54,1.891
p131,p55,1.901
p131,p56,1.854
p131,p57,1.824
p131,p58,1.769
p131,p59,1.571
p131,p60,1.609
p131,p61,1.591
p131,p62,1.597
p131,p63,1.766
p131,p64,1.802
p131,p65,1.791
p131,p66,1.755
p131,p67,1.751
p131,p68,1.918
p131,p69,2.01
p131,p70,1.977
p131,p71,1.98
p131,p72,2.026
p131,p73,1.962
p131,p74,1.934
p131,p75,2.043
p131,p76,2.054
p131,p77,2.038
p131,p78,2.117
p131,p79,2.146
p131,p80,2.248
p131,p81,2.099
p131,p82,2.117
p131,p83,2.174
p131,p84,2.065
p131,p85,1.925
p131,p86,1.836
p131,p87,1.845
p131,p88,1.966
p131,p89,2.364
p131,p90,1.821
p131,p91,2.207
p131,p92,2.163
p131,p93,2.235
p131,p94,2.393
p131,p95,2.48
p131,p96,2.404
p131,p97,2.531
p131,p98,2.634
p131,p99,2.703
p131,p100,2.902
p131,p101,2.185
p131,p102,2.132
p131,p103,2.514
p131,p104,2.405
p131,p105,2.525
p131,p106,2.409
p131,p107,2.212
p131,p108,2.22
p131,p109,2.336
p131,p110,2.682
p131,p111,2.698
p131,p112,2.571
p131,p113,2.512
p131,p114,2.5
p131,p115,2.77
p131,p116,2.615
p131,p117,2.694
p131,p118,2.757
p131,p119,3.174
p131,p120,2.957
p131,p121,2.918
p131,p122,3.207
p131,p123,2.925
p131,p124,2.755
p131,p125,3.013
p131,p126,3.228
p131,p127,3.936
p131,p128,3.69
p131,p129,3.577
p131,p130,3.501
p131,p132,3.453
p131,p133,3.73
p131,p134,3.28
p132,p1,1.51
p132,p2,1.508
p132,p3,1.52
p132,p4,1.506
p132,p5,1.5
p132,p6,1.513
p132,p7,1.512
p132,p8,1.514
p132,p9,1.624
p132,p10,1.573
p132,p11,1.483
p132,p12,1.527
p132,p13,1.509
p132,p14,1.527
p132,p15,1.52
p132,p16,1.556
p132,p17,1.508
p132,p18,1.505
p132,p19,1.534
p132,p20,1.526
p132,p21,1.564
p132,p22,1.575
p132,p23,1.58
p132,p24,1.611
p132,p25,1.559
p132,p26,1.569
p132,p27,1.511
p132,p28,1.508
p132,p29,1.532
p132,p30,1.47
p132,p31,1.532
p132,p32,1.606
p132,p33,1.59
p132,p34,1.581
p132,p35,1.553
p132,p36,1.62
p132,p37,1.675
p132,p38,1.735
p132,p39,1.628
p132,p40,1.715
p132,p41,1.779
p132,p42,1.71
p132,p43,1.812
p132,p44,1.744
p132,p45,1.8
p132,p46,1.895
p132,p47,1.519
p132,p48,1.55
p132,p49,1.594
p132,p50,1.655
p132,p51,1.692
p132,p52,1.62
p132,p53,1.687
p132,p54,1.774
p132,p55,1.784
p132,p56,1.745
p132,p57,1.725
p132,p58,1.675
p132,p59,1.495
p132,p60,1.527
p132,p61,1.514
p132,p62,1.517
p132,p63,1.673
p132,p64,1.716
p132,p65,1.707
p132,p66,1.663
p132,p67,1.663
p132,p68,1.799
p132,p69,1.879
p132,p70,1.851
p132,p71,1.852
p132,p72,1.893
p132,p73,1.838
p132,p74,1.815
p132,p75,1.909
p132,p76,1.919
p132,p77,1.906
p132,p78,1.975
p132,p79,2.001
p132,p80,2.091
p132,p81,1.959
p132,p82,1.973
p132,p83,2.024
p132,p84,1.937
p132,p85,1.812
p132,p86,1.732
p132,p87,1.74
p132,p88,2.255
p132,p89,2.28
p132,p90,2.159
p132,p91,2.12
p132,p92,2.359
p132,p93,2.406
p132,p94,2.304
p132,p95,2.39
p132,p96,2.308
p132,p97,2.441
p132,p98,2.554
p132,p99,2.637
p132,p100,2.872
p132,p101,2.096
p132,p102,2.049
p132,p103,2.33
p132,p104,2.232
p132,p105,2.346
p132,p106,2.245
p132,p107,2.068
p132,p108,2.076
p132,p109,2.188
p132,p110,2.621
p132,p111,2.47
p132,p112,2.381
p132,p113,2.334
p132,p114,2.331
p132,p115,3.213
p132,p116,3.338
p132,p117,2.863
p132,p118,2.699
p132,p119,3.27
p132,p120,2.948
p132,p121,2.891
p132,p122,3.809
p132,p123,2.904
p132,p124,2.676
