i,t,capcost,fom,vom,conversionrate
dac_gas,2020,14375160.0,394200,59,0.3265
dac_gas,2021,14375160.0,394200,59,0.3268
dac_gas,2022,14375160.0,394200,59,0.3271
dac_gas,2023,14375160.0,394200,59,0.3273
dac_gas,2024,14375160.0,394200,59,0.3276
dac_gas,2025,14375160.0,394200,59,0.3279
dac_gas,2026,14375160.0,394200,59,0.3282
dac_gas,2027,14375160.0,394200,59,0.3284
dac_gas,2028,14375160.0,394200,59,0.3287
dac_gas,2029,14375160.0,394200,59,0.329
dac_gas,2030,14375160.0,394200,59,0.3293
dac_gas,2031,14375160.0,394200,59,0.3295
dac_gas,2032,14375160.0,394200,59,0.3298
dac_gas,2033,14375160.0,394200,59,0.3301
dac_gas,2034,14375160.0,394200,59,0.3304
dac_gas,2035,14375160.0,394200,59,0.3307
dac_gas,2036,14102032.0,392229,55.7,0.3309
dac_gas,2037,13834093.0,390268,52.58,0.3312
dac_gas,2038,13571246.0,388317,49.63,0.3315
dac_gas,2039,13313392.0,386375,46.85,0.3318
dac_gas,2040,13060437.0,384443,44.23,0.3321
dac_gas,2041,12812289.0,384443,44.23,0.3323
dac_gas,2042,12568856.0,384443,44.23,0.3326
dac_gas,2043,12330047.0,384443,44.23,0.3329
dac_gas,2044,12095777.0,384443,44.23,0.3332
dac_gas,2045,11865957.0,384443,44.23,0.3335
dac_gas,2046,11640504.0,384443,44.23,0.3338
dac_gas,2047,11419334.0,384443,44.23,0.334
dac_gas,2048,11202367.0,384443,44.23,0.3343
dac_gas,2049,10989522.0,384443,44.23,0.3346
dac_gas,2050,10780721.0,384443,44.23,0.3349
