year,sales_res,cust_res,sales_com,cust_com,sales_ind,cust_ind,sales,cust,cust_norm,rev_res,rev_com,rev_ind,rev,avg_retail_rate
2000,1187712185.0,111127410.0,1045750537.0,14253420.0,1056139204.0,538992.0,3398258169.0,126887799.0,1.0,97531253.0,77458367.0,48618390.0,230730848.0,0.06789679786686036
2001,1196890535.0,114323388.0,1078004001.0,14775626.0,991317280.0,569848.0,3379291385.0,130689180.0,1.0299586014570243,102470891.0,85042424.0,49768223.0,245393890.0,0.07261696670765194
2002,1260349272.0,116006547.0,1099090438.0,15241448.0,985379375.0,599259.0,3450108884.0,132904406.0,1.0474167496592797,106147649.0,86443590.0,47837205.0,247513802.0,0.07174086683114665
2003,1270757283.0,116645582.0,1190012874.0,16446175.0,990684400.0,710311.0,3458264285.0,133803195.0,1.0545000863321776,110500961.0,95287222.0,50415183.0,256716961.0,0.07423289252747206
2004,1286708470.0,118123158.0,1222454831.0,16500492.0,1006933506.0,745698.0,3523320449.0,135370373.0,1.0668509822603196,114746546.0,99549662.0,52544881.0,267359905.0,0.0758829373796763
2005,1354001390.0,120109043.0,1268218435.0,16766948.0,1003597918.0,731931.0,3633324064.0,137608440.0,1.0844891398896437,127463516.0,109490241.0,57063016.0,294660013.0,0.0810992930467102
2006,1346209558.0,121806133.0,1291956278.0,17065278.0,995248069.0,757407.0,3640771448.0,139629609.0,1.1004179290713365,139523331.0,121658055.0,60769944.0,322653355.0,0.08862224932500075
2007,1386918799.0,123275477.0,1328692871.0,17268961.0,1009860326.0,791679.0,3733644591.0,141336867.0,1.1138727924502811,147200286.0,127679134.0,63953661.0,339625550.0,0.0909635455979586
2008,1375446697.0,124359345.0,1329780950.0,17473629.0,1004367538.0,772785.0,3717248396.0,142606485.0,1.1238786244530887,154141293.99999988,135606397.70000014,69049407.7,359616856.6000001,0.09674275654728134
2009,1359585487.0,124526241.0,1300623175.0,17454016.0,912422127.0,755482.0,3580398778.0,142736443.0,1.1249028206407774,155941197.29999995,131595536.29999995,61829798.3,350194883.4000004,0.09780890484931352
2010,1440625687.0,125031411.0,1324015103.0,17566015.0,966224619.0,745711.0,3738577821.0,143343376.0,1.129686046488993,165597629.0000001,134289321.69999987,64778791.80000005,365480088.6999997,0.09775912290685995
2011,1417737928.0,125451686.0,1321834898.0,17529516.0,986320077.0,725972.0,3733564987.0,143707266.0,1.1325538557099568,165322257.99999985,134405351.80000007,66355855.40000001,366886208.2999997,0.0982669940331749
2012,1369614304.0,126137090.0,1319665887.0,17619971.0,973730561.0,730347.0,3670330780.0,144487491.0,1.1387027920627735,161870978.89999992,132236513.19999996,64139509.39999995,358994421.59999985,0.09780982781066938
2013,1390099310.0,127077492.0,1330983378.0,17569913.0,980388716.0,829782.0,3709096445.0,145477262.0,1.146503155910207,167784577.5999997,135634521.49999997,66639462.69999992,370863354.10000056,0.09998751976372525
2014,1402580927.0,127973810.0,1346194847.0,17742299.0,992526674.0,837209.0,3749060003.0,146553397.0,1.154984152574039,174829867.19999978,143685599.99999997,69526820.00000006,388852781.39999884,0.10372007412227029
2015,1399410979.0,129101097.0,1354813574.0,17874417.0,981460649.0,833497.0,3743321834.0,147809089.0,1.164880234071993,176436457.20000005,143444823.39999947,67117486.60000004,387769277.10000014,0.10358961753647607
2016,1406440034.0,130354559.0,1361348605.0,18034713.0,971607490.0,835915.0,3746893039.0,149225273.0,1.176041149551345,175951983.4999999,141396256.1000005,65086930.699999996,383156898.9999996,0.10225989773710206
2017,1373957714.0,131861098.0,1347101172.0,18244719.0,979264495.0,838173.0,3707845974.0,150944076.0,1.1895869988256318,176447074.00000006,142905946.40000007,66630510.79999995,386711986.89999884,0.10429559092035759
2018,1464407455.0,133169529.0,1376075778.0,18491775.0,995727596.0,838120.0,3843875633.0,152499507.0,1.2018453169007999,187719515.7000001,146026744.30000016,68049280.99999997,402539149.60000056,0.10472220956998911
2019,1435600927.0,134521974.0,1355179843.0,18579282.0,997465851.0,952273.0,3795878771.0,154053612.0,1.2140931847986425,186109302.80000022,143863551.29999933,67136538.9,397846845.20000094,0.10481020843961009
2020,1472082043.0,137266015.0,1279788398.0,18744510.0,959020565.0,990117.0,3718231817.0,157000731.0,1.2373193659068829,192510529.7000001,135005807.9000001,63337989.70000005,391780986.40000033,0.10536755255784536
