t,state,end_use_load
1962,RI,2211194
1962,SC,13366524
1962,SD,1772282
1962,TN,40590280
1962,TX,42849587
1962,UT,3929252
1962,VA,13826667
1962,VT,1029196
1962,WA,28076570
1962,WI,14021806
1962,WV,9813978
1962,WY,1189814
1963,AK,483269
1963,AL,19264891
1963,AR,7027733
1963,AZ,7863273
1963,CA,69529864
1963,CO,6060477
1963,CT,9043011
1963,DC,3104747
1963,DE,2158811
1963,FL,22936112
1963,GA,14996902
1963,HI,2079548
1963,IA,9888695
1963,ID,6789322
1963,IL,41410910
1963,IN,21543499
1963,KS,8893559
1963,KY,28140003
1963,LA,13187035
1963,MA,14544243
1963,MD,10987120
1963,ME,3229651
1963,MI,33454711
1963,MN,11043781
1963,MO,14105278
1963,MS,7429491
1963,MT,5100904
1963,NC,21237220
1963,ND,1398895
1963,NE,5221060
1963,NH,1937730
1963,NJ,21963593
1963,NM,4226823
1963,NV,3240820
1963,NY,58106758
1963,OH,63855254
1963,OK,9081177
1963,OR,15704054
1963,PA,45792884
1963,RI,2319874
1963,SC,14265558
1963,SD,1888103
1963,TN,42648588
1963,TX,47971745
1963,UT,4206529
1963,VA,15142543
1963,VT,1105195
1963,WA,30244317
1963,WI,14974983
1963,WV,10375944
1963,WY,1406621
1964,AK,534575
1964,AL,21217752
1964,AR,8055010
1964,AZ,8380590
1964,CA,76988428
1964,CO,6599054
1964,CT,9766381
1964,DC,3418660
1964,DE,2400591
1964,FL,25503022
1964,GA,16383408
1964,HI,2285878
1964,IA,10736436
1964,ID,7297246
1964,IL,44779143
1964,IN,23153082
1964,KS,9483926
1964,KY,27670865
1964,LA,14400976
1964,MA,15455502
1964,MD,12176381
1964,ME,3424421
1964,MI,36235718
1964,MN,11907363
1964,MO,15194373
1964,MS,8259512
1964,MT,5540895
1964,NC,24024803
1964,ND,1486213
1964,NE,5571348
1964,NH,2081965
1964,NJ,23777478
1964,NM,4566197
1964,NV,3652945
1964,NY,61528228
1964,OH,65869942
1964,OK,9760231
1964,OR,17827925
1964,PA,49816384
1964,RI,2478604
1964,SC,15232182
1964,SD,1982370
1964,TN,43818548
1964,TX,52008664
1964,UT,4279217
1964,VA,16624553
1964,VT,1199166
1964,WA,32590008
1964,WI,16003585
1964,WV,11087431
1964,WY,1541839
1965,AK,617632
1965,AL,23229606
1965,AR,9050600
1965,AZ,8605015
1965,CA,82686786
1965,CO,6938266
1965,CT,10546835
1965,DC,3773050
1965,DE,2637373
1965,FL,28100175
1965,GA,18397943
1965,HI,2452428
1965,IA,11559896
1965,ID,7408017
1965,IL,48242733
1965,IN,25254464
1965,KS,9750227
1965,KY,26821106
1965,LA,15963610
1965,MA,16719077
1965,MD,13394175
1965,ME,3758054
1965,MI,39783514
1965,MN,12765801
1965,MO,16322325
1965,MS,9191031
1965,MT,6080364
1965,NC,24668181
1965,ND,1596110
1965,NE,6022341
1965,NH,2237421
1965,NJ,25878271
1965,NM,3773311
1965,NV,3563010
1965,NY,65800324
1965,OH,66701874
1965,OK,10593983
1965,OR,18893011
1965,PA,53530194
1965,RI,2691366
1965,SC,14352523
1965,SD,2073935
1965,TN,44769224
1965,TX,57237386
1965,UT,3775698
1965,VA,18582502
1965,VT,1333245
1965,WA,34099015
1965,WI,17275925
1965,WV,11969668
1965,WY,2320692
1966,AK,693265
1966,AL,24742292
1966,AR,9814882
1966,AZ,9570191
1966,CA,90913238
1966,CO,7646294
1966,CT,11661708
1966,DC,4065077
1966,DE,3061716
1966,FL,31831781
1966,GA,20637001
1966,HI,2641605
1966,IA,11293523
1966,ID,8024690
1966,IL,53052989
1966,IN,28003187
1966,KS,10502447
1966,KY,26814988
1966,LA,18233233
1966,MA,18072909
1966,MD,15088380
1966,ME,3935999
1966,MI,43731035
1966,MN,14137368
1966,MO,19242186
1966,MS,10075622
1966,MT,6904028
1966,NC,27105060
1966,ND,2096581
1966,NE,6097877
1966,NH,2399506
1966,NJ,28419806
1966,NM,4141841
1966,NV,4342954
1966,NY,70047981
1966,OH,68659630
1966,OK,11599265
1966,OR,20139057
1966,PA,57903325
1966,RI,2892048
1966,SC,15169631
1966,SD,2200949
1966,TN,47366339
1966,TX,63530741
1966,UT,4103285
1966,VA,20601221
1966,VT,1501118
1966,WA,36475836
1966,WI,18694891
1966,WV,12631984
1966,WY,2632040
1967,AK,742306
1967,AL,26427404
1967,AR,10518445
1967,AZ,10023737
1967,CA,96983484
1967,CO,8208679
1967,CT,12635914
1967,DC,4265659
1967,DE,3301610
1967,FL,34968894
1967,GA,22236725
1967,HI,2720252
1967,IA,12033845
1967,ID,8885121
1967,IL,55728656
1967,IN,30056494
1967,KS,10809753
1967,KY,26732303
1967,LA,20650948
1967,MA,19561084
1967,MD,16468024
1967,ME,4004140
1967,MI,45625876
1967,MN,15426991
1967,MO,20328650
1967,MS,10897521
1967,MT,6612093
1967,NC,29898720
1967,ND,2198262
1967,NE,6101953
1967,NH,2681501
1967,NJ,30089959
1967,NM,4425578
1967,NV,4646833
1967,NY,73629438
1967,OH,71943428
1967,OK,12140059
1967,OR,21454690
1967,PA,60562048
1967,RI,3078294
1967,SC,16222416
1967,SD,2267857
1967,TN,47612797
1967,TX,69787725
1967,UT,4153369
1967,VA,22372475
1967,VT,1872475
1967,WA,39444814
1967,WI,19873973
1967,WV,12867670
1967,WY,3036324
1968,AK,838977
1968,AL,29657493
1968,AR,11578308
1968,AZ,10737252
1968,CA,104615459
1968,CO,9039350
1968,CT,13817371
1968,DC,4637279
1968,DE,4014299
1968,FL,39715422
1968,GA,25609757
1968,HI,3132081
1968,IA,13197301
1968,ID,9863484
1968,IL,61206358
1968,IN,33095507
1968,KS,11912570
1968,KY,29735159
1968,LA,24014581
1968,MA,21250915
1968,MD,18321823
1968,ME,4459407
1968,MI,50027198
1968,MN,17386414
1968,MO,22331471
1968,MS,12300928
1968,MT,7433147
1968,NC,33749162
1968,ND,2389225
1968,NE,7391422
1968,NH,3028745
1968,NJ,32601069
1968,NM,4771017
1968,NV,4749775
1968,NY,77492342
1968,OH,77272683
1968,OK,13490856
1968,OR,22850381
1968,PA,66167918
1968,RI,3412938
1968,SC,18148322
1968,SD,2431288
1968,TN,48083103
1968,TX,77666687
1968,UT,4430232
1968,VA,25493740
1968,VT,2059077
1968,WA,42175079
1968,WI,21634891
1968,WV,14190093
1968,WY,3261661
1969,AK,938097
1969,AL,33000776
1969,AR,12624314
1969,AZ,12447040
1969,CA,111467762
1969,CO,9892026
1969,CT,15068066
1969,DC,5011981
1969,DE,4348134
1969,FL,44851172
1969,GA,28590237
1969,HI,3445770
1969,IA,14360106
1969,ID,10211025
1969,IL,66342325
1969,IN,36499862
1969,KS,12937157
1969,KY,30442152
1969,LA,26980661
1969,MA,22924550
1969,MD,20238098
1969,ME,4805851
1969,MI,53957466
1969,MN,19187318
1969,MO,24204350
1969,MS,13497652
1969,MT,8780995
1969,NC,37294223
1969,ND,2569319
1969,NE,8915483
1969,NH,3310857
1969,NJ,35636828
1969,NM,5207773
1969,NV,5398883
1969,NY,83590370
1969,OH,82224626
1969,OK,15169143
1969,OR,24592350
1969,PA,71744665
1969,RI,3686411
1969,SC,19924045
1969,SD,2591239
1969,TN,50441352
1969,TX,88896215
1969,UT,4932881
1969,VA,28445983
1969,VT,2345533
1969,WA,47646633
1969,WI,23323273
1969,WV,15308447
1969,WY,3581771
1970,AK,1106204
1970,AL,34712930
1970,AR,13443631
1970,AZ,13768970
1970,CA,118645442
1970,CO,10787171
1970,CT,16138851
1970,DC,5392399
1970,DE,4584883
1970,FL,50218551
1970,GA,31500453
1970,HI,3776172
1970,IA,15472591
1970,ID,10493667
1970,IL,70881081
1970,IN,37960174
1970,KS,13863645
1970,KY,31037709
1970,LA,29401348
1970,MA,24639164
1970,MD,22505859
1970,ME,5068113
1970,MI,55292111
1970,MN,20715021
1970,MO,25778769
1970,MS,15000269
1970,MT,8750111
1970,NC,40456307
1970,ND,2815402
1970,NE,9757018
1970,NH,3627388
1970,NJ,38184486
1970,NM,5602553
1970,NV,5693421
1970,NY,87800179
1970,OH,85220328
1970,OK,16595789
1970,OR,25647516
1970,PA,75619561
1970,RI,3927495
1970,SC,21693536
1970,SD,2803021
1970,TN,52069664
1970,TX,95734651
1970,UT,5225311
1970,VA,29816338
1970,VT,2611876
1970,WA,47609225
1970,WI,24574612
1970,WV,15122480
1970,WY,3156454
1971,AK,1298943
1971,AL,35803245
1971,AR,14265438
1971,AZ,15231477
1971,CA,125835185
1971,CO,11711707
1971,CT,16930539
1971,DC,5575167
1971,DE,4687010
1971,FL,55265036
1971,GA,33591239
1971,HI,4187423
1971,IA,16422096
1971,ID,10972586
1971,IL,74595581
1971,IN,40145346
1971,KS,14421983
1971,KY,33310096
1971,LA,31791332
1971,MA,26383160
1971,MD,24169636
1971,ME,5317417
1971,MI,59238748
1971,MN,21660140
1971,MO,27158890
1971,MS,16177819
1971,MT,8889986
1971,NC,43567761
1971,ND,2988133
1971,NE,10271896
1971,NH,3996901
1971,NJ,39990254
1971,NM,6126430
1971,NV,6055610
1971,NY,90283798
1971,OH,89124352
1971,OK,17760457
1971,OR,27255775
1971,PA,78609321
1971,RI,4233610
1971,SC,23391421
1971,SD,2943439
1971,TN,51732931
1971,TX,103617484
1971,UT,5550343
1971,VA,31462110
1971,VT,2892893
1971,WA,48117411
1971,WI,25845872
1971,WV,15373037
1971,WY,3311813
1972,AK,1348757
1972,AL,39400039
1972,AR,15647343
1972,AZ,17393456
1972,CA,135301330
1972,CO,12885805
1972,CT,18240422
1972,DC,5727197
1972,DE,5065525
1972,FL,61449357
1972,GA,36214363
1972,HI,4586698
1972,IA,17812580
1972,ID,11919253
1972,IL,80254417
1972,IN,43522415
1972,KS,15369704
1972,KY,37965210
1972,LA,35903064
1972,MA,28380871
1972,MD,25266269
1972,ME,5826648
1972,MI,63761469
1972,MN,23349691
1972,MO,28704550
1972,MS,17626982
1972,MT,8937135
1972,NC,46542371
1972,ND,3344398
1972,NE,9928788
1972,NH,4443804
1972,NJ,42350472
1972,NM,6627133
1972,NV,6736574
1972,NY,93827717
1972,OH,98028530
1972,OK,20473900
1972,OR,27873193
1972,PA,83730732
1972,RI,4524380
1972,SC,27231595
1972,SD,3169669
1972,TN,55524825
1972,TX,115569972
1972,UT,6092264
1972,VA,33938370
1972,VT,3197487
1972,WA,56560341
1972,WI,27893501
1972,WV,16122941
1972,WY,3567184
1973,AK,1502366
1973,AL,42711218
1973,AR,16870919
1973,AZ,19124959
1973,CA,140045839
1973,CO,14006992
1973,CT,19422594
1973,DC,6126390
1973,DE,5436778
1973,FL,69491347
1973,GA,39807998
1973,HI,4893093
1973,IA,19086456
1973,ID,11986380
1973,IL,86741116
1973,IN,47649645
1973,KS,16465443
1973,KY,40214307
1973,LA,38453307
1973,MA,30616777
1973,MD,27739143
1973,ME,6132217
1973,MI,68716162
1973,MN,24639832
1973,MO,30429178
1973,MS,19238137
1973,MT,8217262
1973,NC,51551927
1973,ND,3655938
1973,NE,10702857
1973,NH,4820161
1973,NJ,45500301
1973,NM,7062520
1973,NV,7439493
1973,NY,99995566
1973,OH,107347384
1973,OK,21712753
1973,OR,29495006
1973,PA,90038065
1973,RI,4855560
1973,SC,29890314
1973,SD,3295242
1973,TN,62128663
1973,TX,122522499
1973,UT,6906426
1973,VA,37602734
1973,VT,3283589
1973,WA,56354245
1973,WI,29807361
1973,WV,17247272
1973,WY,3927050
1974,AK,1615469
1974,AL,43220834
1974,AR,16917401
1974,AZ,20282921
1974,CA,131443033
1974,CO,14920840
1974,CT,18859059
1974,DC,5534803
1974,DE,5282846
1974,FL,69015781
1974,GA,39551575
1974,HI,5144341
1974,IA,19486854
1974,ID,12921706
1974,IL,85959266
1974,IN,48302202
1974,KS,16685475
1974,KY,40015501
1974,LA,39163775
1974,MA,29524563
1974,MD,26861066
1974,ME,6414803
1974,MI,65868124
1974,MN,24555241
1974,MO,30306390
1974,MS,18979527
1974,MT,9171129
1974,NC,51056577
1974,ND,3783733
1974,NE,10950918
1974,NH,4808483
1974,NJ,44141752
1974,NM,7070969
1974,NV,7721393
1974,NY,96479989
1974,OH,106461845
1974,OK,22833429
1974,OR,30638022
1974,PA,89416311
1974,RI,4584036
1974,SC,29597886
1974,SD,3426107
1974,TN,61936169
1974,TX,125929908
1974,UT,7200115
1974,VA,37571440
1974,VT,3184064
1974,WA,59192388
1974,WI,29983742
1974,WV,17748709
1974,WY,4201216
1975,AK,2039466
1975,AL,40375425
1975,AR,18127707
1975,AZ,21167698
1975,CA,148421180
1975,CO,15824953
1975,CT,18498816
1975,DC,5796142
1975,DE,5148984
1975,FL,70954163
1975,GA,41548807
1975,HI,5309775
1975,IA,20085316
1975,ID,12512798
1975,IL,85055601
1975,IN,52121491
1975,KS,17523156
1975,KY,47080520
1975,LA,36120881
1975,MA,29479198
1975,MD,27301593
1975,ME,6532330
1975,MI,64347553
1975,MN,26313358
1975,MO,33075195
1975,MS,18887192
1975,MT,8948107
1975,NC,51552739
1975,ND,3712369
1975,NE,11553077
1975,NH,4870286
1975,NJ,42949588
1975,NM,6660053
1975,NV,7643129
1975,NY,95841481
1975,OH,103578858
1975,OK,23265541
1975,OR,33302420
1975,PA,87735970
1975,RI,4451372
1975,SC,29723986
1975,SD,4056574
1975,TN,68378515
1975,TX,129487996
1975,UT,7940065
1975,VA,39321865
1975,VT,2994642
1975,WA,57003471
1975,WI,30946548
1975,WV,16938785
1975,WY,4583892
1976,AK,2240072
1976,AL,44314242
1976,AR,20575624
1976,AZ,22128216
1976,CA,156017553
1976,CO,16705585
1976,CT,19434015
1976,DC,6010610
1976,DE,5359935
1976,FL,73976521
1976,GA,44304007
1976,HI,5588020
1976,IA,21079639
1976,ID,13232183
1976,IL,88058529
1976,IN,56331227
1976,KS,18080173
1976,KY,52163364
1976,LA,39820538
1976,MA,31217803
1976,MD,29931552
1976,ME,7121221
1976,MI,69755943
1976,MN,27957744
1976,MO,34016308
1976,MS,19966222
1976,MT,9910770
1976,NC,55006155
1976,ND,3970395
1976,NE,12081310
1976,NH,5271071
1976,NJ,45007283
1976,NM,7206982
1976,NV,7742787
1976,NY,98384333
1976,OH,112256653
1976,OK,24459065
1976,OR,34973557
1976,PA,92135291
1976,RI,4828336
1976,SC,32283280
1976,SD,4305146
1976,TN,72811480
1976,TX,136544972
1976,UT,7946666
1976,VA,42688379
1976,VT,3491247
1976,WA,60999274
1976,WI,32511248
1976,WV,18135893
1976,WY,4907675
1977,AK,2477686
1977,AL,47644984
1977,AR,22996804
1977,AZ,23314993
1977,CA,158800318
1977,CO,17835805
1977,CT,19990951
1977,DC,6262755
1977,DE,5476514
1977,FL,79357249
1977,GA,47406988
1977,HI,5794580
1977,IA,22351153
1977,ID,13513895
1977,IL,92903378
1977,IN,59834083
1977,KS,18942881
1977,KY,53358880
1977,LA,44724035
1977,MA,31498390
1977,MD,31479503
1977,ME,7571265
1977,MI,72042206
1977,MN,28054409
1977,MO,36554978
1977,MS,21369168
1977,MT,10013320
1977,NC,58737336
1977,ND,4220188
1977,NE,12414500
1977,NH,5414478
1977,NJ,46212931
1977,NM,7679197
1977,NV,8031979
1977,NY,101347410
1977,OH,120178836
1977,OK,26813451
1977,OR,34287626
1977,PA,95553716
1977,RI,4829874
1977,SC,34453194
1977,SD,4435918
1977,TN,75222412
1977,TX,152992233
1977,UT,8808255
1977,VA,44513465
1977,VT,3242180
1977,WA,58788831
1977,WI,34119719
1977,WV,19074733
1977,WY,5417579
1978,AK,2581000
1978,AL,49530000
1978,AR,23994000
1978,AZ,24028000
1978,CA,162647000
1978,CO,18908000
1978,CT,20581000
1978,DC,6484355
1978,DE,5679000
1978,FL,84710000
1978,GA,49154000
1978,HI,5958000
1978,IA,23954000
1978,ID,12961000
1978,IL,97454000
1978,IN,59805000
1978,KS,20488000
1978,KY,49257000
1978,LA,48282000
1978,MA,32272000
1978,MD,32450329
1978,ME,7977000
1978,MI,73504000
1978,MN,31461000
1978,MO,39452000
1978,MS,22287000
1978,MT,10786000
1978,NC,60354000
1978,ND,4935000
1978,NE,13095000
1978,NH,5776000
1978,NJ,47945000
1978,NM,8050000
1978,NV,8896000
1978,NY,103388000
1978,OH,119257000
1978,OK,28543000
1978,OR,36004000
1978,PA,97564000
1978,RI,4953000
1978,SC,35644000
1978,SD,4752000
1978,TN,72378000
1978,TX,163821000
1978,UT,9748000
1978,VA,45903000
1978,VT,3452000
1978,WA,65340000
1978,WI,35816000
1978,WV,19513000
1978,WY,6150000
1979,AK,2484000
1979,AL,50220000
1979,AR,24717000
1979,AZ,26052000
1979,CA,169590000
1979,CO,20153000
1979,CT,21104000
1979,DC,6602000
1979,DE,5905000
1979,FL,86621000
1979,GA,48818000
1979,HI,6199000
1979,IA,24408000
1979,ID,13988000
1979,IL,97846000
1979,IN,61632000
1979,KS,20535000
1979,KY,50428000
1979,LA,50368000
1979,MA,32941000
1979,MD,33478000
1979,ME,8072000
1979,MI,73917000
1979,MN,33253000
1979,MO,40470000
1979,MS,22174000
1979,MT,11129000
1979,NC,61498000
1979,ND,5234000
1979,NE,13356000
1979,NH,5966000
1979,NJ,48551000
1979,NM,8582000
1979,NV,10340000
1979,NY,104893000
1979,OH,121514000
1979,OK,28805000
1979,OR,38273000
1979,PA,100581000
1979,RI,5071000
1979,SC,35684000
1979,SD,5067000
1979,TN,73130000
1979,TX,167736000
1979,UT,10415000
1979,VA,46764000
1979,VT,3751000
1979,WA,68551000
1979,WI,36792000
1979,WV,20725000
1979,WY,6716000
1980,AK,2577000
1980,AL,50367000
1980,AR,26499000
1980,AZ,26762000
1980,CA,167567000
1980,CO,20870000
1980,CT,21201000
1980,DC,7004000
1980,DE,5819000
1980,FL,90766000
1980,GA,51209000
1980,HI,6331000
1980,IA,24858000
1980,ID,13707000
1980,IL,96949000
1980,IN,60415000
1980,KS,21840000
1980,KY,49787000
1980,LA,52877000
1980,MA,33271000
1980,MD,34586000
1980,ME,8185000
1980,MI,69681000
1980,MN,32998000
1980,MO,42652000
1980,MS,23258000
1980,MT,10825000
1980,NC,63889000
1980,ND,5177000
1980,NE,13744000
1980,NH,5994000
1980,NJ,49585000
1980,NM,8778000
1980,NV,10408000
1980,NY,105310000
1980,OH,112111000
1980,OK,31109000
1980,OR,37848000
1980,PA,99744000
1980,RI,5131000
1980,SC,37264000
1980,SD,5084000
1980,TN,73391000
1980,TX,179430000
1980,UT,10705000
1980,VA,48369000
1980,VT,3951000
1980,WA,69658000
1980,WI,36906000
1980,WV,20831000
1980,WY,7169000
1981,AK,2915418
1981,AL,49878024
1981,AR,23295030
1981,AZ,28825784
1981,CA,170414112
1981,CO,23779157
1981,CT,22457207
1981,DC,7031229
1981,DE,5180021
1981,FL,93177211
1981,GA,52434318
1981,HI,6645579
1981,IA,26381885
1981,ID,16582745
1981,IL,95223780
1981,IN,60551174
1981,KS,22234951
1981,KY,49818629
1981,LA,57629406
1981,MA,34164079
1981,MD,35583004
1981,ME,8239449
1981,MI,69210075
1981,MN,34771153
1981,MO,42685788
1981,MS,23376770
1981,MT,10956002
1981,NC,65309417
1981,ND,5571247
1981,NE,14006059
1981,NH,6084124
1981,NJ,49634955
1981,NM,8867232
1981,NV,10313584
1981,NY,107685996
1981,OH,113154754
1981,OK,34358166
1981,OR,37645444
1981,PA,100863501
1981,RI,5037422
1981,SC,39487431
1981,SD,4959511
1981,TN,71125146
1981,TX,184778822
1981,UT,11885640
1981,VA,50747674
1981,VT,3731065
1981,WA,81047976
1981,WI,38026932
1981,WV,21869247
1981,WY,7468275
1982,AK,3261133
1982,AL,45050531
1982,AR,22277294
1982,AZ,26863175
1982,CA,165843023
1982,CO,23691904
1982,CT,22099427
1982,DC,7244862
1982,DE,5063050
1982,FL,92539128
1982,GA,52608627
1982,HI,6497234
1982,IA,26368899
1982,ID,16116998
1982,IL,92389329
1982,IN,58943254
1982,KS,21827918
1982,KY,47090485
1982,LA,56693522
1982,MA,34449919
1982,MD,34947026
1982,ME,8726616
1982,MI,65635327
1982,MN,33898044
1982,MO,41916328
1982,MS,22973707
1982,MT,10276471
1982,NC,62342895
1982,ND,5982897
1982,NE,13972062
1982,NH,6028558
1982,NJ,48751726
1982,NM,8846933
1982,NV,10568291
1982,NY,105979348
1982,OH,101930044
1982,OK,35794041
1982,OR,34791050
1982,PA,94581571
1982,RI,4900141
1982,SC,40271822
1982,SD,5131315
1982,TN,65824033
1982,TX,186124475
1982,UT,12390980
1982,VA,51171777
1982,VT,3780008
1982,WA,75548992
1982,WI,37604459
1982,WV,20756397
1982,WY,8073081
1983,AK,3482028
1983,AL,45086550
1983,AR,23197917
1983,AZ,27883403
1983,CA,165198779
1983,CO,24166977
1983,CT,23005911
1983,DC,7617783
1983,DE,5553495
1983,FL,96487653
1983,GA,54243375
1983,HI,6580936
1983,IA,27753170
1983,ID,15805762
1983,IL,97097738
1983,IN,61777851
1983,KS,22579448
1983,KY,47161130
1983,LA,55266028
1983,MA,36002063
1983,MD,36681631
1983,ME,9436608
1983,MI,69275965
1983,MN,36008127
1983,MO,45157022
1983,MS,23699038
1983,MT,9812916
1983,NC,66218093
1983,ND,5739257
1983,NE,14988894
1983,NH,6269651
1983,NJ,50923581
1983,NM,8816468
1983,NV,10464812
1983,NY,109498229
1983,OH,106819714
1983,OK,36968823
1983,OR,33729847
1983,PA,96669986
1983,RI,5156811
1983,SC,41770831
1983,SD,5424864
1983,TN,69365705
1983,TX,191183149
1983,UT,13194026
1983,VA,53543125
1983,VT,3910526
1983,WA,76349450
1983,WI,39017689
1983,WV,20711800
1983,WY,8199937
1984,AK,3664812
1984,AL,49849367
1984,AR,24590768
1984,AZ,29746744
1984,CA,179452669
1984,CO,25713212
1984,CT,23103642
1984,DC,7935998
1984,DE,6229397
1984,FL,103530535
1984,GA,60467830
1984,HI,6604996
1984,IA,25682347
1984,ID,16108768
1984,IL,98893111
1984,IN,59520126
1984,KS,23235375
1984,KY,52556471
1984,LA,61127333
1984,MA,37241756
1984,MD,38374018
1984,ME,9622703
1984,MI,73313245
1984,MN,38275292
1984,MO,45407938
1984,MS,25003003
1984,MT,13879714
1984,NC,71667427
1984,ND,6653787
1984,NE,15635888
1984,NH,6786489
1984,NJ,52586287
1984,NM,11040647
1984,NV,11064434
1984,NY,111909932
1984,OH,121316384
1984,OK,35829199
1984,OR,38067717
1984,PA,101443588
1984,RI,5373893
1984,SC,45201810
1984,SD,5547690
1984,TN,72110247
1984,TX,208255878
1984,UT,12717737
1984,VA,55590412
1984,VT,4226046
1984,WA,78081476
1984,WI,44717554
1984,WV,21102064
1984,WY,9738368
1985,AK,3988066
1985,AL,50166430
1985,AR,23832628
1985,AZ,33000796
1985,CA,184331256
1985,CO,26673692
1985,CT,23482435
1985,DC,8213805
1985,DE,6314785
1985,FL,111168494
1985,GA,63696579
1985,HI,6634618
1985,IA,25677259
1985,ID,16402113
1985,IL,99111015
1985,IN,63844455
1985,KS,23536274
1985,KY,50568109
1985,LA,60670702
1985,MA,38119098
1985,MD,39326631
1985,ME,9824287
1985,MI,74426555
1985,MN,38663904
1985,MO,46313766
1985,MS,25725703
1985,MT,13699527
1985,NC,72287154
1985,ND,6939580
1985,NE,15702378
1985,NH,7407042
1985,NJ,53831890
1985,NM,11873234
1985,NV,11427129
1985,NY,112673975
1985,OH,124275493
1985,OK,36681589
1985,OR,35946715
1985,PA,100152477
1985,RI,5429909
1985,SC,46268551
1985,SD,5650426
1985,TN,69026621
1985,TX,213125009
1985,UT,13038202
1985,VA,57680521
1985,VT,4014997
1985,WA,76342492
1985,WI,45589551
1985,WV,20847377
1985,WY,10348218
1986,AK,4029473
1986,AL,51596930
1986,AR,22931891
1986,AZ,33985077
1986,CA,185419127
1986,CO,27160985
1986,CT,24525637
1986,DC,8588270
1986,DE,6824261
1986,FL,116674919
1986,GA,68490178
1986,HI,7032170
1986,IA,26355574
1986,ID,15791068
1986,IL,101757613
1986,IN,64390702
1986,KS,23834430
1986,KY,49695596
1986,LA,59292307
1986,MA,40042234
1986,MD,41960617
1986,ME,10202983
1986,MI,76252753
1986,MN,38733742
1986,MO,48292194
1986,MS,26531968
1986,MT,13820011
1986,NC,77435595
1986,ND,6848812
1986,NE,15879797
1986,NH,7872031
1986,NJ,55992548
1986,NM,11900888
1986,NV,11654207
1986,NY,114908359
1986,OH,124238842
1986,OK,35759175
1986,OR,35066288
1986,PA,102527301
1986,RI,5657421
1986,SC,49433441
1986,SD,5673627
1986,TN,67807702
1986,TX,213269549
1986,UT,12989435
1986,VA,63265338
1986,VT,3727253
1986,WA,75371652
1986,WI,46684829
1986,WV,20602900
1986,WY,9973362
1987,AK,3942639
1987,AL,54702787
1987,AR,24196143
1987,AZ,36638915
1987,CA,192799958
1987,CO,28071025
1987,CT,25721282
1987,DC,9007311
1987,DE,7015323
1987,FL,122468495
1987,GA,71679639
1987,HI,7298178
1987,IA,27025867
1987,ID,16105675
1987,IL,104788937
1987,IN,67623980
