PCA_REG,FIPS,fracdata
p1,p53037,0.13984840725053194
p1,p53061,0.12701836209567507
p1,p53029,0.012691007007177173
p1,p53073,0.12832472413987572
p1,p53007,0.17782923009309776
p1,p53033,0.12879714722361335
p1,p53055,0.010587183533799846
p1,p53035,0.02405216296540197
p1,p53057,0.10532932467001828
p1,p53053,0.10153957558832784
p1,p53067,0.04398287543248107
p2,p53069,0.010609495315539279
p2,p53041,0.09695538076782764
p2,p53031,0.07278278533984349
p2,p53013,0.03504854264022989
p2,p53077,0.17328917846519107
p2,p53009,0.07016178486926512
p2,p53003,0.02566647907432712
p2,p53005,0.06860237070489225
p2,p53023,0.028683134906676813
p2,p53049,0.037663606766966895
p2,p53039,0.07552298084250234
p2,p53027,0.07672616618829374
p2,p53015,0.04604725102202538
p2,p53071,0.05124749615714592
p2,p53011,0.02536077556361919
p2,p53045,0.038719234730754774
p2,p53059,0.06691333664489908
p3,p53047,0.25382395407916325
p3,p53063,0.0850332333525565
p3,p53065,0.11939304576715394
p3,p53051,0.06748993078601369
p3,p53019,0.10619329111253191
p3,p53001,0.09278190902013016
p3,p53043,0.1113678120405708
p3,p53075,0.10407355836211334
p3,p53021,0.05984326547976642
p4,p53017,0.40438506309720645
p4,p53025,0.5956149369027935
p5,p41063,0.06818746470099535
p5,p41013,0.06456843082090205
p5,p41005,0.04054772211531737
p5,p41007,0.01794920869691344
p5,p41049,0.044011814826281435
p5,p41051,0.009342364117823307
p5,p41003,0.014635175376230887
p5,p41047,0.025594846735787373
p5,p41023,0.09814009660338283
p5,p41043,0.04962528632733918
p5,p41069,0.037194846478172804
p5,p41057,0.023911535363860488
p5,p41039,0.09871016910425096
p5,p41061,0.04415078182167987
p5,p41009,0.014277012617411898
p5,p41027,0.011318408509787593
p5,p41041,0.02126284574735843
p5,p41021,0.02611239298942616
p5,p41017,0.0654068530225694
p5,p41053,0.01605955727573685
p5,p41065,0.051611241349989026
p5,p41055,0.01785188281513778
p5,p41071,0.015518060812479636
p5,p41059,0.06969503122263226
p5,p41031,0.0386183424583244
p5,p41067,0.01569862809020923
p6,p41035,0.3193422430364933
p6,p41029,0.14938036122118237
p6,p41011,0.08566151056375174
p6,p41019,0.2702705247135086
p6,p41033,0.08794817848232418
p6,p41015,0.08739718198273987
p7,p41001,0.09824181696215728
p7,p41037,0.2606129340766448
p7,p41045,0.31662229301594846
p7,p41025,0.32452295594524944
p8,p06035,0.3075064426487333
p8,p06049,0.26734389092608685
p8,p06093,0.4251496664251799
p9,p06091,0.013141881384176842
p9,p06067,0.013308868477965639
p9,p06083,0.03769433461664648
p9,p06009,0.014063591938246047
p9,p06097,0.02172001424456137
p9,p06031,0.019178138734173733
p9,p06061,0.019400311102942238
p9,p06075,0.0006443767485654152
p9,p06041,0.007175376259842293
p9,p06043,0.01997598560522281
p9,p06055,0.010367912813429853
p9,p06089,0.05205708788775829
p9,p06053,0.0452469346610221
p9,p06105,0.04383439561793045
p9,p06045,0.04835036295199609
p9,p06109,0.030620982146173422
p9,p06095,0.011329751820664412
p9,p06013,0.009884262702263145
p9,p06003,0.010179923752525294
p9,p06017,0.02354698989725226
p9,p06113,0.013966655633750269
p9,p06115,0.00871383051229557
p9,p06069,0.01914614054370614
p9,p06023,0.04919441337667556
p9,p06011,0.015865078018413706
p9,p06015,0.013873080154401874
p9,p06019,0.08215165438909716
p9,p06039,0.029462917852796314
p9,p06085,0.01780092274171731
p9,p06103,0.04066145106690869
p9,p06077,0.019195583069555218
p9,p06001,0.010167775191206489
p9,p06057,0.013205191236448987
p9,p06007,0.022563226817233495
p9,p06047,0.026720378303821818
p9,p06099,0.020628284620084494
p9,p06101,0.008309717640549212
p9,p06005,0.008197881070498594
p9,p06033,0.017304539904481647
p9,p06063,0.03520054171296568
p9,p06081,0.006185183076900809
p9,p06087,0.006136927054684782
p9,p06021,0.01811642853955832
p9,p06079,0.04551071410888968
p10,p06111,0.02860497698537844
p10,p06037,0.06309475329833601
