,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p1,0.016797146,10.33332393,24.5266,61.8111,99.5344,116.1488,116.6416,123.2006,147.1411,199.0313,302.567,388.7304,442.9326,471.3758,494.5038,496.3852,508.3918,516.256,530.4582,534.7807,535.2572
p10,534.6252872,865.8653054,1685.2137,3164.7578,4731.0953,5581.8278,6331.8823,6479.9106,6735.0269,7175.9629,7820.0442,8319.8113,8717.439,9020.4959,9329.0485,9562.0754,9806.2452,10053.0848,10330.8394,10461.6472,10609.628
p100,0,0,0.4896,1.3432,3.0501,6.88,12.549,21.1144,25.6634,32.9809,47.6136,60.1467,69.2447,75.8377,80.3641,83.885,87.4887,91.7564,104.4235,113.7814,117.6139
p101,8.377123095,26.91038637,61.9208,105.4088,206.7645,409.9171,708.378,1146.0417,1818.4642,2807.9758,4255.2617,5571.541,5802.6259,6002.078,6171.4652,6284.6897,6400.216,6446.3358,6473.8128,6499.5403,8152.7732
p102,5.087078563,14.23755315,24.6964,45.9167,114.5589,214.0358,343.232,533.5316,860.6227,1343.08,2033.4929,2623.5037,2721.789,2799.4706,2858.3344,2897.3059,2940.3251,2951.7311,2958.9023,2965.7952,3724.6878
p103,0,0,12.8331,25.2223,44.811,60.1388,81.1928,121.5793,206.3884,394.953,784.9417,1226.6051,1649.7728,1990.7677,2259.0407,2448.7557,2608.8391,2763.7059,2999.2312,3233.9195,3355.8356
p104,0,0,0.9963,2.2067,3.8032,4.7415,6.1211,8.8124,13.7519,24.114,40.9811,59.7302,77.5312,92.2303,104.2259,112.5377,119.7681,127.3258,138.1061,151.2708,161.1912
p105,0,0,3.553,9.4372,43.5672,65.2622,95.842,109.848,138.1158,194.3232,304.7616,419.0607,509.7559,590.2393,654.7695,718.4972,788.5599,863.3695,961.5812,1063.5777,1129.4271
p106,0,0,1.1785,3.2785,14.2903,23.1847,36.6164,40.0392,46.8691,60.7194,89.8884,121.1454,144.3723,166.1448,184.6456,205.3459,232.6884,262.2416,294.4722,323.2026,338.2753
p107,0,0,1.5275,4.4133,19.9801,40.528,62.7705,72.622,92.2858,132.3656,211.3215,297.0416,366.9371,431.0181,500.3861,565.2805,628.5216,689.3276,763.6457,834.2179,874.5149
p108,0,0,0.1625,0.7497,5.2416,5.2416,5.2416,5.2416,5.2416,5.2416,5.2754,5.2775,5.2775,5.2775,5.2775,5.2775,5.2775,5.2847,5.4451,6.1428,6.3068
p109,0,0,0.1084,0.3978,4.2468,4.2468,4.2468,4.2468,4.2468,4.2468,4.3739,4.4353,4.4451,4.4451,4.4451,4.4451,4.4451,4.4451,5.1913,6.1307,6.3657
p11,107.3777754,132.949176,225.4458,483.6029,732.8474,915.3495,1068.3121,1084.5237,1124.5591,1180.8726,1270.5349,1342.4733,1402.1539,1444.0532,1480.7266,1511.4176,1550.3908,1592.7788,1629.0094,1646.6464,1664.3507
p110,0,0,0.0578,0.2094,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.2237,2.381,2.5657,2.7258
p111,0.030012846,18.41141759,24.207,30.1228,43.0892,54.3855,71.2365,97.7978,140.6015,208.2464,315.906,463.6665,650.9574,870.6811,1115.3819,1371.77,1635.3017,1684.3554,1736.7306,1794.0462,1843.484
p112,0,15.96889695,36.8275,45.1713,63.1481,73.5946,89.1642,113.7787,154.2407,219.9239,326.7846,477.5163,674.1117,907.9617,1164.7143,1425.8424,1681.4085,1727.6498,1785.405,1845.4416,1895.6314
