,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p1,0.016797146,10.33332393,25.1514,62.494,102.7349,146.0433,146.7544,147.7116,150.3477,153.4862,157.8997,168.1666,185.9343,211.7972,247.8881,293.4782,342.5111,399.0938,452.1725,519.3217,615.7682
p10,534.6252872,865.8653054,1686.3552,3166.0117,4730.7297,5553.7961,6156.5636,6240.1546,6341.0879,6430.2906,6531.044,6644.5316,6761.9093,6913.5043,7105.7999,7340.5811,7629.3966,8047.3402,8540.9157,8920.6332,9509.2315
p100,0,0,0.4838,1.3229,3.0696,7.0241,11.8756,17.1547,23.5765,25.4917,27.3635,29.6395,32.1619,36.0184,39.9654,44.2813,50.0276,58.4787,76.4244,95.9657,116.5641
p101,8.377123095,26.91038637,62.1913,106.4388,211.0082,417.2271,646.8842,878.173,1177.4438,1486.1412,1786.8205,2124.3615,2489.2627,2890.9062,3334.6118,3819.8053,4419.9583,5030.7098,5425.8335,6181.8363,7383.6594
p102,5.087078563,14.23755315,24.5837,45.3373,111.5876,208.9353,271.8746,319.5764,391.1637,485.576,588.6702,725.2315,901.1179,1110.7267,1349.4577,1600.9298,1911.2484,2175.1859,2343.916,2717.477,3258.0469
p103,0,0,12.7505,25.0398,44.5243,59.7477,78.2386,106.3958,151.972,215.1485,293.7667,388.7259,489.1818,591.877,691.6259,775.1001,846.4287,920.9472,1092.9469,1394.2648,1825.5504
p104,0,0,0.9733,2.1424,3.7084,4.7329,5.9553,7.8015,10.6237,14.2213,18.2936,22.5122,27.2281,32.2351,37.0562,41.9813,47.1647,52.4131,60.4589,73.6067,93.3686
p105,0,0,3.5042,9.2533,42.8118,64.514,90.1511,97.8586,109.7387,124.1253,140.8774,160.9971,183.3207,209.0971,240.5894,276.223,318.0575,373.6127,458.6418,595.9304,791.3771
p106,0,0,1.2164,3.4069,14.7135,24.1004,34.2575,35.2797,36.4957,37.8006,39.6993,42.377,46.7415,53.0013,60.6003,70.5901,82.8518,95.9866,113.8395,146.036,204.1143
p107,0,0,1.5385,4.4688,20.3124,40.5045,58.3716,63.479,71.2521,80.7301,91.9651,106.2025,123.085,144.0285,169.9356,202.1742,244.6346,298.2079,377.8379,496.1739,661.7446
p108,0,0,0.1154,0.4995,4.5004,4.5004,4.5004,4.5004,4.5004,4.5004,4.5004,4.5004,4.5004,4.5005,4.5865,4.7233,4.934,5.2268,6.5005,8.5872,11.6904
p109,0,0,0.2137,0.9383,5.7717,5.7717,5.7717,5.7717,5.7717,5.7717,5.7717,5.7717,5.7717,5.7719,6.0276,6.7079,7.6559,8.9215,11.7721,18.2409,28.8024
p11,107.3777754,132.949176,225.1191,482.8928,731.1083,910.2086,1020.723,1030.4569,1041.1852,1053.0828,1066.6992,1082.6027,1103.7829,1133.7005,1171.1295,1197.0279,1225.5768,1274.0194,1338.4365,1399.3079,1485.3636
p110,0,0,0.0614,0.2313,2.2532,2.2532,2.2532,2.2532,2.2532,2.2532,2.2532,2.2532,2.2532,2.2532,2.2532,2.2572,2.378,2.5354,2.783,3.5504,4.8858
p111,0.030012846,18.41141759,24.1801,30.3042,43.8038,56.4264,68.5483,84.5064,108.1538,142.1723,189.1053,253.0918,336.5656,441.1302,565.7295,707.5098,868.705,1056.2503,1275.5407,1517.5427,1806.6408
p112,0,15.96889695,37.0354,45.324,63.1443,73.4158,85.048,97.9812,121.4239,155.7233,203.6808,269.2732,354.5938,460.9395,586.0526,726.4135,887.4816,1071.0754,1284.6346,1526.3739,1821.0609
p113,0.00074308,3.858751976,6.0536,7.5998,11.128,14.8065,19.5369,24.4701,32.9256,43.9359,57.9681,75.9505,99.3575,128.7578,163.918,204.2722,250.2529,303.3731,366.6765,437.5709,517.6508
p114,0,5.660933492,10.7788,12.7485,17.1526,18.82,21.3506,22.8056,27.4706,34.2508,43.4764,55.9166,72.3414,93.2591,118.757,148.4881,182.8912,223.5845,274.644,336.6686,413.4128
p115,0.438228156,35.5977707,57.2241,70.0059,94.181,130.9161,161.5901,191.617,225.4192,257.481,296.4509,343.5097,394.835,452.5417,517.6257,594.2195,687.4236,790.1219,803.6653,823.429,848.2904
p116,0,0,22.7347,37.1326,51.4233,60.5545,63.6036,64.6641,68.0409,74.2269,81.7437,92.0432,105.6391,123.6841,146.123,172.5611,203.8252,240.2093,286.1448,340.5962,404.8636
p117,0,0,2.4957,3.5339,4.3622,4.3902,4.4028,4.4152,4.4328,4.4535,4.4811,4.5216,4.5841,4.7,4.954,5.4922,6.5254,8.2604,11.1456,15.8011,23.1426
p118,0,0,2.3632,4.9315,9.7038,13.4587,17.3071,21.4321,26.5037,27.8881,29.4159,31.7309,34.6291,39.2817,46.1194,56.6686,78.4647,112.3663,172.4872,253.6,355.3692
p119,0.123533323,4.106571736,9.6129,11.4197,14.109,17.2674,18.9653,19.6173,21.2747,23.2939,25.7267,29.406,34.013,39.9236,47.0533,55.3812,65.8983,78.5889,81.0199,84.0011,88.195
p12,0.408189973,14.22757422,30.4098,72.7261,91.8063,95.548,96.9369,98.82,101.6449,105.8766,109.1257,113.6685,120.1304,127.8715,137.4443,147.8914,160.8053,175.9158,184.2923,202.2696,227.3019
p120,0.304902382,2.880211639,7.4331,8.7242,10.5281,12.2634,13.4149,14.0629,15.5102,17.2922,19.0662,21.4807,24.5213,28.2917,32.7798,37.8645,44.0066,51.5555,53.5287,56.2115,60.7202
p121,0,8.308360209,28.675,80.2749,112.3756,119.8042,119.927,119.927,119.9436,119.9678,120.128,120.83,122.7411,128.0129,138.3861,152.5079,154.8672,159.2318,166.1661,173.917,184.9599
p122,2.438565672,132.0154459,148.9553,189.6232,276.6123,438.1735,589.8715,731.9337,908.7731,1075.1595,1240.3661,1443.2635,1677.1711,1946.2378,2245.759,2569.6605,2950.3665,3370.2919,3399.5542,3467.6517,3604.7142
p123,0.002115553,75.49163979,172.9866,555.9399,836.2074,959.556,996.8895,1011.0714,1031.5821,1046.4603,1067.9872,1106.3771,1163.6179,1249.0893,1365.0761,1505.947,1530.1032,1574.4049,1644.3323,1736.5015,1847.4537
p124,0,0,0.0733,0.1853,0.3866,0.6777,0.8468,0.9341,1.101,1.1379,1.2075,1.3669,1.641,2.145,2.9245,4.3261,6.9557,10.367,15.7686,21.7418,27.813
p125,0.947636682,17.6,27.561,62.1679,92.3669,116.5371,129.4983,137.2101,147.3783,155.329,165.6119,182.2718,203.894,230.8431,262.4568,302.1479,350.9661,354.8077,370.1649,392.5384,425.5559
p126,4.57672123,816.9,1210.57,1625.2456,2169.931,2486.3844,2635.4624,2706.8336,2773.0061,2820.4473,2877.0997,2960.899,3079.09,3229.5597,3403.6434,3607.9799,3878.272,4198.7573,4600.5335,4627.5087,4674.1765
p127,3.257673856,107.8581726,276.6177,672.7509,1174.3138,1280.0476,1324.0074,1359.1558,1397.3626,1440.5887,1487.3632,1528.1075,1589.1738,1710.132,1862.5817,2051.6644,2261.8108,2516.1844,2792.5251,3141.6114,3575.6929
p128,7.216393541,16.04182742,58.0827,177.9355,325.3528,461.7303,566.9351,649.8604,733.0263,820.8272,903.1359,962.1753,1036.3162,1173.4127,1324.5762,1487.1622,1648.4354,1808.8818,1962.5328,2110.5618,2257.2104
p129,0.188722468,8.9,26.012,101.072,137.6835,153.1104,163.5001,172.1037,181.4775,192.0689,203.3881,217.5703,234.5846,255.1977,278.4161,281.9507,286.5776,292.32,299.4827,307.9767,318.4414
p13,0.543822861,29.67242578,52.7877,183.592,271.684,309.2618,334.2171,360.8191,387.7861,414.1835,435.711,459.3282,487.3169,519.5327,560.8894,607.336,655.3493,713.3167,773.4444,836.7249,909.0374
p130,0,0,5.181,52.2074,85.5438,118.8764,126.2186,131.9664,137.7632,143.8237,149.9206,157.1168,164.2899,172.67,182.778,193.611,206.4001,221.4892,238.2596,254.469,281.3001
p131,2.936474285,178.4,681.5852,1491.8966,2384.9452,2629.3699,2673.4519,2695.8857,2711.9118,2726.7228,2739.801,2755.4302,2777.5936,2965.0254,2988.5096,3015.0702,3048.3518,3089.5405,3503.5309,3540.8612,3600.8762
p132,1.362208484,36.6,115.1813,309.1883,515.5551,606.5111,670.4634,686.1824,700.8155,715.1701,728.1067,741.678,757.064,777.2791,802.1494,829.7168,863.0434,901.4995,944.8143,999.0415,1068.2202
p133,0,0,0.0822,10.2909,94.7544,113.2726,131.2647,139.5816,143.9542,146.9743,149.6029,152.4694,155.6849,158.6063,162.3869,168.1054,180.8407,206.0806,251.4948,297.4376,360.3688
p134,1.440997601,5.640375641,25.2304,40.6665,55.7855,67.879,80.1568,92.9695,107.6603,124.3869,143.1088,164.9946,190.0308,218.8999,251.3047,287.5228,328.7813,375.0552,388.117,403.0807,420.6289
p14,0,0,0.2084,1.2274,5.2752,10.4482,13.4235,18.0172,20.0394,21.698,22.9639,24.7226,27.1653,30.0849,33.3645,37.1351,41.2678,46.7598,52.7668,60.5428,70.2073
p15,0,0,0.3922,3.531,18.9556,41.636,55.3018,75.0681,85.0174,91.7559,96.6925,103.5938,111.0814,121.2227,133.4756,145.742,157.0461,175.62,193.3006,222.6056,264.1409
p16,0,0,0.1937,1.3492,5.8731,13.3002,19.0842,27.3536,33.0613,37.2798,40.1676,43.15,46.9907,51.4486,57.1008,62.021,68.4359,77.1731,84.6815,99.6841,121.3805
p17,0,0,0.3429,1.8297,3.8928,4.9217,6.0405,7.5779,9.5959,11.9577,14.4497,17.1246,20.1713,23.6407,27.6122,31.8815,36.4055,42.3969,50.3646,64.1763,84.135
p18,0,0,0.3032,1.6818,3.6516,4.4993,5.3933,6.6204,8.3641,10.5171,12.8549,15.4612,18.3318,21.5043,24.959,28.0202,30.7925,34.2983,40.7212,51.5973,67.7733
p19,0,0,0.0086,0.0489,0.1008,0.1227,0.1477,0.1824,0.2329,0.2978,0.3715,0.4548,0.5447,0.6463,0.7573,0.8804,1.0051,1.1197,1.2792,1.5613,1.9675
p2,4.25E-05,3.598774958,5.601,9.7521,15.094,21.8726,23.8055,25.5161,27.8253,29.3889,30.7256,33.2341,37.2677,44.5867,56.4874,71.2157,88.927,111.6198,135.1502,168.3281,205.5277
p20,0,0,0.1614,0.9129,1.9474,2.4636,3.1022,3.9203,5.0691,6.557,8.1625,9.9804,12.0637,14.2864,16.588,18.9503,20.8832,23.9638,28.239,34.7955,44.2624
p21,0,0,0.1126,0.3771,0.8945,1.2524,1.6003,2.146,2.9147,3.7827,4.6404,5.7136,7.2336,9.3105,11.9743,15.2848,19.1572,23.873,29.032,36.3,45.8344
p22,0,0,0.0206,0.0625,0.2306,0.3314,0.4241,0.522,0.6622,0.8255,1.0158,1.2534,1.5437,1.8964,2.3226,2.83,3.437,4.1731,5.0611,6.2287,7.717
p23,0,0,0.0373,0.1155,0.3639,0.5735,0.7147,0.8633,1.0697,1.3158,1.5925,1.9484,2.3807,2.9223,3.6677,4.5694,5.6469,6.9804,8.7619,11.1219,13.9719
p24,0,0,0.1826,0.5312,1.7112,2.5173,3.3718,4.3578,5.5518,6.8608,8.2682,10.0563,12.2904,14.9951,18.4364,22.7382,27.8378,34.2799,41.5806,50.5258,61.4308
