r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p46017,0,0,0,0,0,0,0,0,0,0,0,0.001124416,0.001,0.001,0.002,0.003,0.005,0.007,0.012,0.018,0.029
p46021,0,0,0,0,0,0.002,0.005,0.001021912,0.001060978,0.001091436,0.002224115,0.003373247,0.004,0.006,0.008,0.013,0.019,0.029,0.044,0.066,0.096
p46023,0,0,0,0,0.018,0.02,0.034,0.026569708,0.031829349,0.04038315,0.054490811,0.078709091,0.102,0.141,0.197,0.277,0.388,0.528,0.707,0.916,1.15
p46025,0,0,0,0,0,0,0,0,0,0.001091436,0.001112057,0.001124416,0.001,0.002,0.002,0.003,0.005,0.01,0.018,0.031,0.052
p46027,0,0,0,0,0,0.002,0.003,0.002043824,0.003182935,0.003274309,0.005560287,0.007870909,0.012,0.017,0.025,0.039,0.06,0.092,0.142,0.217,0.328
p46029,0,0,0,0,0.009,0.012,0.018,0.01124103,0.016975653,0.025103039,0.041146123,0.067464935,0.097,0.139,0.202,0.296,0.434,0.634,0.915,1.3,1.819
p46031,0,0,0,0,0,0.002,0.002,0.001021912,0.001060978,0.001091436,0.001112057,0.002248831,0.003,0.005,0.007,0.01,0.015,0.024,0.036,0.054,0.083
p46035,0,0,0,0,0,0.005,0.005,0.004087647,0.00636587,0.009822928,0.015568803,0.024737143,0.034,0.05,0.074,0.109,0.161,0.238,0.348,0.505,0.722
p46037,0,0,0,0,0,0,0.002,0.001021912,0.001060978,0.001091436,0.002224115,0.003373247,0.005,0.006,0.009,0.014,0.023,0.036,0.058,0.091,0.139
p46039,0,0,0,0,0,0,0.002,0.001021912,0.001060978,0.001091436,0.001112057,0.002248831,0.004,0.005,0.008,0.012,0.019,0.03,0.046,0.07,0.108
p46041,0,0,0,0,0,0.002,0.003,0.001021912,0.001060978,0.002182873,0.002224115,0.003373247,0.005,0.007,0.011,0.016,0.024,0.037,0.056,0.083,0.122
p46043,0,0,0,0,0,0,0.002,0.001021912,0.001060978,0.001091436,0.001112057,0.002248831,0.003,0.004,0.006,0.01,0.015,0.024,0.038,0.059,0.091
p46045,0,0,0,0,0,0.002,0.005,0.001021912,0.001060978,0.002182873,0.002224115,0.004497662,0.006,0.009,0.014,0.021,0.032,0.048,0.074,0.113,0.167
p46049,0,0,0,0,0,0,0.002,0.001021912,0.001060978,0.001091436,0.001112057,0.002248831,0.003,0.004,0.006,0.009,0.014,0.022,0.034,0.051,0.078
p46051,0,0,0,0,0,0.002,0.002,0.001021912,0.001060978,0.002182873,0.002224115,0.003373247,0.004,0.006,0.008,0.013,0.02,0.031,0.048,0.076,0.117
p46053,0,0,0,0,0,0,0.002,0.001021912,0.001060978,0.001091436,0.001112057,0.002248831,0.003,0.004,0.006,0.01,0.015,0.025,0.042,0.069,0.109
p46055,0,0,0,0,0,0,0,0,0.001060978,0.001091436,0.001112057,0.002248831,0.003,0.005,0.007,0.011,0.017,0.026,0.04,0.061,0.092
p46057,0,0,0,0,0,0.002,0.003,0.001021912,0.002121957,0.002182873,0.002224115,0.003373247,0.005,0.007,0.01,0.015,0.022,0.034,0.051,0.077,0.115
p46059,0,0,0,0,0.009,0.007,0.012,0.003065736,0.004243913,0.005457182,0.006672344,0.01011974,0.014,0.02,0.028,0.042,0.062,0.093,0.137,0.198,0.28
p46061,0,0,0,0,0,0,0.002,0.001021912,0.001060978,0.001091436,0.001112057,0.001124416,0.002,0.003,0.005,0.007,0.012,0.019,0.031,0.049,0.076
p46063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.004
p46065,0,0,0,0,0,0.002,0.005,0.003065736,0.004243913,0.004365746,0.006672344,0.011244156,0.017,0.024,0.037,0.058,0.091,0.146,0.232,0.365,0.561
p46067,0,0,0,0,0,0.002,0.003,0.002043824,0.002121957,0.002182873,0.003336172,0.005622078,0.008,0.011,0.017,0.026,0.04,0.062,0.097,0.148,0.222
p46069,0,0,0,0,0,0.002,0.003,0.001021912,0.001060978,0.001091436,0.001112057,0.002248831,0.004,0.006,0.009,0.013,0.02,0.031,0.047,0.07,0.104
p46071,0,0,0,0,0,0,0.002,0.001021912,0.001060978,0.001091436,0.001112057,0.002248831,0.002,0.003,0.005,0.007,0.011,0.016,0.025,0.039,0.058
p46073,0,0,0,0,0,0,0.002,0.001021912,0.001060978,0.001091436,0.001112057,0.002248831,0.003,0.004,0.006,0.008,0.013,0.02,0.032,0.05,0.077
p46075,0,0,0,0,0,0,0,0,0,0,0,0.001124416,0.001,0.002,0.002,0.004,0.006,0.009,0.014,0.022,0.033
p46077,0,0,0,0,0.009,0.012,0.022,0.007153383,0.008487826,0.010914365,0.015568803,0.023612727,0.032,0.045,0.066,0.097,0.143,0.207,0.299,0.425,0.588
p46079,0,0,0,0,0,0.002,0.005,0.003065736,0.003182935,0.004365746,0.006672344,0.01011974,0.014,0.021,0.03,0.047,0.072,0.112,0.172,0.261,0.389
p46083,0,0,0,0,0.045,0.051,0.084,0.014306766,0.01909761,0.026194476,0.040034065,0.064091689,0.089,0.13,0.194,0.295,0.448,0.674,1.019,1.517,2.221
p46085,0,0,0,0,0,0,0.002,0.001021912,0.001060978,0.001091436,0.001112057,0.002248831,0.004,0.005,0.007,0.011,0.018,0.028,0.045,0.07,0.107
p46087,0,0,0,0,0,0.002,0.002,0.001021912,0.001060978,0.001091436,0.002224115,0.003373247,0.004,0.006,0.009,0.014,0.021,0.032,0.049,0.076,0.114
p46089,0,0,0,0,0,0.002,0.003,0.001021912,0.001060978,0.001091436,0.002224115,0.003373247,0.004,0.006,0.009,0.014,0.021,0.033,0.05,0.076,0.113
p46091,0,0,0,0,0,0,0.002,0.001021912,0.001060978,0.001091436,0.001112057,0.001124416,0.002,0.002,0.003,0.005,0.008,0.013,0.021,0.036,0.06
p46093,0,0,0,0,0.062,0.08,0.141,0.072555741,0.09442707,0.129880943,0.19016181,0.284477144,0.377,0.531,0.749,1.049,1.447,1.952,2.57,3.314,4.157
p46095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.004,0.007,0.011
p46097,0,0,0,0,0,0,0.002,0.001021912,0.001060978,0.001091436,0.001112057,0.002248831,0.003,0.005,0.007,0.011,0.016,0.025,0.039,0.059,0.089
p46099,0,0,0,0,0.178,0.22,0.38,0.254456051,0.319354472,0.423477359,0.592726579,0.871422082,1.142,1.591,2.224,3.107,4.257,5.766,7.602,9.814,12.411
p46101,0,0,0,0,0,0.002,0.002,0.002043824,0.002121957,0.002182873,0.003336172,0.004497662,0.006,0.008,0.012,0.018,0.027,0.041,0.063,0.093,0.137
p46102,0,0,0,0,0.009,0.005,0.008,0.002043824,0.003182935,0.003274309,0.004448229,0.006746494,0.009,0.012,0.018,0.027,0.041,0.062,0.094,0.14,0.207
p46105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.002,0.003,0.007,0.014
p46107,0,0,0,0,0,0.002,0.005,0.001021912,0.002121957,0.002182873,0.003336172,0.004497662,0.007,0.009,0.014,0.02,0.031,0.046,0.07,0.104,0.151
p46109,0,0,0,0,0,0.002,0.003,0.002043824,0.002121957,0.002182873,0.003336172,0.004497662,0.007,0.009,0.013,0.02,0.033,0.055,0.09,0.148,0.236
p46111,0,0,0,0,0,0,0.002,0.001021912,0.001060978,0.001091436,0.001112057,0.002248831,0.003,0.004,0.006,0.008,0.013,0.02,0.031,0.047,0.073
p46115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.002,0.004,0.007,0.012,0.02
p46117,0,0,0,0,0,0,0.002,0.001021912,0.001060978,0.001091436,0.002224115,0.002248831,0.004,0.005,0.008,0.013,0.02,0.03,0.047,0.072,0.11
p46119,0,0,0,0,0,0,0,0,0,0,0,0.001124416,0.001,0.002,0.003,0.004,0.007,0.011,0.018,0.029,0.044
p46121,0,0,0,0,0,0,0.002,0.001021912,0.001060978,0.001091436,0.001112057,0.002248831,0.003,0.003,0.005,0.007,0.012,0.019,0.032,0.053,0.085
p46123,0,0,0,0,0,0.002,0.002,0.001021912,0.001060978,0.001091436,0.002224115,0.003373247,0.005,0.007,0.011,0.017,0.026,0.041,0.064,0.1,0.154
p46125,0,0,0,0,0,0.002,0.002,0.001021912,0.001060978,0.002182873,0.002224115,0.004497662,0.006,0.009,0.013,0.018,0.031,0.051,0.084,0.134,0.212
p46127,0,0,0,0,0.009,0.007,0.013,0.009197207,0.010609783,0.012005801,0.015568803,0.021363896,0.027,0.037,0.052,0.075,0.109,0.158,0.232,0.335,0.476
p46129,0,0,0,0,0,0.002,0.003,0.002043824,0.003182935,0.004365746,0.007784402,0.012368571,0.017,0.024,0.036,0.053,0.078,0.115,0.168,0.241,0.343
p46135,0,0,0,0,0,0.002,0.003,0.002043824,0.002121957,0.002182873,0.002224115,0.004497662,0.006,0.007,0.01,0.016,0.026,0.043,0.071,0.114,0.181
p46137,0,0,0,0,0,0,0.002,0.001021912,0.001060978,0.001091436,0.001112057,0.002248831,0.002,0.003,0.005,0.007,0.01,0.016,0.023,0.035,0.05
p31005,0,0,0,0,0.001,0.002,0.008,0.006131471,0.00636587,0.008731492,0.012232631,0.017990649,0.025,0.032,0.041,0.052,0.064,0.078,0.093,0.105,0.118
p31007,0,0,0,0,0,0,0.001,0.001021912,0.001060978,0.001091436,0.002224115,0.002248831,0.002,0.002,0.002,0.003,0.004,0.007,0.013,0.02,0.028
p31013,0,0,0,0.06,0.228,0.324,1.101,0.815485657,0.897587652,1.019401685,1.195461673,1.454993772,1.553,1.745,1.979,2.218,2.484,2.753,3.03,3.258,3.492
p31029,0,0,0,0.008,0.035,0.049,0.148,0.08277486,0.092305113,0.103686467,0.122326311,0.154044936,0.174,0.204,0.244,0.285,0.335,0.393,0.458,0.509,0.561
p31033,0,0,0,0.049,0.155,0.208,0.459,0.489495777,0.522001329,0.557724048,0.613855669,0.708381821,0.74,0.822,0.927,1.055,1.208,1.384,1.584,1.754,1.931
p31045,0,0,0,0.045,0.181,0.236,0.402,0.488473865,0.518818394,0.554449739,0.60495921,0.697137665,0.69,0.732,0.792,0.869,0.97,1.093,1.249,1.372,1.501
p31049,0,0,0,0,0.001,0.001,0.006,0.020438237,0.022280545,0.026194476,0.034473778,0.049474286,0.063,0.078,0.097,0.121,0.151,0.186,0.229,0.263,0.297
p31057,0,0,0,0,0.001,0.001,0.005,0.018394413,0.020158588,0.022920166,0.027801434,0.039354546,0.049,0.06,0.076,0.097,0.123,0.156,0.194,0.224,0.258
p31069,0,0,0,0.002,0.008,0.012,0.043,0.064380447,0.070024569,0.078583428,0.094524877,0.128183377,0.149,0.173,0.206,0.241,0.282,0.329,0.382,0.425,0.471
p31075,0,0,0,0,0.003,0.005,0.043,0.062336623,0.070024569,0.078583428,0.090076647,0.10457065,0.106,0.115,0.125,0.136,0.148,0.16,0.173,0.185,0.199
p31101,0,0,0,0.01,0.04,0.053,0.105,0.140001924,0.149597942,0.163715474,0.189049753,0.248495845,0.289,0.341,0.411,0.5,0.609,0.739,0.905,1.04,1.187
p31105,0,0,0,0.006,0.022,0.029,0.055,0.019416325,0.021219566,0.024011603,0.026689377,0.032608052,0.038,0.044,0.052,0.065,0.085,0.116,0.159,0.199,0.245
p31123,0,0,0,0.002,0.018,0.028,0.132,0.068468094,0.077451417,0.096046411,0.134558942,0.204643637,0.267,0.341,0.439,0.548,0.673,0.807,0.955,1.067,1.188
p31135,0,0,0,0.01,0.027,0.035,0.059,0.054161328,0.057292829,0.060029007,0.0678355,0.085455585,0.1,0.118,0.145,0.18,0.226,0.281,0.352,0.405,0.462
p31157,0,0,0,0.002,0.1,0.175,1.299,1.486881744,1.673162797,1.924202538,2.260812634,2.751444947,2.956,3.329,3.758,4.207,4.683,5.187,5.695,6.167,6.668
p31161,0,0,0,0.04,0.167,0.224,0.507,0.643804466,0.689635903,0.744359689,0.82069834,0.927642861,0.926,0.979,1.055,1.136,1.24,1.36,1.494,1.604,1.73
p31165,0,0,0,0,0.004,0.006,0.038,0.119563687,0.135805224,0.157166855,0.185713581,0.221509871,0.227,0.245,0.265,0.286,0.309,0.333,0.362,0.392,0.427
p31001,0,0,0,0.03,0.123,0.16,0.289,0.502780631,0.528367199,0.563181231,0.650553562,0.832067536,0.986,1.172,1.475,1.845,2.342,2.922,3.64,4.101,4.576
p31003,0,0,0,0,0.011,0.019,0.104,0.083796772,0.095488048,0.128789506,0.184601524,0.282228313,0.369,0.471,0.609,0.765,0.944,1.137,1.351,1.521,1.704
p31009,0,0,0,0,0.001,0.002,0.012,0.010219119,0.011670761,0.015280111,0.020017033,0.02811039,0.036,0.045,0.056,0.069,0.083,0.099,0.114,0.126,0.136
p31011,0,0,0,0.016,0.058,0.082,0.234,0.113432216,0.128378376,0.158258292,0.204618556,0.279979482,0.34,0.425,0.537,0.657,0.792,0.932,1.086,1.202,1.317
p31015,0,0,0,0.005,0.018,0.024,0.053,0.060292799,0.065780655,0.075309118,0.090076647,0.116939221,0.137,0.158,0.192,0.235,0.289,0.354,0.434,0.494,0.562
p31017,0,0,0,0.001,0.006,0.01,0.048,0.056205152,0.063658699,0.076400555,0.100085163,0.139427533,0.17,0.208,0.257,0.31,0.371,0.436,0.505,0.564,0.619
p31019,0,0,0,0.106,0.451,0.612,1.406,1.596226312,1.720906821,2.021340386,2.504353199,3.322648066,3.878,4.701,5.765,6.927,8.218,9.57,11.026,12.203,13.52
p31023,0,0,0,0,0.012,0.022,0.123,0.09401589,0.107158809,0.129880943,0.17348095,0.246247014,0.311,0.395,0.506,0.634,0.778,0.945,1.129,1.27,1.408
p31027,0,0,0,0.003,0.024,0.037,0.136,0.141023835,0.159146747,0.184452767,0.237980277,0.327204936,0.399,0.484,0.6,0.728,0.876,1.032,1.21,1.348,1.486
p31031,0,0,0,0.001,0.003,0.004,0.012,0.022482061,0.024402501,0.026194476,0.028913492,0.037105714,0.044,0.046,0.056,0.071,0.091,0.116,0.151,0.188,0.227
p31035,0,0,0,0.008,0.036,0.054,0.183,0.169637367,0.193098053,0.23356741,0.286910802,0.371057144,0.421,0.491,0.581,0.681,0.802,0.941,1.092,1.216,1.344
p31039,0,0,0,0,0.007,0.013,0.072,0.096059714,0.106097831,0.133155252,0.187937696,0.284477144,0.373,0.479,0.623,0.786,0.98,1.192,1.425,1.612,1.8
p31041,0,0,0,0.023,0.086,0.12,0.315,0.267740905,0.297073927,0.342711059,0.418133571,0.537470652,0.614,0.727,0.873,1.03,1.2,1.38,1.583,1.757,1.919
p31043,0,0,0,0,0.023,0.041,0.231,0.203360458,0.227049359,0.288139234,0.392556252,0.56333221,0.71,0.905,1.165,1.449,1.767,2.101,2.464,2.756,3.041
p31047,0,0,0,0.024,0.14,0.212,0.712,0.566139166,0.635526009,0.782559966,1.023092781,1.439251954,1.739,2.111,2.591,3.093,3.664,4.241,4.877,5.359,5.919
p31051,0,0,0,0,0.009,0.015,0.082,0.067446182,0.077451417,0.098229284,0.135670999,0.204643637,0.267,0.337,0.435,0.544,0.672,0.813,0.966,1.077,1.195
p31059,0,0,0,0,0.002,0.002,0.011,0.026569708,0.028646414,0.031651658,0.033361721,0.041603377,0.049,0.052,0.057,0.075,0.1,0.132,0.175,0.22,0.273
p31061,0,0,0,0,0.001,0.002,0.009,0.030657356,0.032890328,0.034925968,0.044482295,0.062967273,0.082,0.102,0.131,0.168,0.213,0.266,0.327,0.373,0.419
p31063,0,0,0,0.003,0.02,0.03,0.109,0.07153383,0.079573373,0.098229284,0.128998655,0.18103091,0.223,0.274,0.344,0.418,0.504,0.595,0.696,0.771,0.843
p31065,0,0,0,0.003,0.023,0.036,0.139,0.199272811,0.221744467,0.280499179,0.370315104,0.51498234,0.615,0.733,0.883,1.038,1.211,1.394,1.587,1.724,1.869
p31067,0,0,0,0,0.004,0.008,0.043,0.125695158,0.134744246,0.145161054,0.170144778,0.233878443,0.3,0.35,0.443,0.58,0.794,1.098,1.5,1.821,2.189
p31071,0,0,0,0,0.003,0.004,0.021,0.029635444,0.032890328,0.037108841,0.048930524,0.067464935,0.081,0.101,0.127,0.157,0.191,0.229,0.27,0.304,0.341
p31073,0,0,0,0,0.004,0.008,0.043,0.032701179,0.037134241,0.048023206,0.066723442,0.098948572,0.128,0.164,0.212,0.266,0.326,0.393,0.465,0.521,0.574
p31077,0,0,0,0,0.001,0.002,0.01,0.022482061,0.025463479,0.028377349,0.033361721,0.042727792,0.051,0.06,0.073,0.087,0.111,0.144,0.182,0.212,0.247
p31079,0,0,0,0.23,0.62,0.803,1.307,0.804244627,0.840294823,0.892795052,0.965265798,1.069319225,1.078,1.19,1.336,1.505,1.722,1.975,2.249,2.486,2.812
p31081,0,0,0,0.016,0.049,0.065,0.12,0.189053693,0.199463923,0.215012989,0.244652622,0.294596884,0.326,0.379,0.455,0.544,0.653,0.782,0.927,1.039,1.161
p31083,0,0,0,0.006,0.038,0.057,0.204,0.218689136,0.246146968,0.302327909,0.388108022,0.517231171,0.601,0.713,0.858,1.014,1.195,1.389,1.595,1.741,1.901
p31085,0,0,0,0,0,0.001,0.003,0.007153383,0.007426848,0.007640055,0.010008516,0.015741818,0.022,0.027,0.036,0.048,0.064,0.084,0.11,0.128,0.147
p31087,0,0,0,0.002,0.005,0.008,0.019,0.03883265,0.041378154,0.045840333,0.053378754,0.068589351,0.082,0.096,0.114,0.139,0.177,0.225,0.284,0.331,0.385
p31089,0,0,0,0.029,0.098,0.133,0.285,0.332121352,0.356488713,0.422385923,0.550468398,0.762353769,0.924,1.131,1.411,1.73,2.108,2.522,2.976,3.335,3.716
p31091,0,0,0,0,0.001,0.002,0.013,0.01124103,0.013792718,0.017462984,0.023353205,0.033732468,0.043,0.055,0.07,0.087,0.105,0.125,0.146,0.163,0.179
p31093,0,0,0,0,0.001,0.002,0.011,0.030657356,0.032890328,0.036017404,0.041146123,0.060718442,0.084,0.098,0.122,0.169,0.233,0.316,0.43,0.535,0.655
p31095,0,0,0,0,0.002,0.004,0.019,0.059270887,0.063658699,0.067669063,0.08451636,0.119188052,0.153,0.186,0.235,0.305,0.402,0.526,0.676,0.797,0.927
p31099,0,0,0,0.003,0.011,0.016,0.039,0.085840596,0.091244135,0.100412157,0.123438368,0.164164676,0.197,0.238,0.299,0.374,0.468,0.577,0.702,0.796,0.892
p31103,0,0,0,0,0.002,0.004,0.019,0.015328678,0.016975653,0.022920166,0.034473778,0.053971948,0.07,0.091,0.116,0.145,0.175,0.208,0.241,0.271,0.303
p31107,0,0,0,0.006,0.041,0.062,0.212,0.192119428,0.218561532,0.264127631,0.343625728,0.477876625,0.576,0.694,0.849,1.021,1.217,1.431,1.66,1.843,2.026
p31111,0,0,0,0.062,0.33,0.475,1.459,1.511407628,1.654065188,1.900190935,2.248580003,2.813287804,3.069,3.482,4.007,4.564,5.215,5.933,6.666,7.291,7.981
p31113,0,0,0,0.001,0.005,0.008,0.024,0.032701179,0.036073263,0.042566023,0.055602869,0.074211429,0.087,0.103,0.123,0.145,0.169,0.194,0.221,0.242,0.264
p31115,0,0,0,0,0.002,0.003,0.018,0.01124103,0.013792718,0.017462984,0.023353205,0.032608052,0.04,0.051,0.065,0.08,0.097,0.115,0.134,0.147,0.162
p31117,0,0,0,0,0.001,0.001,0.006,0.014306766,0.015914675,0.017462984,0.02112909,0.025861559,0.028,0.032,0.037,0.042,0.047,0.052,0.058,0.063,0.069
p31119,0,0,0,0.068,0.315,0.445,1.109,1.036218617,1.11827114,1.26060915,1.485708647,1.878898449,2.121,2.473,2.984,3.547,4.221,4.928,5.729,6.303,6.858
p31121,0,0,0,0.007,0.031,0.041,0.078,0.1379581,0.146415007,0.158258292,0.176817122,0.205768053,0.223,0.253,0.297,0.363,0.451,0.559,0.702,0.811,0.924
p31125,0,0,0,0.004,0.02,0.029,0.088,0.061314711,0.067902612,0.079674864,0.101197221,0.146174027,0.189,0.237,0.313,0.403,0.515,0.645,0.794,0.896,1.006
p31129,0,0,0,0.017,0.059,0.082,0.22,0.229930167,0.25145186,0.287047798,0.338065441,0.412660521,0.447,0.515,0.601,0.692,0.791,0.896,1.006,1.092,1.182
p31137,0,0,0,0,0.003,0.004,0.021,0.060292799,0.064719677,0.074217682,0.092300762,0.133805455,0.177,0.215,0.278,0.363,0.484,0.631,0.809,0.938,1.072
p31139,0,0,0,0.002,0.012,0.021,0.083,0.087884419,0.096549026,0.111326522,0.134558942,0.188901819,0.235,0.286,0.365,0.456,0.564,0.685,0.827,0.938,1.064
p31141,0,0,0,0.044,0.168,0.238,0.73,0.679571381,0.74798971,0.876423504,1.07424742,1.395399746,1.621,1.956,2.4,2.876,3.407,3.969,4.543,5.011,5.473
p31143,0,0,0,0.005,0.026,0.039,0.127,0.125695158,0.140049137,0.169172657,0.219075302,0.2957213,0.349,0.419,0.507,0.602,0.701,0.81,0.922,1.012,1.109
p31145,0,0,0,0.041,0.142,0.194,0.479,0.367888267,0.40211078,0.455129018,0.573821603,0.761229354,0.894,1.071,1.309,1.569,1.862,2.174,2.514,2.771,3.055
p31149,0,0,0,0.006,0.023,0.032,0.089,0.076643389,0.084878265,0.100412157,0.125662483,0.164164676,0.193,0.236,0.292,0.354,0.423,0.498,0.577,0.642,0.709
p31151,0,0,0,0,0.002,0.003,0.017,0.042920298,0.045622067,0.049114642,0.054490811,0.061842857,0.073,0.084,0.099,0.117,0.161,0.219,0.313,0.418,0.546
p31159,0,0,0,0,0.003,0.004,0.022,0.061314711,0.065780655,0.070943372,0.082292245,0.11469039,0.159,0.184,0.226,0.318,0.463,0.66,0.922,1.133,1.366
p31163,0,0,0,0.001,0.004,0.006,0.029,0.079709124,0.087000222,0.101503594,0.121214253,0.154044936,0.174,0.205,0.247,0.296,0.357,0.429,0.511,0.576,0.641
p31167,0,0,0,0,0.004,0.005,0.032,0.067446182,0.073207504,0.097137848,0.140119229,0.218136624,0.294,0.375,0.489,0.618,0.772,0.941,1.133,1.274,1.419
p31169,0,0,0,0,0.001,0.002,0.011,0.030657356,0.032890328,0.034925968,0.040034065,0.058469611,0.076,0.091,0.119,0.16,0.214,0.282,0.368,0.438,0.51
p31171,0,0,0,0.001,0.005,0.007,0.018,0.018394413,0.020158588,0.024011603,0.032249664,0.047225455,0.058,0.07,0.085,0.103,0.124,0.146,0.17,0.189,0.21
p31173,0,0,0,0.002,0.008,0.012,0.043,0.070511918,0.076390438,0.088406356,0.118990139,0.177657663,0.229,0.288,0.368,0.457,0.563,0.674,0.802,0.89,0.983
p31175,0,0,0,0.027,0.078,0.101,0.173,0.160440161,0.171878486,0.180087021,0.204618556,0.250744676,0.276,0.318,0.375,0.443,0.526,0.621,0.729,0.812,0.897
p31179,0,0,0,0,0.008,0.014,0.08,0.088906331,0.098670983,0.121149451,0.164584491,0.241749352,0.315,0.402,0.525,0.662,0.828,1.011,1.214,1.359,1.502
p31181,0,0,0,0.007,0.034,0.049,0.176,0.065402358,0.077451417,0.10259503,0.142343343,0.204643637,0.258,0.328,0.421,0.517,0.626,0.742,0.864,0.953,1.043
p31183,0,0,0,0,0.001,0.001,0.006,0.01124103,0.01273174,0.014188674,0.017792918,0.023612727,0.029,0.034,0.042,0.052,0.065,0.08,0.098,0.113,0.128
p31185,0,0,0,0.001,0.004,0.007,0.023,0.052117504,0.056231851,0.06221188,0.070059614,0.085455585,0.101,0.109,0.12,0.153,0.213,0.33,0.513,0.678,0.876
p31021,0,0,0,0,0.003,0.004,0.017,0.051095593,0.054109894,0.06548619,0.087852532,0.133805455,0.183,0.231,0.308,0.408,0.54,0.695,0.866,0.999,1.143
p31025,0,0,0,0.007,0.069,0.112,0.509,0.39752371,0.457281652,0.593741452,0.821810397,1.20312468,1.581,2.002,2.564,3.177,3.888,4.672,5.483,5.995,6.493
p31037,0,0,0,0,0.008,0.013,0.075,0.083796772,0.092305113,0.112417959,0.143455401,0.218136624,0.291,0.361,0.471,0.611,0.782,0.973,1.185,1.348,1.527
p31053,0,0,0,0.132,0.368,0.481,0.811,1.183373924,1.236039733,1.305358046,1.40008023,1.601167799,1.679,1.835,2.097,2.429,2.856,3.455,4.199,4.732,5.367
p31055,0,0,0,0.033,0.268,0.428,1.901,2.464851386,2.711860564,3.14988572,3.845494388,5.19030236,6.427,7.813,9.761,12.143,15.351,19.497,24.609,28.569,32.955
p31097,0,0,0,0.002,0.013,0.02,0.064,0.076643389,0.087000222,0.10586934,0.139007171,0.192275066,0.239,0.294,0.372,0.457,0.56,0.675,0.799,0.876,0.963
p31109,0,0,0,0.484,1.98,2.577,4.408,6.379795688,6.674614558,6.93826179,7.35069922,8.05306445,8.105,8.724,9.733,11.093,13,15.505,18.486,20.834,23.453
p31127,0,0,0,0.006,0.026,0.038,0.099,0.134892364,0.15065892,0.176812712,0.221299417,0.293472469,0.346,0.408,0.49,0.591,0.72,0.86,1.01,1.122,1.254
p31131,0,0,0,0.058,0.183,0.244,0.477,0.486430041,0.519879373,0.580644215,0.682803226,0.850058185,0.951,1.084,1.27,1.484,1.753,2.071,2.414,2.68,2.965
p31133,0,0,0,0,0.007,0.012,0.069,0.068468094,0.078512395,0.096046411,0.121214253,0.161915845,0.193,0.235,0.287,0.339,0.394,0.452,0.512,0.556,0.595
p31147,0,0,0,0.016,0.08,0.11,0.283,0.267740905,0.290708057,0.342711059,0.439262661,0.611682081,0.763,0.942,1.181,1.446,1.749,2.088,2.442,2.694,2.939
p31153,0,0,0,0.204,0.796,1.158,2.503,3.132159825,3.447118534,4.020852042,5.076541897,6.740871457,7.791,8.888,10.384,12.174,14.369,16.946,19.839,22.075,24.49
p31155,0,0,0,0.011,0.075,0.12,0.47,0.336208999,0.369220452,0.46386051,0.624976242,0.899532471,1.147,1.43,1.809,2.214,2.672,3.19,3.72,4.066,4.389
p31177,0,0,0,0.032,0.116,0.165,0.312,0.454750774,0.48380611,0.529346699,0.679467053,0.951255588,1.149,1.343,1.61,1.924,2.304,2.74,3.215,3.616,4.053
p27005,0.0005,0.001,0.003,0.002,0.001,0.002,0.004,0.017372501,0.020158588,0.087314919,0.199058269,0.418282599,0.665,1.005,1.618,2.495,3.724,5.374,7.508,10.147,13.269
p27007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.003,0.005,0.007,0.011,0.017
p27027,0.0205,0.041,0.134,0.148,0.096,0.186,0.594,2.536385215,3.685838655,5.172317543,7.007073492,9.226954325,10.243,11.603,13.049,14.63,16.393,18.344,20.497,22.929,25.726
p27029,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.002,0.004,0.006,0.008,0.011,0.016
p27069,0,0,0,0.001,0.001,0.001,0.002,0.004087647,0.007426848,0.020737293,0.044482295,0.084331169,0.126,0.201,0.309,0.462,0.674,0.957,1.315,1.754,2.264
p27071,0.00575,0.0115,0.038,0.041,0.026,0.048,0.142,0.793003597,1.110844292,1.513822417,2.012823841,2.617639492,2.885,3.294,3.746,4.253,4.847,5.532,6.316,7.203,8.238
p27077,0.00175,0.0035,0.011,0.011,0.007,0.011,0.034,0.161462073,0.237659142,0.348168241,0.501537874,0.707257406,0.85,1.058,1.291,1.55,1.832,2.146,2.495,2.872,3.29
p27087,0,0,0,0,0,0,0,0.001021912,0.001060978,0.002182873,0.008896459,0.031483636,0.06,0.097,0.152,0.25,0.391,0.587,0.848,1.182,1.59
p27089,0.002,0.004,0.013,0.016,0.011,0.02,0.058,0.217667224,0.324659363,0.474774875,0.669458537,0.922020783,1.077,1.307,1.593,1.949,2.394,2.949,3.606,4.368,5.214
p27107,0,0,0,0.001,0.001,0.001,0.002,0.003065736,0.003182935,0.013097238,0.038922008,0.082082338,0.131,0.213,0.332,0.501,0.735,1.051,1.456,1.954,2.544
