r,szn,HDD-CDD,t,Value
p12,spri,hdd,2024,814.7216075680001
p12,spri,hdd,2026,795.589285001
p12,spri,hdd,2028,791.415975813
p12,spri,hdd,2030,786.615107242
p12,spri,hdd,2032,803.181824679
p12,spri,hdd,2034,798.612622511
p12,spri,hdd,2036,802.71390135
p12,spri,hdd,2038,791.300549414
p12,spri,hdd,2040,802.669124065
p12,spri,hdd,2042,795.77667972
p12,spri,hdd,2044,808.678752577
p12,spri,hdd,2046,823.792842135
p12,spri,hdd,2048,817.551873505
p12,spri,hdd,2050,829.736869609
p12,summ,cdd,2010,322.89794979
p12,summ,cdd,2012,326.012238273
p12,summ,cdd,2014,329.915373364
p12,summ,cdd,2016,339.61071777
p12,summ,cdd,2018,342.588769986
p12,summ,cdd,2020,371.46360343199996
p12,summ,cdd,2022,375.813447245
p12,summ,cdd,2024,394.342776926
p12,summ,cdd,2026,397.213427906
p12,summ,cdd,2028,405.47723717
p12,summ,cdd,2030,417.278700963
p12,summ,cdd,2032,428.292533529
p12,summ,cdd,2034,429.088386483
p12,summ,cdd,2036,424.550260925
p12,summ,cdd,2038,430.250904504
p12,summ,cdd,2040,412.848052421
p12,summ,cdd,2042,421.246504049
p12,summ,cdd,2044,416.838794011
p12,summ,cdd,2046,425.591247015
p12,summ,cdd,2048,427.96883180599997
p12,summ,cdd,2050,438.669769252
p12,summ,hdd,2010,50.3931483518
p12,summ,hdd,2012,46.8951346836
p12,summ,hdd,2014,44.448234667399994
p12,summ,hdd,2016,38.8553565363
p12,summ,hdd,2018,37.2165218421
p12,summ,hdd,2020,31.9706852749
p12,summ,hdd,2022,34.451743016500004
p12,summ,hdd,2024,28.7388525401
p12,summ,hdd,2026,27.445311306300002
p12,summ,hdd,2028,26.722158897600004
p12,summ,hdd,2030,24.3339358896
p12,summ,hdd,2032,22.3706523567
p12,summ,hdd,2034,22.5784655539
p12,summ,hdd,2036,28.7657965217
p12,summ,hdd,2038,28.7188080765
p12,summ,hdd,2040,31.803827834099998
p12,summ,hdd,2042,29.7709173135
p12,summ,hdd,2044,31.2978409392
p12,summ,hdd,2046,31.843195416
p12,summ,hdd,2048,32.0437659742
p12,summ,hdd,2050,32.2590664867
p12,fall,cdd,2010,20.8660730077
p12,fall,cdd,2012,22.678878779699996
p12,fall,cdd,2014,24.050911862399996
p12,fall,cdd,2016,27.8682497768
p12,fall,cdd,2018,31.6127571491
p12,fall,cdd,2020,36.058788370500004
p12,fall,cdd,2022,33.9288207308
p12,fall,cdd,2024,35.7767799335
p12,fall,cdd,2026,38.0160000763
p12,fall,cdd,2028,40.0200525222
p12,fall,cdd,2030,37.879240578200005
p12,fall,cdd,2032,39.0521829586
p12,fall,cdd,2034,40.400694903899996
p12,fall,cdd,2036,38.1693646023
p12,fall,cdd,2038,38.2829939322
p12,fall,cdd,2040,37.402758858
p12,fall,cdd,2042,38.4340428001
p12,fall,cdd,2044,42.9798515267
p12,fall,cdd,2046,43.7701454295
p12,fall,cdd,2048,44.3024673938
p12,fall,cdd,2050,45.1192329067
p12,fall,hdd,2010,268.497611122
p12,fall,hdd,2012,253.543909909
p12,fall,hdd,2014,243.075867372
p12,fall,hdd,2016,239.578739042
p12,fall,hdd,2018,235.826450017
p12,fall,hdd,2020,219.607125226
p12,fall,hdd,2022,228.566806379
p12,fall,hdd,2024,227.50294924
p12,fall,hdd,2026,218.35480100400002
p12,fall,hdd,2028,206.082254622
p12,fall,hdd,2030,214.974918153
p12,fall,hdd,2032,217.581384955
p12,fall,hdd,2034,212.290868437
p12,fall,hdd,2036,211.919303588
p12,fall,hdd,2038,201.506165093
p12,fall,hdd,2040,204.680996684
p12,fall,hdd,2042,197.38195090000002
p12,fall,hdd,2044,190.163180837
p12,fall,hdd,2046,193.93746913400003
p12,fall,hdd,2048,199.90692039799998
p12,fall,hdd,2050,197.420634128
p12,wint,cdd,2010,0.0
p12,wint,cdd,2012,0.0
p12,wint,cdd,2014,0.0
p12,wint,cdd,2016,0.0
p12,wint,cdd,2018,0.0
p12,wint,cdd,2020,0.0
p12,wint,cdd,2022,0.0
p12,wint,cdd,2024,0.0
p12,wint,cdd,2026,0.0
p12,wint,cdd,2028,0.0
p12,wint,cdd,2030,0.0
p12,wint,cdd,2032,0.0
p12,wint,cdd,2034,0.0
p12,wint,cdd,2036,0.0
p12,wint,cdd,2038,0.0
p12,wint,cdd,2040,0.0
p12,wint,cdd,2042,0.0
p12,wint,cdd,2044,0.0
p12,wint,cdd,2046,0.0
p12,wint,cdd,2048,0.0
p12,wint,cdd,2050,0.0
p12,wint,hdd,2010,2021.92667724
p12,wint,hdd,2012,1991.10981177
p12,wint,hdd,2014,1986.83426725
p12,wint,hdd,2016,1972.74821066
p12,wint,hdd,2018,1958.05892828
p12,wint,hdd,2020,1920.89893469
p12,wint,hdd,2022,1918.93171709
p12,wint,hdd,2024,1903.29081687
p12,wint,hdd,2026,1900.10463043
p12,wint,hdd,2028,1906.7480008999999
p12,wint,hdd,2030,1906.68630252
p12,wint,hdd,2032,1939.58174224
p12,wint,hdd,2034,1934.71092027
p12,wint,hdd,2036,1939.2002301
p12,wint,hdd,2038,1928.71783856
p12,wint,hdd,2040,1937.19310642
p12,wint,hdd,2042,1939.36264671
p12,wint,hdd,2044,1945.05066102
p12,wint,hdd,2046,1934.28039328
p12,wint,hdd,2048,1909.67781429
p12,wint,hdd,2050,1908.6261903000002
p13,spri,cdd,2010,117.912126273
p13,spri,cdd,2012,124.94392870700001
p13,spri,cdd,2014,129.264619256
p13,spri,cdd,2016,133.81542996299999
p13,spri,cdd,2018,136.669939317
p13,spri,cdd,2020,143.311162732
p13,spri,cdd,2022,135.320530845
p13,spri,cdd,2024,136.326924889
p13,spri,cdd,2026,141.31562165
p13,spri,cdd,2028,142.34730411299998
p13,spri,cdd,2030,147.875895831
p13,spri,cdd,2032,145.316337269
p13,spri,cdd,2034,150.857651788
p13,spri,cdd,2036,150.484332607
p13,spri,cdd,2038,154.76585227299998
p13,spri,cdd,2040,153.980048776
p13,spri,cdd,2042,163.736764615
p13,spri,cdd,2044,166.34595319299999
p13,spri,cdd,2046,156.344204581
p13,spri,cdd,2048,157.40975773899999
p13,spri,cdd,2050,151.565764089
p13,spri,hdd,2010,318.928978164
p13,spri,hdd,2012,307.630830047
p13,spri,hdd,2014,313.823770205
p13,spri,hdd,2016,305.421851903
p13,spri,hdd,2018,301.878525922
p13,spri,hdd,2020,286.346984718
p13,spri,hdd,2022,284.90897505099997
p13,spri,hdd,2024,286.076919524
p13,spri,hdd,2026,278.157941941
p13,spri,hdd,2028,274.87121716
p13,spri,hdd,2030,268.676860203
p13,spri,hdd,2032,279.602075646
p13,spri,hdd,2034,276.433861178
p13,spri,hdd,2036,280.410298433
p13,spri,hdd,2038,267.44156714
p13,spri,hdd,2040,282.612207426
p13,spri,hdd,2042,277.85857403299997
p13,spri,hdd,2044,284.797014418
p13,spri,hdd,2046,289.90029864900004
p13,spri,hdd,2048,284.872081945
p13,spri,hdd,2050,299.102926525
p13,summ,cdd,2010,939.667772037
p13,summ,cdd,2012,943.671604517
p13,summ,cdd,2014,950.047846141
p13,summ,cdd,2016,960.1602074580001
p13,summ,cdd,2018,968.664483505
p13,summ,cdd,2020,1000.44425034
p13,summ,cdd,2022,1008.39017394
p13,summ,cdd,2024,1032.93555391
p13,summ,cdd,2026,1043.55373881
p13,summ,cdd,2028,1056.72762792
p13,summ,cdd,2030,1064.33856538
p13,summ,cdd,2032,1077.48467535
p13,summ,cdd,2034,1078.49911883
p13,summ,cdd,2036,1074.3643631
p13,summ,cdd,2038,1076.52020243
p13,summ,cdd,2040,1062.54832198
p13,summ,cdd,2042,1066.10468627
p13,summ,cdd,2044,1060.30149576
p13,summ,cdd,2046,1059.37394994
p13,summ,cdd,2048,1056.79920454
p13,summ,cdd,2050,1068.45185311
p13,summ,hdd,2010,0.8358138169589999
p13,summ,hdd,2012,0.8358138169589999
p13,summ,hdd,2014,0.761106850309
p13,summ,hdd,2016,0.540036053065
p13,summ,hdd,2018,0.540036053065
p13,summ,hdd,2020,0.418533160833
p13,summ,hdd,2022,0.432133678257
p13,summ,hdd,2024,0.432133678257
p13,summ,hdd,2026,0.432133678257
p13,summ,hdd,2028,0.432133678257
p13,summ,hdd,2030,0.026280127117400003
p13,summ,hdd,2032,0.026280127117400003
p13,summ,hdd,2034,0.13169693966499998
p13,summ,hdd,2036,0.13169693966499998
p13,summ,hdd,2038,0.13169693966499998
p13,summ,hdd,2040,0.13169693966499998
p13,summ,hdd,2042,0.10541681254799999
p13,summ,hdd,2044,0.10541681254799999
p13,summ,hdd,2046,0.10541681254799999
p13,summ,hdd,2048,0.10541681254799999
p13,summ,hdd,2050,0.10541681254799999
p13,fall,cdd,2010,255.682943095
p13,fall,cdd,2012,268.24539592
p13,fall,cdd,2014,274.86128055
p13,fall,cdd,2016,281.015130076
p13,fall,cdd,2018,289.53050581599996
p13,fall,cdd,2020,304.074347027
p13,fall,cdd,2022,303.878603486
p13,fall,cdd,2024,303.37849169
p13,fall,cdd,2026,311.293750622
p13,fall,cdd,2028,324.440492822
p13,fall,cdd,2030,314.227725228
p13,fall,cdd,2032,310.925842532
p13,fall,cdd,2034,315.880631064
p13,fall,cdd,2036,314.830805489
p13,fall,cdd,2038,317.772048908
p13,fall,cdd,2040,315.830069614
p13,fall,cdd,2042,312.435031208
p13,fall,cdd,2044,323.139788868
p13,fall,cdd,2046,323.989700451
p13,fall,cdd,2048,323.414126706
p13,fall,cdd,2050,329.97661054599996
p13,fall,hdd,2010,25.789240469
p13,fall,hdd,2012,23.4833476861
p13,fall,hdd,2014,21.6285592572
p13,fall,hdd,2016,23.3003931125
p13,fall,hdd,2018,19.7344598054
p13,fall,hdd,2020,19.055056488800002
p13,fall,hdd,2022,24.7887304598
p13,fall,hdd,2024,26.6736645476
p13,fall,hdd,2026,23.4517710333
p13,fall,hdd,2028,21.499723401999997
p13,fall,hdd,2030,24.692315627600003
p13,fall,hdd,2032,26.4022786906
p13,fall,hdd,2034,25.195611598400003
p13,fall,hdd,2036,21.4862273547
p13,fall,hdd,2038,21.0029651032
p13,fall,hdd,2040,22.8970714173
p13,fall,hdd,2042,20.2913527069
p13,fall,hdd,2044,18.6133601586
p13,fall,hdd,2046,19.9740813734
p13,fall,hdd,2048,23.1259843538
p13,fall,hdd,2050,20.85300202
p13,wint,cdd,2010,1.5740616773299998
p13,wint,cdd,2012,1.56787493213
p13,wint,cdd,2014,1.5422503982299998
p13,wint,cdd,2016,1.5422503982299998
p13,wint,cdd,2018,1.73771837694
p13,wint,cdd,2020,1.5980370519
p13,wint,cdd,2022,1.5980370519
p13,wint,cdd,2024,1.26184566918
p13,wint,cdd,2026,1.4562597624399998
p13,wint,cdd,2028,1.05049321748
p13,wint,cdd,2030,0.7830045542730001
p13,wint,cdd,2032,0.7466652209819999
p13,wint,cdd,2034,0.7343688742569999
p13,wint,cdd,2036,1.05328212572
p13,wint,cdd,2038,1.18620036364
p13,wint,cdd,2040,1.02544198315
p13,wint,cdd,2042,1.02544198315
p13,wint,cdd,2044,1.060924918
p13,wint,cdd,2046,1.84946934833
p13,wint,cdd,2048,2.0651120651
p13,wint,cdd,2050,2.20603801521
p13,wint,hdd,2010,1204.82436512
p13,wint,hdd,2012,1177.2539771
p13,wint,hdd,2014,1165.01019866
p13,wint,hdd,2016,1143.87529722
p13,wint,hdd,2018,1126.75008219
p13,wint,hdd,2020,1085.36731772
p13,wint,hdd,2022,1082.27768145
p13,wint,hdd,2024,1065.73270422
p13,wint,hdd,2026,1064.27948188
p13,wint,hdd,2028,1065.18974531
p13,wint,hdd,2030,1066.43831181
p13,wint,hdd,2032,1093.84380122
p13,wint,hdd,2034,1098.10280562
p13,wint,hdd,2036,1112.01905008
p13,wint,hdd,2038,1107.01253079
p13,wint,hdd,2040,1112.5369388
p13,wint,hdd,2042,1117.2494869999998
p13,wint,hdd,2044,1119.10734088
p13,wint,hdd,2046,1108.82457108
p13,wint,hdd,2048,1087.56716209
p13,wint,hdd,2050,1083.16619263
p14,spri,cdd,2010,4.0870718334400005
p14,spri,cdd,2012,4.34580382974
p14,spri,cdd,2014,3.8786598076699996
p14,spri,cdd,2016,4.79527694138
p14,spri,cdd,2018,4.74400782789
p14,spri,cdd,2020,4.42429156914
p14,spri,cdd,2022,4.16524152214
p14,spri,cdd,2024,4.7279939334
p14,spri,cdd,2026,4.6422255985400005
p14,spri,cdd,2028,3.0599895692900003
p14,spri,cdd,2030,2.85103031237
p14,spri,cdd,2032,2.40704671032
p14,spri,cdd,2034,3.23722573239
p14,spri,cdd,2036,2.5048453827
p14,spri,cdd,2038,2.37105094482
p14,spri,cdd,2040,2.9257856491600003
p14,spri,cdd,2042,2.98626279634
p14,spri,cdd,2044,2.2640587213099996
p14,spri,cdd,2046,2.38201241989
p14,spri,cdd,2048,2.20540596191
p14,spri,cdd,2050,2.2132187175599998
p14,spri,hdd,2010,954.301289485
p14,spri,hdd,2012,932.50507146
p14,spri,hdd,2014,935.642353738
p14,spri,hdd,2016,924.357942624
p14,spri,hdd,2018,922.0002747689999
p14,spri,hdd,2020,917.2983144760001
p14,spri,hdd,2022,891.081782042
p14,spri,hdd,2024,869.8165380889999
p14,spri,hdd,2026,851.53768651
p14,spri,hdd,2028,849.3435593410001
p14,spri,hdd,2030,872.548400938
p14,spri,hdd,2032,896.4116966360001
p14,spri,hdd,2034,901.274964505
p14,spri,hdd,2036,897.431809372
p14,spri,hdd,2038,892.849876826
p14,spri,hdd,2040,888.976312042
p14,spri,hdd,2042,900.546152903
p14,spri,hdd,2044,924.2489674289999
p14,spri,hdd,2046,938.563326363
p14,spri,hdd,2048,928.6295705739999
p14,spri,hdd,2050,913.253023624
p14,summ,cdd,2010,191.71499980299998
p14,summ,cdd,2012,193.427852455
p14,summ,cdd,2014,199.454729184
p14,summ,cdd,2016,217.429186018
p14,summ,cdd,2018,225.026365459
p14,summ,cdd,2020,231.17171389900003
p14,summ,cdd,2022,238.089754175
p14,summ,cdd,2024,244.151750969
p14,summ,cdd,2026,234.144324013
p14,summ,cdd,2028,234.870948247
p14,summ,cdd,2030,232.29058874700002
p14,summ,cdd,2032,241.20155637099998
p14,summ,cdd,2034,250.37733392299998
p14,summ,cdd,2036,240.60190245200002
p14,summ,cdd,2038,243.155421158
p14,summ,cdd,2040,243.53662198599997
p14,summ,cdd,2042,246.428313849
p14,summ,cdd,2044,243.746131904
p14,summ,cdd,2046,259.614948755
p14,summ,cdd,2048,262.384771115
p14,summ,cdd,2050,279.414689791
p14,summ,hdd,2010,108.27355910700001
p14,summ,hdd,2012,102.161394768
p14,summ,hdd,2014,99.20489025959999
p14,summ,hdd,2016,90.8340781862
p14,summ,hdd,2018,88.13543026149999
p14,summ,hdd,2020,85.6502898437
p14,summ,hdd,2022,83.48330221100001
p14,summ,hdd,2024,78.846848553
p14,summ,hdd,2026,79.1279623045
p14,summ,hdd,2028,82.5172822449
p14,summ,hdd,2030,79.166476808
p14,summ,hdd,2032,78.50946496520001
p14,summ,hdd,2034,78.20900820600001
p14,summ,hdd,2036,87.7248866683
p14,summ,hdd,2038,85.41377832020001
p14,summ,hdd,2040,89.11583862170001
p14,summ,hdd,2042,86.3452996278
p14,summ,hdd,2044,91.27744090819999
p14,summ,hdd,2046,84.1949748479
p14,summ,hdd,2048,80.6556964929
p14,summ,hdd,2050,76.40522480770001
p14,fall,cdd,2010,8.01038557523
p14,fall,cdd,2012,9.65012699478
p14,fall,cdd,2014,11.058958309500001
p14,fall,cdd,2016,14.554041346099998
p14,fall,cdd,2018,17.554146571500002
p14,fall,cdd,2020,20.7633653053
p14,fall,cdd,2022,19.5024060834
p14,fall,cdd,2024,23.4391229469
p14,fall,cdd,2026,24.0798915296
p14,fall,cdd,2028,23.5191790867
p14,fall,cdd,2030,23.650166303200002
p14,fall,cdd,2032,23.617435878000002
p14,fall,cdd,2034,26.3075623751
p14,fall,cdd,2036,25.795301061300002
p14,fall,cdd,2038,24.105437877399996
p14,fall,cdd,2040,23.9674937647
p14,fall,cdd,2042,24.8583288519
p14,fall,cdd,2044,23.617921769099997
p14,fall,cdd,2046,25.3893587723
p14,fall,cdd,2048,26.019939336
p14,fall,cdd,2050,26.464470314899998
p14,fall,hdd,2010,454.66802632599996
p14,fall,hdd,2012,434.88449445599997
p14,fall,hdd,2014,423.409659575
p14,fall,hdd,2016,410.955304511
p14,fall,hdd,2018,409.535724486
p14,fall,hdd,2020,384.700675251
p14,fall,hdd,2022,398.497655366
p14,fall,hdd,2024,390.720617695
p14,fall,hdd,2026,386.448721746
p14,fall,hdd,2028,374.225482144
p14,fall,hdd,2030,378.695989926
p14,fall,hdd,2032,376.432564709
p14,fall,hdd,2034,376.096178665
p14,fall,hdd,2036,386.86342751
p14,fall,hdd,2038,367.37408670800005
p14,fall,hdd,2040,372.354414286
p14,fall,hdd,2042,360.34583229699996
p14,fall,hdd,2044,359.280648383
p14,fall,hdd,2046,358.80533645099996
p14,fall,hdd,2048,364.732009947
p14,fall,hdd,2050,359.009651305
p14,wint,cdd,2010,0.0
p14,wint,cdd,2012,0.0
p14,wint,cdd,2014,0.0
p14,wint,cdd,2016,0.0
p14,wint,cdd,2018,0.0
p14,wint,cdd,2020,0.0
p14,wint,cdd,2022,0.0
p14,wint,cdd,2024,0.0
p14,wint,cdd,2026,0.0
p14,wint,cdd,2028,0.0
p14,wint,cdd,2030,0.0
p14,wint,cdd,2032,0.0
p14,wint,cdd,2034,0.0
p14,wint,cdd,2036,0.0
p14,wint,cdd,2038,0.0
p14,wint,cdd,2040,0.0
p14,wint,cdd,2042,0.0
p14,wint,cdd,2044,0.0
p14,wint,cdd,2046,0.0
p14,wint,cdd,2048,0.0
p14,wint,cdd,2050,0.0
p14,wint,hdd,2010,2295.67073596
p14,wint,hdd,2012,2256.46665817
p14,wint,hdd,2014,2259.33973174
p14,wint,hdd,2016,2252.50073591
p14,wint,hdd,2018,2223.71209044
p14,wint,hdd,2020,2191.19479414
p14,wint,hdd,2022,2179.00196266
p14,wint,hdd,2024,2187.22904476
p14,wint,hdd,2026,2186.35965719
p14,wint,hdd,2028,2171.37594842
p14,wint,hdd,2030,2173.92054521
p14,wint,hdd,2032,2201.64437762
p14,wint,hdd,2034,2189.99427578
p14,wint,hdd,2036,2187.92940314
p14,wint,hdd,2038,2180.81167903
p14,wint,hdd,2040,2199.41835948
p14,wint,hdd,2042,2202.90199117
p14,wint,hdd,2044,2196.79695081
p14,wint,hdd,2046,2186.2428453
p14,wint,hdd,2048,2175.64754655
p14,wint,hdd,2050,2188.43613411
p15,spri,cdd,2010,1.03396294054
p15,spri,cdd,2012,1.03062672662
p15,spri,cdd,2014,1.03062672662
p15,spri,cdd,2016,1.40969774546
p15,spri,cdd,2018,1.40969774546
p15,spri,cdd,2020,1.61286878985
p15,spri,cdd,2022,1.5139788076499998
p15,spri,cdd,2024,1.5922334147100001
p15,spri,cdd,2026,1.46123375385
p15,spri,cdd,2028,0.958603887297
p15,spri,cdd,2030,1.0791318303
p15,spri,cdd,2032,1.0625310843200002
p15,spri,cdd,2034,1.733301173
p15,spri,cdd,2036,1.3717587015000001
p15,spri,cdd,2038,1.3717587015000001
p15,spri,cdd,2040,1.9889030761500002
p15,spri,cdd,2042,2.0293726595900003
p15,spri,cdd,2044,1.9511180525299998
p15,spri,cdd,2046,2.00883386265
p15,spri,cdd,2048,2.04963235504
p15,spri,cdd,2050,2.0447154703
p15,spri,hdd,2010,1084.5046761
p15,spri,hdd,2012,1059.42679075
p15,spri,hdd,2014,1054.22337929
p15,spri,hdd,2016,1043.68234465
p15,spri,hdd,2018,1038.80761889
p15,spri,hdd,2020,1025.28938979
p15,spri,hdd,2022,1008.78147812
p15,spri,hdd,2024,990.127439817
p15,spri,hdd,2026,970.126191421
p15,spri,hdd,2028,966.204735297
p15,spri,hdd,2030,981.2325724289999
p15,spri,hdd,2032,1005.76602429
p15,spri,hdd,2034,1008.10056272
p15,spri,hdd,2036,1005.29272176
p15,spri,hdd,2038,1003.22213106
p15,spri,hdd,2040,1004.27512451
p15,spri,hdd,2042,1008.26505914
p15,spri,hdd,2044,1031.4549714
p15,spri,hdd,2046,1048.79333446
p15,spri,hdd,2048,1040.09160059
p15,spri,hdd,2050,1035.37833417
p15,summ,cdd,2010,149.341857584
p15,summ,cdd,2012,152.868278788
p15,summ,cdd,2014,157.19189132399998
p15,summ,cdd,2016,168.928927402
p15,summ,cdd,2018,174.79165463
p15,summ,cdd,2020,187.31292684599998
p15,summ,cdd,2022,193.17868575900002
p15,summ,cdd,2024,204.170627468
p15,summ,cdd,2026,198.064094443
p15,summ,cdd,2028,199.963679883
p15,summ,cdd,2030,204.518735109
p15,summ,cdd,2032,210.64416060599999
p15,summ,cdd,2034,214.131886145
p15,summ,cdd,2036,207.478007175
p15,summ,cdd,2038,209.96167178
p15,summ,cdd,2040,201.948640208
p15,summ,cdd,2042,202.471937359
p15,summ,cdd,2044,200.93273373099998
p15,summ,cdd,2046,214.232445728
p15,summ,cdd,2048,221.767943379
p15,summ,cdd,2050,234.025148704
p15,summ,hdd,2010,129.37016017
p15,summ,hdd,2012,121.947966541
p15,summ,hdd,2014,117.02769469200001
p15,summ,hdd,2016,107.07910569399999
p15,summ,hdd,2018,104.995855167
p15,summ,hdd,2020,98.2728756311
p15,summ,hdd,2022,96.4026810066
p15,summ,hdd,2024,89.0685618589
p15,summ,hdd,2026,89.5093453114
p15,summ,hdd,2028,93.1120331061
p15,summ,hdd,2030,88.6920531373
p15,summ,hdd,2032,87.8544899898
p15,summ,hdd,2034,88.7728864359
p15,summ,hdd,2036,97.48720591
p15,summ,hdd,2038,95.22907620209999
p15,summ,hdd,2040,101.047707103
p15,summ,hdd,2042,99.6171081464
p15,summ,hdd,2044,101.876938504
p15,summ,hdd,2046,95.7893107163
p15,summ,hdd,2048,92.9625468016
p15,summ,hdd,2050,91.0205373888
p15,fall,cdd,2010,6.5354786661699995
p15,fall,cdd,2012,6.8766983888399995
p15,fall,cdd,2014,6.893471090089999
p15,fall,cdd,2016,8.62085693286
p15,fall,cdd,2018,10.9976275329
p15,fall,cdd,2020,12.613680943699999
p15,fall,cdd,2022,11.7150887772
p15,fall,cdd,2024,13.364392569300001
p15,fall,cdd,2026,13.7439240877
p15,fall,cdd,2028,13.7670636245
p15,fall,cdd,2030,13.4807355412
p15,fall,cdd,2032,14.221627842
p15,fall,cdd,2034,16.5394012575
p15,fall,cdd,2036,16.5921061242
p15,fall,cdd,2038,15.079087721199999
p15,fall,cdd,2040,15.026506938499999
p15,fall,cdd,2042,15.7823869275
p15,fall,cdd,2044,15.922346933699998
p15,fall,cdd,2046,16.984791242
p15,fall,cdd,2048,16.9914257734
p15,fall,cdd,2050,17.200682830999998
p15,fall,hdd,2010,448.51987665800004
p15,fall,hdd,2012,432.35663162
p15,fall,hdd,2014,420.906296286
p15,fall,hdd,2016,410.90161953300003
p15,fall,hdd,2018,405.96746275099997
p15,fall,hdd,2020,379.914937577
p15,fall,hdd,2022,395.432218425
p15,fall,hdd,2024,385.803473019
p15,fall,hdd,2026,377.48278873199996
p15,fall,hdd,2028,362.174569127
p15,fall,hdd,2030,371.324319526
p15,fall,hdd,2032,368.71521331199995
p15,fall,hdd,2034,366.071466485
p15,fall,hdd,2036,375.92325231300003
p15,fall,hdd,2038,358.230074651
p15,fall,hdd,2040,363.319143727
p15,fall,hdd,2042,349.837096369
p15,fall,hdd,2044,344.21862978900003
p15,fall,hdd,2046,345.751422885
p15,fall,hdd,2048,351.734275132
p15,fall,hdd,2050,347.587089536
p15,wint,cdd,2010,0.0
p15,wint,cdd,2012,0.0
p15,wint,cdd,2014,0.0
p15,wint,cdd,2016,0.0
p15,wint,cdd,2018,0.0
p15,wint,cdd,2020,0.0
p15,wint,cdd,2022,0.0
p15,wint,cdd,2024,0.0
p15,wint,cdd,2026,0.0
p15,wint,cdd,2028,0.0
p15,wint,cdd,2030,0.0
p15,wint,cdd,2032,0.0
p15,wint,cdd,2034,0.0
p15,wint,cdd,2036,0.0
p15,wint,cdd,2038,0.0
p15,wint,cdd,2040,0.0
p15,wint,cdd,2042,0.0
p15,wint,cdd,2044,0.0
p15,wint,cdd,2046,0.0
p15,wint,cdd,2048,0.0
p15,wint,cdd,2050,0.0
p15,wint,hdd,2010,2392.39166268
p15,wint,hdd,2012,2361.68849441
p15,wint,hdd,2014,2355.01038924
p15,wint,hdd,2016,2345.33540481
p15,wint,hdd,2018,2328.95296289
p15,wint,hdd,2020,2298.82096028
p15,wint,hdd,2022,2294.60846045
p15,wint,hdd,2024,2286.14063144
p15,wint,hdd,2026,2282.13259705
p15,wint,hdd,2028,2281.57103527
p15,wint,hdd,2030,2279.93471891
p15,wint,hdd,2032,2310.50315151
p15,wint,hdd,2034,2304.08749233
p15,wint,hdd,2036,2307.12787376
p15,wint,hdd,2038,2295.87779025
p15,wint,hdd,2040,2301.19306837
p15,wint,hdd,2042,2299.72966195
p15,wint,hdd,2044,2304.38074452
p15,wint,hdd,2046,2297.66136432
p15,wint,hdd,2048,2278.00753026
p15,wint,hdd,2050,2281.35183783
p16,spri,cdd,2010,0.40977309971000003
p16,spri,cdd,2012,0.531128280543
p16,spri,cdd,2014,0.5995338653019999
p16,spri,cdd,2016,0.663346312289
p16,spri,cdd,2018,0.663346312289
p16,spri,cdd,2020,0.9432910091169999
p16,spri,cdd,2022,0.8277927611920001
p16,spri,cdd,2024,0.9751450029880001
p16,spri,cdd,2026,0.9117740281910001
p16,spri,cdd,2028,0.81636090647
p16,spri,cdd,2030,1.96189958562
p16,spri,cdd,2032,1.87597290252
p16,spri,cdd,2034,2.8120149928900005
p16,spri,cdd,2036,2.7489484813800003
p16,spri,cdd,2038,2.7489484813800003
p16,spri,cdd,2040,3.5982596318800004
p16,spri,cdd,2042,3.7476813615199993
p16,spri,cdd,2044,3.6003291197300005
p16,spri,cdd,2046,3.5295047790599994
p16,spri,cdd,2048,4.1815363433099995
p16,spri,cdd,2050,3.1651754223900004
p16,spri,hdd,2010,1111.09098981
p16,spri,hdd,2012,1083.8610191
p16,spri,hdd,2014,1075.12293028
p16,spri,hdd,2016,1065.13902422
p16,spri,hdd,2018,1058.28257902
p16,spri,hdd,2020,1039.37872191
p16,spri,hdd,2022,1032.58544562
p16,spri,hdd,2024,1020.37468507
p16,spri,hdd,2026,1000.0929661
p16,spri,hdd,2028,995.416924505
p16,spri,hdd,2030,1004.385975
p16,spri,hdd,2032,1029.01400715
p16,spri,hdd,2034,1029.42190513
p16,spri,hdd,2036,1023.42361181
p16,spri,hdd,2038,1022.05658818
p16,spri,hdd,2040,1027.45111402
p16,spri,hdd,2042,1024.92873107
p16,spri,hdd,2044,1044.79987681
p16,spri,hdd,2046,1058.38016426
p16,spri,hdd,2048,1048.13683411
p16,spri,hdd,2050,1051.5841466
p16,summ,cdd,2010,141.514104887
p16,summ,cdd,2012,146.7757806
p16,summ,cdd,2014,148.62842488
p16,summ,cdd,2016,156.742910515
p16,summ,cdd,2018,159.040549336
p16,summ,cdd,2020,173.26315157599998
p16,summ,cdd,2022,176.14414576599998
p16,summ,cdd,2024,190.09366313299998
p16,summ,cdd,2026,187.678075462
p16,summ,cdd,2028,189.273509906
p16,summ,cdd,2030,200.880434886
p16,summ,cdd,2032,204.484247115
p16,summ,cdd,2034,202.74675214400003
p16,summ,cdd,2036,198.58583482
p16,summ,cdd,2038,202.81181215400002
p16,summ,cdd,2040,190.44309712
p16,summ,cdd,2042,191.97241729400002
p16,summ,cdd,2044,192.53184705799998
p16,summ,cdd,2046,205.57166978
p16,summ,cdd,2048,217.598333569
p16,summ,cdd,2050,222.526872085
p16,summ,hdd,2010,116.09136300700001
