st,year,multiplier
OH,2050,1.130279447
WI,2010,1.000148808
WI,2011,0.998141201
WI,2012,1.001294067
WI,2013,1.005736799
WI,2014,1.011167058
WI,2015,0.999649852
WI,2016,1.014844242
WI,2017,1.00558868
WI,2018,1.033294062
WI,2019,1.007424368
WI,2020,0.9829839
WI,2021,1.012538083
WI,2022,1.02307163
WI,2023,1.019748493
WI,2024,1.023670432
WI,2025,1.028539777
WI,2026,1.036442899
WI,2027,1.044356701
WI,2028,1.050376681
WI,2029,1.055888264
WI,2030,1.061087006
WI,2031,1.065313422
WI,2032,1.070551513
WI,2033,1.075231808
WI,2034,1.08028696
WI,2035,1.086135239
WI,2036,1.091561097
WI,2037,1.097032777
WI,2038,1.102428955
WI,2039,1.106226874
WI,2040,1.110503143
WI,2041,1.115493016
WI,2042,1.121099945
WI,2043,1.126910919
WI,2044,1.132476914
WI,2045,1.138211061
WI,2046,1.145474681
WI,2047,1.153443914
WI,2048,1.160353579
WI,2049,1.167631249
WI,2050,1.176867407
AL,2010,1.000014973
AL,2011,0.979465346
AL,2012,0.948512862
AL,2013,0.966907198
AL,2014,0.995985503
AL,2015,0.977847217
AL,2016,0.971067859
AL,2017,0.94924321
AL,2018,0.993723675
AL,2019,0.969708811
AL,2020,0.917994469
AL,2021,0.942134017
AL,2022,0.963659772
AL,2023,0.96298564
AL,2024,0.973645423
AL,2025,0.98437557
AL,2026,0.994880839
AL,2027,1.003476117
AL,2028,1.010755588
AL,2029,1.01652564
AL,2030,1.020859277
AL,2031,1.025559624
AL,2032,1.030913305
AL,2033,1.033742011
AL,2034,1.037913287
AL,2035,1.04411794
AL,2036,1.048842237
AL,2037,1.05393103
AL,2038,1.058672549
AL,2039,1.063335562
AL,2040,1.06934018
AL,2041,1.07608669
AL,2042,1.083031655
AL,2043,1.090038244
AL,2044,1.096507671
AL,2045,1.10364202
AL,2046,1.112249233
AL,2047,1.121294911
AL,2048,1.12935794
AL,2049,1.137516308
AL,2050,1.147392966
KY,2010,1.000025676
KY,2011,0.956961209
KY,2012,0.951729797
KY,2013,0.906041351
KY,2014,0.842723377
KY,2015,0.81280844
KY,2016,0.797006505
KY,2017,0.776540917
KY,2018,0.819112523
KY,2019,0.805677778
KY,2020,0.767908451
KY,2021,0.797139719
KY,2022,0.803955017
KY,2023,0.803280885
KY,2024,0.813940668
KY,2025,0.824670815
KY,2026,0.835176084
KY,2027,0.843771362
KY,2028,0.851050833
KY,2029,0.856820885
KY,2030,0.861154522
KY,2031,0.865854869
KY,2032,0.87120855
KY,2033,0.874037256
KY,2034,0.878208532
KY,2035,0.884413185
KY,2036,0.889137482
KY,2037,0.894226275
KY,2038,0.898967794
KY,2039,0.903630807
KY,2040,0.909635425
KY,2041,0.916381935
KY,2042,0.9233269
KY,2043,0.930333489
KY,2044,0.936802916
KY,2045,0.943937265
KY,2046,0.952544478
KY,2047,0.961590156
KY,2048,0.969653185
KY,2049,0.977811553
KY,2050,0.987688211
MS,2010,1.000016644
MS,2011,0.992986538
MS,2012,0.9738691
MS,2013,0.981848499
MS,2014,0.994455906
MS,2015,0.980012052
MS,2016,0.987324239
MS,2017,0.962826342
MS,2018,1.01438337
MS,2019,0.985478473
MS,2020,0.935810566
MS,2021,0.966698457
MS,2022,0.999933214
MS,2023,0.999259082
MS,2024,1.009918865
MS,2025,1.020649012
MS,2026,1.031154281
MS,2027,1.039749559
MS,2028,1.04702903
MS,2029,1.052799082
MS,2030,1.057132719
MS,2031,1.061833066
MS,2032,1.067186747
MS,2033,1.070015453
MS,2034,1.074186729
MS,2035,1.080391382
MS,2036,1.085115679
MS,2037,1.090204472
MS,2038,1.094945991
MS,2039,1.099609004
MS,2040,1.105613622
MS,2041,1.112360132
MS,2042,1.119305097
MS,2043,1.126311686
MS,2044,1.132781113
MS,2045,1.139915462
MS,2046,1.148522675
MS,2047,1.157568353
MS,2048,1.165631382
MS,2049,1.17378975
MS,2050,1.183666408
TN,2010,1.000041253
TN,2011,0.973111223
TN,2012,0.931094148
TN,2013,0.937006056
TN,2014,0.968720798
TN,2015,0.963049627
TN,2016,0.974185592
TN,2017,0.940219299
TN,2018,0.995096932
TN,2019,0.965360657
TN,2020,0.918702072
TN,2021,0.963295329
TN,2022,0.989382143
TN,2023,0.988708011
TN,2024,0.999367794
TN,2025,1.010097941
TN,2026,1.02060321
TN,2027,1.029198488
TN,2028,1.036477959
TN,2029,1.042248011
TN,2030,1.046581648
TN,2031,1.051281995
TN,2032,1.056635676
TN,2033,1.059464382
TN,2034,1.063635658
TN,2035,1.069840311
TN,2036,1.074564608
TN,2037,1.079653401
TN,2038,1.08439492
TN,2039,1.089057933
TN,2040,1.095062551
TN,2041,1.101809061
TN,2042,1.108754026
TN,2043,1.115760615
TN,2044,1.122230042
TN,2045,1.129364391
TN,2046,1.137971604
TN,2047,1.147017282
TN,2048,1.155080311
TN,2049,1.163238679
TN,2050,1.173115337
NJ,2010,1.003806079
NJ,2011,0.977568078
NJ,2012,0.960140816
NJ,2013,0.958433085
NJ,2014,0.951611606
NJ,2015,0.973214768
NJ,2016,0.971145997
NJ,2017,0.949626193
NJ,2018,0.985839841
NJ,2019,0.96312342
NJ,2020,0.942787292
NJ,2021,0.95821245
NJ,2022,0.969126193
NJ,2023,0.954167539
NJ,2024,0.96490583
NJ,2025,0.967196271
NJ,2026,0.972964311
NJ,2027,0.97972324
NJ,2028,0.985759893
NJ,2029,0.991954311
NJ,2030,0.997593508
NJ,2031,1.003460712
NJ,2032,1.009730382
NJ,2033,1.016758712
NJ,2034,1.024150075
NJ,2035,1.032446169
NJ,2036,1.040905547
NJ,2037,1.050438027
NJ,2038,1.059302271
NJ,2039,1.0666725
NJ,2040,1.07500072
NJ,2041,1.083930956
NJ,2042,1.093407626
NJ,2043,1.102949886
NJ,2044,1.112912642
NJ,2045,1.12355524
NJ,2046,1.135301437
NJ,2047,1.14750987
NJ,2048,1.159704279
NJ,2049,1.173152232
NJ,2050,1.18847924
NY,2010,1.000394053
NY,2011,0.996610397
NY,2012,0.990932231
NY,2013,1.024059333
NY,2014,1.021427354
NY,2015,1.033753334
NY,2016,1.028047889
NY,2017,1.010754732
NY,2018,1.047069087
NY,2019,1.019678482
NY,2020,0.986806052
NY,2021,0.996676569
NY,2022,1.008809701
NY,2023,0.993851047
NY,2024,1.004589338
NY,2025,1.006879779
NY,2026,1.012647819
NY,2027,1.019406748
NY,2028,1.025443401
NY,2029,1.031637819
NY,2030,1.037277016
NY,2031,1.04314422
NY,2032,1.04941389
NY,2033,1.05644222
NY,2034,1.063833583
NY,2035,1.072129677
NY,2036,1.080589055
NY,2037,1.090121535
NY,2038,1.098985779
NY,2039,1.106356008
NY,2040,1.114684228
NY,2041,1.123614464
NY,2042,1.133091134
NY,2043,1.142633394
NY,2044,1.15259615
NY,2045,1.163238748
NY,2046,1.174984945
NY,2047,1.187193378
NY,2048,1.199387787
NY,2049,1.21283574
NY,2050,1.228162748
PA,2010,1.000471824
PA,2011,0.999734828
PA,2012,0.972904808
PA,2013,0.983441925
PA,2014,0.986495029
PA,2015,0.984249535
PA,2016,0.977611612
PA,2017,0.96239878
PA,2018,1.002966661
PA,2019,0.980679319
PA,2020,0.941989911
PA,2021,0.966748253
PA,2022,0.977929708
PA,2023,0.962971054
PA,2024,0.973709345
PA,2025,0.975999786
PA,2026,0.981767826
PA,2027,0.988526755
PA,2028,0.994563408
PA,2029,1.000757826
PA,2030,1.006397023
PA,2031,1.012264227
PA,2032,1.018533897
PA,2033,1.025562227
PA,2034,1.03295359
PA,2035,1.041249684
PA,2036,1.049709062
PA,2037,1.059241542
PA,2038,1.068105786
PA,2039,1.075476015
PA,2040,1.083804235
PA,2041,1.092734471
PA,2042,1.102211141
PA,2043,1.111753401
PA,2044,1.121716157
PA,2045,1.132358755
PA,2046,1.144104952
PA,2047,1.156313385
PA,2048,1.168507794
PA,2049,1.181955747
PA,2050,1.197282755
AZ,2010,1.001933241
AZ,2011,1.034037088
AZ,2012,1.038743358
AZ,2013,1.050869664
AZ,2014,1.062940341
AZ,2015,1.081043242
AZ,2016,1.096473158
AZ,2017,1.092314809
AZ,2018,1.106900389
AZ,2019,1.105417988
AZ,2020,1.165384295
AZ,2021,1.161608132
AZ,2022,1.200125229
AZ,2023,1.191911432
AZ,2024,1.213037423
AZ,2025,1.231095975
AZ,2026,1.246708381
AZ,2027,1.261632958
AZ,2028,1.278613537
AZ,2029,1.295593247
AZ,2030,1.310817657
AZ,2031,1.326999127
AZ,2032,1.344087646
AZ,2033,1.361305619
AZ,2034,1.378931733
AZ,2035,1.397435641
AZ,2036,1.416006332
AZ,2037,1.433797969
AZ,2038,1.450860875
AZ,2039,1.467418759
AZ,2040,1.484644027
AZ,2041,1.503696376
AZ,2042,1.523306866
AZ,2043,1.543935396
AZ,2044,1.564889127
AZ,2045,1.586315697
AZ,2046,1.614064494
AZ,2047,1.636584984
AZ,2048,1.65937033
AZ,2049,1.682550452
AZ,2050,1.707539249
CO,2010,1.002079595
CO,2011,1.013347305
CO,2012,1.018620701
CO,2013,1.015223108
CO,2014,1.015930559
CO,2015,1.030257354
CO,2016,1.044591778
CO,2017,1.046373042
CO,2018,1.078115977
CO,2019,1.080316289
CO,2020,1.072724402
CO,2021,1.085002865
CO,2022,1.108470552
CO,2023,1.100256755
CO,2024,1.121382746
CO,2025,1.139441298
CO,2026,1.155053704
CO,2027,1.169978281
CO,2028,1.18695886
CO,2029,1.20393857
CO,2030,1.21916298
CO,2031,1.23534445
CO,2032,1.252432969
CO,2033,1.269650942
CO,2034,1.287277056
CO,2035,1.305780964
CO,2036,1.324351655
CO,2037,1.342143292
CO,2038,1.359206198
CO,2039,1.375764082
CO,2040,1.39298935
CO,2041,1.412041699
CO,2042,1.431652189
CO,2043,1.452280719
CO,2044,1.47323445
CO,2045,1.49466102
CO,2046,1.522409817
CO,2047,1.544930307
CO,2048,1.567715653
CO,2049,1.590895775
CO,2050,1.615884572
ID,2010,0.999988532
ID,2011,1.020781212
ID,2012,1.040123183
ID,2013,1.06197204
ID,2014,1.019227514
ID,2015,1.011658061
ID,2016,1.012001618
ID,2017,1.044334564
ID,2018,1.043313044
ID,2019,1.054633787
ID,2020,1.076852921
ID,2021,1.114399277
ID,2022,1.149644673
ID,2023,1.141430876
ID,2024,1.162556867
ID,2025,1.180615419
ID,2026,1.196227825
ID,2027,1.211152402
ID,2028,1.228132981
ID,2029,1.245112691
ID,2030,1.260337101
ID,2031,1.276518571
ID,2032,1.29360709
ID,2033,1.310825063
ID,2034,1.328451177
ID,2035,1.346955085
ID,2036,1.365525776
ID,2037,1.383317413
ID,2038,1.400380319
ID,2039,1.416938203
ID,2040,1.434163471
ID,2041,1.45321582
ID,2042,1.47282631
ID,2043,1.49345484
ID,2044,1.514408571
ID,2045,1.535835141
ID,2046,1.563583938
ID,2047,1.586104428
ID,2048,1.608889774
ID,2049,1.632069896
ID,2050,1.657058693
MT,2010,1.000204773
MT,2011,1.001404969
MT,2012,1.007225546
MT,2013,1.020689321
MT,2014,1.024858815
MT,2015,1.032216882
MT,2016,1.024695583
MT,2017,1.069230259
MT,2018,1.078928814
MT,2019,1.114315989
MT,2020,1.061472508
MT,2021,1.089518961
MT,2022,1.134244714
MT,2023,1.126030917
MT,2024,1.147156908
MT,2025,1.16521546
MT,2026,1.180827866
MT,2027,1.195752443
MT,2028,1.212733022
MT,2029,1.229712732
MT,2030,1.244937142
MT,2031,1.261118612
MT,2032,1.278207131
MT,2033,1.295425104
MT,2034,1.313051218
MT,2035,1.331555126
MT,2036,1.350125817
MT,2037,1.367917454
MT,2038,1.38498036
MT,2039,1.401538244
MT,2040,1.418763512
MT,2041,1.437815861
MT,2042,1.457426351
MT,2043,1.478054881
MT,2044,1.499008612
MT,2045,1.520435182
MT,2046,1.548183979
MT,2047,1.570704469
MT,2048,1.593489815
MT,2049,1.616669937
MT,2050,1.641658734
NM,2010,1.000523205
NM,2011,1.028599862
NM,2012,1.035716735
NM,2013,1.032248035
NM,2014,1.035966265
NM,2015,1.036013926
NM,2016,1.03424914
NM,2017,1.03502901
NM,2018,1.083412511
NM,2019,1.122725718
NM,2020,1.121013126
NM,2021,1.152842428
NM,2022,1.254068236
NM,2023,1.245854439
NM,2024,1.26698043
NM,2025,1.285038982
NM,2026,1.300651388
NM,2027,1.315575965
NM,2028,1.332556544
NM,2029,1.349536254
NM,2030,1.364760664
NM,2031,1.380942134
NM,2032,1.398030653
NM,2033,1.415248626
NM,2034,1.43287474
NM,2035,1.451378648
NM,2036,1.469949339
NM,2037,1.487740976
NM,2038,1.504803882
NM,2039,1.521361766
NM,2040,1.538587034
NM,2041,1.557639383
NM,2042,1.577249873
NM,2043,1.597878403
NM,2044,1.618832134
NM,2045,1.640258704
NM,2046,1.668007501
NM,2047,1.690527991
NM,2048,1.713313337
NM,2049,1.736493459
NM,2050,1.761482256
NV,2010,1.000962051
NV,2011,1.006553312
NV,2012,1.044393324
NV,2013,1.045680486
NV,2014,1.042589056
NV,2015,1.073392305
NV,2016,1.083068615
NV,2017,1.099610175
NV,2018,1.135252893
NV,2019,1.117109997
NV,2020,1.1598581
NV,2021,1.188990178
NV,2022,1.227146009
NV,2023,1.218932212
NV,2024,1.240058203
NV,2025,1.258116755
NV,2026,1.273729161
NV,2027,1.288653738
NV,2028,1.305634317
NV,2029,1.322614027
NV,2030,1.337838437
NV,2031,1.354019907
NV,2032,1.371108426
NV,2033,1.388326399
NV,2034,1.405952513
NV,2035,1.424456421
NV,2036,1.443027112
NV,2037,1.460818749
NV,2038,1.477881655
NV,2039,1.494439539
NV,2040,1.511664807
NV,2041,1.530717156
NV,2042,1.550327646
NV,2043,1.570956176
NV,2044,1.591909907
NV,2045,1.613336477
NV,2046,1.641085274
NV,2047,1.663605764
NV,2048,1.68639111
NV,2049,1.709571232
NV,2050,1.734560029
UT,2010,1.000057729
UT,2011,1.029250311
UT,2012,1.060334249
UT,2013,1.087399706
UT,2014,1.072580079
UT,2015,1.078967839
UT,2016,1.081452849
UT,2017,1.101037454
UT,2018,1.12808008
UT,2019,1.126845392
UT,2020,1.148494104
UT,2021,1.188625393
UT,2022,1.207623171
UT,2023,1.199409374
UT,2024,1.220535365
UT,2025,1.238593917
UT,2026,1.254206323
UT,2027,1.2691309
UT,2028,1.286111479
UT,2029,1.303091189
UT,2030,1.318315599
UT,2031,1.334497069
UT,2032,1.351585588
UT,2033,1.368803561
UT,2034,1.386429675
UT,2035,1.404933583
UT,2036,1.423504274
UT,2037,1.441295911
UT,2038,1.458358817
UT,2039,1.474916701
UT,2040,1.492141969
UT,2041,1.511194318
UT,2042,1.530804808
UT,2043,1.551433338
UT,2044,1.572387069
UT,2045,1.593813639
UT,2046,1.621562436
UT,2047,1.644082926
UT,2048,1.666868272
UT,2049,1.690048394
UT,2050,1.715037191
WY,2010,0.999991469
WY,2011,1.017772879
WY,2012,0.991764753
WY,2013,0.996602311
WY,2014,1.001334937
WY,2015,0.98912506
WY,2016,0.967550795
WY,2017,0.980668035
WY,2018,0.985824008
WY,2019,0.980080343
WY,2020,0.896595412
WY,2021,0.923390033
WY,2022,0.970235784
WY,2023,0.962021987
WY,2024,0.983147978
WY,2025,1.00120653
WY,2026,1.016818936
WY,2027,1.031743513
WY,2028,1.048724092
WY,2029,1.065703802
WY,2030,1.080928212
WY,2031,1.097109682
WY,2032,1.114198201
WY,2033,1.131416174
WY,2034,1.149042288
WY,2035,1.167546196
WY,2036,1.186116887
WY,2037,1.203908524
WY,2038,1.22097143
WY,2039,1.237529314
WY,2040,1.254754582
WY,2041,1.273806931
WY,2042,1.293417421
WY,2043,1.314045951
WY,2044,1.334999682
WY,2045,1.356426252
WY,2046,1.384175049
WY,2047,1.406695539
WY,2048,1.429480885
WY,2049,1.452661007
WY,2050,1.477649804
CT,2010,1.000968603
CT,2011,0.983536484
CT,2012,0.971766071
CT,2013,0.983764271
CT,2014,0.970015984
CT,2015,0.976408833
CT,2016,0.962461538
CT,2017,0.939184482
CT,2018,0.965215025
CT,2019,0.937909267
CT,2020,0.916473428
CT,2021,0.941186361
CT,2022,0.942890166
CT,2023,0.928530666
CT,2024,0.949647785
CT,2025,0.9527195
CT,2026,0.959989976
CT,2027,0.966610285
CT,2028,0.975805642
CT,2029,0.985526809
CT,2030,0.995758833
CT,2031,1.005997357
CT,2032,1.016813023
CT,2033,1.029225523
CT,2034,1.039499714
CT,2035,1.053056738
CT,2036,1.064749619
CT,2037,1.077443785
CT,2038,1.089175
CT,2039,1.101369166
CT,2040,1.114006142
CT,2041,1.126570595
CT,2042,1.139904119
CT,2043,1.152926976
CT,2044,1.166851333
CT,2045,1.180899404
CT,2046,1.194522738
CT,2047,1.208659666
CT,2048,1.221998762
CT,2049,1.237581452
CT,2050,1.253449357
MA,2010,1.000706668
MA,2011,0.974077439
MA,2012,0.971695405
MA,2013,0.973833487
MA,2014,0.964579087
MA,2015,0.971351039
MA,2016,0.958204142
MA,2017,0.945968936
MA,2018,0.969373184
MA,2019,0.935929816
MA,2020,0.916319875
MA,2021,0.933820818
MA,2022,0.934808668
MA,2023,0.920449168
MA,2024,0.941566287
MA,2025,0.944638002
MA,2026,0.951908478
MA,2027,0.958528787
MA,2028,0.967724144
MA,2029,0.977445311
MA,2030,0.987677335
MA,2031,0.997915859
MA,2032,1.008731525
MA,2033,1.021144025
MA,2034,1.031418216
MA,2035,1.04497524
MA,2036,1.056668121
MA,2037,1.069362287
MA,2038,1.081093502
MA,2039,1.093287668
MA,2040,1.105924644
MA,2041,1.118489097
MA,2042,1.131822621
MA,2043,1.144845478
MA,2044,1.158769835
MA,2045,1.172817906
MA,2046,1.18644124
MA,2047,1.200578168
MA,2048,1.213917264
MA,2049,1.229499954
MA,2050,1.245367859
ME,2010,1.000037722
ME,2011,0.989950745
ME,2012,1.003062171
ME,2013,1.029134007
ME,2014,1.041973599
ME,2015,1.032537962
ME,2016,0.995346166
ME,2017,0.975947366
ME,2018,1.076166185
ME,2019,1.024001544
ME,2020,0.991662026
ME,2021,1.01632903
ME,2022,1.047860494
ME,2023,1.033500994
ME,2024,1.054618113
ME,2025,1.057689828
ME,2026,1.064960304
ME,2027,1.071580613
ME,2028,1.08077597
ME,2029,1.090497137
ME,2030,1.100729161
ME,2031,1.110967685
ME,2032,1.121783351
ME,2033,1.134195851
ME,2034,1.144470042
ME,2035,1.158027066
ME,2036,1.169719947
ME,2037,1.182414113
ME,2038,1.194145328
ME,2039,1.206339494
ME,2040,1.21897647
ME,2041,1.231540923
ME,2042,1.244874447
ME,2043,1.257897304
ME,2044,1.271821661
ME,2045,1.285869732
ME,2046,1.299493066
ME,2047,1.313629994
ME,2048,1.32696909
ME,2049,1.34255178
ME,2050,1.358419685
NH,2010,1.000230536
NH,2011,0.998316077
NH,2012,0.998725627
NH,2013,1.015061397
NH,2014,1.0062917
NH,2015,1.012214509
NH,2016,1.006114936
NH,2017,0.998574759
NH,2018,1.024278088
NH,2019,0.995556828
NH,2020,0.996379099
NH,2021,1.015657527
NH,2022,1.014820724
NH,2023,1.000461224
NH,2024,1.021578343
NH,2025,1.024650058
NH,2026,1.031920534
NH,2027,1.038540843
NH,2028,1.0477362
NH,2029,1.057457367
NH,2030,1.067689391
NH,2031,1.077927915
NH,2032,1.088743581
NH,2033,1.101156081
NH,2034,1.111430272
NH,2035,1.124987296
NH,2036,1.136680177
NH,2037,1.149374343
NH,2038,1.161105558
NH,2039,1.173299724
NH,2040,1.1859367
NH,2041,1.198501153
NH,2042,1.211834677
NH,2043,1.224857534
NH,2044,1.238781891
NH,2045,1.252829962
NH,2046,1.266453296
NH,2047,1.280590224
NH,2048,1.29392932
NH,2049,1.30951201
NH,2050,1.325379915
RI,2010,1.00037454
RI,2011,0.992284342
RI,2012,0.989776324
RI,2013,0.999092622
RI,2014,0.981457765
RI,2015,0.984484741
RI,2016,0.968575337
RI,2017,0.953938283
RI,2018,0.984576662
RI,2019,0.965493896
RI,2020,0.980998552
RI,2021,0.998165723
RI,2022,1.033201009
RI,2023,1.018841509
RI,2024,1.039958628
RI,2025,1.043030343
RI,2026,1.050300819
RI,2027,1.056921128
RI,2028,1.066116485
RI,2029,1.075837652
RI,2030,1.086069676
RI,2031,1.0963082
RI,2032,1.107123866
RI,2033,1.119536366
RI,2034,1.129810557
RI,2035,1.143367581
RI,2036,1.155060462
RI,2037,1.167754628
RI,2038,1.179485843
RI,2039,1.191680009
RI,2040,1.204316985
RI,2041,1.216881438
RI,2042,1.230214962
RI,2043,1.243237819
RI,2044,1.257162176
RI,2045,1.271210247
RI,2046,1.284833581
RI,2047,1.298970509
RI,2048,1.312309605
RI,2049,1.327892295
RI,2050,1.3437602
VT,2010,1.000388299
VT,2011,0.993349216
VT,2012,0.987648609
VT,2013,1.002734417
VT,2014,1.001408609
VT,2015,0.996509497
VT,2016,0.99949164
VT,2017,0.989275982
VT,2018,1.011857312
VT,2019,0.997426777
VT,2020,0.983980884
VT,2021,1.00074034
VT,2022,1.014103264
VT,2023,0.999743764
VT,2024,1.020860883
VT,2025,1.023932598
VT,2026,1.031203074
VT,2027,1.037823383
VT,2028,1.04701874
VT,2029,1.056739907
VT,2030,1.066971931
VT,2031,1.077210455
VT,2032,1.088026121
VT,2033,1.100438621
VT,2034,1.110712812
VT,2035,1.124269836
VT,2036,1.135962717
VT,2037,1.148656883
VT,2038,1.160388098
VT,2039,1.172582264
VT,2040,1.18521924
VT,2041,1.197783693
VT,2042,1.211117217
VT,2043,1.224140074
VT,2044,1.238064431
VT,2045,1.252112502
VT,2046,1.265735836
VT,2047,1.279872764
VT,2048,1.29321186
VT,2049,1.30879455
VT,2050,1.324662455
CA,2010,1.004774859
CA,2011,1.019684731
CA,2012,1.013351818
CA,2013,1.023981459
CA,2014,1.034104524
CA,2015,1.033840414
CA,2016,1.025789692
CA,2017,1.036639781
CA,2018,1.037795267
CA,2019,1.027821906
CA,2020,1.035799006
CA,2021,1.034164546
CA,2022,1.06561455
CA,2023,1.052901834
CA,2024,1.062075911
CA,2025,1.081054493
CA,2026,1.099064243
CA,2027,1.111661314
CA,2028,1.127326467
CA,2029,1.142711976
CA,2030,1.156233145
CA,2031,1.168533145
CA,2032,1.182727871
CA,2033,1.196749083
CA,2034,1.212863438
CA,2035,1.22830388
CA,2036,1.244637914
CA,2037,1.2614009
CA,2038,1.278931748
CA,2039,1.297243245
CA,2040,1.314673823
CA,2041,1.332770081
CA,2042,1.350577265
CA,2043,1.366885006
CA,2044,1.383098063
CA,2045,1.399859439
CA,2046,1.42184589
CA,2047,1.440877629
CA,2048,1.459828741
CA,2049,1.480019681
CA,2050,1.501997436
OR,2010,1.000704404
OR,2011,1.025781596
OR,2012,1.015643175
OR,2013,1.036487073
OR,2014,1.030095872
OR,2015,1.028813207
OR,2016,1.031964163
OR,2017,1.091098105
OR,2018,1.07606457
OR,2019,1.099971107
OR,2020,1.113998135
OR,2021,1.182726523
OR,2022,1.16898999
OR,2023,1.156277274
OR,2024,1.165451351
OR,2025,1.184429933
OR,2026,1.202439683
OR,2027,1.215036754
OR,2028,1.230701907
OR,2029,1.246087416
OR,2030,1.259608585
OR,2031,1.271908585
OR,2032,1.286103311
OR,2033,1.300124523
OR,2034,1.316238878
OR,2035,1.33167932
OR,2036,1.348013354
OR,2037,1.36477634
OR,2038,1.382307188
OR,2039,1.400618685
OR,2040,1.418049263
OR,2041,1.436145521
OR,2042,1.453952705
OR,2043,1.470260446
OR,2044,1.486473503
OR,2045,1.503234879
OR,2046,1.52522133
OR,2047,1.544253069
OR,2048,1.563204181
OR,2049,1.583395121
OR,2050,1.605372876
WA,2010,0.999954043
WA,2011,1.036996134
WA,2012,1.021713053
WA,2013,1.027838058
WA,2014,1.019779181
WA,2015,0.997596942
WA,2016,0.984355167
WA,2017,1.018534707
WA,2018,0.997417722
WA,2019,1.009611428
