i,region,t,cost_cap
deep-egs_pbinary_1,p1,2010,58269.95974
deep-egs_pbinary_1,p1,2011,58269.95974
deep-egs_pbinary_1,p1,2012,58269.95974
deep-egs_pbinary_1,p1,2013,58269.95974
deep-egs_pbinary_1,p1,2014,58269.95974
deep-egs_pbinary_1,p1,2015,58269.95974
deep-egs_pbinary_1,p1,2016,58269.95974
deep-egs_pbinary_1,p1,2017,57978.6099413
deep-egs_pbinary_1,p1,2018,57688.7168915935
deep-egs_pbinary_1,p1,2019,57400.27330713553
deep-egs_pbinary_1,p1,2020,57113.27196245109
deep-egs_pbinary_1,p1,2021,56827.7055737952
deep-egs_pbinary_1,p1,2022,56543.567032232786
deep-egs_pbinary_1,p1,2023,56260.84922882875
deep-egs_pbinary_1,p1,2024,55979.544996378056
deep-egs_pbinary_1,p1,2025,55699.647225945584
deep-egs_pbinary_1,p1,2026,55421.148983406165
deep-egs_pbinary_1,p1,2027,55144.0432763646
deep-egs_pbinary_1,p1,2028,54868.323054155786
deep-egs_pbinary_1,p1,2029,54593.98144092446
deep-egs_pbinary_1,p1,2030,54321.011502545414
deep-egs_pbinary_1,p1,2031,54049.40647970331
deep-egs_pbinary_1,p1,2032,53779.15943827295
deep-egs_pbinary_1,p1,2033,53510.263618938996
deep-egs_pbinary_1,p1,2034,53242.71232065608
deep-egs_pbinary_1,p1,2035,52976.49878410889
deep-egs_pbinary_1,p1,2036,52711.61624998207
deep-egs_pbinary_1,p1,2037,52448.058192040146
deep-egs_pbinary_1,p1,2038,52185.81790923774
deep-egs_pbinary_1,p1,2039,51924.8888170694
deep-egs_pbinary_1,p1,2040,51665.26438929964
deep-egs_pbinary_1,p1,2041,51406.93804142302
deep-egs_pbinary_1,p1,2042,51149.90336374394
deep-egs_pbinary_1,p1,2043,50894.15383002693
deep-egs_pbinary_1,p1,2044,50639.68308884638
deep-egs_pbinary_1,p1,2045,50386.484672236744
deep-egs_pbinary_1,p1,2046,50134.55222877243
deep-egs_pbinary_1,p1,2047,49883.87946529776
deep-egs_pbinary_1,p1,2048,49634.46008865711
deep-egs_pbinary_1,p1,2049,49386.28774742485
deep-egs_pbinary_1,p1,2050,49139.35632325522
deep-egs_pbinary_1,p10,2010,39329.19462
deep-egs_pbinary_1,p10,2011,39329.19462
deep-egs_pbinary_1,p10,2012,39329.19462
deep-egs_pbinary_1,p10,2013,39329.19462
deep-egs_pbinary_1,p10,2014,39329.19462
deep-egs_pbinary_1,p10,2015,39329.19462
deep-egs_pbinary_1,p10,2016,39329.19462
deep-egs_pbinary_1,p10,2017,39132.5486469
deep-egs_pbinary_1,p10,2018,38936.885903665505
deep-egs_pbinary_1,p10,2019,38742.20147414717
deep-egs_pbinary_1,p10,2020,38548.49048152489
deep-egs_pbinary_1,p10,2021,38355.74800964931
deep-egs_pbinary_1,p10,2022,38163.9692603587
deep-egs_pbinary_1,p10,2023,37973.14943549132
deep-egs_pbinary_1,p10,2024,37783.28369755623
deep-egs_pbinary_1,p10,2025,37594.367248391674
deep-egs_pbinary_1,p10,2026,37406.395407823504
deep-egs_pbinary_1,p10,2027,37219.36345634836
deep-egs_pbinary_1,p10,2028,37033.2666351337
deep-egs_pbinary_1,p10,2029,36848.100303334555
deep-egs_pbinary_1,p10,2030,36663.859780776766
deep-egs_pbinary_1,p10,2031,36480.540505273755
deep-egs_pbinary_1,p10,2032,36298.13779665136
deep-egs_pbinary_1,p10,2033,36116.647092723004
deep-egs_pbinary_1,p10,2034,35936.06387063131
deep-egs_pbinary_1,p10,2035,35756.38356818971
deep-egs_pbinary_1,p10,2036,35577.601623211616
deep-egs_pbinary_1,p10,2037,35399.71363082724
deep-egs_pbinary_1,p10,2038,35222.71506817919
deep-egs_pbinary_1,p10,2039,35046.601491068475
deep-egs_pbinary_1,p10,2040,34871.368494625305
deep-egs_pbinary_1,p10,2041,34697.0116346507
deep-egs_pbinary_1,p10,2042,34523.52658493322
deep-egs_pbinary_1,p10,2043,34350.90894060308
deep-egs_pbinary_1,p10,2044,34179.15441477808
deep-egs_pbinary_1,p10,2045,34008.25864191761
deep-egs_pbinary_1,p10,2046,33838.21733513945
deep-egs_pbinary_1,p10,2047,33669.02624689058
deep-egs_pbinary_1,p10,2048,33500.681129617995
deep-egs_pbinary_1,p10,2049,33333.17769643947
deep-egs_pbinary_1,p10,2050,33166.511817789564
deep-egs_pbinary_1,p101,2010,113721.3188
deep-egs_pbinary_1,p101,2011,113721.3188
deep-egs_pbinary_1,p101,2012,113721.3188
deep-egs_pbinary_1,p101,2013,113721.3188
deep-egs_pbinary_1,p101,2014,113721.3188
deep-egs_pbinary_1,p101,2015,113721.3188
deep-egs_pbinary_1,p101,2016,113721.3188
deep-egs_pbinary_1,p101,2017,113152.712206
deep-egs_pbinary_1,p101,2018,112586.94864497
deep-egs_pbinary_1,p101,2019,112024.01390174514
deep-egs_pbinary_1,p101,2020,111463.8938748819
deep-egs_pbinary_1,p101,2021,110906.57434921546
deep-egs_pbinary_1,p101,2022,110352.04145074487
deep-egs_pbinary_1,p101,2023,109800.28130546927
deep-egs_pbinary_1,p101,2024,109251.27992566643
deep-egs_pbinary_1,p101,2025,108705.02343733546
deep-egs_pbinary_1,p101,2026,108161.49830763944
deep-egs_pbinary_1,p101,2027,107620.6908900201
deep-egs_pbinary_1,p101,2028,107082.58742419786
deep-egs_pbinary_1,p101,2029,106547.17449105711
deep-egs_pbinary_1,p101,2030,106014.43855776094
deep-egs_pbinary_1,p101,2031,105484.36643263632
deep-egs_pbinary_1,p101,2032,104956.94458284634
deep-egs_pbinary_1,p101,2033,104432.15981671799
deep-egs_pbinary_1,p101,2034,103909.99905629964
deep-egs_pbinary_1,p101,2035,103390.44910991832
deep-egs_pbinary_1,p101,2036,102873.49678590102
deep-egs_pbinary_1,p101,2037,102359.12934746004
deep-egs_pbinary_1,p101,2038,101847.33371664371
deep-egs_pbinary_1,p101,2039,101338.09704294303
deep-egs_pbinary_1,p101,2040,100831.4065895703
deep-egs_pbinary_1,p101,2041,100327.24950601647
deep-egs_pbinary_1,p101,2042,99825.61328293647
deep-egs_pbinary_1,p101,2043,99326.4851835426
deep-egs_pbinary_1,p101,2044,98829.85281221112
deep-egs_pbinary_1,p101,2045,98335.70354587563
deep-egs_pbinary_1,p101,2046,97844.02498891241
deep-egs_pbinary_1,p101,2047,97354.80485941897
deep-egs_pbinary_1,p101,2048,96868.03087549297
deep-egs_pbinary_1,p101,2049,96383.69064151058
deep-egs_pbinary_1,p101,2050,95901.77221673334
deep-egs_pbinary_1,p107,2010,113721.3188
deep-egs_pbinary_1,p107,2011,113721.3188
deep-egs_pbinary_1,p107,2012,113721.3188
deep-egs_pbinary_1,p107,2013,113721.3188
deep-egs_pbinary_1,p107,2014,113721.3188
deep-egs_pbinary_1,p107,2015,113721.3188
deep-egs_pbinary_1,p107,2016,113721.3188
deep-egs_pbinary_1,p107,2017,113152.712206
deep-egs_pbinary_1,p107,2018,112586.94864497
deep-egs_pbinary_1,p107,2019,112024.01390174514
deep-egs_pbinary_1,p107,2020,111463.8938748819
deep-egs_pbinary_1,p107,2021,110906.57434921546
deep-egs_pbinary_1,p107,2022,110352.04145074487
deep-egs_pbinary_1,p107,2023,109800.28130546927
deep-egs_pbinary_1,p107,2024,109251.27992566643
deep-egs_pbinary_1,p107,2025,108705.02343733546
deep-egs_pbinary_1,p107,2026,108161.49830763944
deep-egs_pbinary_1,p107,2027,107620.6908900201
deep-egs_pbinary_1,p107,2028,107082.58742419786
deep-egs_pbinary_1,p107,2029,106547.17449105711
deep-egs_pbinary_1,p107,2030,106014.43855776094
deep-egs_pbinary_1,p107,2031,105484.36643263632
deep-egs_pbinary_1,p107,2032,104956.94458284634
deep-egs_pbinary_1,p107,2033,104432.15981671799
deep-egs_pbinary_1,p107,2034,103909.99905629964
deep-egs_pbinary_1,p107,2035,103390.44910991832
deep-egs_pbinary_1,p107,2036,102873.49678590102
deep-egs_pbinary_1,p107,2037,102359.12934746004
deep-egs_pbinary_1,p107,2038,101847.33371664371
deep-egs_pbinary_1,p107,2039,101338.09704294303
deep-egs_pbinary_1,p107,2040,100831.4065895703
deep-egs_pbinary_1,p107,2041,100327.24950601647
deep-egs_pbinary_1,p107,2042,99825.61328293647
deep-egs_pbinary_1,p107,2043,99326.4851835426
deep-egs_pbinary_1,p107,2044,98829.85281221112
deep-egs_pbinary_1,p107,2045,98335.70354587563
deep-egs_pbinary_1,p107,2046,97844.02498891241
deep-egs_pbinary_1,p107,2047,97354.80485941897
deep-egs_pbinary_1,p107,2048,96868.03087549297
deep-egs_pbinary_1,p107,2049,96383.69064151058
deep-egs_pbinary_1,p107,2050,95901.77221673334
deep-egs_pbinary_1,p109,2010,113721.3188
deep-egs_pbinary_1,p109,2011,113721.3188
deep-egs_pbinary_1,p109,2012,113721.3188
deep-egs_pbinary_1,p109,2013,113721.3188
deep-egs_pbinary_1,p109,2014,113721.3188
deep-egs_pbinary_1,p109,2015,113721.3188
deep-egs_pbinary_1,p109,2016,113721.3188
deep-egs_pbinary_1,p109,2017,113152.712206
deep-egs_pbinary_1,p109,2018,112586.94864497
deep-egs_pbinary_1,p109,2019,112024.01390174514
deep-egs_pbinary_1,p109,2020,111463.8938748819
deep-egs_pbinary_1,p109,2021,110906.57434921546
deep-egs_pbinary_1,p109,2022,110352.04145074487
deep-egs_pbinary_1,p109,2023,109800.28130546927
deep-egs_pbinary_1,p109,2024,109251.27992566643
deep-egs_pbinary_1,p109,2025,108705.02343733546
deep-egs_pbinary_1,p109,2026,108161.49830763944
deep-egs_pbinary_1,p109,2027,107620.6908900201
deep-egs_pbinary_1,p109,2028,107082.58742419786
deep-egs_pbinary_1,p109,2029,106547.17449105711
deep-egs_pbinary_1,p109,2030,106014.43855776094
deep-egs_pbinary_1,p109,2031,105484.36643263632
deep-egs_pbinary_1,p109,2032,104956.94458284634
deep-egs_pbinary_1,p109,2033,104432.15981671799
deep-egs_pbinary_1,p109,2034,103909.99905629964
deep-egs_pbinary_1,p109,2035,103390.44910991832
deep-egs_pbinary_1,p109,2036,102873.49678590102
deep-egs_pbinary_1,p109,2037,102359.12934746004
deep-egs_pbinary_1,p109,2038,101847.33371664371
deep-egs_pbinary_1,p109,2039,101338.09704294303
deep-egs_pbinary_1,p109,2040,100831.4065895703
deep-egs_pbinary_1,p109,2041,100327.24950601647
deep-egs_pbinary_1,p109,2042,99825.61328293647
deep-egs_pbinary_1,p109,2043,99326.4851835426
deep-egs_pbinary_1,p109,2044,98829.85281221112
deep-egs_pbinary_1,p109,2045,98335.70354587563
deep-egs_pbinary_1,p109,2046,97844.02498891241
deep-egs_pbinary_1,p109,2047,97354.80485941897
deep-egs_pbinary_1,p109,2048,96868.03087549297
deep-egs_pbinary_1,p109,2049,96383.69064151058
deep-egs_pbinary_1,p109,2050,95901.77221673334
deep-egs_pbinary_1,p11,2010,48246.34412
deep-egs_pbinary_1,p11,2011,48246.34412
deep-egs_pbinary_1,p11,2012,48246.34412
deep-egs_pbinary_1,p11,2013,48246.34412
deep-egs_pbinary_1,p11,2014,48246.34412
deep-egs_pbinary_1,p11,2015,48246.34412
deep-egs_pbinary_1,p11,2016,48246.34412
deep-egs_pbinary_1,p11,2017,48005.1123994
deep-egs_pbinary_1,p11,2018,47765.086837403
deep-egs_pbinary_1,p11,2019,47526.26140321599
deep-egs_pbinary_1,p11,2020,47288.63011429228
deep-egs_pbinary_1,p11,2021,47052.18693983889
deep-egs_pbinary_1,p11,2022,46816.9259938018
deep-egs_pbinary_1,p11,2023,46582.84139012705
deep-egs_pbinary_1,p11,2024,46349.927194514305
deep-egs_pbinary_1,p11,2025,46118.17752090958
deep-egs_pbinary_1,p11,2026,45887.58662799794
deep-egs_pbinary_1,p11,2027,45658.14872621807
deep-egs_pbinary_1,p11,2028,45429.857977762345
deep-egs_pbinary_1,p11,2029,45202.708689562154
deep-egs_pbinary_1,p11,2030,44976.69512030255
deep-egs_pbinary_1,p11,2031,44751.81167340762
deep-egs_pbinary_1,p11,2032,44528.0526075624
deep-egs_pbinary_1,p11,2033,44305.41232619097
deep-egs_pbinary_1,p11,2034,44083.88528096377
deep-egs_pbinary_1,p11,2035,43863.46587530488
deep-egs_pbinary_1,p11,2036,43644.14851263838
deep-egs_pbinary_1,p11,2037,43425.92778937372
deep-egs_pbinary_1,p11,2038,43208.79815718134
deep-egs_pbinary_1,p11,2039,42992.754164224345
deep-egs_pbinary_1,p11,2040,42777.7904069122
deep-egs_pbinary_1,p11,2041,42563.90143340802
deep-egs_pbinary_1,p11,2042,42351.08193661395
deep-egs_pbinary_1,p11,2043,42139.326512939435
deep-egs_pbinary_1,p11,2044,41928.62990353299
deep-egs_pbinary_1,p11,2045,41718.98675305039
deep-egs_pbinary_1,p11,2046,41510.39180264015
deep-egs_pbinary_1,p11,2047,41302.839841697096
deep-egs_pbinary_1,p11,2048,41096.325659616065
deep-egs_pbinary_1,p11,2049,40890.84399754554
deep-egs_pbinary_1,p11,2050,40686.389789619396
deep-egs_pbinary_1,p110,2010,69553.69992
deep-egs_pbinary_1,p110,2011,69553.69992
deep-egs_pbinary_1,p110,2012,69553.69992
deep-egs_pbinary_1,p110,2013,69553.69992
deep-egs_pbinary_1,p110,2014,69553.69992
deep-egs_pbinary_1,p110,2015,69553.69992
deep-egs_pbinary_1,p110,2016,69553.69992
deep-egs_pbinary_1,p110,2017,69205.9314204
deep-egs_pbinary_1,p110,2018,68859.901763298
deep-egs_pbinary_1,p110,2019,68515.6022544815
deep-egs_pbinary_1,p110,2020,68173.02426929174
deep-egs_pbinary_1,p110,2021,67832.1591135162
deep-egs_pbinary_1,p110,2022,67492.9983016035
deep-egs_pbinary_1,p110,2023,67155.53334800225
deep-egs_pbinary_1,p110,2024,66819.75569760737
deep-egs_pbinary_1,p110,2025,66485.65686486743
deep-egs_pbinary_1,p110,2026,66153.22857289219
deep-egs_pbinary_1,p110,2027,65822.46247523763
deep-egs_pbinary_1,p110,2028,65493.350155906075
deep-egs_pbinary_1,p110,2029,65165.88340756092
deep-egs_pbinary_1,p110,2030,64840.05395331189
deep-egs_pbinary_1,p110,2031,64515.85372492979
deep-egs_pbinary_1,p110,2032,64193.274445524316
deep-egs_pbinary_1,p110,2033,63872.30804686628
deep-egs_pbinary_1,p110,2034,63552.9465302802
deep-egs_pbinary_1,p110,2035,63235.1818275369
deep-egs_pbinary_1,p110,2036,62919.00587040716
deep-egs_pbinary_1,p110,2037,62604.4108688766
deep-egs_pbinary_1,p110,2038,62291.388824269736
deep-egs_pbinary_1,p110,2039,61979.93187701847
