i,region,t,cost_cap
deep-egs_pbinary_1,p110,2040,61670.03223710841
deep-egs_pbinary_1,p110,2041,61361.68204497148
deep-egs_pbinary_1,p110,2042,61054.87364970067
deep-egs_pbinary_1,p110,2043,60749.59926128159
deep-egs_pbinary_1,p110,2044,60445.851298360954
deep-egs_pbinary_1,p110,2045,60143.622040478076
deep-egs_pbinary_1,p110,2046,59842.903906279666
deep-egs_pbinary_1,p110,2047,59543.68938396611
deep-egs_pbinary_1,p110,2048,59245.970961737854
deep-egs_pbinary_1,p110,2049,58949.74105824157
deep-egs_pbinary_1,p110,2050,58654.99237033878
deep-egs_pbinary_1,p111,2010,113721.3188
deep-egs_pbinary_1,p111,2011,113721.3188
deep-egs_pbinary_1,p111,2012,113721.3188
deep-egs_pbinary_1,p111,2013,113721.3188
deep-egs_pbinary_1,p111,2014,113721.3188
deep-egs_pbinary_1,p111,2015,113721.3188
deep-egs_pbinary_1,p111,2016,113721.3188
deep-egs_pbinary_1,p111,2017,113152.712206
deep-egs_pbinary_1,p111,2018,112586.94864497
deep-egs_pbinary_1,p111,2019,112024.01390174514
deep-egs_pbinary_1,p111,2020,111463.8938748819
deep-egs_pbinary_1,p111,2021,110906.57434921546
deep-egs_pbinary_1,p111,2022,110352.04145074487
deep-egs_pbinary_1,p111,2023,109800.28130546927
deep-egs_pbinary_1,p111,2024,109251.27992566643
deep-egs_pbinary_1,p111,2025,108705.02343733546
deep-egs_pbinary_1,p111,2026,108161.49830763944
deep-egs_pbinary_1,p111,2027,107620.6908900201
deep-egs_pbinary_1,p111,2028,107082.58742419786
deep-egs_pbinary_1,p111,2029,106547.17449105711
deep-egs_pbinary_1,p111,2030,106014.43855776094
deep-egs_pbinary_1,p111,2031,105484.36643263632
deep-egs_pbinary_1,p111,2032,104956.94458284634
deep-egs_pbinary_1,p111,2033,104432.15981671799
deep-egs_pbinary_1,p111,2034,103909.99905629964
deep-egs_pbinary_1,p111,2035,103390.44910991832
deep-egs_pbinary_1,p111,2036,102873.49678590102
deep-egs_pbinary_1,p111,2037,102359.12934746004
deep-egs_pbinary_1,p111,2038,101847.33371664371
deep-egs_pbinary_1,p111,2039,101338.09704294303
deep-egs_pbinary_1,p111,2040,100831.4065895703
deep-egs_pbinary_1,p111,2041,100327.24950601647
deep-egs_pbinary_1,p111,2042,99825.61328293647
deep-egs_pbinary_1,p111,2043,99326.4851835426
deep-egs_pbinary_1,p111,2044,98829.85281221112
deep-egs_pbinary_1,p111,2045,98335.70354587563
deep-egs_pbinary_1,p111,2046,97844.02498891241
deep-egs_pbinary_1,p111,2047,97354.80485941897
deep-egs_pbinary_1,p111,2048,96868.03087549297
deep-egs_pbinary_1,p111,2049,96383.69064151058
deep-egs_pbinary_1,p111,2050,95901.77221673334
deep-egs_pbinary_1,p112,2010,113721.3188
deep-egs_pbinary_1,p112,2011,113721.3188
deep-egs_pbinary_1,p112,2012,113721.3188
deep-egs_pbinary_1,p112,2013,113721.3188
deep-egs_pbinary_1,p112,2014,113721.3188
deep-egs_pbinary_1,p112,2015,113721.3188
deep-egs_pbinary_1,p112,2016,113721.3188
deep-egs_pbinary_1,p112,2017,113152.712206
deep-egs_pbinary_1,p112,2018,112586.94864497
deep-egs_pbinary_1,p112,2019,112024.01390174514
deep-egs_pbinary_1,p112,2020,111463.8938748819
deep-egs_pbinary_1,p112,2021,110906.57434921546
deep-egs_pbinary_1,p112,2022,110352.04145074487
deep-egs_pbinary_1,p112,2023,109800.28130546927
deep-egs_pbinary_1,p112,2024,109251.27992566643
deep-egs_pbinary_1,p112,2025,108705.02343733546
deep-egs_pbinary_1,p112,2026,108161.49830763944
deep-egs_pbinary_1,p112,2027,107620.6908900201
deep-egs_pbinary_1,p112,2028,107082.58742419786
deep-egs_pbinary_1,p112,2029,106547.17449105711
deep-egs_pbinary_1,p112,2030,106014.43855776094
deep-egs_pbinary_1,p112,2031,105484.36643263632
deep-egs_pbinary_1,p112,2032,104956.94458284634
deep-egs_pbinary_1,p112,2033,104432.15981671799
deep-egs_pbinary_1,p112,2034,103909.99905629964
deep-egs_pbinary_1,p112,2035,103390.44910991832
deep-egs_pbinary_1,p112,2036,102873.49678590102
deep-egs_pbinary_1,p112,2037,102359.12934746004
deep-egs_pbinary_1,p112,2038,101847.33371664371
deep-egs_pbinary_1,p112,2039,101338.09704294303
deep-egs_pbinary_1,p112,2040,100831.4065895703
deep-egs_pbinary_1,p112,2041,100327.24950601647
deep-egs_pbinary_1,p112,2042,99825.61328293647
deep-egs_pbinary_1,p112,2043,99326.4851835426
deep-egs_pbinary_1,p112,2044,98829.85281221112
deep-egs_pbinary_1,p112,2045,98335.70354587563
deep-egs_pbinary_1,p112,2046,97844.02498891241
deep-egs_pbinary_1,p112,2047,97354.80485941897
deep-egs_pbinary_1,p112,2048,96868.03087549297
deep-egs_pbinary_1,p112,2049,96383.69064151058
deep-egs_pbinary_1,p112,2050,95901.77221673334
deep-egs_pbinary_1,p115,2010,58269.95974
deep-egs_pbinary_1,p115,2011,58269.95974
deep-egs_pbinary_1,p115,2012,58269.95974
deep-egs_pbinary_1,p115,2013,58269.95974
deep-egs_pbinary_1,p115,2014,58269.95974
deep-egs_pbinary_1,p115,2015,58269.95974
deep-egs_pbinary_1,p115,2016,58269.95974
deep-egs_pbinary_1,p115,2017,57978.6099413
deep-egs_pbinary_1,p115,2018,57688.7168915935
deep-egs_pbinary_1,p115,2019,57400.27330713553
deep-egs_pbinary_1,p115,2020,57113.27196245109
deep-egs_pbinary_1,p115,2021,56827.7055737952
deep-egs_pbinary_1,p115,2022,56543.567032232786
deep-egs_pbinary_1,p115,2023,56260.84922882875
deep-egs_pbinary_1,p115,2024,55979.544996378056
deep-egs_pbinary_1,p115,2025,55699.647225945584
deep-egs_pbinary_1,p115,2026,55421.148983406165
deep-egs_pbinary_1,p115,2027,55144.0432763646
deep-egs_pbinary_1,p115,2028,54868.323054155786
deep-egs_pbinary_1,p115,2029,54593.98144092446
deep-egs_pbinary_1,p115,2030,54321.011502545414
deep-egs_pbinary_1,p115,2031,54049.40647970331
deep-egs_pbinary_1,p115,2032,53779.15943827295
deep-egs_pbinary_1,p115,2033,53510.263618938996
deep-egs_pbinary_1,p115,2034,53242.71232065608
deep-egs_pbinary_1,p115,2035,52976.49878410889
deep-egs_pbinary_1,p115,2036,52711.61624998207
deep-egs_pbinary_1,p115,2037,52448.058192040146
deep-egs_pbinary_1,p115,2038,52185.81790923774
deep-egs_pbinary_1,p115,2039,51924.8888170694
deep-egs_pbinary_1,p115,2040,51665.26438929964
deep-egs_pbinary_1,p115,2041,51406.93804142302
deep-egs_pbinary_1,p115,2042,51149.90336374394
deep-egs_pbinary_1,p115,2043,50894.15383002693
deep-egs_pbinary_1,p115,2044,50639.68308884638
deep-egs_pbinary_1,p115,2045,50386.484672236744
deep-egs_pbinary_1,p115,2046,50134.55222877243
deep-egs_pbinary_1,p115,2047,49883.87946529776
deep-egs_pbinary_1,p115,2048,49634.46008865711
deep-egs_pbinary_1,p115,2049,49386.28774742485
deep-egs_pbinary_1,p115,2050,49139.35632325522
deep-egs_pbinary_1,p116,2010,58269.95974
deep-egs_pbinary_1,p116,2011,58269.95974
deep-egs_pbinary_1,p116,2012,58269.95974
deep-egs_pbinary_1,p116,2013,58269.95974
deep-egs_pbinary_1,p116,2014,58269.95974
deep-egs_pbinary_1,p116,2015,58269.95974
deep-egs_pbinary_1,p116,2016,58269.95974
deep-egs_pbinary_1,p116,2017,57978.6099413
deep-egs_pbinary_1,p116,2018,57688.7168915935
deep-egs_pbinary_1,p116,2019,57400.27330713553
deep-egs_pbinary_1,p116,2020,57113.27196245109
deep-egs_pbinary_1,p116,2021,56827.7055737952
deep-egs_pbinary_1,p116,2022,56543.567032232786
deep-egs_pbinary_1,p116,2023,56260.84922882875
deep-egs_pbinary_1,p116,2024,55979.544996378056
deep-egs_pbinary_1,p116,2025,55699.647225945584
deep-egs_pbinary_1,p116,2026,55421.148983406165
deep-egs_pbinary_1,p116,2027,55144.0432763646
deep-egs_pbinary_1,p116,2028,54868.323054155786
deep-egs_pbinary_1,p116,2029,54593.98144092446
deep-egs_pbinary_1,p116,2030,54321.011502545414
deep-egs_pbinary_1,p116,2031,54049.40647970331
deep-egs_pbinary_1,p116,2032,53779.15943827295
deep-egs_pbinary_1,p116,2033,53510.263618938996
deep-egs_pbinary_1,p116,2034,53242.71232065608
deep-egs_pbinary_1,p116,2035,52976.49878410889
deep-egs_pbinary_1,p116,2036,52711.61624998207
deep-egs_pbinary_1,p116,2037,52448.058192040146
deep-egs_pbinary_1,p116,2038,52185.81790923774
deep-egs_pbinary_1,p116,2039,51924.8888170694
deep-egs_pbinary_1,p116,2040,51665.26438929964
deep-egs_pbinary_1,p116,2041,51406.93804142302
deep-egs_pbinary_1,p116,2042,51149.90336374394
deep-egs_pbinary_1,p116,2043,50894.15383002693
deep-egs_pbinary_1,p116,2044,50639.68308884638
deep-egs_pbinary_1,p116,2045,50386.484672236744
deep-egs_pbinary_1,p116,2046,50134.55222877243
deep-egs_pbinary_1,p116,2047,49883.87946529776
deep-egs_pbinary_1,p116,2048,49634.46008865711
deep-egs_pbinary_1,p116,2049,49386.28774742485
deep-egs_pbinary_1,p116,2050,49139.35632325522
deep-egs_pbinary_1,p117,2010,58269.95974
deep-egs_pbinary_1,p117,2011,58269.95974
deep-egs_pbinary_1,p117,2012,58269.95974
deep-egs_pbinary_1,p117,2013,58269.95974
deep-egs_pbinary_1,p117,2014,58269.95974
deep-egs_pbinary_1,p117,2015,58269.95974
deep-egs_pbinary_1,p117,2016,58269.95974
deep-egs_pbinary_1,p117,2017,57978.6099413
deep-egs_pbinary_1,p117,2018,57688.7168915935
deep-egs_pbinary_1,p117,2019,57400.27330713553
deep-egs_pbinary_1,p117,2020,57113.27196245109
deep-egs_pbinary_1,p117,2021,56827.7055737952
deep-egs_pbinary_1,p117,2022,56543.567032232786
deep-egs_pbinary_1,p117,2023,56260.84922882875
deep-egs_pbinary_1,p117,2024,55979.544996378056
deep-egs_pbinary_1,p117,2025,55699.647225945584
deep-egs_pbinary_1,p117,2026,55421.148983406165
deep-egs_pbinary_1,p117,2027,55144.0432763646
deep-egs_pbinary_1,p117,2028,54868.323054155786
deep-egs_pbinary_1,p117,2029,54593.98144092446
deep-egs_pbinary_1,p117,2030,54321.011502545414
deep-egs_pbinary_1,p117,2031,54049.40647970331
deep-egs_pbinary_1,p117,2032,53779.15943827295
deep-egs_pbinary_1,p117,2033,53510.263618938996
deep-egs_pbinary_1,p117,2034,53242.71232065608
deep-egs_pbinary_1,p117,2035,52976.49878410889
deep-egs_pbinary_1,p117,2036,52711.61624998207
deep-egs_pbinary_1,p117,2037,52448.058192040146
deep-egs_pbinary_1,p117,2038,52185.81790923774
deep-egs_pbinary_1,p117,2039,51924.8888170694
deep-egs_pbinary_1,p117,2040,51665.26438929964
deep-egs_pbinary_1,p117,2041,51406.93804142302
deep-egs_pbinary_1,p117,2042,51149.90336374394
deep-egs_pbinary_1,p117,2043,50894.15383002693
deep-egs_pbinary_1,p117,2044,50639.68308884638
deep-egs_pbinary_1,p117,2045,50386.484672236744
deep-egs_pbinary_1,p117,2046,50134.55222877243
deep-egs_pbinary_1,p117,2047,49883.87946529776
deep-egs_pbinary_1,p117,2048,49634.46008865711
deep-egs_pbinary_1,p117,2049,49386.28774742485
deep-egs_pbinary_1,p117,2050,49139.35632325522
deep-egs_pbinary_1,p118,2010,69553.69992
deep-egs_pbinary_1,p118,2011,69553.69992
deep-egs_pbinary_1,p118,2012,69553.69992
deep-egs_pbinary_1,p118,2013,69553.69992
deep-egs_pbinary_1,p118,2014,69553.69992
deep-egs_pbinary_1,p118,2015,69553.69992
deep-egs_pbinary_1,p118,2016,69553.69992
deep-egs_pbinary_1,p118,2017,69205.9314204
deep-egs_pbinary_1,p118,2018,68859.901763298
deep-egs_pbinary_1,p118,2019,68515.6022544815
deep-egs_pbinary_1,p118,2020,68173.02426929174
deep-egs_pbinary_1,p118,2021,67832.1591135162
deep-egs_pbinary_1,p118,2022,67492.9983016035
deep-egs_pbinary_1,p118,2023,67155.53334800225
deep-egs_pbinary_1,p118,2024,66819.75569760737
deep-egs_pbinary_1,p118,2025,66485.65686486743
deep-egs_pbinary_1,p118,2026,66153.22857289219
deep-egs_pbinary_1,p118,2027,65822.46247523763
deep-egs_pbinary_1,p118,2028,65493.350155906075
deep-egs_pbinary_1,p118,2029,65165.88340756092
deep-egs_pbinary_1,p118,2030,64840.05395331189
deep-egs_pbinary_1,p118,2031,64515.85372492979
deep-egs_pbinary_1,p118,2032,64193.274445524316
deep-egs_pbinary_1,p118,2033,63872.30804686628
deep-egs_pbinary_1,p118,2034,63552.9465302802
deep-egs_pbinary_1,p118,2035,63235.1818275369
deep-egs_pbinary_1,p118,2036,62919.00587040716
deep-egs_pbinary_1,p118,2037,62604.4108688766
deep-egs_pbinary_1,p118,2038,62291.388824269736
deep-egs_pbinary_1,p118,2039,61979.93187701847
deep-egs_pbinary_1,p118,2040,61670.03223710841
deep-egs_pbinary_1,p118,2041,61361.68204497148
deep-egs_pbinary_1,p118,2042,61054.87364970067
