state,year,cust_res,cust_com,cust_ind,cust
AR,2015,1356658.0,187706.0,35868.0,1580234.0
AR,2016,1368867.0,190181.0,36428.0,1595478.0
AR,2017,1380157.0,191879.0,35595.0,1607633.0
AR,2018,1388358.0,196482.0,36596.0,1621438.0
AZ,2000,1959669.0,211921.0,4760.0,2193562.0
AZ,2001,2032358.0,218170.0,6145.0,2287653.0
AZ,2002,2095776.0,225026.0,6376.0,2351763.0
AZ,2003,2165899.0,250539.0,6516.0,2422954.0
AZ,2004,2255973.0,258882.0,7419.0,2522274.0
AZ,2005,2460694.0,267588.0,8097.0,2736379.0
AZ,2006,2442903.0,280070.0,7397.0,2730370.0
AZ,2007,2513923.0,291457.0,7418.0,2812798.0
AZ,2008,2528405.0,298347.0,7314.0,2834066.0
AZ,2009,2544383.0,299528.0,7204.0,2851115.0
AZ,2010,2554213.0,300507.0,7143.0,2861863.0
AZ,2011,2575586.0,305340.0,7212.0,2888138.0
AZ,2012,2585638.0,305250.0,7740.0,2898628.0
AZ,2013,2630595.0,308857.0,7618.0,2947070.0
AZ,2014,2661694.0,312221.0,7710.0,2981625.0
AZ,2015,2689223.0,314756.0,7759.0,3011739.0
AZ,2016,2725510.0,318197.0,8130.0,3051839.0
AZ,2017,2764355.0,320562.0,8133.0,3093052.0
AZ,2018,2808352.0,322135.0,7794.0,3138283.0
CA,2000,11102121.0,1368156.0,56342.0,12563177.0
CA,2001,11837589.0,1547691.0,84189.0,13530807.0
CA,2002,11920437.0,1556840.0,83739.0,13625729.0
CA,2003,12143454.0,1772884.0,82557.0,13999432.0
CA,2004,12270811.0,1697924.0,82059.0,14051173.0
CA,2005,12480545.0,1720105.0,79886.0,14280822.0
CA,2006,12689438.0,1751877.0,79025.0,14520853.0
CA,2007,12819149.0,1785793.0,78598.0,14684046.0
CA,2008,12941717.0,1807261.0,77326.0,14826792.0
CA,2009,12910857.0,1801936.0,76223.0,14789510.0
CA,2010,12947917.0,1814634.0,75160.0,14837724.0
CA,2011,13002980.0,1818049.0,73297.0,14894339.0
CA,2012,13101887.0,1834779.0,73805.0,15010483.0
CA,2013,13256426.0,1691627.0,159483.0,15107549.0
CA,2014,13256068.0,1676201.0,146944.0,15079226.0
CA,2015,13380684.0,1685688.0,148069.0,15214454.0
CA,2016,13445133.0,1692326.0,148549.0,15286023.0
CA,2017,13548295.0,1696071.0,147754.0,15392135.0
CA,2018,13591152.0,1714875.0,148743.0,15454782.0
CO,2000,1771294.0,244080.0,3566.0,2116877.0
CO,2001,1824528.0,246447.0,7890.0,2176715.0
CO,2002,1873269.0,255890.0,8139.0,2217741.0
CO,2003,1915898.0,338063.0,10864.0,2264826.0
CO,2004,1966780.0,343245.0,11873.0,2321899.0
CO,2005,1994548.0,342535.0,12835.0,2349919.0
CO,2006,2030827.0,345297.0,13407.0,2389532.0
CO,2007,2068901.0,347171.0,12367.0,2428440.0
CO,2008,2173458.0,359898.0,13170.0,2546527.0
CO,2009,2111623.0,349267.0,14918.0,2475809.0
CO,2010,2128507.0,350073.0,15060.0,2493641.0
CO,2011,2141780.0,347903.0,16425.0,2506109.0
CO,2012,2149637.0,348752.0,16017.0,2514407.0
CO,2013,2169365.0,358800.0,16172.0,2544338.0
CO,2014,2193520.0,360237.0,19234.0,2572992.0
CO,2015,2225725.0,365563.0,16229.0,2607518.0
CO,2016,2260068.0,367001.0,16245.0,2643315.0
CO,2017,2288358.0,370691.0,16228.0,2675278.0
CO,2018,2326976.0,376104.0,15985.0,2719066.0
CT,2000,1364268.0,130771.0,5864.0,1505911.0
CT,2001,1396610.0,134549.0,5882.0,1542091.0
CT,2002,1394440.0,141371.0,5801.0,1546895.0
CT,2003,1405652.0,147891.0,5707.0,1559260.0
CT,2004,1420451.0,151644.0,5695.0,1577792.0
CT,2005,1428645.0,151270.0,5491.0,1585408.0
CT,2006,1437836.0,152984.0,5360.0,1596182.0
CT,2007,1459141.0,158921.0,5986.0,1624051.0
CT,2008,1452080.0,155328.0,5233.0,1612646.0
CT,2009,1447250.0,148175.0,4881.0,1600308.0
CT,2010,1451808.0,153847.0,4973.0,1610630.0
CT,2011,1453864.0,150087.0,4757.0,1608712.0
CT,2012,1454651.0,150435.0,4647.0,1609735.0
CT,2013,1454963.0,150419.0,4568.0,1609952.0
CT,2014,1459239.0,155372.0,4648.0,1619263.0
CT,2015,1468958.0,152482.0,4458.0,1625901.0
CT,2016,1486741.0,152182.0,4408.0,1643335.0
CT,2017,1495577.0,152903.0,4385.0,1652869.0
CT,2018,1503701.0,153824.0,4308.0,1661837.0
DC,2000,198264.0,27224.0,1.0,225522.0
DC,2001,195446.0,27887.0,1.0,223369.0
DC,2002,197126.0,26415.0,1.0,223575.0
DC,2003,199215.0,26283.0,1.0,225500.0
DC,2004,201971.0,26259.0,2.0,228233.0
DC,2005,205471.0,26495.0,2.0,231969.0
DC,2006,209316.0,26756.0,1.0,236074.0
DC,2007,212389.0,27493.0,13.0,239896.0
DC,2008,217145.0,26703.0,1.0,243850.0
DC,2009,221794.0,26307.0,1.0,248103.0
DC,2010,227550.0,26449.0,1.0,254001.0
DC,2011,229450.0,26496.0,1.0,255948.0
DC,2012,231550.0,26547.0,1.0,258099.0
DC,2013,235322.0,26530.0,1.0,261854.0
DC,2014,239355.0,26463.0,1.0,265820.0
DC,2015,247469.0,25439.0,1.0,272910.0
DC,2016,259392.0,25924.0,1.0,285320.0
DC,2017,267448.0,26111.0,1.0,293563.0
DC,2018,274613.0,26336.0,1.0,300953.0
DE,2000,335282.0,40616.0,553.0,377219.0
DE,2001,342749.0,40214.0,551.0,384297.0
DE,2002,349069.0,41635.0,556.0,392130.0
DE,2003,357112.0,43094.0,562.0,400768.0
DE,2004,365142.0,44300.0,561.0,410003.0
DE,2005,373639.0,45701.0,574.0,419914.0
DE,2006,381642.0,47098.0,610.0,429350.0
DE,2007,387923.0,48590.0,616.0,437129.0
DE,2008,391810.0,48966.0,619.0,441395.0
DE,2009,393836.0,49057.0,1242.0,444135.0
DE,2010,396114.0,49986.0,1241.0,447341.0
DE,2011,398109.0,50369.0,1238.0,449716.0
DE,2012,399998.0,51056.0,854.0,451908.0
DE,2013,403519.0,51673.0,848.0,456040.0
DE,2014,407508.0,52203.0,862.0,460573.0
DE,2015,413445.0,52786.0,858.0,467089.0
DE,2016,419234.0,53366.0,873.0,473473.0
DE,2017,426071.0,54105.0,854.0,481030.0
DE,2018,432449.0,54904.0,837.0,488190.0
FL,2000,7169802.0,882205.0,26024.0,8152846.0
FL,2001,7343128.0,909064.0,22995.0,8349653.0
FL,2002,7506268.0,929629.0,23238.0,8533279.0
FL,2003,7684497.0,1022531.0,25631.0,8732683.0
FL,2004,7885022.0,1047563.0,27417.0,8960027.0
FL,2005,8090607.0,1075650.0,29672.0,9195954.0
FL,2006,8291743.0,1090153.0,30889.0,9412810.0
FL,2007,8445561.0,1117907.0,28476.0,9591969.0
FL,2008,8478405.0,1129098.0,22383.0,9629911.0
FL,2009,8493591.0,1125135.0,20457.0,9639208.0
FL,2010,8529204.0,1127138.0,18048.0,9674415.0
FL,2011,8575892.0,1139656.0,17335.0,9732886.0
FL,2012,8645207.0,1160572.0,17414.0,9823195.0
FL,2013,8756322.0,1175896.0,17865.0,9950085.0
FL,2014,8891020.0,1180768.0,18779.0,10090569.0
FL,2015,8963967.0,1183241.0,19457.0,10166667.0
FL,2016,9149214.0,1199897.0,21162.0,10370275.0
FL,2017,9291707.0,1216939.0,21289.0,10529937.0
FL,2018,9423022.0,1229559.0,21373.0,10673956.0
GA,2000,3385235.0,410782.0,10343.0,3838644.0
GA,2001,3490148.0,427323.0,9908.0,3958149.0
GA,2002,3588926.0,440687.0,9921.0,4071484.0
GA,2003,3660912.0,484592.0,10547.0,4156052.0
GA,2004,3751795.0,499964.0,12772.0,4264532.0
GA,2005,3834400.0,513023.0,15361.0,4362785.0
GA,2006,3924073.0,529687.0,15164.0,4468925.0
GA,2007,4001957.0,538632.0,14706.0,4555296.0
GA,2008,4034752.0,543498.0,15948.0,4594199.0
GA,2009,4061862.0,545860.0,15487.0,4623210.0
GA,2010,4054145.0,546011.0,15648.0,4615805.0
GA,2011,4056147.0,548674.0,16241.0,4621063.0
GA,2012,4071478.0,547610.0,17335.0,4636424.0
GA,2013,4101351.0,554350.0,18981.0,4674683.0
GA,2014,4137057.0,552712.0,20300.0,4710070.0
GA,2015,4191209.0,560950.0,20685.0,4772845.0
GA,2016,4240421.0,567431.0,21774.0,4829627.0
GA,2017,4296977.0,572861.0,23108.0,4892947.0
GA,2018,4354021.0,579468.0,23065.0,4956555.0
HI,2000,368361.0,53782.0,661.0,427108.0
HI,2001,375021.0,54809.0,654.0,434862.0
HI,2002,375668.0,54571.0,643.0,434808.0
HI,2003,385822.0,61079.0,668.0,447569.0
HI,2004,389407.0,62098.0,672.0,452177.0
HI,2005,395074.0,60139.0,684.0,455897.0
HI,2006,401592.0,61334.0,689.0,463615.0
HI,2007,407140.0,61994.0,682.0,469816.0
HI,2008,409668.0,61684.0,673.0,472025.0
HI,2009,412843.0,60869.0,688.0,474400.0
HI,2010,414568.0,60479.0,686.0,475733.0
HI,2011,417531.0,60043.0,698.0,478272.0
HI,2012,419612.0,60109.0,706.0,480427.0
HI,2013,422386.0,60467.0,694.0,483547.0
HI,2014,425168.0,60679.0,716.0,486563.0
HI,2015,428339.0,60631.0,740.0,489710.0
HI,2016,430941.0,60836.0,801.0,492578.0
HI,2017,432952.0,61236.0,782.0,494970.0
HI,2018,436266.0,59661.0,814.0,496741.0
IA,2000,1243488.0,171611.0,4050.0,1436855.0
IA,2001,1249933.0,173308.0,4008.0,1445752.0
IA,2002,1259526.0,178152.0,4005.0,1459979.0
IA,2003,1273208.0,199160.0,4989.0,1477357.0
IA,2004,1286090.0,199099.0,6036.0,1491225.0
IA,2005,1300725.0,203350.0,5941.0,1510016.0
IA,2006,1313858.0,206659.0,5790.0,1526345.0
IA,2007,1323176.0,208946.0,5941.0,1538063.0
IA,2008,1325990.0,211241.0,6187.0,1543418.0
IA,2009,1324182.0,215993.0,6608.0,1546783.0
IA,2010,1327896.0,217704.0,6555.0,1552155.0
IA,2011,1329905.0,219229.0,7378.0,1556512.0
IA,2012,1334596.0,221154.0,7255.0,1563005.0
IA,2013,1341807.0,222065.0,8412.0,1572284.0
IA,2014,1348641.0,224187.0,7399.0,1580227.0
IA,2015,1356600.0,227544.0,7645.0,1591789.0
IA,2016,1358902.0,235813.0,7724.0,1602439.0
IA,2017,1375599.0,237942.0,7747.0,1621288.0
IA,2018,1385756.0,239722.0,7890.0,1633368.0
ID,2000,531075.0,92417.0,6126.0,632985.0
ID,2001,543244.0,95318.0,6438.0,648205.0
ID,2002,561610.0,96316.0,6437.0,668055.0
ID,2003,576895.0,86609.0,23829.0,687333.0
ID,2004,588363.0,88118.0,24658.0,701139.0
ID,2005,607158.0,90377.0,25259.0,722794.0
ID,2006,628199.0,92585.0,25677.0,746461.0
ID,2007,644645.0,96345.0,25722.0,766712.0
ID,2008,654545.0,99003.0,26210.0,779758.0
ID,2009,659776.0,100210.0,26570.0,786556.0
ID,2010,664717.0,101268.0,26047.0,792032.0
ID,2011,667243.0,101424.0,26258.0,794925.0
ID,2012,673368.0,102319.0,26523.0,802210.0
ID,2013,680930.0,103400.0,26847.0,811177.0
ID,2014,690277.0,104463.0,27127.0,821867.0
ID,2015,701447.0,106451.0,27531.0,835429.0
ID,2016,714365.0,107551.0,27847.0,849763.0
ID,2017,727568.0,108965.0,28138.0,864671.0
ID,2018,743567.0,110797.0,28418.0,882782.0
IL,2000,4748863.0,493670.0,5009.0,5282401.0
IL,2001,4801256.0,504107.0,5335.0,5342101.0
IL,2002,4857000.0,513839.0,5484.0,5407377.0
IL,2003,4900412.0,550038.0,7346.0,5457798.0
IL,2004,4921448.0,544459.0,18317.0,5484231.0
IL,2005,5008031.0,566595.0,6786.0,5581420.0
IL,2006,5020608.0,568400.0,6513.0,5595528.0
IL,2007,5065123.0,579121.0,5889.0,5650142.0
IL,2008,5098579.0,586611.0,6016.0,5691210.0
IL,2009,5074861.0,575801.0,5893.0,5656559.0
IL,2010,5070056.0,578768.0,5991.0,5654819.0
IL,2011,5089449.0,587337.0,5843.0,5682632.0
IL,2012,5098647.0,590142.0,6042.0,5694834.0
IL,2013,5120607.0,596672.0,6498.0,5723781.0
IL,2014,5145022.0,600246.0,6098.0,5751369.0
IL,2015,5172653.0,603187.0,5997.0,5781840.0
IL,2016,5231541.0,606954.0,6054.0,5844552.0
IL,2017,5264333.0,611670.0,5693.0,5881699.0
IL,2018,5289573.0,616192.0,5717.0,5911485.0
IN,2000,2545743.0,290737.0,19058.0,2865343.0
IN,2001,2574672.0,296676.0,17951.0,2901465.0
IN,2002,2605762.0,300488.0,17960.0,2934676.0
IN,2003,2632234.0,316288.0,17539.0,2966062.0
IN,2004,2654030.0,322880.0,18739.0,2995650.0
IN,2005,2690394.0,328735.0,19057.0,3038187.0
IN,2006,2710178.0,332336.0,19147.0,3061662.0
IN,2007,2727752.0,336379.0,19684.0,3083816.0
IN,2008,2733128.0,341154.0,18099.0,3092382.0
IN,2009,2733611.0,341437.0,18264.0,3093313.0
IN,2010,2742789.0,341727.0,18796.0,3103313.0
IN,2011,2744879.0,343626.0,17891.0,3106397.0
IN,2012,2755595.0,344453.0,18525.0,3118574.0
IN,2013,2771260.0,346933.0,18162.0,3136356.0
IN,2014,2784660.0,348699.0,18106.0,3151466.0
IN,2015,2804861.0,350474.0,18213.0,3173549.0
IN,2016,2821546.0,350645.0,18085.0,3190277.0
IN,2017,2834090.0,352015.0,17917.0,3204023.0
IN,2018,2863358.0,354730.0,17769.0,3235858.0
KS,2000,1136079.0,186755.0,14391.0,1352816.0
KS,2001,1144180.0,190752.0,14497.0,1365039.0
KS,2002,1157820.0,194996.0,12885.0,1379347.0
KS,2003,1175850.0,211634.0,13461.0,1400945.0
KS,2004,1179297.0,208629.0,16666.0,1404592.0
KS,2005,1190245.0,212305.0,17001.0,1419551.0
KS,2006,1203783.0,217497.0,17680.0,1438960.0
KS,2007,1250241.0,230653.0,18303.0,1499197.0
KS,2008,1255856.0,236469.0,19619.0,1511944.0
KS,2009,1209522.0,218800.0,22873.0,1451195.0
KS,2010,1213036.0,220091.0,23304.0,1456431.0
KS,2011,1215411.0,221844.0,23986.0,1461241.0
KS,2012,1217256.0,223822.0,25017.0,1466095.0
KS,2013,1222985.0,224515.0,26394.0,1473894.0
KS,2014,1228858.0,226043.0,26787.0,1481688.0
KS,2015,1231830.0,228411.0,24155.0,1484396.0
KS,2016,1252846.0,232926.0,23729.0,1509501.0
KS,2017,1259226.0,232078.0,24322.0,1515626.0
KS,2018,1266044.0,234091.0,24186.0,1524321.0
KY,2000,1765011.0,232298.0,7724.0,2028073.0
KY,2001,1791468.0,240678.0,6252.0,2060832.0
KY,2002,1814989.0,247957.0,6246.0,2091893.0
KY,2003,1837192.0,273670.0,6274.0,2117136.0
KY,2004,1859320.0,281034.0,6655.0,2147009.0
KY,2005,1881020.0,283511.0,6627.0,2171158.0
KY,2006,1899764.0,289117.0,6246.0,2195127.0
KY,2007,1917257.0,293501.0,6237.0,2216995.0
KY,2008,1928082.0,296069.0,6304.0,2230455.0
KY,2009,1924888.0,294225.0,7058.0,2226171.0
KY,2010,1930666.0,297050.0,7268.0,2234984.0
KY,2011,1928523.0,294450.0,7426.0,2230399.0
KY,2012,1924644.0,298211.0,7134.0,2229989.0
KY,2013,1935245.0,297108.0,7185.0,2239538.0
KY,2014,1939489.0,297182.0,7376.0,2244047.0
KY,2015,1947068.0,299462.0,7392.0,2253922.0
KY,2016,1957188.0,302040.0,7308.0,2266536.0
KY,2017,1971002.0,304457.0,7010.0,2282469.0
KY,2018,1980209.0,305417.0,6750.0,2292376.0
LA,2000,1818627.0,218500.0,15491.0,2075163.0
LA,2001,1824750.0,222671.0,15221.0,2085087.0
LA,2002,1848588.0,225718.0,15435.0,2110768.0
LA,2003,1863766.0,249842.0,17429.0,2131038.0
LA,2004,1896052.0,254909.0,18205.0,2169187.0
LA,2005,1899301.0,258307.0,18161.0,2175788.0
LA,2006,1857363.0,258698.0,20378.0,2136464.0
LA,2007,1885657.0,261148.0,21336.0,2168164.0
LA,2008,1920083.0,265259.0,20310.0,2205675.0
LA,2009,1946996.0,269166.0,18534.0,2234720.0
LA,2010,1973174.0,274177.0,18128.0,2265502.0
LA,2011,1979175.0,277004.0,18090.0,2274270.0
LA,2012,1995661.0,279613.0,18143.0,2293418.0
LA,2013,2011044.0,281835.0,19019.0,2311899.0
LA,2014,2026223.0,297789.0,19553.0,2343566.0
LA,2015,2043760.0,298170.0,19646.0,2361577.0
LA,2016,2059699.0,289780.0,19231.0,2368711.0
LA,2017,2073615.0,291404.0,19611.0,2384631.0
LA,2018,2085055.0,292752.0,19558.0,2397366.0
MA,2000,2524810.0,320955.0,14146.0,2872079.0
MA,2001,2525845.0,334813.0,11350.0,2884026.0
MA,2002,2546704.0,339095.0,13905.0,2915619.0
MA,2003,2548695.0,363201.0,15279.0,2927176.0
MA,2004,2574636.0,366148.0,14681.0,2955471.0
MA,2005,2596207.0,368026.0,14565.0,2978804.0
MA,2006,2610734.0,374294.0,14072.0,2999106.0
MA,2007,2642144.0,378829.0,13950.0,3034927.0
MA,2008,2647529.0,379987.0,14066.0,3041583.0
MA,2009,2661985.0,375507.0,16173.0,3053666.0
MA,2010,2674717.0,379709.0,16162.0,3070590.0
MA,2011,2693548.0,389864.0,21021.0,3104435.0
MA,2012,2699141.0,389272.0,21145.0,3109560.0
MA,2013,2708759.0,391856.0,16594.0,3117211.0
MA,2014,2720128.0,398717.0,14896.0,3133744.0
MA,2015,2794918.0,407063.0,14100.0,3216084.0
MA,2016,2740865.0,402936.0,13675.0,3157478.0
MA,2017,2766154.0,409715.0,10358.0,3186229.0
MA,2018,2784243.0,408972.0,10503.0,3203720.0
MD,2000,1986198.0,218342.0,7382.0,2213833.0
MD,2001,2035221.0,221681.0,11864.0,2270575.0
MD,2002,2033431.0,222425.0,8683.0,2266364.0
MD,2003,2060326.0,221829.0,13136.0,2295304.0
MD,2004,2085906.0,224292.0,15673.0,2325877.0
MD,2005,2115620.0,227818.0,13456.0,2356899.0
MD,2006,2141929.0,236610.0,8363.0,2386907.0
MD,2007,2163625.0,239024.0,8585.0,2411239.0
MD,2008,2178595.0,241356.0,8733.0,2428689.0
MD,2009,2188390.0,242640.0,8773.0,2439808.0
MD,2010,2200368.0,244264.0,8766.0,2453403.0
MD,2011,2208015.0,245003.0,8900.0,2461923.0
MD,2012,2212287.0,246868.0,8941.0,2468101.0
MD,2013,2218948.0,247168.0,8788.0,2474909.0
MD,2014,2234962.0,248362.0,8780.0,2492109.0
MD,2015,2255556.0,249181.0,8821.0,2513563.0
MD,2016,2288301.0,250939.0,8822.0,2548067.0
MD,2017,2313189.0,252966.0,8754.0,2574914.0
MD,2018,2332517.0,254163.0,8801.0,2595486.0
ME,2000,650326.0,102433.0,1966.0,770617.0
ME,2001,641413.0,79558.0,2944.0,742003.0
ME,2002,657224.0,79391.0,3338.0,759505.0
ME,2003,657946.0,99925.0,2986.0,760857.0
ME,2004,667060.0,91459.0,2831.0,761350.0
ME,2005,676430.0,85658.0,2840.0,764928.0
ME,2006,685425.0,86406.0,2824.0,774655.0
ME,2007,694235.0,87565.0,2820.0,784620.0
ME,2008,695368.0,87761.0,2827.0,785956.0
ME,2009,696822.0,87923.0,2857.0,787602.0
ME,2010,699625.0,88266.0,2821.0,790712.0
ME,2011,701335.0,88791.0,2823.0,792949.0
ME,2012,703770.0,89048.0,2780.0,795598.0
ME,2013,704775.0,89336.0,2962.0,797073.0
ME,2014,706952.0,91541.0,3023.0,801516.0
ME,2015,699241.0,97057.0,2993.0,799291.0
ME,2016,699321.0,97949.0,3028.0,800298.0
ME,2017,707792.0,99331.0,3100.0,810223.0
ME,2018,709848.0,96066.0,3064.0,808978.0
MI,2000,4099153.0,461175.0,13670.0,4583854.0
MI,2001,4147897.0,465622.0,13805.0,4636326.0
MI,2002,4188117.0,471509.0,13442.0,4682478.0
MI,2003,4216573.0,483164.0,14223.0,4713961.0
MI,2004,4248920.0,504752.0,14322.0,4767995.0
MI,2005,4284083.0,509964.0,13388.0,4807436.0
MI,2006,4299273.0,514049.0,13316.0,4826639.0
MI,2007,4298455.0,518058.0,13225.0,4829739.0
MI,2008,4290313.0,518776.0,12776.0,4821866.0
MI,2009,4253786.0,520551.0,13065.0,4787403.0
MI,2010,4245158.0,520233.0,12827.0,4778219.0
MI,2011,4249136.0,521322.0,12961.0,4783420.0
MI,2012,4250620.0,521091.0,13074.0,4784786.0
MI,2013,4265264.0,520327.0,13419.0,4799011.0
MI,2014,4273126.0,522422.0,13289.0,4808839.0
MI,2015,4282858.0,532858.0,6041.0,4821758.0
MI,2016,4311008.0,538677.0,6191.0,4855877.0
MI,2017,4344321.0,542959.0,6196.0,4893478.0
MI,2018,4365529.0,543261.0,5972.0,4914764.0
MN,2000,2051355.0,217384.0,10838.0,2303705.0
MN,2001,2078775.0,231313.0,5139.0,2331008.0
MN,2002,2117928.0,232919.0,5026.0,2372441.0
MN,2003,2154095.0,251068.0,5739.0,2410902.0
MN,2004,2204694.0,254946.0,7696.0,2467337.0
MN,2005,2211000.0,255645.0,8266.0,2474912.0
MN,2006,2240891.0,260186.0,8503.0,2509581.0
MN,2007,2267167.0,266153.0,8726.0,2542047.0
MN,2008,2280074.0,270490.0,9097.0,2559662.0
MN,2009,2290881.0,273429.0,9425.0,2573736.0
MN,2010,2300291.0,276463.0,10150.0,2586905.0
MN,2011,2308736.0,276286.0,10673.0,2595696.0
MN,2012,2317336.0,278466.0,11010.0,2606813.0
MN,2013,2329734.0,281187.0,11383.0,2622305.0
MN,2014,2345860.0,284978.0,9898.0,2640737.0
MN,2015,2374674.0,289044.0,9812.0,2673531.0
MN,2016,2378681.0,291569.0,9000.0,2679251.0
MN,2017,2403168.0,292859.0,8984.0,2705012.0
MN,2018,2420325.0,295855.0,9406.0,2725587.0
MO,2000,2440099.0,316761.0,9541.0,2780510.0
MO,2001,2463550.0,322570.0,9382.0,2811558.0
MO,2002,2527727.0,331088.0,9640.0,2883323.0
MO,2003,2555062.0,349983.0,13517.0,2918562.0
MO,2004,2565274.0,347600.0,10749.0,2923624.0
MO,2005,2602899.0,353952.0,10591.0,2967443.0
MO,2006,2641569.0,359108.0,10527.0,3011205.0
MO,2007,2666181.0,363192.0,10633.0,3040007.0
MO,2008,2686746.0,371220.0,9431.0,3067398.0
MO,2009,2687756.0,368477.0,8982.0,3065216.0
MO,2010,2695809.0,370955.0,8899.0,3075664.0
MO,2011,2693261.0,370920.0,8759.0,3072941.0
MO,2012,2699287.0,373022.0,8901.0,3081211.0
MO,2013,2708934.0,371712.0,10274.0,3090921.0
MO,2014,2724541.0,371495.0,10282.0,3106319.0
MO,2015,2734553.0,373622.0,10218.0,3118394.0
MO,2016,2751460.0,376711.0,10169.0,3138342.0
MO,2017,2771123.0,381634.0,8191.0,3160950.0
MO,2018,2792459.0,384493.0,8086.0,3185040.0
MS,2000,1172984.0,184783.0,4500.0,1371966.0
MS,2001,1185264.0,188617.0,4426.0,1388345.0
MS,2002,1198383.0,193145.0,4455.0,1406083.0
MS,2003,1208789.0,206864.0,4918.0,1420571.0
MS,2004,1200554.0,211921.0,5535.0,1418010.0
MS,2005,1202829.0,212504.0,7748.0,1423081.0
MS,2006,1212812.0,218193.0,7749.0,1438754.0
MS,2007,1227001.0,222387.0,7505.0,1456893.0
MS,2008,1238408.0,224391.0,7397.0,1470196.0
MS,2009,1243260.0,222861.0,7151.0,1473272.0
MS,2010,1250149.0,224517.0,6797.0,1481463.0
MS,2011,1251640.0,226136.0,6931.0,1484707.0
MS,2012,1256392.0,227384.0,7125.0,1490901.0
MS,2013,1260892.0,228508.0,7165.0,1496565.0
MS,2014,1263583.0,230416.0,10922.0,1504921.0
MS,2015,1270397.0,231388.0,10860.0,1512645.0
MS,2016,1278616.0,232885.0,11214.0,1522715.0
MS,2017,1284578.0,235245.0,11156.0,1530979.0
MS,2018,1290281.0,236871.0,10988.0,1538140.0
MT,2000,401968.0,76158.0,1339.0,494258.0
MT,2001,411070.0,77868.0,3947.0,509640.0
MT,2002,413252.0,80895.0,698.0,510696.0
MT,2003,421938.0,95098.0,1344.0,518380.0
MT,2004,430282.0,93109.0,4619.0,528010.0
MT,2005,439314.0,95433.0,4547.0,539294.0
MT,2006,449308.0,96617.0,4734.0,550659.0
MT,2007,459379.0,98720.0,4490.0,562589.0
MT,2008,461600.0,100371.0,4879.0,566850.0
MT,2009,466160.0,100501.0,5225.0,571886.0
MT,2010,467878.0,101129.0,5218.0,574225.0
MT,2011,469963.0,101512.0,5877.0,577352.0
MT,2012,473033.0,101530.0,7268.0,581831.0
