*i
coal-IGCC_p_sg_coal-CCS_mod_p_sg
coal-IGCC_p_ss_coal-CCS_mod_p_ss
coal-IGCC_p_ww_coal-CCS_mod_p_ww
coal-IGCC_d_fsu_coal-CCS_mod_d_fsu
coal-IGCC_d_fsa_coal-CCS_mod_d_fsa
coal-IGCC_d_fsl_coal-CCS_mod_d_fsl
coal-IGCC_d_fg_coal-CCS_mod_d_fg
coal-IGCC_d_sg_coal-CCS_mod_d_sg
coal-IGCC_d_ss_coal-CCS_mod_d_ss
coal-IGCC_d_ww_coal-CCS_mod_d_ww
coal-new_o_fsu_coal-CCS_mod_o_fsu
coal-new_o_fsa_coal-CCS_mod_o_fsa
coal-new_o_fsl_coal-CCS_mod_o_fsl
coal-new_o_fg_coal-CCS_mod_o_fg
coal-new_o_sg_coal-CCS_mod_o_sg
coal-new_o_ss_coal-CCS_mod_o_ss
coal-new_o_ww_coal-CCS_mod_o_ww
coal-new_r_fsu_coal-CCS_mod_r_fsu
coal-new_r_fsa_coal-CCS_mod_r_fsa
coal-new_r_fsl_coal-CCS_mod_r_fsl
coal-new_r_fg_coal-CCS_mod_r_fg
coal-new_r_sg_coal-CCS_mod_r_sg
coal-new_r_ss_coal-CCS_mod_r_ss
coal-new_r_ww_coal-CCS_mod_r_ww
coal-new_p_fsu_coal-CCS_mod_p_fsu
coal-new_p_fsa_coal-CCS_mod_p_fsa
coal-new_p_fsl_coal-CCS_mod_p_fsl
coal-new_p_fg_coal-CCS_mod_p_fg
coal-new_p_sg_coal-CCS_mod_p_sg
coal-new_p_ss_coal-CCS_mod_p_ss
coal-new_p_ww_coal-CCS_mod_p_ww
coal-new_d_fsu_coal-CCS_mod_d_fsu
coal-new_d_fsa_coal-CCS_mod_d_fsa
coal-new_d_fsl_coal-CCS_mod_d_fsl
coal-new_d_fg_coal-CCS_mod_d_fg
coal-new_d_sg_coal-CCS_mod_d_sg
coal-new_d_ss_coal-CCS_mod_d_ss
coal-new_d_ww_coal-CCS_mod_d_ww
CoalOldScr_o_fsu_coal-CCS_mod_o_fsu
CoalOldScr_o_fsa_coal-CCS_mod_o_fsa
CoalOldScr_o_fsl_coal-CCS_mod_o_fsl
CoalOldScr_o_fg_coal-CCS_mod_o_fg
CoalOldScr_o_sg_coal-CCS_mod_o_sg
CoalOldScr_o_ss_coal-CCS_mod_o_ss
CoalOldScr_o_ww_coal-CCS_mod_o_ww
CoalOldScr_r_fsu_coal-CCS_mod_r_fsu
CoalOldScr_r_fsa_coal-CCS_mod_r_fsa
CoalOldScr_r_fsl_coal-CCS_mod_r_fsl
CoalOldScr_r_fg_coal-CCS_mod_r_fg
CoalOldScr_r_sg_coal-CCS_mod_r_sg
CoalOldScr_r_ss_coal-CCS_mod_r_ss
CoalOldScr_r_ww_coal-CCS_mod_r_ww
CoalOldScr_p_fsu_coal-CCS_mod_p_fsu
CoalOldScr_p_fsa_coal-CCS_mod_p_fsa
CoalOldScr_p_fsl_coal-CCS_mod_p_fsl
CoalOldScr_p_fg_coal-CCS_mod_p_fg
CoalOldScr_p_sg_coal-CCS_mod_p_sg
CoalOldScr_p_ss_coal-CCS_mod_p_ss
CoalOldScr_p_ww_coal-CCS_mod_p_ww
CoalOldScr_d_fsu_coal-CCS_mod_d_fsu
CoalOldScr_d_fsa_coal-CCS_mod_d_fsa
CoalOldScr_d_fsl_coal-CCS_mod_d_fsl
CoalOldScr_d_fg_coal-CCS_mod_d_fg
CoalOldScr_d_sg_coal-CCS_mod_d_sg
CoalOldScr_d_ss_coal-CCS_mod_d_ss
CoalOldScr_d_ww_coal-CCS_mod_d_ww
CoalOldUns_o_fsu_coal-CCS_mod_o_fsu
CoalOldUns_o_fsa_coal-CCS_mod_o_fsa
CoalOldUns_o_fsl_coal-CCS_mod_o_fsl
CoalOldUns_o_fg_coal-CCS_mod_o_fg
CoalOldUns_o_sg_coal-CCS_mod_o_sg
CoalOldUns_o_ss_coal-CCS_mod_o_ss
CoalOldUns_o_ww_coal-CCS_mod_o_ww
CoalOldUns_r_fsu_coal-CCS_mod_r_fsu
CoalOldUns_r_fsa_coal-CCS_mod_r_fsa
CoalOldUns_r_fsl_coal-CCS_mod_r_fsl
CoalOldUns_r_fg_coal-CCS_mod_r_fg
CoalOldUns_r_sg_coal-CCS_mod_r_sg
CoalOldUns_r_ss_coal-CCS_mod_r_ss
CoalOldUns_r_ww_coal-CCS_mod_r_ww
CoalOldUns_p_fsu_coal-CCS_mod_p_fsu
CoalOldUns_p_fsa_coal-CCS_mod_p_fsa
CoalOldUns_p_fsl_coal-CCS_mod_p_fsl
CoalOldUns_p_fg_coal-CCS_mod_p_fg
CoalOldUns_p_sg_coal-CCS_mod_p_sg
CoalOldUns_p_ss_coal-CCS_mod_p_ss
CoalOldUns_p_ww_coal-CCS_mod_p_ww
CoalOldUns_d_fsu_coal-CCS_mod_d_fsu
CoalOldUns_d_fsa_coal-CCS_mod_d_fsa
CoalOldUns_d_fsl_coal-CCS_mod_d_fsl
CoalOldUns_d_fg_coal-CCS_mod_d_fg
CoalOldUns_d_sg_coal-CCS_mod_d_sg
CoalOldUns_d_ss_coal-CCS_mod_d_ss
CoalOldUns_d_ww_coal-CCS_mod_d_ww
CofireNew_o_fsu_coal-CCS_mod_o_fsu
CofireNew_o_fsa_coal-CCS_mod_o_fsa
CofireNew_o_fsl_coal-CCS_mod_o_fsl
CofireNew_o_fg_coal-CCS_mod_o_fg
CofireNew_o_sg_coal-CCS_mod_o_sg
CofireNew_o_ss_coal-CCS_mod_o_ss
CofireNew_o_ww_coal-CCS_mod_o_ww
CofireNew_r_fsu_coal-CCS_mod_r_fsu
CofireNew_r_fsa_coal-CCS_mod_r_fsa
CofireNew_r_fsl_coal-CCS_mod_r_fsl
CofireNew_r_fg_coal-CCS_mod_r_fg
CofireNew_r_sg_coal-CCS_mod_r_sg
CofireNew_r_ss_coal-CCS_mod_r_ss
CofireNew_r_ww_coal-CCS_mod_r_ww
CofireNew_p_fsu_coal-CCS_mod_p_fsu
CofireNew_p_fsa_coal-CCS_mod_p_fsa
CofireNew_p_fsl_coal-CCS_mod_p_fsl
CofireNew_p_fg_coal-CCS_mod_p_fg
CofireNew_p_sg_coal-CCS_mod_p_sg
CofireNew_p_ss_coal-CCS_mod_p_ss
CofireNew_p_ww_coal-CCS_mod_p_ww
CofireNew_d_fsu_coal-CCS_mod_d_fsu
CofireNew_d_fsa_coal-CCS_mod_d_fsa
CofireNew_d_fsl_coal-CCS_mod_d_fsl
CofireNew_d_fg_coal-CCS_mod_d_fg
CofireNew_d_sg_coal-CCS_mod_d_sg
CofireNew_d_ss_coal-CCS_mod_d_ss
CofireNew_d_ww_coal-CCS_mod_d_ww
CofireOld_o_fsu_coal-CCS_mod_o_fsu
CofireOld_o_fsa_coal-CCS_mod_o_fsa
CofireOld_o_fsl_coal-CCS_mod_o_fsl
CofireOld_o_fg_coal-CCS_mod_o_fg
CofireOld_o_sg_coal-CCS_mod_o_sg
CofireOld_o_ss_coal-CCS_mod_o_ss
CofireOld_o_ww_coal-CCS_mod_o_ww
CofireOld_r_fsu_coal-CCS_mod_r_fsu
CofireOld_r_fsa_coal-CCS_mod_r_fsa
CofireOld_r_fsl_coal-CCS_mod_r_fsl
CofireOld_r_fg_coal-CCS_mod_r_fg
CofireOld_r_sg_coal-CCS_mod_r_sg
CofireOld_r_ss_coal-CCS_mod_r_ss
CofireOld_r_ww_coal-CCS_mod_r_ww
CofireOld_p_fsu_coal-CCS_mod_p_fsu
CofireOld_p_fsa_coal-CCS_mod_p_fsa
CofireOld_p_fsl_coal-CCS_mod_p_fsl
CofireOld_p_fg_coal-CCS_mod_p_fg
CofireOld_p_sg_coal-CCS_mod_p_sg
CofireOld_p_ss_coal-CCS_mod_p_ss
CofireOld_p_ww_coal-CCS_mod_p_ww
CofireOld_d_fsu_coal-CCS_mod_d_fsu
CofireOld_d_fsa_coal-CCS_mod_d_fsa
CofireOld_d_fsl_coal-CCS_mod_d_fsl
CofireOld_d_fg_coal-CCS_mod_d_fg
CofireOld_d_sg_coal-CCS_mod_d_sg
CofireOld_d_ss_coal-CCS_mod_d_ss
CofireOld_d_ww_coal-CCS_mod_d_ww
gas-CC_o_fsu_Gas-CC-CCS_mod_o_fsu
gas-CC_o_fsa_Gas-CC-CCS_mod_o_fsa
gas-CC_o_fsl_Gas-CC-CCS_mod_o_fsl
gas-CC_o_fg_Gas-CC-CCS_mod_o_fg
gas-CC_o_sg_Gas-CC-CCS_mod_o_sg
gas-CC_o_ss_Gas-CC-CCS_mod_o_ss
gas-CC_o_ww_Gas-CC-CCS_mod_o_ww
gas-CC_r_fsu_Gas-CC-CCS_mod_r_fsu
gas-CC_r_fsa_Gas-CC-CCS_mod_r_fsa
gas-CC_r_fsl_Gas-CC-CCS_mod_r_fsl
gas-CC_r_fg_Gas-CC-CCS_mod_r_fg
gas-CC_r_sg_Gas-CC-CCS_mod_r_sg
gas-CC_r_ss_Gas-CC-CCS_mod_r_ss
gas-CC_r_ww_Gas-CC-CCS_mod_r_ww
gas-CC_p_fsu_Gas-CC-CCS_mod_p_fsu
gas-CC_p_fsa_Gas-CC-CCS_mod_p_fsa
gas-CC_p_fsl_Gas-CC-CCS_mod_p_fsl
gas-CC_p_fg_Gas-CC-CCS_mod_p_fg
gas-CC_p_sg_Gas-CC-CCS_mod_p_sg
gas-CC_p_ss_Gas-CC-CCS_mod_p_ss
gas-CC_p_ww_Gas-CC-CCS_mod_p_ww
gas-CC_d_fsu_Gas-CC-CCS_mod_d_fsu
gas-CC_d_fsa_Gas-CC-CCS_mod_d_fsa
gas-CC_d_fsl_Gas-CC-CCS_mod_d_fsl
gas-CC_d_fg_Gas-CC-CCS_mod_d_fg
gas-CC_d_sg_Gas-CC-CCS_mod_d_sg
gas-CC_d_ss_Gas-CC-CCS_mod_d_ss
gas-CC_d_ww_Gas-CC-CCS_mod_d_ww
coal-IGCC_o_fsu_coal-CCS_max_o_fsu
coal-IGCC_o_fsa_coal-CCS_max_o_fsa
coal-IGCC_o_fsl_coal-CCS_max_o_fsl
coal-IGCC_o_fg_coal-CCS_max_o_fg
coal-IGCC_o_sg_coal-CCS_max_o_sg
coal-IGCC_o_ss_coal-CCS_max_o_ss
coal-IGCC_o_ww_coal-CCS_max_o_ww
coal-IGCC_r_fsu_coal-CCS_max_r_fsu
coal-IGCC_r_fsa_coal-CCS_max_r_fsa
coal-IGCC_r_fsl_coal-CCS_max_r_fsl
coal-IGCC_r_fg_coal-CCS_max_r_fg
coal-IGCC_r_sg_coal-CCS_max_r_sg
coal-IGCC_r_ss_coal-CCS_max_r_ss
coal-IGCC_r_ww_coal-CCS_max_r_ww
coal-IGCC_p_fsu_coal-CCS_max_p_fsu
coal-IGCC_p_fsa_coal-CCS_max_p_fsa
coal-IGCC_p_fsl_coal-CCS_max_p_fsl
coal-IGCC_p_fg_coal-CCS_max_p_fg
coal-IGCC_p_sg_coal-CCS_max_p_sg
coal-IGCC_p_ss_coal-CCS_max_p_ss
coal-IGCC_p_ww_coal-CCS_max_p_ww
coal-IGCC_d_fsu_coal-CCS_max_d_fsu
coal-IGCC_d_fsa_coal-CCS_max_d_fsa
coal-IGCC_d_fsl_coal-CCS_max_d_fsl
coal-IGCC_d_fg_coal-CCS_max_d_fg
coal-IGCC_d_sg_coal-CCS_max_d_sg
coal-IGCC_d_ss_coal-CCS_max_d_ss
coal-IGCC_d_ww_coal-CCS_max_d_ww
coal-new_o_fsu_coal-CCS_max_o_fsu
coal-new_o_fsa_coal-CCS_max_o_fsa
coal-new_o_fsl_coal-CCS_max_o_fsl
coal-new_o_fg_coal-CCS_max_o_fg
coal-new_o_sg_coal-CCS_max_o_sg
coal-new_o_ss_coal-CCS_max_o_ss
coal-new_o_ww_coal-CCS_max_o_ww
coal-new_r_fsu_coal-CCS_max_r_fsu
coal-new_r_fsa_coal-CCS_max_r_fsa
coal-new_r_fsl_coal-CCS_max_r_fsl
coal-new_r_fg_coal-CCS_max_r_fg
coal-new_r_sg_coal-CCS_max_r_sg
coal-new_r_ss_coal-CCS_max_r_ss
coal-new_r_ww_coal-CCS_max_r_ww
coal-new_p_fsu_coal-CCS_max_p_fsu
coal-new_p_fsa_coal-CCS_max_p_fsa
coal-new_p_fsl_coal-CCS_max_p_fsl
coal-new_p_fg_coal-CCS_max_p_fg
coal-new_p_sg_coal-CCS_max_p_sg
coal-new_p_ss_coal-CCS_max_p_ss
coal-new_p_ww_coal-CCS_max_p_ww
coal-new_d_fsu_coal-CCS_max_d_fsu
coal-new_d_fsa_coal-CCS_max_d_fsa
coal-new_d_fsl_coal-CCS_max_d_fsl
coal-new_d_fg_coal-CCS_max_d_fg
coal-new_d_sg_coal-CCS_max_d_sg
coal-new_d_ss_coal-CCS_max_d_ss
coal-new_d_ww_coal-CCS_max_d_ww
CoalOldScr_o_fsu_coal-CCS_max_o_fsu
CoalOldScr_o_fsa_coal-CCS_max_o_fsa
CoalOldScr_o_fsl_coal-CCS_max_o_fsl
CoalOldScr_o_fg_coal-CCS_max_o_fg
CoalOldScr_o_sg_coal-CCS_max_o_sg
CoalOldScr_o_ss_coal-CCS_max_o_ss
CoalOldScr_o_ww_coal-CCS_max_o_ww
CoalOldScr_r_fsu_coal-CCS_max_r_fsu
CoalOldScr_r_fsa_coal-CCS_max_r_fsa
CoalOldScr_r_fsl_coal-CCS_max_r_fsl
CoalOldScr_r_fg_coal-CCS_max_r_fg
CoalOldScr_r_sg_coal-CCS_max_r_sg
CoalOldScr_r_ss_coal-CCS_max_r_ss
CoalOldScr_r_ww_coal-CCS_max_r_ww
CoalOldScr_p_fsu_coal-CCS_max_p_fsu
CoalOldScr_p_fsa_coal-CCS_max_p_fsa
CoalOldScr_p_fsl_coal-CCS_max_p_fsl
CoalOldScr_p_fg_coal-CCS_max_p_fg
CoalOldScr_p_sg_coal-CCS_max_p_sg
CoalOldScr_p_ss_coal-CCS_max_p_ss
CoalOldScr_p_ww_coal-CCS_max_p_ww
CoalOldScr_d_fsu_coal-CCS_max_d_fsu
CoalOldScr_d_fsa_coal-CCS_max_d_fsa
CoalOldScr_d_fsl_coal-CCS_max_d_fsl
CoalOldScr_d_fg_coal-CCS_max_d_fg
CoalOldScr_d_sg_coal-CCS_max_d_sg
CoalOldScr_d_ss_coal-CCS_max_d_ss
CoalOldScr_d_ww_coal-CCS_max_d_ww
CoalOldUns_o_fsu_coal-CCS_max_o_fsu
CoalOldUns_o_fsa_coal-CCS_max_o_fsa
CoalOldUns_o_fsl_coal-CCS_max_o_fsl
CoalOldUns_o_fg_coal-CCS_max_o_fg
CoalOldUns_o_sg_coal-CCS_max_o_sg
CoalOldUns_o_ss_coal-CCS_max_o_ss
CoalOldUns_o_ww_coal-CCS_max_o_ww
CoalOldUns_r_fsu_coal-CCS_max_r_fsu
CoalOldUns_r_fsa_coal-CCS_max_r_fsa
CoalOldUns_r_fsl_coal-CCS_max_r_fsl
CoalOldUns_r_fg_coal-CCS_max_r_fg
CoalOldUns_r_sg_coal-CCS_max_r_sg
CoalOldUns_r_ss_coal-CCS_max_r_ss
CoalOldUns_r_ww_coal-CCS_max_r_ww
CoalOldUns_p_fsu_coal-CCS_max_p_fsu
CoalOldUns_p_fsa_coal-CCS_max_p_fsa
CoalOldUns_p_fsl_coal-CCS_max_p_fsl
CoalOldUns_p_fg_coal-CCS_max_p_fg
CoalOldUns_p_sg_coal-CCS_max_p_sg
CoalOldUns_p_ss_coal-CCS_max_p_ss
CoalOldUns_p_ww_coal-CCS_max_p_ww
CoalOldUns_d_fsu_coal-CCS_max_d_fsu
CoalOldUns_d_fsa_coal-CCS_max_d_fsa
CoalOldUns_d_fsl_coal-CCS_max_d_fsl
CoalOldUns_d_fg_coal-CCS_max_d_fg
CoalOldUns_d_sg_coal-CCS_max_d_sg
CoalOldUns_d_ss_coal-CCS_max_d_ss
CoalOldUns_d_ww_coal-CCS_max_d_ww
CofireNew_o_fsu_coal-CCS_max_o_fsu
CofireNew_o_fsa_coal-CCS_max_o_fsa
CofireNew_o_fsl_coal-CCS_max_o_fsl
CofireNew_o_fg_coal-CCS_max_o_fg
CofireNew_o_sg_coal-CCS_max_o_sg
CofireNew_o_ss_coal-CCS_max_o_ss
CofireNew_o_ww_coal-CCS_max_o_ww
CofireNew_r_fsu_coal-CCS_max_r_fsu
CofireNew_r_fsa_coal-CCS_max_r_fsa
CofireNew_r_fsl_coal-CCS_max_r_fsl
CofireNew_r_fg_coal-CCS_max_r_fg
CofireNew_r_sg_coal-CCS_max_r_sg
CofireNew_r_ss_coal-CCS_max_r_ss
CofireNew_r_ww_coal-CCS_max_r_ww
CofireNew_p_fsu_coal-CCS_max_p_fsu
CofireNew_p_fsa_coal-CCS_max_p_fsa
CofireNew_p_fsl_coal-CCS_max_p_fsl
CofireNew_p_fg_coal-CCS_max_p_fg
CofireNew_p_sg_coal-CCS_max_p_sg
CofireNew_p_ss_coal-CCS_max_p_ss
CofireNew_p_ww_coal-CCS_max_p_ww
CofireNew_d_fsu_coal-CCS_max_d_fsu
CofireNew_d_fsa_coal-CCS_max_d_fsa
CofireNew_d_fsl_coal-CCS_max_d_fsl
CofireNew_d_fg_coal-CCS_max_d_fg
CofireNew_d_sg_coal-CCS_max_d_sg
CofireNew_d_ss_coal-CCS_max_d_ss
CofireNew_d_ww_coal-CCS_max_d_ww
CofireOld_o_fsu_coal-CCS_max_o_fsu
CofireOld_o_fsa_coal-CCS_max_o_fsa
CofireOld_o_fsl_coal-CCS_max_o_fsl
CofireOld_o_fg_coal-CCS_max_o_fg
CofireOld_o_sg_coal-CCS_max_o_sg
CofireOld_o_ss_coal-CCS_max_o_ss
CofireOld_o_ww_coal-CCS_max_o_ww
CofireOld_r_fsu_coal-CCS_max_r_fsu
CofireOld_r_fsa_coal-CCS_max_r_fsa
CofireOld_r_fsl_coal-CCS_max_r_fsl
CofireOld_r_fg_coal-CCS_max_r_fg
CofireOld_r_sg_coal-CCS_max_r_sg
CofireOld_r_ss_coal-CCS_max_r_ss
CofireOld_r_ww_coal-CCS_max_r_ww
CofireOld_p_fsu_coal-CCS_max_p_fsu
CofireOld_p_fsa_coal-CCS_max_p_fsa
CofireOld_p_fsl_coal-CCS_max_p_fsl
CofireOld_p_fg_coal-CCS_max_p_fg
CofireOld_p_sg_coal-CCS_max_p_sg
CofireOld_p_ss_coal-CCS_max_p_ss
CofireOld_p_ww_coal-CCS_max_p_ww
CofireOld_d_fsu_coal-CCS_max_d_fsu
CofireOld_d_fsa_coal-CCS_max_d_fsa
CofireOld_d_fsl_coal-CCS_max_d_fsl
CofireOld_d_fg_coal-CCS_max_d_fg
CofireOld_d_sg_coal-CCS_max_d_sg
CofireOld_d_ss_coal-CCS_max_d_ss
CofireOld_d_ww_coal-CCS_max_d_ww
gas-CC_o_fsu_Gas-CC-CCS_max_o_fsu
gas-CC_o_fsa_Gas-CC-CCS_max_o_fsa
gas-CC_o_fsl_Gas-CC-CCS_max_o_fsl
gas-CC_o_fg_Gas-CC-CCS_max_o_fg
gas-CC_o_sg_Gas-CC-CCS_max_o_sg
gas-CC_o_ss_Gas-CC-CCS_max_o_ss
gas-CC_o_ww_Gas-CC-CCS_max_o_ww
gas-CC_r_fsu_Gas-CC-CCS_max_r_fsu
gas-CC_r_fsa_Gas-CC-CCS_max_r_fsa
gas-CC_r_fsl_Gas-CC-CCS_max_r_fsl
gas-CC_r_fg_Gas-CC-CCS_max_r_fg
gas-CC_r_sg_Gas-CC-CCS_max_r_sg
gas-CC_r_ss_Gas-CC-CCS_max_r_ss
gas-CC_r_ww_Gas-CC-CCS_max_r_ww
gas-CC_p_fsu_Gas-CC-CCS_max_p_fsu
gas-CC_p_fsa_Gas-CC-CCS_max_p_fsa
gas-CC_p_fsl_Gas-CC-CCS_max_p_fsl
gas-CC_p_fg_Gas-CC-CCS_max_p_fg
gas-CC_p_sg_Gas-CC-CCS_max_p_sg
gas-CC_p_ss_Gas-CC-CCS_max_p_ss
gas-CC_p_ww_Gas-CC-CCS_max_p_ww
gas-CC_d_fsu_Gas-CC-CCS_max_d_fsu
gas-CC_d_fsa_Gas-CC-CCS_max_d_fsa
gas-CC_d_fsl_Gas-CC-CCS_max_d_fsl
gas-CC_d_fg_Gas-CC-CCS_max_d_fg
gas-CC_d_sg_Gas-CC-CCS_max_d_sg
gas-CC_d_ss_Gas-CC-CCS_max_d_ss
gas-CC_d_ww_Gas-CC-CCS_max_d_ww
