r,szn,HDD-CDD,t,Value
p20,summ,cdd,2010,263.726892435
p20,summ,cdd,2012,284.091488768
p20,summ,cdd,2014,276.419714345
p20,summ,cdd,2016,296.983484754
p20,summ,cdd,2018,303.814650707
p20,summ,cdd,2020,324.126696442
p20,summ,cdd,2022,312.27499012
p20,summ,cdd,2024,341.793952421
p20,summ,cdd,2026,356.059377104
p20,summ,cdd,2028,359.868299981
p20,summ,cdd,2030,357.818694734
p20,summ,cdd,2032,376.50701079199996
p20,summ,cdd,2034,372.793281504
p20,summ,cdd,2036,373.8439475
p20,summ,cdd,2038,389.598572819
p20,summ,cdd,2040,405.647657731
p20,summ,cdd,2042,446.970879403
p20,summ,cdd,2044,457.97920976
p20,summ,cdd,2046,469.468749779
p20,summ,cdd,2048,486.453002683
p20,summ,cdd,2050,519.965681211
p20,summ,hdd,2010,78.3712925538
p20,summ,hdd,2012,72.3139144075
p20,summ,hdd,2014,72.7407233642
p20,summ,hdd,2016,73.6958733236
p20,summ,hdd,2018,65.1622651859
p20,summ,hdd,2020,55.633170273400005
p20,summ,hdd,2022,59.4323954775
p20,summ,hdd,2024,56.6958702502
p20,summ,hdd,2026,53.2146186529
p20,summ,hdd,2028,49.611982305
p20,summ,hdd,2030,49.72456881
p20,summ,hdd,2032,48.9510902971
p20,summ,hdd,2034,49.5392939101
p20,summ,hdd,2036,47.0379279988
p20,summ,hdd,2038,47.0032465476
p20,summ,hdd,2040,46.5960251571
p20,summ,hdd,2042,38.6037440575
p20,summ,hdd,2044,39.6224476182
p20,summ,hdd,2046,39.1993743014
p20,summ,hdd,2048,37.612311162
p20,summ,hdd,2050,34.010516277
p20,fall,cdd,2010,18.7693788069
p20,fall,cdd,2012,23.3629643048
p20,fall,cdd,2014,22.5164432662
p20,fall,cdd,2016,22.7171114766
p20,fall,cdd,2018,22.6689348872
p20,fall,cdd,2020,24.343873510300003
p20,fall,cdd,2022,24.0497524632
p20,fall,cdd,2024,30.099821773600002
p20,fall,cdd,2026,33.264420051100004
p20,fall,cdd,2028,32.9790776814
p20,fall,cdd,2030,34.1287358682
p20,fall,cdd,2032,37.614267671
p20,fall,cdd,2034,38.1244444631
p20,fall,cdd,2036,40.933245624099996
p20,fall,cdd,2038,40.9936276978
p20,fall,cdd,2040,43.254519403100005
p20,fall,cdd,2042,47.1573097945
p20,fall,cdd,2044,46.0494227717
p20,fall,cdd,2046,42.728833449899994
p20,fall,cdd,2048,47.3580133965
p20,fall,cdd,2050,58.8737762728
p20,fall,hdd,2010,413.488211933
p20,fall,hdd,2012,390.338085436
p20,fall,hdd,2014,382.21637871400003
p20,fall,hdd,2016,379.386607453
p20,fall,hdd,2018,369.377019052
p20,fall,hdd,2020,362.945755982
p20,fall,hdd,2022,369.229943074
p20,fall,hdd,2024,358.959463603
p20,fall,hdd,2026,345.296404801
p20,fall,hdd,2028,346.079303818
p20,fall,hdd,2030,344.942202469
p20,fall,hdd,2032,350.41349518199996
p20,fall,hdd,2034,361.774060039
p20,fall,hdd,2036,346.217433255
p20,fall,hdd,2038,345.222942065
p20,fall,hdd,2040,341.788049846
p20,fall,hdd,2042,319.60554315900004
p20,fall,hdd,2044,315.42011186
p20,fall,hdd,2046,313.878236573
p20,fall,hdd,2048,297.694659709
p20,fall,hdd,2050,283.266826024
p20,wint,cdd,2010,0.0
p20,wint,cdd,2012,0.0
p20,wint,cdd,2014,0.0
p20,wint,cdd,2016,0.0
p20,wint,cdd,2018,0.0
p20,wint,cdd,2020,0.0
p20,wint,cdd,2022,0.0
p20,wint,cdd,2024,0.0
p20,wint,cdd,2026,0.0
p20,wint,cdd,2028,0.0
p20,wint,cdd,2030,0.0
p20,wint,cdd,2032,0.0
p20,wint,cdd,2034,0.0
p20,wint,cdd,2036,0.0
p20,wint,cdd,2038,0.0
p20,wint,cdd,2040,0.0
p20,wint,cdd,2042,0.0
p20,wint,cdd,2044,0.0
p20,wint,cdd,2046,0.0
p20,wint,cdd,2048,0.0
p20,wint,cdd,2050,0.0
p20,wint,hdd,2010,2667.1208578
p20,wint,hdd,2012,2659.35606901
p20,wint,hdd,2014,2641.20106855
p20,wint,hdd,2016,2603.83370889
p20,wint,hdd,2018,2565.30899008
p20,wint,hdd,2020,2563.28229215
p20,wint,hdd,2022,2549.85975101
p20,wint,hdd,2024,2547.45317557
p20,wint,hdd,2026,2538.18453218
p20,wint,hdd,2028,2523.86311858
p20,wint,hdd,2030,2480.58729316
p20,wint,hdd,2032,2429.28925214
p20,wint,hdd,2034,2410.93792388
p20,wint,hdd,2036,2413.4705922
p20,wint,hdd,2038,2409.91786658
p20,wint,hdd,2040,2369.92967997
p20,wint,hdd,2042,2371.69240894
p20,wint,hdd,2044,2347.32180408
p20,wint,hdd,2046,2292.24132972
p20,wint,hdd,2048,2275.47917211
p20,wint,hdd,2050,2274.34380404
p21,spri,cdd,2010,0.0
p21,spri,cdd,2012,0.0
p21,spri,cdd,2014,0.116494400123
p21,spri,cdd,2016,0.116494400123
p21,spri,cdd,2018,0.116494400123
p21,spri,cdd,2020,0.116494400123
p21,spri,cdd,2022,0.116494400123
p21,spri,cdd,2024,0.116494400123
p21,spri,cdd,2026,0.12254740052400001
p21,spri,cdd,2028,0.12254740052400001
p21,spri,cdd,2030,0.12254740052400001
p21,spri,cdd,2032,0.12254740052400001
p21,spri,cdd,2034,0.244866253747
p21,spri,cdd,2036,0.244866253747
p21,spri,cdd,2038,0.691319045469
p21,spri,cdd,2040,0.721060908908
p21,spri,cdd,2042,0.721060908908
p21,spri,cdd,2044,0.898730346355
p21,spri,cdd,2046,0.8926773459540001
p21,spri,cdd,2048,0.8926773459540001
p21,spri,cdd,2050,1.08713029203
p21,spri,hdd,2010,1314.51799647
p21,spri,hdd,2012,1300.88647993
p21,spri,hdd,2014,1293.83802248
p21,spri,hdd,2016,1269.6525219
p21,spri,hdd,2018,1256.72458776
p21,spri,hdd,2020,1244.17413589
p21,spri,hdd,2022,1239.41029473
p21,spri,hdd,2024,1229.46566229
p21,spri,hdd,2026,1228.90350587
p21,spri,hdd,2028,1220.35007857
p21,spri,hdd,2030,1211.54099901
p21,spri,hdd,2032,1199.44294274
p21,spri,hdd,2034,1189.76540682
p21,spri,hdd,2036,1199.18573175
p21,spri,hdd,2038,1186.77714764
p21,spri,hdd,2040,1187.73349405
p21,spri,hdd,2042,1155.31729701
p21,spri,hdd,2044,1151.41136123
p21,spri,hdd,2046,1149.5358564
p21,spri,hdd,2048,1122.85098652
p21,spri,hdd,2050,1112.09268137
p21,summ,cdd,2010,48.45287334020001
p21,summ,cdd,2012,58.2128389874
p21,summ,cdd,2014,55.5385305832
p21,summ,cdd,2016,69.7289216553
p21,summ,cdd,2018,70.4942638266
p21,summ,cdd,2020,78.7218587574
p21,summ,cdd,2022,78.686320651
p21,summ,cdd,2024,94.1966400625
p21,summ,cdd,2026,101.047386533
p21,summ,cdd,2028,109.347184419
p21,summ,cdd,2030,113.532903116
p21,summ,cdd,2032,118.05854367
p21,summ,cdd,2034,122.90461836600001
p21,summ,cdd,2036,123.318546555
p21,summ,cdd,2038,135.954115509
p21,summ,cdd,2040,147.810424346
p21,summ,cdd,2042,166.549871902
p21,summ,cdd,2044,173.32985259999998
p21,summ,cdd,2046,181.55271969400002
p21,summ,cdd,2048,187.02510395599998
p21,summ,cdd,2050,205.586443807
p21,summ,hdd,2010,219.701057736
p21,summ,hdd,2012,209.97701086900003
p21,summ,hdd,2014,207.34567730900002
p21,summ,hdd,2016,199.523512423
p21,summ,hdd,2018,194.2584949
p21,summ,hdd,2020,185.770071133
p21,summ,hdd,2022,186.011344738
p21,summ,hdd,2024,174.03847221599997
p21,summ,hdd,2026,166.891633569
p21,summ,hdd,2028,153.01975357700002
p21,summ,hdd,2030,147.724722333
p21,summ,hdd,2032,143.307931801
p21,summ,hdd,2034,142.424665387
p21,summ,hdd,2036,140.62026016
p21,summ,hdd,2038,130.892745057
p21,summ,hdd,2040,128.579069144
p21,summ,hdd,2042,110.894676481
p21,summ,hdd,2044,108.418949481
p21,summ,hdd,2046,102.915137281
p21,summ,hdd,2048,102.711106925
p21,summ,hdd,2050,93.0634980266
p21,fall,cdd,2010,1.0954953921100001
p21,fall,cdd,2012,2.1251638438
p21,fall,cdd,2014,2.23578691872
p21,fall,cdd,2016,2.9215748262299996
p21,fall,cdd,2018,2.79500923644
p21,fall,cdd,2020,2.99883520565
p21,fall,cdd,2022,3.2383995034400006
p21,fall,cdd,2024,3.9578206457099996
p21,fall,cdd,2026,6.042423980240001
p21,fall,cdd,2028,6.159550266
p21,fall,cdd,2030,7.028066046860001
p21,fall,cdd,2032,7.3215183782899995
p21,fall,cdd,2034,8.06707015175
p21,fall,cdd,2036,8.24558690533
p21,fall,cdd,2038,8.18734394685
p21,fall,cdd,2040,9.97277177906
p21,fall,cdd,2042,10.4826732235
p21,fall,cdd,2044,11.759979192100001
p21,fall,cdd,2046,10.5121435619
p21,fall,cdd,2048,11.5271302868
p21,fall,cdd,2050,15.667471062999999
p21,fall,hdd,2010,539.034339137
p21,fall,hdd,2012,521.600943549
p21,fall,hdd,2014,510.65155622
p21,fall,hdd,2016,505.885271163
p21,fall,hdd,2018,498.793876981
p21,fall,hdd,2020,490.182290531
p21,fall,hdd,2022,485.75372507699996
p21,fall,hdd,2024,468.808244841
p21,fall,hdd,2026,453.949762539
p21,fall,hdd,2028,453.16524372599997
p21,fall,hdd,2030,446.537367142
p21,fall,hdd,2032,447.44866538900004
p21,fall,hdd,2034,456.464752363
p21,fall,hdd,2036,441.027753835
p21,fall,hdd,2038,436.688724015
p21,fall,hdd,2040,429.29384182
p21,fall,hdd,2042,412.26677768400003
p21,fall,hdd,2044,407.015871824
p21,fall,hdd,2046,404.228763745
p21,fall,hdd,2048,386.15409901199996
p21,fall,hdd,2050,371.99108668400004
p21,wint,cdd,2010,0.0
p21,wint,cdd,2012,0.0
p21,wint,cdd,2014,0.0
p21,wint,cdd,2016,0.0
p21,wint,cdd,2018,0.0
p21,wint,cdd,2020,0.0
p21,wint,cdd,2022,0.0
p21,wint,cdd,2024,0.0
p21,wint,cdd,2026,0.0
p21,wint,cdd,2028,0.0
p21,wint,cdd,2030,0.0
p21,wint,cdd,2032,0.0
p21,wint,cdd,2034,0.0
p21,wint,cdd,2036,0.0
p21,wint,cdd,2038,0.0
p21,wint,cdd,2040,0.0
p21,wint,cdd,2042,0.0
p21,wint,cdd,2044,0.0
p21,wint,cdd,2046,0.0
p21,wint,cdd,2048,0.0
p21,wint,cdd,2050,0.0
p21,wint,hdd,2010,2785.36813542
p21,wint,hdd,2012,2794.7712398000003
p21,wint,hdd,2014,2770.65072178
p21,wint,hdd,2016,2741.80792381
p21,wint,hdd,2018,2716.2106249000003
p21,wint,hdd,2020,2721.9344599
p21,wint,hdd,2022,2706.10906212
p21,wint,hdd,2024,2694.51333869
p21,wint,hdd,2026,2669.6932648
p21,wint,hdd,2028,2652.28901964
p21,wint,hdd,2030,2602.60176265
p21,wint,hdd,2032,2573.57798355
p21,wint,hdd,2034,2564.88203329
p21,wint,hdd,2036,2573.5829334000005
p21,wint,hdd,2038,2565.50013634
p21,wint,hdd,2040,2536.51378979
p21,wint,hdd,2042,2538.62484065
p21,wint,hdd,2044,2511.16344393
p21,wint,hdd,2046,2495.15750289
p21,wint,hdd,2048,2467.92505486
p21,wint,hdd,2050,2463.97883665
p22,spri,cdd,2010,0.6549811012560001
p22,spri,cdd,2012,0.6719490150640001
p22,spri,cdd,2014,0.8764191845170001
p22,spri,cdd,2016,0.966997672845
p22,spri,cdd,2018,1.6695885706600002
p22,spri,cdd,2020,1.8041839148299998
p22,spri,cdd,2022,1.75110843122
p22,spri,cdd,2024,1.89122432127
p22,spri,cdd,2026,1.74387692064
p22,spri,cdd,2028,1.62501630991
p22,spri,cdd,2030,1.8082442952200002
p22,spri,cdd,2032,1.9422005291
p22,spri,cdd,2034,1.9951347757299998
p22,spri,cdd,2036,2.07216438912
p22,spri,cdd,2038,2.40883385325
p22,spri,cdd,2040,2.57570367241
p22,spri,cdd,2042,2.7503196385799997
p22,spri,cdd,2044,3.18745668954
p22,spri,cdd,2046,3.07859446705
p22,spri,cdd,2048,3.7352730390800004
p22,spri,cdd,2050,3.92583300918
p22,spri,hdd,2010,1155.15124216
p22,spri,hdd,2012,1143.40951209
p22,spri,hdd,2014,1148.31478106
p22,spri,hdd,2016,1130.93701362
p22,spri,hdd,2018,1114.58529368
p22,spri,hdd,2020,1102.35814777
p22,spri,hdd,2022,1090.19512987
p22,spri,hdd,2024,1066.73432115
p22,spri,hdd,2026,1067.19953109
p22,spri,hdd,2028,1049.34707686
p22,spri,hdd,2030,1040.4017728000001
p22,spri,hdd,2032,1024.86117541
p22,spri,hdd,2034,1010.75860441
p22,spri,hdd,2036,1009.42833435
p22,spri,hdd,2038,996.5969429219999
p22,spri,hdd,2040,1001.14429357
p22,spri,hdd,2042,961.79203504
p22,spri,hdd,2044,963.3657001419999
p22,spri,hdd,2046,956.0003359410001
p22,spri,hdd,2048,929.166916523
p22,spri,hdd,2050,920.3866542589999
p22,summ,cdd,2010,165.936917879
p22,summ,cdd,2012,187.22478261700002
p22,summ,cdd,2014,176.189421593
p22,summ,cdd,2016,199.45104310099998
p22,summ,cdd,2018,204.134316374
p22,summ,cdd,2020,226.07460861400003
p22,summ,cdd,2022,224.489346119
p22,summ,cdd,2024,255.24542160400003
p22,summ,cdd,2026,266.719307686
p22,summ,cdd,2028,274.91153764
p22,summ,cdd,2030,275.71332704
p22,summ,cdd,2032,289.673546999
p22,summ,cdd,2034,291.809274237
p22,summ,cdd,2036,290.345691078
p22,summ,cdd,2038,306.30566827
p22,summ,cdd,2040,314.54924423799997
p22,summ,cdd,2042,347.59780994
p22,summ,cdd,2044,361.07823011
p22,summ,cdd,2046,367.029524173
p22,summ,cdd,2048,378.32450374800004
p22,summ,cdd,2050,403.51184903
p22,summ,hdd,2010,132.646090022
p22,summ,hdd,2012,120.53603210799999
p22,summ,hdd,2014,120.140266125
p22,summ,hdd,2016,116.835125713
p22,summ,hdd,2018,108.489844846
p22,summ,hdd,2020,99.7819121057
p22,summ,hdd,2022,104.210426329
p22,summ,hdd,2024,100.33863760700001
p22,summ,hdd,2026,96.3664327318
p22,summ,hdd,2028,88.7634628959
p22,summ,hdd,2030,87.5159814176
p22,summ,hdd,2032,87.5814443124
p22,summ,hdd,2034,89.6123635877
p22,summ,hdd,2036,89.2679681498
p22,summ,hdd,2038,86.25329734620001
p22,summ,hdd,2040,84.9638483623
p22,summ,hdd,2042,72.5924165141
p22,summ,hdd,2044,70.9383096645
p22,summ,hdd,2046,69.291052865
p22,summ,hdd,2048,71.3364271299
p22,summ,hdd,2050,66.071963539
p22,fall,cdd,2010,13.9907098116
p22,fall,cdd,2012,18.0665473707
p22,fall,cdd,2014,16.8969384614
p22,fall,cdd,2016,18.490327061600002
p22,fall,cdd,2018,17.6704628347
p22,fall,cdd,2020,19.6569331952
p22,fall,cdd,2022,19.898910416099998
p22,fall,cdd,2024,23.931511324200002
p22,fall,cdd,2026,28.3189033817
p22,fall,cdd,2028,27.2621179715
p22,fall,cdd,2030,28.9350666671
p22,fall,cdd,2032,32.3980271388
p22,fall,cdd,2034,34.5266827971
p22,fall,cdd,2036,36.7220228645
p22,fall,cdd,2038,38.1836696286
p22,fall,cdd,2040,40.1014730543
p22,fall,cdd,2042,43.4602492337
p22,fall,cdd,2044,44.7270143808
p22,fall,cdd,2046,41.1652199642
p22,fall,cdd,2048,45.4084698757
p22,fall,cdd,2050,54.2032326456
p22,fall,hdd,2010,452.242696386
p22,fall,hdd,2012,430.07918158900003
p22,fall,hdd,2014,422.189320116
p22,fall,hdd,2016,418.204865934
p22,fall,hdd,2018,409.361495221
p22,fall,hdd,2020,400.63262293599996
p22,fall,hdd,2022,403.701725843
p22,fall,hdd,2024,388.498169281
p22,fall,hdd,2026,375.926513664
p22,fall,hdd,2028,375.434584229
p22,fall,hdd,2030,374.207644135
p22,fall,hdd,2032,378.830438751
p22,fall,hdd,2034,388.40846984300003
p22,fall,hdd,2036,372.113314446
p22,fall,hdd,2038,369.871612448
p22,fall,hdd,2040,368.033239374
p22,fall,hdd,2042,344.27572569999995
p22,fall,hdd,2044,340.48079726
p22,fall,hdd,2046,337.971515625
p22,fall,hdd,2048,322.150925502
p22,fall,hdd,2050,309.59785454400003
p22,wint,cdd,2010,0.0
p22,wint,cdd,2012,0.0
p22,wint,cdd,2014,0.0
p22,wint,cdd,2016,0.0
p22,wint,cdd,2018,0.0
p22,wint,cdd,2020,0.0
p22,wint,cdd,2022,0.0
p22,wint,cdd,2024,0.0
p22,wint,cdd,2026,0.0
p22,wint,cdd,2028,0.0
p22,wint,cdd,2030,0.0
p22,wint,cdd,2032,0.0
p22,wint,cdd,2034,0.0
p22,wint,cdd,2036,0.0
p22,wint,cdd,2038,0.0
p22,wint,cdd,2040,0.0
p22,wint,cdd,2042,0.0
p22,wint,cdd,2044,0.0
p22,wint,cdd,2046,0.0
p22,wint,cdd,2048,0.0
p22,wint,cdd,2050,0.0
p22,wint,hdd,2010,2655.04334038
p22,wint,hdd,2012,2657.66994649
p22,wint,hdd,2014,2633.94058986
p22,wint,hdd,2016,2597.67869208
p22,wint,hdd,2018,2561.30265245
p22,wint,hdd,2020,2568.94437707
p22,wint,hdd,2022,2553.03305261
p22,wint,hdd,2024,2541.76551276
p22,wint,hdd,2026,2527.71661216
p22,wint,hdd,2028,2511.03470995
p22,wint,hdd,2030,2452.79965724
p22,wint,hdd,2032,2412.19388917
p22,wint,hdd,2034,2400.3238633
p22,wint,hdd,2036,2410.54783881
p22,wint,hdd,2038,2410.08195984
p22,wint,hdd,2040,2374.37645461
p22,wint,hdd,2042,2376.29269538
p22,wint,hdd,2044,2353.37167125
p22,wint,hdd,2046,2309.06644157
p22,wint,hdd,2048,2281.93688797
p22,wint,hdd,2050,2292.59341253
p23,spri,cdd,2010,3.92040192922
p23,spri,cdd,2012,4.554303157900001
p23,spri,cdd,2014,4.91436961396
p23,spri,cdd,2016,4.869887229700001
p23,spri,cdd,2018,7.158247682989999
p23,spri,cdd,2020,8.19141932328
p23,spri,cdd,2022,7.9776038499
p23,spri,cdd,2024,8.740835529389999
p23,spri,cdd,2026,7.2381308659000005
p23,spri,cdd,2028,6.63896616362
p23,spri,cdd,2030,7.1015248599800005
p23,spri,cdd,2032,6.80928139801
p23,spri,cdd,2034,6.930995242839999
p23,spri,cdd,2036,7.527935338060001
p23,spri,cdd,2038,6.78557521238
p23,spri,cdd,2040,6.229404122409999
p23,spri,cdd,2042,7.24005448499
p23,spri,cdd,2044,8.24532203884
p23,spri,cdd,2046,8.3999180685
p23,spri,cdd,2048,9.91215071641
p23,spri,cdd,2050,10.1651999041
p23,spri,hdd,2010,1039.67561281
p23,spri,hdd,2012,1026.59534392
p23,spri,hdd,2014,1039.35149987
p23,spri,hdd,2016,1026.22597859
p23,spri,hdd,2018,1007.73374363
p23,spri,hdd,2020,994.811567921
p23,spri,hdd,2022,978.796809518
p23,spri,hdd,2024,953.656272233
p23,spri,hdd,2026,952.65497075
p23,spri,hdd,2028,933.413573735
p23,spri,hdd,2030,927.789390623
p23,spri,hdd,2032,912.684355563
p23,spri,hdd,2034,896.45798943
p23,spri,hdd,2036,891.318251321
p23,spri,hdd,2038,876.1587772060001
p23,spri,hdd,2040,885.842204046
p23,spri,hdd,2042,845.7646721839999
p23,spri,hdd,2044,847.282710578
p23,spri,hdd,2046,837.251283404
p23,spri,hdd,2048,808.4114390939999
p23,spri,hdd,2050,802.34686507
p23,summ,cdd,2010,261.92948459
p23,summ,cdd,2012,287.547344773
p23,summ,cdd,2014,274.781984047
p23,summ,cdd,2016,301.548276879
p23,summ,cdd,2018,308.609618898
p23,summ,cdd,2020,333.786570202
p23,summ,cdd,2022,328.690500203
p23,summ,cdd,2024,356.874059791
p23,summ,cdd,2026,365.39576017400003
p23,summ,cdd,2028,374.593709078
p23,summ,cdd,2030,374.261464151
p23,summ,cdd,2032,389.61157458699995
p23,summ,cdd,2034,393.075481615
p23,summ,cdd,2036,387.149869405
p23,summ,cdd,2038,401.027947461
p23,summ,cdd,2040,406.25184245699995
p23,summ,cdd,2042,448.45878879
p23,summ,cdd,2044,464.41981312400003
p23,summ,cdd,2046,467.02371621
p23,summ,cdd,2048,476.54690247300005
p23,summ,cdd,2050,500.764147718
p23,summ,hdd,2010,85.4357056008
p23,summ,hdd,2012,75.62905526899999
p23,summ,hdd,2014,75.71036498689999
p23,summ,hdd,2016,75.0833555443
p23,summ,hdd,2018,67.6090958829
p23,summ,hdd,2020,62.2585969278
p23,summ,hdd,2022,66.7361155588
p23,summ,hdd,2024,65.1630599729
p23,summ,hdd,2026,62.83136791
p23,summ,hdd,2028,56.63607475479999
p23,summ,hdd,2030,56.084708733599996
p23,summ,hdd,2032,57.792960118500005
p23,summ,hdd,2034,60.15854765939999
p23,summ,hdd,2036,59.9655388755
p23,summ,hdd,2038,58.927696787200006
p23,summ,hdd,2040,58.31314795
p23,summ,hdd,2042,48.5346676022
p23,summ,hdd,2044,47.403739765299996
p23,summ,hdd,2046,47.004215736499994
p23,summ,hdd,2048,48.4130407349
p23,summ,hdd,2050,44.7253652624
p23,fall,cdd,2010,25.4117313748
p23,fall,cdd,2012,30.589024009
p23,fall,cdd,2014,29.897563985500003
p23,fall,cdd,2016,31.018442408800002
p23,fall,cdd,2018,29.925293333600003
p23,fall,cdd,2020,33.4254993243
p23,fall,cdd,2022,33.2368989449
p23,fall,cdd,2024,38.238052443
p23,fall,cdd,2026,41.4982829642
p23,fall,cdd,2028,41.983756756
p23,fall,cdd,2030,43.4192052208
p23,fall,cdd,2032,47.5794736638
p23,fall,cdd,2034,49.6738559158
p23,fall,cdd,2036,52.9569498113
p23,fall,cdd,2038,54.303483274399994
p23,fall,cdd,2040,54.9059412872
p23,fall,cdd,2042,59.72740056
p23,fall,cdd,2044,60.2680161824
p23,fall,cdd,2046,56.41596369810001
p23,fall,cdd,2048,60.1903241482
p23,fall,cdd,2050,70.2665747765
p23,fall,hdd,2010,392.201227268
p23,fall,hdd,2012,370.052938742
p23,fall,hdd,2014,362.335946736
p23,fall,hdd,2016,359.872583465
p23,fall,hdd,2018,349.957954885
p23,fall,hdd,2020,342.267504794
p23,fall,hdd,2022,346.19444307599997
p23,fall,hdd,2024,334.297237891
p23,fall,hdd,2026,321.745796988
p23,fall,hdd,2028,319.610166519
p23,fall,hdd,2030,321.380719092
p23,fall,hdd,2032,327.54210849599997
p23,fall,hdd,2034,336.411396249
p23,fall,hdd,2036,320.17333892799996
p23,fall,hdd,2038,319.956534734
p23,fall,hdd,2040,321.335528769
p23,fall,hdd,2042,297.642728394
p23,fall,hdd,2044,294.095536329
p23,fall,hdd,2046,292.940298537
p23,fall,hdd,2048,279.26586201099997
p23,fall,hdd,2050,264.77567244
p23,wint,cdd,2010,0.0
p23,wint,cdd,2012,0.0
p23,wint,cdd,2014,0.0
p23,wint,cdd,2016,0.0
p23,wint,cdd,2018,0.0
p23,wint,cdd,2020,0.0
p23,wint,cdd,2022,0.0
p23,wint,cdd,2024,0.0
p23,wint,cdd,2026,0.0
p23,wint,cdd,2028,0.0
p23,wint,cdd,2030,0.0
p23,wint,cdd,2032,0.0
p23,wint,cdd,2034,0.0
p23,wint,cdd,2036,0.0
p23,wint,cdd,2038,0.0
p23,wint,cdd,2040,0.0
p23,wint,cdd,2042,0.0
p23,wint,cdd,2044,0.0
p23,wint,cdd,2046,0.0
p23,wint,cdd,2048,0.0
p23,wint,cdd,2050,0.0
p23,wint,hdd,2010,2517.81734029
p23,wint,hdd,2012,2520.38607568
p23,wint,hdd,2014,2504.77604927
p23,wint,hdd,2016,2462.73163611
p23,wint,hdd,2018,2420.43321391
p23,wint,hdd,2020,2419.61528009
p23,wint,hdd,2022,2407.72483338
p23,wint,hdd,2024,2398.89191542
p23,wint,hdd,2026,2394.36248189
p23,wint,hdd,2028,2378.0986500999998
p23,wint,hdd,2030,2324.31260182
p23,wint,hdd,2032,2283.86838181
p23,wint,hdd,2034,2277.93575983
p23,wint,hdd,2036,2294.63303967
p23,wint,hdd,2038,2290.56767763
p23,wint,hdd,2040,2259.19669401
p23,wint,hdd,2042,2260.53252669
p23,wint,hdd,2044,2234.19176833
p23,wint,hdd,2046,2174.84709337
p23,wint,hdd,2048,2136.85067176
p23,wint,hdd,2050,2148.37045192
p24,spri,cdd,2010,0.103134816675
p24,spri,cdd,2012,0.103134816675
p24,spri,cdd,2014,0.323791236919
p24,spri,cdd,2016,0.35186714181100004
p24,spri,cdd,2018,0.842225722606
p24,spri,cdd,2020,1.1695619534700001
p24,spri,cdd,2022,1.1434706729100002
p24,spri,cdd,2024,1.31492959901
p24,spri,cdd,2026,1.44196414534
p24,spri,cdd,2028,1.44196414534
p24,spri,cdd,2030,1.4482597650799998
p24,spri,cdd,2032,1.4612156503
p24,spri,cdd,2034,1.81148290088
p24,spri,cdd,2036,1.8482873695700002
p24,spri,cdd,2038,2.22694795242
p24,spri,cdd,2040,2.01025891362
p24,spri,cdd,2042,2.82806531134
p24,spri,cdd,2044,3.7527372328300004
p24,spri,cdd,2046,3.58665917165
p24,spri,cdd,2048,3.82472297071
p24,spri,cdd,2050,4.3276266202
p24,spri,hdd,2010,1150.74109569
p24,spri,hdd,2012,1142.14008993
p24,spri,hdd,2014,1145.83700391
p24,spri,hdd,2016,1125.7546024
p24,spri,hdd,2018,1116.17051342
p24,spri,hdd,2020,1098.94019265
p24,spri,hdd,2022,1082.09960378
p24,spri,hdd,2024,1069.13416813
p24,spri,hdd,2026,1066.16680674
p24,spri,hdd,2028,1051.46460195
p24,spri,hdd,2030,1051.35196689
p24,spri,hdd,2032,1034.74299057
p24,spri,hdd,2034,1020.11151987
p24,spri,hdd,2036,1024.91940892
p24,spri,hdd,2038,1004.61240602
p24,spri,hdd,2040,1017.29326681
p24,spri,hdd,2042,979.2655987339999
p24,spri,hdd,2044,978.838985413
p24,spri,hdd,2046,974.303762688
p24,spri,hdd,2048,949.7649225660001
p24,spri,hdd,2050,935.6994577280001
p24,summ,cdd,2010,152.246543134
p24,summ,cdd,2012,166.801680365
p24,summ,cdd,2014,159.50746358700002
p24,summ,cdd,2016,179.307266406
p24,summ,cdd,2018,179.42726572200002
p24,summ,cdd,2020,193.570083369
p24,summ,cdd,2022,195.641239127
p24,summ,cdd,2024,217.962660188
p24,summ,cdd,2026,225.708080648
p24,summ,cdd,2028,236.412431937
p24,summ,cdd,2030,237.63003007700001
p24,summ,cdd,2032,246.554163374
p24,summ,cdd,2034,253.170293993
p24,summ,cdd,2036,248.87473510799998
p24,summ,cdd,2038,262.906596828
p24,summ,cdd,2040,273.948878108
p24,summ,cdd,2042,299.786525331
p24,summ,cdd,2044,312.779852598
p24,summ,cdd,2046,319.64664854
p24,summ,cdd,2048,324.22917944799997
p24,summ,cdd,2050,344.918541956
p24,summ,hdd,2010,126.611967387
p24,summ,hdd,2012,115.126134244
p24,summ,hdd,2014,113.533233515
p24,summ,hdd,2016,108.672255004
p24,summ,hdd,2018,103.205338493
p24,summ,hdd,2020,99.6927527931
p24,summ,hdd,2022,98.2861853583
p24,summ,hdd,2024,94.8482519569
p24,summ,hdd,2026,93.1582877682
p24,summ,hdd,2028,84.10718796350001
p24,summ,hdd,2030,82.2191402311
p24,summ,hdd,2032,83.5386163053
p24,summ,hdd,2034,84.83836429189999
p24,summ,hdd,2036,87.43178296309999
p24,summ,hdd,2038,82.9298266082
p24,summ,hdd,2040,82.6227850669
p24,summ,hdd,2042,72.8314496097
p24,summ,hdd,2044,68.816587196
p24,summ,hdd,2046,66.3519147506
p24,summ,hdd,2048,69.38230905520001
