"i","r","timeslice","value"
"dr1_1","p10","h9",0.0526080725532183
"dr1_1","p11","h9",0.0526080725532183
"dr1_1","p9","h9",0.0526080725532183
"dr1_2","p10","h9",0.133396928950365
"dr1_2","p11","h9",0.133396928950365
"dr1_2","p9","h9",0.133396928950365
"dr1_3","p10","h9",1.00264986149465
"dr1_3","p11","h9",1.00264986149465
"dr1_3","p9","h9",1.00264986149465
"dr1_4","p10","h9",0.273584073358012
"dr1_4","p11","h9",0.273584073358012
"dr1_4","p9","h9",0.273584073358012
"dr1_5","p10","h9",0.0297428635371615
"dr1_5","p11","h9",0.0297428635371615
"dr1_5","p9","h9",0.0297428635371615
"dr1_6","p10","h9",1.01341581713098
"dr1_6","p11","h9",1.01341581713098
"dr1_6","p9","h9",1.01341581713098
"dr1_7","p10","h9",0.101787299655843
"dr1_7","p11","h9",0.101787299655843
"dr1_7","p9","h9",0.101787299655843
"dr1_8","p10","h9",0.25374408057502
"dr1_8","p11","h9",0.25374408057502
"dr1_8","p9","h9",0.25374408057502
"dr1_1","p60","h9",0.0226293852632796
"dr1_1","p61","h9",0.0226293852632796
"dr1_1","p62","h9",0.0226293852632796
"dr1_1","p63","h9",0.0226293852632796
"dr1_1","p64","h9",0.0226293852632796
"dr1_1","p65","h9",0.0226293852632796
"dr1_1","p67","h9",0.0226293852632796
"dr1_2","p60","h9",0.174825388623762
"dr1_2","p61","h9",0.174825388623762
"dr1_2","p62","h9",0.174825388623762
"dr1_2","p63","h9",0.174825388623762
"dr1_2","p64","h9",0.174825388623762
"dr1_2","p65","h9",0.174825388623762
"dr1_2","p67","h9",0.174825388623762
"dr1_3","p60","h9",0.526647481820623
"dr1_3","p61","h9",0.526647481820623
"dr1_3","p62","h9",0.526647481820623
"dr1_3","p63","h9",0.526647481820623
"dr1_3","p64","h9",0.526647481820623
"dr1_3","p65","h9",0.526647481820623
"dr1_3","p67","h9",0.526647481820623
"dr1_4","p60","h9",0.254891257185902
"dr1_4","p61","h9",0.254891257185902
"dr1_4","p62","h9",0.254891257185902
"dr1_4","p63","h9",0.254891257185902
"dr1_4","p64","h9",0.254891257185902
"dr1_4","p65","h9",0.254891257185902
"dr1_4","p67","h9",0.254891257185902
"dr1_9","p60","h9",0.184092042698811
"dr1_9","p61","h9",0.184092042698811
"dr1_9","p62","h9",0.184092042698811
"dr1_9","p63","h9",0.184092042698811
"dr1_9","p64","h9",0.184092042698811
"dr1_9","p65","h9",0.184092042698811
"dr1_9","p67","h9",0.184092042698811
"dr1_5","p60","h9",0.0260129970591288
"dr1_5","p61","h9",0.0260129970591288
"dr1_5","p62","h9",0.0260129970591288
"dr1_5","p63","h9",0.0260129970591288
"dr1_5","p64","h9",0.0260129970591288
"dr1_5","p65","h9",0.0260129970591288
"dr1_5","p67","h9",0.0260129970591288
"dr1_10","p60","h9",0.0402702560689815
"dr1_10","p61","h9",0.0402702560689815
"dr1_10","p62","h9",0.0402702560689815
"dr1_10","p63","h9",0.0402702560689815
"dr1_10","p64","h9",0.0402702560689815
"dr1_10","p65","h9",0.0402702560689815
"dr1_10","p67","h9",0.0402702560689815
"dr1_6","p60","h9",1.64567276043272
"dr1_6","p61","h9",1.64567276043272
"dr1_6","p62","h9",1.64567276043272
"dr1_6","p63","h9",1.64567276043272
"dr1_6","p64","h9",1.64567276043272
"dr1_6","p65","h9",1.64567276043272
"dr1_6","p67","h9",1.64567276043272
"dr1_7","p60","h9",0.0734001868059306
"dr1_7","p61","h9",0.0734001868059306
"dr1_7","p62","h9",0.0734001868059306
"dr1_7","p63","h9",0.0734001868059306
"dr1_7","p64","h9",0.0734001868059306
"dr1_7","p65","h9",0.0734001868059306
"dr1_7","p67","h9",0.0734001868059306
"dr1_8","p60","h9",0.345730063923119
"dr1_8","p61","h9",0.345730063923119
"dr1_8","p62","h9",0.345730063923119
"dr1_8","p63","h9",0.345730063923119
"dr1_8","p64","h9",0.345730063923119
"dr1_8","p65","h9",0.345730063923119
"dr1_8","p67","h9",0.345730063923119
"dr1_1","p129","h9",0.0310526165915124
"dr1_1","p130","h9",0.0310526165915124
"dr1_1","p131","h9",0.0310526165915124
"dr1_1","p132","h9",0.0310526165915124
"dr1_1","p133","h9",0.0310526165915124
"dr1_1","p134","h9",0.0310526165915124
"dr1_2","p129","h9",0.142629621552067
"dr1_2","p130","h9",0.142629621552067
"dr1_2","p131","h9",0.142629621552067
"dr1_2","p132","h9",0.142629621552067
"dr1_2","p133","h9",0.142629621552067
"dr1_2","p134","h9",0.142629621552067
"dr1_3","p129","h9",0.580865335862402
"dr1_3","p130","h9",0.580865335862402
"dr1_3","p131","h9",0.580865335862402
"dr1_3","p132","h9",0.580865335862402
"dr1_3","p133","h9",0.580865335862402
"dr1_3","p134","h9",0.580865335862402
"dr1_4","p129","h9",0.250899654494853
"dr1_4","p130","h9",0.250899654494853
"dr1_4","p131","h9",0.250899654494853
"dr1_4","p132","h9",0.250899654494853
"dr1_4","p133","h9",0.250899654494853
"dr1_4","p134","h9",0.250899654494853
"dr1_6","p129","h9",1.08638714267556
"dr1_6","p130","h9",1.08638714267556
"dr1_6","p131","h9",1.08638714267556
"dr1_6","p132","h9",1.08638714267556
"dr1_6","p133","h9",1.08638714267556
"dr1_6","p134","h9",1.08638714267556
"dr1_8","p129","h9",0.264780441388582
"dr1_8","p130","h9",0.264780441388582
"dr1_8","p131","h9",0.264780441388582
"dr1_8","p132","h9",0.264780441388582
"dr1_8","p133","h9",0.264780441388582
"dr1_8","p134","h9",0.264780441388582
"dr1_5","p129","h9",0.0242743991686773
"dr1_5","p130","h9",0.0242743991686773
"dr1_5","p131","h9",0.0242743991686773
"dr1_5","p132","h9",0.0242743991686773
"dr1_5","p133","h9",0.0242743991686773
"dr1_5","p134","h9",0.0242743991686773
"dr1_1","p10","h10",0.289567302555159
"dr1_1","p11","h10",0.289567302555159
"dr1_1","p9","h10",0.289567302555159
"dr1_2","p10","h10",0.774343603968866
"dr1_2","p11","h10",0.774343603968866
"dr1_2","p9","h10",0.774343603968866
"dr1_3","p10","h10",1.25498344692308
"dr1_3","p11","h10",1.25498344692308
"dr1_3","p9","h10",1.25498344692308
"dr1_4","p10","h10",0.881435956171562
"dr1_4","p11","h10",0.881435956171562
"dr1_4","p9","h10",0.881435956171562
"dr1_5","p10","h10",0.0709619803907137
"dr1_5","p11","h10",0.0709619803907137
"dr1_5","p9","h10",0.0709619803907137
"dr1_6","p10","h10",1.03854882933936
"dr1_6","p11","h10",1.03854882933936
"dr1_6","p9","h10",1.03854882933936
"dr1_7","p10","h10",0.0773605808555651
"dr1_7","p11","h10",0.0773605808555651
"dr1_7","p9","h10",0.0773605808555651
"dr1_8","p10","h10",0.678817494032774
"dr1_8","p11","h10",0.678817494032774
"dr1_8","p9","h10",0.678817494032774
"dr1_1","p60","h10",0.105495180298188
"dr1_1","p61","h10",0.105495180298188
"dr1_1","p62","h10",0.105495180298188
"dr1_1","p63","h10",0.105495180298188
"dr1_1","p64","h10",0.105495180298188
"dr1_1","p65","h10",0.105495180298188
"dr1_1","p67","h10",0.105495180298188
"dr1_2","p60","h10",0.91967643675242
"dr1_2","p61","h10",0.91967643675242
"dr1_2","p62","h10",0.91967643675242
"dr1_2","p63","h10",0.91967643675242
"dr1_2","p64","h10",0.91967643675242
"dr1_2","p65","h10",0.91967643675242
"dr1_2","p67","h10",0.91967643675242
"dr1_3","p60","h10",0.818195639761515
"dr1_3","p61","h10",0.818195639761515
"dr1_3","p62","h10",0.818195639761515
"dr1_3","p63","h10",0.818195639761515
"dr1_3","p64","h10",0.818195639761515
"dr1_3","p65","h10",0.818195639761515
"dr1_3","p67","h10",0.818195639761515
"dr1_4","p60","h10",0.817179724353938
"dr1_4","p61","h10",0.817179724353938
"dr1_4","p62","h10",0.817179724353938
"dr1_4","p63","h10",0.817179724353938
"dr1_4","p64","h10",0.817179724353938
"dr1_4","p65","h10",0.817179724353938
"dr1_4","p67","h10",0.817179724353938
"dr1_9","p60","h10",0.604540635622366
"dr1_9","p61","h10",0.604540635622366
"dr1_9","p62","h10",0.604540635622366
"dr1_9","p63","h10",0.604540635622366
"dr1_9","p64","h10",0.604540635622366
"dr1_9","p65","h10",0.604540635622366
"dr1_9","p67","h10",0.604540635622366
"dr1_5","p60","h10",0.0389798683151234
"dr1_5","p61","h10",0.0389798683151234
"dr1_5","p62","h10",0.0389798683151234
"dr1_5","p63","h10",0.0389798683151234
"dr1_5","p64","h10",0.0389798683151234
"dr1_5","p65","h10",0.0389798683151234
"dr1_5","p67","h10",0.0389798683151234
"dr1_10","p60","h10",0.132950006692538
"dr1_10","p61","h10",0.132950006692538
"dr1_10","p62","h10",0.132950006692538
"dr1_10","p63","h10",0.132950006692538
"dr1_10","p64","h10",0.132950006692538
"dr1_10","p65","h10",0.132950006692538
"dr1_10","p67","h10",0.132950006692538
"dr1_6","p60","h10",1.71153112954329
"dr1_6","p61","h10",1.71153112954329
"dr1_6","p62","h10",1.71153112954329
"dr1_6","p63","h10",1.71153112954329
"dr1_6","p64","h10",1.71153112954329
"dr1_6","p65","h10",1.71153112954329
"dr1_6","p67","h10",1.71153112954329
"dr1_7","p60","h10",0.137074102612859
"dr1_7","p61","h10",0.137074102612859
"dr1_7","p62","h10",0.137074102612859
"dr1_7","p63","h10",0.137074102612859
"dr1_7","p64","h10",0.137074102612859
"dr1_7","p65","h10",0.137074102612859
