"dr_type","yr_hrs","day_hrs"
"dr2_1",0,0
"dr2_2",0,0
"dr2_3",0,0
"dr2_4",0,0
"dr2_5",0,0
"dr2_6",0,0
"dr2_7",0,0
"dr2_8",0,0
"dr2_9",0,0
"dr2_10",0,0
"dr2_11",0,0
