r,tech,bin,year,var,value
p10,dr2_1,bin1,2010,Cost,0
p10,dr2_1,bin1,2020,Cost,50000
p10,dr2_1,bin1,2025,Cost,50000
p10,dr2_1,bin1,2030,Cost,50000
p10,dr2_1,bin1,2035,Cost,50000
p10,dr2_1,bin1,2040,Cost,50000
p10,dr2_1,bin2,2010,Cost,0
p10,dr2_1,bin2,2020,Cost,1.00E+05
p10,dr2_1,bin2,2025,Cost,1.00E+05
p10,dr2_1,bin2,2030,Cost,1.00E+05
p10,dr2_1,bin2,2035,Cost,1.00E+05
p10,dr2_1,bin2,2040,Cost,1.00E+05
p10,dr2_1,bin3,2010,Cost,0
p10,dr2_1,bin3,2020,Cost,150000
p10,dr2_1,bin3,2025,Cost,150000
p10,dr2_1,bin3,2030,Cost,150000
p10,dr2_1,bin3,2035,Cost,150000
p10,dr2_1,bin3,2040,Cost,150000
p10,dr2_1,bin4,2010,Cost,0
p10,dr2_1,bin4,2020,Cost,2.00E+05
p10,dr2_1,bin4,2025,Cost,2.00E+05
p10,dr2_1,bin4,2030,Cost,2.00E+05
p10,dr2_1,bin4,2035,Cost,2.00E+05
p10,dr2_1,bin4,2040,Cost,2.00E+05
p10,dr2_1,bin5,2010,Cost,0
p10,dr2_1,bin5,2020,Cost,3.00E+05
p10,dr2_1,bin5,2025,Cost,3.00E+05
p10,dr2_1,bin5,2030,Cost,3.00E+05
p10,dr2_1,bin5,2035,Cost,3.00E+05
p10,dr2_1,bin5,2040,Cost,3.00E+05
p10,dr2_1,bin1,2010,Cap,0
p10,dr2_1,bin1,2020,Cap,22.22427523
p10,dr2_1,bin1,2025,Cap,29.85204962
p10,dr2_1,bin1,2030,Cap,33.61132442
p10,dr2_1,bin1,2035,Cap,39.51431591
p10,dr2_1,bin1,2040,Cap,55.40167568
p10,dr2_1,bin2,2010,Cap,0
p10,dr2_1,bin2,2020,Cap,84.055037
p10,dr2_1,bin2,2025,Cap,97.14775634
p10,dr2_1,bin2,2030,Cap,112.2987309
p10,dr2_1,bin2,2035,Cap,120.4485082
p10,dr2_1,bin2,2040,Cap,133.0718179
p10,dr2_1,bin3,2010,Cap,0
p10,dr2_1,bin3,2020,Cap,120.0478414
p10,dr2_1,bin3,2025,Cap,159.2688206
p10,dr2_1,bin3,2030,Cap,144.8110658
p10,dr2_1,bin3,2035,Cap,157.2353462
p10,dr2_1,bin3,2040,Cap,178.8405072
p10,dr2_1,bin4,2010,Cap,0
p10,dr2_1,bin4,2020,Cap,139.9354626
p10,dr2_1,bin4,2025,Cap,153.8518599
p10,dr2_1,bin4,2030,Cap,138.5760958
p10,dr2_1,bin4,2035,Cap,146.4058464
p10,dr2_1,bin4,2040,Cap,158.1521262
p10,dr2_1,bin5,2010,Cap,0
p10,dr2_1,bin5,2020,Cap,218.1584476
p10,dr2_1,bin5,2025,Cap,197.951688
p10,dr2_1,bin5,2030,Cap,179.3905941
p10,dr2_1,bin5,2035,Cap,186.0557385
p10,dr2_1,bin5,2040,Cap,195.6018539
p10,dr2_10,bin1,2020,Cost,0
p10,dr2_10,bin1,2040,Cost,50000
p10,dr2_10,bin2,2020,Cost,0
p10,dr2_10,bin2,2040,Cost,1.00E+05
p10,dr2_10,bin3,2020,Cost,0
p10,dr2_10,bin3,2040,Cost,150000
p10,dr2_10,bin4,2020,Cost,0
p10,dr2_10,bin4,2040,Cost,2.00E+05
p10,dr2_10,bin5,2020,Cost,0
p10,dr2_10,bin5,2040,Cost,3.00E+05
p10,dr2_10,bin1,2020,Cap,0
p10,dr2_10,bin1,2040,Cap,0
p10,dr2_10,bin2,2020,Cap,0
p10,dr2_10,bin2,2040,Cap,0
p10,dr2_10,bin3,2020,Cap,0
p10,dr2_10,bin3,2040,Cap,0
p10,dr2_10,bin4,2020,Cap,0
p10,dr2_10,bin4,2040,Cap,0
p10,dr2_10,bin5,2020,Cap,0
p10,dr2_10,bin5,2040,Cap,0
p10,dr2_2,bin1,2010,Cost,0
p10,dr2_2,bin1,2020,Cost,50000
p10,dr2_2,bin1,2025,Cost,50000
p10,dr2_2,bin1,2030,Cost,50000
p10,dr2_2,bin1,2035,Cost,50000
p10,dr2_2,bin1,2040,Cost,50000
p10,dr2_2,bin2,2010,Cost,0
p10,dr2_2,bin2,2020,Cost,1.00E+05
p10,dr2_2,bin2,2025,Cost,1.00E+05
p10,dr2_2,bin2,2030,Cost,1.00E+05
p10,dr2_2,bin2,2035,Cost,1.00E+05
p10,dr2_2,bin2,2040,Cost,1.00E+05
p10,dr2_2,bin3,2010,Cost,0
p10,dr2_2,bin3,2020,Cost,150000
p10,dr2_2,bin3,2025,Cost,150000
p10,dr2_2,bin3,2030,Cost,150000
p10,dr2_2,bin3,2035,Cost,150000
p10,dr2_2,bin3,2040,Cost,150000
p10,dr2_2,bin4,2010,Cost,0
p10,dr2_2,bin4,2020,Cost,2.00E+05
p10,dr2_2,bin4,2025,Cost,2.00E+05
p10,dr2_2,bin4,2030,Cost,2.00E+05
p10,dr2_2,bin4,2035,Cost,2.00E+05
p10,dr2_2,bin4,2040,Cost,2.00E+05
p10,dr2_2,bin5,2010,Cost,0
p10,dr2_2,bin5,2020,Cost,3.00E+05
p10,dr2_2,bin5,2025,Cost,3.00E+05
p10,dr2_2,bin5,2030,Cost,3.00E+05
p10,dr2_2,bin5,2035,Cost,3.00E+05
p10,dr2_2,bin5,2040,Cost,3.00E+05
p10,dr2_2,bin1,2010,Cap,0
p10,dr2_2,bin1,2020,Cap,0
p10,dr2_2,bin1,2025,Cap,0
p10,dr2_2,bin1,2030,Cap,0
p10,dr2_2,bin1,2035,Cap,0
p10,dr2_2,bin1,2040,Cap,0
p10,dr2_2,bin2,2010,Cap,0
p10,dr2_2,bin2,2020,Cap,0.015241075
p10,dr2_2,bin2,2025,Cap,0.020380766
p10,dr2_2,bin2,2030,Cap,0.111411932
p10,dr2_2,bin2,2035,Cap,0.135360186
p10,dr2_2,bin2,2040,Cap,0.16012559
p10,dr2_2,bin3,2010,Cap,0
p10,dr2_2,bin3,2020,Cap,0.088058884
p10,dr2_2,bin3,2025,Cap,0.100345961
p10,dr2_2,bin3,2030,Cap,0.049279574
p10,dr2_2,bin3,2035,Cap,0.043374892
p10,dr2_2,bin3,2040,Cap,0.102243414
p10,dr2_2,bin4,2010,Cap,0
p10,dr2_2,bin4,2020,Cap,0.032045787
p10,dr2_2,bin4,2025,Cap,0.042995431
p10,dr2_2,bin4,2030,Cap,0.052757197
p10,dr2_2,bin4,2035,Cap,0.071933063
p10,dr2_2,bin4,2040,Cap,0.315157405
