r,tech,bin,year,var,value
p10,dr1_2,bin4,2030,Cap,46.79330752
p10,dr1_2,bin4,2035,Cap,54.54890195
p10,dr1_2,bin4,2040,Cap,79.65606282
p10,dr1_2,bin5,2010,Cap,0
p10,dr1_2,bin5,2020,Cap,65.04831301
p10,dr1_2,bin5,2025,Cap,65.80451957
p10,dr1_2,bin5,2030,Cap,62.19983338
p10,dr1_2,bin5,2035,Cap,61.72335965
p10,dr1_2,bin5,2040,Cap,45.03925497
p10,dr1_3,bin1,2010,Cost,0
p10,dr1_3,bin1,2020,Cost,50000
p10,dr1_3,bin1,2025,Cost,50000
p10,dr1_3,bin1,2030,Cost,50000
p10,dr1_3,bin1,2035,Cost,50000
p10,dr1_3,bin1,2040,Cost,50000
p10,dr1_3,bin2,2010,Cost,0
p10,dr1_3,bin2,2020,Cost,1.00E+05
p10,dr1_3,bin2,2025,Cost,1.00E+05
p10,dr1_3,bin2,2030,Cost,1.00E+05
p10,dr1_3,bin2,2035,Cost,1.00E+05
p10,dr1_3,bin2,2040,Cost,1.00E+05
p10,dr1_3,bin3,2010,Cost,0
p10,dr1_3,bin3,2020,Cost,150000
p10,dr1_3,bin3,2025,Cost,150000
p10,dr1_3,bin3,2030,Cost,150000
p10,dr1_3,bin3,2035,Cost,150000
p10,dr1_3,bin3,2040,Cost,150000
p10,dr1_3,bin4,2010,Cost,0
p10,dr1_3,bin4,2020,Cost,2.00E+05
p10,dr1_3,bin4,2025,Cost,2.00E+05
p10,dr1_3,bin4,2030,Cost,2.00E+05
p10,dr1_3,bin4,2035,Cost,2.00E+05
p10,dr1_3,bin4,2040,Cost,2.00E+05
p10,dr1_3,bin5,2010,Cost,0
p10,dr1_3,bin5,2020,Cost,3.00E+05
p10,dr1_3,bin5,2025,Cost,3.00E+05
p10,dr1_3,bin5,2030,Cost,3.00E+05
p10,dr1_3,bin5,2035,Cost,3.00E+05
p10,dr1_3,bin5,2040,Cost,3.00E+05
p10,dr1_3,bin1,2010,Cap,0
p10,dr1_3,bin1,2020,Cap,0
p10,dr1_3,bin1,2025,Cap,0
p10,dr1_3,bin1,2030,Cap,0
p10,dr1_3,bin1,2035,Cap,0
p10,dr1_3,bin1,2040,Cap,0
p10,dr1_3,bin2,2010,Cap,0
p10,dr1_3,bin2,2020,Cap,0
p10,dr1_3,bin2,2025,Cap,0
p10,dr1_3,bin2,2030,Cap,0
p10,dr1_3,bin2,2035,Cap,0
p10,dr1_3,bin2,2040,Cap,0
p10,dr1_3,bin3,2010,Cap,0
p10,dr1_3,bin3,2020,Cap,0
p10,dr1_3,bin3,2025,Cap,0
p10,dr1_3,bin3,2030,Cap,0.000890326
p10,dr1_3,bin3,2035,Cap,0.001501009
p10,dr1_3,bin3,2040,Cap,0.00170164
p10,dr1_3,bin4,2010,Cap,0
p10,dr1_3,bin4,2020,Cap,0.001106774
p10,dr1_3,bin4,2025,Cap,0.002345589
p10,dr1_3,bin4,2030,Cap,0.036523845
p10,dr1_3,bin4,2035,Cap,0.059094696
p10,dr1_3,bin4,2040,Cap,0.070425169
p10,dr1_3,bin5,2010,Cap,0
p10,dr1_3,bin5,2020,Cap,0.092509879
p10,dr1_3,bin5,2025,Cap,0.371883094
p10,dr1_3,bin5,2030,Cap,1.117459787
p10,dr1_3,bin5,2035,Cap,1.82670959
p10,dr1_3,bin5,2040,Cap,2.675207722
p10,dr1_4,bin1,2010,Cost,0
p10,dr1_4,bin1,2020,Cost,50000
p10,dr1_4,bin1,2025,Cost,50000
p10,dr1_4,bin1,2030,Cost,50000
p10,dr1_4,bin1,2035,Cost,50000
p10,dr1_4,bin1,2040,Cost,50000
p10,dr1_4,bin2,2010,Cost,0
p10,dr1_4,bin2,2020,Cost,1.00E+05
p10,dr1_4,bin2,2025,Cost,1.00E+05
p10,dr1_4,bin2,2030,Cost,1.00E+05
p10,dr1_4,bin2,2035,Cost,1.00E+05
p10,dr1_4,bin2,2040,Cost,1.00E+05
p10,dr1_4,bin3,2010,Cost,0
p10,dr1_4,bin3,2020,Cost,150000
p10,dr1_4,bin3,2025,Cost,150000
p10,dr1_4,bin3,2030,Cost,150000
p10,dr1_4,bin3,2035,Cost,150000
p10,dr1_4,bin3,2040,Cost,150000
p10,dr1_4,bin4,2010,Cost,0
p10,dr1_4,bin4,2020,Cost,2.00E+05
p10,dr1_4,bin4,2025,Cost,2.00E+05
p10,dr1_4,bin4,2030,Cost,2.00E+05
p10,dr1_4,bin4,2035,Cost,2.00E+05
p10,dr1_4,bin4,2040,Cost,2.00E+05
p10,dr1_4,bin5,2010,Cost,0
p10,dr1_4,bin5,2020,Cost,3.00E+05
p10,dr1_4,bin5,2025,Cost,3.00E+05
p10,dr1_4,bin5,2030,Cost,3.00E+05
p10,dr1_4,bin5,2035,Cost,3.00E+05
p10,dr1_4,bin5,2040,Cost,3.00E+05
p10,dr1_4,bin1,2010,Cap,0
p10,dr1_4,bin1,2020,Cap,2.995594382
p10,dr1_4,bin1,2025,Cap,6.219874578
p10,dr1_4,bin1,2030,Cap,7.63325951
p10,dr1_4,bin1,2035,Cap,9.107227321
p10,dr1_4,bin1,2040,Cap,11.69011658
p10,dr1_4,bin2,2010,Cap,0
p10,dr1_4,bin2,2020,Cap,9.129424936
p10,dr1_4,bin2,2025,Cap,8.609405214
p10,dr1_4,bin2,2030,Cap,11.77670891
p10,dr1_4,bin2,2035,Cap,12.3069827
p10,dr1_4,bin2,2040,Cap,12.78537209
p10,dr1_4,bin3,2010,Cap,0
p10,dr1_4,bin3,2020,Cap,7.769640827
p10,dr1_4,bin3,2025,Cap,6.988621635
p10,dr1_4,bin3,2030,Cap,3.282298866
p10,dr1_4,bin3,2035,Cap,3.287808926
p10,dr1_4,bin3,2040,Cap,2.746434784
p10,dr1_4,bin4,2010,Cap,0
p10,dr1_4,bin4,2020,Cap,0.437850513
p10,dr1_4,bin4,2025,Cap,0.203117185
p10,dr1_4,bin4,2030,Cap,0.213015736
p10,dr1_4,bin4,2035,Cap,0.195197992
p10,dr1_4,bin4,2040,Cap,2.942969945
p10,dr1_4,bin5,2010,Cap,0
p10,dr1_4,bin5,2020,Cap,3.392156188
p10,dr1_4,bin5,2025,Cap,4.401692846
p10,dr1_4,bin5,2030,Cap,5.407958101
p10,dr1_4,bin5,2035,Cap,6.792797403
p10,dr1_4,bin5,2040,Cap,6.656334417
p10,dr1_5,bin1,2010,Cost,0
p10,dr1_5,bin1,2020,Cost,50000
p10,dr1_5,bin1,2025,Cost,50000
p10,dr1_5,bin1,2030,Cost,50000
p10,dr1_5,bin1,2035,Cost,50000
p10,dr1_5,bin1,2040,Cost,50000
p10,dr1_5,bin2,2010,Cost,0
p10,dr1_5,bin2,2020,Cost,1.00E+05
p10,dr1_5,bin2,2025,Cost,1.00E+05
p10,dr1_5,bin2,2030,Cost,1.00E+05
p10,dr1_5,bin2,2035,Cost,1.00E+05
p10,dr1_5,bin2,2040,Cost,1.00E+05
p10,dr1_5,bin3,2010,Cost,0
p10,dr1_5,bin3,2020,Cost,150000
p10,dr1_5,bin3,2025,Cost,150000
p10,dr1_5,bin3,2030,Cost,150000
p10,dr1_5,bin3,2035,Cost,150000
p10,dr1_5,bin3,2040,Cost,150000
p10,dr1_5,bin4,2010,Cost,0
p10,dr1_5,bin4,2020,Cost,2.00E+05
p10,dr1_5,bin4,2025,Cost,2.00E+05
p10,dr1_5,bin4,2030,Cost,2.00E+05
p10,dr1_5,bin4,2035,Cost,2.00E+05
p10,dr1_5,bin4,2040,Cost,2.00E+05
p10,dr1_5,bin5,2010,Cost,0
p10,dr1_5,bin5,2020,Cost,3.00E+05
p10,dr1_5,bin5,2025,Cost,3.00E+05
p10,dr1_5,bin5,2030,Cost,3.00E+05
p10,dr1_5,bin5,2035,Cost,3.00E+05
p10,dr1_5,bin5,2040,Cost,3.00E+05
p10,dr1_5,bin1,2010,Cap,0
p10,dr1_5,bin1,2020,Cap,0
p10,dr1_5,bin1,2025,Cap,0
p10,dr1_5,bin1,2030,Cap,0
p10,dr1_5,bin1,2035,Cap,0
p10,dr1_5,bin1,2040,Cap,0
p10,dr1_5,bin2,2010,Cap,0
p10,dr1_5,bin2,2020,Cap,0
p10,dr1_5,bin2,2025,Cap,0
p10,dr1_5,bin2,2030,Cap,0
p10,dr1_5,bin2,2035,Cap,0
p10,dr1_5,bin2,2040,Cap,36.13811328
p10,dr1_5,bin3,2010,Cap,0
p10,dr1_5,bin3,2020,Cap,0
p10,dr1_5,bin3,2025,Cap,23.54784285
p10,dr1_5,bin3,2030,Cap,67.50565454
p10,dr1_5,bin3,2035,Cap,87.74227013
p10,dr1_5,bin3,2040,Cap,335.0498521
p10,dr1_5,bin4,2010,Cap,0
p10,dr1_5,bin4,2020,Cap,25.43175107
p10,dr1_5,bin4,2025,Cap,153.1755121
p10,dr1_5,bin4,2030,Cap,332.1817612
p10,dr1_5,bin4,2035,Cap,462.2500186
p10,dr1_5,bin4,2040,Cap,267.7839106
p10,dr1_5,bin5,2010,Cap,0
p10,dr1_5,bin5,2020,Cap,411.7940663
p10,dr1_5,bin5,2025,Cap,426.9652276
p10,dr1_5,bin5,2030,Cap,319.6240914
p10,dr1_5,bin5,2035,Cap,253.809184
p10,dr1_5,bin5,2040,Cap,233.8413089
p10,dr1_6,bin1,2010,Cost,0
p10,dr1_6,bin1,2020,Cost,50000
p10,dr1_6,bin1,2025,Cost,50000
p10,dr1_6,bin1,2030,Cost,50000
p10,dr1_6,bin1,2035,Cost,50000
p10,dr1_6,bin1,2040,Cost,50000
p10,dr1_6,bin2,2010,Cost,0
p10,dr1_6,bin2,2020,Cost,1.00E+05
p10,dr1_6,bin2,2025,Cost,1.00E+05
p10,dr1_6,bin2,2030,Cost,1.00E+05
p10,dr1_6,bin2,2035,Cost,1.00E+05
p10,dr1_6,bin2,2040,Cost,1.00E+05
p10,dr1_6,bin3,2010,Cost,0
p10,dr1_6,bin3,2020,Cost,150000
p10,dr1_6,bin3,2025,Cost,150000
p10,dr1_6,bin3,2030,Cost,150000
p10,dr1_6,bin3,2035,Cost,150000
p10,dr1_6,bin3,2040,Cost,150000
p10,dr1_6,bin4,2010,Cost,0
p10,dr1_6,bin4,2020,Cost,2.00E+05
p10,dr1_6,bin4,2025,Cost,2.00E+05
p10,dr1_6,bin4,2030,Cost,2.00E+05
p10,dr1_6,bin4,2035,Cost,2.00E+05
p10,dr1_6,bin4,2040,Cost,2.00E+05
p10,dr1_6,bin5,2010,Cost,0
p10,dr1_6,bin5,2020,Cost,3.00E+05
p10,dr1_6,bin5,2025,Cost,3.00E+05
p10,dr1_6,bin5,2030,Cost,3.00E+05
p10,dr1_6,bin5,2035,Cost,3.00E+05
p10,dr1_6,bin5,2040,Cost,3.00E+05
p10,dr1_6,bin1,2010,Cap,0
p10,dr1_6,bin1,2020,Cap,0
p10,dr1_6,bin1,2025,Cap,0
p10,dr1_6,bin1,2030,Cap,0
p10,dr1_6,bin1,2035,Cap,0
p10,dr1_6,bin1,2040,Cap,3.326756739
p10,dr1_6,bin2,2010,Cap,0
p10,dr1_6,bin2,2020,Cap,40.0378465
p10,dr1_6,bin2,2025,Cap,118.7546612
p10,dr1_6,bin2,2030,Cap,150.6512343
p10,dr1_6,bin2,2035,Cap,175.3027799
p10,dr1_6,bin2,2040,Cap,213.2847454
p10,dr1_6,bin3,2010,Cap,0
p10,dr1_6,bin3,2020,Cap,138.4203079
p10,dr1_6,bin3,2025,Cap,138.6778863
p10,dr1_6,bin3,2030,Cap,128.4209418
p10,dr1_6,bin3,2035,Cap,147.7654433
p10,dr1_6,bin3,2040,Cap,181.0498199
p10,dr1_6,bin4,2010,Cap,0
p10,dr1_6,bin4,2020,Cap,82.96612998
p10,dr1_6,bin4,2025,Cap,56.27561119
p10,dr1_6,bin4,2030,Cap,93.46929374
p10,dr1_6,bin4,2035,Cap,91.93347232
p10,dr1_6,bin4,2040,Cap,65.46393654
p10,dr1_6,bin5,2010,Cap,0
p10,dr1_6,bin5,2020,Cap,102.1085517
p10,dr1_6,bin5,2025,Cap,78.06266201
p10,dr1_6,bin5,2030,Cap,49.68089172
p10,dr1_6,bin5,2035,Cap,37.47287168
p10,dr1_6,bin5,2040,Cap,52.06697383
p10,dr1_7,bin1,2010,Cost,0
p10,dr1_7,bin1,2020,Cost,50000
p10,dr1_7,bin1,2025,Cost,50000
p10,dr1_7,bin1,2030,Cost,50000
p10,dr1_7,bin1,2035,Cost,50000
p10,dr1_7,bin1,2040,Cost,50000
p10,dr1_7,bin2,2010,Cost,0
p10,dr1_7,bin2,2020,Cost,1.00E+05
p10,dr1_7,bin2,2025,Cost,1.00E+05
p10,dr1_7,bin2,2030,Cost,1.00E+05
p10,dr1_7,bin2,2035,Cost,1.00E+05
p10,dr1_7,bin2,2040,Cost,1.00E+05
p10,dr1_7,bin3,2010,Cost,0
p10,dr1_7,bin3,2020,Cost,150000
p10,dr1_7,bin3,2025,Cost,150000
p10,dr1_7,bin3,2030,Cost,150000
p10,dr1_7,bin3,2035,Cost,150000
p10,dr1_7,bin3,2040,Cost,150000
p10,dr1_7,bin4,2010,Cost,0
p10,dr1_7,bin4,2020,Cost,2.00E+05
p10,dr1_7,bin4,2025,Cost,2.00E+05
p10,dr1_7,bin4,2030,Cost,2.00E+05
p10,dr1_7,bin4,2035,Cost,2.00E+05
p10,dr1_7,bin4,2040,Cost,2.00E+05
p10,dr1_7,bin5,2010,Cost,0
p10,dr1_7,bin5,2020,Cost,3.00E+05
p10,dr1_7,bin5,2025,Cost,3.00E+05
p10,dr1_7,bin5,2030,Cost,3.00E+05
p10,dr1_7,bin5,2035,Cost,3.00E+05
p10,dr1_7,bin5,2040,Cost,3.00E+05
p10,dr1_7,bin1,2010,Cap,0
p10,dr1_7,bin1,2020,Cap,0
p10,dr1_7,bin1,2025,Cap,0
p10,dr1_7,bin1,2030,Cap,0.137558319
p10,dr1_7,bin1,2035,Cap,0.156584918
p10,dr1_7,bin1,2040,Cap,0.178838415
p10,dr1_7,bin2,2010,Cap,0
p10,dr1_7,bin2,2020,Cap,0.201654259
p10,dr1_7,bin2,2025,Cap,0.231013429
p10,dr1_7,bin2,2030,Cap,0.140656813
p10,dr1_7,bin2,2035,Cap,0.236672971
p10,dr1_7,bin2,2040,Cap,0.250513843
p10,dr1_7,bin3,2010,Cap,0
p10,dr1_7,bin3,2020,Cap,0.168136274
p10,dr1_7,bin3,2025,Cap,0.166037226
p10,dr1_7,bin3,2030,Cap,0.139893628
p10,dr1_7,bin3,2035,Cap,0.052816875
p10,dr1_7,bin3,2040,Cap,0.052515266
p10,dr1_7,bin4,2010,Cap,0
p10,dr1_7,bin4,2020,Cap,0.000414865
p10,dr1_7,bin4,2025,Cap,0.000225984
p10,dr1_7,bin4,2030,Cap,0.000156635
p10,dr1_7,bin4,2035,Cap,0.000154377
p10,dr1_7,bin4,2040,Cap,0.000540768
p10,dr1_7,bin5,2010,Cap,0
p10,dr1_7,bin5,2020,Cap,0
p10,dr1_7,bin5,2025,Cap,0
p10,dr1_7,bin5,2030,Cap,0
p10,dr1_7,bin5,2035,Cap,0
p10,dr1_7,bin5,2040,Cap,0
p10,dr1_8,bin1,2010,Cost,0
p10,dr1_8,bin1,2020,Cost,50000
p10,dr1_8,bin1,2025,Cost,50000
p10,dr1_8,bin1,2030,Cost,50000
p10,dr1_8,bin1,2035,Cost,50000
p10,dr1_8,bin1,2040,Cost,50000
p10,dr1_8,bin2,2010,Cost,0
p10,dr1_8,bin2,2020,Cost,1.00E+05
p10,dr1_8,bin2,2025,Cost,1.00E+05
p10,dr1_8,bin2,2030,Cost,1.00E+05
p10,dr1_8,bin2,2035,Cost,1.00E+05
p10,dr1_8,bin2,2040,Cost,1.00E+05
p10,dr1_8,bin3,2010,Cost,0
p10,dr1_8,bin3,2020,Cost,150000
p10,dr1_8,bin3,2025,Cost,150000
p10,dr1_8,bin3,2030,Cost,150000
p10,dr1_8,bin3,2035,Cost,150000
p10,dr1_8,bin3,2040,Cost,150000
p10,dr1_8,bin4,2010,Cost,0
p10,dr1_8,bin4,2020,Cost,2.00E+05
p10,dr1_8,bin4,2025,Cost,2.00E+05
p10,dr1_8,bin4,2030,Cost,2.00E+05
p10,dr1_8,bin4,2035,Cost,2.00E+05
p10,dr1_8,bin4,2040,Cost,2.00E+05
p10,dr1_8,bin5,2010,Cost,0
p10,dr1_8,bin5,2020,Cost,3.00E+05
p10,dr1_8,bin5,2025,Cost,3.00E+05
p10,dr1_8,bin5,2030,Cost,3.00E+05
p10,dr1_8,bin5,2035,Cost,3.00E+05
p10,dr1_8,bin5,2040,Cost,3.00E+05
p10,dr1_8,bin1,2010,Cap,0
p10,dr1_8,bin1,2020,Cap,0
p10,dr1_8,bin1,2025,Cap,0
p10,dr1_8,bin1,2030,Cap,0
p10,dr1_8,bin1,2035,Cap,0
p10,dr1_8,bin1,2040,Cap,0
p10,dr1_8,bin2,2010,Cap,0
p10,dr1_8,bin2,2020,Cap,0
p10,dr1_8,bin2,2025,Cap,0
p10,dr1_8,bin2,2030,Cap,0
p10,dr1_8,bin2,2035,Cap,0
p10,dr1_8,bin2,2040,Cap,0
p10,dr1_8,bin3,2010,Cap,0
p10,dr1_8,bin3,2020,Cap,0
p10,dr1_8,bin3,2025,Cap,0
p10,dr1_8,bin3,2030,Cap,0
p10,dr1_8,bin3,2035,Cap,0
p10,dr1_8,bin3,2040,Cap,0
p10,dr1_8,bin4,2010,Cap,0
p10,dr1_8,bin4,2020,Cap,0
p10,dr1_8,bin4,2025,Cap,0
p10,dr1_8,bin4,2030,Cap,0.289633998
p10,dr1_8,bin4,2035,Cap,0.332458028
p10,dr1_8,bin4,2040,Cap,3.008284871
p10,dr1_8,bin5,2010,Cap,0
p10,dr1_8,bin5,2020,Cap,6.897752811
p10,dr1_8,bin5,2025,Cap,10.87804675
p10,dr1_8,bin5,2030,Cap,15.75739457
p10,dr1_8,bin5,2035,Cap,18.41348163
p10,dr1_8,bin5,2040,Cap,74.81988611
p10,dr2_1,bin1,2010,Cost,0
p10,dr2_1,bin1,2020,Cost,50000
p10,dr2_1,bin1,2025,Cost,50000
p10,dr2_1,bin1,2030,Cost,50000
p10,dr2_1,bin1,2035,Cost,50000
p10,dr2_1,bin1,2040,Cost,50000
p10,dr2_1,bin2,2010,Cost,0
p10,dr2_1,bin2,2020,Cost,1.00E+05
p10,dr2_1,bin2,2025,Cost,1.00E+05
p10,dr2_1,bin2,2030,Cost,1.00E+05
p10,dr2_1,bin2,2035,Cost,1.00E+05
p10,dr2_1,bin2,2040,Cost,1.00E+05
p10,dr2_1,bin3,2010,Cost,0
p10,dr2_1,bin3,2020,Cost,150000
p10,dr2_1,bin3,2025,Cost,150000
p10,dr2_1,bin3,2030,Cost,150000
p10,dr2_1,bin3,2035,Cost,150000
p10,dr2_1,bin3,2040,Cost,150000
p10,dr2_1,bin4,2010,Cost,0
p10,dr2_1,bin4,2020,Cost,2.00E+05
p10,dr2_1,bin4,2025,Cost,2.00E+05
p10,dr2_1,bin4,2030,Cost,2.00E+05
p10,dr2_1,bin4,2035,Cost,2.00E+05
p10,dr2_1,bin4,2040,Cost,2.00E+05
p10,dr2_1,bin5,2010,Cost,0
p10,dr2_1,bin5,2020,Cost,3.00E+05
p10,dr2_1,bin5,2025,Cost,3.00E+05
p10,dr2_1,bin5,2030,Cost,3.00E+05
p10,dr2_1,bin5,2035,Cost,3.00E+05
p10,dr2_1,bin5,2040,Cost,3.00E+05
p10,dr2_1,bin1,2010,Cap,0
p10,dr2_1,bin1,2020,Cap,22.22427523
p10,dr2_1,bin1,2025,Cap,29.85204962
p10,dr2_1,bin1,2030,Cap,33.61132442
p10,dr2_1,bin1,2035,Cap,39.51431591
p10,dr2_1,bin1,2040,Cap,55.40167568
p10,dr2_1,bin2,2010,Cap,0
p10,dr2_1,bin2,2020,Cap,84.055037
p10,dr2_1,bin2,2025,Cap,97.14775634
p10,dr2_1,bin2,2030,Cap,112.2987309
p10,dr2_1,bin2,2035,Cap,120.4485082
p10,dr2_1,bin2,2040,Cap,133.0718179
p10,dr2_1,bin3,2010,Cap,0
p10,dr2_1,bin3,2020,Cap,120.0478414
p10,dr2_1,bin3,2025,Cap,159.2688206
p10,dr2_1,bin3,2030,Cap,144.8110658
p10,dr2_1,bin3,2035,Cap,157.2353462
p10,dr2_1,bin3,2040,Cap,178.8405072
p10,dr2_1,bin4,2010,Cap,0
p10,dr2_1,bin4,2020,Cap,139.9354626
p10,dr2_1,bin4,2025,Cap,153.8518599
p10,dr2_1,bin4,2030,Cap,138.5760958
p10,dr2_1,bin4,2035,Cap,146.4058464
p10,dr2_1,bin4,2040,Cap,158.1521262
p10,dr2_1,bin5,2010,Cap,0
p10,dr2_1,bin5,2020,Cap,218.1584476
p10,dr2_1,bin5,2025,Cap,197.951688
p10,dr2_1,bin5,2030,Cap,179.3905941
p10,dr2_1,bin5,2035,Cap,186.0557385
p10,dr2_1,bin5,2040,Cap,195.6018539
p10,dr2_10,bin1,2010,Cost,0
p10,dr2_10,bin1,2040,Cost,50000
p10,dr2_10,bin2,2010,Cost,0
p10,dr2_10,bin2,2040,Cost,1.00E+05
p10,dr2_10,bin3,2010,Cost,0
p10,dr2_10,bin3,2040,Cost,150000
p10,dr2_10,bin4,2010,Cost,0
p10,dr2_10,bin4,2040,Cost,2.00E+05
p10,dr2_10,bin5,2010,Cost,0
p10,dr2_10,bin5,2040,Cost,3.00E+05
p10,dr2_10,bin1,2010,Cap,0
p10,dr2_10,bin1,2040,Cap,0
p10,dr2_10,bin2,2010,Cap,0
p10,dr2_10,bin2,2040,Cap,0
p10,dr2_10,bin3,2010,Cap,0
p10,dr2_10,bin3,2040,Cap,0
p10,dr2_10,bin4,2010,Cap,0
p10,dr2_10,bin4,2040,Cap,0
p10,dr2_10,bin5,2010,Cap,0
p10,dr2_10,bin5,2040,Cap,0
p10,dr2_2,bin1,2010,Cost,0
p10,dr2_2,bin1,2020,Cost,50000
p10,dr2_2,bin1,2025,Cost,50000
p10,dr2_2,bin1,2030,Cost,50000
p10,dr2_2,bin1,2035,Cost,50000
p10,dr2_2,bin1,2040,Cost,50000
p10,dr2_2,bin2,2010,Cost,0
