i,hour,year,p1
dr1_1,1,2012,0
dr1_1,2,2012,0
dr1_1,3,2012,0
dr1_1,4,2012,0
dr1_1,5,2012,0
dr1_1,6,2012,0
dr1_1,7,2012,0
dr1_1,8,2012,0
dr1_1,9,2012,0
dr1_1,10,2012,0
dr1_1,11,2012,0
dr1_1,12,2012,0
dr1_1,13,2012,0
dr1_1,14,2012,0
dr1_1,15,2012,0
dr1_1,16,2012,0
dr1_1,17,2012,0
dr1_1,18,2012,0
dr1_1,19,2012,0
dr1_1,20,2012,0
dr1_1,21,2012,0
dr1_1,22,2012,0
dr1_1,23,2012,0
dr1_1,24,2012,0
dr1_1,25,2012,0
dr1_1,26,2012,0
dr1_1,27,2012,0
dr1_1,28,2012,0
dr1_1,29,2012,0
dr1_1,30,2012,0
dr1_1,31,2012,0
dr1_1,32,2012,0
dr1_1,33,2012,0
dr1_1,34,2012,0
dr1_1,35,2012,0
dr1_1,36,2012,0
dr1_1,37,2012,0
dr1_1,38,2012,0
dr1_1,39,2012,0
dr1_1,40,2012,0
dr1_1,41,2012,0
dr1_1,42,2012,0
dr1_1,43,2012,0
dr1_1,44,2012,0
dr1_1,45,2012,0
dr1_1,46,2012,0
dr1_1,47,2012,0
dr1_1,48,2012,0
dr1_1,49,2012,0
dr1_1,50,2012,0
dr1_1,51,2012,0
dr1_1,52,2012,0
dr1_1,53,2012,0
dr1_1,54,2012,0
dr1_1,55,2012,0
dr1_1,56,2012,0
dr1_1,57,2012,0
dr1_1,58,2012,0
dr1_1,59,2012,0
dr1_1,60,2012,0
dr1_1,61,2012,0
dr1_1,62,2012,0
dr1_1,63,2012,0
dr1_1,64,2012,0
dr1_1,65,2012,0
dr1_1,66,2012,0
dr1_1,67,2012,0
dr1_1,68,2012,0
dr1_1,69,2012,0
dr1_1,70,2012,0
dr1_1,71,2012,0
dr1_1,72,2012,0
dr1_1,73,2012,0
dr1_1,74,2012,0
dr1_1,75,2012,0
dr1_1,76,2012,0
dr1_1,77,2012,0
dr1_1,78,2012,0
dr1_1,79,2012,0
dr1_1,80,2012,0
dr1_1,81,2012,0
dr1_1,82,2012,0
dr1_1,83,2012,0
dr1_1,84,2012,0
dr1_1,85,2012,0
dr1_1,86,2012,0
dr1_1,87,2012,0
dr1_1,88,2012,0
dr1_1,89,2012,0
dr1_1,90,2012,0
dr1_1,91,2012,0
dr1_1,92,2012,0
dr1_1,93,2012,0
dr1_1,94,2012,0
dr1_1,95,2012,0
dr1_1,96,2012,0
dr1_1,97,2012,0
dr1_1,98,2012,0
dr1_1,99,2012,0
dr1_1,100,2012,0
dr1_1,101,2012,0
dr1_1,102,2012,0
dr1_1,103,2012,0
dr1_1,104,2012,0
dr1_1,105,2012,0
dr1_1,106,2012,0
dr1_1,107,2012,0
dr1_1,108,2012,0
dr1_1,109,2012,0
dr1_1,110,2012,0
dr1_1,111,2012,0
dr1_1,112,2012,0
dr1_1,113,2012,0
dr1_1,114,2012,0
dr1_1,115,2012,0
dr1_1,116,2012,0
dr1_1,117,2012,0
dr1_1,118,2012,0
dr1_1,119,2012,0
dr1_1,120,2012,0
dr1_1,121,2012,0
dr1_1,122,2012,0
dr1_1,123,2012,0
dr1_1,124,2012,0
dr1_1,125,2012,0
dr1_1,126,2012,0
dr1_1,127,2012,0
dr1_1,128,2012,0
dr1_1,129,2012,0
dr1_1,130,2012,0
dr1_1,131,2012,0
dr1_1,132,2012,0
dr1_1,133,2012,0
dr1_1,134,2012,0
dr1_1,135,2012,0
dr1_1,136,2012,0
dr1_1,137,2012,0
dr1_1,138,2012,0
dr1_1,139,2012,0
dr1_1,140,2012,0
dr1_1,141,2012,0
dr1_1,142,2012,0
dr1_1,143,2012,0
dr1_1,144,2012,0
dr1_1,145,2012,0
dr1_1,146,2012,0
dr1_1,147,2012,0
dr1_1,148,2012,0
dr1_1,149,2012,0
dr1_1,150,2012,0
dr1_1,151,2012,0
dr1_1,152,2012,0
dr1_1,153,2012,0
dr1_1,154,2012,0
dr1_1,155,2012,0
dr1_1,156,2012,0
dr1_1,157,2012,0
dr1_1,158,2012,0
dr1_1,159,2012,0
dr1_1,160,2012,0
dr1_1,161,2012,0
dr1_1,162,2012,0
dr1_1,163,2012,0
dr1_1,164,2012,0
dr1_1,165,2012,0
dr1_1,166,2012,0
dr1_1,167,2012,0
dr1_1,168,2012,0
dr1_1,169,2012,0
dr1_1,170,2012,0
dr1_1,171,2012,0
dr1_1,172,2012,0
dr1_1,173,2012,0
dr1_1,174,2012,0
dr1_1,175,2012,0
dr1_1,176,2012,0
dr1_1,177,2012,0
dr1_1,178,2012,0
dr1_1,179,2012,0
dr1_1,180,2012,0
dr1_1,181,2012,0
dr1_1,182,2012,0
dr1_1,183,2012,0
dr1_1,184,2012,0
dr1_1,185,2012,0
dr1_1,186,2012,0
dr1_1,187,2012,0
dr1_1,188,2012,0
dr1_1,189,2012,0
dr1_1,190,2012,0
dr1_1,191,2012,0
dr1_1,192,2012,0
dr1_1,193,2012,0
dr1_1,194,2012,0
dr1_1,195,2012,0
dr1_1,196,2012,0
dr1_1,197,2012,0
dr1_1,198,2012,0
dr1_1,199,2012,0
dr1_1,200,2012,0
dr1_1,201,2012,0
dr1_1,202,2012,0
dr1_1,203,2012,0
dr1_1,204,2012,0
dr1_1,205,2012,0
dr1_1,206,2012,0
dr1_1,207,2012,0
dr1_1,208,2012,0
dr1_1,209,2012,0
dr1_1,210,2012,0
dr1_1,211,2012,0
dr1_1,212,2012,0
dr1_1,213,2012,0
dr1_1,214,2012,0
dr1_1,215,2012,0
dr1_1,216,2012,0
dr1_1,217,2012,0
dr1_1,218,2012,0
dr1_1,219,2012,0
dr1_1,220,2012,0
dr1_1,221,2012,0
dr1_1,222,2012,0
dr1_1,223,2012,0
dr1_1,224,2012,0
dr1_1,225,2012,0
dr1_1,226,2012,0
dr1_1,227,2012,0
dr1_1,228,2012,0
dr1_1,229,2012,0
dr1_1,230,2012,0
dr1_1,231,2012,0
dr1_1,232,2012,0
dr1_1,233,2012,0
dr1_1,234,2012,0
