"i","r","timeslice","value"
"dr2_1","p10","h9",0.0319066831911301
"dr2_1","p11","h9",0.0319066831911301
"dr2_1","p9","h9",0.0319066831911301
"dr2_2","p10","h9",0.99770809706972
"dr2_2","p11","h9",0.99770809706972
"dr2_2","p9","h9",0.99770809706972
"dr2_3","p10","h9",0.788689163836486
"dr2_3","p11","h9",0.788689163836486
"dr2_3","p9","h9",0.788689163836486
"dr2_5","p10","h9",0.740473161990971
"dr2_5","p11","h9",0.740473161990971
"dr2_5","p9","h9",0.740473161990971
"dr2_6","p10","h9",0.461606174391596
"dr2_6","p11","h9",0.461606174391596
"dr2_6","p9","h9",0.461606174391596
"dr2_7","p10","h9",0.0150216254149614
"dr2_7","p11","h9",0.0150216254149614
"dr2_7","p9","h9",0.0150216254149614
"dr2_8","p10","h9",0.503898885129594
"dr2_8","p11","h9",0.503898885129594
"dr2_8","p9","h9",0.503898885129594
"dr2_4","p10","h9",0.528100832027177
"dr2_4","p11","h9",0.528100832027177
"dr2_4","p9","h9",0.528100832027177
"dr2_1","p60","h9",0.0205748862569253
"dr2_1","p61","h9",0.0205748862569253
"dr2_1","p62","h9",0.0205748862569253
"dr2_1","p63","h9",0.0205748862569253
"dr2_1","p64","h9",0.0205748862569253
"dr2_1","p65","h9",0.0205748862569253
"dr2_1","p67","h9",0.0205748862569253
"dr2_2","p60","h9",0.734252317995448
"dr2_2","p61","h9",0.734252317995448
"dr2_2","p62","h9",0.734252317995448
"dr2_2","p63","h9",0.734252317995448
"dr2_2","p64","h9",0.734252317995448
"dr2_2","p65","h9",0.734252317995448
"dr2_2","p67","h9",0.734252317995448
"dr2_3","p60","h9",0.531439512558484
"dr2_3","p61","h9",0.531439512558484
"dr2_3","p62","h9",0.531439512558484
"dr2_3","p63","h9",0.531439512558484
"dr2_3","p64","h9",0.531439512558484
"dr2_3","p65","h9",0.531439512558484
"dr2_3","p67","h9",0.531439512558484
"dr2_5","p60","h9",0.550826958630345
"dr2_5","p61","h9",0.550826958630345
"dr2_5","p62","h9",0.550826958630345
"dr2_5","p63","h9",0.550826958630345
"dr2_5","p64","h9",0.550826958630345
"dr2_5","p65","h9",0.550826958630345
"dr2_5","p67","h9",0.550826958630345
"dr2_6","p60","h9",0.484588333754654
"dr2_6","p61","h9",0.484588333754654
"dr2_6","p62","h9",0.484588333754654
