"i","r","timeslice","value"
"dr1_1","p132","h10",6.71786337257538
"dr1_1","p133","h10",6.71786337257538
"dr1_1","p134","h10",6.71786337257538
"dr1_2","p129","h10",5.74594387923018
"dr1_2","p130","h10",5.74594387923018
"dr1_2","p131","h10",5.74594387923018
"dr1_2","p132","h10",5.74594387923018
"dr1_2","p133","h10",5.74594387923018
"dr1_2","p134","h10",5.74594387923018
"dr1_3","p129","h10",0.372142936390161
"dr1_3","p130","h10",0.372142936390161
"dr1_3","p131","h10",0.372142936390161
"dr1_3","p132","h10",0.372142936390161
"dr1_3","p133","h10",0.372142936390161
"dr1_3","p134","h10",0.372142936390161
"dr1_4","p129","h10",0.763252609444947
"dr1_4","p130","h10",0.763252609444947
"dr1_4","p131","h10",0.763252609444947
"dr1_4","p132","h10",0.763252609444947
"dr1_4","p133","h10",0.763252609444947
"dr1_4","p134","h10",0.763252609444947
"dr1_6","p129","h10",2.60547301078284
"dr1_6","p130","h10",2.60547301078284
"dr1_6","p131","h10",2.60547301078284
"dr1_6","p132","h10",2.60547301078284
"dr1_6","p133","h10",2.60547301078284
"dr1_6","p134","h10",2.60547301078284
"dr1_8","p129","h10",0.425164047487246
"dr1_8","p130","h10",0.425164047487246
"dr1_8","p131","h10",0.425164047487246
"dr1_8","p132","h10",0.425164047487246
"dr1_8","p133","h10",0.425164047487246
"dr1_8","p134","h10",0.425164047487246
"dr1_5","p129","h10",6.52299489554225
"dr1_5","p130","h10",6.52299489554225
"dr1_5","p131","h10",6.52299489554225
"dr1_5","p132","h10",6.52299489554225
"dr1_5","p133","h10",6.52299489554225
"dr1_5","p134","h10",6.52299489554225
"dr1_1","p10","h11",4.20697592298626
"dr1_1","p11","h11",4.20697592298626
"dr1_1","p9","h11",4.20697592298626
"dr1_2","p10","h11",6.71487088991628
"dr1_2","p11","h11",6.71487088991628
"dr1_2","p9","h11",6.71487088991628
"dr1_3","p10","h11",0.544343226363891
"dr1_3","p11","h11",0.544343226363891
"dr1_3","p9","h11",0.544343226363891
"dr1_4","p10","h11",0.830743765206907
"dr1_4","p11","h11",0.830743765206907
"dr1_4","p9","h11",0.830743765206907
"dr1_5","p10","h11",5.67672021947629
"dr1_5","p11","h11",5.67672021947629
"dr1_5","p9","h11",5.67672021947629
"dr1_6","p10","h11",5.37576587845748
"dr1_6","p11","h11",5.37576587845748
"dr1_6","p9","h11",5.37576587845748
"dr1_7","p10","h11",0.883564144431226
"dr1_7","p11","h11",0.883564144431226
"dr1_7","p9","h11",0.883564144431226
"dr1_8","p10","h11",1.16315139750238
"dr1_8","p11","h11",1.16315139750238
"dr1_8","p9","h11",1.16315139750238
"dr1_1","p60","h11",1.27923640196991
"dr1_1","p61","h11",1.27923640196991
"dr1_1","p62","h11",1.27923640196991
"dr1_1","p63","h11",1.27923640196991
"dr1_1","p64","h11",1.27923640196991
"dr1_1","p65","h11",1.27923640196991
"dr1_1","p67","h11",1.27923640196991
"dr1_2","p60","h11",14.5421249777733
"dr1_2","p61","h11",14.5421249777733
"dr1_2","p62","h11",14.5421249777733
"dr1_2","p63","h11",14.5421249777733
"dr1_2","p64","h11",14.5421249777733
"dr1_2","p65","h11",14.5421249777733
"dr1_2","p67","h11",14.5421249777733
"dr1_3","p60","h11",0.391515690247722
"dr1_3","p61","h11",0.391515690247722
"dr1_3","p62","h11",0.391515690247722
"dr1_3","p63","h11",0.391515690247722
"dr1_3","p64","h11",0.391515690247722
"dr1_3","p65","h11",0.391515690247722
"dr1_3","p67","h11",0.391515690247722
"dr1_4","p60","h11",0.644723634942109
"dr1_4","p61","h11",0.644723634942109
"dr1_4","p62","h11",0.644723634942109
"dr1_4","p63","h11",0.644723634942109
"dr1_4","p64","h11",0.644723634942109
"dr1_4","p65","h11",0.644723634942109
"dr1_4","p67","h11",0.644723634942109
"dr1_9","p60","h11",0.644477802245739
"dr1_9","p61","h11",0.644477802245739
"dr1_9","p62","h11",0.644477802245739
"dr1_9","p63","h11",0.644477802245739
"dr1_9","p64","h11",0.644477802245739
"dr1_9","p65","h11",0.644477802245739
"dr1_9","p67","h11",0.644477802245739
"dr1_5","p60","h11",4.18395427435779
"dr1_5","p61","h11",4.18395427435779
"dr1_5","p62","h11",4.18395427435779
"dr1_5","p63","h11",4.18395427435779
"dr1_5","p64","h11",4.18395427435779
"dr1_5","p65","h11",4.18395427435779
"dr1_5","p67","h11",4.18395427435779
"dr1_10","p60","h11",0.446789425553426
"dr1_10","p61","h11",0.446789425553426
"dr1_10","p62","h11",0.446789425553426
"dr1_10","p63","h11",0.446789425553426
"dr1_10","p64","h11",0.446789425553426
"dr1_10","p65","h11",0.446789425553426
"dr1_10","p67","h11",0.446789425553426
"dr1_6","p60","h11",9.95639668542556
"dr1_6","p61","h11",9.95639668542556
"dr1_6","p62","h11",9.95639668542556
"dr1_6","p63","h11",9.95639668542556
"dr1_6","p64","h11",9.95639668542556
"dr1_6","p65","h11",9.95639668542556
"dr1_6","p67","h11",9.95639668542556
"dr1_7","p60","h11",0.545045422115591
"dr1_7","p61","h11",0.545045422115591
"dr1_7","p62","h11",0.545045422115591
"dr1_7","p63","h11",0.545045422115591
"dr1_7","p64","h11",0.545045422115591
"dr1_7","p65","h11",0.545045422115591
"dr1_7","p67","h11",0.545045422115591
"dr1_8","p60","h11",0.646885414480859
"dr1_8","p61","h11",0.646885414480859
"dr1_8","p62","h11",0.646885414480859
"dr1_8","p63","h11",0.646885414480859
"dr1_8","p64","h11",0.646885414480859
"dr1_8","p65","h11",0.646885414480859
"dr1_8","p67","h11",0.646885414480859
"dr1_1","p129","h11",6.63969273504031
"dr1_1","p130","h11",6.63969273504031
"dr1_1","p131","h11",6.63969273504031
"dr1_1","p132","h11",6.63969273504031
"dr1_1","p133","h11",6.63969273504031
"dr1_1","p134","h11",6.63969273504031
"dr1_2","p129","h11",6.63660279560377
"dr1_2","p130","h11",6.63660279560377
"dr1_2","p131","h11",6.63660279560377
"dr1_2","p132","h11",6.63660279560377
"dr1_2","p133","h11",6.63660279560377
"dr1_2","p134","h11",6.63660279560377
"dr1_3","p129","h11",0.370861497550121
"dr1_3","p130","h11",0.370861497550121
"dr1_3","p131","h11",0.370861497550121
"dr1_3","p132","h11",0.370861497550121
"dr1_3","p133","h11",0.370861497550121
"dr1_3","p134","h11",0.370861497550121
"dr1_4","p129","h11",0.750163543491983
"dr1_4","p130","h11",0.750163543491983
"dr1_4","p131","h11",0.750163543491983
"dr1_4","p132","h11",0.750163543491983
"dr1_4","p133","h11",0.750163543491983
"dr1_4","p134","h11",0.750163543491983
"dr1_6","p129","h11",3.18307206227665
"dr1_6","p130","h11",3.18307206227665
"dr1_6","p131","h11",3.18307206227665
"dr1_6","p132","h11",3.18307206227665
"dr1_6","p133","h11",3.18307206227665
"dr1_6","p134","h11",3.18307206227665
"dr1_8","p129","h11",0.674080223572878
"dr1_8","p130","h11",0.674080223572878
"dr1_8","p131","h11",0.674080223572878
"dr1_8","p132","h11",0.674080223572878
"dr1_8","p133","h11",0.674080223572878
"dr1_8","p134","h11",0.674080223572878
"dr1_5","p129","h11",6.51813117666173
"dr1_5","p130","h11",6.51813117666173
"dr1_5","p131","h11",6.51813117666173
"dr1_5","p132","h11",6.51813117666173
"dr1_5","p133","h11",6.51813117666173
"dr1_5","p134","h11",6.51813117666173
"dr1_1","p10","h12",4.68912218583714
"dr1_1","p11","h12",4.68912218583714
"dr1_1","p9","h12",4.68912218583714
"dr1_2","p10","h12",6.30313094104508
"dr1_2","p11","h12",6.30313094104508
"dr1_2","p9","h12",6.30313094104508
"dr1_3","p10","h12",0.577760794859289
"dr1_3","p11","h12",0.577760794859289
"dr1_3","p9","h12",0.577760794859289
"dr1_4","p10","h12",1.19053797147993
"dr1_4","p11","h12",1.19053797147993
"dr1_4","p9","h12",1.19053797147993
"dr1_5","p10","h12",5.89656632277002
"dr1_5","p11","h12",5.89656632277002
"dr1_5","p9","h12",5.89656632277002
"dr1_6","p10","h12",4.94963936466775
"dr1_6","p11","h12",4.94963936466775
"dr1_6","p9","h12",4.94963936466775
"dr1_7","p10","h12",0.793781352253855
"dr1_7","p11","h12",0.793781352253855
"dr1_7","p9","h12",0.793781352253855
"dr1_8","p10","h12",0.954567172739356
"dr1_8","p11","h12",0.954567172739356
"dr1_8","p9","h12",0.954567172739356
"dr1_1","p60","h12",1.39761393465771
"dr1_1","p61","h12",1.39761393465771
"dr1_1","p62","h12",1.39761393465771
"dr1_1","p63","h12",1.39761393465771
"dr1_1","p64","h12",1.39761393465771
"dr1_1","p65","h12",1.39761393465771
"dr1_1","p67","h12",1.39761393465771
"dr1_2","p60","h12",14.2655685753229
"dr1_2","p61","h12",14.2655685753229
"dr1_2","p62","h12",14.2655685753229
"dr1_2","p63","h12",14.2655685753229
"dr1_2","p64","h12",14.2655685753229
"dr1_2","p65","h12",14.2655685753229
"dr1_2","p67","h12",14.2655685753229
"dr1_3","p60","h12",0.444300487942485
"dr1_3","p61","h12",0.444300487942485
"dr1_3","p62","h12",0.444300487942485
"dr1_3","p63","h12",0.444300487942485
"dr1_3","p64","h12",0.444300487942485
"dr1_3","p65","h12",0.444300487942485
"dr1_3","p67","h12",0.444300487942485
"dr1_4","p60","h12",0.838539136273111
"dr1_4","p61","h12",0.838539136273111
"dr1_4","p62","h12",0.838539136273111
"dr1_4","p63","h12",0.838539136273111
"dr1_4","p64","h12",0.838539136273111
"dr1_4","p65","h12",0.838539136273111
"dr1_4","p67","h12",0.838539136273111
"dr1_9","p60","h12",0.737232689539297
"dr1_9","p61","h12",0.737232689539297
"dr1_9","p62","h12",0.737232689539297
"dr1_9","p63","h12",0.737232689539297
"dr1_9","p64","h12",0.737232689539297
"dr1_9","p65","h12",0.737232689539297
"dr1_9","p67","h12",0.737232689539297
"dr1_5","p60","h12",4.27213982232932
"dr1_5","p61","h12",4.27213982232932
"dr1_5","p62","h12",4.27213982232932
"dr1_5","p63","h12",4.27213982232932
"dr1_5","p64","h12",4.27213982232932
"dr1_5","p65","h12",4.27213982232932
"dr1_5","p67","h12",4.27213982232932
"dr1_10","p60","h12",0.238639613164839
"dr1_10","p61","h12",0.238639613164839
"dr1_10","p62","h12",0.238639613164839
"dr1_10","p63","h12",0.238639613164839
"dr1_10","p64","h12",0.238639613164839
"dr1_10","p65","h12",0.238639613164839
"dr1_10","p67","h12",0.238639613164839
"dr1_6","p60","h12",9.37438672647635
"dr1_6","p61","h12",9.37438672647635
"dr1_6","p62","h12",9.37438672647635
"dr1_6","p63","h12",9.37438672647635
"dr1_6","p64","h12",9.37438672647635
"dr1_6","p65","h12",9.37438672647635
"dr1_6","p67","h12",9.37438672647635
"dr1_7","p60","h12",0.631091847299905
"dr1_7","p61","h12",0.631091847299905
"dr1_7","p62","h12",0.631091847299905
"dr1_7","p63","h12",0.631091847299905
"dr1_7","p64","h12",0.631091847299905
"dr1_7","p65","h12",0.631091847299905
"dr1_7","p67","h12",0.631091847299905
"dr1_8","p60","h12",0.44223279255095
"dr1_8","p61","h12",0.44223279255095
"dr1_8","p62","h12",0.44223279255095
"dr1_8","p63","h12",0.44223279255095
"dr1_8","p64","h12",0.44223279255095
"dr1_8","p65","h12",0.44223279255095
"dr1_8","p67","h12",0.44223279255095
"dr1_1","p129","h12",6.75848472497085
"dr1_1","p130","h12",6.75848472497085
"dr1_1","p131","h12",6.75848472497085
"dr1_1","p132","h12",6.75848472497085
"dr1_1","p133","h12",6.75848472497085
"dr1_1","p134","h12",6.75848472497085
"dr1_2","p129","h12",6.4229044019576
"dr1_2","p130","h12",6.4229044019576
"dr1_2","p131","h12",6.4229044019576
"dr1_2","p132","h12",6.4229044019576
"dr1_2","p133","h12",6.4229044019576
"dr1_2","p134","h12",6.4229044019576
"dr1_3","p129","h12",0.383838251822117
"dr1_3","p130","h12",0.383838251822117
"dr1_3","p131","h12",0.383838251822117
"dr1_3","p132","h12",0.383838251822117
"dr1_3","p133","h12",0.383838251822117
"dr1_3","p134","h12",0.383838251822117
"dr1_4","p129","h12",1.05482589492756
"dr1_4","p130","h12",1.05482589492756
"dr1_4","p131","h12",1.05482589492756
"dr1_4","p132","h12",1.05482589492756
"dr1_4","p133","h12",1.05482589492756
"dr1_4","p134","h12",1.05482589492756
"dr1_6","p129","h12",2.70664669959999
"dr1_6","p130","h12",2.70664669959999
"dr1_6","p131","h12",2.70664669959999
"dr1_6","p132","h12",2.70664669959999
"dr1_6","p133","h12",2.70664669959999
"dr1_6","p134","h12",2.70664669959999
"dr1_8","p129","h12",0.514133443207029
"dr1_8","p130","h12",0.514133443207029
"dr1_8","p131","h12",0.514133443207029
"dr1_8","p132","h12",0.514133443207029
"dr1_8","p133","h12",0.514133443207029
"dr1_8","p134","h12",0.514133443207029
"dr1_5","p129","h12",6.5121198223432
"dr1_5","p130","h12",6.5121198223432
"dr1_5","p131","h12",6.5121198223432
"dr1_5","p132","h12",6.5121198223432
"dr1_5","p133","h12",6.5121198223432
"dr1_5","p134","h12",6.5121198223432
"dr1_1","p10","h13",4.98254795549975
"dr1_1","p11","h13",4.98254795549975
"dr1_1","p9","h13",4.98254795549975
"dr1_2","p10","h13",6.78588330461098
"dr1_2","p11","h13",6.78588330461098
"dr1_2","p9","h13",6.78588330461098
"dr1_3","p10","h13",0.772185223110714
"dr1_3","p11","h13",0.772185223110714
"dr1_3","p9","h13",0.772185223110714
"dr1_4","p10","h13",1.83092722182214
"dr1_4","p11","h13",1.83092722182214
"dr1_4","p9","h13",1.83092722182214
"dr1_5","p10","h13",5.94556022000065
"dr1_5","p11","h13",5.94556022000065
"dr1_5","p9","h13",5.94556022000065
"dr1_6","p10","h13",4.81523728846121
"dr1_6","p11","h13",4.81523728846121
"dr1_6","p9","h13",4.81523728846121
"dr1_7","p10","h13",1.06484255543353
"dr1_7","p11","h13",1.06484255543353
"dr1_7","p9","h13",1.06484255543353
"dr1_8","p10","h13",1.43897827947708
"dr1_8","p11","h13",1.43897827947708
"dr1_8","p9","h13",1.43897827947708
"dr1_1","p60","h13",1.43981321345009
"dr1_1","p61","h13",1.43981321345009
"dr1_1","p62","h13",1.43981321345009
"dr1_1","p63","h13",1.43981321345009
"dr1_1","p64","h13",1.43981321345009
"dr1_1","p65","h13",1.43981321345009
"dr1_1","p67","h13",1.43981321345009
"dr1_2","p60","h13",15.5353089696375
"dr1_2","p61","h13",15.5353089696375
"dr1_2","p62","h13",15.5353089696375
"dr1_2","p63","h13",15.5353089696375
"dr1_2","p64","h13",15.5353089696375
"dr1_2","p65","h13",15.5353089696375
"dr1_2","p67","h13",15.5353089696375
"dr1_3","p60","h13",0.641741261349367
"dr1_3","p61","h13",0.641741261349367
"dr1_3","p62","h13",0.641741261349367
"dr1_3","p63","h13",0.641741261349367
"dr1_3","p64","h13",0.641741261349367
"dr1_3","p65","h13",0.641741261349367
"dr1_3","p67","h13",0.641741261349367
"dr1_4","p60","h13",1.3869611343588
"dr1_4","p61","h13",1.3869611343588
"dr1_4","p62","h13",1.3869611343588
"dr1_4","p63","h13",1.3869611343588
"dr1_4","p64","h13",1.3869611343588
"dr1_4","p65","h13",1.3869611343588
"dr1_4","p67","h13",1.3869611343588
"dr1_9","p60","h13",1.06043300121783
"dr1_9","p61","h13",1.06043300121783
"dr1_9","p62","h13",1.06043300121783
"dr1_9","p63","h13",1.06043300121783
"dr1_9","p64","h13",1.06043300121783
"dr1_9","p65","h13",1.06043300121783
"dr1_9","p67","h13",1.06043300121783
"dr1_5","p60","h13",4.18865091739627
"dr1_5","p61","h13",4.18865091739627
"dr1_5","p62","h13",4.18865091739627
"dr1_5","p63","h13",4.18865091739627
"dr1_5","p64","h13",4.18865091739627
"dr1_5","p65","h13",4.18865091739627
"dr1_5","p67","h13",4.18865091739627
"dr1_10","p60","h13",0.522197841385636
"dr1_10","p61","h13",0.522197841385636
"dr1_10","p62","h13",0.522197841385636
"dr1_10","p63","h13",0.522197841385636
"dr1_10","p64","h13",0.522197841385636
"dr1_10","p65","h13",0.522197841385636
"dr1_10","p67","h13",0.522197841385636
"dr1_6","p60","h13",10.232658656645
"dr1_6","p61","h13",10.232658656645
"dr1_6","p62","h13",10.232658656645
"dr1_6","p63","h13",10.232658656645
"dr1_6","p64","h13",10.232658656645
"dr1_6","p65","h13",10.232658656645
"dr1_6","p67","h13",10.232658656645
"dr1_7","p60","h13",0.819413898560492
"dr1_7","p61","h13",0.819413898560492
"dr1_7","p62","h13",0.819413898560492
"dr1_7","p63","h13",0.819413898560492
"dr1_7","p64","h13",0.819413898560492
"dr1_7","p65","h13",0.819413898560492
"dr1_7","p67","h13",0.819413898560492
"dr1_8","p60","h13",1.07527969673417
"dr1_8","p61","h13",1.07527969673417
"dr1_8","p62","h13",1.07527969673417
"dr1_8","p63","h13",1.07527969673417
"dr1_8","p64","h13",1.07527969673417
"dr1_8","p65","h13",1.07527969673417
"dr1_8","p67","h13",1.07527969673417
"dr1_1","p129","h13",6.79476842267863
"dr1_1","p130","h13",6.79476842267863
"dr1_1","p131","h13",6.79476842267863
"dr1_1","p132","h13",6.79476842267863
"dr1_1","p133","h13",6.79476842267863
"dr1_1","p134","h13",6.79476842267863
"dr1_2","p129","h13",7.30676272276955
"dr1_2","p130","h13",7.30676272276955
"dr1_2","p131","h13",7.30676272276955
"dr1_2","p132","h13",7.30676272276955
"dr1_2","p133","h13",7.30676272276955
"dr1_2","p134","h13",7.30676272276955
"dr1_3","p129","h13",0.614702296225371
"dr1_3","p130","h13",0.614702296225371
"dr1_3","p131","h13",0.614702296225371
"dr1_3","p132","h13",0.614702296225371
"dr1_3","p133","h13",0.614702296225371
"dr1_3","p134","h13",0.614702296225371
"dr1_4","p129","h13",1.48841255659612
"dr1_4","p130","h13",1.48841255659612
"dr1_4","p131","h13",1.48841255659612
"dr1_4","p132","h13",1.48841255659612
"dr1_4","p133","h13",1.48841255659612
"dr1_4","p134","h13",1.48841255659612
"dr1_6","p129","h13",3.37834910148608
"dr1_6","p130","h13",3.37834910148608
"dr1_6","p131","h13",3.37834910148608
