tech,r,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
dr_shed_1,p30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.029935275080906,1.0598705501618122,1.0898058252427185,1.1197411003236246,1.1488673139158576,1.1788025889967637,1.2087378640776698,1.2386731391585761,1.2686084142394822,1.2985436893203883,1.3300970873786409,1.3624595469255663,1.3940129449838188,1.4263754045307444,1.4579288025889967,1.4902912621359223,1.5218446601941749,1.5542071197411003,1.5857605177993528,1.6181229773462784
dr_shed_1,p29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0298181818181817,1.0596363636363637,1.0894545454545455,1.1192727272727272,1.1490909090909092,1.178909090909091,1.2087272727272727,1.2385454545454546,1.2683636363636364,1.298181818181818,1.3301818181818181,1.3621818181818182,1.3941818181818182,1.4254545454545455,1.4574545454545456,1.4894545454545454,1.5214545454545454,1.5534545454545454,1.5854545454545454,1.6174545454545455
dr_shed_1,p28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0295995356935577,1.0597794544399304,1.089378990133488,1.118978525827046,1.1491584445734184,1.1787579802669763,1.208357515960534,1.2385374347069065,1.2675565873476495,1.297736506094022,1.330237957051654,1.3615786419036564,1.3940800928612884,1.4254207777132908,1.4579222286709228,1.4892629135229252,1.5217643644805572,1.5531050493325596,1.5856065002901916,1.616947185142194
dr_shed_1,p27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.029935275080906,1.0598705501618122,1.0898058252427185,1.1189320388349515,1.1488673139158576,1.1788025889967637,1.2087378640776698,1.2386731391585761,1.2686084142394822,1.2977346278317152,1.3300970873786409,1.3616504854368932,1.3940129449838188,1.4255663430420713,1.4579288025889967,1.4894822006472492,1.5218446601941749,1.5533980582524272,1.5857605177993528,1.6181229773462784
dr_shed_1,p11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0273092369477912,1.0538152610441767,1.0811244979919679,1.108433734939759,1.1357429718875502,1.1630522088353414,1.189558232931727,1.216867469879518,1.2441767068273093,1.2714859437751005,1.295582329317269,1.3196787148594378,1.3437751004016065,1.3686746987951808,1.3927710843373493,1.416867469879518,1.4409638554216868,1.4650602409638553,1.4899598393574298,1.5140562248995983
dr_shed_1,p10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0268398268398269,1.0536796536796538,1.0813852813852813,1.1082251082251082,1.135064935064935,1.1627705627705627,1.1896103896103896,1.2164502164502164,1.2441558441558442,1.270995670995671,1.2952380952380953,1.3194805194805195,1.3437229437229437,1.367965367965368,1.3922077922077922,1.4164502164502164,1.4406926406926408,1.464935064935065,1.4891774891774892,1.5134199134199133
dr_shed_1,p9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.027602523659306,1.054416403785489,1.0820189274447949,1.108832807570978,1.135646687697161,1.163249211356467,1.1900630914826498,1.2176656151419558,1.2444794952681388,1.2720820189274449,1.2957413249211356,1.3201892744479495,1.3446372239747635,1.3690851735015772,1.3927444794952681,1.417192429022082,1.4416403785488958,1.4660883280757098,1.4905362776025237,1.5141955835962144
dr_shed_1,p8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0268620268620268,1.0543345543345544,1.0811965811965811,1.1080586080586081,1.1355311355311355,1.1623931623931625,1.1898656898656899,1.2167277167277166,1.2442002442002442,1.271062271062271,1.2954822954822955,1.3199023199023199,1.3443223443223444,1.3687423687423688,1.3919413919413919,1.4163614163614164,1.4407814407814408,1.465201465201465,1.4896214896214897,1.514041514041514
dr_shed_1,p34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0356788899900893,1.0713577799801783,1.1070366699702676,1.1417244796828543,1.1774033696729436,1.2130822596630326,1.248761149653122,1.2844400396432112,1.3191278493557979,1.354806739345887,1.3865213082259662,1.417244796828543,1.44796828543112,1.4796828543111993,1.510406342913776,1.5421209117938552,1.5728444003964321,1.6045589692765114,1.635282457879088,1.6669970267591674
dr_shed_1,p33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0350109409190371,1.0707512764405542,1.1057622173595916,1.1415025528811087,1.1772428884026258,1.212253829321663,1.2479941648431803,1.2837345003646974,1.3187454412837345,1.3544857768052516,1.3851203501094091,1.4164843180160467,1.4478482859226842,1.4784828592268418,1.5098468271334793,1.5404814004376368,1.5725747629467541,1.6032093362509117,1.6338439095550692,1.6659372720641867
