,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p1,0.016797146,10.33332393,24.4891,61.15,99.1964,129.7824,132.9422,147.1292,189.3776,283.6126,485.6234,656.3402,765.9874,843.2964,896.2209,959.911,1067.4098,1155.8855,1167.4816,1225.6484,1317.4848
p10,534.6252872,865.8653054,1686.0692,3165.073,4730.9386,5589.4,6386.3291,6570.2133,6915.9533,7582.746,8536.6963,9337.2295,10015.9302,10601.8523,11067.2742,11755.2945,12376.0836,12924.6166,13348.4455,13681.3645,14082.9413
p100,0,0,0.4863,1.315,3.0078,6.9525,13.1714,23.0383,28.8921,42.3991,68.5899,92.7131,113.3546,130.2826,143.8498,157.4219,170.6393,185.9085,203.8483,223.0805,238.118
p101,8.377123095,26.91038637,62.0492,106.2996,210.8067,424.575,750.7452,1251.7242,2055.3884,3285.1639,5210.8151,7126.5237,7561.4251,8004.5933,8368.859,8896.1167,9341.1857,9627.6234,9781.5788,9989.1915,10785.9849
p102,5.087078563,14.23755315,24.725,45.4053,111.6946,217.6661,362.5314,600.8881,994.5405,1595.689,2577.4326,3539.1609,3711.2611,3893.1814,4037.9776,4264.6027,4463.2671,4590.2455,4678.9171,4793.612,5204.4168
p103,0,0,12.7878,25.1196,44.6497,60.439,83.6818,129.4597,241.8319,506.7162,1023.5837,1651.7002,2324.4949,2953.1081,3491.3396,3980.9237,4388.1051,4807.6104,5255.9889,5736.6103,6052.8059
p104,0,0,0.9815,2.1669,3.7457,4.8019,6.2717,9.2017,15.9119,30.1785,54.7834,82.9533,112.2951,139.9761,163.4644,188.7372,211.8932,237.7152,270.0864,303.5853,329.822
p105,0,0,3.5358,9.372,43.2978,65.671,99.0571,116.5463,156.5822,245.8512,443.1547,665.0077,887.6754,1104.9391,1314.2676,1539.479,1765.2758,2031.5945,2311.0421,2561.3233,2732.3148
p106,0,0,1.1961,3.3287,14.4861,23.7261,39.1968,43.9929,54.2277,78.646,147.3739,215.3929,280.8672,344.3341,408.9295,487.3519,571.0232,671.4062,767.4893,848.8927,900.6775
p107,0,0,1.5271,4.4283,20.0538,41.4901,67.6469,80.1881,110.4335,176.8992,325.5479,495.2568,669.7959,846.7222,1020.5511,1199.1599,1368.1996,1544.1861,1703.5347,1837.065,1927.9514
p108,0,0,0.1529,0.6977,5.0682,5.0682,5.0682,5.0682,5.0682,5.0999,6.31,7.8931,9.8834,12.4934,15.8357,20.4211,26.1757,33.8509,43.3949,55.4411,67.468
p109,0,0,0.1276,0.4971,4.5866,4.5866,4.5866,4.5866,4.5866,4.7866,7.6226,11.5692,17.2601,25.7517,38.1911,56.4158,82.7194,121.4191,175.9268,251.0177,346.0645
p11,107.3777754,132.949176,225.2913,483.8802,733.3345,918.0065,1087.9049,1115.4342,1159.4938,1248.2637,1390.3817,1509.4234,1610.8182,1701.854,1748.8251,1888.0546,2008.5789,2118.9325,2198.8428,2268.0573,2336.9606
p110,0,0,0.0559,0.199,2.1603,2.1603,2.1603,2.1603,2.1603,2.1608,2.6144,3.2041,4.0465,5.1791,6.6446,8.6558,11.2773,14.7946,19.2263,24.645,31.0602
p111,0.030012846,18.41141759,24.1864,30.2168,43.5461,56.0909,75.0914,105.2696,154.5594,236.0759,372.425,566.8347,826.8122,1150.7232,1526.009,1673.7835,1840.0111,2027.9271,2230.5218,2427.7006,2614.8317
p112,0,15.96889695,36.8789,45.1796,62.967,73.3088,89.1311,114.8982,158.5645,233.2948,366.807,560.2744,825.6563,1164.1332,1561.349,1743.4035,1938.3678,2151.8306,2375.2416,2589.108,2792.114
p113,0.00074308,3.858751976,6.1053,7.652,11.2375,15.0275,21.017,30.6303,46.2758,71.6977,113.6307,173.592,253.0453,349.9844,458.9607,495.7578,533.8233,573.5303,613.9787,651.5365,684.099
p114,0,5.660933492,10.8774,12.9281,17.4781,19.3123,22.4236,27.7185,36.9189,52.5751,81.5072,124.8085,186.4299,267.8092,368.4068,421.6107,484.1731,558.7089,642.7532,729.4321,810.3212
p115,0.438228156,35.5977707,56.5177,67.4763,87.1115,116.4527,162.0375,229.854,336.1422,494.4188,763.8457,814.224,862.9822,907.6248,948.134,998.9767,1043.7932,1093.3921,1151.1997,1202.1275,1256.0054
p116,0,0,22.7498,37.1517,51.4462,60.9966,69.9302,83.7197,106.507,140.4651,192.5849,254.0396,323.376,398.522,417.8123,447.6154,482.2795,524.0652,574.6979,627.31,681.6253
p117,0,0,2.4806,3.5147,4.3393,4.3716,4.3965,4.4572,4.8792,6.1146,8.8951,13.0634,19.3815,28.8512,35.4966,53.8887,79.4712,113.9476,158.3479,211.4123,270.6136
p118,0,0,2.256,4.7283,9.4559,13.0743,18.952,29.9414,37.743,61.1957,117.4109,180.071,256.503,349.8343,450.4686,552.1377,639.9746,728.2198,813.7955,901.3418,966.9186
p119,0.123533323,4.106571736,9.5147,11.2701,13.869,16.8997,20.7475,26.3752,35.5951,50.0047,74.6296,80.7227,87.2167,93.3641,98.4505,103.6067,108.186,114.0833,122.1881,128.6229,134.9581
p12,0.408189973,14.22757422,29.8588,71.4208,90.0625,94.2432,97.1825,104.5805,125.2255,162.0483,213.8003,245.8351,273.4569,298.401,316.84,334.5012,354.169,369.232,375.2769,382.9284,398.0348
p120,0.304902382,2.880211639,7.5404,8.8595,10.7203,12.4946,14.8947,18.5314,24.658,34.168,50.0309,55.7557,60.5709,65.3025,69.6687,76.1376,81.2671,86.779,93.2782,98.5777,103.6445
p121,0,8.308360209,28.6365,80.1959,111.5671,121.2821,122.6772,126.0572,142.6488,174.4995,191.7576,205.1162,215.908,224.688,231.2049,237.5866,243.0788,249.5382,257.5897,266.0727,275.3423
p122,2.438565672,132.0154459,149.6526,192.1672,283.7296,454.1306,676.3435,1004.0098,1507.348,2262.9637,3473.028,3682.2355,3860.2606,4002.7291,4116.4963,4318.218,4502.2748,4783.398,5158.3348,5440.4823,5693.7836
p123,0.002115553,75.49163979,173.0251,556.0188,837.016,974.0563,1046.0455,1135.093,1315.6169,1606.4392,1781.5297,1922.8752,2040.6572,2144.4002,2235.2462,2317.8355,2388.3839,2468.7809,2577.4263,2672.0072,2762.5659
p124,0,0,0.069,0.1806,0.3178,0.5415,0.9413,1.6425,2.0325,3.8508,8.1117,12.8493,17.7705,22.8135,27.7041,32.6014,37.0995,41.6662,47.5857,52.6373,56.2745
p125,0.947636682,17.6,27.561,62.1679,92.3669,117.8842,141.9056,174.2289,230.4904,325.5752,387.0682,433.7656,480.0702,516.3937,547.7256,577.9184,606.2059,638.8838,672.7283,697.7231,721.6918
p126,4.57672123,816.9,1210.57,1625.2456,2169.931,2504.7267,2718.3125,2917.9659,3194.2094,3639.279,4307.6838,4419.9134,4536.2857,4652.9984,4770.8088,4887.6808,4999.4555,5139.3295,5291.5651,5423.749,5549.9848
