r,szn,ddtype,t,Value
p47,fall,cdd,2010,182.7379015
p47,fall,hdd,2010,111.3970608
p47,spri,cdd,2010,147.76796130000002
p47,spri,hdd,2010,333.053928
p47,summ,cdd,2010,736.3591851
p47,summ,hdd,2010,1.5536224840000001
p47,wint,cdd,2010,9.472493066
p47,wint,hdd,2010,1377.952067
p48,fall,cdd,2010,187.4431695
p48,fall,hdd,2010,113.7257979
p48,spri,cdd,2010,138.5370466
p48,spri,hdd,2010,391.8242052
p48,summ,cdd,2010,745.9179009
p48,summ,hdd,2010,1.85600188
p48,wint,cdd,2010,7.2533639270000005
p48,wint,hdd,2010,1496.780192
p49,fall,cdd,2010,173.92054240000002
p49,fall,hdd,2010,158.91806709999997
p49,spri,cdd,2010,96.21742249
p49,spri,hdd,2010,526.5929159
p49,summ,cdd,2010,731.1181641
p49,summ,hdd,2010,3.203455077
p49,wint,cdd,2010,4.287453492
p49,wint,hdd,2010,1783.313938
p50,fall,cdd,2010,260.51374649999997
p50,fall,hdd,2010,73.47866482
p50,spri,cdd,2010,171.5696886
p50,spri,hdd,2010,343.9253404
p50,summ,cdd,2010,907.0340305
p50,summ,hdd,2010,0.204245597
p50,wint,cdd,2010,15.17357932
p50,wint,hdd,2010,1470.757785
p51,fall,cdd,2010,237.9829068
p51,fall,hdd,2010,79.34311761
p51,spri,cdd,2010,156.40794540000002
p51,spri,hdd,2010,368.38941789999996
p51,summ,cdd,2010,875.7045492000001
p51,summ,hdd,2010,0.39102878799999996
p51,wint,cdd,2010,13.32373831
p51,wint,hdd,2010,1553.849148
p52,fall,cdd,2010,146.64654199999998
p52,fall,hdd,2010,212.1820068
p52,spri,cdd,2010,69.15280236
p52,spri,hdd,2010,653.2291667000001
p52,summ,cdd,2010,645.7651774
p52,summ,hdd,2010,9.150987201
p52,wint,cdd,2010,2.47128884
p52,wint,hdd,2010,2015.0610350000002
p53,fall,cdd,2010,176.5403578
p53,fall,hdd,2010,142.539232
p53,spri,cdd,2010,101.4627584
p53,spri,hdd,2010,540.7542927999999
p53,summ,cdd,2010,764.8029243
p53,summ,hdd,2010,3.112752173
p53,wint,cdd,2010,4.963038762
p53,wint,hdd,2010,1940.20969
p54,fall,cdd,2010,159.35709640000002
p54,fall,hdd,2010,152.1496243
p54,spri,cdd,2010,91.15115696
p54,spri,hdd,2010,580.8084446
p54,summ,cdd,2010,714.925198
p54,summ,hdd,2010,4.749693341
p54,wint,cdd,2010,4.061587652
p54,wint,hdd,2010,2042.7718100000002
p55,fall,cdd,2010,171.0855442
p55,fall,hdd,2010,120.7227495
p55,spri,cdd,2010,95.24809096
p55,spri,hdd,2010,506.45446780000003
p55,summ,cdd,2010,713.0457221
p55,summ,hdd,2010,3.1417290369999997
p55,wint,cdd,2010,6.674787202999999
p55,wint,hdd,2010,1792.875434
p56,fall,cdd,2010,208.7159899
p56,fall,hdd,2010,85.5013699
p56,spri,cdd,2010,117.12375220000001
p56,spri,hdd,2010,406.0794746
p56,summ,cdd,2010,767.6601156
p56,summ,hdd,2010,1.09937999
p56,wint,cdd,2010,9.388751983999999
p56,wint,hdd,2010,1559.4746910000001
p57,fall,cdd,2010,335.5527412
p57,fall,hdd,2010,25.72833803
p57,spri,cdd,2010,221.1613464
p57,spri,hdd,2010,210.36839799999998
p57,summ,cdd,2010,982.0095485999999
p57,summ,hdd,2010,0.042062692
p57,wint,cdd,2010,31.83760537
p57,wint,hdd,2010,1080.764635
p58,fall,cdd,2010,393.163859
p58,fall,hdd,2010,12.97226376
p58,spri,cdd,2010,293.62487789999994
p58,spri,hdd,2010,134.67014740000002
p58,summ,cdd,2010,942.3999023
p58,summ,hdd,2010,0.012712152
p58,wint,cdd,2010,75.926946
p58,wint,hdd,2010,761.6843669
p59,fall,cdd,2010,231.9632806
p59,fall,hdd,2010,57.92816162
p59,spri,cdd,2010,201.82915580000002
p59,spri,hdd,2010,200.37272140000002
p59,summ,cdd,2010,902.9490152999999
p59,summ,hdd,2010,0.094748785
p59,wint,cdd,2010,8.483892017
p59,wint,hdd,2010,1129.2765980000001
p60,fall,cdd,2010,274.54506769999995
p60,fall,hdd,2010,56.44576603
p60,spri,cdd,2010,243.99285209999996
p60,spri,hdd,2010,255.128462
p60,summ,cdd,2010,929.6826172
p60,summ,hdd,2010,0.312430792
p60,wint,cdd,2010,19.21754625
p60,wint,hdd,2010,1201.634386
p61,fall,cdd,2010,301.54337569999996
p61,fall,hdd,2010,38.07711283
p61,spri,cdd,2010,277.8247748
p61,spri,hdd,2010,189.6130202
p61,summ,cdd,2010,931.0179985999999
p61,summ,hdd,2010,0.13038908400000002
p61,wint,cdd,2010,23.28577677
p61,wint,hdd,2010,1018.501044
p62,fall,cdd,2010,279.7280036
p62,fall,hdd,2010,47.76652866
p62,spri,cdd,2010,276.4057414
p62,spri,hdd,2010,194.24426609999998
p62,summ,cdd,2010,948.9049615
p62,summ,hdd,2010,0.042463060999999996
p62,wint,cdd,2010,18.67909749
p62,wint,hdd,2010,1051.008775
p63,fall,cdd,2010,350.5052016
p63,fall,hdd,2010,26.14339617
p63,spri,cdd,2010,235.84494700000002
p63,spri,hdd,2010,200.8080377
p63,summ,cdd,2010,1012.362128
p63,summ,hdd,2010,0.10215145
p63,wint,cdd,2010,31.67083316
p63,wint,hdd,2010,1046.499227
p64,fall,cdd,2010,402.7738444
p64,fall,hdd,2010,12.37045818
p64,spri,cdd,2010,321.65629069999994
p64,spri,hdd,2010,128.02992079999999
p64,summ,cdd,2010,993.9718288999999
p64,summ,hdd,2010,0.049992447999999995
p64,wint,cdd,2010,63.43824599
p64,wint,hdd,2010,778.9853244
p65,fall,cdd,2010,478.15979000000004
p65,fall,hdd,2010,6.657655504
p65,spri,cdd,2010,446.6365221
p65,spri,hdd,2010,70.8882565
p65,summ,cdd,2010,1034.131538
p65,summ,hdd,2010,0.004643036
p65,wint,cdd,2010,133.6114332
p65,wint,hdd,2010,546.4413112999999
p66,fall,cdd,2010,389.4953749
p66,fall,hdd,2010,11.11159643
p66,spri,cdd,2010,302.8704495
p66,spri,hdd,2010,125.99409320000001
p66,summ,cdd,2010,954.9970839
p66,summ,hdd,2010,0.00239828
p66,wint,cdd,2010,61.679170400000004
p66,wint,hdd,2010,774.1541206
p67,fall,cdd,2010,425.61106359999997
p67,fall,hdd,2010,5.880790287000001
p67,spri,cdd,2010,345.1027425
p67,spri,hdd,2010,94.50926887
p67,summ,cdd,2010,959.7823079
p67,summ,hdd,2010,1.04037e-09
p67,wint,cdd,2010,80.3589291
p67,wint,hdd,2010,633.1143528
p68,fall,cdd,2010,73.95863851
p68,fall,hdd,2010,325.1681519
p68,spri,cdd,2010,37.33608246
p68,spri,hdd,2010,990.5855306
p68,summ,cdd,2010,396.6927422
p68,summ,hdd,2010,37.910118100000005
p68,wint,cdd,2010,0.5604334670000001
p68,wint,hdd,2010,2893.446452
p69,fall,cdd,2010,87.17816671
p69,fall,hdd,2010,291.2820774
p69,spri,cdd,2010,43.7594435
p69,spri,hdd,2010,914.9359809
p69,summ,cdd,2010,447.7097914
p69,summ,hdd,2010,25.43160121
p69,wint,cdd,2010,1.2743005490000001
p69,wint,hdd,2010,2714.8074
p70,fall,cdd,2010,113.827947
p70,fall,hdd,2010,234.6399265
p70,spri,cdd,2010,56.49415334
p70,spri,hdd,2010,794.6794298
p70,summ,cdd,2010,531.7923991
p70,summ,hdd,2010,15.06698714
p70,wint,cdd,2010,1.909109486
p70,wint,hdd,2010,2482.960069
p71,fall,cdd,2010,146.7449782
p71,fall,hdd,2010,174.2574056
p71,spri,cdd,2010,74.91802639
p71,spri,hdd,2010,663.3308919
p71,summ,cdd,2010,650.5122206
p71,summ,hdd,2010,6.738210784
p71,wint,cdd,2010,3.6266795789999997
p71,wint,hdd,2010,2173.191189
p72,fall,cdd,2010,176.49483569999998
p72,fall,hdd,2010,129.50210570000002
p72,spri,cdd,2010,95.34404331
p72,spri,hdd,2010,547.6595052
p72,summ,cdd,2010,740.064426
p72,summ,hdd,2010,2.9019154439999997
p72,wint,cdd,2010,5.891314082999999
p72,wint,hdd,2010,1914.270291
p73,fall,cdd,2010,153.2867093
p73,fall,hdd,2010,138.79156319999998
p73,spri,cdd,2010,83.80863614
p73,spri,hdd,2010,546.0866292000001
p73,summ,cdd,2010,659.9104818
p73,summ,hdd,2010,4.439024395
p73,wint,cdd,2010,5.409898758
p73,wint,hdd,2010,1887.073161
p74,fall,cdd,2010,26.67449951
p74,fall,hdd,2010,417.7186415
p74,spri,cdd,2010,10.14312426
p74,spri,hdd,2010,1272.535807
p74,summ,cdd,2010,180.2149455
p74,summ,hdd,2010,144.7251553
p74,wint,cdd,2010,0.116142945
p74,wint,hdd,2010,2827.066786
p75,fall,cdd,2010,45.09499868
p75,fall,hdd,2010,374.61140950000004
p75,spri,cdd,2010,17.99013138
p75,spri,hdd,2010,1121.726074
p75,summ,cdd,2010,280.1656596
p75,summ,hdd,2010,79.63055929
p75,wint,cdd,2010,0.580712888
p75,wint,hdd,2010,2777.517361
p76,fall,cdd,2010,62.84441206
p76,fall,hdd,2010,336.10877139999997
p76,spri,cdd,2010,29.80433358
p76,spri,hdd,2010,1027.470161
p76,summ,cdd,2010,349.0826077
p76,summ,hdd,2010,55.92494117
p76,wint,cdd,2010,0.881387062
p76,wint,hdd,2010,2702.056749
p77,fall,cdd,2010,73.70054457
p77,fall,hdd,2010,323.63376189999997
p77,spri,cdd,2010,33.91478644
p77,spri,hdd,2010,988.4799533
p77,summ,cdd,2010,379.4378323
p77,summ,hdd,2010,43.293024700000004
p77,wint,cdd,2010,1.165249745
p77,wint,hdd,2010,2742.8312170000004
p78,fall,cdd,2010,79.52734205
p78,fall,hdd,2010,307.2058784
p78,spri,cdd,2010,37.93211619
p78,spri,hdd,2010,967.0177544
p78,summ,cdd,2010,400.1950751
p78,summ,hdd,2010,39.59248861
p78,wint,cdd,2010,0.859844353
p78,wint,hdd,2010,2635.778809
p79,fall,cdd,2010,82.24856906
p79,fall,hdd,2010,271.62189060000003
p79,spri,cdd,2010,32.14918349
p79,spri,hdd,2010,978.6720785
p79,summ,cdd,2010,400.262146
p79,summ,hdd,2010,48.81551531
p79,wint,cdd,2010,0.6362946829999999
p79,wint,hdd,2010,2466.657986
p80,fall,cdd,2010,113.26353290000002
p80,fall,hdd,2010,226.0262892
p80,spri,cdd,2010,51.15493774
p80,spri,hdd,2010,849.5007324
p80,summ,cdd,2010,520.8944702
p80,summ,hdd,2010,24.89748213
p80,wint,cdd,2010,1.334737672
p80,wint,hdd,2010,2341.533203
p81,fall,cdd,2010,163.4809197
p81,fall,hdd,2010,148.04082230000003
p81,spri,cdd,2010,84.78641934
p81,spri,hdd,2010,595.4955377
p81,summ,cdd,2010,679.2418077000001
p81,summ,hdd,2010,5.111304389
p81,wint,cdd,2010,4.659390978999999
p81,wint,hdd,2010,2017.4084469999998
p82,fall,cdd,2010,143.3538649
p82,fall,hdd,2010,185.78397959999998
p82,spri,cdd,2010,73.27407837
p82,spri,hdd,2010,692.5864665
p82,summ,cdd,2010,615.7678901
p82,summ,hdd,2010,8.632685873
p82,wint,cdd,2010,3.536097738
p82,wint,hdd,2010,2196.416423
p83,fall,cdd,2010,149.9928284
p83,fall,hdd,2010,172.5577121
p83,spri,cdd,2010,72.2953203
p83,spri,hdd,2010,669.1564262999999
p83,summ,cdd,2010,623.7553575000001
p83,summ,hdd,2010,7.537488937000001
p83,wint,cdd,2010,3.3036981689999996
p83,wint,hdd,2010,2135.8752440000003
p84,fall,cdd,2010,184.9094476
p84,fall,hdd,2010,111.0585785
p84,spri,cdd,2010,107.06161499999999
p84,spri,hdd,2010,465.11617019999994
p84,summ,cdd,2010,751.8438043
p84,summ,hdd,2010,2.156759103
p84,wint,cdd,2010,6.590588887999999
p84,wint,hdd,2010,1737.0693629999998
p85,fall,cdd,2010,277.4718391
p85,fall,hdd,2010,52.76083204
p85,spri,cdd,2010,170.1226128
p85,spri,hdd,2010,303.63433839999993
p85,summ,cdd,2010,913.2238091
p85,summ,hdd,2010,0.192041265
p85,wint,cdd,2010,14.87680117
p85,wint,hdd,2010,1348.940023
p86,fall,cdd,2010,349.2673069
p86,fall,hdd,2010,27.30178621
p86,spri,cdd,2010,232.8268094
p86,spri,hdd,2010,204.43749319999998
p86,summ,cdd,2010,978.8589138
p86,summ,hdd,2010,0.05803477
p86,wint,cdd,2010,36.64701674
p86,wint,hdd,2010,1039.974772
p87,fall,cdd,2010,342.57036
p87,fall,hdd,2010,26.06411616
p87,spri,cdd,2010,224.74375409999996
p87,spri,hdd,2010,199.506429
p87,summ,cdd,2010,914.4563802000001
p87,summ,hdd,2010,0.04701828
p87,wint,cdd,2010,37.47283088
p87,wint,hdd,2010,1009.3648949999999
p88,fall,cdd,2010,275.5620151
p88,fall,hdd,2010,48.6521954
p88,spri,cdd,2010,164.5434062
p88,spri,hdd,2010,295.0675117
p88,summ,cdd,2010,861.449924
p88,summ,hdd,2010,0.23014557
p88,wint,cdd,2010,16.92616251
p88,wint,hdd,2010,1283.254801
p89,fall,cdd,2010,254.3096076
p89,fall,hdd,2010,48.41526031
p89,spri,cdd,2010,145.23827450000002
p89,spri,hdd,2010,307.8683472
p89,summ,cdd,2010,803.5824924
p89,summ,hdd,2010,0.298807489
p89,wint,cdd,2010,15.53427802
p89,wint,hdd,2010,1285.823568
p90,fall,cdd,2010,317.8522407
p90,fall,hdd,2010,26.58594131
p90,spri,cdd,2010,201.52053830000003
