r,szn,ddtype,t,Value
p1,fall,cdd,2010,4.067394733
p1,fall,hdd,2010,468.60002310000004
p1,spri,cdd,2010,1.702038315
p1,spri,hdd,2010,946.904975
p1,summ,cdd,2010,49.62209489999999
p1,summ,hdd,2010,324.7939046
p1,wint,cdd,2010,0.00386196
p1,wint,hdd,2010,1865.85395
p2,fall,cdd,2010,14.38286357
p2,fall,hdd,2010,367.39417180000004
p2,spri,cdd,2010,6.225141419
p2,spri,hdd,2010,812.9509820000001
p2,summ,cdd,2010,139.61340159999997
p2,summ,hdd,2010,204.7726101
p2,wint,cdd,2010,0.178846518
p2,wint,hdd,2010,1777.1390789999998
p3,fall,cdd,2010,13.27507867
p3,fall,hdd,2010,419.7170681
p3,spri,cdd,2010,6.72012488
p3,spri,hdd,2010,848.7394206
p3,summ,cdd,2010,201.4002313
p3,summ,hdd,2010,127.76941090000001
p3,wint,cdd,2010,0.136208079
p3,wint,hdd,2010,2131.713732
p4,fall,cdd,2010,26.61662843
p4,fall,hdd,2010,327.2508409
p4,spri,cdd,2010,10.93212234
p4,spri,hdd,2010,685.5162217999999
p4,summ,cdd,2010,315.151062
p4,summ,hdd,2010,55.06151835
p4,wint,cdd,2010,0.8754777909999999
p4,wint,hdd,2010,2072.471381
p5,fall,cdd,2010,13.18939103
p5,fall,hdd,2010,359.426473
p5,spri,cdd,2010,4.773458375
p5,spri,hdd,2010,853.5570610999999
p5,summ,cdd,2010,96.224823
p5,summ,hdd,2010,207.5136651
p5,wint,cdd,2010,0.036956283
p5,wint,hdd,2010,1687.781982
p6,fall,cdd,2010,12.4157344
p6,fall,hdd,2010,364.67675099999997
p6,spri,cdd,2010,4.381536378
p6,spri,hdd,2010,935.1845973999999
p6,summ,cdd,2010,106.6835531
p6,summ,hdd,2010,192.2439406
p6,wint,cdd,2010,0.009817414
p6,wint,hdd,2010,1728.7764489999997
p7,fall,cdd,2010,12.54275004
p7,fall,hdd,2010,453.2424927
p7,spri,cdd,2010,4.425646994
p7,spri,hdd,2010,1012.7115210000001
p7,summ,cdd,2010,182.9618835
p7,summ,hdd,2010,147.3329502
p7,wint,cdd,2010,0.001785441
p7,wint,hdd,2010,2264.561225
p8,fall,cdd,2010,9.750938416
p8,fall,hdd,2010,429.58462189999995
p8,spri,cdd,2010,2.8495473330000003
p8,spri,hdd,2010,1075.204739
p8,summ,cdd,2010,125.85611979999999
p8,summ,hdd,2010,177.3443095
p8,wint,cdd,2010,0.001172251
p8,wint,hdd,2010,2083.711887
p9,fall,cdd,2010,117.39179820000001
p9,fall,hdd,2010,110.4797024
p9,spri,cdd,2010,41.87989553
p9,spri,hdd,2010,465.0978258
p9,summ,cdd,2010,340.78925239999995
p9,summ,hdd,2010,72.75878906
p9,wint,cdd,2010,0.690626436
p9,wint,hdd,2010,1067.201199
p10,fall,cdd,2010,221.34928390000002
p10,fall,hdd,2010,65.32822927
p10,spri,cdd,2010,92.48275757
p10,spri,hdd,2010,358.55102539999996
p10,summ,cdd,2010,571.6166857000001
p10,summ,hdd,2010,24.22410965
p10,wint,cdd,2010,15.27183109
p10,wint,hdd,2010,870.7810465
p11,fall,cdd,2010,195.2350362
p11,fall,hdd,2010,72.8517829
p11,spri,cdd,2010,58.79960802
p11,spri,hdd,2010,384.5465427
p11,summ,cdd,2010,501.5207926
p11,summ,hdd,2010,18.11750624
p11,wint,cdd,2010,11.16968685
p11,wint,hdd,2010,839.0038384
p12,fall,cdd,2010,27.01147291
p12,fall,hdd,2010,369.83520510000005
p12,spri,cdd,2010,7.626050843
p12,spri,hdd,2010,975.007392
p12,summ,cdd,2010,246.10904269999997
p12,summ,hdd,2010,98.15163506
p12,wint,cdd,2010,0.08766993099999999
p12,wint,hdd,2010,2090.592177
p13,fall,cdd,2010,267.9551527
p13,fall,hdd,2010,88.31853231
p13,spri,cdd,2010,172.2871738
p13,spri,hdd,2010,315.6087918
p13,summ,cdd,2010,975.8670383
p13,summ,hdd,2010,4.9906200830000005
p13,wint,cdd,2010,14.81893116
p13,wint,hdd,2010,1182.15861
p14,fall,cdd,2010,6.960799429
p14,fall,hdd,2010,507.047526
p14,spri,cdd,2010,3.1532793569999997
p14,spri,hdd,2010,1015.0371640000001
p14,summ,cdd,2010,115.3836229
p14,summ,hdd,2010,192.98217769999997
p14,wint,cdd,2010,0.003303659
p14,wint,hdd,2010,2255.321859
p15,fall,cdd,2010,43.89123705
p15,fall,hdd,2010,325.62730580000004
p15,spri,cdd,2010,16.98344443
p15,spri,hdd,2010,780.2553982000001
p15,summ,cdd,2010,381.08398439999996
p15,summ,hdd,2010,76.90873888
p15,wint,cdd,2010,2.5095300000000004e-07
p15,wint,hdd,2010,2056.577284
p16,fall,cdd,2010,9.798418681
p16,fall,hdd,2010,496.45874019999997
p16,spri,cdd,2010,3.1689055760000002
p16,spri,hdd,2010,1115.69085
p16,summ,cdd,2010,138.48910859999998
p16,summ,hdd,2010,153.3684625
p16,wint,cdd,2010,0.000156036
p16,wint,hdd,2010,2578.621962
p17,fall,cdd,2010,1.997166872
p17,fall,hdd,2010,691.7253282
p17,spri,cdd,2010,0.554756986
p17,spri,hdd,2010,1322.481689
p17,summ,cdd,2010,39.89584181
p17,summ,hdd,2010,365.3194512
p17,wint,cdd,2010,0.000124005
p17,wint,hdd,2010,2803.74566
p18,fall,cdd,2010,9.34700754
p18,fall,hdd,2010,572.4796549
p18,spri,cdd,2010,1.587342024
p18,spri,hdd,2010,1243.559977
p18,summ,cdd,2010,97.28567335
p18,summ,hdd,2010,258.2616001
p18,wint,cdd,2010,0.047675590999999996
p18,wint,hdd,2010,2694.4745550000002
p19,fall,cdd,2010,31.65940179
p19,fall,hdd,2010,472.3860677
p19,spri,cdd,2010,6.62595431
p19,spri,hdd,2010,1137.7931039999999
p19,summ,cdd,2010,253.9020623
p19,summ,hdd,2010,88.06215922
p19,wint,cdd,2010,1.5809117419999998
p19,wint,hdd,2010,3049.809842
p20,fall,cdd,2010,29.79181502
p20,fall,hdd,2010,387.894694
p20,spri,cdd,2010,5.375196669
p20,spri,hdd,2010,952.0116509
p20,summ,cdd,2010,269.2935859
p20,summ,hdd,2010,74.71727159
p20,wint,cdd,2010,0.29503785899999996
p20,wint,hdd,2010,2418.044434
p21,fall,cdd,2010,5.497777727000001
p21,fall,hdd,2010,621.2453206
p21,spri,cdd,2010,0.9498188890000001
p21,spri,hdd,2010,1369.599474
p21,summ,cdd,2010,95.92064752
p21,summ,hdd,2010,295.0328912
p21,wint,cdd,2010,0.001539929
p21,wint,hdd,2010,2943.663466
p22,fall,cdd,2010,18.36931652
p22,fall,hdd,2010,530.8291626
p22,spri,cdd,2010,1.2935653
p22,spri,hdd,2010,1187.561713
p22,summ,cdd,2010,185.0169542
p22,summ,hdd,2010,200.6071981
p22,wint,cdd,2010,0.036403276
p22,wint,hdd,2010,2729.066026
p23,fall,cdd,2010,29.81050491
p23,fall,hdd,2010,429.974467
p23,spri,cdd,2010,3.4269695810000003
p23,spri,hdd,2010,1045.454441
p23,summ,cdd,2010,274.3977695
p23,summ,hdd,2010,86.66844686
p23,wint,cdd,2010,0.18811144800000001
p23,wint,hdd,2010,2577.9985890000003
p24,fall,cdd,2010,16.8820964
p24,fall,hdd,2010,449.47957360000004
p24,spri,cdd,2010,2.014084127
p24,spri,hdd,2010,1131.6535099999999
p24,summ,cdd,2010,195.59770369999998
p24,summ,hdd,2010,118.99609040000001
p24,wint,cdd,2010,0.000675731
p24,wint,hdd,2010,2533.173557
p25,fall,cdd,2010,46.84105343
p25,fall,hdd,2010,360.9705268
p25,spri,cdd,2010,21.02189806
p25,spri,hdd,2010,905.2221002
p25,summ,cdd,2010,391.2038506
p25,summ,hdd,2010,79.00374519
p25,wint,cdd,2010,0.069232215
p25,wint,hdd,2010,2225.325521
p26,fall,cdd,2010,6.543045574
p26,fall,hdd,2010,591.2150065000001
p26,spri,cdd,2010,2.338567045
p26,spri,hdd,2010,1287.02691
p26,summ,cdd,2010,110.81242879999999
p26,summ,hdd,2010,261.520284
p26,wint,cdd,2010,1.18318e-10
p26,wint,hdd,2010,2863.002658
p27,fall,cdd,2010,237.6904127
p27,fall,hdd,2010,96.10055712
p27,spri,cdd,2010,142.13225469999998
p27,spri,hdd,2010,372.2155762
p27,summ,cdd,2010,883.5491265
p27,summ,hdd,2010,2.854255305
p27,wint,cdd,2010,9.25602489
p27,wint,hdd,2010,1245.541857
p28,fall,cdd,2010,424.5380995
p28,fall,hdd,2010,33.13604143
p28,spri,cdd,2010,286.0007392
p28,spri,hdd,2010,166.7636956
p28,summ,cdd,2010,1158.227539
p28,summ,hdd,2010,1.629909674
p28,wint,cdd,2010,29.45127911
p28,wint,hdd,2010,753.4831407
p29,fall,cdd,2010,47.0566135
p29,fall,hdd,2010,266.3771227
p29,spri,cdd,2010,14.69134543
p29,spri,hdd,2010,759.4966634
p29,summ,cdd,2010,374.7713555
p29,summ,hdd,2010,42.52398597
p29,wint,cdd,2010,5.51427e-06
p29,wint,hdd,2010,1969.6622719999998
p30,fall,cdd,2010,381.2778049
p30,fall,hdd,2010,26.0354805
p30,spri,cdd,2010,255.98697239999998
p30,spri,hdd,2010,155.6359524
p30,summ,cdd,2010,1040.0861949999999
p30,summ,hdd,2010,0.288862222
p30,wint,cdd,2010,25.88953018
p30,wint,hdd,2010,690.7331
p31,fall,cdd,2010,76.02067735
p31,fall,hdd,2010,223.3452013
p31,spri,cdd,2010,40.27768029
p31,spri,hdd,2010,614.3928358
p31,summ,cdd,2010,468.4027438999999
p31,summ,hdd,2010,24.805335999999997
p31,wint,cdd,2010,0.9441167779999999
p31,wint,hdd,2010,1798.026937
p32,fall,cdd,2010,58.62467024
p32,fall,hdd,2010,400.3842841
p32,spri,cdd,2010,16.11506356
p32,spri,hdd,2010,1029.301826
p32,summ,cdd,2010,343.9228312
p32,summ,hdd,2010,92.35093011
p32,wint,cdd,2010,1.382536623
p32,wint,hdd,2010,2572.9226350000004
p33,fall,cdd,2010,38.10186174
p33,fall,hdd,2010,371.2978448
p33,spri,cdd,2010,11.07551045
p33,spri,hdd,2010,999.7005887
p33,summ,cdd,2010,285.28025310000004
p33,summ,hdd,2010,122.44139779999999
p33,wint,cdd,2010,0.054995202
p33,wint,hdd,2010,2289.989692
p34,fall,cdd,2010,36.65679932
p34,fall,hdd,2010,366.91263829999997
p34,spri,cdd,2010,11.5386592
p34,spri,hdd,2010,971.8678792000002
p34,summ,cdd,2010,275.00196669999997
p34,summ,hdd,2010,111.4032237
p34,wint,cdd,2010,0.104240874
p34,wint,hdd,2010,2273.267687
p35,fall,cdd,2010,39.70177121
p35,fall,hdd,2010,446.795383
p35,spri,cdd,2010,10.3846603
p35,spri,hdd,2010,1066.4061140000001
p35,summ,cdd,2010,307.0468818
p35,summ,hdd,2010,74.06887478
p35,wint,cdd,2010,2.421205839
p35,wint,hdd,2010,2938.30485
p36,fall,cdd,2010,41.15342882
p36,fall,hdd,2010,447.9950629
p36,spri,cdd,2010,13.85039753
p36,spri,hdd,2010,1129.408095
p36,summ,cdd,2010,297.2510783
p36,summ,hdd,2010,77.53201803
p36,wint,cdd,2010,0.833001799
p36,wint,hdd,2010,3098.564996
p37,fall,cdd,2010,37.68315633
p37,fall,hdd,2010,449.7805786
p37,spri,cdd,2010,21.79540422
p37,spri,hdd,2010,1154.5185
p37,summ,cdd,2010,303.1574164
p37,summ,hdd,2010,75.60979207
p37,wint,cdd,2010,0.175789015
p37,wint,hdd,2010,3257.0157879999997
p38,fall,cdd,2010,79.31362576
p38,fall,hdd,2010,331.9580078
p38,spri,cdd,2010,31.71310637
p38,spri,hdd,2010,943.4724257000001
p38,summ,cdd,2010,425.3952365
p38,summ,hdd,2010,38.16453722
p38,wint,cdd,2010,1.046637297
p38,wint,hdd,2010,2807.4764
p39,fall,cdd,2010,65.67141639
p39,fall,hdd,2010,319.832628
p39,spri,cdd,2010,25.53679572
p39,spri,hdd,2010,886.0384115
p39,summ,cdd,2010,410.48946800000004
p39,summ,hdd,2010,38.90222338
p39,wint,cdd,2010,1.07107136
p39,wint,hdd,2010,2364.7954640000003
p40,fall,cdd,2010,111.4386241
p40,fall,hdd,2010,259.96777000000003
p40,spri,cdd,2010,54.88383823
p40,spri,hdd,2010,777.9949272999999
p40,summ,cdd,2010,548.4711372
p40,summ,hdd,2010,17.48963568
p40,wint,cdd,2010,2.7114642989999997
p40,wint,hdd,2010,2410.248752
p41,fall,cdd,2010,121.5967814
p41,fall,hdd,2010,221.78549869999998
p41,spri,cdd,2010,74.51580471
p41,spri,hdd,2010,717.3904758
p41,summ,cdd,2010,601.7218696
p41,summ,hdd,2010,10.89603954
p41,wint,cdd,2010,1.786738104
p41,wint,hdd,2010,2383.165419
p42,fall,cdd,2010,32.36133364
p42,fall,hdd,2010,452.6390923
p42,spri,cdd,2010,22.57447773
p42,spri,hdd,2010,1211.663818
p42,summ,cdd,2010,267.65421549999996
p42,summ,hdd,2010,92.42496067
p42,wint,cdd,2010,0.10692512
p42,wint,hdd,2010,3332.7582469999998
p43,fall,cdd,2010,61.75543467
p43,fall,hdd,2010,351.2684123
p43,spri,cdd,2010,35.54601245
p43,spri,hdd,2010,1032.225206
p43,summ,cdd,2010,389.4429525
p43,summ,hdd,2010,48.41585795
p43,wint,cdd,2010,0.664781398
p43,wint,hdd,2010,2956.0077579999997
p44,fall,cdd,2010,72.0500946
p44,fall,hdd,2010,337.03769260000007
p44,spri,cdd,2010,32.68906487
p44,spri,hdd,2010,994.8781331
p44,summ,cdd,2010,397.6868354
p44,summ,hdd,2010,38.57090844
p44,wint,cdd,2010,0.294942889
p44,wint,hdd,2010,2937.9912649999997
p45,fall,cdd,2010,96.80814107
p45,fall,hdd,2010,276.3765971
p45,spri,cdd,2010,51.25946893
p45,spri,hdd,2010,855.6989882000001
p45,summ,cdd,2010,478.9848496999999
p45,summ,hdd,2010,21.51220322
p45,wint,cdd,2010,1.263372236
p45,wint,hdd,2010,2639.664171
p46,fall,cdd,2010,58.13177321
p46,fall,hdd,2010,373.45889619999997
p46,spri,cdd,2010,29.67966927
p46,spri,hdd,2010,1078.865492
p46,summ,cdd,2010,333.1075372
p46,summ,hdd,2010,67.66891479
p46,wint,cdd,2010,0.942553547
p46,wint,hdd,2010,2942.013075
