"allt","i","cost_cap","cost_fom","cost_vom","heat_rate"
2017,"BATTERY",91300000,224103.9131,10640.15998,0
2018,"BATTERY",91300000,224103.9131,10640.15998,0
2019,"BATTERY",91300000,224103.9131,10640.15998,0
2020,"BATTERY",87400000,209603.4754,9865.537963,0
2021,"BATTERY",81100000,194829.8224,8905.070177,0
2022,"BATTERY",74300000,178585.2296,8020.342801,0
2023,"BATTERY",68100000,163597.5876,7198.817182,0
2024,"BATTERY",62400000,149854.9707,6421.040165,0
2025,"BATTERY",58900000,141533.3765,5696.076878,0
2026,"BATTERY",56100000,134706.6176,5018.254955,0
2027,"BATTERY",53300000,127939.1727,4383.284007,0
2028,"BATTERY",51100000,122746.4144,3791.176413,0
2029,"BATTERY",49200000,118178.2897,3238.476501,0
2030,"BATTERY",48200000,115922.37,2723.069435,0
2031,"BATTERY",46800000,112466.2361,2243.184343,0
2032,"BATTERY",45600000,109519.0322,2243.194644,0
2033,"BATTERY",44500000,106954.0153,2243.120706,0
2034,"BATTERY",43500000,104504.8265,2243.279919,0
2035,"BATTERY",42700000,102544.1799,2243.557332,0
2036,"BATTERY",41900000,100732.3554,2243.565985,0
2037,"BATTERY",41200000,98952.237,2243.622551,0
2038,"BATTERY",40500000,97227.12585,2243.561994,0
2039,"BATTERY",39800000,95646.51834,2243.663402,0
2040,"BATTERY",39800000,95654.75054,2243.623732,0
2041,"BATTERY",39800000,95658.41099,2243.830071,0
2042,"BATTERY",39800000,95658.30497,2243.930758,0
2043,"BATTERY",39800000,95663.78885,2243.960422,0
2044,"BATTERY",39800000,95666.69425,2244.146581,0
2045,"BATTERY",39800000,95667.72381,2244.160822,0
2046,"BATTERY",39800000,95675.6784,2244.164253,0
2047,"BATTERY",39800000,95674.77338,2244.353558,0
2017,"CCGT-GAS",46800000,714286,3225,7.29
2018,"CCGT-GAS",46626840,714286,3225,7.28
2019,"CCGT-GAS",46454320.69,714286,3225,7.26
2020,"CCGT-GAS",46282439.71,714286,3225,7.25
2021,"CCGT-GAS",46111194.68,714286,3225,7.23
2022,"CCGT-GAS",45940583.26,714286,3225,7.22
2023,"CCGT-GAS",45770603.1,714286,3225,7.2
2024,"CCGT-GAS",45601251.87,714286,3225,7.19
2025,"CCGT-GAS",45432527.24,714286,3225,7.17
2026,"CCGT-GAS",45264426.89,714286,3225,7.16
2027,"CCGT-GAS",45096948.51,714286,3225,7.15
2028,"CCGT-GAS",44930089.8,714286,3225,7.13
2029,"CCGT-GAS",44763848.46,714286,3225,7.12
2030,"CCGT-GAS",44598222.23,714286,3225,7.1
2031,"CCGT-GAS",44433208.8,714286,3225,7.1
2032,"CCGT-GAS",44268805.93,714286,3225,7.1
2033,"CCGT-GAS",44105011.35,714286,3225,7.1
2034,"CCGT-GAS",43941822.81,714286,3225,7.1
