"r","rs","i","h","value"
"Andhra_Pradesh",3,"UPV","H32",0.505401639344262
"Andhra_Pradesh",3,"UPV","H34",0
"Andhra_Pradesh",3,"UPV","H31",0.373975409836065
"Andhra_Pradesh",3,"UPV","H29",0
"Andhra_Pradesh",3,"UPV","H35",0
"Andhra_Pradesh",3,"UPV","H30",0.00513114754098361
"Andhra_Pradesh",3,"UPV","H33",0.128934426229508
"Andhra_Pradesh",3,"UPV","H25",0.467790760869565
"Andhra_Pradesh",3,"UPV","H27",0.000170212765957447
"Andhra_Pradesh",3,"UPV","H24",0.295092391304348
"Andhra_Pradesh",3,"UPV","H22",0
"Andhra_Pradesh",3,"UPV","H28",0.002325
"Andhra_Pradesh",3,"UPV","H23",0.00933333333333333
"Andhra_Pradesh",3,"UPV","H26",0.178589090909091
"Andhra_Pradesh",3,"UPV","H11",0.608677966101695
"Andhra_Pradesh",3,"UPV","H13",0
"Andhra_Pradesh",3,"UPV","H10",0.358415254237288
"Andhra_Pradesh",3,"UPV","H8",0
"Andhra_Pradesh",3,"UPV","H14",0
"Andhra_Pradesh",3,"UPV","H9",0.000435028248587571
"Andhra_Pradesh",3,"UPV","H12",0.245581920903955
"Andhra_Pradesh",3,"UPV","H18",0.44609010989011
"Andhra_Pradesh",3,"UPV","H20",0
"Andhra_Pradesh",3,"UPV","H17",0.264789010989011
"Andhra_Pradesh",3,"UPV","H15",0
"Andhra_Pradesh",3,"UPV","H21",0
"Andhra_Pradesh",3,"UPV","H16",0
"Andhra_Pradesh",3,"UPV","H19",0.0813479853479854
"Andhra_Pradesh",3,"UPV","H4",0.58063306451613
"Andhra_Pradesh",3,"UPV","H6",0
"Andhra_Pradesh",3,"UPV","H3",0.425548387096774
"Andhra_Pradesh",3,"UPV","H1",0
"Andhra_Pradesh",3,"UPV","H7",0
"Andhra_Pradesh",3,"UPV","H2",0.0345483870967742
"Andhra_Pradesh",3,"UPV","H5",0.194139784946237
"Andhra_Pradesh",3,"ONSWIND","H32",0.104680327868852
"Andhra_Pradesh",3,"ONSWIND","H34",0.15856862745098
"Andhra_Pradesh",3,"ONSWIND","H31",0.129381147540984
"Andhra_Pradesh",3,"ONSWIND","H29",0.187890710382514
"Andhra_Pradesh",3,"ONSWIND","H35",0.119275
"Andhra_Pradesh",3,"ONSWIND","H30",0.172180327868852
"Andhra_Pradesh",3,"ONSWIND","H33",0.11607650273224
"Andhra_Pradesh",3,"ONSWIND","H25",0.21310597826087
"Andhra_Pradesh",3,"ONSWIND","H27",0.198133738601824
"Andhra_Pradesh",3,"ONSWIND","H24",0.211692934782609
"Andhra_Pradesh",3,"ONSWIND","H22",0.209382246376812
"Andhra_Pradesh",3,"ONSWIND","H28",0.16265
"Andhra_Pradesh",3,"ONSWIND","H23",0.224644927536232
"Andhra_Pradesh",3,"ONSWIND","H26",0.184356363636364
"Andhra_Pradesh",3,"ONSWIND","H11",0.0185550847457627
"Andhra_Pradesh",3,"ONSWIND","H13",0.0381173469387755
"Andhra_Pradesh",3,"ONSWIND","H10",0.0205805084745762
"Andhra_Pradesh",3,"ONSWIND","H8",0.047180790960452
"Andhra_Pradesh",3,"ONSWIND","H14",0.070875
"Andhra_Pradesh",3,"ONSWIND","H9",0.0376949152542372
"Andhra_Pradesh",3,"ONSWIND","H12",0.0256327683615819
"Andhra_Pradesh",3,"ONSWIND","H18",0.13872967032967
"Andhra_Pradesh",3,"ONSWIND","H20",0.125326180257511
"Andhra_Pradesh",3,"ONSWIND","H17",0.136848351648352
"Andhra_Pradesh",3,"ONSWIND","H15",0.116085714285714
"Andhra_Pradesh",3,"ONSWIND","H21",0.098875
"Andhra_Pradesh",3,"ONSWIND","H16",0.128721611721612
"Andhra_Pradesh",3,"ONSWIND","H19",0.130260073260073
"Andhra_Pradesh",3,"ONSWIND","H4",0.0152419354838709
"Andhra_Pradesh",3,"ONSWIND","H6",0.0665817307692307
"Andhra_Pradesh",3,"ONSWIND","H3",0.0304623655913978
"Andhra_Pradesh",3,"ONSWIND","H1",0.0644239631336406
"Andhra_Pradesh",3,"ONSWIND","H7",0.048025
"Andhra_Pradesh",3,"ONSWIND","H2",0.0780913978494623
"Andhra_Pradesh",3,"ONSWIND","H5",0.0276827956989247
"Andhra_Pradesh",4,"UPV","H32",0.516754098360656
"Andhra_Pradesh",4,"UPV","H34",0
"Andhra_Pradesh",4,"UPV","H31",0.36227868852459
"Andhra_Pradesh",4,"UPV","H29",0
"Andhra_Pradesh",4,"UPV","H35",0
"Andhra_Pradesh",4,"UPV","H30",0.00648087431693989
"Andhra_Pradesh",4,"UPV","H33",0.134207650273224
"Andhra_Pradesh",4,"UPV","H25",0.459307065217391
"Andhra_Pradesh",4,"UPV","H27",5.47112462006079e-05
"Andhra_Pradesh",4,"UPV","H24",0.307652173913043
"Andhra_Pradesh",4,"UPV","H22",0
"Andhra_Pradesh",4,"UPV","H28",0.00165
"Andhra_Pradesh",4,"UPV","H23",0.0106775362318841
"Andhra_Pradesh",4,"UPV","H26",0.164578181818182
"Andhra_Pradesh",4,"UPV","H11",0.610847457627118
"Andhra_Pradesh",4,"UPV","H13",0
"Andhra_Pradesh",4,"UPV","H10",0.369872881355932
"Andhra_Pradesh",4,"UPV","H8",0
"Andhra_Pradesh",4,"UPV","H14",0
"Andhra_Pradesh",4,"UPV","H9",0.000734463276836158
"Andhra_Pradesh",4,"UPV","H12",0.229242937853107
"Andhra_Pradesh",4,"UPV","H18",0.445674725274725
"Andhra_Pradesh",4,"UPV","H20",0
"Andhra_Pradesh",4,"UPV","H17",0.271175824175824
"Andhra_Pradesh",4,"UPV","H15",0
"Andhra_Pradesh",4,"UPV","H21",0
"Andhra_Pradesh",4,"UPV","H16",0
"Andhra_Pradesh",4,"UPV","H19",0.0802344322344322
"Andhra_Pradesh",4,"UPV","H4",0.573229838709678
"Andhra_Pradesh",4,"UPV","H6",0
"Andhra_Pradesh",4,"UPV","H3",0.42697311827957
"Andhra_Pradesh",4,"UPV","H1",0
"Andhra_Pradesh",4,"UPV","H7",0
"Andhra_Pradesh",4,"UPV","H2",0.0380161290322581
"Andhra_Pradesh",4,"UPV","H5",0.182048387096774
"Andhra_Pradesh",4,"ONSWIND","H32",0.202950819672131
"Andhra_Pradesh",4,"ONSWIND","H34",0.175602941176471
"Andhra_Pradesh",4,"ONSWIND","H31",0.156668032786885
"Andhra_Pradesh",4,"ONSWIND","H29",0.186355191256831
"Andhra_Pradesh",4,"ONSWIND","H35",0.1782
"Andhra_Pradesh",4,"ONSWIND","H30",0.175366120218579
"Andhra_Pradesh",4,"ONSWIND","H33",0.212344262295082
"Andhra_Pradesh",4,"ONSWIND","H25",0.232942934782609
"Andhra_Pradesh",4,"ONSWIND","H27",0.297267477203647
"Andhra_Pradesh",4,"ONSWIND","H24",0.181521739130435
"Andhra_Pradesh",4,"ONSWIND","H22",0.214384057971015
"Andhra_Pradesh",4,"ONSWIND","H28",0.2092
"Andhra_Pradesh",4,"ONSWIND","H23",0.250057971014493
"Andhra_Pradesh",4,"ONSWIND","H26",0.299989090909091
"Andhra_Pradesh",4,"ONSWIND","H11",0.0440847457627118
"Andhra_Pradesh",4,"ONSWIND","H13",0.0698112244897959
"Andhra_Pradesh",4,"ONSWIND","H10",0.0260974576271186
"Andhra_Pradesh",4,"ONSWIND","H8",0.0618079096045198
"Andhra_Pradesh",4,"ONSWIND","H14",0.083325
"Andhra_Pradesh",4,"ONSWIND","H9",0.0520564971751412
"Andhra_Pradesh",4,"ONSWIND","H12",0.068322033898305
"Andhra_Pradesh",4,"ONSWIND","H18",0.190498901098901
"Andhra_Pradesh",4,"ONSWIND","H20",0.17580686695279
"Andhra_Pradesh",4,"ONSWIND","H17",0.186953846153846
"Andhra_Pradesh",4,"ONSWIND","H15",0.200002197802198
"Andhra_Pradesh",4,"ONSWIND","H21",0.143175
"Andhra_Pradesh",4,"ONSWIND","H16",0.213564102564103
"Andhra_Pradesh",4,"ONSWIND","H19",0.206648351648352
"Andhra_Pradesh",4,"ONSWIND","H4",0.0366129032258064
"Andhra_Pradesh",4,"ONSWIND","H6",0.0559423076923077
"Andhra_Pradesh",4,"ONSWIND","H3",0.0523548387096774
"Andhra_Pradesh",4,"ONSWIND","H1",0.0554285714285715
"Andhra_Pradesh",4,"ONSWIND","H7",0.07805
"Andhra_Pradesh",4,"ONSWIND","H2",0.0684301075268817
"Andhra_Pradesh",4,"ONSWIND","H5",0.0614623655913978
