allt,i,cost_cap,cost_fom,cost_vom,heat_rate
2023,BATTERY_10,116446246.9,4094843,0,0
2024,BATTERY_10,109765894.6,3706715,0,0
2025,BATTERY_10,98859766.76,3318587,0,0
2026,BATTERY_10,92439334,3103854,0,0
2027,BATTERY_10,85345993.84,2889122,0,0
2028,BATTERY_10,78486395.64,2674390,0,0
2029,BATTERY_10,71264451.05,2459658,0,0
2030,BATTERY_10,63698568.79,2244926,0,0
2031,BATTERY_10,62851585.93,2216865,0,0
2032,BATTERY_10,62030088.74,2188803,0,0
2033,BATTERY_10,61208591.83,2160741,0,0
2034,BATTERY_10,60387095.79,2132680,0,0
2035,BATTERY_10,59565599.46,2104618,0,0
2036,BATTERY_10,58744104.04,2076557,0,0
2037,BATTERY_10,57922608.34,2048495,0,0
2038,BATTERY_10,57101112.99,2020434,0,0
2039,BATTERY_10,56279617.87,1992372,0,0
2040,BATTERY_10,55458123.23,1964310,0,0
2041,BATTERY_10,54986748.91,1936249,0,0
2042,BATTERY_10,54515369.63,1908187,0,0
2043,BATTERY_10,54043985.77,1880126,0,0
2044,BATTERY_10,53572597.73,1852064,0,0
2045,BATTERY_10,53101204.08,1824003,0,0
2046,BATTERY_10,52629805.81,1795941,0,0
2047,BATTERY_10,52158401.44,1767879,0,0
2048,BATTERY_10,51686991.33,1739818,0,0
2049,BATTERY_10,51215575.79,1711756,0,0
2050,BATTERY_10,50754878.16,1683695,0,0
2051,BATTERY_10,50754878.16,1683695,0,0
2052,BATTERY_10,50754878.16,1683695,0,0
2053,BATTERY_10,50754878.16,1683695,0,0
2054,BATTERY_10,50754878.16,1683695,0,0
2055,BATTERY_10,50754878.16,1683695,0,0
2056,BATTERY_10,50754878.16,1683695,0,0
2057,BATTERY_10,50754878.16,1683695,0,0
2058,BATTERY_10,50754878.16,1683695,0,0
2059,BATTERY_10,50754878.16,1683695,0,0
2060,BATTERY_10,50754878.16,1683695,0,0
2061,BATTERY_10,50754878.16,1683695,0,0
2062,BATTERY_10,50754878.16,1683695,0,0
2063,BATTERY_10,50754878.16,1683695,0,0
2064,BATTERY_10,50754878.16,1683695,0,0
2065,BATTERY_10,50754878.16,1683695,0,0
2066,BATTERY_10,50754878.16,1683695,0,0
2067,BATTERY_10,50754878.16,1683695,0,0
2068,BATTERY_10,50754878.16,1683695,0,0
2069,BATTERY_10,50754878.16,1683695,0,0
2070,BATTERY_10,50754878.16,1683695,0,0
2023,BATTERY_2,35629765.51,1053245,0,0
2024,BATTERY_2,32343638.78,953414,0,0
2025,BATTERY_2,28926053.27,853582,0,0
2026,BATTERY_2,26371964.4,798350,0,0
2027,BATTERY_2,23821879.52,743119,0,0
2028,BATTERY_2,21522263.36,687887,0,0
2029,BATTERY_2,18930299.43,632655,0,0
2030,BATTERY_2,16563732.78,577423,0,0
2031,BATTERY_2,16348764.25,570205,0,0
2032,BATTERY_2,16143719.91,562988,0,0
2033,BATTERY_2,15938676.76,555770,0,0
2034,BATTERY_2,15733632.36,548552,0,0
2035,BATTERY_2,15528589.14,541334,0,0
2036,BATTERY_2,15323545.17,534116,0,0
2037,BATTERY_2,15118500.67,526899,0,0
2038,BATTERY_2,14913457.34,519681,0,0
2039,BATTERY_2,14708412.77,512463,0,0
2040,BATTERY_2,14503368.64,505245,0,0
2041,BATTERY_2,14377286.52,498028,0,0
2042,BATTERY_2,14251202.5,490810,0,0
2043,BATTERY_2,14125117.49,483592,0,0
2044,BATTERY_2,13999029.44,476374,0,0
2045,BATTERY_2,13872939.99,469156,0,0
2046,BATTERY_2,13746848.79,461939,0,0
2047,BATTERY_2,13620755.29,454721,0,0
2048,BATTERY_2,13494659.09,447503,0,0
2049,BATTERY_2,13368561.87,440285,0,0
2050,BATTERY_2,13239501.23,433067,0,0
2051,BATTERY_2,13239501.23,433067,0,0
2052,BATTERY_2,13239501.23,433067,0,0
2053,BATTERY_2,13239501.23,433067,0,0
2054,BATTERY_2,13239501.23,433067,0,0
2055,BATTERY_2,13239501.23,433067,0,0
2056,BATTERY_2,13239501.23,433067,0,0
2057,BATTERY_2,13239501.23,433067,0,0
2058,BATTERY_2,13239501.23,433067,0,0
2059,BATTERY_2,13239501.23,433067,0,0
2060,BATTERY_2,13239501.23,433067,0,0
2061,BATTERY_2,13239501.23,433067,0,0
2062,BATTERY_2,13239501.23,433067,0,0
2063,BATTERY_2,13239501.23,433067,0,0
2064,BATTERY_2,13239501.23,433067,0,0
2065,BATTERY_2,13239501.23,433067,0,0
2066,BATTERY_2,13239501.23,433067,0,0
2067,BATTERY_2,13239501.23,433067,0,0
2068,BATTERY_2,13239501.23,433067,0,0
2069,BATTERY_2,13239501.23,433067,0,0
2070,BATTERY_2,13239501.23,433067,0,0
2023,BATTERY_4,55932022.08,1813645,0,0
2024,BATTERY_4,51836107.59,1641739,0,0
2025,BATTERY_4,46536342.61,1469833,0,0
2026,BATTERY_4,43010883.92,1374726,0,0
2027,BATTERY_4,39308269.04,1279620,0,0
2028,BATTERY_4,35848567.64,1184513,0,0
2029,BATTERY_4,32060342.26,1089406,0,0
2030,BATTERY_4,28362994.56,994299,0,0
2031,BATTERY_4,27990288.83,981870,0,0
2032,BATTERY_4,27631673.53,969442,0,0
2033,BATTERY_4,27273058.99,957013,0,0
2034,BATTERY_4,26914444.34,944584,0,0
2035,BATTERY_4,26555829.93,932155,0,0
2036,BATTERY_4,26197214.87,919727,0,0
2037,BATTERY_4,25838601.13,907298,0,0
2038,BATTERY_4,25479986.2,894869,0,0
2039,BATTERY_4,25121372.06,882440,0,0
2040,BATTERY_4,24762757.28,870012,0,0
2041,BATTERY_4,24549933.58,857583,0,0
2042,BATTERY_4,24337106.23,845154,0,0
2043,BATTERY_4,24124277.11,832725,0,0
2044,BATTERY_4,23911445.21,820297,0,0
2045,BATTERY_4,23698610.75,807868,0,0
2046,BATTERY_4,23485772.71,795439,0,0
2047,BATTERY_4,23272932.41,783010,0,0
2048,BATTERY_4,23060088.79,770582,0,0
2049,BATTERY_4,22847242.07,758153,0,0
2050,BATTERY_4,22634391.14,745724,0,0
2051,BATTERY_4,22634391.14,745724,0,0
2052,BATTERY_4,22634391.14,745724,0,0
2053,BATTERY_4,22634391.14,745724,0,0
2054,BATTERY_4,22634391.14,745724,0,0
2055,BATTERY_4,22634391.14,745724,0,0
2056,BATTERY_4,22634391.14,745724,0,0
2057,BATTERY_4,22634391.14,745724,0,0
2058,BATTERY_4,22634391.14,745724,0,0
2059,BATTERY_4,22634391.14,745724,0,0
2060,BATTERY_4,22634391.14,745724,0,0
2061,BATTERY_4,22634391.14,745724,0,0
2062,BATTERY_4,22634391.14,745724,0,0
2063,BATTERY_4,22634391.14,745724,0,0
2064,BATTERY_4,22634391.14,745724,0,0
2065,BATTERY_4,22634391.14,745724,0,0
2066,BATTERY_4,22634391.14,745724,0,0
2067,BATTERY_4,22634391.14,745724,0,0
2068,BATTERY_4,22634391.14,745724,0,0
2069,BATTERY_4,22634391.14,745724,0,0
2070,BATTERY_4,22634391.14,745724,0,0
2023,BATTERY_6,76131078.85,2574044,0,0
2024,BATTERY_6,71185762.65,2330064,0,0
2025,BATTERY_6,64014495.16,2086084,0,0
2026,BATTERY_6,59523355.45,1951102,0,0
2027,BATTERY_6,54686057.88,1816120,0,0
2028,BATTERY_6,50087331.1,1681139,0,0
2029,BATTERY_6,45142993.07,1546157,0,0
2030,BATTERY_6,40146486.27,1411175,0,0
2031,BATTERY_6,39615773.42,1393535,0,0
2032,BATTERY_6,39103038.04,1375895,0,0
2033,BATTERY_6,38590302.09,1358256,0,0
2034,BATTERY_6,38077566.98,1340616,0,0
2035,BATTERY_6,37564832.02,1322976,0,0
2036,BATTERY_6,37052096.5,1305337,0,0
2037,BATTERY_6,36539361.85,1287697,0,0
2038,BATTERY_6,36026627.36,1270057,0,0
2039,BATTERY_6,35513892.33,1252418,0,0
2040,BATTERY_6,35001158.2,1234778,0,0
2041,BATTERY_6,34702016.76,1217138,0,0
2042,BATTERY_6,34402871.54,1199499,0,0
2043,BATTERY_6,34103723.83,1181859,0,0
2044,BATTERY_6,33804572.05,1164219,0,0
2045,BATTERY_6,33505417.49,1146579,0,0
2046,BATTERY_6,33206259.26,1128940,0,0
2047,BATTERY_6,32907096.46,1111300,0,0
2048,BATTERY_6,32607930.36,1093660,0,0
2049,BATTERY_6,32308760.04,1076021,0,0
2050,BATTERY_6,32013014.12,1058381,0,0
2051,BATTERY_6,32013014.12,1058381,0,0
2052,BATTERY_6,32013014.12,1058381,0,0
2053,BATTERY_6,32013014.12,1058381,0,0
2054,BATTERY_6,32013014.12,1058381,0,0
2055,BATTERY_6,32013014.12,1058381,0,0
2056,BATTERY_6,32013014.12,1058381,0,0
2057,BATTERY_6,32013014.12,1058381,0,0
2058,BATTERY_6,32013014.12,1058381,0,0
2059,BATTERY_6,32013014.12,1058381,0,0
2060,BATTERY_6,32013014.12,1058381,0,0
2061,BATTERY_6,32013014.12,1058381,0,0
2062,BATTERY_6,32013014.12,1058381,0,0
2063,BATTERY_6,32013014.12,1058381,0,0
2064,BATTERY_6,32013014.12,1058381,0,0
2065,BATTERY_6,32013014.12,1058381,0,0
2066,BATTERY_6,32013014.12,1058381,0,0
2067,BATTERY_6,32013014.12,1058381,0,0
