allt ,i ,cost_cap ,cost_fom ,cost_vom ,heat_rate
2017,BATTERY_10 ,205628592.2,5140714.8,0,0
2018,BATTERY_10 ,195677658.4,4891941.46,0,0
2019,BATTERY_10 ,186208277.8,4655206.94,0,0
2020,BATTERY_10 ,177197146.5,4429928.66,0,0
2021,BATTERY_10 ,162179535.5,4054488.39,0,0
2022,BATTERY_10 ,148862401.2,3721560.03,0,0
2023,BATTERY_10 ,135545266.9,3388631.67,0,0
2024,BATTERY_10 ,122228132.6,3055703.31,0,0
2025,BATTERY_10 ,108910998.3,2722774.96,0,0
2026,BATTERY_10 ,101962928.2,2549073.2,0,0
2027,BATTERY_10 ,94377951.72,2359448.79,0,0
2028,BATTERY_10 ,87429881.64,2185747.04,0,0
2029,BATTERY_10 ,80481811.56,2012045.29,0,0
2030,BATTERY_10 ,73475840.94,1836896.02,0,0
2031,BATTERY_10 ,72202028.09,1805050.7,0,0
2032,BATTERY_10 ,70928215.25,1773205.38,0,0
2033,BATTERY_10 ,69075396.56,1726884.92,0,0
2034,BATTERY_10 ,67801583.72,1695039.59,0,0
2035,BATTERY_10 ,66469870.29,1661746.76,0,0
2036,BATTERY_10 ,64617051.6,1615426.29,0,0
2037,BATTERY_10 ,63343238.76,1583580.97,0,0
2038,BATTERY_10 ,62069425.92,1551735.64,0,0
2039,BATTERY_10 ,60795613.07,1519890.33,0,0
2040,BATTERY_10 ,58942794.39,1473569.86,0,0
2041,BATTERY_10 ,57668981.54,1441724.54,0,0
2042,BATTERY_10 ,56337268.11,1408431.7,0,0
2043,BATTERY_10 ,55063455.27,1376586.38,0,0
2044,BATTERY_10 ,53210636.58,1330265.91,0,0
2045,BATTERY_10 ,51936823.74,1298420.6,0,0
2046,BATTERY_10 ,50663010.89,1266575.27,0,0
2047,BATTERY_10 ,49389198.04,1234729.95,0,0
2048,BATTERY_10 ,47536379.36,1188409.48,0,0
2049,BATTERY_10 ,46262566.52,1156564.16,0,0
2050,BATTERY_10 ,44930853.09,1123271.33,0,0
2017,BATTERY_2 ,55533470.24,1388336.75,0,0
2018,BATTERY_2 ,52707904.37,1317697.61,0,0
2019,BATTERY_2 ,50026104.47,1250652.61,0,0
2020,BATTERY_2 ,47480755.65,1187018.89,0,0
2021,BATTERY_2 ,43599139.66,1089978.49,0,0
2022,BATTERY_2 ,40009303.46,1000232.59,0,0
2023,BATTERY_2 ,36419467.26,910486.68,0,0
2024,BATTERY_2 ,32829631.06,820740.78,0,0
2025,BATTERY_2 ,29239794.86,730994.87,0,0
2026,BATTERY_2 ,27386976.17,684674.4,0,0
2027,BATTERY_2 ,25360455.74,634011.39,0,0
2028,BATTERY_2 ,23507637.05,587690.93,0,0
2029,BATTERY_2 ,21654818.37,541370.46,0,0
2030,BATTERY_2 ,19744099.1,493602.48,0,0
2031,BATTERY_2 ,19396695.6,484917.39,0,0
2032,BATTERY_2 ,19049292.1,476232.3,0,0
2033,BATTERY_2 ,18586087.42,464652.19,0,0
2034,BATTERY_2 ,18238683.92,455967.1,0,0
2035,BATTERY_2 ,17833379.83,445834.5,0,0
2036,BATTERY_2 ,17370175.17,434254.38,0,0
2037,BATTERY_2 ,17022771.66,425569.29,0,0
2038,BATTERY_2 ,16675368.15,416884.2,0,0
2039,BATTERY_2 ,16327964.65,408199.12,0,0
2040,BATTERY_2 ,15864759.98,396619,0,0
2041,BATTERY_2 ,15517356.48,387933.91,0,0
2042,BATTERY_2 ,15112052.39,377801.31,0,0
2043,BATTERY_2 ,14764648.89,369116.22,0,0
2044,BATTERY_2 ,14301444.22,357536.1,0,0
2045,BATTERY_2 ,13954040.71,348851.02,0,0
2046,BATTERY_2 ,13606637.21,340165.93,0,0
2047,BATTERY_2 ,13259233.71,331480.84,0,0
2048,BATTERY_2 ,12796029.04,319900.73,0,0
2049,BATTERY_2 ,12448625.53,311215.64,0,0
2050,BATTERY_2 ,12043321.44,301083.04,0,0
2017,BATTERY_4 ,93056777.99,2326419.44,0,0
2018,BATTERY_4 ,88450193.12,2211254.82,0,0
2019,BATTERY_4 ,84071647.79,2101791.19,0,0
2020,BATTERY_4 ,79909853.36,1997746.33,0,0
2021,BATTERY_4 ,73244238.61,1831105.96,0,0
2022,BATTERY_4 ,67222577.88,1680564.44,0,0
2023,BATTERY_4 ,61200917.16,1530022.93,0,0
2024,BATTERY_4 ,55179256.43,1379481.41,0,0
2025,BATTERY_4 ,49157595.71,1228939.89,0,0
2026,BATTERY_4 ,46030964.18,1150774.11,0,0
2027,BATTERY_4 ,42614829.74,1065370.74,0,0
2028,BATTERY_4 ,39488198.21,987204.96,0,0
2029,BATTERY_4 ,36361566.68,909039.17,0,0
2030,BATTERY_4 ,33177034.56,829425.86,0,0
2031,BATTERY_4 ,32598028.72,814950.72,0,0
2032,BATTERY_4 ,32019022.88,800475.57,0,0
2033,BATTERY_4 ,31208414.71,780210.37,0,0
2034,BATTERY_4 ,30629408.87,765735.22,0,0
2035,BATTERY_4 ,29992502.45,749812.56,0,0
2036,BATTERY_4 ,29181894.27,729547.36,0,0
2037,BATTERY_4 ,28602888.44,715072.21,0,0
2038,BATTERY_4 ,28023882.6,700597.06,0,0
2039,BATTERY_4 ,27444876.76,686121.92,0,0
2040,BATTERY_4 ,26634268.58,665856.72,0,0
2041,BATTERY_4 ,26055262.75,651381.57,0,0
2042,BATTERY_4 ,25418356.32,635458.91,0,0
2043,BATTERY_4 ,24839350.48,620983.76,0,0
2044,BATTERY_4 ,24028742.31,600718.56,0,0
2045,BATTERY_4 ,23449736.47,586243.41,0,0
2046,BATTERY_4 ,22870730.63,571768.26,0,0
2047,BATTERY_4 ,22291724.79,557293.12,0,0
2048,BATTERY_4 ,21481116.62,537027.91,0,0
2049,BATTERY_4 ,20902110.78,522552.77,0,0
2050,BATTERY_4 ,20265204.36,506630.11,0,0
2017,BATTERY_6 ,130580582.9,3264514.57,0,0
2018,BATTERY_6 ,124192639.4,3104815.98,0,0
2019,BATTERY_6 ,118117191.1,2952929.78,0,0
2020,BATTERY_6 ,112338951.1,2808473.78,0,0
2021,BATTERY_6 ,102889337.5,2572233.44,0,0
2022,BATTERY_6 ,94435852.3,2360896.3,0,0
2023,BATTERY_6 ,85982367.06,2149559.17,0,0
2024,BATTERY_6 ,77528881.81,1938222.04,0,0
2025,BATTERY_6 ,69075396.57,1726884.92,0,0
2026,BATTERY_6 ,64674952.19,1616873.8,0,0
2027,BATTERY_6 ,59869203.73,1496730.09,0,0
2028,BATTERY_6 ,55468759.35,1386718.98,0,0
2029,BATTERY_6 ,51068314.98,1276707.88,0,0
2030,BATTERY_6 ,46609970.02,1165249.25,0,0
2031,BATTERY_6 ,45799361.84,1144984.05,0,0
2032,BATTERY_6 ,44988753.68,1124718.84,0,0
2033,BATTERY_6 ,43830742,1095768.55,0,0
2034,BATTERY_6 ,43020133.82,1075503.34,0,0
2035,BATTERY_6 ,42151625.06,1053790.62,0,0
2036,BATTERY_6 ,40993613.38,1024840.33,0,0
2037,BATTERY_6 ,40183005.21,1004575.13,0,0
2038,BATTERY_6 ,39372397.03,984309.93,0,0
2039,BATTERY_6 ,38561788.86,964044.72,0,0
2040,BATTERY_6 ,37403777.18,935094.43,0,0
2041,BATTERY_6 ,36593169.01,914829.22,0,0
2042,BATTERY_6 ,35724660.25,893116.5,0,0
2043,BATTERY_6 ,34914052.08,872851.3,0,0
2044,BATTERY_6 ,33756040.4,843901.01,0,0
2045,BATTERY_6 ,32945432.23,823635.81,0,0
2046,BATTERY_6 ,32134824.05,803370.6,0,0
