t,i,r,rs,value
2065,NEPAL_STORAGE,Bihar,sk,0
2065,NEPAL_STORAGE,Uttar_Pradesh,sk,0
2066,NEPAL_STORAGE,Bihar,sk,0
2066,NEPAL_STORAGE,Uttar_Pradesh,sk,0
2067,NEPAL_STORAGE,Bihar,sk,0
2067,NEPAL_STORAGE,Uttar_Pradesh,sk,0
2068,NEPAL_STORAGE,Bihar,sk,0
2068,NEPAL_STORAGE,Uttar_Pradesh,sk,0
2069,NEPAL_STORAGE,Bihar,sk,0
2069,NEPAL_STORAGE,Uttar_Pradesh,sk,0
2070,NEPAL_STORAGE,Bihar,sk,0
2070,NEPAL_STORAGE,Uttar_Pradesh,sk,0
