allt,i,cost_cap,cost_fom,cost_vom,heat_rate
2017,BATTERY_1,29106415.26,2324554.478,0,0
2018,BATTERY_1,29106415.26,2324554.478,0,0
2019,BATTERY_1,29095247.8,2324554.478,0,0
2020,BATTERY_1,26706261.88,2133687.297,0,0
2021,BATTERY_1,24752742.64,1977611.572,0,0
2022,BATTERY_1,22905726.31,1830044.859,0,0
2023,BATTERY_1,21091604.58,1685106.248,0,0
2024,BATTERY_1,19414115.37,1551083.844,0,0
2025,BATTERY_1,17854888.19,1426509.944,0,0
2026,BATTERY_1,17087440.49,1365194.982,0,0
2027,BATTERY_1,16362734.26,1307294.835,0,0
2028,BATTERY_1,15699792.47,1254329.337,0,0
2029,BATTERY_1,15099468.74,1206366.686,0,0
2030,BATTERY_1,14536336.03,1161375.398,0,0
2031,BATTERY_1,14354631.83,1146858.205,0,0
2032,BATTERY_1,14172927.62,1132341.013,0,0
2033,BATTERY_1,13991223.42,1117823.821,0,0
2034,BATTERY_1,13809519.22,1103306.628,0,0
2035,BATTERY_1,13627815.02,1088789.436,0,0
2036,BATTERY_1,13446110.82,1074272.243,0,0
2037,BATTERY_1,13264406.62,1059755.051,0,0
2038,BATTERY_1,13082702.42,1045237.858,0,0
2039,BATTERY_1,12900998.22,1030720.666,0,0
2040,BATTERY_1,12719294.02,1016203.473,0,0
2041,BATTERY_1,12537589.82,1001686.281,0,0
2042,BATTERY_1,12355885.62,987169.0883,0,0
2043,BATTERY_1,12174181.42,972651.8958,0,0
2044,BATTERY_1,11992477.22,958134.7033,0,0
2045,BATTERY_1,11810773.02,943617.5108,0,0
2046,BATTERY_1,11629068.82,929100.3184,0,0
2047,BATTERY_1,11447364.62,914583.1259,0,0
2048,BATTERY_1,11265660.42,900065.9334,0,0
2049,BATTERY_1,11083956.22,885548.7409,0,0
2050,BATTERY_1,10902252.02,871031.5485,0,0
2017,BATTERY_10,204625825.4,2324554.478,0,0
2018,BATTERY_10,204625825.4,2324554.478,0,0
2019,BATTERY_10,204528414.9,2324554.478,0,0
2020,BATTERY_10,187734761.5,2133687.297,0,0
2021,BATTERY_10,174002271.8,1977611.572,0,0
2022,BATTERY_10,161018456.5,1830044.859,0,0
2023,BATTERY_10,148265877.7,1685106.248,0,0
2024,BATTERY_10,136473773,1551083.844,0,0
2025,BATTERY_10,125513004.8,1426509.944,0,0
2026,BATTERY_10,120118142.3,1365194.982,0,0
2027,BATTERY_10,115023735.9,1307294.835,0,0
2028,BATTERY_10,110363509.8,1254329.337,0,0
2029,BATTERY_10,106143464.7,1206366.686,0,0
2030,BATTERY_10,102184858,1161375.398,0,0
2031,BATTERY_10,100907547.3,1146858.205,0,0
2032,BATTERY_10,99630236.53,1132341.013,0,0
2033,BATTERY_10,98352925.85,1117823.821,0,0
2034,BATTERY_10,97075615.11,1103306.628,0,0
2035,BATTERY_10,95798304.37,1088789.436,0,0
2036,BATTERY_10,94520993.61,1074272.243,0,0
2037,BATTERY_10,93243682.94,1059755.051,0,0
2038,BATTERY_10,91966372.19,1045237.858,0,0
2039,BATTERY_10,90689061.45,1030720.666,0,0
2040,BATTERY_10,89411750.76,1016203.473,0,0
2041,BATTERY_10,88134440.02,1001686.281,0,0
2042,BATTERY_10,86857129.28,987169.0883,0,0
2043,BATTERY_10,85579818.6,972651.8958,0,0
2044,BATTERY_10,84302507.86,958134.7033,0,0
2045,BATTERY_10,83025197.1,943617.5108,0,0
2046,BATTERY_10,81747886.43,929100.3184,0,0
2047,BATTERY_10,80470575.69,914583.1259,0,0
2048,BATTERY_10,79193264.94,900065.9334,0,0
2049,BATTERY_10,77915954.19,885548.7409,0,0
2050,BATTERY_10,76638643.51,871031.5485,0,0
2017,BATTERY_2,53563721.56,2324554.478,0,0
2018,BATTERY_2,53563721.56,2324554.478,0,0
2019,BATTERY_2,53541386.65,2324554.478,0,0
2020,BATTERY_2,49145149.16,2133687.297,0,0
2021,BATTERY_2,45550262.14,1977611.572,0,0
2022,BATTERY_2,42151362.9,1830044.859,0,0
2023,BATTERY_2,38812996.67,1685106.248,0,0
2024,BATTERY_2,35726063.05,1551083.844,0,0
2025,BATTERY_2,32856756.5,1426509.944,0,0
2026,BATTERY_2,31444491.01,1365194.982,0,0
2027,BATTERY_2,30110878.84,1307294.835,0,0
2028,BATTERY_2,28890926.27,1254329.337,0,0
2029,BATTERY_2,27786204.11,1206366.686,0,0
2030,BATTERY_2,26749921.26,1161375.398,0,0
2031,BATTERY_2,26415547.24,1146858.205,0,0
2032,BATTERY_2,26081173.22,1132341.013,0,0
2033,BATTERY_2,25746799.21,1117823.821,0,0
2034,BATTERY_2,25412425.19,1103306.628,0,0
2035,BATTERY_2,25078051.18,1088789.436,0,0
2036,BATTERY_2,24743677.16,1074272.243,0,0
2037,BATTERY_2,24409303.14,1059755.051,0,0
2038,BATTERY_2,24074929.13,1045237.858,0,0
2039,BATTERY_2,23740555.11,1030720.666,0,0
2040,BATTERY_2,23406181.1,1016203.473,0,0
2041,BATTERY_2,23071807.08,1001686.281,0,0
2042,BATTERY_2,22737433.06,987169.0883,0,0
2043,BATTERY_2,22403059.05,972651.8958,0,0
2044,BATTERY_2,22068685.04,958134.7033,0,0
2045,BATTERY_2,21734311.02,943617.5108,0,0
2046,BATTERY_2,21399937,929100.3184,0,0
2047,BATTERY_2,21065562.99,914583.1259,0,0
2048,BATTERY_2,20731188.97,900065.9334,0,0
2049,BATTERY_2,20396814.96,885548.7409,0,0
2050,BATTERY_2,20062440.94,871031.5485,0,0
2017,BATTERY_4,92982179.1,2324554.478,0,0
2018,BATTERY_4,92982179.1,2324554.478,0,0
2019,BATTERY_4,92982179.1,2324554.478,0,0
2020,BATTERY_4,85347491.86,2133687.297,0,0
2021,BATTERY_4,79104462.87,1977611.572,0,0
2022,BATTERY_4,73201794.34,1830044.859,0,0
2023,BATTERY_4,67404249.93,1685106.248,0,0
2024,BATTERY_4,62043353.75,1551083.844,0,0
2025,BATTERY_4,57060397.75,1426509.944,0,0
