allt,i,cost_cap,cost_fom,cost_vom,heat_rate
2017,BATTERY_1,17843586.17,1425060,0,0
2018,BATTERY_1,17843586.17,1425060,0,0
2019,BATTERY_1,17836740,1425060,0,0
2020,BATTERY_1,17836740,1425060,0,0
2021,BATTERY_1,16731827.51,1336783.409,0,0
2022,BATTERY_1,15626915.01,1248506.818,0,0
2023,BATTERY_1,14522002.52,1160230.227,0,0
2024,BATTERY_1,13417090.02,1071953.636,0,0
2025,BATTERY_1,12312177.52,983677.0452,0,0
2026,BATTERY_1,11853960.98,947067.9978,0,0
2027,BATTERY_1,11395744.45,910458.9505,0,0
2028,BATTERY_1,10937527.91,873849.9032,0,0
2029,BATTERY_1,10479311.37,837240.8558,0,0
2030,BATTERY_1,10021094.83,800631.8085,0,0
2031,BATTERY_1,9895831.149,790623.9109,0,0
2032,BATTERY_1,9770567.463,780616.0133,0,0
2033,BATTERY_1,9645303.778,770608.1157,0,0
2034,BATTERY_1,9520040.092,760600.2181,0,0
2035,BATTERY_1,9394776.407,750592.3205,0,0
2036,BATTERY_1,9269512.722,740584.4229,0,0
2037,BATTERY_1,9144249.036,730576.5253,0,0
2038,BATTERY_1,9018985.351,720568.6277,0,0
2039,BATTERY_1,8893721.665,710560.73,0,0
2040,BATTERY_1,8768457.979,700552.8324,0,0
2041,BATTERY_1,8643194.295,690544.9348,0,0
2042,BATTERY_1,8517930.608,680537.0372,0,0
2043,BATTERY_1,8392666.924,670529.1396,0,0
2044,BATTERY_1,8267403.239,660521.242,0,0
2045,BATTERY_1,8142139.552,650513.3444,0,0
2046,BATTERY_1,8016875.867,640505.4468,0,0
2047,BATTERY_1,7891612.181,630497.5492,0,0
2048,BATTERY_1,7766348.497,620489.6516,0,0
2049,BATTERY_1,7641084.811,610481.754,0,0
2050,BATTERY_1,7515821.125,600473.8564,0,0
2017,BATTERY_10,125445147.3,1425060,0,0
2018,BATTERY_10,125445147.3,1425060,0,0
2019,BATTERY_10,125385430.1,1425060,0,0
2020,BATTERY_10,125385430,1425060,0,0
2021,BATTERY_10,117618319.7,1336783.409,0,0
2022,BATTERY_10,109851209.3,1248506.818,0,0
2023,BATTERY_10,102084098.9,1160230.227,0,0
2024,BATTERY_10,94316988.57,1071953.636,0,0
