"r","rs","i","h","value"
"Andhra_Pradesh",3,"UPV","H32",0.555393442622951
"Andhra_Pradesh",3,"UPV","H34",0
"Andhra_Pradesh",3,"UPV","H31",0.395856557377049
"Andhra_Pradesh",3,"UPV","H29",0
"Andhra_Pradesh",3,"UPV","H35",0
"Andhra_Pradesh",3,"UPV","H30",0.00567213114754098
"Andhra_Pradesh",3,"UPV","H33",0.149060109289617
"Andhra_Pradesh",3,"UPV","H25",0.421559782608696
"Andhra_Pradesh",3,"UPV","H27",0.000297872340425532
"Andhra_Pradesh",3,"UPV","H24",0.2861875
"Andhra_Pradesh",3,"UPV","H22",0
"Andhra_Pradesh",3,"UPV","H28",0.002475
"Andhra_Pradesh",3,"UPV","H23",0.00951811594202898
"Andhra_Pradesh",3,"UPV","H26",0.16496
"Andhra_Pradesh",3,"UPV","H11",0.600813559322034
"Andhra_Pradesh",3,"UPV","H13",0
"Andhra_Pradesh",3,"UPV","H10",0.350923728813559
"Andhra_Pradesh",3,"UPV","H8",0
"Andhra_Pradesh",3,"UPV","H14",0
"Andhra_Pradesh",3,"UPV","H9",0.000378531073446328
"Andhra_Pradesh",3,"UPV","H12",0.231090395480226
"Andhra_Pradesh",3,"UPV","H18",0.471129670329671
"Andhra_Pradesh",3,"UPV","H20",0
"Andhra_Pradesh",3,"UPV","H17",0.275417582417582
"Andhra_Pradesh",3,"UPV","H15",0
"Andhra_Pradesh",3,"UPV","H21",0
"Andhra_Pradesh",3,"UPV","H16",0
"Andhra_Pradesh",3,"UPV","H19",0.086893772893773
"Andhra_Pradesh",3,"UPV","H4",0.55716935483871
"Andhra_Pradesh",3,"UPV","H6",0
"Andhra_Pradesh",3,"UPV","H3",0.40952688172043
"Andhra_Pradesh",3,"UPV","H1",0
"Andhra_Pradesh",3,"UPV","H7",0
"Andhra_Pradesh",3,"UPV","H2",0.0358817204301075
"Andhra_Pradesh",3,"UPV","H5",0.18083870967742
"Andhra_Pradesh",3,"ONSWIND","H32",0.0594262295081967
"Andhra_Pradesh",3,"ONSWIND","H34",0.0836470588235294
"Andhra_Pradesh",3,"ONSWIND","H31",0.0599467213114754
