allt ,i ,cost_cap ,cost_fom ,cost_vom ,heat_rate
2017,BATTERY_10 ,205628592.2,5140714.8,0,0
2018,BATTERY_10 ,195677658.4,4891941.46,0,0
2019,BATTERY_10 ,186208277.8,4655206.94,0,0
2020,BATTERY_10 ,177197146.5,4429928.66,0,0
2021,BATTERY_10 ,166296430,4157410.75,0,0
2022,BATTERY_10 ,155395713.5,3884892.84,0,0
2023,BATTERY_10 ,144494997,3612374.92,0,0
2024,BATTERY_10 ,133594280.5,3339857.01,0,0
2025,BATTERY_10 ,122693564,3067339.1,0,0
2026,BATTERY_10 ,117671978,2941799.45,0,0
2027,BATTERY_10 ,112650392,2816259.8,0,0
2028,BATTERY_10 ,107628806,2690720.15,0,0
2029,BATTERY_10 ,102607220,2565180.5,0,0
2030,BATTERY_10 ,97585634.05,2439640.85,0,0
2031,BATTERY_10 ,96217306.91,2405432.67,0,0
2032,BATTERY_10 ,94848979.78,2371224.49,0,0
2033,BATTERY_10 ,93480652.65,2337016.32,0,0
2034,BATTERY_10 ,92112325.52,2302808.14,0,0
2035,BATTERY_10 ,90743998.39,2268599.96,0,0
2036,BATTERY_10 ,89375671.25,2234391.78,0,0
2037,BATTERY_10 ,88007344.12,2200183.6,0,0
2038,BATTERY_10 ,86639016.99,2165975.42,0,0
2039,BATTERY_10 ,85270689.86,2131767.25,0,0
2040,BATTERY_10 ,83902362.73,2097559.07,0,0
2041,BATTERY_10 ,82534035.6,2063350.89,0,0
2042,BATTERY_10 ,81165708.46,2029142.71,0,0
2043,BATTERY_10 ,79797381.33,1994934.53,0,0
2044,BATTERY_10 ,78429054.2,1960726.35,0,0
2045,BATTERY_10 ,77060727.07,1926518.18,0,0
2046,BATTERY_10 ,75692399.94,1892310,0,0
2047,BATTERY_10 ,74324072.8,1858101.82,0,0
2048,BATTERY_10 ,72955745.67,1823893.64,0,0
2049,BATTERY_10 ,71587418.54,1789685.46,0,0
2050,BATTERY_10 ,70219091.41,1755477.29,0,0
2017,BATTERY_2 ,55533470.24,1388336.75,0,0
2018,BATTERY_2 ,52707904.37,1317697.61,0,0
2019,BATTERY_2 ,50026104.47,1250652.61,0,0
2020,BATTERY_2 ,47480755.65,1187018.89,0,0
2021,BATTERY_2 ,44747008.83,1118675.22,0,0
2022,BATTERY_2 ,42013262,1050331.55,0,0
2023,BATTERY_2 ,39279515.18,981987.88,0,0
2024,BATTERY_2 ,36545768.35,913644.21,0,0
2025,BATTERY_2 ,33812021.53,845300.54,0,0
2026,BATTERY_2 ,32799962.84,819999.07,0,0
2027,BATTERY_2 ,31787904.16,794697.6,0,0
2028,BATTERY_2 ,30775845.47,769396.14,0,0
2029,BATTERY_2 ,29763786.79,744094.67,0,0
2030,BATTERY_2 ,28751728.1,718793.2,0,0
2031,BATTERY_2 ,28441833.73,711045.84,0,0
2032,BATTERY_2 ,28131939.37,703298.48,0,0
2033,BATTERY_2 ,27822045,695551.13,0,0
2034,BATTERY_2 ,27512150.64,687803.77,0,0
2035,BATTERY_2 ,27202256.27,680056.41,0,0
2036,BATTERY_2 ,26892361.91,672309.05,0,0
2037,BATTERY_2 ,26582467.54,664561.69,0,0
2038,BATTERY_2 ,26272573.17,656814.33,0,0
2039,BATTERY_2 ,25962678.81,649066.97,0,0
2040,BATTERY_2 ,25652784.44,641319.61,0,0
2041,BATTERY_2 ,25342890.08,633572.25,0,0
2042,BATTERY_2 ,25032995.71,625824.89,0,0
2043,BATTERY_2 ,24723101.34,618077.53,0,0
2044,BATTERY_2 ,24413206.98,610330.17,0,0
2045,BATTERY_2 ,24103312.61,602582.82,0,0
2046,BATTERY_2 ,23793418.25,594835.46,0,0
2047,BATTERY_2 ,23483523.88,587088.1,0,0
2048,BATTERY_2 ,23173629.52,579340.74,0,0
2049,BATTERY_2 ,22863735.15,571593.38,0,0
2050,BATTERY_2 ,22553840.78,563846.02,0,0
2017,BATTERY_4 ,93056777.99,2326419.44,0,0
2018,BATTERY_4 ,88450193.12,2211254.82,0,0
2019,BATTERY_4 ,84071647.79,2101791.19,0,0
2020,BATTERY_4 ,79909853.36,1997746.33,0,0
2021,BATTERY_4 ,75134364.12,1878359.1,0,0
2022,BATTERY_4 ,70358874.87,1758971.87,0,0
2023,BATTERY_4 ,65583385.63,1639584.64,0,0
2024,BATTERY_4 ,60807896.38,1520197.41,0,0
2025,BATTERY_4 ,56032407.14,1400810.18,0,0
2026,BATTERY_4 ,54017966.63,1350449.17,0,0
2027,BATTERY_4 ,52003526.12,1300088.15,0,0
2028,BATTERY_4 ,49989085.61,1249727.14,0,0
2029,BATTERY_4 ,47974645.1,1199366.13,0,0
2030,BATTERY_4 ,45960204.59,1149005.11,0,0
2031,BATTERY_4 ,45385702.03,1134642.55,0,0
2032,BATTERY_4 ,44811199.47,1120279.99,0,0
2033,BATTERY_4 ,44236696.91,1105917.42,0,0
2034,BATTERY_4 ,43662194.36,1091554.86,0,0
2035,BATTERY_4 ,43087691.8,1077192.29,0,0
2036,BATTERY_4 ,42513189.24,1062829.73,0,0
2037,BATTERY_4 ,41938686.69,1048467.17,0,0
2038,BATTERY_4 ,41364184.13,1034104.6,0,0
2039,BATTERY_4 ,40789681.57,1019742.04,0,0
2040,BATTERY_4 ,40215179.01,1005379.48,0,0
2041,BATTERY_4 ,39640676.46,991016.91,0,0
2042,BATTERY_4 ,39066173.9,976654.35,0,0
2043,BATTERY_4 ,38491671.34,962291.78,0,0
2044,BATTERY_4 ,37917168.78,947929.22,0,0
2045,BATTERY_4 ,37342666.23,933566.66,0,0
2046,BATTERY_4 ,36768163.67,919204.09,0,0
2047,BATTERY_4 ,36193661.11,904841.53,0,0
2048,BATTERY_4 ,35619158.55,890478.96,0,0
2049,BATTERY_4 ,35044656,876116.4,0,0
2050,BATTERY_4 ,34470153.44,861753.84,0,0
2017,BATTERY_6 ,130580582.9,3264514.57,0,0
2018,BATTERY_6 ,124192639.4,3104815.98,0,0
2019,BATTERY_6 ,118117191.1,2952929.78,0,0
2020,BATTERY_6 ,112338951.1,2808473.78,0,0
2021,BATTERY_6 ,105521719.4,2638042.99,0,0
2022,BATTERY_6 ,98704487.74,2467612.19,0,0
2023,BATTERY_6 ,91887256.08,2297181.4,0,0
2024,BATTERY_6 ,85070024.41,2126750.61,0,0
2025,BATTERY_6 ,78252792.75,1956319.82,0,0
2026,BATTERY_6 ,75235970.41,1880899.26,0,0
2027,BATTERY_6 ,72219148.08,1805478.7,0,0
2028,BATTERY_6 ,69202325.74,1730058.14,0,0
2029,BATTERY_6 ,66185503.41,1654637.59,0,0
2030,BATTERY_6 ,63168681.07,1579217.03,0,0
2031,BATTERY_6 ,62329570.32,1558239.26,0,0
2032,BATTERY_6 ,61490459.58,1537261.49,0,0
2033,BATTERY_6 ,60651348.83,1516283.72,0,0
2034,BATTERY_6 ,59812238.08,1495305.95,0,0
2035,BATTERY_6 ,58973127.33,1474328.18,0,0
2036,BATTERY_6 ,58134016.58,1453350.41,0,0
2037,BATTERY_6 ,57294905.83,1432372.65,0,0
2038,BATTERY_6 ,56455795.08,1411394.88,0,0
2039,BATTERY_6 ,55616684.33,1390417.11,0,0
2040,BATTERY_6 ,54777573.58,1369439.34,0,0
2041,BATTERY_6 ,53938462.84,1348461.57,0,0
2042,BATTERY_6 ,53099352.09,1327483.8,0,0
2043,BATTERY_6 ,52260241.34,1306506.03,0,0
2044,BATTERY_6 ,51421130.59,1285528.26,0,0
2045,BATTERY_6 ,50582019.84,1264550.5,0,0
2046,BATTERY_6 ,49742909.09,1243572.73,0,0
