t,i,r,c,wVC,cap
2038,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2021,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2037,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2025,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2045,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2018,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2043,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2033,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2030,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2029,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2040,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2041,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
